,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect
0,170,0,False,True,0,5122.106949982732,-1.350000023841858,96.62999725341797,97.66000366210938,-1191.6000366210938,29048.701171875,1497.8999328613281,2322.5999450683594,-296.8000030517578,3387.39990234375,0.0,-0.014219862236102386,0.11243295754313423,0.07671062833804186,5340443492809120549,nex_811,16.0,21.309999465942383,-143.5500030517578,92.0999984741211,8040.2001953125,17822.7001953125,2548.300018310547,-3973.2000732421875,-3239.7000122070312,1991.6999816894531,255.0,246.0,,0.3090461193313151,1.0847332376276686,-0.539812498503214,True,4,3,False,0.0,False,,2403029217747244382,Cum_Kid,14.0,3118.8701171875,-4294.47998046875,16.790000915527344,3839.4000244140625,-5985.4998779296875,51.30000114440918,-28.299999237060547,4.799999892711639,-31.700000762939453,241.0,130.0,,0.008069968755080134,2.1381511701015232,-0.0010486184569489343,True,255.0,False,4,4,False,,enpitsu,76561198039309853,27.0,3025.659912109375,4109.2998046875,17.049999237060547,1842.8999328613281,3012.6998901367188,2.5999999046325684,-0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,0.016311115654756896,-2.1197814348618493,-3.884705536144903e-06,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,24.0,70.02999877929688,325.92999267578125,88.41000366210938,1684.4000244140625,-22112.39990234375,2196.699981689453,4386.600036621094,-3316.7999267578125,-75.59999942779541,128.0,38.0,,0.5301790980497494,-1.2636773705325657,0.6147711078205659,True,False,3,31.0,False,4,
1,171,0,False,False,1,5363.7835001663425,15.680000305175781,-151.0500030517578,107.83000183105469,11346.400146484375,1972.8999328613281,5576.7999267578125,4500.7000732421875,74.29999828338623,-3967.0001220703125,1.0,0.011743433447322439,0.012997979592075078,-0.09410702918757813,bf81d8692db,games5425898691,24.0,-70.02999877929688,-325.92999267578125,88.41000366210938,-1684.4000244140625,22112.39990234375,2196.699981689453,-4386.600036621094,3316.7999267578125,-75.59999942779541,128.0,38.0,,-0.5301790980497494,1.2636773705325657,0.6147711078205659,True,4,3,False,31.0,False,,76561198039309853,enpitsu,27.0,-3025.659912109375,-4109.2998046875,17.049999237060547,-1842.8999328613281,-3012.6998901367188,2.5999999046325684,0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,,-0.016311115654756896,2.1197814348618493,-3.884705536144903e-06,True,255.0,False,False,False,False,,Cum_Kid,2403029217747244382,14.0,-3118.8701171875,4294.47998046875,16.790000915527344,-3839.4000244140625,5985.4998779296875,51.30000114440918,28.299999237060547,-4.799999892711639,-31.700000762939453,241.0,130.0,,-0.008069968755080134,-2.1381511701015232,-0.0010486184569489343,True,4,False,255.0,False,4,,nex_811,5340443492809120549,16.0,-21.309999465942383,143.5500030517578,92.0999984741211,-8040.2001953125,-17822.7001953125,2548.300018310547,3973.2000732421875,3239.7000122070312,1991.6999816894531,255.0,246.0,,-0.3090461193313151,-1.0847332376276686,-0.539812498503214,True,False,3,0.0,False,4,
2,319,5,False,False,0,8068.402500025588,-3346.2900390625,-2547.340087890625,104.12999725341797,3435.7998657226562,22556.298828125,2052.5,-381.19998931884766,-2755.7998657226562,-5315.999755859375,0.0,0.22542768627638876,1.6678111433553657,-2.520356168764983,2403029217747244382,Cum_Kid,11.0,-3374.97998046875,-2775.72998046875,17.010000228881836,3459.2999267578125,14743.499755859375,1.8000000715255737,0.5000000074505806,1.7000000178813934,471.50001525878906,246.0,207.0,,0.009608383208489306,1.334952741390809,0.00010629173866841545,True,6,6,False,227.88910957305663,True,,5340443492809120549,nex_811,14.0,2344.77001953125,-2388.780029296875,16.989999771118164,-19130.10009765625,-8357.999877929688,4.799999892711639,-0.9000000357627869,-0.3999999910593033,-1688.0999755859375,255.0,15.0,,0.009584153811875749,-2.774567889170813,-0.00016904415479483047,True,121.0,False,6,4,False,,enpitsu,76561198039309853,27.0,-1019.1900024414062,3189.080078125,17.049999237060547,-7088.599853515625,-11744.69970703125,3.100000023841858,0.3999999910593033,0.7000000029802322,2166.9000244140625,255.0,128.0,,0.016755589370350404,-2.0595909741650535,9.120402459498286e-05,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,24.0,-3800.570068359375,-1028.4599609375,16.530000686645508,7062.39990234375,-14583.00048828125,-147.89999961853027,106.80000305175781,-866.6999816894531,1960.0,255.0,255.0,,0.013504873888740299,-1.04557370622882,-0.0027452229455385505,True,False,6,255.0,False,6,
3,331,5,False,False,1,4254.141874699903,3177.389892578125,1549.3199462890625,153.72999572753906,-8588.300170898438,-82.20000267028809,9556.300048828125,4859.599914550781,2274.4000244140625,-2685.1998901367188,1.0,0.8195565299204209,0.8929546630633188,-3.0964759805930337,bf81d8692db,games5425898691,24.0,3311.7099609375,1436.1600341796875,17.020000457763672,-15257.2998046875,5492.8997802734375,-2.0999999344348907,0.7999999821186066,-0.09999999776482582,364.00001525878906,255.0,116.0,,-0.009598497215785522,0.3030518120449747,-0.0002923276918321865,True,6,6,False,239.3428900805853,True,,76561198039309853,enpitsu,27.0,1183.8800048828125,-2674.419921875,17.049999237060547,3260.7998657226562,13694.3994140625,2.5999999046325684,-0.0,0.7999999821186066,13.600000143051147,255.0,0.0,,-0.01675206342388288,1.80282290612653,-7.029593456647774e-05,True,255.0,False,False,False,False,,Cum_Kid,2403029217747244382,11.0,3353.820068359375,2032.9599609375,16.989999771118164,-117.79999732971191,-17165.799560546875,2.3000000417232513,-0.29999999329447746,-0.0,-1218.3000183105469,255.0,18.0,,-0.009619124980911997,-1.5489039061799315,-0.0001968575366574974,True,6,False,190.30003414871877,True,6,,nex_811,5340443492809120549,13.0,-1413.72998046875,2754.93994140625,16.989999771118164,18569.599609375,9059.000244140625,4.600000083446503,0.3999999910593033,-0.0,31.80000066757202,255.0,128.0,,-0.009613372078580354,2.6836386320783823,-5.8315541581956094e-05,True,False,4,121.0,False,6,
4,440,9,False,False,1,3705.9888292375485,272.1300048828125,1486.9000244140625,373.2200012207031,-1098.499984741211,26133.20068359375,8153.3001708984375,2816.7999267578125,-5263.2000732421875,-602.5,1.0,0.11007390028166332,0.33324496564440664,-2.5678245790049203,76561198039309853,enpitsu,27.0,245.0,1199.43994140625,244.5399932861328,6520.7000732421875,20076.400146484375,2658.599853515625,641.2000274658203,-212.60000228881836,-120.10000228881836,128.0,128.0,False,0.6211291697204611,2.0202479469394543,0.03832413728761637,True,2,False,False,172.0,False,,bf81d8692db,games5425898691,24.0,-483.30999755859375,2223.93994140625,17.010000228881836,-9006.799926757812,6774.1998291015625,2.5999999046325684,-1.0999999940395355,-0.0,-1954.4000244140625,255.0,0.0,,-0.009504142199434677,0.6578410219254149,-0.00026263542517739004,True,188.0,False,8,8,False,,Cum_Kid,2403029217747244382,11.0,1049.2900390625,5046.7001953125,29.290000915527344,-10176.599731445312,3318.800048828125,840.2999877929688,3154.7000122070312,-829.3000030517578,2035.2000427246094,205.0,217.0,False,0.12238501630646684,0.3194671147087165,-0.32684845240498556,True,8,False,237.0,False,8,,nex_811,5340443492809120549,13.0,-69.08999633789062,3628.1201171875,16.989999771118164,2035.2999877929688,-20802.19970703125,2.199999988079071,0.19999999552965164,-2.199999988079071,820.8000183105469,255.0,229.0,False,-0.009587612995558294,-1.672599495406573,0.0001446780759401405,True,False,4,46.28324294346634,True,7,
5,511,12,False,False,1,2071.066843126897,10.5,3267.780029296875,288.4800109863281,-2584.5001220703125,-3398.3999633789062,12319.300537109375,3648.599853515625,-1339.1999816894531,-4570.899963378906,1.0,-0.20694468562583296,1.8209595781881953,1.4138676821307226,76561198039309853,enpitsu,27.0,77.4800033569336,3147.860107421875,191.9199981689453,-10171.099853515625,4701.099853515625,2892.0001220703125,-4633.900146484375,2755.5999755859375,1087.7999877929688,128.0,0.0,False,0.25991623894107746,0.5786605771608367,0.7167733462037919,True,4,1,False,139.0,False,,bf81d8692db,games5425898691,24.0,-264.3800048828125,2330.97998046875,17.010000228881836,12669.200439453125,11209.100341796875,2.0000000298023224,1.8000000715255737,1.5999999642372131,682.7999877929688,255.0,206.0,,-0.009595650163501737,2.4101826996102362,2.9285962100095333e-05,True,135.0,False,8,8,False,,Cum_Kid,2403029217747244382,10.0,17.739999771118164,3474.550048828125,189.00999450683594,-2917.2000122070312,-21383.00048828125,3463.9999389648438,4244.200134277344,-3219.4000244140625,1368.0999755859375,240.0,19.0,False,0.08196542664079627,-1.6262489434166196,0.3377586945290447,False,10,False,168.59047730507388,True,9,,nex_811,5340443492809120549,13.0,640.1300048828125,-44.52000045776367,17.010000228881836,656.8000030517578,6348.499755859375,2.0999999344348907,-0.9000000357627869,-0.0,0.0,255.0,128.0,False,-0.00941974132197198,1.6739219176984719,2.7938305936509386e-06,True,False,4,57.0,False,8,
6,512,12,False,False,0,8444.749193828546,-6.289999961853027,-3257.75,309.5199890136719,4094.5999145507812,17373.199462890625,13803.399658203125,5311.5997314453125,277.90000915527344,-2776.6000366210938,0.0,0.22925475349204263,-1.8941875920088855,1.3902891931690453,2403029217747244382,Cum_Kid,10.0,-17.739999771118164,-3474.550048828125,189.00999450683594,2917.2000122070312,21383.00048828125,3463.9999389648438,-4244.200134277344,3219.4000244140625,1368.0999755859375,240.0,19.0,False,-0.08196542664079627,1.6262489434166196,0.3377586945290447,False,10,9,False,165.42459358194822,True,,5340443492809120549,nex_811,13.0,-645.9600219726562,-11.880000114440918,17.010000228881836,-734.7000122070312,-7100.7000732421875,2.0999999344348907,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.00943498033845586,-1.6739219928387212,2.0070374610794473e-06,True,57.0,False,8,4,False,,enpitsu,76561198039309853,27.0,9.680000305175781,-3160.260009765625,204.74000549316406,10400.999755859375,1725.5999755859375,258.4000015258789,2081.3999938964844,-902.0999908447266,5010.299987792969,128.0,0.0,False,-0.19837000083894057,-0.2839805513542379,1.1643666381185505,True,4,False,139.0,False,1,,games5425898691,bf81d8692db,24.0,264.3800048828125,-2330.97998046875,17.010000228881836,-12669.200439453125,-11209.100341796875,2.0000000298023224,-1.8000000715255737,-1.5999999642372131,682.7999877929688,255.0,206.0,,0.009595650163501737,-2.4101826996102362,2.9285962100095333e-05,True,False,8,135.0,False,8,
7,668,18,False,False,0,2895.6412885683076,1997.1400146484375,5019.669921875,632.5900268554688,1399.1999816894531,-5450.8001708984375,959.0000152587891,-1110.6999969482422,1548.0000305175781,1533.800048828125,0.0,-0.6866703671921642,-3.091656515207307,2.419016737128184,2403029217747244382,Cum_Kid,11.0,1851.9000244140625,5070.169921875,354.05999755859375,9053.499755859375,-3808.800048828125,-4708.500061035156,-1301.4999389648438,-921.2000274658203,175.9000015258789,218.0,237.0,,0.38658752473866614,0.0011672295394574094,1.5391848079273223,True,13,10,False,0.0,False,,5340443492809120549,nex_811,14.0,2539.0400390625,3625.909912109375,17.010000228881836,12742.2998046875,11681.400146484375,0.3999999910593033,-0.09999999776482582,-0.5999999865889549,-2.8999999165534973,255.0,128.0,,0.009614926320549923,0.7415524237160735,2.766518774735379e-05,True,0.0,False,8,4,False,,enpitsu,76561198039309853,27.0,1543.43994140625,4178.47021484375,17.030000686645508,-15832.2998046875,8612.60009765625,5.699999928474426,0.0,0.3999999910593033,-3212.9998779296875,255.0,0.0,False,0.016766365481149584,1.8396777076472375,-4.198713690154583e-05,True,4,False,255.0,False,2,,games5425898691,bf81d8692db,24.0,-681.7000122070312,3977.110107421875,17.010000228881836,-11426.300048828125,14836.800537109375,2.3000000417232513,0.0,0.09999999776482582,-1995.3999328613281,255.0,0.0,,0.009599341742753844,2.15259584773455,-9.000972858884611e-06,True,False,10,36.0,False,10,
8,713,19,False,False,1,9827.002782377398,-2235.360107421875,-4174.75,172.75999450683594,-15041.199951171875,14789.100341796875,8831.900024414062,2980.10009765625,5205.9002685546875,130.0,1.0,0.578370154605195,-1.9212211426702157,0.5628605502275302,76561198039309853,enpitsu,27.0,-2164.199951171875,-4226.1298828125,100.87999725341797,-15129.000244140625,12049.300537109375,2458.800048828125,-5159.69970703125,-1824.2999267578125,-546.1000061035156,255.0,0.0,False,-0.5709479639360291,0.35989113390962885,0.48057488245063856,True,6,3,False,135.0,False,,bf81d8692db,games5425898691,24.0,-292.0299987792969,-5102.1201171875,17.010000228881836,-8443.099975585938,3979.2001342773438,2.0999999344348907,1.899999976158142,-0.5000000074505806,-189.40000534057617,255.0,83.0,,-0.009560775543734759,0.4380569276306003,2.1724287606377073e-05,True,36.0,False,10,10,False,,Cum_Kid,2403029217747244382,11.0,-3031.919921875,-3856.659912109375,82.63999938964844,-6179.6002197265625,15611.500244140625,2173.2000732421875,-3619.2999267578125,-4122.799987792969,390.40000915527344,243.0,255.0,,-0.33028883739584,1.9131377751291998,-0.6136531988029085,False,16,False,0.0,False,11,,nex_811,5340443492809120549,14.0,-3870.7900390625,-2862.8798828125,20.920000076293945,-942.6999664306641,17888.199462890625,207.80000686645508,-8.899999856948853,467.79998779296875,-17.100000381469727,255.0,128.0,False,-0.0006895631731264754,1.511387727065522,0.1290048107018252,False,False,4,198.5378579042291,True,8,
9,784,22,False,False,1,7220.446870743831,-2830.02001953125,-1044.7900390625,132.30999755859375,6208.800048828125,26946.99951171875,8772.899780273438,5112.300109863281,3140.4000854492188,36.19999885559082,1.0,-0.7285755049649915,2.1679587511398384,0.4664190630893005,76561198039309853,enpitsu,27.0,-2838.31005859375,-1200.8599853515625,64.76000213623047,4183.900146484375,20260.0,2852.0999145507812,-2502.100067138672,577.9000091552734,810.1999664306641,255.0,0.0,False,-0.10050923908346872,1.686765383182584,0.0012156104653591752,True,8,5,False,88.0,False,,bf81d8692db,games5425898691,24.0,-1046.0699462890625,-1417.0400390625,17.010000228881836,2270.0999450683594,17206.099853515625,2.0999999344348907,-0.0,-0.29999999329447746,-34.000000953674316,255.0,128.0,,-0.009600484184408266,1.706519409256281,5.102128928579945e-05,True,66.0,False,12,12,False,,Cum_Kid,2403029217747244382,11.0,-3215.820068359375,794.530029296875,16.850000381469727,1613.0000305175781,21384.7998046875,39.100000858306885,-3.100000023841858,-46.39999866485596,614.7000122070312,231.0,177.0,,-0.009560303428703615,1.6313306085094776,0.0026492441784719254,False,18,False,11.0,False,14,,nex_811,5340443492809120549,14.0,-3355.639892578125,2939.889892578125,17.0,722.3999786376953,22988.60107421875,1.0999999940395355,-0.0,0.9000000357627869,-1709.1000366210938,255.0,0.0,False,-0.009599056143859254,1.6499196246542214,-0.00015852747410753133,True,False,6,116.24850753558576,True,10,
