,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
33,2092,60,False,False,1,8777.815273688127,-3758.300048828125,-2302.280029296875,94.94000244140625,2782.3001098632812,10655.400390625,2347.4000549316406,-3702.9998779296875,1766.6000366210938,-271.9000053405762,1.0,-0.5768351832908307,3.0765457886741414,-1.080579851594238,b9a3c5b308b,yacine42152,7.0,-3741.31005859375,-2577.929931640625,16.940000534057617,3300.4998779296875,13013.499755859375,13.799999952316284,-1.899999976158142,35.09999990463257,268.799991607666,255.0,128.0,False,-0.008942480039337834,1.791368991006497,-0.0019420950611922054,True,18,False,18,24.725221644165696,True,,bc87200b99b,Natsu-du-42,7.0,-1820.219970703125,-3333.25,17.010000228881836,-301.49999618530273,12657.19970703125,2.0999999344348907,-0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,,-0.009529200092446788,1.546957847260225,5.2546904015138994e-05,True,10,False,8,255.0,False,,enpitsu,76561198039309853,27,-2001.22998046875,1529.5899658203125,17.049999237060547,1082.300033569336,14060.30029296875,2.5999999046325684,-0.0,-0.3999999910593033,-0.09999999776482582,255.0,128.0,False,-0.016768183405427316,1.6476554830785626,3.481484045649539e-05,True,10,8,False,255.0,False,,games5425898691,bf81d8692db,19.0,-3453.9599609375,-2473.510009765625,17.010000228881836,-19838.699951171875,9749.199829101562,0.0,0.29999999329447746,-0.19999999552965164,1963.2000732421875,255.0,255.0,,-0.00959612672049212,0.38367506545115126,3.217559805681073e-05,True,68.30007758448198,True,10,False,10,26.0
34,2153,63,False,False,1,6872.941934066774,-3228.1298828125,-358.0799865722656,96.36000061035156,5799.89990234375,16594.599609375,2018.6000061035156,-696.1000061035156,1827.1000671386719,-3649.1000366210938,1.0,-0.30432317117905233,2.611251865179782,-0.5749021625616271,bc87200b99b,Natsu-du-42,7.0,-3300.340087890625,-565.260009765625,17.010000228881836,-5049.4000244140625,15207.7001953125,-1.1999999731779099,0.7000000029802322,5.899999737739563,-1598.8999938964844,255.0,255.0,False,-0.009613240106212836,1.6828954368726374,0.0002782513259746832,False,10,False,8,179.92465376853943,True,,b9a3c5b308b,yacine42152,7.0,-3860.469970703125,-2089.1298828125,67.30000305175781,-496.30001068115234,127.79999732971191,692.3999786376953,-4361.7999267578125,-1095.199966430664,-1791.9000244140625,255.0,179.0,False,0.7256188132524379,2.360271721814846,0.907196331235997,True,20,False,18,0.0,False,,enpitsu,76561198039309853,27,-1234.5699462890625,4009.22998046875,17.049999237060547,4759.800109863281,7237.2998046875,2.5999999046325684,1.0000000149011612,1.1999999731779099,-131.899995803833,0.0,0.0,False,-0.01686683034335273,-0.9717796080684153,0.00018940095486578399,True,10,8,False,255.0,False,,games5425898691,bf81d8692db,19.0,-4078.989990234375,-1819.3800048828125,553.22998046875,2.8999999165534973,7742.1002197265625,504.00001525878906,-2455.399932861328,-0.0,0.0,255.0,0.0,,0.09116242926976288,1.5612246922822388,1.5699120522116536,True,73.0,False,10,False,10,
35,2179,63,False,True,1,5368.372453114755,-2693.639892578125,1148.27001953125,101.69000244140625,17495.2001953125,19980.50048828125,2775.2999877929688,-3525.7998657226562,-3260.5999755859375,2443.000030517578,1.0,0.3152523656999221,0.5051462399527669,-0.5730046179761525,bc87200b99b,Natsu-du-42,8.0,-2823.389892578125,1064.0899658203125,16.760000228881836,15080.799560546875,14273.499755859375,-268.1999969482422,-150.600004196167,-2137.2000122070312,-1232.2000122070312,255.0,11.0,False,0.003490516442352749,2.4694453803661163,-0.01217406051539803,False,10,False,8,98.50171178899784,True,,b9a3c5b308b,yacine42152,7.0,-3806.929931640625,-1911.989990234375,17.170000076293945,2445.0999450683594,5958.599853515625,-74.0999984741211,43.00000190734863,-295.2000045776367,23.599998950958252,255.0,128.0,False,-0.014134095800355545,1.963442257631724,0.006726061119318182,True,20,False,18,0.0,False,,enpitsu,76561198039309853,27,-805.22998046875,4861.93994140625,17.049999237060547,2675.0,5749.6002197265625,2.5,-2.0000000298023224,1.0000000149011612,0.09999999776482582,128.0,128.0,False,-0.01639509115743328,-1.1352230993440926,5.363556638576014e-06,True,10,8,False,255.0,False,,games5425898691,bf81d8692db,19.0,-4069.780029296875,-919.8400268554688,198.6300048828125,1584.9000549316406,12139.200439453125,-6147.9998779296875,37.5,-2528.300018310547,268.6000061035156,255.0,128.0,,-0.46372466313318245,1.7046420897072807,1.3411190232299424,True,69.85336761577155,True,10,False,10,
36,2219,65,False,False,0,9130.776124697599,269.92999267578125,-3916.030029296875,98.91999816894531,-22352.900390625,14076.400146484375,5321.300048828125,1259.4999694824219,-1445.0,5685.4998779296875,0.0,0.8236964768069054,0.5043671313444555,1.754611854319184,76561198039309853,enpitsu,27.0,374.6700134277344,-4123.18017578125,46.2400016784668,-7606.500244140625,11853.299560546875,3468.900146484375,-351.3999938964844,-220.40000915527344,-69.20000076293945,255.0,,,0.025374206560724463,2.130229867141137,0.00015225364122368803,True,9,False,12,193.0,False,,bf81d8692db,games5425898691,19.0,3443.030029296875,-1951.0,16.979999542236328,600.0,-22979.29931640625,5.799999833106995,0.0,2.5,-753.0000305175781,255.0,12.0,,0.009599856221982136,-1.5484826487803884,-0.00012941957016608975,True,10,False,10,186.0,False,,yacine42152,b9a3c5b308b,7,2692.280029296875,1164.469970703125,17.0,-12861.700439453125,-1798.0000305175781,3.3000001311302185,0.5999999865889549,-0.09999999776482582,-0.19999999552965164,255.0,,,0.009541202852008207,-3.002751628743821,5.233540072536216e-05,True,18,20,False,,False,,Natsu-du-42,bc87200b99b,8.0,321.6199951171875,-3246.300048828125,140.52000427246094,-16924.599609375,-15548.499755859375,786.2999725341797,293.700008392334,229.79999542236328,869.8999786376953,161.0,201.0,,-0.38047361540727564,-2.117721825684211,-0.06609547716853761,,0.0,False,10,False,10,
37,2372,70,False,False,1,7301.924794001491,3164.580078125,-1800.5799560546875,475.7099914550781,-5907.5,17175.30029296875,8661.500244140625,3889.7000122070312,3038.2000732421875,3411.6000366210938,1.0,0.27938527566678417,-2.4892781744748618,0.8101342436833002,b9a3c5b308b,yacine42152,7.0,3237.52001953125,-1994.8900146484375,310.3299865722656,-4800.7000732421875,11520.999755859375,4146.099853515625,-2333.000030517578,3491.400146484375,2264.4000244140625,255.0,0.0,True,0.3084217355458014,0.8173616492670007,0.4246528303689648,True,22,4,22,195.38046431797804,True,,bc87200b99b,Natsu-du-42,7.0,2401.199951171875,-963.010009765625,98.7300033569336,-7353.2000732421875,-21435.0,658.0999755859375,1077.5,-3973.0999755859375,-3647.3001098632812,239.0,255.0,False,-0.9739676531355338,-2.126424432868421,2.382152187328914,True,15,False,16,214.0,False,,enpitsu,76561198039309853,27,3344.1201171875,-1746.8900146484375,169.3800048828125,-12975.0,-11828.1005859375,3121.199951171875,-1961.9999694824219,-1416.1000061035156,-1499.2999267578125,128.0,0.0,,0.14444971234557616,-0.7071099135924457,0.05719127252290544,True,14,11,False,213.0,False,,games5425898691,bf81d8692db,19.0,1655.5400390625,18.34000015258789,16.989999771118164,-20437.80029296875,-484.3000030517578,4.799999892711639,-0.29999999329447746,-0.0,-1951.4999389648438,255.0,0.0,,-0.00958839474359461,0.046135852226110545,-3.235500366036336e-05,True,138.0,False,10,False,10,
38,2452,73,False,False,0,8045.734208606328,-1570.52001953125,-2877.409912109375,255.02000427246094,-13947.5,18097.900390625,-349.39998626708984,-3062.7999877929688,-271.5999984741211,-1934.4000244140625,0.0,-1.2842662789484018,0.19285385730986582,2.1786107603099203,bf81d8692db,games5425898691,19.0,-1487.800048828125,-3028.070068359375,187.05999755859375,-14166.300048828125,5669.5001220703125,2706.7001342773438,-2841.4999389648438,3682.39990234375,2935.10009765625,255.0,0.0,,-0.3698164286257627,2.050621826179271,1.143047147541623,True,11,False,12,158.28072256426663,True,,76561198039309853,enpitsu,27.0,53.220001220703125,1455.1199951171875,17.030000686645508,-441.8000030517578,-22908.30078125,5.099999904632568,0.0,0.29999999329447746,-148.99999618530273,255.0,128.0,,0.016781120858098696,-1.6039762672758573,8.784415255832377e-05,True,12,False,14,154.0,False,,yacine42152,b9a3c5b308b,7,-1531.8199462890625,-2662.6298828125,83.70999908447266,5081.9000244140625,-22085.0,3927.39990234375,-712.6999664306641,-94.39999580383301,-2246.300048828125,255.0,0.0,False,-0.044724346538934416,-1.5798840678972779,0.0024774087523007802,True,24,22,4,48.0,False,,Natsu-du-42,bc87200b99b,7.0,-818.6699829101562,1170.0899658203125,67.80999755859375,384.90001678466797,-15317.7001953125,-1524.4000244140625,1367.7999877929688,-4283.699951171875,-2024.2999267578125,247.0,0.0,False,0.15187313069424457,-1.2880147167911682,-0.5669214345973514,True,214.0,False,18,False,18,
39,2511,76,False,False,1,6325.864661015667,3999.35009765625,-372.3299865722656,347.7900085449219,-1573.0000305175781,2681.0000610351562,16352.80029296875,3456.4999389648438,1012.6999664306641,2748.599853515625,1.0,-0.3078677770294646,-1.1197770758076615,-2.686582989076225,bc87200b99b,Natsu-du-42,8.0,4062.27001953125,-468.8299865722656,156.2899932861328,6993.699951171875,1036.1000061035156,13862.900390625,128.50000381469727,-5489.2999267578125,317.1999931335449,255.0,146.0,,1.1596863463916232,2.9508658201006868,-0.16220168326880968,True,18,False,18,129.0,False,,b9a3c5b308b,yacine42152,7.0,447.6700134277344,4554.259765625,29.40999984741211,-4638.699951171875,-5002.5,-2270.0,2031.300048828125,-5084.2999267578125,522.9999923706055,255.0,128.0,False,0.2585311350334879,-1.4112206757903007,-0.18318407100152465,True,24,4,24,48.0,False,,enpitsu,76561198039309853,27,-68.29000091552734,3453.64990234375,17.030000686645508,2742.2000122070312,22339.89990234375,5.099999904632568,-0.0,-0.29999999329447746,-42.69999980926514,255.0,0.0,True,-0.01678279477344565,1.6974519645342587,3.661242852777761e-05,True,14,12,False,185.0,False,,games5425898691,bf81d8692db,19.0,4080.1298828125,1593.8299560546875,347.2200012207031,-205.20000457763672,-17874.000244140625,10234.000244140625,-359.1999816894531,204.40000534057617,44.000000953674316,255.0,157.0,,0.5401587160812336,-1.5681300457034866,1.5907708974574244,True,90.35202602160875,True,12,False,12,
40,2607,79,False,False,0,5865.700682220798,-2766.639892578125,-419.4200134277344,147.75999450683594,7730.8001708984375,25614.09912109375,1387.2999572753906,5257.19970703125,1321.9000244140625,-2571.7001342773438,0.0,0.1567044751233602,1.0266187724514242,-2.8221506592207932,76561198039309853,enpitsu,27.0,-2806.389892578125,-560.0599975585938,52.36000061035156,-2036.6999816894531,20412.60009765625,325.0,-3907.2000122070312,3530.4998779296875,-1586.9999694824219,255.0,0.0,False,0.15510755424436903,1.7672198602006182,0.16810088690220998,True,13,False,16,101.0,False,,bf81d8692db,games5425898691,19.0,-1048.8199462890625,4775.43994140625,351.3399963378906,10954.000244140625,16561.199951171875,-11607.39990234375,-520.0,1839.1999816894531,-2339.9000549316406,255.0,128.0,,0.6380516271903649,-1.729602702100384,0.09483000733908822,True,14,False,14,41.0,False,,yacine42152,b9a3c5b308b,7,-798.010009765625,-1805.4000244140625,81.70999908447266,547.0000076293945,22992.60009765625,-198.79999160766602,-1471.300048828125,-5280.9002685546875,-443.1999969482422,255.0,255.0,True,-0.4799169424590275,1.3576547020431546,1.4214665810710745,True,26,28,4,0.0,False,,Natsu-du-42,bc87200b99b,8.0,-3255.669921875,142.77000427246094,1003.719970703125,4387.300109863281,-46.10000133514404,-8970.10009765625,-4236.7999267578125,3495.8999633789062,278.6000061035156,128.0,252.0,,-0.3986384732695732,-0.6715065836075166,0.4214641546675036,True,129.0,False,18,False,20,
41,2668,81,False,False,0,582.864483025938,-1188.719970703125,4635.97021484375,105.30999755859375,11059.3994140625,-3273.2000732421875,7103.499755859375,-4136.700134277344,2896.6000366210938,3239.8001098632812,0.0,0.24408995621975627,-3.1260250886857177,-2.2671543026774827,bf81d8692db,games5425898691,19.0,-1247.449951171875,4747.35986328125,17.010000228881836,-3957.7999877929688,-1321.6999816894531,2.0999999344348907,0.3999999910593033,-0.29999999329447746,-0.29999999329447746,0.0,128.0,,0.009914898083264203,-2.819568782311802,3.082448371358245e-05,True,14,False,14,0.0,False,,76561198039309853,enpitsu,27.0,-3154.300048828125,3357.8701171875,17.049999237060547,1979.1999816894531,17083.00048828125,2.5999999046325684,0.0,-0.7999999821186066,-170.40000915527344,255.0,0.0,False,0.016776607750863926,1.437794974545116,0.00012141469366780705,True,14,False,16,101.0,False,,yacine42152,b9a3c5b308b,7,-1387.02001953125,3130.3701171875,16.780000686645508,-8250.599975585938,20764.09912109375,45.0,-7.799999713897705,22.699999809265137,1017.2000122070312,255.0,128.0,False,0.009678608002886946,2.028573491130118,-0.002202575723674902,True,28,30,4,0.0,False,,Natsu-du-42,bc87200b99b,7.0,-2006.1800537109375,1015.0900268554688,17.010000228881836,7569.1998291015625,9975.900268554688,2.0999999344348907,0.19999999552965164,0.5999999865889549,0.19999999552965164,255.0,128.0,False,0.009546636238633905,0.9217802648553873,-7.216560456582722e-05,True,160.0,False,18,False,20,
42,2733,84,False,False,1,9332.250716713059,-1318.2900390625,-3925.75,160.57000732421875,-28849.3994140625,2191.7999267578125,5097.099914550781,-23.399999141693115,3207.6998901367188,-359.1999816894531,1.0,0.7237986740033884,2.1853190593443372,-2.6475760488700617,bc87200b99b,Natsu-du-42,7.0,-1143.010009765625,-3947.590087890625,116.05000305175781,-21038.00048828125,-1761.6000366210938,1536.6000366210938,-4614.800109863281,-2389.499969482422,-1800.8000183105469,255.0,13.0,False,-0.32066138593183735,0.2659104080141168,-0.1048165109507958,False,19,False,22,8.43342791577821,True,,b9a3c5b308b,yacine42152,7.0,-968.5800170898438,-4321.56982421875,90.29000091552734,-17953.800048828125,1933.0000305175781,-826.6000366210938,5135.999755859375,-1693.3000183105469,-1001.6000366210938,255.0,237.0,True,0.34116833011306774,0.20386359943525753,0.9434110493488089,False,32,4,30,0.0,False,,enpitsu,76561198039309853,27,-958.6599731445312,-3517.85009765625,17.049999237060547,-22027.5,6489.000244140625,1.5999999642372131,-2.5,0.7000000029802322,738.8999938964844,128.0,0.0,False,-0.016788009966413376,0.2525813236859985,-0.00016833766660119076,True,16,14,False,106.0,False,,games5425898691,bf81d8692db,19.0,98.19999694824219,-5976.1298828125,209.22999572753906,8959.199829101562,-754.8000335693359,3145.5999755859375,-1496.0000610351562,2509.2999267578125,-2.3999999463558197,255.0,255.0,,0.36195106851445885,-3.0703283056609036,-1.3432640601098629,True,0.0,False,14,False,14,
43,2807,86,False,False,1,8350.7229110115,-1623.1400146484375,-2821.68994140625,100.62000274658203,18649.599609375,6920.2001953125,-1227.9000091552734,-1631.6000366210938,2757.60009765625,2712.5,1.0,-0.3115270497294156,-2.009015035685454,-0.14023193953732865,b9a3c5b308b,yacine42152,7.0,-1793.760009765625,-2893.260009765625,17.010000228881836,16220.10009765625,2248.6000061035156,2.0000000298023224,-0.0,0.09999999776482582,-6.899999976158142,255.0,128.0,False,-0.009587259159492389,3.0047959549508616,2.4744137605394824e-06,True,32,4,30,0.0,False,,bc87200b99b,Natsu-du-42,7.0,-3336.4599609375,-2283.8798828125,17.0,12618.199462890625,9857.2998046875,3.1999999284744263,-0.0,0.9000000357627869,-3.8999998569488525,255.0,128.0,False,-0.009550744417617562,2.4789967886261572,-1.800123391908394e-05,True,20,False,22,255.0,False,,enpitsu,76561198039309853,27,-2489.679931640625,-1538.7099609375,17.049999237060547,12821.400146484375,8773.400268554688,-2.199999988079071,-0.7999999821186066,-0.5999999865889549,-74.00000095367432,255.0,128.0,False,-0.016791203035734798,2.5499571670757857,6.963479575717945e-05,True,16,14,False,5.809806577620964,True,,games5425898691,bf81d8692db,19.0,897.530029296875,-2581.419921875,15.890000343322754,100.39999961853027,18446.300048828125,109.49999809265137,55.19999980926514,3.799999952316284,1515.3999328613281,255.0,255.0,,-0.014320575282339343,1.5518473137794504,5.938748303787429e-05,True,31.0,False,16,False,16,
44,2827,87,False,False,1,7607.25621993861,-383.1000061035156,-2358.949951171875,93.19999694824219,16311.99951171875,6108.800048828125,19.800000190734863,-2235.2999877929688,5320.9002685546875,1640.2000427246094,1.0,-0.32206554241077856,-1.6621503686642936,1.8229080278188552,b9a3c5b308b,yacine42152,7.0,-667.52001953125,-2556.31005859375,75.38999938964844,14680.50048828125,5787.5,3293.599853515625,2490.5999755859375,975.8000183105469,-222.19999313354492,255.0,0.0,True,-0.010462407542486271,2.777656058667694,0.12976298875129694,True,32,4,32,0.0,False,,bc87200b99b,Natsu-du-42,7.0,-2422.679931640625,-1589.5999755859375,17.0,12780.10009765625,8834.89990234375,3.3000001311302185,-0.0,-0.0,-5.600000023841858,255.0,128.0,False,-0.009583086921669488,2.5375751580162924,1.8959545730529962e-05,True,20,False,22,255.0,False,,enpitsu,76561198039309853,27,-1444.0400390625,-883.7899780273438,17.049999237060547,16768.00048828125,6248.499755859375,3.0000001192092896,0.9000000357627869,0.29999999329447746,-1886.6999816894531,255.0,255.0,False,-0.016774390495769193,2.8396492125353707,-0.00010565138349697527,True,16,14,False,0.0,False,,games5425898691,bf81d8692db,19.0,320.3699951171875,-1778.050048828125,17.010000228881836,-11611.500244140625,1071.9000244140625,2.5,0.09999999776482582,-0.09999999776482582,2253.8999938964844,128.0,255.0,,-0.009631000419507759,0.02852357929722253,1.910113757439293e-05,True,31.0,False,16,False,16,
45,2868,89,False,False,1,6744.915826923441,1780.949951171875,-1546.6099853515625,93.13999938964844,12429.69970703125,4671.7999267578125,0.0,-2123.6000061035156,5600.7000732421875,349.3000030517578,1.0,0.06598302969703192,-2.13955027598672,-0.9422393364247402,b9a3c5b308b,yacine42152,7.0,1566.3199462890625,-1713.6199951171875,17.010000228881836,15447.60009765625,1150.1000213623047,4.799999892711639,-0.3999999910593033,-2.5999999046325684,-291.3999938964844,255.0,128.0,False,-0.009746416440485586,3.099762111821332,0.00019848423095632456,True,32,4,32,0.0,False,,bc87200b99b,Natsu-du-42,7.0,-423.9100036621094,-1175.9000244140625,17.0,13926.8994140625,2180.7000732421875,3.3000001311302185,-0.9000000357627869,-0.19999999552965164,-410.29998779296875,255.0,82.0,False,-0.00960760234931694,2.987519201274414,-4.296988783331073e-05,True,20,False,22,255.0,False,,enpitsu,76561198039309853,27,1090.1700439453125,-409.1000061035156,17.049999237060547,16775.0,2813.800048828125,2.5999999046325684,0.5000000074505806,-0.09999999776482582,213.70000839233398,255.0,128.0,False,-0.01680441992545101,2.954128802792649,-0.00012713670551600586,True,16,14,False,0.0,False,,games5425898691,bf81d8692db,19.0,144.58999633789062,-2436.1298828125,15.270000457763672,-3439.7000122070312,-3421.300048828125,71.5999984741211,286.200008392334,110.29999732971191,-1549.7999572753906,255.0,0.0,,-0.005312538068749712,-0.32412687423570063,0.002579585317146444,False,5.92127328790644,True,18,False,18,
46,2881,89,False,False,1,6635.094446974842,2342.639892578125,-1335.469970703125,93.13999938964844,11243.900146484375,4226.600036621094,0.0,-2115.8999633789062,5610.3997802734375,212.09999084472656,1.0,-0.208616580664321,-1.7459582526497253,2.4456026208064983,b9a3c5b308b,yacine42152,7.0,2256.320068359375,-1503.8299560546875,59.15999984741211,12794.000244140625,13615.0,2656.0000610351562,-5475.5999755859375,-419.70001220703125,302.1999931335449,255.0,241.0,True,-0.13829253960532398,2.5902774967762823,-0.2661062436151861,True,33,4,34,0.0,False,,bc87200b99b,Natsu-du-42,7.0,265.3800048828125,-1110.4200439453125,17.0,13748.699951171875,1844.1999816894531,3.4999999403953552,1.1999999731779099,0.7000000029802322,1373.9999389648438,128.0,255.0,False,-0.009585755552656955,2.999787253111602,0.00019945056488687355,True,20,False,22,255.0,False,,enpitsu,76561198039309853,27,1946.3499755859375,-172.8699951171875,17.049999237060547,15997.7001953125,5494.1998291015625,2.5999999046325684,0.29999999329447746,-0.0,7.200000286102295,255.0,128.0,False,-0.01680260611014457,2.8099054265804644,-2.644710029206773e-05,True,16,14,False,0.0,False,,games5425898691,bf81d8692db,19.0,-185.08999633789062,-2354.030029296875,17.010000228881836,-7087.7001953125,5403.599853515625,2.0999999344348907,0.7999999821186066,-0.7000000029802322,-297.00000762939453,255.0,128.0,,-0.009529631311601599,0.6831813836055947,0.00024772751886101854,False,0.0,False,18,False,18,
47,2890,89,False,False,1,6251.883055851256,2873.669921875,-790.8400268554688,94.44999694824219,15783.199462890625,16365.899658203125,243.70000839233398,1650.8000183105469,4179.2999267578125,-1794.2999267578125,1.0,-0.4584509679899081,-0.42146032740157513,0.9382567648994246,b9a3c5b308b,yacine42152,7.0,2667.780029296875,-1085.9100341796875,84.01000213623047,12422.80029296875,12551.700439453125,-158.4000015258789,-4356.700134277344,-3354.8001098632812,117.60000228881836,255.0,255.0,True,-0.1927354939789219,2.7956454110674094,-2.655319687637808,True,33,4,34,0.0,False,,bc87200b99b,Natsu-du-42,7.0,632.9299926757812,-953.22998046875,17.0,9140.30029296875,8241.799926757812,3.6000001430511475,-0.09999999776482582,-0.5999999865889549,2309.7000122070312,255.0,255.0,False,-0.00957649942030326,2.346433410574121,6.0318748648049153e-05,True,20,False,22,255.0,False,,enpitsu,76561198039309853,27,2454.1298828125,-4.070000171661377,17.049999237060547,16278.299560546875,4284.700012207031,2.8999999165534973,0.5000000074505806,-0.0,-1539.4999694824219,255.0,128.0,False,-0.01677917321503948,2.904854252416824,-0.00024831793671748224,True,16,14,False,0.0,False,,games5425898691,bf81d8692db,19.0,-427.760009765625,-2155.22998046875,17.010000228881836,-8386.699829101562,6734.000244140625,2.0999999344348907,0.19999999552965164,-0.19999999552965164,357.00000762939453,255.0,150.0,,-0.00955587763757974,0.6755951782043347,6.845121242984604e-05,False,0.0,False,18,False,18,
48,2958,92,False,False,1,4349.448439134446,3896.4599609375,1991.199951171875,817.7000122070312,-6135.10009765625,15149.89990234375,-113.69999885559082,-99.30000305175781,4017.5,1624.6000671386719,1.0,1.1225307215933256,0.6820211761889441,1.4125634129130478,b9a3c5b308b,yacine42152,7.0,4046.159912109375,1770.6500244140625,767.3599853515625,-3808.9999389648438,13920.999755859375,-974.7000122070312,-2388.8999938964844,33.399999141693115,212.90000915527344,255.0,255.0,False,-0.17871055448438064,1.5749948255434472,-1.5712069173742822,True,34,4,36,0.0,False,,bc87200b99b,Natsu-du-42,7.0,-1075.8399658203125,1423.3699951171875,17.0,-8576.199951171875,11191.800537109375,3.3000001311302185,0.29999999329447746,-0.7000000029802322,-2.8999999165534973,255.0,128.0,False,-0.009580376626424006,0.9174458904421982,6.406949179611346e-05,True,20,False,22,255.0,False,,enpitsu,76561198039309853,27,3889.199951171875,1308.489990234375,24.729999542236328,-3276.7999267578125,19575.2001953125,-625.6999969482422,-173.99999618530273,1086.6999816894531,-121.19999885559082,255.0,128.0,False,-0.04817241824061744,1.4056305665217672,-0.20364092644726087,False,18,16,False,121.0,False,,games5425898691,bf81d8692db,19.0,-3735.639892578125,461.7900085449219,16.989999771118164,-2655.10009765625,20377.2998046875,2.5,-0.0,-0.0,-2002.7999877929688,255.0,0.0,,-0.009593692809659259,1.5163613861092677,1.684140954759813e-06,True,236.22738061412687,True,20,False,20,
49,3020,94,False,False,1,1874.7955486536573,2761.199951171875,4950.56005859375,345.3599853515625,-9998.099975585938,-2802.0001220703125,6442.0001220703125,3481.0000610351562,-4407.9998779296875,2109.600067138672,1.0,0.027207937046658037,-1.6650068505400004,-1.1314194177327488,b9a3c5b308b,yacine42152,7.0,2862.300048828125,5059.64990234375,237.3699951171875,-9106.199951171875,3038.0999755859375,10801.099853515625,754.5999908447266,-930.5000305175781,1159.000015258789,255.0,128.0,False,0.8430403582355863,0.2982829294314426,-1.588659482726888,True,36,4,36,0.0,False,,bc87200b99b,Natsu-du-42,7.0,-728.260009765625,3633.5,17.0,6253.699951171875,2056.1000061035156,3.400000035762787,0.5000000074505806,2.3000000417232513,-1182.7999877929688,77.0,59.0,False,-0.009696700968913232,2.831478540946221,-2.9564079300083678e-05,True,20,False,22,255.0,False,,enpitsu,76561198039309853,27,1715.6500244140625,4842.35986328125,17.049999237060547,-5386.400146484375,1805.0,3.700000047683716,-2.8999999165534973,1.5999999642372131,601.6999816894531,0.0,128.0,False,-0.01730466010153577,0.3496975229130272,0.00011507843226723027,True,18,16,False,255.0,False,,games5425898691,bf81d8692db,19.0,-1243.72998046875,4694.419921875,16.989999771118164,19473.00048828125,11293.900146484375,4.799999892711639,0.5999999865889549,0.5000000074505806,-1918.9999389648438,255.0,0.0,,-0.009584167917699959,2.6867294079283512,-9.098216814242784e-05,True,199.0,False,20,False,20,
