,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,165,0,False,False,1,5203.286416846071,8.850000381469727,12.899999618530273,92.73999786376953,15033.199462890625,27227.7001953125,-1598.0000305175781,-246.10000610351562,120.0,-865.1999664306641,1.0,0.0009906288117023845,0.007203093443665816,0.0020589992364758738,b18454b4cab,supahot0724,104.0,-125.12000274658203,-204.02000427246094,87.98999786376953,15039.69970703125,17383.00048828125,-797.3000335693359,1571.1000061035156,3141.199951171875,-1035.999984741211,166.0,184.0,,0.3874609830870629,2.3776145379108455,-1.0419171464840609,True,0.0,False,4,4,False,,bfeec533b9b,Mashosh,8.0,-38.2599983215332,-2529.52001953125,17.0,-381.50001525878906,10206.400146484375,3.100000023841858,-0.0,-0.0,-1.0000000149011612,255.0,128.0,,-0.009500110793644713,1.5335948823431231,8.853091374718743e-06,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25.0,263.3599853515625,4442.77001953125,17.049999237060547,-1269.000015258789,-4892.60009765625,2.7000001072883606,0.7999999821186066,-0.0,0.0,255.0,255.0,,-0.01653702095691407,-1.316985343286696,5.138323141684857e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,76.0,718.3099975585938,54.619998931884766,-3701.4999389648438,-17651.400146484375,3306.9000244140625,756.6999816894531,958.3000183105469,965.6999969482422,128.0,199.0,,-0.03223210331487566,-1.4832504423820885,-0.03455353278397995,True,31.0,False,4,False,False,
1,169,0,False,False,0,5584.555182299462,-261.9100036621094,-408.44000244140625,101.7699966430664,-27677.099609375,-15729.200439453125,857.2000122070312,2251.199951171875,-677.3999786376953,5520.2001953125,0.0,-0.17152981213812302,0.022521518594424184,0.4182537500883087,bf81d8692db,games5425898691,19.0,-68.31999969482422,-451.4599914550781,90.52999877929688,-152.29999542236328,22270.70068359375,2493.8999938964844,-4539.200134277344,-3099.5999145507812,-192.39999771118164,128.0,182.0,,0.5734829014364284,1.3710773092838526,-0.5490455943790723,True,31.0,False,4,3,False,,76561198039309853,enpitsu,26.0,-240.16000366210938,-4352.22021484375,17.049999237060547,1425.5000305175781,6423.4002685546875,3.4999999403953552,0.5999999865889549,6.499999761581421,562.5,255.0,255.0,,0.016572814725466224,1.3241449307492512,0.00010601444992750697,True,116.0,False,False,False,False,,supahot0724,b18454b4cab,104.0,-89.62999725341797,-36.939998626708984,67.13999938964844,-13304.69970703125,-14834.89990234375,-1788.9999389648438,-1153.499984741211,-1533.800048828125,2879.2999267578125,226.0,231.0,,-0.38323473661727886,-2.1873187218899846,-0.5155400957157205,True,0.0,False,4,False,4,,Mashosh,bfeec533b9b,8.0,41.43000030517578,2442.419921875,17.0,364.59999084472656,-10647.19970703125,3.100000023841858,0.0,0.5000000074505806,-77.69999980926514,255.0,114.0,,0.009500114388021588,-1.5349738126392523,2.302793863764929e-06,True,116.0,False,False,False,False,
2,273,3,False,False,0,9759.244021664115,-3719.1298828125,-4201.990234375,1605.1099853515625,4379.200134277344,-4057.9000854492188,-1021.9999694824219,-241.8000030517578,-2168.800048828125,-5589.000244140625,0.0,-0.04799284858877899,2.9478743907999445,-2.1367498397951192,76561198039309853,enpitsu,26.0,-3575.360107421875,-4262.64013671875,1635.0799560546875,-1689.6000671386719,8992.899780273438,9082.19970703125,836.3999938964844,-2028.6000061035156,5043.299865722656,255.0,255.0,False,-0.850031018534983,-2.5130329652169046,0.9020199113769346,True,255.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,3465.590087890625,-936.8200073242188,16.989999771118164,-10914.89990234375,-20245.10009765625,2.0999999344348907,0.3999999910593033,0.7000000029802322,-209.3000030517578,255.0,128.0,,0.009595395087529992,-2.0882589516207477,0.000143767524818771,True,214.43149251322592,True,4,4,False,,supahot0724,b18454b4cab,64.0,-3588.860107421875,2170.489990234375,17.0,6580.8001708984375,12858.599853515625,3.100000023841858,-0.19999999552965164,-0.5999999865889549,-50.59999942779541,223.0,128.0,False,0.009562604111829172,1.0913887766966937,8.190013229267735e-05,True,255.0,False,4,False,4,,Mashosh,bfeec533b9b,8.0,-2570.739990234375,-279.8599853515625,17.0,-486.5999984741211,-6693.0999755859375,3.1999999284744263,0.0,-2.7000001072883606,-1714.9000549316406,189.0,78.0,,0.009519885274378864,-1.6686263105540107,4.574726221773658e-05,True,17.0,False,False,False,False,
3,357,6,False,False,0,9706.11887137813,-2314.0,-4461.97998046875,94.22000122070312,-23585.6005859375,8273.900146484375,748.0999755859375,-1984.7000122070312,3311.199951171875,-4592.9998779296875,0.0,-0.5126872861257524,-3.1323078402831293,-2.1331501060255906,bf81d8692db,games5425898691,19.0,-2153.469970703125,-4518.27978515625,135.47000122070312,-19865.999755859375,-5647.1002197265625,-150.600004196167,738.4999847412109,-5309.7998046875,-1228.7999725341797,255.0,115.0,,1.256823746073048,-2.6729716957599097,0.18505883235082063,True,193.0,False,6,5,False,,76561198039309853,enpitsu,26.0,-3904.110107421875,-1763.780029296875,30.15999984741211,2765.5999755859375,-2646.0000610351562,-758.3000183105469,-262.7000045776367,-1107.300033569336,-364.3000030517578,255.0,128.0,False,0.1286450050056317,-0.9528690106234606,-0.25404451429432806,True,255.0,False,2,2,False,,supahot0724,b18454b4cab,54.0,-3445.679931640625,1858.3199462890625,17.0,-8114.89990234375,7072.2998046875,3.8999998569488525,-0.29999999329447746,0.3999999910593033,-3368.699951171875,255.0,0.0,False,0.009521671857030909,2.111955020708263,-7.456076418901108e-05,True,255.0,False,4,False,4,,Mashosh,bfeec533b9b,8.0,-2731.4599609375,-4298.31005859375,17.010000228881836,14183.00048828125,-2364.199981689453,1.899999976158142,1.1999999731779099,0.0,-650.9999847412109,220.0,63.0,,0.009559542941081212,-0.14828595466681424,-0.0002827120714978295,True,0.0,False,4,4,False,
4,359,7,False,False,1,1758.8257883464146,2493.679931640625,4404.5498046875,123.44999694824219,-10242.5,9578.300170898438,13279.200439453125,2936.9000244140625,4895.199890136719,-1846.6999816894531,1.0,0.5578495216831917,-2.5433500089472987,-1.8555847624897157,bfeec533b9b,Mashosh,8.0,2621.43994140625,4317.009765625,14.100000381469727,-10241.099853515625,1497.2000122070312,-637.599983215332,-1010.1000213623047,755.1999664306641,-3415.4000854492188,220.0,160.0,,0.007743883904105638,0.2870029317132232,0.06229280819883489,True,0.0,False,4,4,False,,b18454b4cab,supahot0724,54.0,3500.050048828125,-1924.56005859375,17.0,5223.599853515625,-8579.299926757812,3.400000035762787,0.5999999865889549,-2.3000000417232513,-2895.10009765625,255.0,88.0,False,-0.009522160209302067,-1.8430624751845217,2.6037429174902717e-05,True,255.0,False,4,4,False,,enpitsu,76561198039309853,26.0,3886.18994140625,1785.72998046875,24.969999313354492,-2715.0,3732.5,-643.8999938964844,-333.3000183105469,1021.5000152587891,-231.8000030517578,255.0,128.0,False,-0.08378362876161959,0.9639566253728498,-0.19483062294440814,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,2285.949951171875,4555.9599609375,134.3699951171875,19869.200439453125,5650.9002685546875,-169.69999313354492,-1324.4000244140625,5337.8997802734375,46.90000057220459,255.0,113.0,,-1.3846718702116931,0.16235094832209795,2.7393416380246154,True,193.0,False,6,5,False,
5,440,10,False,False,0,8972.142044994567,-122.98999786376953,-3798.780029296875,407.6400146484375,32883.20068359375,-8859.69970703125,-4186.499938964844,2617.39990234375,-609.3000030517578,723.7000274658203,0.0,-0.11250324010055143,-1.4631699776765035,2.5322685794125066,76561198039309853,enpitsu,26.0,-327.1199951171875,-3721.5400390625,335.20001220703125,21978.9990234375,-6290.5999755859375,2502.2000122070312,1238.8999938964844,2245.5999755859375,246.90000534057617,255.0,128.0,False,-0.7882371107288461,-0.6007961618542854,0.22405920032622556,True,151.0,False,4,3,False,,bf81d8692db,games5425898691,19.0,-2054.75,-4387.990234375,16.989999771118164,16008.900146484375,-9085.800170898438,4.600000083446503,-0.5999999865889549,0.0,-1.8000000715255737,255.0,128.0,,0.009606826335678687,-0.516503662302929,5.6985764963472467e-05,True,126.0,False,6,6,False,,supahot0724,b18454b4cab,54.0,-1462.25,4043.47998046875,17.0,13983.599853515625,-1807.5,3.100000023841858,-0.5000000074505806,0.0,0.0,255.0,128.0,False,0.00955557925319114,-0.1285781593982791,4.976942071021051e-05,True,255.0,False,4,False,4,,Mashosh,bfeec533b9b,8.0,-108.05000305175781,-3060.72998046875,17.010000228881836,12587.7001953125,-5988.3001708984375,1.1999999731779099,-0.5999999865889549,0.29999999329447746,921.2999725341797,255.0,186.0,,0.009548766968301037,-0.43059820390544307,0.00010415258591400033,True,0.0,False,4,4,False,
6,536,13,False,False,0,6946.783226650243,2580.6298828125,-874.219970703125,195.67999267578125,-1799.9000549316406,25253.89892578125,5600.30029296875,512.9000091552734,1082.7999877929688,-5879.0997314453125,0.0,0.05426310750354331,1.2790894783135183,1.0761388882473966,bf81d8692db,games5425898691,19.0,2570.39990234375,-1044.4100341796875,117.55000305175781,-7664.69970703125,20366.800537109375,2164.9000549316406,1043.6000061035156,-5379.2999267578125,472.09999084472656,255.0,159.0,,0.2641023052069104,1.868690922904568,-0.6174842190620766,True,0.0,False,8,7,False,,76561198039309853,enpitsu,26.0,2625.449951171875,-3000.300048828125,17.049999237060547,-6137.8997802734375,11880.999755859375,2.5999999046325684,-0.3999999910593033,0.3999999910593033,0.0,255.0,0.0,False,0.016713096857541028,2.047662103815489,-5.208212530392944e-05,True,151.0,False,4,4,False,,supahot0724,b18454b4cab,115.0,94.12000274658203,4660.47998046875,17.0,1864.2999267578125,-1012.6999664306641,3.1999999284744263,1.0999999940395355,0.5000000074505806,414.7999954223633,0.0,128.0,False,0.009851572022226434,-0.4000231065379998,-0.0002521887786263249,True,255.0,False,4,False,4,,Mashosh,bfeec533b9b,8.0,3498.25,-1393.0,114.94000244140625,-1319.9000549316406,21668.20068359375,-580.0,-3690.4000854492188,-2150.0999450683594,1052.3999786376953,255.0,128.0,,-1.0508989550889452,1.1999040189373347,0.9101527708154664,True,225.0,False,6,6,False,
7,672,18,True,True,0,3644.168129486461,1811.3199462890625,2700.659912109375,91.41999816894531,-18622.80029296875,24960.0,506.89998626708984,2782.6998901367188,-1024.5999908447266,401.89998626708984,0.0,-0.46781691988976926,1.5683420380874364,0.20598555578057318,76561198039309853,enpitsu,26.0,1915.510009765625,2528.090087890625,97.86000061035156,-8333.900146484375,21329.29931640625,2145.7000732421875,-2653.900146484375,-3527.7999877929688,1502.7999877929688,255.0,255.0,False,0.08559482001824698,1.7836454451641737,-0.03454427254655256,True,201.0,False,6,5,False,,bf81d8692db,games5425898691,19.0,3782.590087890625,2439.1201171875,16.040000915527344,-8412.5,-17716.099853515625,98.59999656677246,-6.9999998807907104,113.99999618530273,-1419.2999267578125,255.0,0.0,,0.0041595346753280325,-2.043947272730693,-0.014258264510384233,True,192.0,False,8,8,False,,supahot0724,b18454b4cab,108.0,-290.32000732421875,5787.39990234375,37.939998626708984,0.09999999776482582,-9.700000286102295,34.100000858306885,-12.999999523162842,22.999999523162842,18.700000047683716,128.0,128.0,False,0.12052377739866829,-1.939741122009438,-0.07409853701187294,True,169.0,False,6,False,4,,Mashosh,bfeec533b9b,8.0,1940.8599853515625,3305.8798828125,17.0,-661.6000366210938,-11221.8994140625,0.7000000029802322,-0.19999999552965164,-4.1999998688697815,-1318.800048828125,255.0,128.0,,0.00951059249004823,-1.6956382606207012,0.00013942229559911305,True,196.79004742253213,True,6,6,False,
8,956,19,False,False,1,5171.376467600301,-74.0,60.40999984741211,122.18000030517578,-18977.5,15214.100341796875,7150.7000732421875,3482.2000122070312,4040.1998901367188,-353.1999969482422,1.0,0.16882282653832445,0.0024618150084719506,-0.14521800438718102,bfeec533b9b,Mashosh,8.0,74.62999725341797,-47.439998626708984,15.850000381469727,-12713.199462890625,11042.80029296875,83.80000114440918,-237.99999237060547,-36.30000114440918,2873.2998657226562,255.0,255.0,,0.009090980325407496,0.6107641183788242,-0.020026813633340506,True,0.0,False,False,False,False,,b18454b4cab,supahot0724,172.0,-2048.0,-2560.0,16.5,-0.0,-0.0,75.79999923706055,-6.600000262260437,6.700000166893005,0.0,,,,-0.008921772024449801,2.356185063823088,-1.239764437277187e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,26.0,3132.0,4005.0,17.049999237060547,5345.10009765625,4902.300109863281,2.5999999046325684,-1.0999999940395355,2.3999999463558197,1.5999999642372131,255.0,128.0,False,-0.016423773489106893,-0.7278928773477097,6.16452854067383e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-39.119998931884766,388.3999938964844,58.58000183105469,-4527.39990234375,-22362.7001953125,2888.900146484375,2259.9000549316406,-1350.2000427246094,-2189.7000122070312,255.0,77.0,,-0.06120513910667972,-1.2936367549279644,0.004038428848464955,True,22.0,False,4,3,False,
9,958,19,False,False,0,5342.857290556289,230.77999877929688,-82.69000244140625,196.80999755859375,23831.99951171875,9141.099853515625,13249.69970703125,4645.199890136719,326.5999984741211,-3783.5000610351562,0.0,-0.2282311890916119,-0.33723555861704896,0.05988444811455581,bf81d8692db,games5425898691,19.0,81.55999755859375,-188.4199981689453,81.47000122070312,4888.699951171875,20298.900146484375,2058.9999389648438,-3014.5999145507812,4118.0999755859375,-2049.9000549316406,255.0,124.0,,0.6275653001936315,1.1946016001608954,0.30067378938864314,True,22.0,False,4,3,False,,76561198039309853,enpitsu,26.0,-3171.739990234375,-4040.909912109375,17.049999237060547,-2793.2998657226562,-2504.4000244140625,2.5999999046325684,0.09999999776482582,-0.3999999910593033,3.6000001430511475,255.0,128.0,False,0.016292688028253562,0.7283886270250959,1.5752343493641436e-05,True,255.0,False,False,False,False,,supahot0724,b18454b4cab,172.0,2048.0,2560.0,16.5,0.0,0.0,75.79999923706055,6.600000262260437,-6.700000166893005,0.0,,,,0.008921772024449801,-2.356185063823088,-1.239764437277187e-05,True,85.0,False,False,False,False,,Mashosh,bfeec533b9b,8.0,-74.62999725341797,47.439998626708984,15.850000381469727,12713.199462890625,-11042.80029296875,83.80000114440918,237.99999237060547,36.30000114440918,2873.2998657226562,255.0,255.0,,-0.009090980325407496,-0.6107641183788242,-0.020026813633340506,True,0.0,False,False,False,False,
