,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect,team_mate_handbrake
0,177,0.0,False,True,0,5201.1632175356335,3.1700000762939453,17.149999618530273,95.5,3983.800048828125,26937.2998046875,3876.9000244140625,5761.400146484375,-832.6999664306641,-1453.2000732421875,0.0,-0.009481236756126148,-0.01797907247392426,0.07003619580175797,5080072165975428428,albertow7,12.0,1.2699999809265137,-140.33999633789062,82.83000183105469,2180.0,20342.80029296875,1446.4999389648438,-4682.60009765625,1354.4000244140625,2547.2000122070312,255.0,0.0,,0.6526361925757228,2.1550809435283904,0.8430713443158231,,False,4,22.0,False,3,,7395086060432052296,DANI_ICE10,11.0,-262.80999755859375,-1109.8800048828125,16.899999618530273,1155.5000305175781,18609.300537109375,27.699999809265137,5.0,-2.800000011920929,-539.5999908447266,128.0,91.0,0.00993568128440243,1.4844757819081327,0.00018946797015392236,True,52.0,False,4,4,False,,enpitsu,76561198039309853,27.0,10.460000038146973,919.010009765625,86.31999969482422,689.8999786376953,-18954.200439453125,2593.9999389648438,2070.2999877929688,158.80000114440918,164.50000762939453,255.0,0.0,,0.19850802544808605,-1.480012964625223,0.0011335798490177745,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,17.0,-2838.25,4002.570068359375,17.010000228881836,-18049.100341796875,10329.100341796875,2.0999999344348907,2.800000011920929,-2.0000000298023224,-638.6999893188477,128.0,13.0,0.009602789620413128,2.6212037310083494,-6.106771908961528e-05,True,False,False,0.0,False,False,,
1,181,0.0,False,False,1,5673.63284237086,-75.08999633789062,-449.9100036621094,154.9499969482422,-17112.2998046875,296.49999618530273,8628.699951171875,2640.7998657226562,-11.200000047683716,5387.5,1.0,0.024428550787112358,0.03232469437240443,0.8736875333324872,76561198039309853,enpitsu,27.0,26.920000076293945,-570.780029296875,119.19999694824219,4646.099853515625,22481.39892578125,1402.2000122070312,-4068.699951171875,3048.900146484375,-2097.2999572753906,255.0,0.0,,-0.8683358019172575,1.3855396850245467,0.4738661609376657,True,False,2,31.0,False,1,,bf81d8692db,games5425898691,17.0,3090.330078125,-4172.4599609375,17.010000228881836,15298.399658203125,-12554.300537109375,2.3000000417232513,0.7999999821186066,-0.5999999865889549,-1822.7999877929688,128.0,0.0,-0.009637736144603762,-2.3983029201939985,-0.0001259801453858896,True,255.0,False,False,False,False,,albertow7,5080072165975428428,12.0,-37.130001068115234,-192.35000610351562,102.76000213623047,-2124.9000549316406,-19638.900146484375,1699.6000671386719,5032.39990234375,-2180.0,-414.70001220703125,255.0,0.0,,-0.6280636285701235,3.0629690343902523,2.413759388405347,True,3,22.0,False,4,False,,DANI_ICE10,7395086060432052296,11.0,224.47000122070312,840.6099853515625,17.010000228881836,-4054.8001098632812,-17289.000244140625,2.3999999463558197,-0.7000000029802322,-0.0,-1658.0999755859375,139.0,9.0,-0.00966249422669842,-1.2940235933722308,-9.015992316820176e-05,True,4,False,52.0,False,4,,
2,256,2.0,False,False,0,6616.356202865334,3667.239990234375,349.07000732421875,150.3800048828125,-15265.400390625,5770.8001708984375,2489.499969482422,3031.4999389648438,-4922.39990234375,1605.8999633789062,0.0,0.3065232735155077,0.851467341294902,-1.8183998428124732,7395086060432052296,DANI_ICE10,9.0,3757.510009765625,254.41000366210938,17.010000228881836,2133.699951171875,9204.000244140625,2.5,-0.09999999776482582,-0.19999999552965164,2431.4999389648438,235.0,255.0,,0.00952456594291461,1.3880484728242843,1.5993241548233486e-05,True,False,4,255.0,False,4,,5080072165975428428,albertow7,11.0,-1555.5,813.8800048828125,103.41999816894531,-14412.099609375,-4501.300048828125,-145.10000228881836,4074.4000244140625,-3564.2001342773438,971.9000244140625,255.0,128.0,-0.7563411371859443,1.6018634324275671,2.456255453985828,False,0.0,False,6,5,False,,enpitsu,76561198039309853,27.0,-2602.0,81.12999725341797,84.30999755859375,-17638.800048828125,-818.0000305175781,-1172.9000091552734,152.7999973297119,-3300.1998901367188,0.09999999776482582,255.0,128.0,,-0.7634915027327138,-3.0952902781430427,0.00018517606807532923,True,4,0.0,False,4,False,,games5425898691,bf81d8692db,18.0,-489.2099914550781,4998.7001953125,17.010000228881836,9272.2998046875,-946.2999725341797,2.199999988079071,4.4999998807907104,-0.3999999910593033,830.6999969482422,255.0,200.0,0.009534421485200967,-0.11111089848828283,-3.8548020115358886e-05,True,False,False,234.0,False,False,,
3,310,4.0,False,False,0,4269.840342183796,970.1199951171875,1299.5400390625,102.54000091552734,-18841.199951171875,15283.599853515625,3348.5000610351562,2901.7999267578125,-4275.10009765625,3049.89990234375,0.0,0.984926475775665,0.7179987690628709,-1.392269017419158,7395086060432052296,DANI_ICE10,9.0,1071.8599853515625,1181.4599609375,16.719999313354492,-9527.80029296875,14428.900146484375,-350.6999969482422,2328.699951171875,-1368.9999389648438,739.3000030517578,255.0,56.0,,-0.0016879662363102628,2.088096596101763,-0.019482239797002074,True,False,4,139.74929871610416,True,4,,5080072165975428428,albertow7,11.0,-3254.419921875,-1541.8499755859375,67.37999725341797,-5180.9002685546875,-18220.899658203125,-1268.3999633789062,3090.0,-652.3000335693359,96.00000381469727,255.0,128.0,-0.8214512315119844,-1.8119901879358715,0.14543422680233456,,,False,8,8,False,,enpitsu,76561198039309853,27.0,-3289.610107421875,2048.969970703125,90.6500015258789,8130.4998779296875,17175.699462890625,-154.7000026702881,-4918.399963378906,2412.5,-488.69998931884766,128.0,128.0,,-0.7075293186634167,-2.103211029320936,-3.0243655857891127,True,6,255.0,False,6,False,,games5425898691,bf81d8692db,18.0,148.7100067138672,2359.909912109375,17.010000228881836,11552.900390625,-19887.900390625,0.0,-1.0000000149011612,1.5000000596046448,1314.2999267578125,255.0,183.0,0.00959572843792816,-0.9904311991143092,2.2849529060248303e-05,True,False,False,144.78790518032608,True,False,,
4,317,5.0,False,False,1,6952.281104986387,-471.6600036621094,-1676.4300537109375,174.0500030517578,20263.499755859375,8243.800048828125,7441.6998291015625,3635.7000732421875,3062.0001220703125,-3661.300048828125,1.0,0.06609598003704398,-1.1960336704154007,-2.1237589493161813,bf81d8692db,games5425898691,18.0,-532.7999877929688,-1814.219970703125,66.75,-9893.499755859375,20613.40087890625,2485.8999633789062,-2841.400146484375,-637.2999954223633,-435.60001373291016,255.0,42.0,,-0.08883916502922523,0.9287881885768433,0.009422247554710647,True,False,4,144.0,False,3,,76561198039309853,enpitsu,27.0,3086.219970703125,-2478.27001953125,81.37000274658203,-8130.4998779296875,-17175.699462890625,-966.2000274658203,3417.60009765625,-1675.8999633789062,-339.00001525878906,255.0,128.0,0.9514332389106578,-1.240345564889688,-0.15369765066638594,True,255.0,False,6,6,False,,albertow7,5080072165975428428,11.0,3400.409912109375,2075.409912109375,15.75,5459.4000244140625,18113.800048828125,-236.5999984741211,-459.39998626708984,-59.40000057220459,-377.20001220703125,255.0,128.0,,-0.01746916391908896,1.9057188991466283,-0.006241816627927098,,8,,False,8,False,,DANI_ICE10,7395086060432052296,9.0,-876.6500244140625,-1562.780029296875,16.979999542236328,7377.39990234375,-17990.10009765625,0.5000000074505806,10.59999942779541,-13.09999942779541,-427.59998321533203,255.0,158.0,-0.00957573453029012,-1.929032882012097,0.0004699584429413595,True,4,False,117.81840833797254,True,4,,
5,439,9.0,False,False,0,6613.070917784482,-2386.1201171875,-1303.0,769.9299926757812,1065.8000183105469,23397.2998046875,7313.4002685546875,585.4000091552734,-2044.7999572753906,-5610.30029296875,0.0,-0.14746818580158097,0.03821417266631742,-3.0370361672674844,5080072165975428428,albertow7,11.0,-2369.06005859375,-1468.6600341796875,656.010009765625,-7215.999755859375,13943.199462890625,4376.7999267578125,-2480.0,-615.0,-637.9000091552734,255.0,100.0,,-0.33782261459719537,1.9020580333121224,0.04298015032340689,True,4,10,151.6141160457365,True,8,,7395086060432052296,DANI_ICE10,9.0,-150.75,-3466.5,17.0,-12823.00048828125,-5849.000244140625,3.3000001311302185,1.2999999523162842,0.29999999329447746,-177.39999771118164,227.0,122.0,0.009582585040818086,-2.7321639416033072,0.0001547785951572588,True,99.0,False,6,6,False,,enpitsu,76561198039309853,27.0,-2573.43994140625,77.75,17.059999465942383,9425.900268554688,1881.6999816894531,2.199999988079071,0.0,0.0,2568.800048828125,255.0,255.0,False,0.016695316887175925,0.2624042051938413,-4.427686848895369e-05,True,6,201.0,False,6,False,,games5425898691,bf81d8692db,18.0,1791.469970703125,1724.3499755859375,17.020000457763672,-5573.499755859375,12951.800537109375,0.7999999821186066,0.09999999776482582,-0.7000000029802322,0.0,255.0,128.0,0.0095832804671291,1.977149113434529,6.58741158182928e-05,True,4,False,205.0,False,4,,
6,517,12.0,False,False,1,10242.165214637951,2299.409912109375,-5005.56005859375,262.9700012207031,25075.70068359375,13154.599609375,-869.4000244140625,-194.89999771118164,-90.60000419616699,-5996.099853515625,1.0,-0.3348823118338895,-1.5608495820699637,-2.4908477671118923,bf81d8692db,games5425898691,18.0,2062.239990234375,-4916.31982421875,215.60000610351562,20196.500244140625,-147.5,-238.89999389648438,-2023.0000305175781,5043.699951171875,-846.9999694824219,255.0,115.0,,-0.6914066231185975,2.750494370226131,-0.09046388413295813,True,False,6,116.75912235372815,True,5,,76561198039309853,enpitsu,27.0,1925.6500244140625,-4537.93994140625,78.01000213623047,7998.4002685546875,-15610.50048828125,4117.5,6.899999976158142,-6.299999952316284,1551.7999267578125,128.0,128.0,-0.017671484507064513,-2.322919270380772,0.0009486050961846367,True,181.0,False,8,6,False,,albertow7,5080072165975428428,12.0,3464.830078125,-2045.989990234375,17.010000228881836,-7536.300048828125,-9612.5,2.3000000417232513,0.3999999910593033,0.7000000029802322,-1975.0999450683594,223.0,4.0,,-0.009570909675385215,-0.875624287921252,-0.00012423913363233125,True,8,140.0,False,10,4,,DANI_ICE10,7395086060432052296,9.0,2339.360107421875,741.7899780273438,17.0,9835.599975585938,-9577.000122070312,3.3000001311302185,-0.3999999910593033,0.29999999329447746,535.6999969482422,238.0,128.0,-0.009576117363984869,-2.418701650184486,-0.00022324999988320514,True,6,False,190.0,False,6,,False
7,589,15.0,False,False,0,4655.466315758281,-3422.6298828125,1229.8199462890625,196.61000061035156,11770.699462890625,8703.099975585938,9735.599975585938,4769.89990234375,-3304.89990234375,1524.7000122070312,0.0,-0.2942388857255511,0.10975698626111745,-0.5428333500462473,7395086060432052296,DANI_ICE10,10.0,-3461.7900390625,1111.6600341796875,108.72000122070312,13658.399658203125,3597.6998901367188,1785.0999450683594,-3109.7000122070312,4535.400085449219,97.39999771118164,247.0,137.0,,0.5928915989428388,0.1255156742774553,-0.29888457023894777,True,False,8,239.0,False,7,,5080072165975428428,albertow7,12.0,-3820.6201171875,1626.260009765625,17.34000015258789,2649.1000366210938,-17276.99951171875,-110.39999961853027,87.60000228881836,-479.00001525878906,-9.900000095367432,255.0,128.0,0.01885440566217206,-1.4149564038792821,-0.015747316371749163,True,96.0,False,10,8,4,,enpitsu,76561198039309853,27.0,-2315.280029296875,3643.110107421875,17.059999465942383,13178.599853515625,-4599.700012207031,1.2999999523162842,0.5999999865889549,-0.09999999776482582,9.599999785423279,255.0,128.0,False,0.016749207497335765,-0.33455449265935333,-5.4277771485024453e-05,True,6,255.0,False,8,False,,games5425898691,bf81d8692db,18.0,-3006.340087890625,4233.66015625,17.010000228881836,11968.00048828125,2895.4998779296875,2.0999999344348907,2.5,0.3999999910593033,-727.5,255.0,133.0,0.009551978814386295,0.17794837252877646,0.00020759819688687808,True,6,False,113.0,False,6,,
8,658,17.0,False,False,1,8442.647934894949,543.3599853515625,-3295.280029296875,531.7000122070312,-16124.3994140625,16390.30029296875,-5969.7998046875,-1065.5999755859375,2702.5,5249.7998046875,1.0,0.5117953156170039,1.2004937391461619,2.5077505699495775,76561198039309853,enpitsu,27.0,525.8300170898438,-3483.300048828125,354.9200134277344,-9343.900146484375,3342.5,3896.400146484375,-1105.5000305175781,549.3000030517578,-631.5999984741211,255.0,0.0,False,0.7970046661843323,1.4804215498460402,0.7538632322984617,True,False,10,171.0,False,7,,bf81d8692db,games5425898691,18.0,673.030029296875,-3540.18994140625,591.030029296875,-8591.900024414062,17182.099609375,276.5999984741211,-3801.300048828125,-1751.4999389648438,3568.0999755859375,255.0,211.0,-0.6595599029071046,0.5929829926577516,0.8362928069170529,True,3.4080342861914006,True,8,7,False,,albertow7,5080072165975428428,12.0,3351.679931640625,3496.030029296875,16.989999771118164,-4978.399963378906,22453.40087890625,4.000000059604645,-0.0,0.09999999776482582,53.20000171661377,255.0,128.0,,-0.009609112199200817,1.346422291978133,-3.837997186554323e-05,True,10,81.0,False,12,4,,DANI_ICE10,7395086060432052296,10.0,242.6300048828125,-2547.7900390625,102.38999938964844,-12042.900390625,-8061.199951171875,-2643.9999389648438,42.39999771118164,-510.2000045776367,-866.2999725341797,208.0,41.0,0.2991620312182899,-0.632887695731682,0.0534119800977328,True,10,False,239.0,False,8,,
9,771,21.0,False,False,0,7973.24997924713,3766.550048828125,-1327.8699951171875,117.58999633789062,-11185.50048828125,13363.699951171875,10079.7998046875,4836.700134277344,1871.3999938964844,3017.0999145507812,0.0,0.7293645887149851,-0.015961018198962555,-0.30042409271828024,5080072165975428428,albertow7,12.0,3881.159912109375,-1417.3699951171875,21.219999313354492,24.800000190734863,15278.1005859375,95.79999923706055,-260.2000045776367,-45.39999961853027,2170.5999755859375,177.0,216.0,,0.04403165636844649,1.6612291314602803,-0.21784407462877592,True,4,12,220.0,False,10,,7395086060432052296,DANI_ICE10,9.0,670.0800170898438,-2613.72998046875,17.0,4682.9998779296875,-15120.50048828125,3.4999999403953552,0.0,0.29999999329447746,1964.4999694824219,236.0,255.0,0.009574012314210546,-1.2107765572388836,5.950146610880267e-05,True,113.0,False,10,8,False,,enpitsu,76561198039309853,27.0,2903.800048828125,3129.860107421875,17.059999465942383,7805.7000732421875,11743.199462890625,1.2999999523162842,0.09999999776482582,0.7000000029802322,0.0,255.0,128.0,False,0.01674993976529615,0.9841704456046774,-6.178450743502685e-05,True,8,202.0,False,10,False,,games5425898691,bf81d8692db,18.0,,,,,,,,,,,,,,,True,,,,,,,
