,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,169,0,False,False,1,5200.717869868462,7.099999904632568,15.8100004196167,92.41999816894531,12505.30029296875,26633.89892578125,1274.5999908447266,-4306.199951171875,1985.7000732421875,3675.8999633789062,1.0,0.018001434022090708,-0.03189434641458453,0.03746902489603689,7be89fcea73d410fa585125d32024b7e,ahaminden7,10.0,-58.5099983215332,-136.11000061035156,80.77999877929688,8569.199829101562,16867.60009765625,3155.5999755859375,4541.000061035156,1676.1000061035156,-572.400016784668,255.0,9.0,True,-0.07688759310589095,1.9266387353554915,0.29344050936385974,True,6,4,12.264585087376261,True,False,,76561198082714716,Gabeszunk,11.0,2906.6201171875,-3986.25,17.049999237060547,14008.399658203125,-11593.399658203125,3.0000001192092896,0.5999999865889549,-0.5000000074505806,-1942.4000549316406,255.0,0.0,,-0.016769735978971252,-2.3890230140974347,-8.852617126393045e-05,True,False,255.0,False,False,False,310.0,enpitsu,76561198039309853,29.0,214.3000030517578,3973.719970703125,17.049999237060547,-1261.2999725341797,-7695.2001953125,2.5999999046325684,-0.0,-1.4000000059604645,136.30000114440918,255.0,128.0,False,-0.01664180115803438,-1.4231702454439654,-0.00017487806082625598,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,68.37999725341797,567.5999755859375,57.7599983215332,-1247.3999786376953,-22795.50048828125,2773.800048828125,4380.799865722656,-15.0,334.59999084472656,255.0,128.0,,-0.09177625767267622,-1.5730316700838123,-0.00020291598735855653,True,31.0,False,4,False,3,
1,171,0,False,False,0,5343.95604822192,-87.16000366210938,-142.38999938964844,111.58000183105469,-10953.499755859375,10142.19970703125,9028.699951171875,5213.499755859375,-1381.4999389648438,2628.699951171875,0.0,-0.26490698497191734,0.2707287820635578,0.47621482101695917,bf81d8692db,games5425898691,19.0,-57.97999954223633,-377.3900146484375,78.31999969482422,1246.3999938964844,22846.4990234375,2212.5999450683594,-5499.5001220703125,-60.39999961853027,31.400001049041748,255.0,128.0,,0.6854103303566369,1.586410393611129,0.0034080814710764577,True,4,3,31.0,False,False,,76561198039309853,enpitsu,29.0,-204.02999877929688,-3906.550048828125,17.049999237060547,1229.8999786376953,8346.099853515625,2.5999999046325684,0.0,1.0000000149011612,33.19999933242798,255.0,128.0,False,0.016674835584882034,1.4288200065519092,-9.958850916273434e-05,True,False,116.0,False,False,False,,ahaminden7,7be89fcea73d410fa585125d32024b7e,10.0,17.459999084472656,80.7300033569336,90.66000366210938,-15988.299560546875,-16292.7001953125,2814.4000244140625,-2850.5999755859375,-4702.0001220703125,123.29999923706055,255.0,0.0,True,-0.013150049937760411,-1.9342422715604537,0.4562009494651774,True,6,False,6.001849753882301,True,5,,Gabeszunk,76561198082714716,11.0,-3013.760009765625,4091.52001953125,17.049999237060547,-11877.19970703125,13410.999755859375,3.1999999284744263,0.19999999552965164,-0.29999999329447746,-2145.0,255.0,0.0,True,0.01677566261834822,2.221401737766623,-8.279721408527109e-05,True,255.0,False,False,False,False,
2,172,0,False,False,1,5051.027694548888,152.72000122070312,143.9600067138672,140.22999572753906,26224.69970703125,8647.80029296875,7957.7001953125,438.3000183105469,525.6999969482422,-3412.3001098632812,1.0,0.41113153137194686,-0.3838031058422057,0.6818894678892368,7be89fcea73d410fa585125d32024b7e,ahaminden7,10.0,-17.459999084472656,-80.7300033569336,90.66000366210938,15988.299560546875,16292.7001953125,2814.4000244140625,2850.5999755859375,4702.0001220703125,123.29999923706055,255.0,0.0,True,0.013150049937760411,1.9342422715604537,0.4562009494651774,True,6,5,2.8601722460921146,True,False,,76561198082714716,Gabeszunk,11.0,3013.760009765625,-4091.52001953125,17.049999237060547,11877.19970703125,-13410.999755859375,3.1999999284744263,-0.19999999552965164,0.29999999329447746,-2145.0,255.0,0.0,True,-0.01677566261834822,-2.221401737766623,-8.279721408527109e-05,True,False,255.0,False,False,False,,enpitsu,76561198039309853,29.0,204.02999877929688,3906.550048828125,17.049999237060547,-1229.8999786376953,-8346.099853515625,2.5999999046325684,-0.0,-1.0000000149011612,33.19999933242798,255.0,128.0,False,-0.016674835584882034,-1.4288200065519092,-9.958850916273434e-05,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,52.97999954223633,231.0500030517578,85.41999816894531,660.2999877929688,-9005.700073242188,-383.6000061035156,1205.6999969482422,2179.2999267578125,4903.699951171875,255.0,128.0,,-1.3081635149286734,-1.7461794532893424,-0.46045746828582257,True,31.0,False,4,False,3,
3,237,2,False,False,1,3618.0395090327956,2718.830078125,2014.699951171875,231.52999877929688,-291.8000030517578,24851.298828125,5811.199951171875,473.4000015258789,-2883.900146484375,-3953.9999389648438,1.0,0.4174742089045094,-2.4148028911582657,0.6929133331553037,7be89fcea73d410fa585125d32024b7e,ahaminden7,10.0,2660.080078125,1891.050048828125,135.3800048828125,-3030.10009765625,17844.000244140625,2718.2000732421875,-4146.199951171875,-3384.7000122070312,1265.6999969482422,255.0,128.0,True,-0.8029836059824949,1.5146808492197466,-0.31180526943359066,True,8,7,0.0,False,False,,76561198082714716,Gabeszunk,11.0,1373.1300048828125,-2943.179931640625,97.93000030517578,-7308.900146484375,18273.00048828125,-444.90001678466797,-3280.5999755859375,-3038.9999389648438,-464.70001220703125,255.0,128.0,False,0.701942009100611,1.8990754344933622,0.7992484285727595,True,4,255.0,False,4,False,,enpitsu,76561198039309853,29.0,2027.030029296875,2376.719970703125,64.6500015258789,20916.59912109375,-286.1000061035156,3851.9000244140625,-1.0000000149011612,0.9000000357627869,-75.79999923706055,128.0,0.0,False,-0.016988722860688605,-3.1272469925975015,-3.0145041098598425e-05,True,2,False,90.0,False,1,,games5425898691,bf81d8692db,19.0,-1411.1700439453125,-841.760009765625,67.9000015258789,-20484.3994140625,6434.1998291015625,2256.3999938964844,-1569.4000244140625,-5271.199951171875,18.300000429153442,255.0,128.0,,-0.4443764240599415,0.28787261574635936,0.00042853712249298943,False,0.0,False,6,False,5,
4,330,5,False,False,1,2606.7539796359483,1680.010009765625,2653.93994140625,111.97000122070312,-3352.60009765625,6690.4998779296875,8409.600219726562,5481.400146484375,-2240.2999877929688,966.3999938964844,1.0,0.8251516450642975,2.4868170180436797,0.7795260081777584,76561198082714716,Gabeszunk,11.0,1692.1300048828125,2508.7099609375,17.059999465942383,-1055.999984741211,6467.19970703125,2.199999988079071,-3.8999998569488525,1.0000000149011612,-1436.4999389648438,0.0,0.0,False,-0.016977487367397615,1.391996793522903,-0.00020168258402829796,True,6,6,176.0,False,False,,7be89fcea73d410fa585125d32024b7e,ahaminden7,10.0,2304.0,-4605.22021484375,25.010000228881836,-0.0,765.8000183105469,-1315.2999877929688,-0.0,-0.0,0.0,255.0,,,-7.629394270180965e-06,1.5707962925809056,0.0,True,False,85.0,False,False,False,,enpitsu,76561198039309853,29.0,2638.679931640625,4389.85009765625,17.040000915527344,-20513.30078125,8141.099853515625,0.7999999821186066,0.5999999865889549,-0.09999999776482582,700.4000091552734,0.0,128.0,,-0.016779172888173124,0.3213230856046682,-0.0002981086245528091,True,2,False,231.0,False,2,,games5425898691,bf81d8692db,19.0,-2836.219970703125,4450.81982421875,16.989999771118164,17808.299560546875,14555.400390625,2.3999999463558197,-0.09999999776482582,-0.0,-1959.4000244140625,255.0,0.0,,-0.009572127548792839,2.5325329825246676,5.769087241193789e-06,True,226.8942366620546,True,6,False,6,
5,386,7,False,False,0,9104.521793207228,-1027.6400146484375,-3963.570068359375,449.2900085449219,-17085.400390625,25726.79931640625,3577.9998779296875,-5714.0997314453125,-1640.8999633789062,809.7000122070312,0.0,-0.5332821698235539,-2.4374149116665818,0.634732922132106,76561198039309853,enpitsu,29.0,-1056.1600341796875,-4076.8798828125,352.010009765625,-500.09998321533203,6224.1998291015625,-154.49999809265137,3033.9999389648438,-4417.699890136719,-1236.2000274658203,128.0,0.0,,-0.2264942723334377,2.1726045899491235,3.0862909764094972,True,4,3,142.0,False,False,,bf81d8692db,games5425898691,19.0,-901.760009765625,-4071.93994140625,431.8699951171875,-12584.49951171875,11813.299560546875,2462.7999877929688,-1182.7999877929688,5131.6998291015625,1586.199951171875,255.0,0.0,,0.025038176890917366,2.310325291247963,1.1451401035492177,True,8,106.52536761376166,True,7,False,,ahaminden7,7be89fcea73d410fa585125d32024b7e,10.0,-1400.7900390625,3443.699951171875,17.010000228881836,660.6999969482422,-12026.400146484375,2.0999999344348907,0.0,0.7000000029802322,-307.90000915527344,255.0,128.0,False,0.009557945148923249,-1.549084518962902,0.00021058440071022579,True,False,False,116.0,False,False,,Gabeszunk,76561198082714716,11.0,-1023.5,-3850.360107421875,503.739990234375,5002.799987792969,-8499.69970703125,4443.999938964844,-141.70000076293945,1034.4000244140625,-5005.4998779296875,128.0,13.0,False,-0.7602625047620408,-1.7694422860017553,0.1341481647165124,True,90.0,False,8,4,6,
6,387,7,False,False,1,1238.025601460919,1082.550048828125,3916.110107421875,443.739990234375,19695.899658203125,-469.1999816894531,-7007.39990234375,-4041.4999389648438,-2781.7001342773438,-3453.599853515625,1.0,0.5620804345468279,2.493385853138606,0.5124212038965341,76561198082714716,Gabeszunk,11.0,1023.5,3850.360107421875,503.739990234375,-5002.799987792969,8499.69970703125,4443.999938964844,141.70000076293945,-1034.4000244140625,-5005.4998779296875,128.0,13.0,False,0.7602625047620408,1.7694422860017553,0.1341481647165124,True,8,6,90.0,False,4,,7be89fcea73d410fa585125d32024b7e,ahaminden7,10.0,1397.3399658203125,-3331.81005859375,17.010000228881836,-218.50000381469727,12350.699462890625,2.0999999344348907,-0.0,-1.0999999940395355,-64.60000038146973,255.0,128.0,False,-0.009566920218073042,1.5623221450816578,0.00010920266569251937,True,False,116.0,False,False,False,,enpitsu,76561198039309853,29.0,1056.1600341796875,4076.8798828125,352.010009765625,500.09998321533203,-6224.1998291015625,-154.49999809265137,-3033.9999389648438,4417.699890136719,-1236.2000274658203,128.0,0.0,,0.2264942723334377,-2.1726045899491235,3.0862909764094972,True,4,False,142.0,False,3,,games5425898691,bf81d8692db,19.0,901.760009765625,4071.93994140625,431.8699951171875,12584.49951171875,-11813.299560546875,2462.7999877929688,1182.7999877929688,-5131.6998291015625,1586.199951171875,255.0,0.0,,-0.025038176890917366,-2.310325291247963,1.1451401035492177,True,103.4650924257053,True,8,False,7,
7,388,7,False,False,0,9045.186473731592,-1107.219970703125,-3902.719970703125,442.9200134277344,-14558.00048828125,13457.7001953125,1033.3000183105469,584.3999862670898,-5366.500244140625,2618.900146484375,0.0,-0.4593618277268265,-2.4702475016486627,0.5847634204081031,76561198039309853,enpitsu,29.0,-1067.6099853515625,-4031.679931640625,345.8900146484375,-1873.3999633789062,5173.0999755859375,-414.39998626708984,1968.3999633789062,-5052.699890136719,919.4000244140625,128.0,0.0,,0.036231040118075285,2.2812946928245017,2.5894490619325685,True,4,3,142.0,False,False,,bf81d8692db,games5425898691,19.0,-901.760009765625,-4071.93994140625,431.8699951171875,-12584.49951171875,11813.299560546875,2462.7999877929688,-1182.7999877929688,5131.6998291015625,1586.199951171875,255.0,0.0,,0.025038176890917366,2.310325291247963,1.1451401035492177,True,8,100.38168614910497,True,7,False,,ahaminden7,7be89fcea73d410fa585125d32024b7e,10.0,-1397.3399658203125,3331.81005859375,17.010000228881836,218.50000381469727,-12350.699462890625,2.0999999344348907,0.0,1.0999999940395355,-64.60000038146973,255.0,128.0,False,0.009566920218073042,-1.5623221450816578,0.00010920266569251937,True,False,False,116.0,False,False,,Gabeszunk,76561198082714716,11.0,-1023.5,-3850.360107421875,503.739990234375,5002.799987792969,-8499.69970703125,4443.999938964844,-141.70000076293945,1034.4000244140625,-5005.4998779296875,128.0,13.0,False,-0.7602625047620408,-1.7694422860017553,0.1341481647165124,True,90.0,False,8,4,6,
8,424,9,False,False,0,7606.4970194377665,-3000.47998046875,-2169.580078125,127.81999969482422,-17965.2001953125,12643.599853515625,-1108.7000274658203,-2620.7998657226562,-3012.3001098632812,1403.0999755859375,0.0,0.017331122002863738,-1.8135776099578595,1.952333817409262,bf81d8692db,games5425898691,19.0,-2841.760009765625,-2281.429931640625,217.32000732421875,-15645.30029296875,15234.7998046875,-5495.0,-55.50000190734863,97.5,99.79999542236328,255.0,159.0,,0.12456993376548277,2.134675697751846,0.10488858305253498,True,8,8,68.47564717262024,True,False,,76561198039309853,enpitsu,29.0,-1286.8399658203125,-3380.2900390625,16.389999389648438,1282.7999877929688,1120.5000305175781,140.6999969482422,10.59999942779541,-26.90000057220459,-2174.4000244140625,255.0,128.0,,0.01797092741963328,0.006898903693319953,-0.00014841504828670335,True,4,142.0,False,4,False,,ahaminden7,7be89fcea73d410fa585125d32024b7e,10.0,-2245.56005859375,1696.6300048828125,17.010000228881836,-11377.39990234375,-15929.200439453125,-0.29999999329447746,1.4000000059604645,1.899999976158142,625.099983215332,255.0,128.0,False,0.009590343573136116,-2.171291287169431,9.766050936084725e-05,True,False,False,84.35617203353557,True,False,,Gabeszunk,76561198082714716,11.0,-519.3699951171875,-4545.47998046875,618.6599731445312,3716.300048828125,-4988.2000732421875,-3446.6000366210938,-1677.7999877929688,-4514.599914550781,-2655.5999755859375,255.0,61.0,False,-0.6496543237800639,-3.0657629706490375,1.7588570136899107,False,90.0,False,8,4,6,
9,469,10,False,False,0,6635.124371463836,-3992.949951171875,-728.030029296875,814.0700073242188,3633.0999755859375,1518.5000610351562,5553.4002685546875,-2972.0999145507812,-2391.9000244140625,4630.799865722656,0.0,-0.24660846169584524,-2.8304950172528383,-0.7486215068763489,bf81d8692db,games5425898691,19.0,-4079.06005859375,-626.5599975585938,691.1599731445312,-94.49999809265137,326.30001068115234,3349.5001220703125,1915.5999755859375,598.6000061035156,721.8000030517578,128.0,255.0,,-1.1854576522057552,-1.578191229098435,-1.5602144809442635,True,8,8,47.0,False,False,,76561198039309853,enpitsu,29.0,-353.1000061035156,-4102.31982421875,17.049999237060547,-199.79999542236328,-10654.49951171875,3.799999952316284,0.0,-0.5000000074505806,-3218.800048828125,255.0,0.0,False,0.01671667755490079,-1.8525736911952435,-8.991339802780042e-05,True,4,173.0,False,4,False,,ahaminden7,7be89fcea73d410fa585125d32024b7e,10.0,-4078.0,338.32000732421875,261.2699890136719,98.69999885559082,7009.7998046875,-1480.7000732421875,-3157.2000122070312,-293.1999969482422,-32.00000047683716,255.0,0.0,True,0.501355661898288,1.5501229691503284,1.5360950036764114,True,False,False,255.0,False,False,,Gabeszunk,76561198082714716,11.0,36.369998931884766,-4798.85009765625,17.049999237060547,3217.9000854492188,7043.499755859375,1.899999976158142,-0.7999999821186066,-1.1999999731779099,2302.2000122070312,255.0,255.0,False,0.01665545350979942,1.137389289561172,0.00017672988558850667,True,83.70086032857176,True,8,4,6,
