,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,169,0,False,False,0,5127.862201623574,-42.41999816894531,83.68000030517578,107.2699966430664,-12275.0,25958.1005859375,4217.39990234375,5053.0999755859375,2946.099853515625,1336.300048828125,0.0,0.10357268411391914,0.059455260363822655,0.19002949176581868,b234b856dfb,CarlFozzer_,10.0,34.470001220703125,-92.69999694824219,69.43000030517578,-9752.899780273438,17667.5,1317.2999572753906,-5333.3001708984375,259.0999984741211,-1318.5000610351562,255.0,52.0,,0.5214951924390687,2.27033774156069,0.40112445651961287,True,3,False,4,0.0,False,,b2e71503a0b,Bobby_LFC96,10.0,-3283.300048828125,-4292.10986328125,15.550000190734863,-5615.2001953125,-7984.89990234375,147.39999771118164,-83.19999694824219,58.69999885559082,0.0,206.0,128.0,,0.0018605453594630508,0.9579413759697716,-1.2507987832801182e-05,True,False,4,255.0,False,4,,enpitsu,76561198039309853,25,3148.070068359375,4110.22998046875,99.56999969482422,9090.700073242188,13262.60009765625,-154.7000026702881,-4536.9000244140625,3108.9999389648438,0.0,255.0,128.0,,1.2980336766856262,0.969965607544836,3.1415010988610153,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,25.0,-74.5999984741211,478.7699890136719,61.04999923706055,-1717.5999450683594,-22750.70068359375,2883.2000732421875,4258.599853515625,-1364.1999816894531,-1659.1999816894531,255.0,117.0,,0.09995628229739213,-1.7903661811546898,0.00418960532927407,True,31.0,False,4,False,3,
1,170,0,False,False,1,5345.499621963257,80.31999969482422,-142.89999389648438,127.22000122070312,6232.8997802734375,15321.400146484375,12339.49951171875,5658.2000732421875,623.6999893188477,-1896.1000061035156,1.0,-0.15392173795963848,0.0008669712849909304,0.09567109432693267,bf81d8692db,games5425898691,25.0,89.47000122070312,-293.489990234375,81.4800033569336,2349.4000244140625,18105.30029296875,1551.4999389648438,-5384.000244140625,-166.20000839233398,1111.2000274658203,255.0,128.0,,-0.7516274695669672,1.8295690619603155,0.02354599906262088,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,-3148.070068359375,-4110.22998046875,99.56999969482422,-9090.700073242188,-13262.60009765625,-154.7000026702881,4536.9000244140625,-3108.9999389648438,0.0,255.0,128.0,,-1.2980336766856262,-0.969965607544836,3.1415010988610153,True,False,2,255.0,False,2,,Bobby_LFC96,b2e71503a0b,10,3283.300048828125,4292.10986328125,15.550000190734863,5615.2001953125,7984.89990234375,147.39999771118164,83.19999694824219,-58.69999885559082,0.0,206.0,128.0,,-0.0018605453594630508,-0.9579413759697716,-1.2507987832801182e-05,True,False,255.0,False,4,4,,CarlFozzer_,b234b856dfb,10.0,-34.470001220703125,92.69999694824219,69.43000030517578,9752.899780273438,-17667.5,1317.2999572753906,5333.3001708984375,-259.0999984741211,-1318.5000610351562,255.0,52.0,,-0.5214951924390687,-2.27033774156069,0.40112445651961287,True,0.0,False,4,False,3,
2,171,0,False,False,0,5085.38556725904,-119.4800033569336,114.25,187.13999938964844,-17488.800048828125,10130.700073242188,19057.7001953125,5640.4998779296875,1272.6000213623047,1601.3999938964844,0.0,0.18235121182722486,0.017436390337648718,0.14890517328613614,b234b856dfb,CarlFozzer_,10.0,34.470001220703125,-92.69999694824219,69.43000030517578,-9752.899780273438,17667.5,1317.2999572753906,-5333.3001708984375,259.0999984741211,-1318.5000610351562,255.0,52.0,,0.5214951924390687,2.27033774156069,0.40112445651961287,True,3,False,4,0.0,False,,b2e71503a0b,Bobby_LFC96,10.0,-3315.699951171875,-4338.18994140625,16.5,-4272.699890136719,-6076.099853515625,102.60000228881836,-37.5,26.500000953674316,0.0,205.0,128.0,,0.006671804310237593,0.9579466646647017,-6.322834950796988e-06,True,False,4,255.0,False,4,,enpitsu,76561198039309853,26,3208.7099609375,4198.6298828125,98.18000030517578,9091.300048828125,13263.800048828125,-345.2000045776367,-3922.0999145507812,2687.60009765625,0.0,255.0,128.0,,1.470149464421857,-2.171278337261453,0.00026735386903466103,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,25.0,-89.47000122070312,293.489990234375,81.4800033569336,-2349.4000244140625,-18105.30029296875,1551.4999389648438,5384.000244140625,166.20000839233398,1111.2000274658203,255.0,128.0,,0.7516274695669672,-1.8295690619603155,0.02354599906262088,True,31.0,False,4,False,3,
3,172,0,False,False,1,5315.288113802084,146.2899932861328,-122.1500015258789,216.30999755859375,19599.200439453125,12459.7998046875,21902.19970703125,5260.4998779296875,519.0000152587891,-2838.5000610351562,1.0,-0.17325959145032682,0.07463956121723987,0.03700462706326819,bf81d8692db,games5425898691,25.0,112.12000274658203,-180.2100067138672,96.26000213623047,5268.599853515625,5651.7999267578125,3305.1998901367188,-5493.900146484375,213.29999923706055,146.49999618530273,255.0,128.0,,-1.2901859162679972,1.8505398304761065,0.003551812070385822,True,3,False,4,31.0,False,,76561198039309853,enpitsu,26.0,-3208.7099609375,-4198.6298828125,98.18000030517578,-9091.300048828125,-13263.800048828125,-345.2000045776367,3922.0999145507812,-2687.60009765625,0.0,255.0,128.0,,-1.470149464421857,2.171278337261453,0.00026735386903466103,True,False,2,255.0,False,2,,Bobby_LFC96,b2e71503a0b,10,3315.699951171875,4338.18994140625,16.5,4272.699890136719,6076.099853515625,102.60000228881836,37.5,-26.500000953674316,0.0,205.0,128.0,,-0.006671804310237593,-0.9579466646647017,-6.322834950796988e-06,True,False,255.0,False,4,4,,CarlFozzer_,b234b856dfb,10.0,52.52000045776367,-60.2599983215332,78.23999786376953,8898.099975585938,-14845.799560546875,1236.1000061035156,2408.800048828125,2334.1000366210938,4358.699951171875,255.0,117.0,,-0.8902134490429681,-2.678469769440907,0.80436785235227,True,0.0,False,4,False,3,
4,236,2,False,False,0,8025.302100877793,-3766.72998046875,-2354.2900390625,129.3699951171875,6995.9002685546875,11267.2998046875,1674.6000671386719,4008.9999389648438,-4307.5,1171.6000366210938,0.0,0.9600757443268909,-1.7566875621069393,-1.6393317285071185,b2e71503a0b,Bobby_LFC96,10.0,-3849.27001953125,-2490.3701171875,18.790000915527344,734.1999816894531,7876.7999267578125,-32.30000019073486,-45.50000190734863,-182.90000915527344,-1184.1000366210938,128.0,128.0,,0.01884577241343509,1.4228450065034288,0.0757489076419873,True,4,False,4,192.0,False,,b234b856dfb,CarlFozzer_,10.0,-1098.300048828125,-972.6500244140625,17.010000228881836,-2467.5,-11857.099609375,2.3000000417232513,0.0,-0.3999999910593033,29.500000476837158,255.0,128.0,,0.009556209317016758,-1.771835386218472,-5.8994893246469865e-05,True,False,4,0.0,False,4,,enpitsu,76561198039309853,26,1737.6700439453125,4749.509765625,17.049999237060547,-13454.3994140625,2162.899932861328,2.8999999165534973,0.3999999910593033,-0.5999999865889549,0.0,255.0,128.0,,0.016689164487208464,2.9821798713187304,4.7014419522566e-05,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,25.0,-2571.89990234375,32.099998474121094,17.0,-14782.39990234375,-1014.5999908447266,3.6000001430511475,-0.3999999910593033,0.0,3.8999998569488525,255.0,128.0,,0.009594101916087039,-3.0724113731685234,-5.12631402281125e-05,True,0.0,False,4,False,4,
5,267,3,False,False,0,6629.115324376202,-3016.340087890625,-1140.8699951171875,114.37000274658203,11504.100341796875,16759.89990234375,2813.900146484375,1704.1999816894531,-2241.999969482422,781.2000274658203,0.0,-0.3362578695013022,-2.2595745389974744,-1.661259449519495,b2e71503a0b,Bobby_LFC96,10.0,-3196.52001953125,-1368.530029296875,16.989999771118164,10846.199951171875,14360.999755859375,2.5,-2.3999999463558197,-3.100000023841858,645.8999633789062,255.0,128.0,,0.009590792338959705,0.95629993457157,3.051904959190786e-05,True,4,False,4,107.42494617482674,True,,b234b856dfb,CarlFozzer_,10.0,-783.4199829101562,-2372.639892578125,17.010000228881836,7059.2999267578125,-12189.89990234375,2.3000000417232513,0.3999999910593033,-1.0000000149011612,83.19999694824219,255.0,144.0,,0.009600139743112458,-1.0466124662897494,-3.926863538645171e-05,True,False,4,0.0,False,4,,enpitsu,76561198039309853,25,245.75999450683594,4483.39990234375,17.049999237060547,-10993.900146484375,-8798.499755859375,3.100000023841858,-4.099999964237213,-3.3000001311302185,354.1999816894531,128.0,128.0,,0.016783071839641436,-2.464653856288804,-2.3065158869038496e-05,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,26.0,-3700.0,627.5399780273438,17.0,1813.0999755859375,12145.999755859375,3.8999998569488525,0.0,0.0,-2346.300048828125,255.0,0.0,,0.009553490628397287,1.356987886560374,2.995679195822479e-06,True,255.0,False,4,False,4,
6,293,4,False,False,0,4768.511705930893,-1898.4599609375,478.04998779296875,149.52999877929688,12886.700439453125,17627.7001953125,294.59999084472656,2081.3999938964844,-799.5999908447266,712.3999786376953,0.0,0.6075232163971477,0.3578150673360071,1.0635787665922387,b2e71503a0b,Bobby_LFC96,10.0,-1975.22998046875,431.8699951171875,16.93000030517578,12610.50048828125,19234.599609375,-56.599998474121094,-64.20000076293945,552.7999877929688,34.60000038146973,255.0,128.0,,0.012884618678823536,0.9912031234610453,0.0037213307456775194,True,4,False,4,36.069660163694806,True,,b234b856dfb,CarlFozzer_,10.0,255.2899932861328,-3066.429931640625,17.010000228881836,13979.100341796875,-681.9999694824219,2.3000000417232513,0.5999999865889549,0.0,334.90001678466797,255.0,128.0,,0.009574599164951595,-0.01349373355454165,-0.00021026450787453756,True,False,4,,False,4,,enpitsu,76561198039309853,26,-20.239999771118164,4175.16015625,17.049999237060547,3507.6998901367188,3359.7000122070312,2.199999988079071,-1.5999999642372131,-0.7999999821186066,1439.4999694824219,0.0,128.0,,0.01696467860007733,-2.2221458800698723,0.0002784836172746318,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,26.0,-2494.81005859375,1439.7099609375,17.0,17743.399658203125,10009.89990234375,1.1999999731779099,0.29999999329447746,0.0,166.29999160766602,255.0,128.0,,0.009614485895677816,0.5312154646025612,-9.609532650929866e-05,True,195.49975884858003,True,4,False,4,
7,300,4,False,False,0,4298.965491661987,-1579.3900146484375,895.7000122070312,149.6999969482422,14581.700439453125,16206.199951171875,1030.0,-105.20000457763672,-1673.6000061035156,763.8999938964844,0.0,0.2853437569537129,0.657955645037632,1.3281101122752073,b2e71503a0b,Bobby_LFC96,10.0,-1645.31005859375,880.010009765625,16.979999542236328,15295.400390625,17095.899658203125,8.600000143051147,6.3999998569488525,-21.90000057220459,-1042.2000122070312,172.0,56.0,,0.010650379769246272,0.806258604653958,0.0003722560039755688,True,4,False,4,21.0,False,,b234b856dfb,CarlFozzer_,10.0,595.4000244140625,-3069.389892578125,17.010000228881836,14098.199462890625,56.99999809265137,2.3000000417232513,0.5999999865889549,0.09999999776482582,6.3999998569488525,255.0,128.0,,0.009575974927438434,0.005087086056473295,-5.656599238849786e-05,False,False,4,,False,4,,enpitsu,76561198039309853,26,54.060001373291016,4284.06005859375,17.049999237060547,2669.4000244140625,6286.6998291015625,2.8999999165534973,-0.3999999910593033,-0.7999999821186066,194.89999771118164,0.0,128.0,,0.016925670698423986,-1.9385680168780808,-0.0002067363021041456,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,26.0,-2013.489990234375,1726.3699951171875,17.0,19630.10009765625,11676.400146484375,2.0000000298023224,-0.19999999552965164,-0.29999999329447746,-370.0,255.0,91.0,,0.00960602479501931,0.5323786116444125,-5.9274364332168827e-05,True,155.0,False,4,False,4,
8,317,5,False,False,0,3262.809019324028,-690.6400146484375,1883.6600341796875,95.81999969482422,13164.69970703125,14761.199951171875,1656.199951171875,-3232.60009765625,1459.4000244140625,763.8999938964844,0.0,-0.24734251196696164,1.1805223050166227,0.5159849036859985,b2e71503a0b,Bobby_LFC96,10.0,-555.3099975585938,1741.699951171875,17.010000228881836,14312.2998046875,16896.300048828125,2.5,-0.29999999329447746,-0.5000000074505806,1932.8999328613281,147.0,255.0,,0.009604485117033303,0.939335435611858,6.505946428619326e-05,True,4,False,4,21.0,False,,b234b856dfb,CarlFozzer_,10.0,1483.56005859375,-3259.889892578125,17.010000228881836,12973.00048828125,-5450.0,2.3999999463558197,2.800000011920929,-1.0999999940395355,-1164.000015258789,255.0,111.0,,0.009595502298764136,-0.426248732676433,-0.0001170785535144987,False,False,4,,False,4,,enpitsu,76561198039309853,26,243.72999572753906,4765.64013671875,17.049999237060547,3407.9998779296875,9343.400268554688,2.800000011920929,-0.9000000357627869,1.8000000715255737,2009.1000366210938,128.0,128.0,False,0.016826026558623246,-1.5284185209768992,3.606969287491685e-05,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,26.0,-891.72998046875,2205.7099609375,173.7899932861328,17859.599609375,2619.2001342773438,2155.8999633789062,4575.799865722656,-2558.5000610351562,1663.0999755859375,255.0,0.0,,-0.19253033783737492,-0.6515282927451388,1.0228830033156333,True,155.0,False,6,False,5,
9,322,5,False,False,1,7301.41560549939,461.57000732421875,-2148.47998046875,115.83999633789062,3010.7000732421875,-4842.099914550781,-1552.5,-928.6000061035156,-5724.7998046875,1537.4000549316406,1.0,-0.16414961678893378,-1.4407527087059158,0.7308136710207275,bf81d8692db,games5425898691,26.0,593.280029296875,-2248.820068359375,180.07000732421875,-17951.800537109375,-2560.4000854492188,-150.9000015258789,-4525.799865722656,2619.2999267578125,1704.4999694824219,255.0,23.0,,0.15419084739097583,0.44675033589378704,2.2124495722660336,True,5,False,6,155.0,False,,76561198039309853,enpitsu,26.0,-278.75,-4981.64013671875,17.049999237060547,664.4000244140625,-6484.7998046875,2.800000011920929,3.1999999284744263,1.4000000059604645,352.99999237060547,255.0,128.0,False,-0.01663226041138054,1.2240017505255292,-0.00014628387186042558,True,False,2,255.0,False,2,,Bobby_LFC96,b2e71503a0b,10,337.1300048828125,-2109.18994140625,56.27000045776367,-4435.5999755859375,-16401.199951171875,894.4000244140625,-3437.60009765625,-3448.9999389648438,2556.699981689453,111.0,255.0,,0.006394165778125545,-1.3653752078780605,0.07181221635724268,True,False,21.0,False,6,5,,CarlFozzer_,b234b856dfb,10.0,-1726.5799560546875,3377.43994140625,17.010000228881836,-12508.699951171875,6500.5999755859375,2.3999999463558197,0.3999999910593033,-0.0,-41.39999866485596,255.0,128.0,,-0.009602477250333074,0.48501892720626283,6.427239128951919e-05,False,,False,4,False,4,
