,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,167,0,False,False,0,5184.3400734334,-36.70000076293945,27.3700008392334,94.56999969482422,-23953.701171875,18299.69970703125,1517.2999572753906,-1368.800048828125,-1575.8999633789062,-4713.999938964844,0.0,-0.027131204874326135,-0.07828003030216543,-0.02176143643371868,4358681204504249901,SinteXx0,10.0,184.4499969482422,-139.10000610351562,62.939998626708984,-19521.199951171875,10426.8994140625,2772.0001220703125,3189.1000366210938,-2824.89990234375,1967.5999450683594,229.0,255.0,False,0.009032485788502667,2.391843845485629,-0.05684503831159433,True,0.0,False,6,5,False,,bd61daf6fdb,twitchdoowap,6.0,0.0,-2523.60009765625,15.819999694824219,0.0,13960.899658203125,84.39999580383301,55.79999923706055,-2.199999988079071,0.19999999552965164,255.0,,,0.015381009826186705,1.5707992367726429,0.00014498593753955736,True,4,4,146.0,False,False,,enpitsu,76561198039309853,27,0.0,2931.47998046875,17.049999237060547,0.0,-8246.400146484375,2.5999999046325684,0.5999999865889549,0.0,0.0,255.0,,,0.016807754157375284,-1.5707753722337265,1.7641291150023868e-07,True,False,146.0,False,False,False,27.0,games5425898691,bf81d8692db,20.0,-83.4800033569336,536.1300048828125,53.689998626708984,2450.500030517578,-17885.699462890625,3064.5001220703125,543.1999969482422,-1669.2999267578125,-1749.1999816894531,128.0,25.0,0.03060926592919729,-1.640619740319013,0.05765979703495626,True,0.0,False,False,4,False,,
1,322,5,False,False,1,10176.225124942546,2513.889892578125,-4906.7900390625,109.75,19138.699951171875,7830.0,8654.099731445312,-2846.6000366210938,-4809.89990234375,2181.9000244140625,1.0,-0.18114829205273467,-1.7424953948584143,-2.513668627160195,76561198039309853,enpitsu,27.0,2365.449951171875,-4931.0498046875,14.609999656677246,13531.199951171875,2076.300048828125,-349.3000030517578,19.09999966621399,-3.3000001311302185,-1706.7999267578125,255.0,128.0,False,-0.02154263755948722,3.0488022159141526,0.0018805818018012422,True,214.0,False,False,False,False,,bf81d8692db,games5425898691,20.0,728.0499877929688,-3401.5400390625,17.010000228881836,-13208.699951171875,-13852.900390625,2.0999999344348907,1.5000000596046448,1.5999999642372131,526.5999984741211,255.0,128.0,,-0.00959913934128409,-0.8493285061724822,-8.224609034070094e-05,True,6,6,61.0,False,False,,twitchdoowap,bd61daf6fdb,6,2487.68994140625,-1917.77001953125,17.010000228881836,1659.6000671386719,-3425.5999755859375,2.0999999344348907,0.29999999329447746,-0.5999999865889549,170.30000686645508,128.0,128.0,,-0.009637623325385656,-2.0388227709631406,-0.00015750112561488635,True,False,230.0,False,4,4,,SinteXx0,4358681204504249901,8.0,3692.179931640625,-326.510009765625,43.310001373291016,-4294.599914550781,15781.600341796875,3403.2998657226562,-292.90000915527344,-108.00000190734863,490.09998321533203,244.0,124.0,-0.01481888482613995,1.2382559646851785,-0.0007623004136458434,True,,False,6,7,False,,
2,371,7,False,False,0,3710.9571849373174,-3848.39990234375,2891.77001953125,379.9200134277344,-9942.80029296875,5462.39990234375,7621.5997314453125,5377.39990234375,2611.300048828125,-513.1999969482422,0.0,-0.7252059551931986,-1.2303098411941702,0.7095628662053864,bd61daf6fdb,twitchdoowap,7.0,-3760.830078125,2812.010009765625,223.6199951171875,-9598.599853515625,6104.1998291015625,1411.6999816894531,388.10001373291016,629.5999908447266,67.10000038146973,253.0,128.0,,-0.8433496432348813,2.6921579706428025,-0.04146016891187034,True,230.0,False,6,4,False,,4358681204504249901,SinteXx0,8.0,-3256.6201171875,-3346.050048828125,17.0,-2555.500030517578,-21079.89990234375,3.3000001311302185,0.0,0.5000000074505806,14.600000381469727,222.0,133.0,,0.009604259287103598,-1.6925423723858526,6.434128068024187e-05,True,8,8,,False,False,,enpitsu,76561198039309853,27,-3543.409912109375,3523.64990234375,17.030000686645508,-40.10000228881836,-12676.300048828125,5.0,0.7999999821186066,-0.19999999552965164,15.59999942779541,128.0,128.0,False,0.016792602775909573,-1.5719007806485354,-2.4532178689933037e-05,True,False,181.0,False,False,False,,games5425898691,bf81d8692db,20.0,11.109999656677246,5102.0400390625,17.010000228881836,-5378.3001708984375,1596.6999816894531,2.3999999463558197,0.0,1.1999999731779099,2149.4000244140625,255.0,255.0,0.009588429559581049,2.8316205908790177,3.624806699968666e-05,True,92.0,False,6,6,False,,
3,426,9,False,False,0,2511.461727248534,-2922.85009765625,3656.989990234375,108.81999969482422,18809.69970703125,6607.1002197265625,-334.90001678466797,3211.7001342773438,-2194.199981689453,4030.10009765625,0.0,-0.7174756775573408,-1.8407930475277514,-0.1412791908212481,bd61daf6fdb,twitchdoowap,7.0,-3094.909912109375,3612.780029296875,17.010000228881836,14325.6005859375,-895.1999664306641,-0.29999999329447746,-0.29999999329447746,0.5999999865889549,-2.0000000298023224,255.0,128.0,,0.00958107222433995,-0.06275806040081204,1.770762033883053e-05,True,195.5441119465777,True,6,4,False,,4358681204504249901,SinteXx0,8.0,-2025.9200439453125,-2893.780029296875,17.0,1845.5999755859375,15514.200439453125,3.400000035762787,0.3999999910593033,3.8999998569488525,896.9999694824219,255.0,198.0,False,0.009598931111031073,1.4496844756870937,0.00010592648117941988,True,8,8,234.0,False,False,,enpitsu,76561198039309853,27,-2405.02001953125,2538.25,17.030000686645508,7405.3997802734375,10861.199951171875,5.0,0.5000000074505806,0.9000000357627869,42.5,255.0,128.0,False,0.016729992599656712,0.9777359784564258,-0.0001016885850455359,True,False,212.0,False,False,False,,games5425898691,bf81d8692db,20.0,-2305.179931640625,3957.2099609375,102.66000366210938,-19502.60009765625,-11957.2998046875,2379.199981689453,555.9999847412109,-700.5999755859375,171.10000610351562,255.0,128.0,-0.20089910279789164,-2.513076496998313,-0.0048957505706030795,True,64.0,False,7,8,False,,
4,430,9,False,False,1,9031.29885579944,2791.75,-3690.090087890625,124.16999816894531,16547.099609375,2660.10009765625,10049.89990234375,3042.5,-4911.9000244140625,-1617.1000671386719,1.0,0.4958991511691279,1.145863577313725,-0.13760745636672728,bf81d8692db,games5425898691,20.0,2621.110107421875,-3763.669921875,131.88999938964844,15470.999755859375,9481.699829101562,770.1000213623047,-1691.6000366210938,4208.500061035156,-3110.7000732421875,255.0,152.0,,-0.9727590191003854,2.611329351538306,0.06082683440077135,True,64.0,False,8,7,False,,76561198039309853,enpitsu,27.0,2280.64990234375,-2722.75,17.030000686645508,-7537.2998046875,-11230.899658203125,5.0,-0.19999999552965164,-0.7999999821186066,3.1999999284744263,255.0,128.0,False,-0.016725024833966276,-0.980169078489945,-7.18151568450703e-05,True,False,False,212.0,False,False,,twitchdoowap,bd61daf6fdb,7,2884.0400390625,-3590.27001953125,13.9399995803833,-7694.5001220703125,3888.2998657226562,143.90000343322754,-1951.4999389648438,1911.6999816894531,-2354.7999572753906,242.0,0.0,,0.03339709270584156,0.1573277633654994,0.06379588930677213,True,False,195.0,False,6,4,,SinteXx0,4358681204504249901,8.0,2020.2900390625,2635.659912109375,17.0,1164.1000366210938,-15299.200439453125,3.400000035762787,-0.09999999776482582,4.699999988079071,974.1000366210938,128.0,128.0,-0.009613576857257135,-1.7023768477390855,-3.945117315560949e-05,True,234.0,False,8,8,False,,False
5,536,13,False,False,0,2198.0702096724344,-1576.989990234375,3050.080078125,220.36000061035156,2973.2998657226562,24040.70068359375,-2976.7999267578125,-3004.2001342773438,3047.9998779296875,-4205.199890136719,0.0,-0.9274636475909157,-0.03097696670136184,-0.5329737360930529,bd61daf6fdb,twitchdoowap,6.0,-1571.3699951171875,2827.389892578125,225.75,-1943.0000305175781,15892.39990234375,1872.5,-3028.800048828125,-4162.39990234375,-1936.4999389648438,128.0,236.0,False,0.10720827531915536,1.6731622126329706,-0.6115162426435624,True,208.0,False,8,5,False,,4358681204504249901,SinteXx0,8.0,-847.8699951171875,1171.47998046875,17.0,11225.699462890625,-3824.4000244140625,3.6000001430511475,-2.0999999344348907,0.7000000029802322,2177.100067138672,255.0,255.0,False,0.009559341573392745,-0.29378587179198284,0.00021622528508841786,True,8,8,211.0,False,False,,enpitsu,76561198039309853,27,-187.6199951171875,5259.14990234375,17.049999237060547,-1303.800048828125,-2039.7999572753906,2.7000001072883606,0.29999999329447746,1.2999999523162842,-240.6999969482422,255.0,128.0,False,0.01672530680618416,-2.1373610806859773,0.0002405415062922642,True,False,212.0,False,False,False,,games5425898691,bf81d8692db,20.0,-1487.5799560546875,4605.72998046875,17.010000228881836,9032.999877929688,1121.8000030517578,2.0999999344348907,-2.199999988079071,-2.0999999344348907,-418.80001068115234,128.0,69.0,0.00979038300026504,0.12875145214473763,-1.36876939029469e-06,True,40.0,False,8,8,False,,
6,622,16,False,False,0,2136.1081686113666,-805.72998046875,3005.800048828125,480.7900085449219,9117.2998046875,9629.500122070312,-5010.799865722656,-4701.400146484375,2773.599853515625,-2431.1000061035156,0.0,0.27102664071754795,0.23898013349789274,-0.10492548445104047,4358681204504249901,SinteXx0,8.0,-871.0,2825.639892578125,435.3999938964844,-3441.300048828125,6454.69970703125,1295.2000427246094,526.8999862670898,1594.4000244140625,-2713.9999389648438,128.0,0.0,,-0.5041685622424256,1.7214373447886178,0.006256618226913836,True,147.0,False,10,8,4,,bd61daf6fdb,twitchdoowap,6.0,-3228.179931640625,3872.949951171875,17.010000228881836,-7522.1002197265625,-11213.900146484375,2.3000000417232513,0.19999999552965164,0.09999999776482582,2232.5999450683594,255.0,255.0,,0.009561334215564815,-2.0958148200283038,3.7793898193713615e-05,True,8,6,255.0,False,False,,enpitsu,76561198039309853,27,-640.8400268554688,3271.300048828125,298.07000732421875,-6390.999755859375,-8952.60009765625,3678.3999633789062,-1671.6000366210938,-2235.0999450683594,1081.6999816894531,255.0,0.0,False,-1.1307529392551448,-2.2127406134762384,0.48152535341235136,True,False,148.0,False,2,1,,games5425898691,bf81d8692db,20.0,-737.3400268554688,4509.39013671875,17.010000228881836,2744.2999267578125,-597.2000122070312,2.0999999344348907,-0.7999999821186066,0.0,-42.89999961853027,128.0,128.0,0.00966439199894931,-0.22148574319158779,7.066375090659302e-05,True,40.0,False,10,10,False,,
7,625,16,False,False,1,8228.840695224337,716.8300170898438,-3086.889892578125,436.3999938964844,-3388.3999633789062,14350.999755859375,3433.5000610351562,911.2999725341797,-4174.4000244140625,4212.300109863281,1.0,-0.6243061376986787,0.10963225424353121,-0.5994809425616274,76561198039309853,enpitsu,27.0,695.280029296875,-3195.39990234375,329.8699951171875,6661.500244140625,9229.299926757812,3928.2000732421875,1795.2000427246094,1997.7000427246094,4799.5001220703125,255.0,0.0,False,1.0931590532592497,2.417456300579863,1.2436372025423608,True,148.0,False,2,1,False,,bf81d8692db,games5425898691,20.0,720.6799926757812,-4505.72021484375,17.010000228881836,-862.0999908447266,190.59999465942383,2.0999999344348907,-0.0,-2.5,-7.799999713897705,0.0,128.0,,-0.00978239324837213,0.2230601154809461,4.9846264823746804e-05,True,10,10,40.0,False,False,,twitchdoowap,bd61daf6fdb,6,3313.909912109375,-3668.0,17.010000228881836,2878.2000732421875,13008.699951171875,2.3000000417232513,-0.0,-0.09999999776482582,2262.899932861328,255.0,255.0,,-0.009572457803464964,1.7206967965237985,1.5682891210007854e-05,True,False,255.0,False,8,6,,SinteXx0,4358681204504249901,8.0,932.030029296875,-2910.449951171875,444.5799865722656,3697.39990234375,-4812.39990234375,2.5,-1608.3999633789062,-1882.2000122070312,-4865.7000732421875,128.0,11.0,0.7210600466081027,-0.771794223103697,0.3129390837485247,True,147.0,False,8,10,4,,
8,715,19,False,False,0,6010.5735930299525,380.54998779296875,-733.4500122070312,146.86000061035156,16448.299560546875,7596.7999267578125,6552.7001953125,3207.9000854492188,-2730.2999877929688,4272.39990234375,0.0,0.1061807278866436,2.3601903084117337,3.1249474281055947,bd61daf6fdb,twitchdoowap,7.0,202.33999633789062,-841.9299926757812,63.45000076293945,22135.2001953125,-703.0000305175781,2847.3001098632812,-4592.0001220703125,2993.900146484375,446.30001068115234,126.0,255.0,,0.06276673449330446,-0.3553432400923458,-0.23019888508878755,True,255.0,False,12,9,False,,4358681204504249901,SinteXx0,8.0,-3004.22998046875,827.9299926757812,75.37999725341797,-12461.800537109375,-19265.899658203125,-1589.4999694824219,1571.1000061035156,1626.6000366210938,1633.8999938964844,195.0,236.0,,-0.2390884819351412,-2.588358889073505,0.6689257837634984,True,12,10,34.0,False,4,,enpitsu,76561198039309853,27,438.67999267578125,362.8399963378906,90.26000213623047,22041.99951171875,-6380.7000732421875,1522.2999572753906,1330.2999877929688,5336.5997314453125,12.200000286102295,255.0,128.0,False,0.9766440746266397,-0.24103266792339018,0.0034276743496697414,True,False,46.0,False,4,3,,games5425898691,bf81d8692db,20.0,3512.820068359375,3703.489990234375,17.010000228881836,11302.60009765625,-17603.1005859375,0.0,0.0,0.0,-2005.5999755859375,255.0,0.0,0.009592540544672073,-1.0760868452464758,-1.2627635694880158e-06,True,230.0578839291808,True,10,10,False,,
9,765,21,False,False,1,7075.722266317436,-3271.469970703125,-578.219970703125,265.260009765625,-4188.500061035156,15002.900390625,6711.9000244140625,3451.0000610351562,-2274.2999267578125,4349.4000244140625,1.0,-0.8371909117340416,-1.595918691895596,-2.0083668525126717,bf81d8692db,games5425898691,20.0,-3292.889892578125,-738.25,175.7899932861328,-1658.800048828125,8873.599853515625,-153.99999618530273,1538.2000732421875,-5280.3997802734375,-30.299999713897705,255.0,128.0,,-0.07156775517500988,0.6326714807578192,3.039751662006989,True,222.0,False,12,11,False,,76561198039309853,enpitsu,27.0,-3904.159912109375,-405.1199951171875,27.969999313354492,-3668.699951171875,-17098.800048828125,961.5000152587891,656.2000274658203,1986.9999694824219,2000.2000427246094,255.0,255.0,False,0.03006917890595471,-1.4015110798718782,-0.26144009847600097,True,4,4,255.0,False,False,,twitchdoowap,bd61daf6fdb,7,-3884.47998046875,788.8300170898438,22.510000228881836,-15690.699462890625,5040.400085449219,2073.800048828125,653.1999969482422,5116.9000244140625,-1908.0000305175781,252.0,0.0,,0.1616597096362164,0.3721140602552408,0.053166438366295976,True,False,255.0,False,12,10,,SinteXx0,4358681204504249901,8.0,1850.7099609375,1637.8499755859375,17.0,-12873.699951171875,10573.599853515625,3.3000001311302185,0.3999999910593033,-0.3999999910593033,-253.79999160766602,255.0,128.0,-0.009592979559535105,0.7160418730338798,0.0001606274227821536,True,255.0,False,10,12,4,,False
