,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
32,2220,56.0,False,False,1,9466.223360424932,-272.79998779296875,-4253.7900390625,226.47999572753906,-2304.1000366210938,-5204.2999267578125,-236.39999389648438,-1143.8999938964844,931.1000061035156,-5815.8001708984375,1.0,-0.444310810938079,-0.03041423249404269,2.8748433834750142,639725539893080646,ruben_ess,8.0,-173.75,-4292.8798828125,186.5399932861328,-16842.099609375,-13098.1005859375,-154.49999809265137,4111.600036621094,-138.1999969482422,-3650.2999877929688,128.0,200.0,True,0.9222981820525833,0.17187837996605787,2.0687424318988232,True,8,7,167.0,False,False,,76561198364567027,Disguised Koala on YT,6.0,-3046.590087890625,-4071.860107421875,17.010000228881836,-11300.10009765625,-12968.399658203125,2.8999999165534973,-2.0999999344348907,-2.7000001072883606,1182.5,255.0,255.0,False,-0.009577774794044118,-0.8543294795920306,0.00014534130032083464,True,255.0,False,6,6,False,,enpitsu,76561198039309853,25,-1436.6099853515625,-3061.389892578125,17.059999465942383,12634.200439453125,-8442.100219726562,1.8000000715255737,-2.199999988079071,1.5999999642372131,951.9999694824219,255.0,128.0,,-0.016758226826175074,-2.6204189624535514,-0.00024198364840755094,True,120.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-1583.239990234375,927.1599731445312,17.020000457763672,16715.699462890625,-15038.299560546875,1.5000000596046448,-1.4000000059604645,1.5000000596046448,-1574.2999267578125,255.0,0.0,,-0.009580235266234857,-2.361751104499634,-3.5094134017481635e-05,True,6,False,6,214.0,False,
33,2266,57.0,False,True,0,1466.0134936028387,552.469970703125,4913.8798828125,108.37999725341797,343.8999938964844,7328.499755859375,933.8999938964844,-580.9000015258789,1385.2999877929688,-3512.0999145507812,0.0,0.7907183752701249,2.8784236443840836,-3.0142114987185096,76561198039309853,enpitsu,25.0,605.510009765625,4762.08984375,17.059999465942383,-2017.1000671386719,4592.699890136719,1.899999976158142,-0.19999999552965164,1.0000000149011612,38.399999141693115,255.0,0.0,False,0.016864133249898973,1.9910364618661176,-0.00010118718806382348,True,2,2,105.0,False,False,,bf81d8692db,games5425898691,20.0,921.6300048828125,2598.77001953125,17.020000457763672,-5871.500244140625,22237.900390625,-1.1999999731779099,0.5000000074505806,-1.7000000178813934,459.7999954223633,255.0,128.0,,0.009596874686908391,1.8685134033027662,-0.000204018120864402,True,138.57335048337134,True,6,6,False,,Disguised Koala on YT,76561198364567027,6,1631.260009765625,5095.22998046875,390.92999267578125,-9830.30029296875,461.89998626708984,6443.4002685546875,-794.0000152587891,-19.600000381469727,-557.5,252.0,128.0,False,-0.5690570713410923,-2.8483816221015026,-1.725242352675755,True,161.02793969133847,True,6,False,6,,ruben_ess,639725539893080646,8.0,1550.739990234375,5048.490234375,498.6000061035156,-8598.900146484375,-1367.7999877929688,7868.0999755859375,-315.3000068664551,-1520.7000732421875,-1396.6000366210938,255.0,255.0,False,-1.330301641425553,-1.8782694400893343,-3.0703579178170735,True,8,False,8,167.0,False,
34,2277,58.0,True,True,0,1464.1739252476207,566.47998046875,5210.41015625,93.44000244140625,468.69998931884766,6295.30029296875,996.5000152587891,-3156.6000366210938,1029.8999786376953,-3512.0999145507812,0.0,0.5894186478692379,1.8380339326074084,-2.3403073648942336,76561198039309853,enpitsu,25.0,548.0399780273438,4966.47998046875,17.049999237060547,-1008.3999633789062,5002.900085449219,3.100000023841858,-0.5000000074505806,-0.5000000074505806,-30.899999141693115,128.0,128.0,False,0.016805080320241916,1.764974066424929,5.7563478904156604e-05,True,2,2,105.0,False,False,,bf81d8692db,games5425898691,20.0,612.2000122070312,3549.81005859375,17.020000457763672,-7043.800048828125,21894.7998046875,-1.1999999731779099,1.0999999940395355,-3.100000023841858,-730.1000213623047,255.0,21.0,,0.00959944108284848,1.878063627875906,-0.00011932392475884187,True,104.13031396045474,True,6,6,False,,Disguised Koala on YT,76561198364567027,6,1138.47998046875,5103.009765625,596.75,-14788.800048828125,-3.700000047683716,1184.3000030517578,0.3999999910593033,-2049.7999572753906,3.8999998569488525,255.0,255.0,False,-0.04263498479822446,3.131747175900167,-1.570378317825813,True,126.58490316842186,True,6,False,6,,ruben_ess,639725539893080646,8.0,1190.6300048828125,4990.919921875,773.5999755859375,-8915.0,-1391.3999938964844,5518.4002685546875,-2131.300048828125,-4746.099853515625,-1649.7000122070312,255.0,255.0,False,-0.11688689461800808,2.7218564088179718,-1.8616546400310419,True,8,False,8,167.0,False,
35,2530,58.0,False,False,0,5262.968534338722,2.990000009536743,-45.619998931884766,104.97000122070312,-15348.800048828125,11444.000244140625,8549.600219726562,5053.500061035156,1624.6000671386719,2796.7001342773438,0.0,-0.0023303055536140057,-0.04058532776575531,0.01519376295409444,bf81d8692db,games5425898691,19.0,101.69000244140625,-170.05999755859375,78.51000213623047,-5518.499755859375,16976.8994140625,1398.800048828125,-3548.900146484375,-3375.1998901367188,2502.5,128.0,187.0,,0.7038970419616791,1.6842852046121082,-0.2690162282563941,True,4,3,0.0,False,False,,76561198039309853,enpitsu,25.0,-3297.830078125,-4243.10986328125,16.420000076293945,-4378.0999755859375,-6015.10009765625,114.89999771118164,-62.69999980926514,44.49999809265137,0.0,255.0,128.0,,0.011877314812730097,0.9416415306479016,5.8659747830414864e-05,True,255.0,False,2,2,False,,Disguised Koala on YT,76561198364567027,6,2686.6298828125,3913.3701171875,17.0,-8146.300048828125,-4138.800048828125,3.8999998569488525,1.2999999523162842,0.5000000074505806,1398.5000610351562,253.0,169.0,False,0.009515491688178605,-2.6171397004195014,-0.00017741591863865768,True,239.0,False,4,False,4,,ruben_ess,639725539893080646,9.0,-39.08000183105469,174.77000427246094,84.66999816894531,11341.700439453125,-20008.399658203125,-159.3000030517578,5378.900146484375,-1110.999984741211,-287.60000228881836,255.0,1.0,,0.2640290589325799,0.040173530328215225,2.569005009117121,True,3,False,4,0.0,False,
36,2531,58.0,False,False,1,5147.791108771864,12.739999771118164,68.55000305175781,130.16000366210938,19210.30029296875,-1645.0,8239.89990234375,-5145.3997802734375,190.0,3080.2999877929688,1.0,0.09675301931191281,0.012819586036604623,0.3715898446247431,639725539893080646,ruben_ess,9.0,-37.77000045776367,-51.86000061035156,86.54000091552734,-5727.0001220703125,7852.1002197265625,1445.7000732421875,-859.5999908447266,1087.6000213623047,-5322.39990234375,255.0,5.0,,-0.16159630647049045,0.2597816496867907,3.0009486551147386,True,4,3,0.0,False,False,,76561198364567027,Disguised Koala on YT,6.0,-2686.6298828125,-3913.3701171875,17.0,8146.300048828125,4138.800048828125,3.8999998569488525,-1.2999999523162842,-0.5000000074505806,1398.5000610351562,253.0,169.0,False,-0.009515491688178605,2.6171397004195014,-0.00017741591863865768,True,239.0,False,4,4,False,,enpitsu,76561198039309853,25,3297.830078125,4243.10986328125,16.420000076293945,4378.0999755859375,6015.10009765625,114.89999771118164,62.69999980926514,-44.49999809265137,0.0,255.0,128.0,,-0.011877314812730097,-0.9416415306479016,5.8659747830414864e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-101.69000244140625,170.05999755859375,78.51000213623047,5518.499755859375,-16976.8994140625,1398.800048828125,3548.900146484375,3375.1998901367188,2502.5,128.0,187.0,,-0.7038970419616791,-1.6842852046121082,-0.2690162282563941,True,3,False,4,0.0,False,
37,2614,61.0,False,False,0,5258.235466414246,-3139.969970703125,384.6199951171875,212.1999969482422,22253.40087890625,21531.201171875,6158.499755859375,4551.7999267578125,1807.8999328613281,-3465.7998657226562,0.0,-0.022361605605142207,1.6489934666535,-0.6827700017629584,76561198039309853,enpitsu,25.0,-3268.35009765625,146.6199951171875,142.05999755859375,8750.10009765625,21126.99951171875,2466.0000610351562,363.69998931884766,5473.2000732421875,-401.1000061035156,128.0,0.0,,0.030368330149414802,1.475346268655884,0.5970746608610826,True,4,3,107.0,False,False,,bf81d8692db,games5425898691,19.0,-2736.429931640625,-8.0,17.010000228881836,-13706.500244140625,-3305.2999877929688,2.7000001072883606,1.5999999642372131,1.2999999523162842,-94.60000038146973,255.0,91.0,,0.00964880157891545,-2.903347107419245,5.189578293154547e-05,True,0.0,False,6,6,False,,Disguised Koala on YT,76561198364567027,6,-1097.1700439453125,3220.93994140625,17.0,-10797.2998046875,10150.499877929688,4.099999964237213,-0.5000000074505806,0.19999999552965164,-1743.3000183105469,250.0,1.0,False,0.009584565634056833,2.356638314098396,-0.000189881847071006,True,255.0,False,4,False,4,,ruben_ess,639725539893080646,9.0,2488.52001953125,-75.47000122070312,17.010000228881836,14657.7001953125,-1268.499984741211,2.7000001072883606,0.29999999329447746,0.29999999329447746,6.9999998807907104,255.0,128.0,False,0.009560944791808643,-0.08527053956924258,-4.6099509028896054e-05,True,4,False,4,0.0,False,
38,2717,64.0,False,False,1,9796.554762295244,-3489.239990234375,-3620.260009765625,102.91000366210938,-5928.499755859375,21597.900390625,6594.69970703125,1734.9000549316406,-4312.900085449219,3793.2000732421875,1.0,0.2508452173284962,1.855958401321542,0.929586108616966,639725539893080646,ruben_ess,9.0,-3534.47998046875,-3865.280029296875,16.469999313354492,4447.799987792969,13860.400390625,116.40000343322754,-66.50000095367432,79.60000038146973,2080.399932861328,255.0,255.0,False,-0.004442297202532334,1.8238290531972148,-0.0029261434750496034,True,4,4,139.59353124710816,True,False,,76561198364567027,Disguised Koala on YT,6.0,-1241.8699951171875,-4259.81982421875,17.010000228881836,-8378.099975585938,974.5999908447266,2.5999999046325684,-0.9000000357627869,-0.0,293.1999969482422,254.0,128.0,False,-0.009520720267210136,0.085854596755318,-0.0002307586249831448,True,163.0,False,6,6,False,,enpitsu,76561198039309853,25,-2305.889892578125,-2088.02001953125,17.040000915527344,-10580.899658203125,18477.2998046875,4.399999976158142,-0.9000000357627869,2.0999999344348907,-644.8000335693359,255.0,128.0,,-0.01679209365653036,1.0953065421165833,0.0001283441441069368,True,34.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,6.789999961853027,-337.4599914550781,17.0,-21682.099609375,-298.4000015258789,3.799999952316284,1.5000000596046448,-0.0,597.0999908447266,255.0,128.0,,-0.009585581720402457,-0.06416071086419023,-0.00015118230167932944,True,6,False,6,198.0,False,
39,2816,68.0,False,True,1,4635.060462962735,-2949.0400390625,2551.669921875,139.02999877929688,13848.699951171875,13913.199462890625,1780.8999633789062,-348.6000061035156,-3395.5999755859375,-1603.800048828125,1.0,0.35047439344591297,1.842733193985698,0.6981408055969588,639725539893080646,ruben_ess,8.0,-3049.449951171875,2571.719970703125,16.809999465942383,14694.300537109375,15690.0,-234.79999542236328,-1146.2999725341797,522.0999908447266,-528.8000106811523,255.0,109.0,False,-0.019263350710167295,2.402852016974175,-0.004106875233474973,False,4,4,42.84827526410421,True,False,,76561198364567027,Disguised Koala on YT,7.0,-2407.5,-1004.3400268554688,69.55999755859375,8721.199951171875,16289.3994140625,-1723.6000061035156,-1403.3000183105469,1810.2999877929688,-543.1000137329102,128.0,128.0,False,0.4160741250170132,1.815451078715938,-0.5360583123237024,True,194.0,False,8,8,False,,enpitsu,76561198039309853,25,-3026.1201171875,4270.9501953125,17.040000915527344,11629.599609375,9116.599731445312,5.199999809265137,0.5999999865889549,0.29999999329447746,-2418.6000061035156,255.0,0.0,False,-0.01678238490665219,2.579782715895959,4.152445906988593e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,-2970.1298828125,4783.18017578125,20.549999237060547,18404.599609375,6765.8001708984375,-1430.8999633789062,-2673.5000610351562,-1639.6000671386719,-536.8999862670898,255.0,128.0,,-0.08166486839508408,2.870260483933608,0.16521065657420866,True,8,False,8,216.0,False,
40,2827,68.0,False,False,1,3874.9366482174437,-2403.699951171875,3108.469970703125,172.0500030517578,11436.099853515625,15543.199462890625,4591.199951171875,-3016.6000366210938,-4954.2999267578125,-1534.2999267578125,1.0,0.5116028751075756,1.7464795378087972,-0.898878304783946,639725539893080646,ruben_ess,8.0,-2446.760009765625,3004.949951171875,19.479999542236328,19620.2001953125,9311.799926757812,2959.4000244140625,3.3000001311302185,0.29999999329447746,-74.80000019073486,255.0,187.0,False,-0.009658568624533436,2.7344884991530147,0.0002033575235849373,False,5,4,38.0,False,False,,76561198364567027,Disguised Koala on YT,7.0,-2123.469970703125,-449.6400146484375,16.440000534057617,7014.4000244140625,16412.7001953125,97.79999732971191,-1.7000000178813934,-51.39999866485596,43.80000114440918,224.0,128.0,False,-0.010411512207512014,1.9607147339857791,0.005347659562349923,True,194.0,False,8,8,False,,enpitsu,76561198039309853,25,-2428.52001953125,4352.56982421875,17.040000915527344,14836.8994140625,-4424.800109863281,0.0,2.3999999463558197,-0.7000000029802322,-845.5000305175781,255.0,128.0,False,-0.01678004279448547,-2.7898481558763004,0.00028924614250331996,True,220.52295069540702,True,4,False,4,,games5425898691,bf81d8692db,20.0,-2116.0,4995.259765625,24.15999984741211,19238.399658203125,3056.199951171875,755.5000305175781,2361.6000366210938,345.2000045776367,-1415.0,255.0,0.0,,0.03903631036171186,2.982157116866859,0.22156649543762993,True,8,False,8,216.0,False,
41,2894,71.0,False,False,0,9346.058566779064,284.69000244140625,-4131.18017578125,118.06999969482422,-16093.900146484375,2066.199951171875,4314.5001220703125,-5946.9000244140625,-140.20000457763672,783.8999938964844,0.0,0.8245866715858403,0.18109614191141268,-1.3927481744786172,76561198039309853,enpitsu,25.0,445.17999267578125,-4078.85009765625,17.059999465942383,-9079.099731445312,-6092.0001220703125,-2.0000000298023224,-0.3999999910593033,-0.19999999552965164,-2331.7999267578125,255.0,128.0,False,0.016708334090397153,-2.589849500314302,-1.9056116893903816e-05,True,4,4,184.99132921362434,True,False,,bf81d8692db,games5425898691,20.0,1401.050048828125,-5038.81005859375,197.82000732421875,3153.0999755859375,143.1999969482422,187.90000915527344,-2175.399932861328,810.5999755859375,-2265.2000427246094,255.0,128.0,,0.5265885634807745,-2.294048333541331,0.7496168166889073,True,216.0,False,10,10,False,,Disguised Koala on YT,76561198364567027,6,157.2899932861328,-2891.89990234375,17.010000228881836,-11228.699951171875,-2379.499969482422,2.8999999165534973,0.0,0.0,-2326.0000610351562,215.0,3.0,False,0.00955719989027697,-2.992950881895123,2.4572096002402613e-05,True,224.0,False,8,False,8,,ruben_ess,639725539893080646,8.0,79.95999908447266,-5906.81982421875,91.41000366210938,-7142.2998046875,-6607.2998046875,2816.400146484375,3225.2999877929688,1108.1999969482422,-3038.3999633789062,255.0,128.0,False,-0.6742999956916598,-0.816014437524584,-0.4214504561600959,True,6,False,6,0.0,False,
42,2940,73.0,False,False,0,9013.171939181177,-2277.419921875,-3766.679931640625,150.1300048828125,-16172.39990234375,21091.39892578125,6100.999755859375,5414.6002197265625,-2144.7000122070312,1442.8999328613281,0.0,-1.2645702206768028,2.939768511064692,-0.5115079773114283,76561198039309853,enpitsu,25.0,-2162.81005859375,-4016.429931640625,71.58000183105469,-11754.300537109375,19534.7998046875,3037.39990234375,-2851.6000366210938,-272.39999771118164,-2374.4000244140625,128.0,128.0,,0.10532345976454693,2.140889871131894,0.00685585917456454,True,6,5,152.0,False,False,,bf81d8692db,games5425898691,20.0,1138.489990234375,-4880.60009765625,16.950000762939453,-9031.900024414062,2843.0999755859375,14.900000095367432,-38.399999141693115,5.199999809265137,1373.0999755859375,255.0,170.0,,0.009064345646215879,2.8477094062609165,-0.0020233110490594274,True,216.0,False,10,10,False,,Disguised Koala on YT,76561198364567027,6,-1900.3800048828125,-3295.590087890625,17.010000228881836,-17262.80029296875,27.899999618530273,2.800000011920929,-1.5999999642372131,0.0,-1739.6000671386719,251.0,0.0,,0.009573899038716895,3.1005931709876604,-0.00019089546188100342,True,177.0,False,8,False,8,,ruben_ess,639725539893080646,8.0,169.30999755859375,-5267.68017578125,539.8499755859375,657.9000091552734,8393.800048828125,-826.6000366210938,-424.0999984741211,-5012.200012207031,-1374.2999267578125,255.0,255.0,True,-0.2568822933161463,1.4788487532123178,2.465850895692347,True,6,False,6,,False,
43,2995,75.0,False,False,1,5505.660544871567,3146.6201171875,115.36000061035156,158.27000427246094,-8487.80029296875,-17374.599609375,2590.8999633789062,-2539.2999267578125,-2135.8999633789062,4998.900146484375,1.0,1.2241731471526156,-2.5300288012722585,-0.6136432302589327,76561198364567027,Disguised Koala on YT,6.0,3207.469970703125,283.3699951171875,17.010000228881836,-4209.599914550781,-17891.700439453125,2.800000011920929,-0.09999999776482582,-0.5000000074505806,-1915.8999633789062,210.0,8.0,,-0.009605960319250066,-1.2742187011977402,-3.87413106724572e-05,True,8,8,136.7948645443045,True,False,,639725539893080646,ruben_ess,8.0,52.40999984741211,2844.679931640625,99.87000274658203,5338.599853515625,-17126.600341796875,-142.7999973297119,2638.2998657226562,4581.7999267578125,-1515.2000427246094,255.0,128.0,False,0.936270112963321,-0.5801289272292675,2.259969879556998,True,,False,9,8,False,,enpitsu,76561198039309853,25,3332.179931640625,377.82000732421875,17.059999465942383,-7616.6998291015625,-19178.399658203125,-3.3000001311302185,0.19999999552965164,0.7000000029802322,-1.8000000715255737,255.0,0.0,,-0.016786826856933924,-1.1925227040937245,4.1382334618812386e-05,True,89.39232709330894,True,6,False,6,,games5425898691,bf81d8692db,20.0,1599.4000244140625,2772.27001953125,17.010000228881836,9721.900024414062,-20735.80078125,2.5,-0.29999999329447746,0.7000000029802322,-19.199999570846558,255.0,128.0,,-0.009601854523572418,-2.0067691494774866,7.950992926551514e-05,True,10,False,10,97.0,False,
44,3058,77.0,True,True,0,1821.6688795377363,-1379.9100341796875,3383.780029296875,101.36000061035156,14584.000244140625,18699.300537109375,2253.3999633789062,-232.29999542236328,-1401.6999816894531,2771.400146484375,0.0,-0.24445340694904114,2.461637332998824,0.6651426265160594,76561198039309853,enpitsu,25.0,-1568.1600341796875,3210.610107421875,17.059999465942383,12962.19970703125,16141.700439453125,-2.3000000417232513,-0.3999999910593033,-0.5000000074505806,-484.59999084472656,255.0,128.0,,0.01677728760820763,0.8509512237046776,0.000240532825538701,True,6,6,9.02769048239595,True,False,,bf81d8692db,games5425898691,20.0,-1712.5799560546875,2433.8798828125,17.010000228881836,7488.3001708984375,21746.79931640625,0.19999999552965164,0.0,-0.5999999865889549,-1131.2000274658203,255.0,31.0,,0.0095932287612095,1.2127716096355794,-0.00011544570844032797,True,38.93415928143331,True,10,10,False,,Disguised Koala on YT,76561198364567027,6,,,,,,,,,,,,,,,,True,,,,,,,ruben_ess,639725539893080646,8.0,-21.280000686645508,1538.989990234375,41.75,7548.900146484375,19266.099853515625,1945.7000732421875,1328.8999938964844,4430.4998779296875,-515.4000091552734,255.0,128.0,False,0.04134448021887047,1.1767979879808024,0.3086736643884333,True,13,False,12,31.0,False,
45,3338,78.0,False,False,0,5226.778595025782,40.040000915527344,-2.2799999713897705,128.22000122070312,11278.1005859375,-5376.9000244140625,5048.399963378906,-2696.7001342773438,-484.39998626708984,-2924.7000122070312,0.0,-0.014043555770427114,-0.03832691033157629,-0.030785691774219543,76561198039309853,enpitsu,25.0,28.459999084472656,-122.29000091552734,81.02999877929688,-14315.699462890625,17944.3994140625,-42.60000228881836,-4299.4000244140625,-3430.0,0.0,255.0,128.0,,1.4077039067591608,2.2443299714627516,0.0001599516084128659,True,2,1,0.0,False,False,,bf81d8692db,games5425898691,19.0,2237.75,-3952.39990234375,17.010000228881836,17039.599609375,-11572.7001953125,2.7000001072883606,1.0000000149011612,-0.7000000029802322,1266.6000366210938,255.0,255.0,,0.009592105992241837,-0.583367871026962,0.0002236341508316436,True,0.0,False,False,False,False,,Disguised Koala on YT,76561198364567027,7,-42.939998626708984,112.13999938964844,88.80999755859375,13873.299560546875,-15558.1005859375,-133.90000343322754,3178.0999755859375,2304.600067138672,-3852.0001220703125,255.0,128.0,,1.3401622742417292,-1.455535028885599,-0.6336222007297585,True,0.0,False,4,False,3,,ruben_ess,639725539893080646,8.0,-321.8599853515625,1905.780029296875,16.520000457763672,-680.5999755859375,-16049.100341796875,88.80000114440918,-33.399999141693115,63.60000133514404,267.00000762939453,255.0,176.0,,0.01166413666806077,-1.626217297664703,0.00419517110882478,True,4,False,4,87.0,False,
46,3340,78.0,False,False,1,5237.99087415856,-102.86000061035156,-1.8700000047683716,149.57000732421875,-16186.8994140625,2695.8999633789062,3952.9998779296875,3692.6998901367188,2387.4000549316406,2327.7999877929688,1.0,0.06696141534802053,0.20717993365304663,-0.06297583323410326,76561198364567027,Disguised Koala on YT,7.0,-16.34000015258789,-107.0199966430664,87.05000305175781,-7402.0001220703125,-336.6999816894531,104.49999809265137,-2507.5999450683594,-2927.7999877929688,3922.9000854492188,255.0,227.0,,-1.4195966912835325,2.3177575486828186,-1.4210317915174386,True,4,3,0.0,False,False,,639725539893080646,ruben_ess,8.0,323.6700134277344,-1772.219970703125,16.93000030517578,-309.7999954223633,15997.2998046875,23.900001049041748,9.399999976158142,-19.700000286102295,1586.1000061035156,255.0,222.0,,-0.010101608242599786,1.5314953224532462,0.0012516015387292604,True,87.0,False,4,4,False,,enpitsu,76561198039309853,25,12.09000015258789,115.36000061035156,80.16000366210938,5658.4002685546875,-1025.4000091552734,390.40000915527344,4273.2000732421875,-1103.3999633789062,-3282.0999145507812,255.0,128.0,,-1.4483322044207048,-2.3480758387061815,1.059334409483782,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-2383.830078125,4041.469970703125,17.010000228881836,-17980.699462890625,9794.199829101562,2.800000011920929,1.1999999731779099,-0.3999999910593033,1781.199951171875,255.0,255.0,,-0.009608838546288636,0.44952642278011906,0.00017726177371096092,True,False,False,False,0.0,False,
47,3399,80.0,False,False,1,6239.359195154405,-3272.659912109375,497.6000061035156,109.20999908447266,-24830.80078125,17649.89990234375,3392.7999877929688,2133.5000610351562,-4338.399963378906,3345.7000732421875,1.0,0.592806620375073,2.292071423148989,1.6279449535749873,639725539893080646,ruben_ess,8.0,-3142.31005859375,375.92999267578125,66.23999786376953,-13292.7001953125,15809.69970703125,1732.8999328613281,-2682.9998779296875,-567.2999954223633,4141.700134277344,255.0,11.0,,-0.5039047159985555,0.5482500044770672,0.9019572620179661,True,6,5,3.0,False,False,,76561198364567027,Disguised Koala on YT,7.0,-1739.1800537109375,-845.3699951171875,17.010000228881836,-9499.89990234375,-10419.49951171875,2.5,-0.29999999329447746,-0.7999999821186066,0.0,248.0,128.0,False,-0.009568678046549097,-0.8315659074096038,-7.43032529736933e-05,True,0.0,False,4,4,False,,enpitsu,76561198039309853,25,1486.3499755859375,81.91999816894531,17.059999465942383,11665.30029296875,2199.7999572753906,1.8000000715255737,-0.5999999865889549,0.09999999776482582,-6.800000071525574,255.0,128.0,,-0.016688607759690673,2.956121428932174,5.1256481092673754e-05,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-3300.330078125,833.7100219726562,63.470001220703125,2598.5000610351562,-22722.19970703125,2435.2000427246094,2839.5001220703125,-238.09999465942383,-1061.2999725341797,255.0,85.0,,-0.08029002702062424,-1.70304587651059,0.003131158979210464,True,3,False,4,170.0,False,
48,3400,80.0,False,False,0,7104.654037747158,3397.199951171875,-520.7899780273438,143.47999572753906,26221.10107421875,9536.500244140625,9084.000244140625,4138.299865722656,2972.0001220703125,-3168.800048828125,0.0,-0.6004769163083054,-2.142616310372364,1.2309225523606158,bf81d8692db,games5425898691,19.0,3278.090087890625,-632.6799926757812,80.69999694824219,-1816.9000244140625,20219.300537109375,1411.199951171875,-4398.699951171875,2427.100067138672,-2238.0999755859375,255.0,101.0,,0.687404052431626,1.6247592789021164,0.3269088585035846,True,4,3,170.0,False,False,,76561198039309853,enpitsu,25.0,-1615.010009765625,-106.08000183105469,17.059999465942383,-12050.799560546875,-2258.800048828125,1.8000000715255737,0.5999999865889549,-0.19999999552965164,-1.0000000149011612,255.0,0.0,,0.016688615425552913,-2.9564573676650037,4.8453107832036674e-05,True,31.0,False,2,2,False,,Disguised Koala on YT,76561198364567027,7,1842.1400146484375,958.2100219726562,17.010000228881836,9499.89990234375,10419.49951171875,2.5,0.29999999329447746,0.7999999821186066,0.0,248.0,128.0,False,0.009568678046549097,0.8315659074096038,-7.43032529736933e-05,True,0.0,False,4,False,4,,ruben_ess,639725539893080646,8.0,3142.31005859375,-375.92999267578125,66.23999786376953,13292.7001953125,-15809.69970703125,1732.8999328613281,2682.9998779296875,567.2999954223633,4141.700134277344,255.0,11.0,,0.5039047159985555,-0.5482500044770672,0.9019572620179661,True,5,False,6,3.0,False,
