,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,173,0,False,False,1,5182.496381981639,-36.349998474121094,42.060001373291016,103.27999877929688,-8724.199829101562,9861.199951171875,2378.5000610351562,1057.0999908447266,-504.0999984741211,2585.1998901367188,1.0,-0.028538661532779373,-0.12857355495288753,-0.051082558813622406,b78603fb05b,Mr.Sidebar,12.0,116.62999725341797,-51.5,16.549999237060547,9365.10009765625,20669.09912109375,81.49999618530273,19.600000381469727,21.80000066757202,-1348.3999633789062,255.0,0.0,,-0.004890463278775179,2.025299589396409,0.0013044609330456845,True,4,4,False,28.0,False,,76561198965641998,Eric Eli...,10.0,-3311.39990234375,-4005.800048828125,16.959999084472656,-13012.80029296875,12528.299560546875,18.600000143051147,-3.6000001430511475,2.5999999046325684,-2014.9000549316406,255.0,0.0,,-0.009536124498712266,0.8447258696138051,-0.00024597609932720707,True,255.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-0.0,2441.110107421875,17.049999237060547,-0.0,-11804.69970703125,2.5999999046325684,0.5999999865889549,-0.0,0.0,255.0,0.0,,-0.016807813432039555,-1.570775372233716,-2.356888201565208e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,30.100000381469727,427.9700012207031,84.66000366210938,-812.6000213623047,-22786.69921875,2420.8999633789062,5483.599853515625,-421.3999938964844,42.10000038146973,128.0,128.0,,-0.645281861733527,-1.501881968112443,0.014864179819148927,True,31.0,False,4,3,False,
1,207,1,False,False,0,6571.326993025654,1026.6800537109375,-1143.760009765625,107.16999816894531,-2254.2999267578125,10351.700439453125,5632.19970703125,3560.5999755859375,111.30000114440918,4827.9998779296875,0.0,-0.5615479687715677,-2.4726161759997267,-0.6642263163322442,76561198039309853,enpitsu,27.0,1114.699951171875,-1236.9300537109375,16.020000457763672,9517.2998046875,13722.7001953125,8.399999737739563,59.60000038146973,-186.49999618530273,633.4999847412109,255.0,255.0,,0.030605901102452107,1.030357175376534,0.010627131287070803,True,False,False,False,61.0,False,,bf81d8692db,games5425898691,21.0,19.790000915527344,2271.139892578125,16.56999969482422,-4022.0999145507812,22645.400390625,79.60000038146973,17.899999618530273,12.100000381469727,1733.0000305175781,255.0,255.0,,0.010752553211429514,1.7976605753200245,-0.0003568883629853185,False,6.036051645073842,True,4,4,False,,Eric Eli...,76561198965641998,10.0,3136.669921875,2084.47998046875,17.010000228881836,-11701.600341796875,-12173.499755859375,2.0999999344348907,-2.7000001072883606,-2.800000011920929,-1236.2000274658203,128.0,128.0,,0.009630491863880814,-2.4079404507045443,9.968038825096051e-05,True,227.0,False,4,False,4,,Mr.Sidebar,b78603fb05b,12.0,-2397.110107421875,-539.4600219726562,17.010000228881836,-22689.19921875,3336.7999267578125,2.0999999344348907,-1.5000000596046448,0.19999999552965164,-291.299991607666,255.0,128.0,,0.009603292286206374,2.971995824563161,4.4568118006340015e-05,False,0.0,False,4,4,False,
2,253,2,False,False,0,4817.722959275986,656.0399780273438,579.1199951171875,133.97999572753906,-1046.2999725341797,18254.89990234375,1525.2999877929688,2945.5999755859375,2707.7999877929688,3922.0001220703125,0.0,0.21363641479546058,1.319271028984817,0.3844024596822293,76561198039309853,enpitsu,27.0,646.719970703125,437.7200012207031,16.520000457763672,-7054.7998046875,13841.800537109375,-91.09999656677246,-1810.8999633789062,709.8999786376953,-2271.9000244140625,255.0,128.0,,0.04572254754906932,2.0152407924314795,0.03986056267801416,True,False,False,False,25.755587093291737,True,,bf81d8692db,games5425898691,21.0,-3126.110107421875,4058.0400390625,17.0,-22157.900390625,-589.3000030517578,3.4999999403953552,0.19999999552965164,-0.09999999776482582,1969.7999572753906,255.0,255.0,,0.009586154684844937,-3.0386072119041723,4.5690161991487625e-05,True,255.0,False,4,4,False,,Eric Eli...,76561198965641998,10.0,1019.239990234375,1075.3699951171875,17.010000228881836,-13613.900146484375,-1926.4999389648438,2.3000000417232513,-0.3999999910593033,0.0,-2198.6000061035156,255.0,0.0,,0.009573474706575446,-3.065706496822872,-4.148152429153196e-05,True,227.0,False,4,False,4,,Mr.Sidebar,b78603fb05b,12.0,-2986.719970703125,1886.9599609375,17.010000228881836,13446.300048828125,17340.799560546875,1.8000000715255737,-0.19999999552965164,-0.5999999865889549,-0.09999999776482582,255.0,128.0,,0.009615110189450885,0.9111817873927223,5.523176425061215e-05,True,228.0,False,4,4,False,
3,286,4,False,False,0,2891.9875620308226,569.5700073242188,2646.8701171875,102.61000061035156,14393.499755859375,16573.00048828125,4830.299987792969,-2583.699951171875,-3884.8001098632812,3772.5,0.0,0.49675036223678537,1.5940669431369416,-1.2044088678413984,76561198039309853,enpitsu,27.0,394.7300109863281,2581.320068359375,17.049999237060547,11107.39990234375,13679.49951171875,3.1999999284744263,-0.29999999329447746,0.0,-1996.3999938964844,128.0,0.0,,0.016826838577150775,0.8169030804226917,3.439837314354625e-05,True,False,False,False,,False,,bf81d8692db,games5425898691,21.0,-3746.280029296875,2216.550048828125,15.1899995803833,14372.900390625,-15159.3994140625,374.7999954223633,-23.09999942779541,255.9000015258789,1813.2000732421875,255.0,255.0,,-0.014150637360804836,-0.7421649379190955,0.03691265066706472,True,227.0,False,4,4,False,,Eric Eli...,76561198965641998,10.0,-16.209999084472656,2956.85009765625,60.36000061035156,-5482.7001953125,21919.19921875,-1086.1000061035156,-1375.5999755859375,-3757.7999877929688,-3022.9000854492188,0.0,128.0,,0.07971862264844705,-0.531171503236991,-0.5829730814344088,True,229.0,False,4,False,4,,Mr.Sidebar,b78603fb05b,12.0,-890.6400146484375,3629.110107421875,17.010000228881836,22821.10107421875,2862.60009765625,-0.3999999910593033,-1.1999999731779099,0.0,-223.99999618530273,255.0,128.0,,0.009590428734776895,0.10108447863923281,0.000166434943272563,True,190.44137614004072,True,4,4,False,
4,368,7,False,False,1,10475.916082713524,-3492.7099609375,-4372.31005859375,843.969970703125,-4198.2000732421875,14821.300048828125,2959.8001098632812,98.99999618530273,2421.199951171875,-4113.599853515625,1.0,-0.3688319602833369,1.0461090363600574,-2.16075880770645,b78603fb05b,Mr.Sidebar,12.0,-3498.330078125,-4541.6201171875,757.0700073242188,-10967.7001953125,10968.900146484375,3415.7000732421875,0.29999999329447746,2.3000000417232513,2.3999999463558197,255.0,128.0,,0.2334483707994071,0.7756632038582831,1.5684680545996998,True,4,4,False,80.21071823181644,True,,76561198965641998,Eric Eli...,10.0,-1489.530029296875,-4161.2998046875,17.010000228881836,-13026.800537109375,3649.4000244140625,2.0999999344348907,0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,-0.00956410258729745,0.2731764343321472,5.230096969810165e-05,True,255.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-3245.18994140625,-2226.64990234375,17.059999465942383,-638.4999847412109,14062.60009765625,1.1999999731779099,-0.0,0.29999999329447746,105.39999961853027,255.0,128.0,,-0.016762951248976973,1.5146092892020886,-7.08538585896555e-05,False,,False,False,False,False,,games5425898691,bf81d8692db,21.0,-2586.77001953125,-217.08999633789062,17.030000686645508,-21843.00048828125,579.0999984741211,-0.3999999910593033,-4.4999998807907104,-0.0,886.3999938964844,128.0,247.0,,-0.00963093615631611,0.017463013603242504,9.394177231748232e-05,True,229.0,False,4,4,False,
5,403,8,False,False,1,9094.500658363688,-3995.669921875,-2526.909912109375,690.1799926757812,2417.7999877929688,12021.8994140625,-4920.4998779296875,98.99999618530273,3408.9999389648438,1995.0,1.0,-0.39769383799248287,0.7004572542290738,-2.229997345104947,b78603fb05b,Mr.Sidebar,12.0,-3910.43994140625,-2723.25,646.010009765625,8013.900146484375,20333.499755859375,-7164.0997314453125,-1054.1999816894531,5375.3997802734375,492.5,255.0,0.0,,-0.39468855208386155,0.8113028590704018,2.5671196925908095,True,6,5,False,39.27790127774722,True,,76561198965641998,Eric Eli...,10.0,-2732.590087890625,-2892.889892578125,17.010000228881836,-5095.299987792969,13306.500244140625,0.7000000029802322,-0.29999999329447746,1.0999999940395355,-1964.1000366210938,255.0,0.0,,-0.009592339710910754,1.2444490052528292,-0.00016820470896223755,True,251.87568186431804,True,4,4,False,,enpitsu,76561198039309853,27.0,-3377.010009765625,-90.47000122070312,84.69999694824219,-1191.500015258789,19085.799560546875,-139.399995803833,-5489.1998291015625,-343.3000183105469,0.29999999329447746,255.0,128.0,,1.4895721578014933,-1.6344459243457576,3.1404005732172005,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-3719.239990234375,-1192.43994140625,17.030000686645508,-13.600000143051147,-7729.1998291015625,-0.3999999910593033,-0.9000000357627869,4.300000071525574,713.0999755859375,255.0,128.0,,-0.009560576267199838,-1.5914648577440869,-3.853220675447852e-05,True,229.0,False,4,4,False,
6,420,9,False,False,0,5804.692094981829,3866.800048828125,1821.8399658203125,292.82000732421875,11163.800048828125,7517.9998779296875,5600.2001953125,5514.7998046875,-1234.4999694824219,-2015.5000305175781,0.0,-1.4438058308154422,2.514714755287389,2.261539367863458,bf81d8692db,games5425898691,21.0,3766.169921875,1710.0,187.91000366210938,3141.9000244140625,12443.00048828125,2502.5,-4640.199890136719,2849.2999267578125,773.7999725341797,255.0,234.0,,0.07278203192468993,1.0309193511891568,0.14177579570950155,True,6,5,False,229.0,False,,76561198039309853,enpitsu,27.0,3422.429931640625,-1154.1099853515625,16.899999618530273,-2586.400146484375,-18754.599609375,37.799999713897705,-16.299999952316284,14.199999570846558,-2498.800048828125,255.0,0.0,False,0.017733170133002667,-1.8108340180175324,0.0004819881631059188,True,255.0,False,2,2,False,,Eric Eli...,76561198965641998,10.0,2872.2900390625,1947.22998046875,17.010000228881836,2484.499969482422,-17468.499755859375,2.3000000417232513,0.0,2.0000000298023224,1783.3999633789062,128.0,255.0,,0.009624767820327985,-1.3811517328466436,0.00017199516131014307,True,217.0,False,4,False,4,,Mr.Sidebar,b78603fb05b,12.0,3466.5,1550.0,607.3599853515625,-7705.5999755859375,-20410.10009765625,-425.2000045776367,1151.6000366210938,-4510.7000732421875,237.99999237060547,128.0,128.0,,0.16569835587461812,-2.0647743976457256,0.24857633553223676,False,38.0,False,6,6,False,
7,487,11,False,False,0,4158.422276129748,2685.030029296875,3026.070068359375,219.22999572753906,-8491.900024414062,3563.2000732421875,4194.89990234375,-1582.2999572753906,-805.1999664306641,-3484.8001098632812,0.0,-0.2715758260583679,-1.417070251944702,-3.1204523520007865,bf81d8692db,games5425898691,21.0,2814.830078125,3022.9599609375,63.209999084472656,-4717.39990234375,-929.4999694824219,3267.2000122070312,-2297.7999877929688,1545.8000183105469,-400.8000183105469,255.0,81.0,,-0.051574226394632224,-2.4457065188869866,0.00647417648799516,True,8,7,False,216.0,False,,76561198039309853,enpitsu,27.0,1674.1600341796875,1426.25,17.059999465942383,-8843.499755859375,12039.69970703125,1.1999999731779099,0.09999999776482582,0.5000000074505806,6.299999952316284,128.0,128.0,False,0.01689595371154776,2.2051358552772937,-2.6769899506887186e-05,True,170.0,False,2,2,False,,Eric Eli...,76561198965641998,10.0,1646.2099609375,2730.02001953125,17.010000228881836,7904.2999267578125,13849.49951171875,2.0999999344348907,3.1999999284744263,5.199999809265137,-656.9000244140625,128.0,255.0,,0.0096373306442769,0.9803167765942196,0.00017108246286158356,True,167.0,False,4,False,4,,Mr.Sidebar,b78603fb05b,11.0,795.1599731445312,-802.4400024414062,17.010000228881836,-7559.7998046875,13486.099853515625,2.0999999344348907,-1.2999999523162842,2.7000001072883606,-839.4999694824219,255.0,128.0,False,0.009603556998474514,2.0187992852446572,0.00016127580712038371,False,38.0,False,6,6,False,
8,537,13,False,False,1,9113.798003452119,-1352.1300048828125,-3692.169921875,164.72000122070312,-8660.399780273438,-8392.899780273438,2280.0,284.59999084472656,846.6999816894531,5933.0999755859375,1.0,0.39709374606171294,1.42210060814098,-2.295815436366144,76561198965641998,Eric Eli...,10.0,-1230.6800537109375,-3760.280029296875,110.87999725341797,-1350.5999755859375,-4799.700012207031,246.00000381469727,1662.7000427246094,-3974.2999267578125,-3418.9999389648438,0.0,255.0,False,0.8681656774560994,2.4246785059692915,-0.5897745722233327,True,6,5,False,167.0,False,,b78603fb05b,Mr.Sidebar,11.0,586.5800170898438,-2420.47998046875,17.010000228881836,8038.2000732421875,-19032.19970703125,3.3000001311302185,-0.7000000029802322,-0.19999999552965164,0.0,255.0,128.0,False,-0.009643362958916503,-1.9704237391026151,6.860613801210915e-06,True,68.0,False,8,8,False,,enpitsu,76561198039309853,27.0,-1439.2900390625,-3596.35009765625,152.36000061035156,-6488.2000732421875,-16048.900146484375,396.50001525878906,3894.7000122070312,3866.300048828125,-363.3000183105469,128.0,255.0,False,-0.0400359210365933,-0.7742300006720046,-1.2945850246976378,True,91.0,False,4,False,3,,games5425898691,bf81d8692db,21.0,-2192.570068359375,-2340.679931640625,17.010000228881836,3942.39990234375,9754.69970703125,2.0999999344348907,-0.3999999910593033,-1.0000000149011612,-68.49999904632568,255.0,128.0,,-0.009547517989939582,1.9644102011433235,0.00012681738155676949,True,194.0,False,8,8,False,
9,538,13,False,False,0,2662.488618188739,1365.510009765625,3734.860107421875,170.69000244140625,1356.6999816894531,15433.199462890625,1641.0000610351562,2788.5000610351562,2411.199951171875,4733.900146484375,0.0,-0.31703962004494884,-1.2408614800893685,-2.331863099550087,76561198039309853,enpitsu,27.0,1439.2900390625,3596.35009765625,152.36000061035156,6488.2000732421875,16048.900146484375,396.50001525878906,-3894.7000122070312,-3866.300048828125,-363.3000183105469,128.0,255.0,False,0.0400359210365933,0.7742300006720046,-1.2945850246976378,True,4,3,False,91.0,False,,bf81d8692db,games5425898691,21.0,2192.570068359375,2340.679931640625,17.010000228881836,-3942.39990234375,-9754.69970703125,2.0999999344348907,0.3999999910593033,1.0000000149011612,-68.49999904632568,255.0,128.0,,0.009547517989939582,-1.9644102011433235,0.00012681738155676949,True,194.0,False,8,8,False,,Eric Eli...,76561198965641998,10.0,1230.6800537109375,3760.280029296875,110.87999725341797,1350.5999755859375,4799.700012207031,246.00000381469727,-1662.7000427246094,3974.2999267578125,-3418.9999389648438,0.0,255.0,False,-0.8681656774560994,-2.4246785059692915,-0.5897745722233327,True,167.0,False,6,False,5,,Mr.Sidebar,b78603fb05b,11.0,-586.5800170898438,2420.47998046875,17.010000228881836,-8038.2000732421875,19032.19970703125,3.3000001311302185,0.7000000029802322,0.19999999552965164,0.0,255.0,128.0,False,0.009643362958916503,1.9704237391026151,6.860613801210915e-06,True,68.0,False,8,8,False,
