,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,169,0.0,False,True,0,5182.901971534622,4.920000076293945,36.0,94.33000183105469,2605.10009765625,25361.99951171875,2178.9999389648438,-589.0000152587891,377.2999954223633,5959.000244140625,0.0,0.011181573181269276,0.15765431176328118,-0.014740527968574866,76561198863750800,Romsss,25.0,-87.01000213623047,-258.69000244140625,61.599998474121094,15316.8994140625,16915.6005859375,2847.9000854492188,-1041.9999694824219,5382.5,-439.00001525878906,255.0,31.0,,0.09123050662484082,1.0450385377886071,0.08372191755224892,True,0.0,False,4,3,False,,b61533dd68b,EVANPo1,15.0,-2804.639892578125,-4078.199951171875,17.010000228881836,-17612.39990234375,-2592.39990234375,2.3999999463558197,0.0,0.09999999776482582,-2013.0999755859375,255.0,0.0,True,0.009605469232894381,-3.049637825413932,-0.0001899167245282713,True,False,False,False,0.0,False,,enpitsu,76561198039309853,26.0,7.070000171661377,3867.050048828125,17.049999237060547,-671.6999816894531,-9451.099853515625,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.016604908407680342,-1.641766787703377,5.99750532207276e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,127.66999816894531,505.1300048828125,66.77999877929688,-3389.8001098632812,-22448.9990234375,2913.9999389648438,4439.89990234375,-2532.4000549316406,105.10000228881836,128.0,117.0,0.1175351714725555,-1.626321430088501,0.11175422615347258,True,0.0,False,3,False,4,,
1,171,0.0,False,False,1,5337.260953694438,4.800000190734863,-122.33000183105469,124.79000091552734,13683.1005859375,15741.400146484375,7260.7000732421875,4799.200134277344,-504.90001678466797,-3565.4000854492188,1.0,-0.17175485958730605,-0.19191139341080884,-0.3637415011274474,bf81d8692db,games5425898691,18.0,-99.47000122070312,-318.0299987792969,88.58000183105469,3389.8001098632812,22448.9990234375,2371.999969482422,-5206.9000244140625,1671.199951171875,586.6999816894531,128.0,129.0,,-0.678831769392326,1.4885140634785659,0.3387504455086004,True,0.0,False,4,3,False,,76561198039309853,enpitsu,26.0,-1.309999942779541,-3785.97998046875,17.049999237060547,707.2000122070312,9951.099853515625,2.7000001072883606,-0.7999999821186066,-0.0,0.0,255.0,128.0,False,-0.016612262210306254,1.641766745902031,-1.8977401676504876e-06,True,False,False,False,116.0,False,,EVANPo1,b61533dd68b,15.0,2951.1201171875,4090.3701171875,17.010000228881836,17487.099609375,569.900016784668,2.5,0.3999999910593033,-0.0,-2692.7999877929688,255.0,0.0,True,-0.009590914205090834,-3.033074594114023,-0.00018053200505877822,True,255.0,False,False,False,False,40.0,Romsss,76561198863750800,25.0,-38.72999954223633,125.5199966430664,83.19999694824219,-14716.400146484375,-14762.39990234375,2399.1000366210938,-66.99999809265137,-5488.4002685546875,349.39998626708984,255.0,29.0,-0.39545695985054435,-1.1945903575406729,0.6233922734326713,True,0.0,False,3,False,4,,
2,230,2.0,False,False,0,8484.664336777041,-2823.52001953125,-3122.820068359375,193.77999877929688,790.0,-54.29999828338623,9486.900024414062,3807.2000122070312,-4403.699951171875,-1453.0999755859375,0.0,0.010078274309849944,0.009447709636334083,-0.3516404446578092,b61533dd68b,EVANPo1,15.0,-2890.3701171875,-3174.7900390625,46.11000061035156,6343.599853515625,2870.4000854492188,3347.6998901367188,-181.29999160766602,371.8000030517578,848.6000061035156,229.0,154.0,False,0.01803318089969566,0.4678564627747931,3.232779357196446e-05,True,255.0,False,4,False,False,,76561198863750800,Romsss,15.0,3368.6201171875,939.3800048828125,17.010000228881836,9188.699951171875,-14899.7998046875,2.0999999344348907,1.0999999940395355,-1.899999976158142,-512.2000122070312,255.0,128.0,,0.009593771155214554,-1.0586786744568344,0.00010630586793231686,True,4,False,4,0.0,False,,enpitsu,76561198039309853,26.0,-2435.56005859375,2522.860107421875,17.049999237060547,-17966.700439453125,13118.199462890625,2.800000011920929,5.199999809265137,-3.700000047683716,-766.3999938964844,255.0,0.0,False,0.016780451112589828,2.502177584879753,-3.7397269795353275e-05,False,59.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-1846.27001953125,-1715.31005859375,17.010000228881836,-12438.900146484375,13139.7998046875,2.0000000298023224,0.5999999865889549,-0.7000000029802322,-69.29999828338623,255.0,128.0,0.009592303610507008,2.3196410894172352,0.00012157101839430623,False,0.0,False,4,False,4,,
3,306,4.0,False,False,0,8454.947693130032,-2640.5,-3133.02001953125,304.3800048828125,-16114.300537109375,1047.7999877929688,-5007.9998779296875,4815.400085449219,-2923.2000732421875,1048.499984741211,0.0,0.9081064881792954,-1.603432410215836,2.979675587498283,b61533dd68b,EVANPo1,16.0,-2475.3798828125,-3162.169921875,253.83999633789062,-9071.199951171875,1699.4000244140625,99.60000038146973,-4542.0001220703125,2082.7999877929688,2298.0999755859375,255.0,21.0,,-0.428627903169782,2.674860402446046,1.6561368523636542,True,219.0,False,6,5,False,,76561198863750800,Romsss,15.0,2124.85009765625,-3980.889892578125,17.010000228881836,-12609.49951171875,-17319.599609375,2.199999988079071,-0.3999999910593033,0.0,-1678.9999389648438,156.0,0.0,,0.009632549911841792,-2.2440864023667535,-0.00014589661434073466,True,4,False,4,174.0,False,,enpitsu,76561198039309853,26.0,-1492.8699951171875,3265.080078125,17.049999237060547,-4141.199951171875,-14590.50048828125,2.5999999046325684,0.0,0.5000000074505806,-25.899999141693115,255.0,128.0,,0.016787729675294388,-1.8505063438685776,4.836041001318498e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-2828.320068359375,800.4600219726562,17.010000228881836,7687.39990234375,-10333.599853515625,0.19999999552965164,0.29999999329447746,-0.09999999776482582,-2336.6000366210938,255.0,0.0,0.009551856752809985,-0.9958554972520643,-1.6154320737945458e-05,True,242.46624524875355,True,4,False,4,,
4,367,7.0,False,False,1,3051.0994074758714,3222.679931640625,3166.22998046875,247.63999938964844,-15305.6005859375,17303.599853515625,9332.39990234375,4812.200012207031,-766.2000274658203,3500.7000732421875,1.0,0.8182005709093615,-1.8640869380558418,-2.4150119536937975,bf81d8692db,games5425898691,18.0,3310.080078125,3080.669921875,136.83999633789062,-1849.2999267578125,21252.5,1660.2000427246094,-374.90001678466797,-4042.60009765625,3710.2999877929688,255.0,142.0,,-0.08415294838198778,0.840606505826351,-0.023939427161268133,True,137.0,False,6,4,False,,76561198039309853,enpitsu,26.0,1737.9300537109375,73.88999938964844,17.049999237060547,-3062.0999145507812,18978.00048828125,-2.0000000298023224,-0.0,0.3999999910593033,0.0,255.0,128.0,,-0.016787693291600615,1.4108105155375124,-3.194548485551474e-05,True,False,False,False,207.0,False,,EVANPo1,b61533dd68b,15.0,3373.81005859375,3219.110107421875,17.010000228881836,-2392.2999572753906,6817.0001220703125,2.3000000417232513,-0.29999999329447746,1.5999999642372131,-2283.5000610351562,255.0,36.0,,-0.009539886961631706,1.2459623711596919,-4.4874337671736246e-05,False,219.0,False,6,False,6,,Romsss,76561198863750800,13.0,185.8699951171875,5066.5400390625,17.010000228881836,1888.0000305175781,-995.1000213623047,2.3999999463558197,2.5999999046325684,-0.5000000074505806,532.599983215332,255.0,226.0,-0.00942603689900749,-2.5740452799699436,0.00012254790309300647,True,205.0,False,4,False,4,,
5,432,9.0,False,False,0,8904.286287566227,-409.3900146484375,-3750.97998046875,403.3399963378906,-4433.800048828125,19772.2998046875,1680.2000427246094,-778.7999725341797,1890.0,-5640.999755859375,0.0,-0.5107707217024258,0.5110083808355617,-2.138184508964189,76561198863750800,Romsss,13.0,-287.9200134277344,-3957.5400390625,285.75,-1168.499984741211,14894.000244140625,3043.0999755859375,656.2999725341797,-1899.4000244140625,1338.5000610351562,255.0,254.0,,-0.17710342360183784,1.9833825847341613,-0.11121871469023337,True,108.93797841892443,True,6,4,4,,b61533dd68b,EVANPo1,15.0,-1095.9000244140625,-4302.259765625,17.010000228881836,14008.699951171875,-3871.9000244140625,2.3000000417232513,-1.4000000059604645,0.3999999910593033,1987.5,252.0,255.0,,0.009585699236507872,-0.2206928330669611,0.00014834536705485995,True,6,False,6,221.0,False,,enpitsu,76561198039309853,26.0,-305.489990234375,-3259.330078125,258.9200134277344,2319.499969482422,-18218.299560546875,2507.5999450683594,2656.400146484375,-3946.7999267578125,284.59999084472656,255.0,0.0,,-0.4353025620237772,-1.8163685824486413,0.2969885745106437,True,146.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-2805.449951171875,-4294.830078125,16.989999771118164,8430.2001953125,12234.100341796875,2.199999988079071,-0.7000000029802322,5.199999809265137,-62.39999771118164,255.0,128.0,0.009433397861573455,0.959958763761086,-7.032737990877164e-05,True,96.33124294845004,True,4,False,6,,
6,497,11.0,False,False,0,4779.655795558708,-1288.2900390625,376.4700012207031,135.89999389648438,12207.900390625,16975.2001953125,403.6000061035156,-1475.2000427246094,-3891.4999389648438,-4322.0001220703125,0.0,-0.3258974450504313,-0.8725177680790005,-2.449977910188187,76561198863750800,Romsss,18.0,-1433.5799560546875,340.2300109863281,87.56999969482422,9200.700073242188,18865.50048828125,1938.5000610351562,992.7999877929688,5335.2001953125,894.1999816894531,255.0,0.0,,0.05634004256012492,1.2017539981850636,0.8690908983001193,True,0.0,True,8,5,4,,b61533dd68b,EVANPo1,14.0,-504.6600036621094,-511.7799987792969,15.739999771118164,-2701.4999389648438,21839.09912109375,121.80000305175781,60.39999961853027,1.8000000715255737,-64.6999979019165,247.0,128.0,,0.014241663124421721,1.6937604383005012,0.00047923722424711435,True,8,False,8,185.0,False,,enpitsu,76561198039309853,27.0,879.1599731445312,-5765.52001953125,211.0500030517578,-41.30000114440918,7727.80029296875,26.90000057220459,-2334.7999572753906,-0.9000000357627869,-55.19999980926514,255.0,255.0,False,-0.049616225860742366,1.5570424718361062,-1.5696383315340192,True,108.40827537352038,True,2,False,2,,games5425898691,bf81d8692db,19.0,-893.3900146484375,369.1000061035156,16.989999771118164,4421.000061035156,22571.0009765625,2.199999988079071,0.0,0.0,-13.700000047683716,255.0,128.0,0.009599509627016937,1.3756999647224526,1.8837557268802036e-05,True,18.441651603227022,True,4,False,6,,
7,509,12.0,False,False,0,4022.3620346221364,-752.739990234375,1120.18994140625,93.22000122070312,11074.599609375,15790.30029296875,1438.800048828125,-4041.4999389648438,-1219.8999786376953,-4263.399963378906,0.0,0.12120695184884243,2.773276955290203,-0.997808211121496,76561198863750800,Romsss,18.0,-1034.8800048828125,1163.530029296875,94.26000213623047,9429.400024414062,19500.30029296875,-155.20000457763672,1791.4999389648438,5182.7001953125,-423.49998474121094,179.0,128.0,,0.07711482506540321,1.2379789021582281,-2.128445495615131,True,0.0,False,8,5,4,,b61533dd68b,EVANPo1,14.0,-456.57000732421875,281.1499938964844,17.010000228881836,4749.2999267578125,16537.7001953125,2.0999999344348907,0.0,-0.9000000357627869,-154.20000076293945,255.0,128.0,,0.009624423551982718,1.2729716018405628,0.00012993624338601488,True,8,False,8,185.0,False,,enpitsu,76561198039309853,26.0,850.4199829101562,-5391.6201171875,62.11000061035156,-3588.599853515625,8912.100219726562,-3455.4998779296875,1141.2999725341797,5379.2999267578125,-101.49999618530273,255.0,128.0,False,0.44926786735502644,2.088141814084882,-0.7683544354371968,True,70.84398266320588,True,2,False,2,,games5425898691,bf81d8692db,19.0,-720.219970703125,1331.550048828125,16.989999771118164,2066.6000366210938,22806.59912109375,4.600000083446503,-0.09999999776482582,-3.4999999403953552,617.7999877929688,255.0,128.0,0.009600338610008578,1.5200052007949885,-2.253438578745829e-05,True,5.0,False,4,False,6,,
8,546,13.0,False,False,0,2538.860556456001,624.4299926757812,3106.75,125.41999816894531,11470.999755859375,8162.80029296875,2819.7000122070312,-3644.1000366210938,-3078.800048828125,-3056.9000244140625,0.0,0.9383601114993633,0.784012954014146,-0.7024886171579493,b61533dd68b,EVANPo1,14.0,679.6900024414062,2944.780029296875,87.41999816894531,4960.899963378906,8835.800170898438,3202.0999145507812,4533.399963378906,-405.9000015258789,756.2999725341797,255.0,236.0,,-0.2108961313550527,2.0636705664897965,-0.19094020121978839,True,135.0,False,10,9,False,,76561198863750800,Romsss,18.0,-954.5499877929688,3646.510009765625,17.010000228881836,-16270.999755859375,8849.500122070312,2.3999999463558197,-0.19999999552965164,0.0,1994.4999694824219,255.0,254.0,,0.009592696596228025,2.7178278850510766,-1.6235508624062883e-05,True,6,4,8,0.0,False,,enpitsu,76561198039309853,27.0,-85.91000366210938,-3431.199951171875,17.030000686645508,2956.300048828125,21643.40087890625,4.799999892711639,-0.09999999776482582,-0.7999999821186066,-116.40000343322754,255.0,128.0,False,0.016769717917240835,1.4229597363105329,0.0001046165949669256,True,12.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,525.2100219726562,3191.419921875,101.2300033569336,9348.200073242188,11750.699462890625,286.3999938964844,3318.699951171875,2730.2999877929688,2903.599853515625,255.0,38.0,0.8790131518463327,0.7255555879576245,1.5927212421749248,True,5.0,False,5,False,8,,
9,559,14.0,False,False,0,2598.7582267075536,1134.1300048828125,3517.6201171875,95.69999694824219,10603.800048828125,8644.400024414062,1144.3000030517578,-4048.9999389648438,-149.399995803833,-2160.7000732421875,0.0,-0.544385016253282,-0.7798547543296667,-1.78277624925187,b61533dd68b,EVANPo1,14.0,912.260009765625,3273.8701171875,104.58999633789062,5736.7999267578125,8173.900146484375,-151.09999656677246,-294.20000076293945,-4826.000061035156,-2621.6000366210938,255.0,128.0,,-0.30322728641339364,0.9324035589383143,-2.7000840415634615,True,166.0,False,10,9,False,,76561198863750800,Romsss,18.0,-1685.1099853515625,3699.320068359375,17.010000228881836,-16030.899658203125,-5801.400146484375,2.3999999463558197,0.29999999329447746,0.0,1980.8999633789062,255.0,254.0,,0.00958984210467069,-2.72420470484095,5.121866832301579e-05,True,6,4,8,,False,,enpitsu,76561198039309853,26.0,38.209999084472656,-2331.5,17.030000686645508,-45.79999923706055,21706.79931640625,5.099999904632568,0.0,0.3999999910593033,158.50000381469727,255.0,128.0,,0.016778786199968185,1.5882280937346498,-9.796883361734538e-05,True,43.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,890.5800170898438,3751.85009765625,96.43000030517578,8556.400146484375,13367.7001953125,-143.59999656677246,3150.0,4505.10009765625,-175.9000015258789,255.0,128.0,-0.8206097852255746,1.0955392539744366,-1.7489763490812311,True,5.0,False,5,False,8,,
