,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
31,1855,52,False,False,0,4752.560933273131,1358.010009765625,955.9500122070312,359.3999938964844,4085.0,12434.300537109375,6552.9998779296875,5514.69970703125,2292.4000549316406,576.1000061035156,0.0,0.21330887912124677,2.103580534674641,-0.48769659391049314,76561198039309853,enpitsu,26.0,1338.489990234375,796.3499755859375,225.44000244140625,5301.199951171875,8845.800170898438,3020.4000854492188,-733.4999847412109,-2976.9000244140625,310.49999237060547,128.0,255.0,False,-0.6814963086141798,1.2105488948288787,-0.3154331238808022,True,97.0,False,10,7,False,,bf81d8692db,games5425898691,18.0,2350.4599609375,1347.8499755859375,17.010000228881836,-3870.4000854492188,-13550.899658203125,2.0999999344348907,0.19999999552965164,0.7999999821186066,-59.60000038146973,255.0,128.0,,0.00958889921372079,-1.857300717860534,0.00010461407801267824,True,112.0,False,False,18,16,,RGTITO,4864972377327238000,12,1887.56005859375,783.5,15.979999542236328,5464.4000244140625,-3773.2998657226562,110.50000190734863,20.0,-63.69999885559082,-625.4000091552734,255.0,128.0,,0.00571900801816293,2.5284872031274808,0.004499130585846651,True,18,4,0.0,False,22,,SORIANO268,2389101314914475938,14.0,-609.52001953125,3144.820068359375,17.049999237060547,10316.500244140625,-7764.69970703125,2.5999999046325684,0.5999999865889549,-0.19999999552965164,10.399999618530273,255.0,129.0,False,0.016722224633273317,-0.6447595327709195,-5.146696134417633e-05,,154.0,False,10,False,12,
32,1918,54,False,False,1,9414.051153715902,-2270.25,-3725.6201171875,126.38999938964844,-12809.7998046875,-9075.30029296875,-1048.1999969482422,-5049.89990234375,878.7999725341797,-17.899999618530273,1.0,0.9996866182525714,-2.4553020691184915,-0.907261652602911,2389101314914475938,SORIANO268,14.0,-2160.780029296875,-3709.679931640625,17.049999237060547,-8205.999755859375,-13312.099609375,-2.0000000298023224,1.5000000596046448,2.3999999463558197,404.39998626708984,255.0,128.0,,-0.016777588382552024,-1.037110169002867,-2.2630919261750005e-05,,160.3277678053866,True,12,10,False,,4864972377327238000,RGTITO,12.0,-1411.4100341796875,-2561.5400390625,17.010000228881836,8746.300048828125,-12854.100341796875,0.0,0.19999999552965164,-0.5999999865889549,0.5000000074505806,255.0,128.0,,-0.009596344484288703,-2.168363015267039,-5.3924884061624255e-05,True,5.907415207996164,True,4,22,18,,enpitsu,76561198039309853,26,-2694.669921875,-3498.800048828125,17.049999237060547,-5914.5001220703125,-13501.8994140625,2.7000001072883606,-0.5000000074505806,0.5999999865889549,-1.4000000059604645,255.0,,,-0.01681736585463832,-1.1577137008954201,1.5272406772063575e-05,True,8,False,44.0,False,10,,games5425898691,bf81d8692db,18.0,-1299.9599609375,-1821.8499755859375,17.010000228881836,-12287.80029296875,-4294.89990234375,2.3000000417232513,-0.0,-0.0,-2293.300018310547,255.0,0.0,,-0.00955673341030094,-0.2685050085941521,-2.1176913655606445e-05,True,112.0,False,16,False,18,
33,1933,55,False,False,0,3931.6086023380967,2916.830078125,4180.89990234375,107.55999755859375,3820.7000732421875,7901.9000244140625,2528.3999633789062,3060.7000732421875,-143.29999923706055,796.5000152587891,0.0,-0.25994085694014235,-1.8523612590379084,2.6553364906732733,76561198039309853,enpitsu,26.0,3029.719970703125,4162.0498046875,22.020000457763672,7988.3001708984375,11788.299560546875,2999.7000122070312,4.399999976158142,8.100000023841858,1065.5000305175781,0.0,255.0,,0.01680900367278381,0.9470069832364446,0.0005686192366759769,True,255.0,False,12,9,False,,bf81d8692db,games5425898691,18.0,1976.6300048828125,1894.9200439453125,17.010000228881836,13865.0,1011.8000030517578,2.0000000298023224,0.09999999776482582,0.09999999776482582,31.30000114440918,255.0,136.0,,0.009560259597728576,0.07317638206247529,9.847757566021385e-06,True,112.0,False,False,18,16,,RGTITO,4864972377327238000,12,937.280029296875,3258.449951171875,17.010000228881836,-9397.80029296875,13809.000244140625,1.899999976158142,-0.19999999552965164,0.5000000074505806,0.0,255.0,128.0,,0.009596344484288703,2.168363015267039,-5.3924884061624255e-05,True,18,4,31.0,False,22,,SORIANO268,2389101314914475938,14.0,2775.949951171875,4321.2900390625,17.040000915527344,16594.599609375,6195.999755859375,4.399999976158142,-0.5999999865889549,2.800000011920929,-1981.0000610351562,101.0,0.0,,0.01678789808323753,0.28538705592780855,3.0156703134392382e-05,,131.0,False,10,False,12,
34,1952,55,False,False,0,3891.2156743600767,2959.77001953125,4615.97998046875,93.55999755859375,-1653.0999755859375,3545.4000854492188,1742.7999877929688,-2164.1000366210938,-671.1000061035156,230.10000228881836,0.0,0.9663752792748244,-2.525545663432029,1.2894604422639173,76561198039309853,enpitsu,26.0,3229.93994140625,4635.52001953125,117.25,1282.5999450683594,5162.60009765625,-154.7000026702881,3086.6000366210938,-4478.599853515625,-815.0,128.0,255.0,,0.41845753994183416,2.6466772385764443,2.310405401694583,True,255.0,False,12,10,False,,bf81d8692db,games5425898691,18.0,2878.31005859375,2195.889892578125,17.010000228881836,8911.500244140625,10496.99951171875,2.3000000417232513,-0.3999999910593033,-0.09999999776482582,2107.5,255.0,249.0,,0.009566026006869344,0.9306450073978593,5.2211907149731864e-05,True,112.0,False,False,18,16,,RGTITO,4864972377327238000,12,171.33999633789062,4157.25,17.010000228881836,-9113.699951171875,13286.300048828125,2.5,-0.19999999552965164,0.29999999329447746,-2596.7999267578125,255.0,0.0,True,0.009592107415851805,2.0557781174491465,-0.00017374793537469575,True,18,4,31.0,False,22,,SORIANO268,2389101314914475938,14.0,3406.280029296875,4188.22021484375,17.040000915527344,1091.9999694824219,-1453.800048828125,3.8999998569488525,-0.5999999865889549,1.7000000178813934,-97.5,0.0,137.0,False,0.017289755577892255,-0.9843676990301841,0.00019920052130127357,,131.0,False,10,False,12,
35,1976,56,False,False,0,3730.609538841994,2827.0400390625,4902.47021484375,101.63999938964844,-1569.7000122070312,2551.1000061035156,928.7999725341797,-3190.7998657226562,-1712.7000427246094,190.40000915527344,0.0,-0.8539413685094812,-2.06763271186388,-3.0603015648877974,76561198039309853,enpitsu,26.0,3140.679931640625,4801.22998046875,156.5399932861328,-2034.4000244140625,570.0,-1318.800048828125,948.7999725341797,-716.5000152587891,-858.3999633789062,255.0,128.0,False,-0.39709330350569577,2.1580110145993423,1.2958944678479227,True,236.185410932828,True,12,10,False,,bf81d8692db,games5425898691,18.0,2748.489990234375,3165.510009765625,17.010000228881836,-10939.49951171875,7518.499755859375,2.3000000417232513,0.09999999776482582,-0.29999999329447746,2081.6000366210938,255.0,242.0,,0.009551311817273802,2.601381131180674,2.5649192308101665e-05,True,112.0,False,False,18,16,,RGTITO,4864972377327238000,12,169.52000427246094,4844.330078125,17.010000228881836,4121.000061035156,1135.8999633789062,1.899999976158142,-0.7000000029802322,0.0,-12.300000190734863,128.0,128.0,False,0.009630828454481134,0.2653592469928597,6.076951056573455e-05,True,18,4,61.0,False,22,,SORIANO268,2389101314914475938,14.0,3357.969970703125,4503.3701171875,48.2400016784668,2571.300048828125,6064.6002197265625,3104.4000244140625,2163.2000732421875,-1600.5000305175781,-2646.7001342773438,0.0,255.0,False,0.46433467032351344,-2.261597805165909,0.05220178040774426,,131.0,False,10,False,12,
36,1991,57,False,False,0,3630.50725677868,2731.760009765625,4998.7900390625,137.57000732421875,-1852.8999328613281,763.3000183105469,337.59998321533203,-1743.0999755859375,-3049.5999145507812,-528.1000137329102,0.0,0.12130658643743046,2.7759650072692894,-1.135907264319348,76561198039309853,enpitsu,26.0,2939.760009765625,4923.2998046875,57.790000915527344,-3943.9999389648438,2778.0999755859375,112.79999732971191,259.3000030517578,11.59999966621399,473.80001068115234,255.0,255.0,False,-0.07895949095833434,2.3724371754621645,-0.618390905803123,True,214.32719995898586,True,12,10,False,,bf81d8692db,games5425898691,18.0,1976.8699951171875,3212.820068359375,17.010000228881836,-12870.50048828125,-4530.400085449219,2.199999988079071,0.0,-0.09999999776482582,936.1000061035156,255.0,177.0,,0.009564574640726376,-2.770396354988792,-4.300922950872426e-05,True,112.0,False,False,18,16,,RGTITO,4864972377327238000,12,360.989990234375,4893.02001953125,17.010000228881836,4238.2000732421875,439.90001678466797,2.5,-1.0000000149011612,-1.1999999731779099,-1540.7000732421875,255.0,43.0,False,0.009582361762833011,0.1855630030149861,-0.00020825441079394801,True,18,4,61.0,False,22,,SORIANO268,2389101314914475938,14.0,3283.580078125,4568.85986328125,46.41999816894531,-6914.2999267578125,885.9999847412109,-2243.5000610351562,-524.3000030517578,2123.800048828125,-2053.699951171875,255.0,0.0,False,0.2906637074043973,3.0533501382629065,-0.38707966453195997,,115.32719995898586,True,10,False,12,
37,1996,57,False,False,0,3576.5953503892256,2678.239990234375,5010.22021484375,141.10000610351562,-9982.100219726562,1162.5,1319.1000366210938,198.1999969482422,1108.3999633789062,1145.6999969482422,0.0,0.66951260606837,2.7101210021110185,-1.121722241413292,76561198039309853,enpitsu,26.0,2834.81005859375,4991.509765625,60.68000030517578,-6652.2998046875,3507.7999877929688,-94.39999580383301,-493.10001373291016,-279.89999771118164,1703.5000610351562,255.0,255.0,False,-0.03244858937099498,2.6380572767598816,-0.676127894342808,True,198.6519827253075,True,12,10,False,,bf81d8692db,games5425898691,18.0,1787.77001953125,3130.570068359375,17.010000228881836,-12421.800537109375,-6150.10009765625,2.0999999344348907,0.9000000357627869,0.29999999329447746,343.80001068115234,255.0,128.0,,0.009581491980929169,-2.657629606910405,-7.451304834226488e-05,True,112.0,False,False,18,16,,RGTITO,4864972377327238000,12,503.1199951171875,4901.75,17.010000228881836,5898.800048828125,250.30000686645508,2.0999999344348907,-0.5999999865889549,0.9000000357627869,-22.799999713897705,128.0,128.0,False,0.009587193121626396,0.03879732501573236,6.18983713051188e-05,True,18,4,61.0,False,22,,SORIANO268,2389101314914475938,14.0,3120.830078125,4617.97998046875,20.8700008392334,-9698.400268554688,3982.0001220703125,-538.8000106811523,-1206.3999938964844,954.5999908447266,-677.3999786376953,255.0,128.0,False,0.060486119144648416,2.730782391891568,-0.11936177044385728,,99.65198272530752,True,10,False,12,
38,2006,57,False,False,0,3233.418928724942,2334.8701171875,5011.64013671875,149.6300048828125,-13240.0,-1947.7999877929688,1002.9000091552734,1056.6000366210938,1500.5000305175781,1274.4999694824219,0.0,0.3074516493632689,2.790451680159082,-1.0482482301424387,76561198039309853,enpitsu,26.0,2525.780029296875,5054.35986328125,57.349998474121094,-12232.5,301.49999618530273,75.39999961853027,95.0,151.40000343322754,459.39998626708984,255.0,128.0,False,0.009810981002721928,3.107740994061862,-0.7456988246332729,True,173.0,False,13,10,False,,bf81d8692db,games5425898691,18.0,1295.8299560546875,2884.7900390625,17.010000228881836,-12987.099609375,-5440.8001708984375,2.0999999344348907,2.7000001072883606,1.0000000149011612,-778.1999969482422,255.0,34.0,,0.009587646136468642,-2.7486256829957516,-5.529769575714947e-05,True,112.0,False,False,18,16,,RGTITO,4864972377327238000,12,662.9299926757812,4907.919921875,17.010000228881836,4236.499938964844,159.79999542236328,2.0999999344348907,-0.5999999865889549,0.3999999910593033,0.0,128.0,128.0,False,0.009608800572513504,0.03772892848431082,5.7183944742680176e-05,True,18,4,61.0,False,22,,SORIANO268,2389101314914475938,14.0,2755.070068359375,4786.47998046875,16.979999542236328,-13285.30029296875,5916.5997314453125,12.5,7.699999809265137,-14.199999570846558,539.1999816894531,255.0,175.0,False,0.016205501951750807,2.722560728619149,0.0010161567785283516,,68.36849869451217,True,10,False,12,
39,2027,58,False,False,1,10147.14730677411,-1342.8399658203125,-4757.080078125,155.39999389648438,-17334.000244140625,8453.200073242188,5867.7001953125,948.0999755859375,5008.599853515625,3164.5001220703125,1.0,-0.0446798774346743,2.988022365088195,-1.813007925204435,4864972377327238000,RGTITO,12.0,-1131.25,-4827.85009765625,76.1500015258789,-9771.099853515625,7990.2001953125,2992.5,-3674.8001098632812,-2502.899932861328,-3237.3001098632812,255.0,92.0,False,-0.15298743010609195,0.8447075289296339,-0.00234872499369582,True,61.0,False,24,19,4,,2389101314914475938,SORIANO268,14.0,-1461.8599853515625,-4996.56982421875,26.149999618530273,21055.0,2839.89990234375,-734.4999694824219,1613.699951171875,452.90000915527344,1746.0000610351562,255.0,255.0,False,-0.05593174377702638,2.948025927319625,-0.3088506607156646,,2.467518229638398,True,False,12,10,,enpitsu,76561198039309853,26,-1496.4100341796875,-4874.06005859375,124.7300033569336,13872.099609375,2831.099853515625,-992.3999786376953,-14.700000286102295,-293.4000015258789,201.49999618530273,0.0,128.0,False,-0.6517484847879427,-2.420682706201521,-0.8981672814967047,True,10,False,173.0,False,14,,games5425898691,bf81d8692db,18.0,-262.0899963378906,-2807.830078125,17.010000228881836,13714.300537109375,-5894.69970703125,0.09999999776482582,0.7000000029802322,-0.19999999552965164,-2090.0,255.0,0.0,,-0.009590505725307093,-2.6720417146412307,-4.738722784262765e-05,True,96.26292468142768,True,16,False,18,
40,2028,58,False,False,0,2272.4846676347015,1327.81005859375,4672.18017578125,184.30999755859375,-5432.8997802734375,-22544.09912109375,7050.0,-1209.4999694824219,2577.9998779296875,5281.099853515625,0.0,-0.11988812081561186,-2.6790833997220793,-1.7913830742533294,76561198039309853,enpitsu,26.0,1378.7900390625,4850.1201171875,112.66000366210938,-11596.300048828125,-2347.7000427246094,-1591.9000244140625,1440.2000427246094,266.299991607666,5018.399963378906,0.0,128.0,False,0.5851457770606335,2.660793939262664,-0.9676315378730063,True,173.0,False,14,10,False,,bf81d8692db,games5425898691,18.0,139.97999572753906,2875.8701171875,17.010000228881836,-12905.10009765625,8691.900024414062,0.09999999776482582,0.0,0.09999999776482582,-2054.9000549316406,255.0,0.0,,0.009601476825789,2.482452642609809,-1.7074218469243245e-05,True,121.91911378214436,True,False,18,16,,RGTITO,4864972377327238000,12,1190.6099853515625,4761.22998046875,91.25,6651.5997314453125,-7312.1002197265625,1433.3999633789062,5255.10009765625,1567.5,-419.59999084472656,255.0,151.0,False,0.7571573569077554,-0.9253454509920269,0.2262675858279678,True,19,4,61.0,False,24,,SORIANO268,2389101314914475938,14.0,1268.2900390625,4955.58984375,18.010000228881836,-21150.6005859375,-5745.9002685546875,-874.4000244140625,-3041.0000610351562,-764.8999786376953,1046.8000030517578,255.0,128.0,False,0.03116631239796593,-2.793589468387348,-0.06382845280520465,,0.0,True,10,False,12,
41,2193,64,False,False,0,10176.766731950578,-868.6500244140625,-5036.72998046875,258.3999938964844,-15283.499755859375,-10405.799560546875,13906.600341796875,-3510.5999755859375,4513.900146484375,-1816.4999389648438,0.0,0.05983882751351248,0.6793635583946045,0.7518540239101206,76561198039309853,enpitsu,26.0,-776.010009765625,-5004.39990234375,137.24000549316406,-14138.00048828125,-15942.60009765625,2607.3001098632812,-2227.7000427246094,-618.4000015258789,-3095.5999755859375,128.0,128.0,,0.016002031608197975,-2.8618365099615084,0.017023239223506875,True,10.0,False,16,10,False,,bf81d8692db,games5425898691,18.0,-2389.639892578125,-5100.7099609375,130.39999389648438,12003.599853515625,-2455.500030517578,9226.099853515625,-5002.900085449219,1214.1999816894531,993.0999755859375,255.0,255.0,,-0.7141304265097802,-0.17114921089641355,-1.3075421091368058,True,255.0,False,False,20,18,,RGTITO,4864972377327238000,12,-1039.93994140625,-454.25,17.010000228881836,1173.6000061035156,-11220.50048828125,2.0999999344348907,0.09999999776482582,-1.4000000059604645,190.6999969482422,255.0,128.0,,0.009546147633161733,-1.4426764060458475,-0.00019801892553088793,True,22,4,75.0,False,28,,SORIANO268,2389101314914475938,14.0,-956.2000122070312,-5053.52001953125,127.12999725341797,10424.3994140625,-1701.6999816894531,5843.499755859375,-2159.4000244140625,4795.799865722656,-1608.2000732421875,255.0,255.0,,-0.31984249320538116,-1.1592225051361282,-0.8872890203254632,,31.0,False,15,False,18,
42,2261,67,True,True,1,2746.4566666842957,1441.5400390625,2448.27001953125,406.54998779296875,-5017.799987792969,17622.2998046875,4727.39990234375,5204.1998291015625,822.2000122070312,2870.4998779296875,1.0,1.3431532960712862,-2.198481696413117,0.9936368229881706,4864972377327238000,RGTITO,12.0,1494.52001953125,2318.800048828125,297.5,2403.0999755859375,11493.399658203125,555.2000045776367,-5412.9998779296875,-936.6999816894531,-267.60000228881836,255.0,238.0,,-0.3454304517463236,2.0412395629219446,-0.34820336128224866,True,24.8897893454439,True,30,23,4,,2389101314914475938,SORIANO268,14.0,2662.820068359375,4458.9501953125,17.049999237060547,9770.0,-6998.499755859375,3.1999999284744263,0.5999999865889549,-0.29999999329447746,-2341.9000244140625,255.0,5.0,,-0.016720280911826688,-2.4642415148430055,-6.12335876515733e-05,,0.0,False,False,18,16,,enpitsu,76561198039309853,26,768.25,5082.7099609375,17.1200008392334,-299.50000762939453,-9267.39990234375,-14.500000476837158,-37.69999980926514,59.89999771118164,20.799999237060547,255.0,255.0,,-0.018194208204155703,-1.5395112879650836,0.0006920282228281254,True,10,False,10.0,False,16,,games5425898691,bf81d8692db,18.0,-397.8299865722656,5072.39013671875,16.780000686645508,1551.6999816894531,-1345.0,49.89999771118164,-68.80000114440918,51.599998474121094,1322.8999328613281,255.0,255.0,,-0.009277231188319355,-2.588943113798244,0.005169308169892994,True,199.83648168399773,True,18,False,20,
43,2558,68,False,False,1,5206.0387931142905,-66.08000183105469,23.6299991607666,94.83000183105469,-20271.099853515625,5177.60009765625,1226.6999816894531,-4208.2000732421875,-99.0999984741211,3803.2998657226562,1.0,-0.022835999195258656,-0.3459604998118187,-0.11503265827824478,4864972377327238000,RGTITO,12.0,-32.400001525878906,-135.14999389648438,103.86000061035156,7830.10009765625,13393.1005859375,1871.199951171875,-4723.2000732421875,1601.199951171875,2318.800048828125,255.0,117.0,,-1.317930096017575,1.5394897319610705,0.20051547584548018,True,0.0,False,4,3,False,,2389101314914475938,SORIANO268,13.0,-6.289999961853027,-1279.6199951171875,17.049999237060547,-89.30000305175781,14101.099853515625,2.5999999046325684,-0.0,-0.0,-2.800000011920929,255.0,128.0,,-0.016777341830648173,1.5648329167773751,-1.1011322024199451e-05,,50.0,False,False,False,False,,enpitsu,76561198039309853,26,117.37999725341797,131.55999755859375,99.52999877929688,-12226.500244140625,-19420.2001953125,128.00000190734863,4752.9998779296875,-2759.8001098632812,-204.20000076293945,255.0,0.0,,-1.3624179743367333,-0.8679329555149717,-0.1372670760396971,True,1,False,0.0,False,2,,games5425898691,bf81d8692db,17.0,209.9499969482422,4738.8701171875,17.010000228881836,-1241.2999725341797,-4059.2999267578125,2.0999999344348907,0.09999999776482582,-0.3999999910593033,0.0,255.0,128.0,,-0.009452786477615858,-1.273963276679319,-3.2495660694395345e-05,True,116.0,False,4,False,4,
44,2638,71,False,False,1,6227.943536459773,-3979.070068359375,1264.31005859375,563.469970703125,7872.8997802734375,9665.399780273438,12033.199462890625,5074.599914550781,-349.00001525878906,-3182.0999145507812,1.0,0.20525217557100098,-0.5264389302460414,-2.0527715154400283,2389101314914475938,SORIANO268,14.0,-4079.3798828125,1174.050048828125,380.0799865722656,93.99999618530273,15671.99951171875,7962.2998046875,346.6999816894531,-122.39999771118164,50.10000228881836,192.0,255.0,,0.4577094218448514,1.558936213715716,1.5713811103251905,,255.0,False,False,False,False,,4864972377327238000,RGTITO,12.0,2467.5400390625,45.040000915527344,20.739999771118164,14735.699462890625,-1906.9000244140625,-1994.7999572753906,1518.6000061035156,3527.60009765625,1030.6999969482422,255.0,128.0,,0.0864545707583731,-3.038683491797777,-0.044553383920615586,True,31.0,False,False,6,6,,enpitsu,76561198039309853,26,-450.92999267578125,600.25,75.12000274658203,7582.19970703125,13925.2001953125,2391.999969482422,-4809.599914550781,2667.6998901367188,-17.899999618530273,255.0,128.0,,-0.3260188156669403,2.0783258159842557,-0.0002983746098697056,True,3,False,0.0,False,4,,games5425898691,bf81d8692db,18.0,-4002.4599609375,3664.18994140625,80.30000305175781,-12351.199951171875,-4077.0999145507812,10563.800048828125,196.00000381469727,5450.30029296875,-710.9999847412109,255.0,0.0,,0.7281257916560423,-0.2713547629817126,-0.24951635645161216,True,255.0,False,4,False,4,
45,2744,75,False,False,0,10147.36238837852,1160.3499755859375,-4796.81982421875,301.7900085449219,17990.799560546875,-20499.29931640625,128.59999656677246,-1904.6000671386719,59.80000019073486,-5689.2999267578125,0.0,-1.212540534218546,-0.20937730114019973,0.2614478063273888,76561198039309853,enpitsu,26.0,1008.75,-4688.83984375,236.5800018310547,13933.599853515625,-6609.69970703125,-2.0999999344348907,2216.3999938964844,5033.299865722656,-48.80000114440918,255.0,128.0,,0.8253577934228661,-0.42445351167981815,-0.013163058521551696,True,0.0,False,6,5,False,,bf81d8692db,games5425898691,18.0,1190.6300048828125,-4907.06982421875,103.87000274658203,-11385.2001953125,2984.2001342773438,3239.1000366210938,1621.3999938964844,2449.4000244140625,-669.7000122070312,255.0,128.0,,-0.3005038961781577,2.7119268150544142,-0.11386561935177468,True,255.0,False,False,6,4,,RGTITO,4864972377327238000,12,-1884.030029296875,-2530.429931640625,16.989999771118164,9385.900268554688,5688.900146484375,4.600000083446503,0.0,0.7000000029802322,0.0,128.0,128.0,,0.009614918691334223,0.544937626284909,-3.0127201711025112e-05,True,6,False,184.0,False,6,,SORIANO268,2389101314914475938,14.0,1257.300048828125,-4387.5400390625,520.010009765625,-12473.299560546875,-12736.300048828125,-10801.8994140625,-2832.6998901367188,1766.3999938964844,465.29998779296875,128.0,151.0,,-0.7165371866629696,-2.0066830863584673,-1.1355968654957276,,47.56114390075844,True,False,False,4,
46,2865,79,False,False,0,8149.980705544394,3679.830078125,-1604.1800537109375,144.4600067138672,1214.4999694824219,15569.300537109375,7756.6998291015625,4908.2000732421875,-1414.1000366210938,-3147.9000854492188,0.0,0.37218560185448946,-0.48944282554768365,-0.6204713413015697,76561198039309853,enpitsu,26.0,3666.469970703125,-1728.800048828125,17.049999237060547,1032.7999877929688,17672.39990234375,1.5999999642372131,0.0,0.29999999329447746,0.9000000357627869,255.0,128.0,,0.016783508453638386,1.5125606000568301,-3.0934480428188706e-05,True,0.0,False,6,6,False,,bf81d8692db,games5425898691,18.0,-2295.050048828125,-4193.83984375,16.989999771118164,9702.5,336.50001525878906,2.5,1.0000000149011612,0.3999999910593033,1678.699951171875,255.0,239.0,,0.009488023665238588,0.03395242772833285,0.00016648303316461812,True,198.1458925406138,True,False,6,4,,RGTITO,4864972377327238000,12,4079.0,-1360.1400146484375,850.0999755859375,-2.0999999344348907,12321.300048828125,661.2000274658203,-3241.7999267578125,-0.3999999910593033,0.0,255.0,255.0,False,0.12284215510982777,1.5611644720475342,-1.5719553533705524,True,6,False,36.463871084233794,True,6,,SORIANO268,2389101314914475938,14.0,-2108.820068359375,-3582.699951171875,108.56999969482422,-8061.300048828125,16303.800048828125,7.900000214576721,-5286.199951171875,-1485.8000183105469,-312.5,255.0,128.0,False,1.3175571489131366,2.9511425869374452,1.0988446504432592,,22.0,False,5,False,8,
47,2929,82,False,False,0,5827.271861648297,3964.25,1925.1800537109375,188.80999755859375,5451.500244140625,15029.7998046875,8734.600219726562,3172.7999877929688,-4500.400085449219,-2382.899932861328,0.0,0.5997226266723727,-0.5027068069613808,0.881598669171497,76561198039309853,enpitsu,26.0,3949.68994140625,1917.3199462890625,43.27000045776367,6597.2998046875,16945.999755859375,3637.60009765625,-180.30000686645508,-3637.39990234375,751.6000366210938,255.0,255.0,,-0.17436786790060674,1.1469210573788053,-0.40684757264941307,True,210.0,False,6,6,False,,bf81d8692db,games5425898691,18.0,99.0999984741211,-812.4500122070312,16.989999771118164,7911.5997314453125,19585.999755859375,4.600000083446503,0.0,0.0,-8.899999856948853,255.0,128.0,,0.009598604794017647,1.1857303417731175,-5.694734447392e-06,True,165.0,False,False,6,4,,RGTITO,4864972377327238000,12,3551.550048828125,2563.43994140625,17.010000228881836,1712.2000122070312,18670.799560546875,2.0999999344348907,0.0,-0.3999999910593033,-30.09999990463257,255.0,128.0,False,0.009604016898883589,1.4753274473636282,6.0601818259801345e-05,False,6,False,31.0,False,6,,SORIANO268,2389101314914475938,14.0,-3740.010009765625,744.3900146484375,84.55999755859375,-4815.5999755859375,21781.201171875,-1136.6999816894531,-3123.900146484375,811.6000366210938,-832.0999908447266,237.0,128.0,False,-0.7398814899488363,1.8298230077496285,-0.5395529703741314,False,0.0,False,8,False,10,
