,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,709,19,False,1,4950.491079781593,-1705.9300537109375,928.4299926757812,185.2100067138672,9794.600219726562,19364.69970703125,2640.7998657226562,4273.299865722656,-4148.2000732421875,-728.3999633789062,1.0,-0.1757613933526008,2.7891600016232734,1.2467895112976077,76561198107065510,TheMightyB,8.0,-1796.780029296875,775.3699951171875,64.41999816894531,5555.7000732421875,20799.09912109375,2968.800048828125,178.09999465942383,4213.399963378906,-2486.199951171875,255.0,0.0,,-0.017409778435001164,1.6423802626398014,0.05090062282787066,True,48.0,False,10,9,False,,76561198091904318,A Very Hip Opotamus ヅ,7.0,-2584.0400390625,746.010009765625,121.81999969482422,-2829.2001342773438,10228.499755859375,-4870.400085449219,-656.9999694824219,-394.39998626708984,602.5,255.0,0.0,,0.8165059574935196,2.028823463277281,-0.3514661325552068,True,4,False,6,146.73100201288858,True,,MightBeGoose,76561198065729156,6.0,-1646.6199951171875,3021.199951171875,17.049999237060547,8625.599975585938,-14973.399658203125,3.0000001192092896,0.5999999865889549,0.09999999776482582,-2004.9000549316406,128.0,0.0,,-0.016773115264073473,-2.023290363361824,-1.44473081282948e-05,True,False,255.0,False,6,False,,enpitsu,76561198039309853,6.0,-1015.719970703125,3040.0,17.049999237060547,7422.8997802734375,-2214.4000244140625,3.0000001192092896,-1.899999976158142,0.9000000357627869,2229.199981689453,255.0,255.0,False,-0.016652259713698513,-2.8253997853978183,0.0002460343654845289,True,8,False,8,31.0,False,
1,1688,54,True,0,4096.8527205002765,-3585.919921875,2049.929931640625,448.260009765625,16407.7001953125,13389.200439453125,6148.499755859375,1834.1000366210938,-419.1999816894531,-5697.2998046875,0.0,0.5383019388037663,2.9679089221288426,0.29538242114847363,76561198039309853,enpitsu,6.0,-3686.699951171875,1854.550048828125,314.0,330.40000915527344,18340.50048828125,1760.0,235.6999969482422,73.29999923706055,-255.9000015258789,255.0,128.0,,-0.6044639696195406,1.0785163085564788,0.1915444860995377,True,152.11360839361785,True,18,17,False,,76561198065729156,MightBeGoose,6.0,-599.22998046875,3086.699951171875,17.059999465942383,10497.80029296875,-9394.7998046875,1.2999999523162842,-0.7000000029802322,0.7999999821186066,-96.40000343322754,255.0,128.0,,0.016768750180127773,-0.7413844794069187,0.00012149948143516236,True,4,False,10,39.0,False,,A Very Hip Opotamus ヅ,76561198091904318,7.0,-3919.39990234375,2506.2099609375,31.809999465942383,7084.000244140625,-21731.79931640625,-2558.000030517578,714.5999908447266,-3150.4998779296875,1253.3999633789062,255.0,255.0,,0.13769170148013524,-1.2013367578488852,-0.334631810946335,True,8,59.52286444684509,True,8,False,,TheMightyB,76561198107065510,8.0,86.93000030517578,4216.919921875,17.059999465942383,-6507.1002197265625,-1276.6999816894531,1.899999976158142,-0.5000000074505806,-0.19999999552965164,-2326.199951171875,255.0,2.0,,0.016644325516546123,-2.9337871308518846,-8.143742937024513e-05,True,22,False,22,61.0,False,
2,2701,82,False,1,2571.3602172064584,1244.4599609375,2592.360107421875,95.4800033569336,-7660.2001953125,16272.39990234375,2629.2999267578125,-697.5,-3055.4000854492188,-369.0999984741211,1.0,0.12214209123689893,-0.8224818163902327,0.5908240983677547,76561198107065510,TheMightyB,8.0,1206.18994140625,2252.5,22.010000228881836,-8765.0,19115.6005859375,3001.099853515625,5.299999713897705,-7.400000095367432,-1145.999984741211,255.0,59.0,,-0.016839215589229965,1.1517152319736055,-0.0002877920329368873,True,16.0,False,11,8,4,,76561198091904318,A Very Hip Opotamus ヅ,7.0,2558.780029296875,1115.219970703125,16.989999771118164,16492.80029296875,-9580.599975585938,4.4999998807907104,-0.0,-0.09999999776482582,-376.5999984741211,255.0,104.0,,-0.009602199788032765,-2.602242853398463,-2.908168096005835e-05,False,12,False,12,51.0,False,,MightBeGoose,76561198065729156,7.0,344.05999755859375,5089.06005859375,17.049999237060547,1813.6000061035156,-9975.30029296875,3.400000035762787,4.4999998807907104,0.7000000029802322,0.09999999776482582,255.0,128.0,,-0.016447293258833085,-1.7506695248397488,-2.9703671294626567e-06,True,8,255.0,False,10,False,,enpitsu,76561198039309853,6.0,1221.469970703125,2984.419921875,46.16999816894531,-6685.9002685546875,-282.09999084472656,3351.7001342773438,25.799999237060547,-310.49999237060547,2435.800018310547,255.0,255.0,False,-0.022162067284784176,-0.16032054992795083,0.00042186583366765054,True,6,False,5,0.0,False,
3,4352,142,True,0,4414.123668512878,2928.929931640625,2936.72998046875,130.32000732421875,-21309.69970703125,14898.1005859375,6127.0001220703125,-3656.199951171875,3832.0001220703125,-700.1999664306641,0.0,-0.052221690858564235,-0.6112602947152146,-0.9423271382354518,76561198039309853,enpitsu,6.0,3074.760009765625,2891.27001953125,51.130001068115234,-16823.399658203125,12075.50048828125,2848.900146484375,344.1999816894531,571.3000106811523,1444.4999694824219,128.0,128.0,,0.011532000531753782,2.682992131620892,-0.002121051323429427,True,63.0,False,4,2,False,,76561198065729156,MightBeGoose,6.0,2514.5400390625,607.5700073242188,17.049999237060547,-16414.3994140625,16109.599609375,2.5,-0.19999999552965164,0.29999999329447746,0.5999999865889549,255.0,128.0,,0.016787443491045117,2.365649480981199,-3.619319242862321e-05,True,12,False,20,146.0,False,,A Very Hip Opotamus ヅ,76561198091904318,7.0,3572.469970703125,3322.81005859375,16.920000076293945,-11830.0,18953.900146484375,24.90000009536743,-3.6000001430511475,-63.400001525878906,-0.19999999552965164,255.0,128.0,,0.007545491066803015,2.1281959391469485,0.002555912325581184,True,26,0.0,False,32,4,,TheMightyB,76561198107065510,8.0,3844.889892578125,1469.739990234375,13.930000305175781,-13410.999755859375,16000.50048828125,-1333.6000061035156,-352.2999954223633,4094.89990234375,-232.90000915527344,255.0,128.0,,0.042497071910975195,2.27589007321097,-0.03782209359566996,True,30,6,24,139.67673989008833,True,
4,5223,165,False,0,4952.46014931693,1558.06005859375,838.3200073242188,337.7300109863281,-13560.799560546875,27450.30029296875,-8050.0,-4328.999938964844,-55.39999961853027,3893.2000732421875,0.0,0.7464752211285256,2.1379681825369943,-2.6820608453761716,76561198065729156,MightBeGoose,7.0,1652.1800537109375,660.4000244140625,314.8900146484375,-9585.700073242188,20903.5009765625,396.30001068115234,-4470.799865722656,-3016.9000244140625,-1076.6999816894531,255.0,64.0,,-0.3268776734150764,2.3608063234322323,-0.2368915246615773,True,73.0,False,4,3,False,,76561198039309853,enpitsu,6.0,2568.840087890625,-182.35000610351562,17.059999465942383,-13725.400390625,620.8000183105469,1.1999999731779099,-0.5999999865889549,-0.09999999776482582,0.0,255.0,128.0,False,0.016721921518272363,3.0964052331917733,-4.870524280566854e-05,True,8,False,8,51.0,False,,A Very Hip Opotamus ヅ,76561198091904318,8.0,1892.0699462890625,4020.169921875,16.989999771118164,-11344.49951171875,9144.099731445312,4.600000083446503,-1.7000000178813934,1.7000000178813934,420.09998321533203,255.0,186.0,False,0.009617048577145054,2.4606997779172723,2.152204723687442e-05,True,6,255.0,False,8,4,,TheMightyB,76561198107065510,8.0,1384.68994140625,783.0800170898438,349.8699951171875,-18084.300537109375,9988.800048828125,3923.3999633789062,103.59999656677246,1907.7000427246094,-648.7999725341797,255.0,128.0,False,-0.4046632088350668,0.0914524814086812,2.187146422586191,True,12,False,10,78.0,False,
5,5347,169,True,0,4391.214322345259,-2617.389892578125,1100.25,142.6300048828125,10850.50048828125,22810.50048828125,6206.400146484375,3562.2000122070312,1551.7999267578125,3735.5999755859375,0.0,0.6151119125300764,-1.7169971321558761,-1.088597627786742,76561198039309853,enpitsu,6.0,-2666.39990234375,934.0900268554688,142.4600067138672,12926.099853515625,8389.500122070312,3319.5001220703125,-721.8000030517578,93.59999656677246,-59.29999828338623,255.0,255.0,False,0.021273334446886914,0.6765133431473658,-0.003914601488049312,True,203.75153549255862,True,10,9,False,,76561198065729156,MightBeGoose,7.0,-3882.909912109375,2173.340087890625,23.360000610351562,-3238.9999389648438,-20932.60009765625,729.8999786376953,560.2999877929688,1375.8999633789062,1620.5000305175781,255.0,255.0,,-0.014930274028734028,-1.7015900411175489,-0.17827743578265123,True,4,False,4,255.0,False,,A Very Hip Opotamus ヅ,76561198091904318,8.0,-2165.77001953125,3984.760009765625,17.010000228881836,11935.799560546875,-355.2000045776367,2.5999999046325684,0.0,0.0,-3173.900146484375,255.0,0.0,False,0.009565256566668436,-0.2645210370172016,-5.8891226870500924e-05,True,8,251.87998269193915,True,10,4,,TheMightyB,76561198107065510,8.0,-978.4600219726562,4225.080078125,17.040000915527344,12255.10009765625,6039.69970703125,3.799999952316284,-0.5000000074505806,0.0,0.0,255.0,128.0,,0.016713024782271692,0.45789898538610146,4.484073125469575e-05,True,12,False,10,78.0,False,
6,5976,183,False,1,628.0333300855762,695.8900146484375,4544.7001953125,153.52000427246094,-6149.5001220703125,12143.900146484375,5484.000244140625,3209.8001098632812,1407.2999572753906,4869.89990234375,1.0,0.25752203231663634,-3.0486794114107236,0.2013224356453927,76561198091904318,A Very Hip Opotamus ヅ,8.0,769.72998046875,4395.3798828125,53.619998931884766,7199.4000244140625,19626.099853515625,2350.0,-2334.199981689453,-3529.1000366210938,2484.600067138672,255.0,255.0,,-0.010368727628359775,2.1250088354283427,-0.05227599169231758,True,113.0,False,4,3,False,,76561198107065510,TheMightyB,8.0,-208.6999969482422,5113.97998046875,17.1299991607666,7397.19970703125,-3398.3999633789062,-634.5999908447266,1973.5000610351562,-1281.7999267578125,-1985.3999328613281,255.0,109.0,,0.00023884189643848128,-2.488853159009096,-0.04726999270665447,True,10,False,10,167.0,False,,MightBeGoose,76561198065729156,6.0,-945.9099731445312,4994.56982421875,17.579999923706055,32.69999980926514,-36.90000057220459,0.29999999329447746,-8.500000238418579,-1.7000000178813934,12.899999618530273,128.0,128.0,,-0.026955106914172192,-2.572206405362463,0.016099142687132546,True,6,255.0,False,6,False,,enpitsu,76561198039309853,6.0,447.6300048828125,4712.830078125,48.189998626708984,22734.3994140625,843.8999938964844,3381.199951171875,-20.499999523162842,517.5,1119.8999786376953,255.0,128.0,,-0.02969363152687864,3.0380422601859136,0.0017171683295915427,True,8,False,7,3.7194063458391424,True,
7,6522,203,True,1,1255.8003101182583,1809.9100341796875,4278.72021484375,182.0399932861328,-15379.100341796875,7065.3997802734375,1642.7000427246094,2250.5999755859375,-2717.0001220703125,4853.0999755859375,1.0,-0.41143794886069623,2.4133469124045233,0.922515164403447,76561198107065510,TheMightyB,8.0,1936.050048828125,4202.1201171875,118.27999877929688,4369.100036621094,15865.400390625,4445.799865722656,-361.30001068115234,-1488.0000305175781,1191.3999938964844,255.0,128.0,,-0.016825257415536848,1.8087623992308743,-0.025870873735559973,True,31.0,False,22,20,3,2.0,76561198091904318,A Very Hip Opotamus ヅ,7.0,-3322.590087890625,-3453.929931640625,17.010000228881836,1003.8999938964844,17640.400390625,-0.29999999329447746,0.19999999552965164,2.800000011920929,-994.8000335693359,255.0,128.0,False,-0.009596641561987043,1.6945871392206837,0.00017730391920409638,True,12,False,12,208.09858072188595,True,,MightBeGoose,76561198065729156,7.0,4078.93994140625,633.6300048828125,1000.8599853515625,-2.7000001072883606,14742.60009765625,-2953.5000610351562,-1548.699951171875,-0.3999999910593033,0.0,255.0,255.0,,-0.19192741378227837,1.587882283739628,-1.5738020268608401,True,10,255.0,False,10,False,,enpitsu,76561198039309853,6.0,2778.5,4986.22998046875,41.61000061035156,-2966.099853515625,-5622.8997802734375,-3886.4999389648438,-3520.0,2609.4000244140625,-2167.2999572753906,255.0,0.0,False,-0.487668920037877,-1.117030488975514,-0.030198274693291786,True,12,False,12,198.67639576235126,True,
8,7962,246,True,1,3881.508699939253,-2742.909912109375,3789.280029296875,309.0,13619.300537109375,8539.099731445312,4697.699890136719,1220.8999633789062,-3788.800048828125,3218.800048828125,1.0,0.4357288563921364,-0.40979171169309075,0.8498782851971955,76561198091904318,A Very Hip Opotamus ヅ,7.0,-2810.97998046875,3661.60009765625,163.3800048828125,15756.400146484375,2418.6000061035156,2009.4999694824219,2930.1998901367188,739.4000244140625,500.09998321533203,128.0,128.0,False,0.6704614262784279,2.9333335492936246,0.031934649617108055,True,241.0,False,16,11,4,,76561198107065510,TheMightyB,8.0,-3249.52001953125,4790.330078125,403.4700012207031,7191.9000244140625,7191.099853515625,-3839.2999267578125,-1646.4999389648438,1646.4999389648438,0.0,255.0,2.0,,-0.376164551245922,2.3382496128586054,1.5773930735328776,True,10,False,10,96.0,False,,MightBeGoose,76561198065729156,6.0,-2083.3701171875,3976.8798828125,158.42999267578125,-16620.699462890625,-250.0,3034.5999145507812,-49.699997901916504,1.1999999731779099,3066.400146484375,255.0,255.0,,-0.014246261862833568,-0.5059699086340443,0.008413938132862448,True,4,195.0,False,8,False,,enpitsu,76561198039309853,6.0,-2586.7900390625,3496.1298828125,16.329999923706055,9831.799926757812,1583.9999389648438,76.50000095367432,16.200000047683716,-73.09999942779541,2198.2000732421875,255.0,255.0,False,-0.018279665270089358,2.9738524116527785,-0.0011215346080880487,True,20,False,16,51.0,False,
9,8306,249,True,0,5093.8104652855445,-699.010009765625,50.0,98.44999694824219,496.30001068115234,25558.60107421875,7866.500244140625,4759.200134277344,-3611.400146484375,-554.1999816894531,0.0,0.15575203999505385,-0.42972852448359794,0.2460457044610533,76561198065729156,MightBeGoose,6.0,-740.5800170898438,-65.69000244140625,15.680000305175781,-2357.100067138672,20455.2001953125,-151.99999809265137,154.7000026702881,-215.10000228881836,-4070.4998779296875,255.0,0.0,,0.007828223133200753,1.539738533412512,0.03281272132120881,True,25.185126904518388,True,False,False,False,,76561198039309853,enpitsu,5.0,19.139999389648438,-348.2699890136719,16.780000686645508,-1083.7000274658203,1267.0999908447266,50.19999980926514,-34.60000038146973,-8.299999833106995,978.1999969482422,255.0,255.0,,0.015347470379776232,2.0867381174775654,-0.00032990533519868654,True,2,False,2,31.0,False,,A Very Hip Opotamus ヅ,76561198091904318,7.0,-1985.280029296875,2709.68994140625,17.010000228881836,19033.299560546875,-7834.6002197265625,2.3000000417232513,0.7999999821186066,-0.29999999329447746,-1926.3999938964844,255.0,0.0,False,0.009592083494334271,-0.4569021090103128,-7.569369901477203e-05,True,False,164.0,False,False,False,,TheMightyB,76561198107065510,8.0,106.05000305175781,64.30000305175781,65.80999755859375,546.6999816894531,-371.19998931884766,-4072.0001220703125,-429.70001220703125,-3828.3999633789062,-2897.2000122070312,255.0,1.0,,0.22353287188074059,2.858713060527902,0.8161290892014328,True,4,False,4,31.0,False,
