,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,177,0,False,True,0,5177.174302057913,-0.10999999940395355,40.93000030517578,99.37000274658203,-1082.7999877929688,26164.3994140625,3744.5999145507812,5981.6998291015625,-335.40000915527344,325.49999237060547,0.0,-0.007551851312779641,0.006454921070534172,0.1271269835060377,bf81d8692db,games5425898691,24.0,17.1200008392334,-157.7100067138672,87.16000366210938,1489.9000549316406,22859.7998046875,1973.3000183105469,-5498.699951171875,111.09999656677246,39.100000858306885,255.0,133.0,,0.7281255785336702,1.5116002873341068,-0.02315029540663261,True,4,3,22.0,False,False,,76561198039309853,enpitsu,26.0,0.0,-4951.7998046875,17.049999237060547,0.0,3560.0,2.5999999046325684,-0.7000000029802322,0.0,0.0,255.0,255.0,,0.016517885932029172,1.5707729566138313,-2.5279878503283695e-07,True,116.0,False,False,False,False,,requiem of souls,76561198990245574,9,2973.679931640625,4038.639892578125,17.010000228881836,19741.99951171875,-4844.89990234375,2.5,0.0,0.0,-2461.0000610351562,255.0,0.0,True,0.009596295394882066,-0.34603109876541094,-0.00014911083193145774,True,255.0,False,False,False,False,300.0,?,76561198341509278,9.0,69.13999938964844,247.4600067138672,296.3900146484375,740.0,-19433.299560546875,-1428.3000183105469,1140.0,5177.1002197265625,1465.3999328613281,128.0,255.0,,0.7523823366643546,-1.8007304439621818,3.114468567259166,True,False,4,4,0.0,False,
1,483,2,False,False,1,5172.674127774121,10.920000076293945,43.61000061035156,93.26000213623047,6049.89990234375,28022.099609375,562.9000091552734,406.50001525878906,-278.29999923706055,5605.0,1.0,-0.007938868646989195,-0.09336536769498754,-0.01860222832354676,76561198341509278,?,9.0,-36.58000183105469,-164.11000061035156,63.630001068115234,14286.500244140625,17931.700439453125,-1829.9000549316406,-4325.0,266.49999618530273,-1818.6000061035156,128.0,255.0,,0.5131081196306084,2.4539429132769834,-0.8061203381672377,True,4,4,14.0,False,False,,76561198990245574,requiem of souls,9.0,2567.719970703125,-3939.949951171875,17.010000228881836,16938.800048828125,-7129.0997314453125,1.899999976158142,-0.19999999552965164,0.29999999329447746,0.0,255.0,128.0,,-0.009577184638799825,-2.743211439853833,3.147734873277842e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,26,-24.049999237060547,3694.800048828125,17.049999237060547,18.40000033378601,-9577.5,2.5999999046325684,0.19999999552965164,0.5000000074505806,0.0,255.0,128.0,False,-0.016655183727172146,-1.5727101757689046,4.6396769155201635e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,62.58000183105469,862.9099731445312,17.010000228881836,-2577.0999145507812,-18085.50048828125,2.3000000417232513,0.09999999776482582,-0.0,1987.1000671386719,255.0,255.0,,-0.0095802848416114,-1.5026306223165344,-6.027620161014402e-06,True,False,False,False,24.698812941069246,True,
2,487,2,False,False,0,5544.320109708752,-117.91000366210938,-349.45001220703125,131.1699981689453,-11930.400390625,18264.49951171875,13886.199951171875,4148.299865722656,201.70000076293945,4330.10009765625,0.0,-0.050682667573411506,0.9513806832661915,0.05349182464622344,bf81d8692db,games5425898691,24.0,-69.98999786376953,-555.0599975585938,21.979999542236328,-2813.2998657226562,18166.700439453125,2998.800048828125,-0.29999999329447746,-2.5999999046325684,1127.699966430664,128.0,169.0,,0.009634007815441426,1.785199978013857,-0.00010659119861057689,True,3,False,22.0,False,False,,76561198039309853,enpitsu,26.0,23.649999618530273,-3526.68994140625,17.049999237060547,-20.09999990463257,10522.5,2.5999999046325684,-0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,False,0.016662819653055473,1.5727098386813527,3.877263885679408e-05,True,116.0,False,False,False,False,,requiem of souls,76561198990245574,9,-2825.81005859375,4033.85009765625,17.010000228881836,-17559.100341796875,4928.999938964844,2.3000000417232513,1.1999999731779099,-0.29999999329447746,1744.4000244140625,255.0,255.0,,0.009585553052641147,2.910725253736214,0.00018656418417537895,True,0.0,False,False,False,False,,?,76561198341509278,9.0,-168.75999450683594,-48.790000915527344,39.95000076293945,-14132.39990234375,-13386.600341796875,-1739.7999572753906,-404.39998626708984,-3850.4000854492188,3906.400146484375,255.0,128.0,,-0.4032631706235042,-2.226980599735083,-0.2124418607587456,True,4,False,4,14.0,False,
3,602,6,False,False,0,1564.0656155362049,-1844.5699462890625,3896.409912109375,224.67999267578125,28378.30078125,11891.500244140625,-1713.3999633789062,3215.1998901367188,3734.4000244140625,-3422.7999877929688,0.0,0.28287089955929,0.8360371595465467,0.27151599971817447,bf81d8692db,games5425898691,24.0,-2050.5,3733.10009765625,155.88999938964844,12544.599609375,13257.5,2178.300018310547,-807.2000122070312,4925.199890136719,2310.8999633789062,255.0,45.0,,0.7359158729017024,0.9702360243563871,0.9152283395383722,True,6,5,36.0,False,False,,76561198039309853,enpitsu,26.0,-3109.3798828125,-2980.6201171875,17.049999237060547,7519.4000244140625,10876.700439453125,2.5,-0.3999999910593033,-0.5999999865889549,-9.200000166893005,255.0,,,0.01674312881018182,0.9646950921176018,6.458673295916059e-05,True,255.0,False,False,False,False,,requiem of souls,76561198990245574,9,-1459.550048828125,3963.909912109375,114.91999816894531,-19187.19970703125,-5462.2998046875,2060.5999755859375,4932.099914550781,-2432.5,82.20000267028809,128.0,128.0,,0.01621193089404266,2.6812169333567963,-1.1977557033440354,True,226.78170309271863,True,6,5,False,,?,76561198341509278,9.0,-3302.43994140625,3299.510009765625,17.049999237060547,3676.7001342773438,16920.6005859375,3.0000001192092896,0.09999999776482582,1.5000000596046448,-1866.3999938964844,255.0,0.0,,0.016766169404685814,1.3054422912194383,-0.00015940917163605458,True,4,False,4,237.0,False,
4,604,6,False,False,1,9182.22311924575,1741.969970703125,-4003.169921875,274.8999938964844,11118.199462890625,-10987.19970703125,14312.2998046875,1098.8999938964844,-4253.900146484375,-4086.0000610351562,1.0,-0.6235793014735928,-0.47400303186101383,0.660015335880251,76561198990245574,requiem of souls,9.0,1594.8299560546875,-3924.39990234375,119.30000305175781,15509.89990234375,5028.699951171875,-799.4999694824219,-4976.7999267578125,2338.000030517578,119.20000076293945,128.0,128.0,,-0.011272714294473723,-2.6848679647901044,-1.7800187465585628,True,6,5,220.53117421365553,True,False,,76561198341509278,?,9.0,3260.800048828125,-3436.489990234375,17.049999237060547,-6089.6002197265625,-15970.50048828125,3.0000001192092896,-0.09999999776482582,-0.5000000074505806,-1963.8999938964844,255.0,0.0,,-0.016769752782070577,-1.1448754678354984,-5.902054445560955e-05,True,237.0,False,4,False,4,,enpitsu,76561198039309853,26,3052.5,2898.47998046875,17.049999237060547,-7631.300048828125,-11010.30029296875,2.5,0.3999999910593033,0.5999999865889549,-2.7000001072883606,255.0,,,-0.01674314104237573,-0.964317570531763,6.142593448106657e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,1865.75,-3925.6201171875,165.42999267578125,-11261.300048828125,-11672.39990234375,-162.19999313354492,643.1999969482422,-4971.300048828125,2263.2000732421875,255.0,31.0,,-0.7028435183304215,-2.5377441629828854,2.370404804435676,True,5,False,6,36.0,False,
5,683,9,False,False,1,8850.70362772182,3589.050048828125,-3291.0400390625,1195.0899658203125,-17331.099853515625,11782.60009765625,1221.3999938964844,271.299991607666,1361.6999816894531,-5837.1002197265625,1.0,0.5822562481354887,-1.56845469320405,0.3683424764098812,76561198990245574,requiem of souls,9.0,3751.2900390625,-3311.25,1100.56005859375,-12107.2998046875,1963.699951171875,2029.4999694824219,268.4000015258789,-3314.2001342773438,2379.600067138672,255.0,128.0,,-0.002122886334298706,-0.37937320841183586,-0.6311417820483122,True,8,7,172.95178477738497,True,False,,76561198341509278,?,9.0,3735.699951171875,-3760.47998046875,17.049999237060547,11512.5,8076.500244140625,3.0000001192092896,-1.899999976158142,-1.1999999731779099,1641.0000610351562,255.0,255.0,False,-0.0167599953004579,2.524875632775351,0.00040685051130828987,True,220.0,False,4,False,4,,enpitsu,76561198039309853,26,3706.139892578125,356.7699890136719,17.049999237060547,-97.10000038146973,-950.8000183105469,2.5,-0.5000000074505806,0.29999999329447746,0.0,255.0,0.0,False,-0.01690727241918062,-1.46870345774417,2.2308846036458858e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-48.90999984741211,-3508.5400390625,17.010000228881836,-5011.400146484375,12451.99951171875,2.199999988079071,-1.0999999940395355,2.5999999046325684,-1629.7999572753906,255.0,65.0,,-0.009563228508371319,1.2167281170009194,-0.00021121163956561818,True,6,False,6,67.0,False,
6,737,11,False,False,0,4152.700132559757,-253.39999389648438,1037.3199462890625,181.19000244140625,7041.5997314453125,8405.10009765625,296.200008392334,-910.5000305175781,3249.4000244140625,-4961.000061035156,0.0,-0.6817454478044849,1.8699032303700212,0.7084540572274847,bf81d8692db,games5425898691,24.0,-198.4499969482422,959.9299926757812,71.12000274658203,-12246.800537109375,-7186.199951171875,3104.4000244140625,-2539.600067138672,-4744.599914550781,-1135.2999877929688,128.0,3.0,,0.05183664448665281,-2.4119845728640046,0.25192947417173406,True,8,7,98.0,False,False,,76561198039309853,enpitsu,26.0,-1596.739990234375,-731.4400024414062,17.049999237060547,16713.399658203125,-6775.4998779296875,2.5,-0.09999999776482582,0.29999999329447746,0.0,255.0,128.0,False,0.016763333663763667,-0.3851571704985289,2.3615900677882733e-05,True,161.0,False,False,False,False,,requiem of souls,76561198990245574,9,-1461.719970703125,2995.389892578125,480.54998779296875,11394.7998046875,-1534.7999572753906,-9041.199951171875,-3247.0001220703125,1829.9000549316406,-1876.9999694824219,255.0,128.0,,-0.579199045425688,-0.4125367599219726,1.122770407321334,True,166.0,False,8,8,False,,?,76561198341509278,9.0,-2211.14990234375,2586.330078125,17.059999465942383,14062.7001953125,-355.8000183105469,1.7000000178813934,-5.099999904632568,0.29999999329447746,-938.1999969482422,255.0,0.0,False,0.01673898916019666,-0.01671039643245379,-0.00022079169858423174,True,4,False,4,250.0,False,
7,784,13,False,False,1,7514.625373662079,-774.75,-2186.5400390625,100.33000183105469,-2444.7999572753906,13444.100341796875,5886.6998291015625,4213.999938964844,-1459.1000366210938,-4014.1000366210938,1.0,-0.12925877193061028,1.927531954827932,-0.11647693113572687,76561198990245574,requiem of souls,9.0,-765.8499755859375,-2363.77001953125,16.989999771118164,-9147.100219726562,9447.5,4.799999892711639,-0.29999999329447746,0.29999999329447746,-2106.999969482422,128.0,0.0,,-0.009646492018464214,0.8577684786848911,-6.28464066320297e-05,True,8,8,160.0,False,False,,76561198341509278,?,9.0,1041.260009765625,-1158.8299560546875,17.059999465942383,10411.500244140625,8624.000244140625,1.2999999523162842,-0.5000000074505806,-0.29999999329447746,-530.9000015258789,255.0,128.0,False,-0.016739420605133417,2.498264303312292,0.00029543271260817504,True,237.0,False,4,False,4,,enpitsu,76561198039309853,26,-1003.22998046875,1455.5799560546875,17.049999237060547,-15517.5,86.5999984741211,3.400000035762787,-1.7000000178813934,-0.0,-2439.600067138672,255.0,0.0,False,-0.01677882642432513,0.1017243621618417,-9.248622292749177e-05,True,161.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,1585.300048828125,791.6400146484375,17.020000457763672,-7505.5999755859375,10898.900146484375,1.1999999731779099,-0.0,-0.0,2273.3999633789062,255.0,255.0,,-0.009567020313531308,0.8996030209756145,-2.3324707125236213e-07,True,8,False,8,98.0,False,
8,833,14,False,False,1,5422.048481352929,-1193.2099609375,136.6199951171875,109.88999938964844,4615.899963378906,16065.6005859375,-736.1000061035156,1001.9999694824219,-615.099983215332,-1339.9000549316406,1.0,-0.8206475019312982,-0.37462652552562414,1.237381677754559,76561198990245574,requiem of souls,9.0,-1303.1600341796875,2.190000057220459,17.010000228881836,1329.4999694824219,13995.999755859375,2.3000000417232513,-0.19999999552965164,-3.3000001311302185,-1291.9999694824219,255.0,0.0,,-0.009577858736869435,1.6662079061474389,-0.0001670192987104986,True,8,8,138.0,False,False,,76561198341509278,?,9.0,1762.6099853515625,980.6400146484375,17.059999465942383,1990.0,12526.500244140625,1.899999976158142,-0.09999999776482582,-1.7000000178813934,2070.0999450683594,255.0,255.0,False,-0.01673339120283937,1.6972637997250386,0.00022485703776950532,True,237.0,False,4,False,4,,enpitsu,76561198039309853,26,-1131.489990234375,2552.550048828125,17.049999237060547,4982.099914550781,847.0999908447266,2.5,-0.19999999552965164,-2.0000000298023224,0.0,255.0,128.0,False,-0.016752809670795676,2.97313908833984,4.4627290408855104e-05,True,191.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,1336.0699462890625,2961.570068359375,17.020000457763672,5023.999938964844,13158.499755859375,0.7999999821186066,-0.5999999865889549,-1.5999999642372131,364.7999954223633,255.0,128.0,,-0.009581158977600293,1.906847898746239,-8.526349500055797e-05,True,8,False,8,98.0,False,
9,847,15,False,True,1,4598.871735029678,-962.780029296875,933.510009765625,96.69999694824219,5714.4000244140625,18310.50048828125,699.4999694824219,-1288.699951171875,-1217.6000213623047,627.0000076293945,1.0,-0.8278989771242854,-0.3080605202912082,1.968414235186085,76561198990245574,requiem of souls,9.0,-1005.239990234375,738.8200073242188,17.049999237060547,8277.000122070312,15034.69970703125,49.20000076293945,449.0999984741211,-633.8999938964844,2021.6000366210938,255.0,255.0,,0.0039934086462528,2.0626968823279186,-0.00594332886324657,True,8,8,100.81772051319,True,False,,76561198341509278,?,9.0,1537.3900146484375,1542.6500244140625,17.059999465942383,-9460.999755859375,8315.599975585938,1.2999999523162842,-1.2999999523162842,-0.09999999776482582,472.59998321533203,128.0,128.0,False,-0.01676071638511433,0.6755687927957406,-0.00028924309365970104,True,237.0,False,4,False,4,,enpitsu,76561198039309853,26,-752.739990234375,2616.97998046875,17.049999237060547,8876.799926757812,1509.4999694824219,2.5,-0.7000000029802322,1.7000000178813934,0.0,0.0,128.0,False,-0.016699051456388364,2.9731391718294335,4.008798279549644e-05,True,191.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,1375.239990234375,3660.0400390625,17.020000457763672,-5431.400146484375,12636.300048828125,0.7999999821186066,2.0000000298023224,-3.8999998569488525,1296.6999816894531,255.0,128.0,,-0.00958273418372865,1.090795853779535,-0.0001291267598677618,True,8,False,8,98.0,False,
