,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
37,2774,85,False,False,0,2040.103908535322,-2515.77001953125,3899.68994140625,307.8800048828125,15164.7998046875,11516.300048828125,46.30000114440918,-1486.6999816894531,-2093.2000732421875,3879.5999145507812,0.0,-0.5626528821165762,-2.15610492569606,-0.7379959736089985,76561198019325819,Outer Heaven,8.0,-2684.25,3706.389892578125,239.11000061035156,17300.10009765625,2869.1000366210938,713.3999633789062,2684.7000122070312,3845.1998901367188,2873.2998657226562,128.0,53.0,False,0.048820446793503926,0.5417640318689404,1.0545050161266543,True,23,False,143.56301928591984,True,26,,76561198015950686,Cool boi,7.0,-2616.75,1525.9599609375,18.329999923706055,14306.099853515625,5677.19970703125,-1.5999999642372131,0.7999999821186066,0.5999999865889549,42.69999980926514,255.0,128.0,False,0.01705308804469327,0.3831018590003698,-6.158213941968293e-05,True,False,8,4,103.68003440159622,True,,enpitsu,76561198039309853,25,-3901.06005859375,3358.93994140625,29.049999237060547,5562.0001220703125,-8482.000122070312,-1677.2999572753906,994.1000366210938,-2484.7999572753906,2568.2998657226562,255.0,255.0,False,0.17178238489808031,-0.8185495762920596,-0.22186583343129057,True,220.54338066808637,True,18,2,14,,games5425898691,bf81d8692db,20.0,-4013.89990234375,3930.22998046875,458.17999267578125,930.1999664306641,2345.399932861328,5831.5997314453125,-2288.6000061035156,719.3000030517578,-443.6000061035156,255.0,0.0,,-1.167823722826753,1.218025537131713,1.5431351452285775,True,128.0,False,4,20,24,
38,2827,87,True,True,0,904.4976670046082,-188.1699981689453,4576.89013671875,95.27999877929688,15445.899658203125,20666.10107421875,-1487.5,-884.8000335693359,-210.9000015258789,-1564.7999572753906,0.0,-0.9071476285095343,0.9266011427654209,-0.43681644467568237,76561198015950686,Cool boi,7.0,-271.92999267578125,4437.1298828125,196.24000549316406,12042.80029296875,19575.6005859375,-238.09999465942383,-3850.8999633789062,3606.0000610351562,1554.6000671386719,128.0,128.0,False,-0.19381440353432305,2.3388417725457606,1.1142517806775325,True,5,False,93.0,False,10,,76561198019325819,Outer Heaven,7.0,200.22999572753906,4251.9599609375,22.030000686645508,-455.9000015258789,-854.1000366210938,2998.5000610351562,-0.3999999910593033,-1.0000000149011612,-717.5,0.0,255.0,False,0.017041958807035778,0.7416966808237052,-0.00025577124799804833,True,False,27,24,157.0,False,,enpitsu,76561198039309853,24,-876.219970703125,4808.7998046875,17.030000686645508,20876.0009765625,9653.499755859375,1.0000000149011612,-2.800000011920929,-1.1999999731779099,-1094.4999694824219,128.0,0.0,False,0.016772401195922253,0.4239717515382719,-0.00021450196256757954,True,89.90415485699971,True,19,2,14,,games5425898691,bf81d8692db,20.0,-1596.0400390625,4956.06982421875,17.829999923706055,22918.89892578125,-976.2000274658203,-7.900000214576721,-105.29999732971191,-72.8000020980835,1225.8000183105469,255.0,176.0,,0.010864349630109491,-0.005381319824351618,0.025419345249261753,True,0.0,False,4,20,24,
39,3097,88,False,False,1,5247.029232877127,-51.66999816894531,-20.739999771118164,94.98999786376953,-22466.201171875,-10606.500244140625,-134.399995803833,4252.300109863281,3446.099853515625,2457.899932861328,1.0,0.050552857912962754,-0.18118189322385855,-0.15023148587597396,bf81d8692db,games5425898691,19.0,33.869998931884766,-173.61000061035156,91.76000213623047,-146.49999618530273,22844.7998046875,351.1000061035156,-5457.7001953125,-676.6000366210938,68.09999942779541,128.0,167.0,,-1.234792042160984,1.7720310249311872,-0.3037072905755586,True,3,False,31.0,False,4,,76561198039309853,enpitsu,25.0,-63.16999816894531,-2314.139892578125,17.049999237060547,-32.30000019073486,12914.200439453125,2.5999999046325684,-0.7000000029802322,-0.0,0.0,255.0,255.0,,-0.01680013868711582,1.5682896375313007,-1.8328160690152953e-06,True,False,False,False,116.0,False,,Outer Heaven,76561198019325819,7,67.37000274658203,161.5399932861328,84.7300033569336,-5930.10009765625,-22092.60009765625,2397.4000549316406,3718.699951171875,-3213.900146484375,-2115.0,255.0,55.0,,-0.187843435118408,-1.2723007772409554,0.012828878385105297,True,3.7212903012511562,True,4,False,3,,Cool boi,76561198015950686,7.0,-3182.1201171875,3941.449951171875,18.329999923706055,-17275.6005859375,-10684.3994140625,3.4999999403953552,0.5999999865889549,0.19999999552965164,2042.7999877929688,254.0,255.0,,-0.017053677973398365,-0.6346670097185878,6.456828881899363e-05,True,255.0,False,False,False,False,
40,3137,89,False,False,0,7641.2128151944535,3874.719970703125,-828.9500122070312,110.44999694824219,-7318.0999755859375,16317.2998046875,6599.000244140625,3244.7000122070312,4894.4000244140625,1231.1000061035156,0.0,-0.07333646788734781,2.7885791406886984,0.5217253895710915,76561198015950686,Cool boi,7.0,4027.360107421875,-1072.22998046875,113.91000366210938,-2722.9998779296875,22505.2001953125,-3885.4998779296875,-1599.4999694824219,1334.7000122070312,863.8999938964844,255.0,255.0,,0.23474959234028306,1.712885169384689,-0.9420608362748519,True,False,False,174.0071827673143,True,False,,76561198019325819,Outer Heaven,7.0,986.760009765625,594.9400024414062,16.989999771118164,7160.7000732421875,-3073.599853515625,17.799999713897705,-7.5,-7.5,-79.20000076293945,255.0,128.0,,0.01715553956453685,-0.4203853680733816,0.00028411191413529386,True,False,4,4,0.0,False,,enpitsu,76561198039309853,25,1082.75,1875.5699462890625,17.049999237060547,2649.7000122070312,12086.700439453125,3.400000035762787,0.0,0.0,2357.5,255.0,128.0,False,0.016719623880982398,1.4173093891525501,-1.0947698216935989e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,463.25,774.9400024414062,194.3800048828125,3908.0999755859375,5385.7000732421875,-3419.7000122070312,2304.2999267578125,-1153.7000274658203,3586.4999389648438,255.0,148.0,,0.09034664709145733,0.9816721769073748,-0.3448702962172523,True,31.0,False,False,4,4,
41,3178,91,False,False,0,5145.87764027599,2801.909912109375,1561.52001953125,354.2900085449219,-5688.900146484375,9996.300048828125,1246.9999694824219,1948.6000061035156,5082.799987792969,2523.300018310547,0.0,-0.23166693903176053,-0.8359658524149778,-2.1373866603527634,76561198015950686,Cool boi,7.0,2794.68994140625,1593.260009765625,227.94000244140625,-13181.500244140625,16071.099853515625,3259.5001220703125,2554.499969482422,-3077.0001220703125,-3775.5999755859375,255.0,255.0,,-0.7852981470905156,2.3106824098951186,-1.0128618822187876,True,3,False,223.75342822843982,True,4,,76561198019325819,Outer Heaven,7.0,2605.18994140625,-6.389999866485596,17.049999237060547,13058.599853515625,2162.100067138672,3.3000001311302185,0.7000000029802322,0.09999999776482582,2502.7999877929688,255.0,255.0,True,0.016738945863772735,0.24474038689635488,6.380495976917017e-05,True,False,4,4,0.0,False,,enpitsu,76561198039309853,24,541.719970703125,3818.3701171875,17.049999237060547,-521.8000030517578,13953.800048828125,3.3000001311302185,0.0,0.9000000357627869,-2380.500030517578,255.0,0.0,True,0.016767464883176243,1.5355573839126115,-0.0002726385234948681,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,688.719970703125,2157.360107421875,91.02999877929688,938.4999847412109,12740.699462890625,-236.8000030517578,-5178.900146484375,738.0000305175781,74.60000038146973,255.0,128.0,,-1.3231504869229913,0.3203504274229864,1.0980036736530419,True,31.0,False,False,6,6,
42,3221,92,False,False,1,8626.569799054829,-2038.4599609375,-2972.1298828125,190.9199981689453,-11675.2001953125,17405.10009765625,8061.400146484375,3458.0999755859375,2964.4000244140625,-3905.5999755859375,1.0,-0.0813875032864669,-0.9902110501311642,1.9290048728420202,bf81d8692db,games5425898691,19.0,-1892.800048828125,-3129.2900390625,115.26000213623047,-17372.099609375,5152.39990234375,2691.4999389648438,-1962.5,-5137.5,-66.5999984741211,255.0,109.0,,-0.7758820862981546,0.3767525816548966,-0.008641725323477923,True,7,False,31.0,False,8,,76561198039309853,enpitsu,24.0,-723.8400268554688,-4845.0498046875,17.049999237060547,-1120.8000183105469,858.4999847412109,2.5999999046325684,-0.7999999821186066,-0.7000000029802322,0.0,255.0,128.0,,-0.016483504159560153,0.6539803747135847,-2.495168010667166e-05,True,False,False,False,116.0,False,,Outer Heaven,76561198019325819,7,-1981.5999755859375,-1060.56005859375,17.049999237060547,12452.2998046875,2571.400146484375,3.1999999284744263,-0.5999999865889549,-0.0,2330.399932861328,255.0,255.0,,-0.01672963561296705,2.8752581006394347,5.8441497456494513e-05,True,31.0,False,4,False,4,,Cool boi,76561198015950686,7.0,-856.0399780273438,-4031.830078125,17.950000762939453,4148.500061035156,-7859.6002197265625,67.39999771118164,-33.69999885559082,6.3999998569488525,3763.5000610351562,255.0,246.0,False,-0.014503343854620541,1.5714965995880406,-0.0007527793597798272,True,220.0,False,False,4,4,
43,3305,95,False,False,0,7539.001849024222,3226.570068359375,-1171.969970703125,261.4700012207031,-2844.2999267578125,14581.300048828125,6944.89990234375,4265.7000732421875,-2906.099853515625,3058.9999389648438,0.0,0.12266429927064926,-1.02506640916055,1.2313600166566518,76561198019325819,Outer Heaven,7.0,3185.72998046875,-1380.4200439453125,174.85000610351562,6715.4998779296875,9568.200073242188,2827.39990234375,-2539.4000244140625,-4361.099853515625,-2186.6000366210938,255.0,255.0,False,-0.49985330624493096,1.0464720051074892,-0.7591690711565172,True,5,False,61.0,False,6,,76561198015950686,Cool boi,7.0,1057.0699462890625,-372.7900085449219,18.329999923706055,-1260.999984741211,-20035.899658203125,3.400000035762787,-0.09999999776482582,-0.9000000357627869,-1858.9999389648438,236.0,0.0,False,0.017076158127885495,-1.6921825833429753,-0.0001204558825819892,True,False,6,6,200.0,False,,enpitsu,76561198039309853,24,3118.56005859375,3046.280029296875,17.049999237060547,-313.6000061035156,-9213.699951171875,2.5,0.5999999865889549,0.0,-0.09999999776482582,255.0,128.0,False,0.016802615032701383,-1.6048626775285089,-3.8972271866641e-06,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,2777.550048828125,231.58999633789062,17.010000228881836,-11111.800537109375,-10469.3994140625,4.000000059604645,-2.5,-2.3999999463558197,-1451.1000061035156,255.0,88.0,,0.009583736465498307,-2.449963925686425,-4.829091175183746e-06,True,31.0,False,False,10,10,
44,3351,97,False,False,1,7293.96383863794,-2756.739990234375,-1173.4300537109375,517.02001953125,4717.39990234375,18457.80029296875,9720.399780273438,5375.5999755859375,2448.300018310547,1052.7999877929688,1.0,1.3770130209423699,0.07393116515880258,-1.9227797361510206,76561198039309853,enpitsu,25.0,-2763.81005859375,-1264.8299560546875,385.45001220703125,-1195.1000213623047,15482.39990234375,737.6999664306641,3296.7001342773438,-1976.3999938964844,856.5000152587891,255.0,128.0,False,0.8775042972279004,1.6254312491002176,-0.07066646194303752,True,1,False,173.0,False,2,,bf81d8692db,games5425898691,20.0,-679.5499877929688,943.760009765625,66.8499984741211,21149.69970703125,-4422.200012207031,2612.7999877929688,1173.7999725341797,5373.2000732421875,-22.100000381469727,255.0,128.0,,-0.2729591579086948,-2.925357827666214,-0.000195943780808555,False,False,12,11,0.0,False,,Outer Heaven,76561198019325819,7,-3824.60009765625,193.49000549316406,17.110000610351562,6300.9002685546875,-2564.4000244140625,-329.90001678466797,-70.39999961853027,-548.8000106811523,2400.2000427246094,255.0,255.0,False,-0.021661817351535707,-2.7618971234238034,-0.017155769514775425,True,61.0,False,6,False,6,,Cool boi,76561198015950686,7.0,-264.19000244140625,3044.1298828125,18.329999923706055,-2571.099853515625,16765.999755859375,3.3000001311302185,-0.3999999910593033,4.399999976158142,854.4000244140625,242.0,240.0,False,-0.017057016057838065,1.4209943252311592,0.00016294860294986915,True,200.0,False,False,6,6,
45,3418,99,False,False,0,8664.681806583223,1658.3299560546875,-3139.6201171875,909.8699951171875,4496.700134277344,6038.2000732421875,-3474.1000366210938,-5982.19970703125,1.7000000178813934,461.19998931884766,0.0,0.4486371761825948,2.1048780910006877,2.5659705138190727,76561198015950686,Cool boi,7.0,1615.1300048828125,-3247.080078125,846.1599731445312,3549.5999145507812,5250.4998779296875,4108.0999755859375,82.79999732971191,58.499999046325684,-3.0000001192092896,128.0,128.0,False,-1.207927432002959,2.1050931931200023,-0.8713116851905495,True,6,4,130.0,False,8,,76561198019325819,Outer Heaven,7.0,3317.030029296875,-3435.610107421875,17.059999465942383,-6761.300048828125,-21098.40087890625,1.1999999731779099,0.09999999776482582,-0.09999999776482582,-350.40000915527344,255.0,106.0,False,0.016756164720151248,-1.8928049706591517,-8.273552093843707e-06,True,False,6,6,0.0,False,,enpitsu,76561198039309853,24,3498.159912109375,-2246.330078125,17.059999465942383,4516.9000244140625,-11755.0,2.800000011920929,0.0,-0.7999999821186066,-3235.7998657226562,255.0,0.0,True,0.0167388968805623,-1.464244864914067,-0.00012354411167193386,True,173.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-3929.360107421875,632.530029296875,35.91999816894531,-2932.39990234375,18162.39990234375,1403.800048828125,-1050.8000183105469,1510.7000732421875,-1743.3000183105469,255.0,0.0,,-0.041805249507860714,1.6946499122604914,0.3977847936584472,True,255.0,False,False,12,12,
46,3453,101,False,True,1,4119.780497983935,-2186.919921875,2407.199951171875,156.27999877929688,10640.30029296875,10716.500244140625,5547.5,2279.9000549316406,-1008.3999633789062,5457.5,1.0,-0.754039954048458,2.8582780086286936,-2.2509731787850495,76561198039309853,enpitsu,25.0,-2254.8701171875,2270.570068359375,150.99000549316406,16178.00048828125,-2038.3999633789062,3276.4999389648438,-5327.39990234375,1224.800033569336,-606.6999816894531,128.0,255.0,False,-0.01342100244547715,-2.8611015196584475,-0.6224932609545041,True,3,False,115.0,False,4,,bf81d8692db,games5425898691,20.0,2282.260009765625,-2250.85009765625,17.010000228881836,-22061.59912109375,-6501.9000244140625,0.3999999910593033,0.5999999865889549,0.09999999776482582,-52.39999771118164,255.0,128.0,,-0.009599427266037748,-0.28034506507946316,4.1429501571180184e-05,True,False,12,12,179.0,False,,Outer Heaven,76561198019325819,7,-1561.27001953125,4871.2099609375,16.8700008392334,17336.700439453125,-5315.999755859375,33.90000104904175,39.000000953674316,5.600000023841858,-140.50000190734863,255.0,128.0,False,-0.015519008594726841,-2.829107191224052,-0.002198938835452129,True,255.0,False,6,False,6,,Cool boi,76561198015950686,7.0,-1928.199951171875,2911.35009765625,782.5800170898438,-2481.0000610351562,-2658.9999389648438,-4565.799865722656,2780.2999877929688,-3214.2001342773438,-3491.199951171875,128.0,255.0,False,0.7941610066448064,-2.867651527785899,-2.6210433192069167,True,130.0,False,4,6,8,
47,3493,102,False,False,0,9201.155316359098,673.5999755859375,-3926.2900390625,263.5299987792969,585.9000015258789,7597.8997802734375,-1814.4999694824219,-1115.6999969482422,1934.6000671386719,-5568.800048828125,0.0,-0.009728628995700971,-0.6522517741328647,-2.4901676327540248,76561198019325819,Outer Heaven,7.0,624.6500244140625,-4063.02001953125,197.75999450683594,-6482.19970703125,7919.1998291015625,1336.4999389648438,-44.099998474121094,-5066.300048828125,-2140.0999450683594,255.0,202.0,,-0.4102814464839969,1.588140763113777,-1.192974518713181,True,7,False,233.03610338959638,True,8,,76561198015950686,Cool boi,7.0,2138.39990234375,-2540.179931640625,18.34000015258789,-2848.800048828125,4682.60009765625,1.8000000715255737,0.5000000074505806,-3.6000001430511475,863.4999847412109,255.0,128.0,,0.016841020818413398,2.140350397215951,-0.00022946644568773918,True,4,8,6,130.0,False,,enpitsu,76561198039309853,24,-69.0,-1909.260009765625,16.959999084472656,-15087.19970703125,5424.7998046875,25.799999237060547,8.700000047683716,-3.3000001311302185,242.19999313354492,255.0,255.0,True,0.016722666487085824,2.7872559832842763,0.0009245664452461889,True,115.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,340.6300048828125,746.739990234375,17.010000228881836,11914.000244140625,-19638.800048828125,2.0000000298023224,-1.2999999523162842,2.0999999344348907,-473.1999969482422,255.0,41.0,,0.009609699785040749,-1.0412721422890083,6.798783827552277e-05,True,217.0,False,False,12,12,
48,3537,104,False,False,0,8255.445231931984,790.3200073242188,-2941.3798828125,121.81999969482422,-22115.10009765625,-6145.3997802734375,8199.89990234375,-4088.3999633789062,815.6999969482422,-4314.89990234375,0.0,-0.4976891318379877,2.217773858104381,-2.3783596110809144,76561198015950686,Cool boi,7.0,973.6799926757812,-2824.35009765625,47.38999938964844,-8839.69970703125,-14916.800537109375,3447.6998901367188,360.60001373291016,-203.29999923706055,-1560.5000305175781,253.0,0.0,,0.025615354904263792,-2.1744848750934707,-0.0019105778154551237,True,6,4,55.0,False,10,,76561198019325819,Outer Heaven,7.0,-684.8200073242188,-2888.489990234375,17.059999465942383,-10785.799560546875,-2234.499969482422,2.199999988079071,0.7000000029802322,2.199999988079071,2389.600067138672,255.0,255.0,False,0.01681632100804592,-2.8835944969849336,7.61016135503596e-05,True,False,8,8,215.0,False,,enpitsu,76561198039309853,24,-630.6699829101562,-2220.6201171875,17.059999465942383,8149.7998046875,-4904.800109863281,2.0999999344348907,-1.8000000715255737,1.0000000149011612,-1698.2000732421875,255.0,0.0,False,0.01667792184392476,-0.5328519642711256,-0.00021772084277229254,True,115.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,839.1400146484375,-2727.800048828125,101.16999816894531,8934.7998046875,-21185.70068359375,-577.7000045776367,756.2999725341797,5370.4998779296875,913.8999938964844,255.0,255.0,,0.8275997671819594,-1.4798144230730548,-1.2733568956948305,True,154.35282587748702,True,False,13,14,
49,3618,107,False,False,1,3229.6105141965036,3532.14990234375,3274.22998046875,236.67999267578125,29776.79931640625,-1926.6999816894531,9396.799926757812,4922.099914550781,-2496.999969482422,-2353.0999755859375,1.0,0.3959659273374712,-1.9824591413742372,2.5080546638338097,76561198039309853,enpitsu,24.0,3362.699951171875,3255.719970703125,171.1699981689453,17253.699951171875,2331.699981689453,1935.0,1654.9000549316406,-2429.9000549316406,-931.8000030517578,128.0,128.0,False,0.028693624541395953,3.00161331352116,0.02161917206269905,True,4,False,43.0,False,6,,bf81d8692db,games5425898691,20.0,1254.5400390625,3730.7900390625,17.0,-2118.9999389648438,-13456.400146484375,3.3000001311302185,-0.0,0.29999999329447746,421.8000030517578,255.0,180.0,,-0.009572229344268364,-1.3953036678237805,0.0002454742305351557,True,False,14,14,139.0,False,,Outer Heaven,76561198019325819,7,2538.590087890625,3676.6298828125,17.059999465942383,17164.000244140625,-3351.099853515625,1.5999999642372131,-0.0,-0.09999999776482582,1606.9999694824219,255.0,242.0,False,-0.01679144074296848,-2.993651430947417,7.020382331436976e-05,True,211.0,False,8,False,8,,Cool boi,76561198015950686,7.0,791.3900146484375,5492.31005859375,26.219999313354492,722.6999664306641,5707.19970703125,376.3999938964844,-115.29999732971191,-405.2000045776367,-1170.8000183105469,128.0,128.0,,-0.09106158016536242,-1.2480259210913973,0.06004454587079,True,72.0,False,4,8,10,
50,3685,109,False,False,0,8222.904690429858,-313.1199951171875,-3062.219970703125,353.489990234375,-181.90000534057617,2795.7998657226562,11822.19970703125,3483.900146484375,3425.4000854492188,3482.5,0.0,0.6390201180336115,1.3325639199779105,2.346772671642146,76561198015950686,Cool boi,7.0,-294.79998779296875,-3015.830078125,222.72999572753906,-3119.89990234375,17655.999755859375,-359.50000762939453,-610.099983215332,-2744.2001342773438,-4727.200012207031,246.0,124.0,,0.38599690839505835,2.7001805100354126,-0.6503772629590419,True,9,4,0.0,False,12,,76561198019325819,Outer Heaven,7.0,-2962.7099609375,-4078.530029296875,17.049999237060547,5362.80029296875,9337.60009765625,3.3000001311302185,0.0,0.3999999910593033,-2369.7000122070312,255.0,0.0,False,0.01670090618122142,1.0007104578132566,-3.611647097917375e-05,True,False,8,8,255.0,False,,enpitsu,76561198039309853,25,-3467.2900390625,-2512.25,17.049999237060547,7220.4998779296875,8825.999755859375,3.1999999284744263,-0.7999999821186066,1.4000000059604645,2357.4000549316406,255.0,255.0,False,0.016625956588046484,0.9371807556017349,-3.121814925992126e-05,True,69.78514401117961,True,6,False,4,,games5425898691,bf81d8692db,20.0,-781.8699951171875,-1465.02001953125,17.0,8277.39990234375,14557.099609375,3.1999999284744263,0.3999999910593033,0.7000000029802322,100.9000015258789,255.0,128.0,,0.00960297290146461,1.066788568586584,-0.00012482935334016216,True,118.0,False,False,14,14,
51,3770,112,False,False,0,7379.778035327151,-356.4800109863281,-2220.030029296875,810.97998046875,12583.499755859375,18745.10009765625,11104.200439453125,4927.200012207031,-862.6999664306641,3313.2998657226562,0.0,0.638720595729313,1.2069743978513499,2.2236343787312114,76561198019325819,Outer Heaven,7.0,-445.4700012207031,-2319.679931640625,645.010009765625,10598.599853515625,14248.00048828125,5470.3997802734375,-4043.599853515625,-402.40001678466797,-3706.300048828125,,252.0,,-0.7215672857185631,0.32334893711325285,-0.4301633944328762,True,9,False,173.63212053493794,True,10,,76561198015950686,Cool boi,7.0,-2347.8798828125,-262.69000244140625,18.329999923706055,1731.0000610351562,228.29999923706055,2.8999999165534973,0.0,0.29999999329447746,-1060.0,229.0,0.0,,0.016919747758794672,0.3327586114948703,-0.00012906874759119973,True,4,12,10,,False,,enpitsu,76561198039309853,24,-2242.030029296875,284.20001220703125,17.049999237060547,15934.000244140625,4418.699951171875,-2.0000000298023224,0.19999999552965164,0.3999999910593033,0.09999999776482582,255.0,128.0,,0.016766781781385576,0.2705475298417584,-2.1023778869134056e-05,True,169.67175044551976,True,6,False,4,,games5425898691,bf81d8692db,20.0,-812.239990234375,-753.989990234375,17.0,12596.99951171875,-168.4000015258789,3.6000001430511475,0.0,0.0,2322.7999877929688,255.0,255.0,,0.009558154170057518,0.052730116742835044,-2.3171823600918133e-05,True,97.0,False,False,14,14,
52,3920,118,False,False,0,3311.4924170979584,1991.5400390625,3518.860107421875,469.1099853515625,-18363.900146484375,-4506.7999267578125,2130.800018310547,2367.100067138672,-2827.2000122070312,-17.59999990463257,0.0,-0.3344010588875305,1.4170840240252962,2.653889777274125,76561198019325819,Outer Heaven,7.0,2100.530029296875,3551.43994140625,347.07000732421875,-10284.599609375,-1977.5999450683594,4257.39990234375,646.2000274658203,-3800.7000732421875,-3922.5,128.0,178.0,,-0.9418182473837606,-2.699561184668573,-0.6989896048077285,True,11,False,92.03652491620788,True,12,,76561198015950686,Cool boi,7.0,1944.5899658203125,-4501.18017578125,18.329999923706055,20502.60009765625,514.5000076293945,-0.9000000357627869,-1.7000000178813934,0.0,1843.3999633789062,255.0,193.0,,0.01707331386179553,0.08124529169464652,0.00011622086009489553,True,4,12,10,32.0,False,,enpitsu,76561198039309853,25,889.2999877929688,4910.3798828125,17.049999237060547,-12359.100341796875,-1049.1999816894531,4.4999998807907104,3.700000047683716,-6.600000262260437,-2582.7999877929688,0.0,255.0,True,0.017110310841898353,-0.32562090923204123,-0.0003777370474433689,True,133.0,False,8,False,6,,games5425898691,bf81d8692db,19.0,2723.31005859375,2237.85009765625,17.010000228881836,-13798.499755859375,4912.39990234375,2.199999988079071,0.0,0.0,-2083.2000732421875,255.0,0.0,,0.009594355043638092,2.732616563570926,1.024578427191981e-05,True,232.0,False,False,16,16,
53,3997,120,False,False,1,7654.313035298366,2417.300048828125,-2361.610107421875,96.02999877929688,13819.49951171875,20392.7001953125,3320.2999877929688,-1250.1000213623047,5866.300048828125,-151.899995803833,1.0,0.493701630194273,-1.6185343406282868,1.4398217262260584,76561198039309853,enpitsu,24.0,2314.389892578125,-2581.06005859375,54.650001525878906,16644.100341796875,13964.000244140625,3308.3999633789062,-470.9000015258789,553.4000015258789,45.900001525878906,255.0,255.0,False,-0.04100558727379901,2.4347733314242466,-2.5997192283940725e-05,True,7,False,33.0,False,10,,bf81d8692db,games5425898691,19.0,1422.469970703125,-4831.8701171875,17.010000228881836,22300.400390625,2521.999969482422,1.899999976158142,0.5999999865889549,0.09999999776482582,4.000000059604645,255.0,128.0,,-0.00958356842968976,3.0284181086774526,-5.689761808835879e-05,True,False,16,16,148.0,False,,Outer Heaven,76561198019325819,6,-101.58000183105469,-2016.510009765625,17.049999237060547,-2063.0999755859375,13246.99951171875,2.5999999046325684,-0.0,0.7000000029802322,0.09999999776482582,255.0,128.0,,-0.01674072476905264,1.4162587917896687,-6.599807347532008e-05,True,121.0,False,12,False,12,,Cool boi,76561198015950686,7.0,-711.6799926757812,2855.010009765625,18.329999923706055,15100.6005859375,2018.0999755859375,3.0000001192092896,0.5999999865889549,-0.09999999776482582,0.09999999776482582,237.0,128.0,,-0.017094057839796777,3.008696984469353,-4.655129225597262e-05,True,255.0,False,4,10,12,
