,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
39,2039,67.0,False,False,0,4060.228116329286,140.5,1214.300048828125,112.94000244140625,4434.5001220703125,7998.599853515625,8805.399780273438,4776.099853515625,2972.2000122070312,-2086.6000366210938,0.0,-0.6499912619800801,-1.31579600273438,0.722594488245679,be8c27d163b,D. Artic,10.0,162.47999572753906,1044.43994140625,16.399999618530273,-2055.0999450683594,571.6999816894531,-789.8999786376953,-300.3000068664551,-487.59998321533203,-814.7000122070312,128.0,0.0,False,0.021782270176724076,2.4273728436240165,-0.000681812950444496,True,20,4,26,236.0,False,,76561198172758054,berou,8.0,-1530.1199951171875,3951.18994140625,17.010000228881836,9346.099853515625,-7271.5997314453125,2.0999999344348907,-0.5000000074505806,0.5000000074505806,-42.5,255.0,128.0,,0.009551978379118612,-0.667309931671484,9.784247048644761e-05,True,24,182.0,False,22,4,,enpitsu,76561198039309853,25,715.5900268554688,4212.419921875,17.049999237060547,13490.699462890625,10775.699462890625,2.8999999165534973,1.4000000059604645,1.1999999731779099,-1433.0000305175781,255.0,0.0,True,0.016775262794308247,0.6732529879538665,-0.0004568086168017481,True,134.0,False,14,False,14,,games5425898691,bf81d8692db,18.0,-359.57000732421875,2349.699951171875,17.010000228881836,12415.400390625,-5988.900146484375,2.3999999463558197,0.09999999776482582,-0.19999999552965164,2196.199951171875,255.0,251.0,0.009583799651568508,-0.38255427655129676,-2.6004307343281068e-05,True,230.0,False,12,False,14,,
40,2100,70.0,True,False,1,8291.844854143965,-1086.050048828125,-2911.469970703125,435.5799865722656,3725.4998779296875,28417.5,2891.300048828125,-3991.099853515625,-3556.0000610351562,-1243.3999633789062,1.0,-0.024373572409135964,1.4991931317125156,0.42581384721054,76561198039309853,enpitsu,25.0,-1104.8800048828125,-3054.2099609375,348.3999938964844,10251.99951171875,15157.80029296875,2083.2000732421875,3323.0999755859375,823.0000305175781,4304.5001220703125,255.0,255.0,False,0.812240999916561,2.24312266473608,0.17946376070539863,True,15,False,16,53.0,False,,bf81d8692db,games5425898691,18.0,42.86000061035156,-4186.43994140625,17.010000228881836,-1660.0,-11262.80029296875,2.3999999463558197,-0.0,-0.09999999776482582,-2238.9999389648438,128.0,0.0,,-0.009639758158328364,-1.3636497341169536,-2.0179105722090243e-05,True,14,255.0,False,12,False,,berou,76561198172758054,8,166.1199951171875,-1382.3699951171875,17.010000228881836,-7670.30029296875,11816.700439453125,2.0999999344348907,0.09999999776482582,-0.5000000074505806,665.0,255.0,168.0,,-0.009594788557314533,0.9779681909762912,5.852668815862069e-05,True,182.0,False,24,4,22,,D. Artic,be8c27d163b,10.0,-1138.7900390625,-2849.030029296875,275.4800109863281,1617.7000427246094,-6183.900146484375,-243.60000610351562,345.60001373291016,-347.40001678466797,-5478.0999755859375,255.0,184.0,0.34110764039629493,-3.036922097644334,-1.6606960764045804,True,180.70822385562366,True,21,4,28,,False
41,2444,73.0,False,False,0,5202.703098267987,8.699999809265137,16.559999465942383,93.02999877929688,9594.500122070312,25305.30029296875,1791.0000610351562,-1872.4000549316406,768.7999725341797,5648.2000732421875,0.0,0.006996254337208798,0.0484557279783772,-0.01590663499107763,be8c27d163b,D. Artic,10.0,-24.309999465942383,-144.72999572753906,67.54000091552734,15328.299560546875,12370.999755859375,2932.7999877929688,3826.7999267578125,646.6000366210938,3897.0001220703125,255.0,0.0,,0.0010659879967206617,1.2196876004108692,0.03348756786920986,True,5,False,6,42.45253361681456,True,,76561198172758054,berou,9.0,82.1500015258789,-1888.280029296875,17.010000228881836,-1784.9000549316406,12583.800048828125,2.0999999344348907,0.0,0.29999999329447746,160.10000228881836,255.0,128.0,,0.009559888743019341,1.7293198626756232,-0.00010551632141905856,True,4,116.0,False,4,False,,enpitsu,76561198039309853,25,28.469999313354492,4169.33984375,17.049999237060547,-589.900016784668,-4760.7000732421875,2.5999999046325684,0.7000000029802322,0.09999999776482582,-0.3999999910593033,255.0,128.0,False,0.01655043802481828,-1.6940436844165847,1.8451074619210042e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,101.63999938964844,271.6099853515625,82.08000183105469,-4040.7000732421875,-22431.201171875,2487.5999450683594,5213.0999755859375,-1748.800048828125,121.09999656677246,128.0,110.0,0.6115458439059249,-1.5610979607511561,0.21183254939269677,True,0.0,False,3,False,4,,
42,2585,78.0,False,False,0,7710.35184517499,-3320.419921875,-2179.27001953125,142.02999877929688,4353.900146484375,19923.399658203125,12967.19970703125,5947.1002197265625,-332.59998321533203,-721.9999694824219,0.0,0.29689696098166163,-3.1326005732543156,2.9461961329905857,76561198172758054,berou,8.0,-3346.360107421875,-2370.5,16.989999771118164,4642.699890136719,20758.701171875,2.199999988079071,0.09999999776482582,0.7999999821186066,124.89999771118164,255.0,162.0,,0.009600640591418677,1.3525985944430607,-7.787229231378478e-06,True,4,False,4,139.1768000074612,True,,be8c27d163b,D. Artic,10.0,1720.97998046875,-2511.330078125,17.049999237060547,-13833.599853515625,-10959.100341796875,4.000000059604645,1.899999976158142,4.000000059604645,-471.5999984741211,255.0,50.0,,0.016878673507446252,-2.4699021586367884,-7.940835242850604e-05,True,8,255.0,False,8,False,,enpitsu,76561198039309853,25,-2109.0400390625,1016.8200073242188,17.049999237060547,16114.100341796875,3418.0999755859375,2.800000011920929,-5.899999737739563,-1.5000000596046448,1551.6000366210938,255.0,128.0,,0.01677567959205381,0.2827158631588375,-5.939998276695407e-05,True,244.0,False,False,False,False,20.0,games5425898691,bf81d8692db,18.0,-3481.110107421875,-1759.469970703125,87.87999725341797,11930.899658203125,-19478.499755859375,2672.9998779296875,2034.7000122070312,3405.5999755859375,2360.0,255.0,161.0,0.02877187437237741,-0.7928272702514872,-0.017407168979437587,True,199.0,False,7,False,8,,
43,2701,82.0,False,True,0,2171.4641170607956,757.3800048828125,3732.31005859375,908.510009765625,-1780.0999450683594,6439.5001220703125,709.7000122070312,-2090.2000427246094,3306.400146484375,4056.199951171875,0.0,-0.7374331711630854,2.7851061979496756,-1.3680731289935035,be8c27d163b,D. Artic,9.0,860.6300048828125,3762.3701171875,914.3300170898438,-2558.5000610351562,16529.100341796875,-825.2999877929688,2680.1998901367188,1339.1000366210938,4570.4998779296875,197.0,129.0,False,1.1624882598533697,-2.3481468756286943,3.001556342506375,True,8,4,10,63.0,False,,76561198172758054,berou,9.0,1327.1400146484375,724.8699951171875,17.010000228881836,4526.700134277344,14752.80029296875,2.0999999344348907,0.09999999776482582,0.7000000029802322,25.0,255.0,128.0,,0.009597058211990571,1.276702955172489,-8.71865944407835e-05,True,6,180.0,False,6,False,,enpitsu,76561198039309853,25,301.9700012207031,5030.72021484375,17.049999237060547,3500.4000854492188,8565.700073242188,3.400000035762787,-0.09999999776482582,-0.3999999910593033,-1615.8999633789062,128.0,0.0,False,0.016671579613679443,1.206321686331215,-0.0003802703811980727,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-461.739990234375,497.3299865722656,93.6500015258789,-2570.10009765625,21899.29931640625,-1905.2000427246094,-2207.2999572753906,-626.1000061035156,63.69999885559082,255.0,128.0,-0.515593495562134,1.8313083323484367,0.03247845020019081,True,160.0,False,10,False,10,,
44,2753,84.0,False,False,1,10107.209079469001,-461.510009765625,-4875.6298828125,189.39999389648438,-7301.199951171875,2844.1000366210938,5883.4002685546875,4407.60009765625,1030.999984741211,3938.2000732421875,1.0,-0.22936384987769687,-2.239263387844539,2.99878077738907,76561198039309853,enpitsu,25.0,-304.6300048828125,-4970.47998046875,155.77999877929688,1247.0999908447266,3601.4999389648438,-2503.9999389648438,888.0000305175781,2506.699981689453,2297.5,255.0,128.0,False,-0.3111185390282846,0.18195555196138574,-0.5476544142712333,True,2,False,2,198.72513540073103,True,,bf81d8692db,games5425898691,18.0,1000.8200073242188,-4405.85986328125,17.010000228881836,-12849.200439453125,-15411.300048828125,2.3000000417232513,-0.09999999776482582,-0.29999999329447746,-1948.3000183105469,255.0,0.0,,-0.009575739691118993,-0.806735037208857,-4.859843700586121e-05,True,10,160.0,False,10,False,,berou,76561198172758054,9,-533.4000244140625,-3233.090087890625,17.010000228881836,7265.999755859375,-9378.800048828125,2.3000000417232513,0.19999999552965164,-0.09999999776482582,-2156.3999938964844,128.0,3.0,False,-0.009630116335672895,-2.1731450557359278,-3.6498319559269144e-05,True,156.0,False,6,False,6,,D. Artic,be8c27d163b,9.0,-379.7799987792969,-5736.08984375,37.90999984741211,1992.5999450683594,-3841.7001342773438,-637.7000045776367,-3064.2999267578125,620.9000015258789,1832.5,174.0,202.0,0.01304069441695952,2.773554793358929,0.14321554355634453,True,63.0,False,8,4,10,,True
45,2795,86.0,False,False,1,9884.521597516845,-1572.25,-4431.39013671875,320.1099853515625,-15317.60009765625,16130.999755859375,2270.0,1187.3999786376953,4398.800048828125,-3903.800048828125,1.0,0.2925857178297234,1.450479523884446,-1.5566892208318333,76561198039309853,enpitsu,25.0,-1384.6199951171875,-4623.02978515625,240.5500030517578,-21276.59912109375,8327.80029296875,114.0999984741211,-4069.1000366210938,2121.699981689453,3031.4999389648438,255.0,128.0,False,-0.11015310404443697,0.5814199389431074,1.443124482300031,True,3,False,4,118.0,False,,bf81d8692db,games5425898691,18.0,-1290.3399658203125,-4613.39013671875,214.25,-18476.500244140625,4684.800109863281,3216.300048828125,-1978.8999938964844,1652.8999328613281,-561.8000030517578,255.0,116.0,,0.6129224288220777,0.6389658233467356,0.39698123468093705,True,12,95.49695490765315,True,10,False,,berou,76561198172758054,9,-1364.739990234375,-4303.4599609375,17.010000228881836,-10566.700439453125,-1057.2000122070312,2.3999999463558197,0.5000000074505806,0.3999999910593033,-1800.7000732421875,208.0,3.0,False,-0.0096246032260486,-0.0864250732855703,-0.00017242331295797813,True,156.0,False,6,False,6,,D. Artic,be8c27d163b,10.0,-43.91999816894531,-4649.89013671875,84.37999725341797,4193.999938964844,18941.700439453125,-167.90000915527344,-5374.1998291015625,1166.6000366210938,82.5,255.0,128.0,-1.2579481400315247,-1.3104765157164502,3.0927066778681462,True,18.0,False,9,4,12,,False
46,2896,89.0,False,False,1,6771.475604169781,-3407.97998046875,-87.68000030517578,388.6400146484375,5586.099853515625,28025.10009765625,5564.7998046875,1005.8000183105469,-1510.7000732421875,1119.4000244140625,1.0,0.34449679972882574,-2.3333250890968587,-2.2660987759888283,76561198039309853,enpitsu,25.0,-3439.489990234375,-244.11000061035156,244.52999877929688,2816.6000366210938,22669.69970703125,2657.9000854492188,-1436.6999816894531,182.00000762939453,0.5000000074505806,255.0,128.0,,0.7237816294876331,1.6963622055621617,0.0008996342601416259,True,5,False,6,156.0,False,,bf81d8692db,games5425898691,18.0,-3676.6298828125,1306.4100341796875,17.010000228881836,3891.6000366210938,22666.10107421875,2.0999999344348907,0.09999999776482582,1.1999999731779099,0.09999999776482582,255.0,128.0,,-0.009596880223765149,1.7408072541174835,-5.9708193435580526e-05,False,12,0.0,False,12,False,,berou,76561198172758054,8,-4001.239990234375,2561.97998046875,83.13999938964844,1291.300048828125,22611.298828125,-1285.0999450683594,-517.5,-684.0000152587891,-452.59998321533203,255.0,77.0,,-0.07827065155994938,1.632021295688354,0.7652387340435871,True,245.6555526359107,True,8,False,8,,D. Artic,be8c27d163b,10.0,-3327.75,1261.6400146484375,17.059999465942383,-4249.599914550781,21155.90087890625,1.2999999523162842,0.09999999776482582,-0.29999999329447746,-1.899999976158142,255.0,128.0,-0.016787377203739382,1.372793485380349,3.4349508199221725e-05,True,19.0,False,12,4,14,,
47,2968,92.0,False,False,1,3246.1910617859744,-2160.89990234375,4047.699951171875,231.27000427246094,-2270.800018310547,8854.299926757812,8441.300048828125,5855.0,198.29999923706055,1295.8000183105469,1.0,0.5409455037974519,2.347848053799595,-0.5082005543834007,76561198039309853,enpitsu,25.0,-2127.7900390625,3918.010009765625,137.00999450683594,4482.799987792969,10471.700439453125,2267.5999450683594,-3317.5,-4378.500061035156,268.8999938964844,128.0,255.0,,-0.0309048731140791,2.08742453602968,-0.6876349931349265,True,7,False,8,127.0,False,,bf81d8692db,games5425898691,18.0,-65.69000244140625,4253.39990234375,17.010000228881836,20968.20068359375,-5122.5,2.3000000417232513,-0.29999999329447746,0.09999999776482582,1941.4999389648438,255.0,255.0,,-0.009592525901173711,-2.9726889075429237,4.880607832567923e-05,False,12,31.0,False,12,False,1.0,berou,76561198172758054,8,-733.2000122070312,4227.08984375,17.030000686645508,-195.9000015258789,-6220.3997802734375,0.0,0.29999999329447746,-0.0,-2343.699951171875,255.0,1.0,True,-0.009491137736116683,-1.546580851379529,-4.6252345217360195e-05,True,255.0,False,8,False,8,,D. Artic,be8c27d163b,10.0,-1829.760009765625,5102.93994140625,432.8399963378906,10526.99951171875,-3.1999999284744263,1067.0999908447266,4.099999964237213,1885.0,0.7000000029802322,255.0,95.0,0.07779425345709534,3.1248703005938396,1.5695915110005765,True,19.0,False,12,4,16,,
48,3035,94.0,False,False,0,10133.553307126887,2572.969970703125,-4381.2998046875,122.01000213623047,11869.599609375,13003.399658203125,1005.1999664306641,-1493.8999938964844,-824.1999816894531,-675.8999633789062,0.0,0.027204426356146307,1.354625104785185,0.8430697239129934,76561198172758054,berou,8.0,2487.489990234375,-4458.3798828125,15.520000457763672,9410.30029296875,6493.3001708984375,-50.70000171661377,-512.9999923706055,-305.9000015258789,3075.4998779296875,255.0,253.0,False,0.04742568119270489,0.6691287153302506,-0.036229684631703646,False,8,False,8,215.37952674845212,True,,be8c27d163b,D. Artic,10.0,-600.47998046875,-4917.3798828125,17.040000915527344,-9420.599975585938,-7672.1002197265625,5.299999713897705,0.19999999552965164,0.19999999552965164,3003.9999389648438,158.0,255.0,False,0.016789860418370484,-2.216630081937468,9.385247114467127e-05,True,16,0.0,False,12,4,,enpitsu,76561198039309853,25,1772.2900390625,-4290.72998046875,17.049999237060547,13769.000244140625,5403.0999755859375,-2.199999988079071,-2.8999999165534973,-0.7000000029802322,-326.3999938964844,255.0,128.0,False,0.01676392743051567,0.34164949511523424,0.000280528097004597,True,95.7769978918055,True,8,False,8,3.0,games5425898691,bf81d8692db,18.0,-3819.719970703125,-2443.93994140625,16.139999389648438,7924.0997314453125,20249.200439453125,-110.39999961853027,4.099999964237213,-942.7999877929688,-1567.2000122070312,255.0,0.0,0.019297482488060045,1.1483256152203107,0.010664598161710328,True,237.0,False,12,False,12,,
49,3064,95.0,False,False,0,9438.213881400306,3759.320068359375,-3070.22998046875,96.87000274658203,14456.99951171875,16601.400146484375,736.6000366210938,-1523.800048828125,647.6000213623047,-1113.6000061035156,0.0,-0.11434682603505436,-1.7911917168165123,-2.6952085063518565,76561198172758054,berou,8.0,3633.050048828125,-3209.830078125,16.989999771118164,12030.50048828125,15643.399658203125,4.399999976158142,0.29999999329447746,0.19999999552965164,5.099999904632568,247.0,128.0,False,0.009609359569934549,0.9159420112345897,-5.696196036487761e-05,True,8,False,8,145.0,False,,be8c27d163b,D. Artic,10.0,-34.2400016784668,-5403.06982421875,19.010000228881836,9170.10009765625,6737.80029296875,-253.70000839233398,65.50000190734863,95.0,2382.7999877929688,255.0,239.0,False,0.04145360512532591,0.6885153426322349,-0.03003933861547575,True,16,0.0,False,12,4,,enpitsu,76561198039309853,25,3457.340087890625,-3259.090087890625,17.049999237060547,17910.699462890625,14429.300537109375,-1.5000000596046448,1.0999999940395355,0.7000000029802322,-1859.1000366210938,255.0,255.0,False,0.016787291163964532,0.6191029446623308,-8.537277834003864e-05,True,4.7445848270129165,True,8,False,8,,games5425898691,bf81d8692db,18.0,-2371.760009765625,-725.3099975585938,17.030000686645508,5190.3997802734375,19259.89990234375,-0.5000000074505806,0.0,0.5999999865889549,356.5999984741211,255.0,128.0,0.009595043787277716,1.3447240143998285,-0.00022924822981278746,True,237.0,False,12,False,12,,
50,3080,96.0,False,False,1,5648.035194870868,-3990.0,2306.75,493.7099914550781,3120.1998901367188,-17524.000244140625,9490.2001953125,2583.2998657226562,-142.60000228881836,34.000000953674316,1.0,0.7246363760305845,-0.024699684489085837,-0.34358303717209004,76561198039309853,enpitsu,25.0,-4080.330078125,2494.050048828125,384.7900085449219,269.4000053405762,-14288.1005859375,11971.8994140625,21.30000114440918,-195.10000228881836,-146.09999656677246,255.0,128.0,False,0.7078554773167293,-1.56914761915206,-1.5734395538432429,True,8,False,8,0.0,False,,bf81d8692db,games5425898691,18.0,2152.580078125,-297.4700012207031,17.030000686645508,-3879.7000122070312,-19537.900390625,-0.5000000074505806,-0.19999999552965164,-2.0999999344348907,321.89998626708984,255.0,173.0,,-0.009591171572125282,-1.3759233277036929,1.3058606657049075e-05,True,12,237.0,False,12,False,,berou,76561198172758054,8,,,,,,,,,,,,,,,,True,,,,,,,D. Artic,be8c27d163b,10.0,-386.0899963378906,4847.35986328125,17.049999237060547,-8147.19970703125,-10004.7998046875,2.5999999046325684,-2.800000011920929,-3.6000001430511475,-766.9999694824219,255.0,128.0,-0.01672577861979912,-0.8442853877311315,9.018987992872048e-05,True,0.0,False,12,4,16,,False
51,3170,99.0,False,False,1,9165.008710670729,-3021.14990234375,-3145.72998046875,102.18000030517578,1967.1000671386719,-11991.099853515625,6883.4002685546875,5920.8001708984375,971.2000274658203,15.299999713897705,1.0,-0.4993454251711629,-0.4966612176071542,-2.480374611840033,bf81d8692db,games5425898691,18.0,-2875.72998046875,-3297.570068359375,48.25,-21046.298828125,8646.300048828125,3360.4998779296875,5.099999904632568,-2.0999999344348907,-1888.8999938964844,255.0,128.0,,-0.009552830548878403,0.5501962694324473,-0.0004933345144485353,True,12,False,13,140.82713954423068,True,,76561198039309853,enpitsu,25.0,-3541.2900390625,-2960.679931640625,846.8300170898438,2787.5,-19270.30029296875,-6878.599853515625,363.80001068115234,-37.40000009536743,453.6000061035156,128.0,128.0,False,-0.606896986214452,-2.8030078331813715,-0.49586542993167465,True,10,,False,10,False,,berou,76561198172758054,9,-2675.219970703125,4388.3798828125,17.010000228881836,162.80000686645508,-5830.30029296875,2.5,-0.09999999776482582,0.29999999329447746,-1621.300048828125,255.0,3.0,,-0.009514002991280988,-1.656561605756736,-0.00033250178876321953,True,85.0,False,False,False,False,,D. Artic,be8c27d163b,10.0,-3033.050048828125,254.0399932861328,17.059999465942383,-15868.199462890625,-6250.0,1.4000000059604645,0.19999999552965164,-0.0,-190.10000228881836,255.0,128.0,-0.016772428737315413,-0.3573711767344723,0.00010731923202880567,True,61.0,False,14,4,18,,
52,3256,102.0,False,False,0,4903.7344391782835,542.5599975585938,452.0199890136719,124.20999908447266,-16955.799560546875,3837.3001098632812,-582.2000122070312,1264.1000366210938,5127.19970703125,2848.3999633789062,0.0,0.055521289358825304,-2.2608257664841553,2.2584165761908412,be8c27d163b,D. Artic,10.0,683.4400024414062,355.3699951171875,17.030000686645508,-16780.799560546875,-1677.8999328613281,5.400000214576721,-2.0999999344348907,0.0,-1586.1000061035156,255.0,0.0,False,0.016788502644508787,-3.0610638758337707,-0.00032252195069362933,True,14,4,18,205.0,False,,76561198172758054,berou,9.0,1011.02001953125,-1917.5400390625,17.010000228881836,-16350.30029296875,8475.999755859375,1.899999976158142,-0.19999999552965164,0.19999999552965164,0.0,190.0,128.0,False,0.00960554203187573,2.6633394352059065,-2.6220215889062652e-05,True,False,229.0,False,False,False,,enpitsu,76561198039309853,25,1639.8800048828125,4506.06982421875,17.059999465942383,-16218.800048828125,9114.299926757812,1.4000000059604645,-6.899999976158142,3.8999998569488525,-1130.5000305175781,255.0,128.0,False,0.016776360085894462,2.5785244815019777,-7.281325134100507e-05,True,181.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,1527.72998046875,3123.219970703125,16.3700008392334,-14720.0,5938.3001708984375,107.5,4.000000059604645,9.200000166893005,40.999999046325684,255.0,128.0,0.010254604890874349,2.761323429294711,-1.2299832435199307e-05,True,161.0,False,14,False,16,,
53,3267,103.0,False,False,0,4599.721501505551,-113.41999816894531,607.3400268554688,107.69000244140625,-16323.900146484375,7129.0997314453125,1622.7000427246094,1375.0,1163.499984741211,4280.0,0.0,0.14507081021649965,-1.0031081646881808,0.8016853563788202,be8c27d163b,D. Artic,10.0,18.059999465942383,448.010009765625,17.049999237060547,-14529.49951171875,6717.5,2.8999999165534973,-1.0999999940395355,1.0000000149011612,-1727.7000427246094,255.0,68.0,False,0.016807168820567955,2.6577841248394334,-7.228631658711821e-06,True,14,4,18,205.0,False,,76561198172758054,berou,9.0,356.7799987792969,-1578.6600341796875,17.010000228881836,-16350.30029296875,8475.999755859375,1.899999976158142,-0.19999999552965164,0.19999999552965164,0.0,171.0,128.0,False,0.00960554203187573,2.6633394352059065,-2.6220215889062652e-05,True,False,229.0,False,False,False,,enpitsu,76561198039309853,25,981.7100219726562,4966.33984375,17.059999465942383,-14935.50048828125,10973.599853515625,1.1999999731779099,0.29999999329447746,-0.09999999776482582,-2.199999988079071,255.0,255.0,True,0.016787216708867247,2.5076539857117677,2.9057152897523228e-05,True,181.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,918.9199829101562,3252.580078125,17.010000228881836,-15512.60009765625,116.5999984741211,2.0999999344348907,-0.9000000357627869,-0.09999999776482582,160.10000228881836,255.0,128.0,0.009587614619511065,-3.1296004090008225,-0.00014212371692827247,True,191.0,False,14,False,16,,
54,3283,103.0,False,False,0,4124.079523029744,-1056.1199951171875,1019.030029296875,92.81999969482422,-14952.60009765625,6480.9002685546875,1265.8999633789062,-55.50000190734863,-1798.0000305175781,4280.0,0.0,0.37925224027887366,1.8667203351961703,1.5539714170959023,be8c27d163b,D. Artic,10.0,-834.1599731445312,918.27001953125,17.049999237060547,-16176.300048828125,7971.6998291015625,2.5,-0.19999999552965164,0.29999999329447746,-4.300000071525574,255.0,128.0,False,0.016794011777664933,2.683793298944794,-2.9639469946909138e-05,True,14,4,18,186.0,False,,76561198172758054,berou,9.0,-621.1900024414062,-1144.800048828125,17.010000228881836,-17498.399658203125,5421.300048828125,2.0000000298023224,-0.29999999329447746,0.0,46.70000076293945,145.0,128.0,False,0.009585462095948285,2.847096408981109,-5.2819220776527394e-05,True,False,229.0,False,False,False,,enpitsu,76561198039309853,25,216.22999572753906,5476.10986328125,30.8700008392334,-12570.400390625,7554.4000244140625,-1522.4000549316406,-4918.0999755859375,1218.0000305175781,2139.7000122070312,0.0,255.0,False,0.06764663971474033,3.025413078321432,-0.39111792417379193,True,181.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,-217.9600067138672,3247.110107421875,86.54000091552734,-20406.600341796875,-113.00000190734863,-155.10000228881836,-496.1000061035156,-5468.0999755859375,-320.40000915527344,255.0,128.0,-0.11929634804144605,-0.15797028392685053,-3.0752786669935888,True,191.0,False,15,False,18,,
55,3305,104.0,False,False,0,3940.5661637460003,-2469.929931640625,1527.4100341796875,93.02999877929688,-19374.3994140625,6075.7000732421875,281.200008392334,-1978.800048828125,-1766.199951171875,1191.6000366210938,0.0,0.3527641321513222,-2.2784679899627127,2.0000587638839824,be8c27d163b,D. Artic,10.0,-2309.389892578125,1502.1600341796875,17.049999237060547,-19979.3994140625,5601.300048828125,2.7000001072883606,-2.3999999463558197,1.899999976158142,196.8000030517578,244.0,164.0,False,0.016846125662288665,2.8661873673014395,1.9821658283965495e-06,True,14,4,18,158.0,False,,76561198172758054,berou,9.0,-1816.800048828125,-827.9199829101562,17.010000228881836,-14626.800537109375,1651.9000244140625,2.0999999344348907,-0.29999999329447746,-0.29999999329447746,137.60000228881836,128.0,128.0,False,0.009614915380972868,3.044527232471984,-9.432414574172835e-05,True,False,229.0,False,False,False,,enpitsu,76561198039309853,25,18.739999771118164,5515.9599609375,23.43000030517578,-18.600000143051147,42.10000038146973,4.099999964237213,-2.8999999165534973,2.0999999344348907,0.3999999910593033,128.0,128.0,True,0.032799204011073474,-2.7294538087380147,-0.03625691084225394,True,181.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,-1730.030029296875,3238.780029296875,16.149999618530273,-20419.69970703125,-602.7000045776367,126.89999580383301,9.599999785423279,73.69999885559082,93.19999694824219,255.0,128.0,0.014291503905558004,-3.1004771988113493,0.001173407432247001,True,215.7344257549573,True,16,False,18,,
