,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
36,2849,79,False,True,1,7535.928632310225,2213.31005859375,-2279.89990234375,284.510009765625,-7601.300048828125,29617.5,3368.5000610351562,-1083.6000061035156,-5595.9002685546875,-1873.800048828125,1.0,1.0463120045626881,-1.9348670789091469,1.6773157624481048,2665120328272868976,momogalexp,8.0,2254.010009765625,-2579.889892578125,195.94000244140625,-2838.699951171875,22463.1005859375,2307.7000427246094,-2205.8999633789062,771.2000274658203,-462.20001220703125,255.0,111.0,,0.46201629337977645,1.67117438272074,0.12345955641170596,True,8,3,215.0,False,False,,7621819524963697921,Loufiacre,8.0,-1121.3199462890625,-2027.02001953125,16.989999771118164,-1364.9000549316406,9030.2001953125,4.600000083446503,-0.0,0.09999999776482582,-25.899999141693115,255.0,128.0,,-0.009524530705838202,1.4230600898448436,1.0157527401170961e-06,True,214.0,False,16,16,False,,enpitsu,76561198039309853,27,562.239990234375,-2161.179931640625,17.059999465942383,16605.699462890625,14405.2001953125,1.7000000178813934,0.3999999910593033,0.3999999910593033,-1732.4000549316406,255.0,128.0,,-0.016769907947549723,2.473570504579298,-0.00015947084199137668,True,12,False,10,22.0,False,,games5425898691,bf81d8692db,17.0,1369.0699462890625,1522.260009765625,17.010000228881836,-11859.89990234375,1832.7999877929688,2.3999999463558197,0.19999999552965164,-0.0,-2360.5999755859375,255.0,0.0,-0.009547604062851238,0.2177192183774551,1.4779927238969807e-05,True,255.0,False,12,14,False,,
37,2908,81,False,False,0,8706.746110832164,-661.219970703125,-3563.580078125,199.5800018310547,14230.6005859375,-5029.5001220703125,10512.39990234375,5180.5999755859375,2090.399932861328,-2188.699951171875,0.0,-0.6840084131564268,0.3990487899955155,1.7462962828577142,bf81d8692db,games5425898691,17.0,-747.719970703125,-3652.860107421875,111.75,-1154.4000244140625,-1366.0000610351562,1988.8999938964844,-4791.700134277344,2561.0000610351562,-854.8000335693359,255.0,97.0,,-0.7400285376555641,-2.0919193345839493,0.029783335398223722,True,16,13,255.0,False,False,,76561198039309853,enpitsu,27.0,-3486.949951171875,-1466.3399658203125,17.059999465942383,-3434.89990234375,-22286.298828125,1.2999999523162842,-0.09999999776482582,-0.29999999329447746,10.0,255.0,128.0,,0.016785257714389337,-1.7226336968024045,-2.9510945496836664e-05,True,10.0,False,12,10,False,,momogalexp,2665120328272868976,8,-2342.31005859375,-1462.68994140625,17.010000228881836,-16197.80029296875,-7536.9000244140625,2.3999999463558197,0.29999999329447746,0.0,-1978.9999389648438,255.0,0.0,,0.009578627151309055,-2.7785608665237214,1.930135250046378e-05,True,8,False,4,246.0,False,,Loufiacre,7621819524963697921,8.0,-108.45999908447266,1100.8199462890625,16.989999771118164,-11288.399658203125,1255.8999633789062,5.099999904632568,0.5999999865889549,0.0,2671.6000366210938,255.0,255.0,0.009554257382368632,3.134714167244436,-5.885342843097482e-06,True,213.0,False,16,16,False,,False
38,3023,85,False,False,1,4260.518085958708,-3109.75,3688.800048828125,305.3699951171875,7037.39990234375,23509.7998046875,5001.000061035156,5385.8001708984375,-152.39999771118164,-2639.89990234375,1.0,-0.5545458556358224,2.740964368504498,-1.5055276978750958,7621819524963697921,Loufiacre,8.0,-3181.360107421875,3434.739990234375,268.2200012207031,527.5,22912.60009765625,1913.0000305175781,53.29999923706055,524.7999954223633,-325.60001373291016,255.0,128.0,False,0.3620869471377995,2.2736868592196138,1.8054448038569315,True,20,16,68.0,False,False,,2665120328272868976,momogalexp,8.0,-6.889999866485596,-1173.1199951171875,17.010000228881836,-6694.4000244140625,12388.00048828125,2.0999999344348907,0.09999999776482582,-0.0,-256.9000053405762,255.0,128.0,,-0.009590807699933347,1.1015778973279635,0.00014296236487503148,True,255.0,False,8,4,False,,enpitsu,76561198039309853,27,677.280029296875,4962.490234375,17.059999465942383,0.09999999776482582,-0.3999999910593033,1.2999999523162842,0.7999999821186066,0.7000000029802322,0.0,255.0,255.0,False,-0.016893110035891928,0.6518622262940866,2.491451665036389e-05,True,12,False,10,255.0,False,,games5425898691,bf81d8692db,20.0,-424.3699951171875,4890.509765625,17.010000228881836,8017.9998779296875,-915.8000183105469,2.0999999344348907,-0.3999999910593033,0.5999999865889549,0.0,0.0,128.0,-0.009728875766951013,0.11376948833045253,-5.149177999465098e-05,True,255.0,False,14,16,False,,
39,3073,87,False,False,0,9190.398574440514,1665.9100341796875,-3686.10009765625,176.75,9132.999877929688,22196.79931640625,13187.900390625,204.3000030517578,-5601.099853515625,2141.3999938964844,0.0,1.0733920569020754,-2.0385582056791813,2.9166757040946996,bf81d8692db,games5425898691,20.0,1539.5,-3837.25,46.13999938964844,14665.699462890625,12971.700439453125,3457.6998901367188,-34.90000009536743,35.19999980926514,-667.6999664306641,255.0,128.0,,0.010898805158028782,0.6760772601889352,-0.0001773595175139713,True,17,14,220.57138043065228,True,False,,76561198039309853,enpitsu,27.0,198.17999267578125,-4007.909912109375,17.059999465942383,2675.2999877929688,16652.2998046875,-4.1999998688697815,0.0,0.7000000029802322,5.400000214576721,255.0,,,0.016788623362534345,1.412156418952692,-4.102348464348482e-05,True,178.0,False,12,10,False,,momogalexp,2665120328272868976,7,1624.8800048828125,-82.86000061035156,17.010000228881836,9659.69970703125,12934.7998046875,0.09999999776482582,-0.19999999552965164,-0.09999999776482582,2035.0999450683594,255.0,255.0,,0.009590589663626352,0.9973788725461195,1.9960156117870864e-05,True,8,False,4,206.75441702463294,True,,Loufiacre,7621819524963697921,8.0,2821.02001953125,-4309.39990234375,17.0,7181.099853515625,11476.400146484375,0.7999999821186066,0.0,0.29999999329447746,-521.3999938964844,255.0,128.0,0.009562848534782136,0.9614693545370413,0.0002720037014162296,True,36.6716817399507,True,16,20,False,,
40,3183,91,False,False,1,10127.627096372318,-3360.510009765625,-4049.719970703125,130.41000366210938,-12051.800537109375,-2367.4000549316406,2278.0999755859375,5869.69970703125,964.8000335693359,784.1000366210938,1.0,0.8893338105011808,-1.8968361440647328,1.4400377262912583,2665120328272868976,momogalexp,7.0,-3236.669921875,-4095.010009765625,14.829999923706055,-5713.2000732421875,-946.8000030517578,73.69999885559082,-9.300000071525574,705.4000091552734,-578.6000061035156,255.0,4.0,False,-0.06700628227558282,-0.11692156508899126,0.048573077918264256,True,8,4,255.0,False,False,,7621819524963697921,Loufiacre,8.0,-4076.830078125,-3654.93994140625,378.2799987792969,1047.300033569336,-17897.7001953125,9660.999755859375,492.79998779296875,-632.7000045776367,1649.2999267578125,255.0,216.0,,0.5112390251183969,-1.6256735320904816,-1.5697442353828877,True,249.0,False,22,18,False,,enpitsu,76561198039309853,27,117.37999725341797,-2280.669921875,17.049999237060547,-885.1999664306641,-4902.60009765625,2.5999999046325684,-0.3999999910593033,-0.0,0.0,255.0,128.0,,-0.016644804101185403,-1.3921191547843732,-4.946505028571509e-06,True,14,False,12,208.0,False,,games5425898691,bf81d8692db,18.0,-3129.800048828125,-341.2900085449219,17.0,4184.5001220703125,-13261.500244140625,3.3000001311302185,-0.0,-0.0,-456.3999938964844,255.0,128.0,-0.009574667194588701,-1.831074583788139,0.00021436634924696518,True,106.0,False,14,18,False,,
41,3238,93,False,False,0,5160.68738609511,3995.93994140625,3496.340087890625,370.9800109863281,-11677.39990234375,16819.49951171875,-3445.8999633789062,-1315.7000732421875,-1189.7000122070312,-5731.6998291015625,0.0,-0.3189735794925114,-0.20742338420884432,1.8855189054762214,bf81d8692db,games5425898691,17.0,3913.02001953125,3343.1201171875,408.80999755859375,10574.69970703125,15339.200439453125,878.0000305175781,-746.2000274658203,5176.400146484375,1702.2999572753906,255.0,29.0,,0.2121187432852239,1.1342051186067121,1.1500232659075336,True,20,15,37.193393404765814,True,False,,76561198039309853,enpitsu,27.0,-113.76000213623047,2497.7099609375,17.049999237060547,1335.3999328613281,1872.7000427246094,2.5,0.0,0.19999999552965164,-1300.0999450683594,255.0,128.0,,0.016627040479267267,1.1218023298831252,-0.00014987142745764658,True,239.0,False,14,12,False,,momogalexp,2665120328272868976,7,4069.510009765625,3719.6201171875,481.67999267578125,1049.1000366210938,-6240.8001708984375,-1471.4999389648438,2366.199951171875,68.29999923706055,-658.7999725341797,255.0,0.0,False,0.1619253151280157,-1.4383337100214262,1.5669310396596452,True,8,False,4,255.0,False,,Loufiacre,7621819524963697921,8.0,2463.85009765625,5102.990234375,229.19000244140625,-1835.8000183105469,-3.700000047683716,-5371.500244140625,-3.100000023841858,-113.50000381469727,-12.000000476837158,216.0,145.0,1.2261625384554131,3.113027487934825,-1.598297638536772,True,249.0,False,18,22,False,,
42,3301,95,False,False,1,10148.392405251774,-1528.43994140625,-4714.5400390625,142.3300018310547,8127.39990234375,9444.099731445312,5411.099853515625,2870.0,-7.599999904632568,2387.7999877929688,1.0,0.36986360511879934,1.0535597868738664,1.4488568048191752,7621819524963697921,Loufiacre,8.0,-1579.489990234375,-4875.18994140625,19.229999542236328,12540.0,6905.9002685546875,3000.4000854492188,-68.60000133514404,-19.199999570846558,2120.800018310547,255.0,255.0,,-0.008350524249936849,2.569937462806644,0.005968377267630942,True,23,18,173.0,False,False,,2665120328272868976,momogalexp,8.0,-2409.110107421875,-4024.72998046875,16.989999771118164,17383.299560546875,1100.6999969482422,2.199999988079071,0.9000000357627869,0.09999999776482582,121.09999656677246,255.0,128.0,False,-0.009588075482289661,3.063676857884644,-0.0001283796333143887,True,192.03488181483362,True,8,4,False,,enpitsu,76561198039309853,27,-387.1400146484375,-3765.389892578125,17.049999237060547,3459.8001098632812,-8569.600219726562,3.100000023841858,0.9000000357627869,0.5999999865889549,2305.5999755859375,0.0,128.0,,-0.016782723648347257,-1.9963699301088007,-3.5969710476540777e-06,True,14,False,12,200.0,False,,games5425898691,bf81d8692db,17.0,-3458.610107421875,-4014.47998046875,36.2400016784668,2431.6000366210938,-2162.4000549316406,-1024.4999694824219,5493.3001708984375,-234.50000762939453,133.80000114440918,255.0,128.0,-0.024473324173859223,-3.068068400147989,-0.8381394411284325,True,30.0,False,16,20,False,,
43,3334,97,False,False,0,2123.28837216553,613.4199829101562,3646.679931640625,346.25,1304.9000549316406,1083.3000183105469,5849.4000244140625,736.9000244140625,-4288.500061035156,1664.7999572753906,0.0,1.115843755703227,-2.6733985366877784,1.0533505446790918,76561198039309853,enpitsu,27.0,577.5900268554688,3538.889892578125,223.08999633789062,2697.0999145507812,-5206.199951171875,4157.099914550781,-3705.7000732421875,-2515.2999877929688,3192.2000122070312,255.0,128.0,,-0.018883024381913294,2.2769195212055413,0.00799487097270087,True,16,12,200.0,False,2,,bf81d8692db,games5425898691,17.0,2548.02001953125,3727.02001953125,17.010000228881836,-11733.299560546875,-5196.5997314453125,2.199999988079071,2.800000011920929,1.0999999940395355,1426.1000061035156,255.0,194.0,,0.009567953017117733,-2.7056344142985487,0.0002350684477189792,True,0.0,False,21,16,False,,momogalexp,2665120328272868976,8,51.900001525878906,3367.510009765625,16.989999771118164,-12991.800537109375,-18979.200439453125,2.3999999463558197,0.09999999776482582,0.0,1975.3999328613281,255.0,255.0,False,0.009577473688332646,-2.092812253748566,2.412900227311074e-05,True,8,False,4,111.0,False,,Loufiacre,7621819524963697921,8.0,697.1400146484375,3447.669921875,42.09000015258789,-7153.900146484375,-13105.699462890625,-2543.300018310547,686.8000030517578,641.2000274658203,-341.89998626708984,233.0,0.0,0.06597596521767496,-2.293832432857801,0.45558947357204427,True,173.0,False,20,24,False,,
44,3392,99,False,False,1,9179.592380769069,-882.1799926757812,-3865.719970703125,111.1500015258789,-7069.6002197265625,6677.1002197265625,-1909.4000244140625,-2549.7999572753906,3181.6000366210938,1479.7000122070312,1.0,1.019440309934852,-1.7895188009513012,2.15439266846842,7621819524963697921,Loufiacre,8.0,-768.260009765625,-3965.239990234375,16.360000610351562,-5394.2999267578125,-402.99999237060547,-740.5000305175781,-1199.7000122070312,-2974.7000122070312,-468.4000015258789,185.0,0.0,False,-0.03424443859056285,-0.026992264589978294,0.010525970042069328,True,24,20,173.0,False,False,,2665120328272868976,momogalexp,7.0,2107.1201171875,-3674.179931640625,16.989999771118164,-4547.200012207031,-16711.300048828125,4.699999988079071,0.19999999552965164,1.0999999940395355,-1324.7000122070312,255.0,3.0,,-0.009586658392428915,-1.2878232473538946,-0.0001633054914063472,True,141.0,False,8,4,False,,enpitsu,76561198039309853,27,-1031.3499755859375,-2825.18994140625,17.020000457763672,-2391.300048828125,-7466.300048828125,2.800000011920929,0.3999999910593033,-0.19999999552965164,-2377.100067138672,255.0,128.0,,-0.01662672740929926,-1.2597403101149143,-5.0764456476727644e-05,True,16,2,12,143.59298066426345,True,,games5425898691,bf81d8692db,17.0,692.6500244140625,-2298.56005859375,17.020000457763672,14619.7998046875,3142.9000854492188,1.0999999940395355,-1.0000000149011612,-0.19999999552965164,1983.699951171875,255.0,255.0,-0.009594348132456682,2.873827386544097,0.00010011436059305938,False,,False,18,22,False,,
45,3408,99,False,False,1,8908.377280181312,-1220.3800048828125,-3513.330078125,95.44000244140625,-4921.9000244140625,5684.7998046875,711.8000030517578,-4963.599853515625,-2411.300048828125,1479.7000122070312,1.0,-0.27149054546257445,1.4789192592316058,-0.480912970274944,7621819524963697921,Loufiacre,8.0,-1185.739990234375,-3703.659912109375,46.150001525878906,-8533.800048828125,9394.000244140625,3461.7001342773438,-1020.8000183105469,703.1999969482422,-511.19998931884766,255.0,15.0,False,-0.01614124113807153,0.8659812744044706,0.025698718551085624,True,26,20,135.0,False,False,,2665120328272868976,momogalexp,7.0,1504.3599853515625,-4438.64013671875,16.989999771118164,-13778.199462890625,-9050.499877929688,4.699999988079071,-0.09999999776482582,-0.0,-1651.9999694824219,255.0,4.0,,-0.00961593877084361,-0.5402112125974613,-9.732249781207375e-05,True,172.0,False,8,4,False,,enpitsu,76561198039309853,27,-1305.52001953125,-3320.340087890625,49.13999938964844,-2532.5999450683594,-9378.300170898438,3524.5999145507812,-0.9000000357627869,-16.399999856948853,2541.6000366210938,128.0,255.0,,-0.01739758784669718,-1.4575330040876888,0.0006260551523739261,True,18,2,13,114.55563010451614,True,,games5425898691,bf81d8692db,17.0,1327.8599853515625,-1799.8299560546875,17.020000457763672,9473.900146484375,10493.499755859375,0.7999999821186066,0.5000000074505806,0.3999999910593033,-59.60000038146973,255.0,128.0,-0.009596240870659007,2.3101915095813217,-3.951038394777405e-06,False,,False,18,22,False,,
46,3500,103,False,False,0,5908.635159794049,-2832.090087890625,-442.42999267578125,225.7100067138672,-5732.0001220703125,4963.0999755859375,4824.2999267578125,4590.199890136719,-3107.6998901367188,-2295.8999633789062,0.0,-0.3239081999450234,-2.5430835322027603,0.40674645383559055,bf81d8692db,games5425898691,17.0,-2838.969970703125,-548.6300048828125,125.66000366210938,395.8000183105469,7427.9998779296875,-155.9000015258789,-1318.800048828125,-5330.10009765625,315.79999923706055,255.0,255.0,,0.019807898889109683,1.4453430264811227,-2.5044330532149304,True,26,21,248.78263213301219,True,False,,76561198039309853,enpitsu,27.0,3383.139892578125,392.8299865722656,17.059999465942383,14093.900146484375,-17692.39990234375,-4.1999998688697815,-0.5000000074505806,0.5999999865889549,-383.6000061035156,255.0,0.0,,0.016785258408446052,-0.930352590426192,0.00026145306330375187,True,26.0,False,18,14,2,,momogalexp,2665120328272868976,7,-2755.090087890625,394.1400146484375,16.989999771118164,-9726.699829101562,-1437.5999450683594,5.0,-0.5000000074505806,0.09999999776482582,-2396.199951171875,255.0,0.0,,0.009546904165782168,-3.0406063449204654,-4.1501937825763826e-05,True,8,False,4,122.0,False,,Loufiacre,7621819524963697921,8.0,-989.47998046875,2498.5,16.989999771118164,-14097.900390625,-2216.3999938964844,4.600000083446503,2.800000011920929,0.19999999552965164,438.4000015258789,253.0,128.0,0.009587253344651414,-2.9781017060375357,0.00011968003413370954,True,127.0,False,22,26,False,,False
47,3545,104,False,False,1,6185.498399062306,3748.0,-348.760009765625,153.47999572753906,16104.300537109375,6141.6998291015625,6567.7001953125,1248.0000305175781,-5837.9998779296875,-599.7999954223633,1.0,0.255067628640433,-1.3297402062895207,-2.0596257540886795,2665120328272868976,momogalexp,7.0,3661.679931640625,-414.3299865722656,26.049999237060547,18015.30029296875,3214.89990234375,5318.2000732421875,415.9000015258789,2993.699951171875,-3768.0999755859375,255.0,0.0,,-0.09747156351331268,2.898560143169913,0.04070307090881675,True,8,4,122.0,False,False,,7621819524963697921,Loufiacre,8.0,2845.9599609375,-1869.760009765625,16.989999771118164,9679.600219726562,4449.100036621094,4.900000095367432,0.9000000357627869,1.0000000149011612,-2076.3999938964844,128.0,0.0,False,-0.009604985242794612,2.7426726882066457,-0.00016638284827132666,True,157.0,False,26,22,False,,enpitsu,76561198039309853,27,-2263.5,2272.72998046875,17.059999465942383,18892.900390625,5448.800048828125,1.1999999731779099,3.100000023841858,0.7000000029802322,-942.0999908447266,255.0,255.0,,-0.016771601228745082,2.9271332583978342,0.00020466589839475115,True,18,2,14,255.0,False,,games5425898691,bf81d8692db,17.0,3538.679931640625,-413.6499938964844,45.5099983215332,10610.0,1107.0999908447266,3304.4000244140625,-267.90000915527344,540.0,2947.6998901367188,255.0,128.0,-0.03526414003125056,2.8326958243774554,-0.0060148944000077585,True,207.5088775901384,True,22,27,False,,
48,3621,107,False,False,0,5993.830086514617,-2027.7099609375,-746.02001953125,169.39999389648438,19035.50048828125,-1295.5999755859375,3026.9000244140625,-1050.5000305175781,-5901.5997314453125,-258.0999946594238,0.0,-0.26682683452526856,-2.8355400125119425,0.14483121856064604,bf81d8692db,games5425898691,17.0,-2295.97998046875,-745.5399780273438,50.029998779296875,19151.099853515625,-5448.0999755859375,2875.5999755859375,664.1999816894531,2278.2000732421875,-71.99999809265137,255.0,128.0,,0.04237393936300638,-0.28468935182602323,-1.746783035439079e-05,True,30,23,152.0,False,False,,76561198039309853,enpitsu,27.0,-363.1400146484375,-5216.1298828125,17.059999465942383,-394.90001678466797,1989.7000122070312,1.1999999731779099,-0.29999999329447746,1.7000000178813934,-790.0,128.0,,,0.016546035206494964,1.483959666513314,0.00011348774003887593,True,255.0,False,18,14,2,,momogalexp,2665120328272868976,8,-4078.989990234375,944.0499877929688,523.0399780273438,1.1999999731779099,8003.900146484375,-12956.700439453125,130.0,0.19999999552965164,-0.29999999329447746,255.0,150.0,,1.0076809391930766,1.5887694845558158,1.586037377321771,True,8,False,4,101.77299797150397,True,,Loufiacre,7621819524963697921,8.0,-1810.949951171875,3738.199951171875,16.989999771118164,15940.999755859375,-7185.3997802734375,2.3000000417232513,0.19999999552965164,0.0,-1588.2000732421875,255.0,0.0,0.009584286902159598,-0.4516866534872071,-0.00018170077010273828,True,226.79924320149166,True,22,26,False,,
49,3682,109,False,False,0,6674.11904025345,1747.260009765625,-988.3800048828125,113.27999877929688,-4.799999892711639,11678.1005859375,7018.2000732421875,3481.7001342773438,2186.199951171875,4370.10009765625,0.0,-1.3648070231211942,-0.10611894376627412,-2.3673644254497956,bf81d8692db,games5425898691,17.0,1842.510009765625,-1055.4300537109375,16.389999389648438,9696.400146484375,16328.299560546875,-733.0999755859375,1159.4000244140625,2051.999969482422,1396.300048828125,128.0,255.0,,0.007406803910847232,1.1761574600782432,0.019534518072232703,True,30,24,110.0,False,False,,76561198039309853,enpitsu,27.0,-351.239990234375,-5099.2099609375,17.059999465942383,0.09999999776482582,1.0999999940395355,1.1999999731779099,0.0,-0.09999999776482582,0.0,255.0,128.0,,0.01683254024693003,1.4346853136501336,1.499421283984772e-05,True,255.0,False,18,14,2,,momogalexp,2665120328272868976,8,-2439.840087890625,4613.830078125,17.0,19645.10009765625,1688.0000305175781,3.4999999403953552,0.0,0.09999999776482582,-2011.4999389648438,255.0,0.0,,0.009575965587762756,0.008507628086276336,-1.860903693731739e-05,True,8,False,4,48.0,False,,Loufiacre,7621819524963697921,8.0,1704.1600341796875,642.7100219726562,27.06999969482422,6636.500244140625,-20248.1005859375,3082.60009765625,0.29999999329447746,-0.7999999821186066,-1894.4000244140625,255.0,33.0,0.009580649921918283,-1.3379214953166645,-1.623757438768678e-05,True,156.0,False,22,27,False,,
50,3732,111,True,True,0,4837.012739720383,1733.93994140625,1080.4300537109375,314.6099853515625,-10054.7998046875,16586.500244140625,7403.699951171875,-2789.4000244140625,3037.9998779296875,939.8000335693359,0.0,-0.6007731286627035,1.3470773964016143,1.0258541089024829,bf81d8692db,games5425898691,17.0,1825.510009765625,988.9400024414062,167.0,-8635.2001953125,7420.0,5598.0999755859375,406.1000061035156,534.0000152587891,-44.099998474121094,255.0,128.0,,-0.3443761701808974,2.4687757074553685,0.0019883865939720673,True,32,24,95.0,False,3,,76561198039309853,enpitsu,27.0,-50.36000061035156,-3612.52001953125,17.059999465942383,-138.59999656677246,17281.8994140625,-3.8999998569488525,0.0,8.999999761581421,-831.8000030517578,255.0,128.0,,0.01678407506985874,1.553226113568208,-0.00017040687991983408,True,188.81502798552157,True,18,14,2,,momogalexp,2665120328272868976,8,658.0900268554688,2597.469970703125,45.93000030517578,17714.49951171875,-14262.80029296875,3430.0,-262.2999954223633,-322.00000762939453,-129.7000026702881,255.0,110.0,,0.0009584190815906663,-0.6847207378400805,-2.658101232872869e-05,True,9,False,4,0.0,False,,Loufiacre,7621819524963697921,8.0,2759.2099609375,-3161.6201171875,16.760000228881836,3998.9999389648438,-20678.00048828125,54.29999828338623,10.499999523162842,-53.29999923706055,389.90001678466797,232.0,128.0,0.009501663082928725,-1.351233372188904,-0.0033354951281995625,True,156.0,False,22,28,False,,
51,4059,114,False,False,1,5209.52999072645,74.30999755859375,-4.320000171661377,93.55000305175781,10376.8994140625,4899.5001220703125,-999.3000030517578,-2384.4000244140625,-4162.5,-1680.2999877929688,1.0,-0.32255287399503274,0.05953531789109282,0.4484499728079025,2665120328272868976,momogalexp,8.0,38.77000045776367,-154.33999633789062,158.77000427246094,-3394.4000244140625,-162.70000457763672,5603.4002685546875,-5345.7000732421875,-119.70000267028809,-1287.5999450683594,255.0,128.0,,-0.4941274337566404,1.4815719790201725,0.08589623795247385,True,4,3,0.0,False,False,,7621819524963697921,Loufiacre,8.0,79.68000030517578,-1504.6199951171875,17.010000228881836,-6.800000071525574,13754.200439453125,2.0999999344348907,0.29999999329447746,2.199999988079071,466.30001068115234,255.0,190.0,,-0.009605512595393323,1.573258779314605,4.92094103045139e-05,True,92.0,False,4,4,False,,enpitsu,76561198039309853,27,-35.16999816894531,116.86000061035156,85.5,2169.1000366210938,2188.300018310547,-181.49999618530273,3982.39990234375,3570.7998657226562,1280.2999877929688,255.0,128.0,,-1.2003049747283994,0.9003182386636923,3.046740656972379,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,17.0,3001.02001953125,4126.9501953125,17.010000228881836,16684.300537109375,-4031.7001342773438,2.3000000417232513,0.29999999329447746,-0.0,-1971.6000366210938,255.0,0.0,-0.009575170730588795,-2.834797754188132,-3.3823975892727635e-05,True,255.0,False,False,False,False,40.0,
52,4098,115,False,False,1,4527.003384148146,1247.969970703125,626.7000122070312,93.13999938964844,6488.599853515625,4010.8999633789062,0.0,-3553.599853515625,4631.300048828125,-1386.6000366210938,1.0,-0.2854302825961501,2.0297149723539074,-0.06789898235832344,7621819524963697921,Loufiacre,8.0,1316.3900146484375,407.739990234375,17.010000228881836,7822.19970703125,17180.30029296875,2.3000000417232513,-0.19999999552965164,-0.5999999865889549,1933.0000305175781,255.0,255.0,,-0.009592527720904779,1.9325205878663148,7.630703918372408e-05,True,4,4,101.0,False,False,,2665120328272868976,momogalexp,8.0,-426.8800048828125,-167.2100067138672,16.440000534057617,-4680.4998779296875,1316.0000610351562,103.59999656677246,69.49999809265137,-69.6999979019165,1313.9999389648438,255.0,139.0,,-0.006975455933054334,0.294942578680724,0.00638674267629182,True,0.0,False,4,4,False,,enpitsu,76561198039309853,27,431.6000061035156,458.239990234375,17.059999465942383,4849.700012207031,6617.39990234375,1.1999999731779099,-0.7999999821186066,-1.0000000149011612,754.1000366210938,255.0,128.0,,-0.016648625102343783,2.1530884042436957,-0.0003375267432935664,True,2,False,2,0.0,False,,games5425898691,bf81d8692db,17.0,2736.6201171875,2400.5,17.010000228881836,-18713.1005859375,-1836.199951171875,2.3000000417232513,-0.09999999776482582,-0.0,-1999.4999694824219,255.0,0.0,-0.009576592277862813,-0.022772285225553635,-1.5043796750798374e-05,True,200.0,False,False,False,False,,
