,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,174,0,False,False,1,5115.458709296918,56.0,93.9800033569336,92.86000061035156,14264.7998046875,23458.798828125,0.0,967.3999786376953,-699.1000366210938,-5807.19970703125,1.0,-0.026472284339773347,0.24611638119248005,-0.04829693668588648,bf81d8692db,games5425898691,17.0,-89.68000030517578,-27.729999542236328,102.7300033569336,-183.99999618530273,20426.800537109375,-135.39999961853027,-5407.19970703125,323.8999938964844,-952.0999908447266,128.0,128.0,-1.3004573417078718,-1.4604336974458236,3.1223341930209476,True,3,False,4,0.0,False,,76561198039309853,enpitsu,26.0,-0.0,-2086.14990234375,17.049999237060547,-0.0,14101.400146484375,2.5,-0.7999999821186066,-0.0,0.0,255.0,,,-0.016700938006329092,1.5707744773734629,1.8233131328748382e-07,True,116.0,False,False,False,False,,LT_navang77,1069017528294116715,12.0,-829.1799926757812,4500.10009765625,17.0,2933.0999755859375,11165.30029296875,3.100000023841858,-0.09999999776482582,-0.3999999910593033,-467.09999084472656,240.0,128.0,,-0.009535104239553047,1.8724555136446235,0.00023313383220183772,True,116.0,False,False,False,False,,xNaPoLiBoyzZ-_,6423231944989233869,12.0,147.3800048828125,409.32000732421875,64.30999755859375,-8970.900268554688,-20969.3994140625,2936.4999389648438,4426.099853515625,954.8000335693359,978.4999847412109,255.0,251.0,,-0.08439774790550054,-0.8158544177984746,-0.04505176825867105,False,0.0,False,4,3,False,,
1,175,0,False,False,0,5291.153774312636,-88.3499984741211,-89.1500015258789,101.86000061035156,-5932.7001953125,27543.1005859375,5115.199890136719,3278.800048828125,-1316.199951171875,4849.2999267578125,0.0,0.021561235597542857,-0.20136929113716573,0.034930605186848186,6423231944989233869,xNaPoLiBoyzZ-_,12.0,-147.3800048828125,-409.32000732421875,64.30999755859375,8970.900268554688,20969.3994140625,2936.4999389648438,-4426.099853515625,-954.8000335693359,978.4999847412109,255.0,251.0,0.08439774790550054,0.8158544177984746,-0.04505176825867105,False,3,False,4,0.0,False,,1069017528294116715,LT_navang77,12.0,807.4400024414062,-4574.77001953125,17.0,-3448.900146484375,-11249.200439453125,3.100000023841858,0.29999999329447746,0.7999999821186066,-81.30000114440918,240.0,130.0,,0.009524047758300794,-1.888885755841845,0.00017227710718012047,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26.0,0.0,2086.14990234375,17.049999237060547,0.0,-14101.400146484375,2.5,0.7999999821186066,0.0,0.0,255.0,,,0.016700938006329092,-1.5707744773734629,1.8233131328748382e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,89.68000030517578,27.729999542236328,102.7300033569336,183.99999618530273,-20426.800537109375,-135.39999961853027,5407.19970703125,-323.8999938964844,-952.0999908447266,128.0,128.0,,1.3004573417078718,1.4604336974458236,3.1223341930209476,True,0.0,False,4,3,False,,
2,258,3,False,False,1,8782.498598310027,1476.239990234375,-3623.31005859375,137.25999450683594,17440.400390625,-7404.2999267578125,9302.80029296875,-5880.5999755859375,-836.6999816894531,847.2000122070312,1.0,-0.21856413097374286,1.3381608529839204,0.3867780644902773,76561198039309853,enpitsu,26.0,1308.0899658203125,-3466.090087890625,17.049999237060547,10526.500244140625,-12561.400146484375,2.5999999046325684,2.0000000298023224,-2.3999999463558197,-676.6000366210938,255.0,128.0,-0.01677492216472153,-2.222378718826897,0.0001184127319062586,True,False,False,False,56.0,False,,bf81d8692db,games5425898691,17.0,-3180.6201171875,645.4400024414062,170.3300018310547,-13145.799560546875,-18414.69970703125,-138.90000343322754,4677.9998779296875,-2891.9000244140625,49.20000076293945,255.0,128.0,,1.3737722553566842,-0.9721799634996142,0.045775602630128726,True,0.0,False,6,False,5,,LT_navang77,1069017528294116715,11.0,3546.5,3063.199951171875,17.0,3217.5,-22106.0009765625,0.7999999821186066,-0.0,0.7999999821186066,-116.09999656677246,255.0,128.0,,-0.009558836270292383,-1.7030950416546629,9.800522590267781e-05,True,242.35438271235395,True,False,False,False,,xNaPoLiBoyzZ-_,6423231944989233869,12.0,-3262.280029296875,-4139.97021484375,16.920000076293945,-17659.7998046875,-739.1000366210938,25.399999618530273,-6.800000071525574,-0.29999999329447746,-2073.699951171875,255.0,0.0,,-0.009537897117962464,0.04035281706490449,-0.0003705346365495113,True,255.0,False,6,6,False,,False
3,329,5,False,False,1,8389.914147768997,2927.780029296875,-3000.179931640625,108.52999877929688,-7147.80029296875,20414.3994140625,-1393.699951171875,-2961.400146484375,144.20000076293945,-3158.9999389648438,1.0,-1.1724706450547506,0.3484005891085929,-2.8834575552822637,76561198039309853,enpitsu,26.0,2980.39990234375,-3138.280029296875,15.949999809265137,-6525.0,12825.50048828125,-393.69998931884766,-1078.0999755859375,-138.90000343322754,124.20000076293945,255.0,0.0,-0.04905541145939407,1.1012851219640505,0.009459002560470092,True,False,False,False,198.09746257720454,True,,bf81d8692db,games5425898691,17.0,-1847.2099609375,-3807.840087890625,17.010000228881836,17503.900146484375,-14504.69970703125,2.0999999344348907,-0.29999999329447746,0.19999999552965164,-0.09999999776482582,255.0,128.0,,-0.009598374044161896,-2.449585686954411,4.361781093540515e-05,True,183.0,False,6,False,6,,LT_navang77,1069017528294116715,11.0,3056.639892578125,-2581.699951171875,126.20999908447266,-10972.900390625,-19772.5,2460.7000732421875,-727.3000335693359,-4193.999938964844,-355.6999969482422,231.0,0.0,,0.11322151249533599,-1.2172359391060292,0.10441499706633482,True,255.0,False,3,False,4,,xNaPoLiBoyzZ-_,6423231944989233869,11.0,-2338.800048828125,-1283.25,161.0399932861328,10965.799560546875,10690.10009765625,-3110.7000732421875,1743.9999389648438,718.4999847412109,-615.2999877929688,255.0,128.0,,-0.30069704884831544,2.7477060176957946,-0.1824425329213546,True,255.0,False,8,6,False,,False
4,482,11,False,False,1,7507.998135559475,1453.6500244140625,-2347.260009765625,270.07000732421875,21807.60009765625,23569.19921875,3890.5999755859375,4347.699890136719,2690.5999755859375,-3139.7000122070312,1.0,-0.5242720026832799,2.008114341164577,0.4255742191010811,bf81d8692db,games5425898691,17.0,1300.1600341796875,-2620.090087890625,166.77999877929688,8838.599853515625,21178.00048828125,1539.1000366210938,-2928.5000610351562,3742.0999145507812,-894.1999816894531,255.0,128.0,0.3370671863214421,2.4115722988423314,0.21029168701054776,True,7,False,8,130.32849889160482,True,,76561198039309853,enpitsu,26.0,-338.69000244140625,-2701.280029296875,17.030000686645508,8966.599731445312,-9112.80029296875,5.099999904632568,-0.29999999329447746,0.7000000029802322,-4.300000071525574,255.0,128.0,False,-0.01670649048215115,-2.347514618343483,6.740726842836169e-05,True,65.0,False,2,False,2,,LT_navang77,1069017528294116715,11.0,2691.6298828125,-1859.9300537109375,17.010000228881836,-14090.10009765625,-386.5999984741211,0.0,-0.5999999865889549,-0.09999999776482582,-2201.4999389648438,255.0,0.0,False,-0.009533250622942968,0.03110286124902342,-3.496303945951167e-05,True,161.75333333271806,True,4,False,4,,xNaPoLiBoyzZ-_,6423231944989233869,11.0,-1598.72998046875,-3967.969970703125,53.439998626708984,899.1000366210938,-8090.3997802734375,-8204.099731445312,259.50000762939453,-5.099999904632568,667.5,255.0,215.0,False,-0.22685671567238094,2.7154007184030386,0.6886034710507802,True,194.0,False,10,6,4,,
5,537,13,False,False,1,4017.1230857655128,3036.219970703125,1740.47998046875,144.50999450683594,8914.7998046875,22002.60009765625,11221.8994140625,-323.1999969482422,-5927.60009765625,871.1000061035156,1.0,-1.06889079945451,0.02760103376726235,2.0834506005361035,bf81d8692db,games5425898691,17.0,2875.449951171875,1581.199951171875,16.989999771118164,12814.7998046875,18729.599609375,4.699999988079071,-0.0,-0.0,-1966.300048828125,255.0,0.0,-0.009581774817956403,2.2483231074373187,-1.1010829063648318e-05,True,8,False,8,94.0,False,,76561198039309853,enpitsu,26.0,1975.75,-1641.449951171875,17.030000686645508,13899.49951171875,12378.1005859375,5.099999904632568,-0.5000000074505806,-0.29999999329447746,-36.80000066757202,255.0,128.0,False,-0.01676734303430409,2.4182343434241655,6.205901316798173e-05,True,0.0,False,2,False,2,,LT_navang77,1069017528294116715,11.0,2446.7099609375,1753.030029296875,17.010000228881836,6360.5999755859375,21796.99951171875,2.0000000298023224,-1.1999999731779099,-4.699999988079071,1030.0,228.0,128.0,False,-0.009560294277486291,1.8134861177892387,0.00011773229162889488,True,39.0,False,4,False,4,,xNaPoLiBoyzZ-_,6423231944989233869,11.0,-1192.2099609375,-1488.6199951171875,106.30999755859375,3196.300048828125,22590.80078125,-162.80000686645508,-5406.5997314453125,1006.6999816894531,69.49999809265137,255.0,176.0,False,-0.3745969152397839,-1.3816832778740191,3.084295123015744,True,74.0,False,12,7,4,,
6,615,16,False,False,0,10142.900180056156,-1519.9599609375,-4983.68994140625,200.6199951171875,12822.39990234375,3298.3999633789062,-5368.800048828125,-2313.2000732421875,-1027.5,-3928.5000610351562,0.0,1.1935473866343982,0.9980184574052502,1.39057133076464,1069017528294116715,LT_navang77,11.0,-1489.199951171875,-5085.35986328125,96.44999694824219,10144.099731445312,2553.3999633789062,-5689.1998291015625,4927.0001220703125,1367.2999572753906,-272.2999954223633,255.0,171.0,0.4655262507640345,0.3127861656231908,-1.0685257898772962,True,4,False,4,239.3090497037416,True,,6423231944989233869,xNaPoLiBoyzZ-_,11.0,2993.72998046875,-3929.530029296875,17.010000228881836,-6057.9998779296875,-17333.800048828125,2.3999999463558197,-0.19999999552965164,-0.7000000029802322,-2769.89990234375,255.0,0.0,False,0.009568744790014934,-2.069950687232237,4.111772849020815e-05,True,111.0,False,12,4,8,50.0,enpitsu,76561198039309853,26.0,-1601.52001953125,-2338.830078125,17.040000915527344,12430.2001953125,-13109.3994140625,0.0,-0.7000000029802322,-0.09999999776482582,0.0,255.0,0.0,False,0.01683539495332955,-0.8119907170595638,2.675816577760226e-05,True,206.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-2139.6298828125,-3753.2900390625,17.020000457763672,14545.6005859375,-7340.999755859375,-1.8000000715255737,3.1999999284744263,-1.5000000596046448,-1510.2999877929688,255.0,64.0,,0.009590768999834015,-0.5098342054717573,-0.0001856084177734507,True,65.78000019442648,True,8,8,False,,
7,638,16,False,False,0,9189.00149479418,-501.75,-4040.5400390625,92.91999816894531,10722.7001953125,11742.80029296875,726.6999816894531,-4849.4000244140625,2235.0,-2736.300048828125,0.0,-0.5615366044203282,1.8540559153006766,2.1155552029296483,1069017528294116715,LT_navang77,11.0,-526.510009765625,-4210.9501953125,78.1500015258789,9805.999755859375,20615.70068359375,2798.599853515625,-3103.800048828125,650.5999755859375,1676.1000061035156,231.0,209.0,0.13746588079987984,0.9803524018806644,-0.0030550234241265126,True,5,False,6,180.47832255978736,True,,6423231944989233869,xNaPoLiBoyzZ-_,11.0,1898.3199462890625,-4434.68017578125,17.010000228881836,-14394.599609375,5003.299865722656,2.0999999344348907,0.0,0.0,-2074.7000122070312,199.0,0.0,False,0.009575071173273435,2.739963623023276,5.351725565347091e-06,True,255.0,False,12,4,8,,enpitsu,76561198039309853,26.0,-668.489990234375,-3801.800048828125,171.16000366210938,16259.89990234375,-16046.700439453125,61.39999866485596,-3080.7998657226562,4540.10009765625,381.6999816894531,128.0,255.0,False,0.06276083299760087,-0.9357194384990175,-1.3980126816407543,True,204.0,False,3,False,4,,games5425898691,bf81d8692db,17.0,-767.0900268554688,-4326.0400390625,17.020000457763672,19662.80029296875,2311.300048828125,-2.0999999344348907,-3.1999999284744263,-0.5999999865889549,859.7000122070312,255.0,128.0,,0.009600235950882446,0.17909470197150376,-0.00020507505853490165,True,25.04711390567082,True,8,8,False,,
8,639,16,False,False,0,9116.019517378023,-443.4599914550781,-3964.780029296875,93.2300033569336,13302.60009765625,23604.49951171875,-563.8000106811523,-1476.6999816894531,668.8999938964844,-4482.699890136719,0.0,-0.39528964724875765,1.625172863399625,2.2506873221733086,1069017528294116715,LT_navang77,11.0,-526.510009765625,-4210.9501953125,78.1500015258789,9805.999755859375,20615.70068359375,2798.599853515625,-3103.800048828125,650.5999755859375,1676.1000061035156,231.0,209.0,0.13746588079987984,0.9803524018806644,-0.0030550234241265126,True,5,False,6,177.386993351803,True,,6423231944989233869,xNaPoLiBoyzZ-_,11.0,1774.75,-4376.93994140625,17.010000228881836,-12596.800537109375,7287.8997802734375,2.0999999344348907,-0.19999999552965164,-0.5000000074505806,-2068.300018310547,128.0,0.0,False,0.009556974609797151,2.550536174313203,-5.323381661413179e-06,True,255.0,False,12,4,8,,enpitsu,76561198039309853,26.0,-668.489990234375,-3801.800048828125,171.16000366210938,16259.89990234375,-16046.700439453125,61.39999866485596,-3080.7998657226562,4540.10009765625,381.6999816894531,128.0,255.0,False,0.06276083299760087,-0.9357194384990175,-1.3980126816407543,True,204.0,False,3,False,4,,games5425898691,bf81d8692db,17.0,-584.0900268554688,-4295.39990234375,17.020000457763672,20249.300537109375,4002.5,-2.199999988079071,2.0000000298023224,0.0,207.19999313354492,255.0,128.0,,0.009609302058422562,0.21814177734363435,-0.00017967431848707783,True,21.955784697686468,True,8,8,False,,
9,640,17,False,False,1,1296.7504322666591,415.7699890136719,3935.449951171875,92.44999694824219,-31730.50048828125,-9982.7001953125,-2557.4000549316406,-1035.5000305175781,-222.00000762939453,5905.7000732421875,1.0,0.41804133122426673,-1.779555464581645,2.260946685767298,76561198039309853,enpitsu,26.0,561.0800170898438,3907.219970703125,170.7899932861328,-15475.50048828125,14218.1005859375,148.59999656677246,-1216.1000061035156,-3916.0000610351562,3665.4000854492188,128.0,255.0,-0.12045290188787364,0.8957415595094673,-1.8627219327600004,True,3,False,4,204.0,False,,bf81d8692db,games5425898691,17.0,584.0900268554688,4295.39990234375,17.020000457763672,-20249.300537109375,-4002.5,-2.199999988079071,-2.0000000298023224,-0.0,207.19999313354492,255.0,128.0,,-0.009609302058422562,-0.21814177734363435,-0.00017967431848707783,True,18.87814180568982,True,8,False,8,,LT_navang77,1069017528294116715,11.0,526.510009765625,4210.9501953125,78.1500015258789,-9805.999755859375,-20615.70068359375,2798.599853515625,3103.800048828125,-650.5999755859375,1676.1000061035156,231.0,209.0,,-0.13746588079987984,-0.9803524018806644,-0.0030550234241265126,True,174.30935045980635,True,5,False,6,,xNaPoLiBoyzZ-_,6423231944989233869,11.0,-1774.75,4376.93994140625,17.010000228881836,12596.800537109375,-7287.8997802734375,2.0999999344348907,0.19999999552965164,0.5000000074505806,-2068.300018310547,128.0,0.0,False,-0.009556974609797151,-2.550536174313203,-5.323381661413179e-06,True,255.0,False,12,8,4,,False
