,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,178,0,False,True,0,5059.72663151641,0.5600000023841858,160.33999633789062,101.25,88.59999656677246,32101.4990234375,2054.499969482422,-262.5,-66.39999866485596,-903.7000274658203,0.0,-0.0035920735140519402,-0.04516301527951127,-0.013058750808569823,6611430507302027356,Banaan-JuniorXx,8.0,-7.909999847412109,-66.4800033569336,104.3499984741211,-1113.6000061035156,19485.10009765625,2430.399932861328,-5398.900146484375,-1031.3999938964844,192.09999084472656,255.0,145.0,,0.7353695709824529,1.4870339019080945,-0.1602943622157763,True,3,False,4,21.0,False,,6113236784085171447,BOOTZZZ-JUNIOR,8.0,3242.090087890625,-4264.14013671875,17.010000228881836,2641.400146484375,-14024.200439453125,2.7000001072883606,0.09999999776482582,-0.5000000074505806,-2822.39990234375,255.0,0.0,False,0.009574865228031065,-1.5548149301109322,4.5993523744121225e-05,True,255.0,False,False,False,False,,enpitsu,76561198039309853,27.0,-35.47999954223633,4939.1201171875,17.049999237060547,-754.8999786376953,7076.400146484375,2.5999999046325684,-0.7000000029802322,0.0,0.0,128.0,128.0,False,0.016754846685972064,-1.4644905957015844,5.136128677840447e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,3293.06005859375,3844.320068359375,17.010000228881836,12384.3994140625,-10860.699462890625,2.3000000417232513,0.3999999910593033,-0.09999999776482582,-2008.0999755859375,255.0,0.0,0.009572479295952263,-0.7896036646701945,-4.367677027486175e-05,True,False,False,255.0,False,False,,
1,216,1,False,False,1,9490.59420342496,-9.170000076293945,-4307.330078125,108.80999755859375,4670.5999755859375,16520.50048828125,15311.500244140625,5992.1002197265625,-180.20000457763672,-247.60000228881836,1.0,0.032543184383462105,-0.7546314638747517,2.565649409292765,76561198039309853,enpitsu,27.0,-33.81999969482422,-4521.830078125,19.510000228881836,-668.7000274658203,14457.099609375,2953.900146484375,-0.3999999910593033,-0.5999999865889549,-1685.5000305175781,255.0,0.0,False,-0.016746493509230524,1.5406832331229396,-0.0003659035331055308,True,1,False,2,26.729169819944648,True,,bf81d8692db,games5425898691,20.0,-2615.47998046875,-2604.25,17.010000228881836,13915.899658203125,1285.2999877929688,2.0000000298023224,-0.5999999865889549,-0.0,-5.299999713897705,255.0,128.0,,-0.00956174852791775,3.050338745244601,5.314579387864285e-05,True,255.0,False,False,False,False,,Banaan-JuniorXx,6611430507302027356,8.0,-19.610000610351562,-2482.7900390625,16.979999542236328,-9322.000122070312,-15723.599853515625,12.400000095367432,-1.7000000178813934,-6.600000262260437,-1962.4000549316406,255.0,0.0,,-0.009478219382429506,-0.9654109486729312,-0.00036228855288763975,True,51.0,False,4,False,4,,BOOTZZZ-JUNIOR,6113236784085171447,8.0,-1868.72998046875,4469.72998046875,17.020000457763672,3862.9998779296875,-12911.600341796875,0.7000000029802322,-0.0,-0.0,43.89999866485596,255.0,158.0,-0.009576309507144935,-1.8343384696245777,0.00021486511859852535,True,False,False,222.0,False,False,,False
2,342,5,False,False,0,7967.5612620199245,-1989.3299560546875,-2752.18994140625,122.4000015258789,-4083.800048828125,18420.799560546875,3106.7001342773438,5496.099853515625,-539.1999816894531,2345.399932861328,0.0,0.5292397038800318,-0.550368485858885,0.1796394613597801,6113236784085171447,BOOTZZZ-JUNIOR,8.0,-1988.93994140625,-2889.8798828125,15.289999961853027,-4735.199890136719,11718.1005859375,-2081.1000061035156,-2680.8999633789062,4003.5000610351562,-2652.2000122070312,255.0,128.0,,0.029590348634699327,1.8530114710654648,0.06725606291788694,True,False,False,False,213.19899342137,True,,6611430507302027356,Banaan-JuniorXx,7.0,1665.9599609375,-2808.889892578125,16.989999771118164,-8290.499877929688,-13439.69970703125,4.600000083446503,-0.7000000029802322,-1.2999999523162842,-617.0000076293945,255.0,128.0,,0.009588425959408262,-2.177981243193306,0.00018619302973316778,True,46.0,False,4,False,4,,enpitsu,76561198039309853,27.0,-3451.699951171875,-260.989990234375,17.049999237060547,6400.8001708984375,528.3000183105469,3.100000023841858,0.0,0.0,2323.000030517578,255.0,255.0,False,0.016640908273330604,0.06688380794573906,2.2321910229282062e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,2195.820068359375,-2950.10009765625,16.989999771118164,20322.39990234375,-9353.400268554688,4.799999892711639,-0.29999999329447746,0.0,1956.3999938964844,255.0,255.0,0.009596897791198655,-0.3560567681807454,5.467037953937397e-05,False,False,False,20.0,False,False,,
3,374,7,False,False,0,5980.136822837087,-2469.77001953125,-629.3400268554688,117.80000305175781,-8416.900024414062,24405.6005859375,1912.2999572753906,3500.2999877929688,175.49999237060547,-999.3000030517578,0.0,0.40402897248405384,-0.3257003314257934,0.29197340290575485,6113236784085171447,BOOTZZZ-JUNIOR,8.0,-2355.7900390625,-899.3400268554688,62.869998931884766,-7291.7999267578125,21624.69970703125,2852.3001098632812,-2284.199981689453,-1497.5,850.8999633789062,255.0,199.0,,0.06958016207198801,1.7687941732640076,-0.007447576361323203,True,3,False,4,140.0,False,,6611430507302027356,Banaan-JuniorXx,7.0,364.1000061035156,-3793.239990234375,16.989999771118164,-9825.2001953125,-10355.999755859375,4.600000083446503,1.5000000596046448,2.0000000298023224,-535.4999923706055,255.0,54.0,,0.009599480301567263,-2.2928098939320436,-0.0003215024872015029,True,46.0,False,4,False,4,,enpitsu,76561198039309853,27.0,-2816.449951171875,58.150001525878906,49.08000183105469,3323.599853515625,-487.5,3516.0000610351562,76.30000114440918,504.59999084472656,-51.90000057220459,255.0,128.0,False,0.029102586570946883,-0.15114255357301465,0.00013920979125088545,True,239.0,False,4,False,2,,games5425898691,bf81d8692db,20.0,3687.8798828125,-1638.5799560546875,16.989999771118164,-252.80000686645508,22998.60107421875,2.0999999344348907,0.0,0.9000000357627869,50.19999980926514,255.0,128.0,0.009598962646689682,1.587851560128184,-9.36258678584357e-05,True,False,False,4.0,False,False,,
4,380,7,False,False,1,5332.1879632837545,2654.659912109375,106.18000030517578,147.27999877929688,-640.9999847412109,8738.599853515625,3522.60009765625,3832.60009765625,1371.300048828125,-4407.9998779296875,1.0,-0.5810456609642773,0.2539008807189808,1.0495495792155984,76561198039309853,enpitsu,27.0,2721.81005859375,-30.719999313354492,130.39999389648438,-7153.599853515625,5093.0999755859375,3547.9000854492188,-3776.4999389648438,-3723.699951171875,-1456.4999389648438,255.0,0.0,False,-0.4914845434916524,0.16454838632746896,0.10816367100362682,True,3,False,4,230.0,False,,bf81d8692db,games5425898691,20.0,-3677.219970703125,1044.6099853515625,16.989999771118164,461.50001525878906,-22993.20068359375,4.399999976158142,-0.0,-0.7999999821186066,1.0000000149011612,255.0,128.0,,-0.009591393380754494,-1.5910415570894234,-7.0763372262493e-05,True,4.0,False,False,False,False,,Banaan-JuniorXx,6611430507302027356,7.0,-87.55000305175781,4033.2099609375,16.989999771118164,11435.400390625,8341.699829101562,4.600000083446503,-0.3999999910593033,-0.09999999776482582,-124.60000038146973,255.0,128.0,,-0.009586582424460333,2.5264221449425563,9.623308737650734e-05,True,46.0,False,4,False,4,,BOOTZZZ-JUNIOR,6113236784085171447,8.0,2534.610107421875,358.7900085449219,97.9800033569336,6883.2000732421875,-20915.10009765625,-163.1999969482422,3757.9000854492188,4002.2000122070312,331.30001068115234,255.0,219.0,-0.9939355217177742,-0.34822142063264055,-2.175940955198564,True,4,3,140.0,False,False,,
5,382,7,False,False,0,5560.2978656244995,-2686.39990234375,-124.16000366210938,183.27000427246094,-18265.6005859375,9497.899780273438,7198.599853515625,5302.39990234375,1064.800033569336,2598.0999755859375,0.0,0.6907179502332471,-0.26955385775352425,1.2135907761252103,6113236784085171447,BOOTZZZ-JUNIOR,8.0,-2586.179931640625,-196.97000122070312,94.52999877929688,-4966.199951171875,15998.699951171875,-590.2000045776367,-2292.7000427246094,-3257.6998901367188,3792.0999145507812,255.0,219.0,,0.611131330706411,0.027374246669639904,-2.8125770290268726,True,3,False,4,140.0,False,,6611430507302027356,Banaan-JuniorXx,7.0,-8.829999923706055,-4101.10009765625,16.989999771118164,-11736.300048828125,-7852.2998046875,4.699999988079071,3.8999998569488525,2.5999999046325684,-887.5,255.0,37.0,,0.009596468184661588,-2.550728137117082,-5.124468448490748e-05,True,76.0,False,4,False,4,1.0,enpitsu,76561198039309853,27.0,-2666.800048828125,22.549999237060547,153.85000610351562,5873.800048828125,1562.5999450683594,2767.5,-863.7000274658203,2686.099853515625,-4721.000061035156,255.0,0.0,False,0.8849218715169068,0.05115121917914386,0.4864352840975301,True,230.0,False,4,False,3,,games5425898691,bf81d8692db,20.0,3673.320068359375,-853.010009765625,16.989999771118164,-464.59999084472656,22992.900390625,4.399999976158142,0.0,0.7999999821186066,0.09999999776482582,255.0,128.0,0.009591393380754494,1.5910415570894234,-7.0763372262493e-05,True,False,False,4.0,False,False,,
6,383,7,False,False,1,5346.627007889028,2713.56005859375,111.79000091552734,193.50999450683594,17152.099609375,6492.1002197265625,5513.800048828125,-950.0,-1950.3999328613281,-5594.000244140625,1.0,-0.7409282457625026,0.28955647237543447,1.2754037901953108,76561198039309853,enpitsu,27.0,2666.800048828125,-22.549999237060547,153.85000610351562,-5873.800048828125,-1562.5999450683594,2767.5,863.7000274658203,-2686.099853515625,-4721.000061035156,255.0,0.0,False,-0.8849218715169068,-0.05115121917914386,0.4864352840975301,True,3,False,4,230.0,False,,bf81d8692db,games5425898691,20.0,-3673.320068359375,853.010009765625,16.989999771118164,464.59999084472656,-22992.900390625,4.399999976158142,-0.0,-0.7999999821186066,0.09999999776482582,255.0,128.0,,-0.009591393380754494,-1.5910415570894234,-7.0763372262493e-05,True,4.0,False,False,False,False,,Banaan-JuniorXx,6611430507302027356,7.0,8.829999923706055,4101.10009765625,16.989999771118164,11736.300048828125,7852.2998046875,4.699999988079071,-3.8999998569488525,-2.5999999046325684,-887.5,255.0,37.0,,-0.009596468184661588,2.550728137117082,-5.124468448490748e-05,True,76.0,False,4,False,4,,BOOTZZZ-JUNIOR,6113236784085171447,8.0,2586.179931640625,196.97000122070312,94.52999877929688,4966.199951171875,-15998.699951171875,-590.2000045776367,2292.7000427246094,3257.6998901367188,3792.0999145507812,255.0,219.0,-0.611131330706411,-0.027374246669639904,-2.8125770290268726,True,4,3,140.0,False,False,,
7,454,10,False,False,0,6857.577303419626,-2433.360107421875,-1543.030029296875,188.44000244140625,16483.800048828125,20058.499755859375,8850.800170898438,4996.300048828125,472.7000045776367,-3288.2998657226562,0.0,0.7220367966524736,1.3706316079849685,-0.26626606446799617,6611430507302027356,Banaan-JuniorXx,7.0,-2521.580078125,-1785.8299560546875,88.05000305175781,6409.0997314453125,21674.3994140625,3316.6000366210938,-1428.2000732421875,2187.7999877929688,-3324.2999267578125,255.0,10.0,,0.1291825275953877,1.2250306404967604,-0.0023492151448479535,True,5,False,6,13.0,False,,6113236784085171447,BOOTZZZ-JUNIOR,8.0,-1804.1500244140625,832.8200073242188,17.020000457763672,9427.5,-7857.7001953125,0.7000000029802322,-3.400000035762787,2.5999999046325684,903.7000274658203,255.0,128.0,False,0.00956131304425143,-0.6327999570678339,-0.00015015195897326197,True,170.0,False,4,False,4,,enpitsu,76561198039309853,27.0,-1987.5699462890625,-172.42999267578125,102.56999969482422,-2884.8001098632812,-14168.399658203125,4092.5,-507.20001220703125,109.49999809265137,-379.00001525878906,128.0,128.0,False,0.003770948816616638,-1.7810838396758188,-0.00010643223438330188,True,138.0,False,6,False,4,,games5425898691,bf81d8692db,19.0,2063.280029296875,4064.840087890625,16.989999771118164,-8240.599975585938,14845.6005859375,4.799999892711639,-0.09999999776482582,0.0,1941.4999389648438,128.0,255.0,0.009638836799004668,2.147824148967722,-4.250936523609414e-06,True,False,False,255.0,False,False,,
8,519,12,False,False,1,8404.4862119305,-1305.7900390625,-2970.949951171875,448.5400085449219,-7420.999755859375,16515.400390625,6164.6002197265625,4782.9998779296875,-580.4999923706055,-3575.5999755859375,1.0,0.18456291421516044,-0.5579115657053626,0.3608084183585243,bf81d8692db,games5425898691,20.0,-1276.22998046875,-3205.6298828125,375.0,-10640.2001953125,12897.900390625,2496.4999389648438,-3422.7999877929688,-4007.0999145507812,1573.800048828125,255.0,255.0,,-0.3669773410064183,1.3342222314050516,0.03381232801337764,True,3,False,4,179.80264940569475,True,,76561198039309853,enpitsu,27.0,1860.6099853515625,4055.469970703125,17.049999237060547,12897.7001953125,7624.89990234375,3.100000023841858,-0.7000000029802322,-0.09999999776482582,-2092.100067138672,255.0,0.0,False,-0.016753685823810004,2.6741490611805507,4.564598812295349e-05,True,138.0,False,6,False,6,,Banaan-JuniorXx,6611430507302027356,7.0,108.6500015258789,-976.1599731445312,17.010000228881836,-14342.60009765625,9655.900268554688,2.0000000298023224,0.5000000074505806,-0.5000000074505806,-16.299999952316284,255.0,128.0,,-0.009585406474281227,0.5948808031272024,6.924533784682153e-05,True,44.0,False,6,False,6,,BOOTZZZ-JUNIOR,6113236784085171447,8.0,-2024.27001953125,-640.0800170898438,17.020000457763672,-18080.10009765625,7801.500244140625,0.7999999821186066,0.5999999865889549,-0.09999999776482582,-4.099999964237213,255.0,128.0,-0.009603091136467484,0.4079621783753532,5.7373897474765174e-05,True,4,4,102.0,False,False,,False
9,580,14,False,False,0,6832.827561323214,2939.580078125,-514.719970703125,210.1300048828125,15156.99951171875,5200.3997802734375,-2906.400146484375,264.89999771118164,-3844.8001098632812,226.00000381469727,0.0,-0.10982031599713574,0.24213964493801363,-0.07161401593462037,6611430507302027356,Banaan-JuniorXx,8.0,2925.64990234375,-681.3099975585938,170.27999877929688,15847.5,-3265.8999633789062,-273.8999938964844,-5400.0,1027.7999877929688,-181.49999618530273,255.0,255.0,,-0.04329368043645508,-0.33187574183381924,-2.6504946913320917,True,7,False,8,17.0,False,,6113236784085171447,BOOTZZZ-JUNIOR,8.0,3109.77001953125,-770.8099975585938,17.010000228881836,-9754.89990234375,-2798.9999389648438,2.3999999463558197,1.899999976158142,0.29999999329447746,-1668.0000305175781,128.0,0.0,,0.009630809356818176,-2.867872034096818,-0.00013853766238870003,True,102.0,False,4,False,4,,enpitsu,76561198039309853,27.0,-1982.739990234375,-2347.43994140625,17.049999237060547,15450.2001953125,14445.999755859375,2.3999999463558197,0.7999999821186066,0.5000000074505806,44.699997901916504,255.0,255.0,,0.01679502804524625,0.7565840277701501,-8.828405087015661e-05,True,170.0,False,6,False,6,,games5425898691,bf81d8692db,20.0,2984.159912109375,212.1699981689453,16.989999771118164,-790.5000305175781,-19134.7998046875,2.3999999463558197,0.0,0.7999999821186066,1935.3999328613281,255.0,255.0,0.0095977868605065,-1.5475312084238058,5.824284571049289e-05,True,4,4,79.68211616495603,True,False,,
