,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,shot_taker_handbrake
0,178,0.0,False,True,0,5172.922078859501,3.4800000190734863,45.880001068115234,93.13999938964844,1188.7999725341797,29788.5009765625,259.6999931335449,3428.5000610351562,-562.0000076293945,-1874.7000122070312,0.0,-0.008462806218393326,-0.031487390828066474,0.057285075981570246,bf81d8692db,games5425898691,19.0,12.130000114440918,-60.709999084472656,86.26000213623047,1350.5999755859375,19861.300048828125,-102.89999961853027,-5031.9000244140625,308.8999938964844,2198.5000610351562,128.0,128.0,1.419447905875833,-1.5947089765076103,3.0930773570261403,True,4,31.0,False,3,False,,76561198039309853,enpitsu,24.0,-2968.010009765625,-4053.02001953125,17.049999237060547,-11264.49951171875,6911.6998291015625,3.4999999403953552,-0.3999999910593033,0.29999999329447746,-2523.9999389648438,255.0,0.0,False,0.016753093126079862,2.4956961337033694,3.1088645514016397e-05,True,False,False,255.0,False,False,,mans na hot,76561198203018191,13.0,17.739999771118164,842.4600219726562,68.0199966430664,-880.1000213623047,-22405.6005859375,3939.2999267578125,0.7000000029802322,-10.499999523162842,-62.30000019073486,128.0,0.0,,0.009811000980436906,-1.6406473630453513,0.002000884914370457,True,False,4,False,24.726503144028367,True,,『LaFlame』,76561198095293222,14,3085.550048828125,4312.64013671875,17.010000228881836,-2730.8999633789062,11854.89990234375,0.5000000074505806,0.3999999910593033,-0.5000000074505806,3117.39990234375,255.0,255.0,False,0.009580293190340653,2.008994069763578,-2.4017222499021395e-05,True,233.1470019971171,True,False,False,False,,
1,183,0.0,False,False,1,5580.352472258459,-29.739999771118164,-363.0299987792969,111.47000122070312,-2610.5999755859375,-2588.2998657226562,529.3999862670898,-5944.4000244140625,-637.5,-507.00000762939453,1.0,-0.29749206818539675,0.022714837731033583,1.7183137921545601,76561198203018191,mans na hot,13.0,-8.289999961853027,-448.0,147.6699981689453,-6132.60009765625,9234.7998046875,7227.8997802734375,5135.30029296875,-493.8999938964844,-1906.199951171875,128.0,255.0,0.4200931238923572,1.5578806259203484,0.08317784917277028,True,4,9.063931388239709,True,4,False,,76561198095293222,『LaFlame』,14.0,-2968.280029296875,-4494.830078125,17.010000228881836,9644.89990234375,-8926.199951171875,0.09999999776482582,0.09999999776482582,-0.09999999776482582,2428.000030517578,255.0,255.0,False,-0.009570522621289554,-2.479863394905551,-5.3107970775088617e-05,True,False,False,217.48443024132843,True,False,,enpitsu,76561198039309853,24.0,3115.570068359375,3910.10009765625,17.049999237060547,7463.4002685546875,-10602.39990234375,3.400000035762787,-0.0,0.09999999776482582,-2352.5,255.0,0.0,False,-0.01673902743364087,-2.114531006477271,1.7001394525623835e-05,True,False,False,False,245.6231571910202,True,,games5425898691,bf81d8692db,19,-36.47999954223633,-229.47999572753906,76.76000213623047,-1601.4999389648438,-6855.7000732421875,-1545.8999633789062,5489.7998046875,314.89999771118164,111.49999618530273,128.0,128.0,,0.04443585087093132,1.413820504647575,3.1195491791657024,True,31.0,False,4,False,3,,
2,189,0.0,False,False,0,4815.920860081856,69.97000122070312,421.95001220703125,96.80999755859375,1608.9999389648438,2291.4999389648438,682.0999908447266,1555.2999877929688,660.8000183105469,52.39999771118164,0.0,0.266210126861231,0.20501687022555792,2.5066732534169742,bf81d8692db,games5425898691,19.0,77.4000015258789,297.8599853515625,66.80999755859375,1770.8000183105469,2276.4999389648438,-117.20000267028809,-5414.2999267578125,-959.8999786376953,-114.20000076293945,255.0,128.0,-1.36409158941708,1.5272471665086205,0.21302106267459997,True,4,31.0,False,3,False,,76561198039309853,enpitsu,25.0,-3214.0,-3595.5,17.049999237060547,-448.6000061035156,14233.900146484375,-1.0000000149011612,-0.3999999910593033,0.0,-2245.399932861328,255.0,128.0,False,0.0167495504275292,1.5359495437025668,1.3302982669473685e-05,True,False,False,226.7780989344402,True,False,,mans na hot,76561198203018191,13.0,108.5199966430664,315.1600036621094,335.25,3865.8999633789062,-5679.4000244140625,7701.9000244140625,1444.6000671386719,2418.3999633789062,-930.8999633789062,128.0,255.0,,-0.46174505937328586,-1.7010199917806794,-0.8239232814698753,True,4,4,False,0.0,False,,『LaFlame』,76561198095293222,14,2676.239990234375,4636.3798828125,17.010000228881836,-14549.000244140625,2999.4000244140625,0.09999999776482582,0.0,0.0,2140.399932861328,255.0,255.0,False,0.009597296000746743,3.008278212931125,2.7339033507288726e-06,True,198.63937198474844,True,False,False,False,,
3,196,0.0,False,False,0,4758.792145286311,110.33999633789062,488.8299865722656,93.98999786376953,1432.1000671386719,2200.0999450683594,490.99998474121094,145.2999973297119,983.8999938964844,52.39999771118164,0.0,0.3339658958398424,0.3452719940223738,2.938145913814308,bf81d8692db,games5425898691,19.0,123.23999786376953,329.6000061035156,45.779998779296875,1739.9000549316406,1066.8000030517578,-1557.1000671386719,-1149.5999908447266,-619.3999862670898,228.70000839233398,255.0,158.0,-0.9083291364123371,1.8246679259182128,-0.15200826624203442,True,4,31.0,False,4,False,,76561198039309853,enpitsu,25.0,-3118.6201171875,-3219.570068359375,17.049999237060547,7160.0,14434.300537109375,-1.8000000715255737,-3.799999952316284,-7.5,-1297.5999450683594,255.0,128.0,False,0.01678754276406645,1.0737547808511256,0.00011633027933333323,True,False,False,204.91261087438113,True,False,,mans na hot,76561198203018191,13.0,208.33999633789062,168.52999877929688,511.80999755859375,3865.8999633789062,-5679.4000244140625,6021.6998291015625,3259.89990234375,829.4000244140625,907.3999786376953,128.0,255.0,,0.104414367902114,-1.5250799105249844,-1.250436557864754,True,4,4,False,0.0,False,,『LaFlame』,76561198095293222,14,2277.889892578125,4604.81982421875,17.010000228881836,-15058.499755859375,-5175.3997802734375,2.3000000417232513,0.09999999776482582,0.0,2035.7000732421875,255.0,255.0,False,0.009600353028115866,-2.741284678090032,2.6482266735757852e-05,True,187.0,False,False,False,False,,
4,211,1.0,False,False,0,4541.266264259146,185.52999877929688,729.4000244140625,98.98999786376953,1834.1999816894531,9600.2001953125,430.60001373291016,326.3999938964844,1173.8999938964844,68.49999904632568,0.0,0.8830103775275435,0.5886377591925023,-2.981644793951828,bf81d8692db,games5425898691,19.0,157.88999938964844,546.25,17.0,1005.5000305175781,8036.099853515625,7.300000190734863,-1.1999999731779099,4.4999998807907104,-244.79999542236328,255.0,133.0,0.00940936972298744,1.430693863944517,-7.895698327261224e-05,True,4,0.0,False,4,False,,76561198039309853,enpitsu,25.0,-2504.56005859375,-2518.760009765625,17.049999237060547,14844.49951171875,14614.000244140625,-2.199999988079071,-0.19999999552965164,-0.7000000029802322,-6.000000238418579,255.0,128.0,False,0.016801419425336323,0.7769107797471959,3.838459056399557e-05,True,False,False,161.0,False,False,,mans na hot,76561198203018191,13.0,404.760009765625,-120.0,732.5,3865.8999633789062,-5679.4000244140625,2715.4998779296875,2172.100067138672,158.100004196167,475.60001373291016,128.0,128.0,,1.2340567098538275,1.077850668901743,0.9953929512663862,True,4,4,False,0.0,False,,『LaFlame』,76561198095293222,14,1701.75,4034.64990234375,17.010000228881836,-10016.400146484375,-15074.7998046875,0.3999999910593033,-0.09999999776482582,-0.7999999821186066,23.80000114440918,255.0,128.0,False,0.009576683576978,-2.1540299420015296,-4.68404119173782e-05,True,191.0,False,False,False,False,,
5,228,1.0,False,False,0,3996.654162293497,308.1199951171875,1329.050048828125,93.01000213623047,2362.2000122070312,10650.999755859375,0.0,-1726.300048828125,1100.5999755859375,479.00001525878906,0.0,1.444211375425855,-3.0616388834257293,-0.3764429042165334,bf81d8692db,games5425898691,19.0,283.2799987792969,1165.8399658203125,17.0,3308.2000732421875,10862.39990234375,3.1999999284744263,-3.4999999403953552,9.200000166893005,-318.799991607666,255.0,144.0,0.009280931990704,1.2585038950291967,-0.00016354852435044833,True,4,0.0,False,4,False,,76561198039309853,enpitsu,24.0,-1485.27001953125,-1506.0899658203125,17.049999237060547,14890.699462890625,16952.80029296875,2.8999999165534973,-0.5000000074505806,-0.5999999865889549,1553.699951171875,255.0,128.0,False,0.016775249941400946,0.8822424907523859,0.00024226569551020986,True,False,False,161.0,False,False,,mans na hot,76561198203018191,13.0,651.5900268554688,-487.2300109863281,775.9400024414062,3844.5999145507812,-5740.999755859375,-1359.7000122070312,247.09999084472656,-493.3000183105469,-366.1000061035156,128.0,128.0,,0.3928342313831761,0.748977378694477,0.8496558707956349,True,4,4,False,0.0,False,,『LaFlame』,76561198095293222,14,957.5499877929688,2988.35009765625,17.010000228881836,-11085.30029296875,-15927.7001953125,2.199999988079071,3.100000023841858,3.700000047683716,744.7000122070312,128.0,128.0,False,0.009607860814772128,-2.1444716025830353,7.726634309229896e-05,True,177.0,False,False,False,False,,
6,242,2.0,False,False,0,3359.6997725827346,423.4800109863281,2050.25,88.0199966430664,-9626.900024414062,21126.69921875,-9187.2998046875,4402.799987792969,-1418.9999389648438,3821.099853515625,0.0,1.12233358859009,3.1311597780307605,-0.8541320913229541,bf81d8692db,games5425898691,19.0,437.4800109863281,1883.3800048828125,97.2300033569336,2960.10009765625,15463.800048828125,874.7000122070312,-5471.099853515625,-185.6999969482422,530.6999969482422,255.0,153.0,0.767457552379712,-1.4300553177017907,3.1255359728766834,True,6,0.0,False,5,False,,76561198039309853,enpitsu,25.0,-813.6300048828125,-560.3699951171875,17.049999237060547,12354.3994140625,18312.099609375,2.5999999046325684,-0.3999999910593033,0.3999999910593033,1.0000000149011612,255.0,255.0,False,0.016799917794455308,0.9774193357123949,-6.0459245925224654e-06,True,False,False,161.0,False,False,,mans na hot,76561198203018191,13.0,846.7899780273438,-778.8099975585938,621.5700073242188,3844.5999145507812,-5740.999755859375,-4659.800109863281,67.39999771118164,-119.39999580383301,-69.60000038146973,128.0,128.0,,0.24696503208382536,0.6476893136914444,0.816637373108569,True,4,4,False,0.0,False,,『LaFlame』,76561198095293222,14,471.5299987792969,2184.320068359375,150.6300048828125,-3990.7000732421875,-15542.2998046875,4231.199951171875,-2023.3999633789062,-1511.0000610351562,4885.899963378906,255.0,255.0,False,-0.02028162467517843,-1.959212893305575,0.04777928352193,True,177.0,False,4,False,3,,
7,298,4.0,True,True,0,1078.2626644824759,-661.9299926757812,4087.449951171875,99.30000305175781,11078.499755859375,21399.3994140625,6294.7998046875,1751.199951171875,-5074.89990234375,-2679.1000366210938,0.0,-0.18993619512358378,0.4381947380738272,-2.5280559349371954,76561198039309853,enpitsu,24.0,-789.4600219726562,3908.64990234375,17.049999237060547,3116.199951171875,22444.7998046875,3.0000001192092896,0.09999999776482582,1.0999999940395355,-1841.300048828125,128.0,128.0,0.016774005639876077,1.3753326391648082,-0.00014971467212970105,True,False,104.0,False,False,False,,bf81d8692db,games5425898691,19.0,-251.82000732421875,3134.530029296875,88.47000122070312,-16158.599853515625,4987.60009765625,2344.1000366210938,-1097.5,-5389.1998291015625,44.49999809265137,255.0,128.0,,0.8149158789679004,2.949194081333914,0.007876321413381175,True,8,7,,False,False,,mans na hot,76561198203018191,12.0,1599.8199462890625,-655.4299926757812,17.0,5535.5999755859375,9309.000244140625,3.400000035762787,-0.29999999329447746,0.3999999910593033,0.0,255.0,,,0.009498496851311232,1.0343137703331433,-1.5549317219556446e-05,True,4,4,False,,False,,『LaFlame』,76561198095293222,14,-361.7200012207031,592.5499877929688,17.010000228881836,-9756.400146484375,2275.0,2.5,0.0,0.0,-2427.4000549316406,255.0,0.0,False,0.009535281355440437,2.855166309359853,1.4916432263954507e-05,True,177.0,False,4,False,4,,
8,568,4.0,False,False,1,5182.0737734000995,8.5,34.4900016784668,96.11000061035156,4532.900085449219,24527.80029296875,2558.300018310547,5674.6002197265625,-1948.800048828125,30.199999809265137,1.0,-0.038263231094460164,0.0015367111225373026,-0.11154834499227088,76561198095293222,『LaFlame』,14.0,-2.5799999237060547,-135.0500030517578,97.58000183105469,6763.699951171875,19640.2001953125,1860.8000183105469,-4917.39990234375,466.30001068115234,2418.9999389648438,255.0,128.0,-0.9143624553276674,1.8470844352322326,-0.05820930585196888,True,4,0.0,False,3,False,,76561198203018191,mans na hot,12.0,-7.340000152587891,-1781.6300048828125,17.010000228881836,153.100004196167,13857.7001953125,2.0999999344348907,-0.0,-0.29999999329447746,0.0,255.0,128.0,,-0.009567699675199725,1.581866627527036,4.622568419423903e-05,True,False,False,116.0,False,False,,enpitsu,76561198039309853,24.0,4.96999979019165,3534.0400390625,17.049999237060547,480.40000915527344,-10488.299560546875,2.7000001072883606,0.5999999865889549,-0.09999999776482582,0.0,255.0,128.0,False,-0.016644683493540865,-1.6165951554848044,-1.5676869534020244e-05,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,19,48.33000183105469,239.27999877929688,85.5,-1780.8000183105469,-22776.298828125,2473.0999755859375,5487.80029296875,-365.40000915527344,2.0000000298023224,255.0,128.0,,-0.6950177506561631,-1.5045867342662638,0.00015525278852645467,True,22.0,False,4,False,3,,
9,570,5.0,False,False,0,5271.1161525173,-8.59000015258789,-55.880001068115234,140.52000427246094,5819.6002197265625,5264.0997314453125,4962.099914550781,3067.6998901367188,-3769.89990234375,-3517.9000854492188,0.0,-0.006043014192599942,0.29107969905800607,0.027200977893459807,bf81d8692db,games5425898691,19.0,-48.459999084472656,-174.0800018310547,96.37000274658203,-1161.8000030517578,33.90000104904175,881.2000274658203,-3417.9000854492188,1772.4000549316406,-3927.60009765625,255.0,128.0,1.3578260838692422,1.4994567903528089,0.2517776684060783,True,4,22.0,False,3,False,,76561198039309853,enpitsu,24.0,-9.0600004196167,-3444.699951171875,17.049999237060547,-499.50000762939453,10904.599609375,2.7000001072883606,-0.5999999865889549,0.09999999776482582,0.0,255.0,128.0,False,0.016644683493540865,1.6165951554848044,-1.5676869534020244e-05,True,False,False,116.0,False,False,,mans na hot,76561198203018191,12.0,6.300000190734863,1688.8199462890625,17.010000228881836,-154.399995803833,-13970.400390625,2.0999999344348907,0.0,0.29999999329447746,0.0,255.0,128.0,,0.009567699675199725,-1.581866627527036,4.622568419423903e-05,True,False,False,False,116.0,False,,『LaFlame』,76561198095293222,14,-30.440000534057617,72.5,107.4800033569336,-3604.2001342773438,-322.7000045776367,857.3000335693359,1694.4000244140625,186.90000534057617,1752.4000549316406,255.0,128.0,,1.4363775453816474,-1.8382591283647993,-0.3925443446291798,True,0.0,False,4,False,3,,
