,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,171,0,False,False,0,5228.945165858859,26.81999969482422,-6.869999885559082,142.36000061035156,2925.5999755859375,6067.1002197265625,2521.1000061035156,2608.5000610351562,-460.60001373291016,-5383.599853515625,0.0,0.020823321393641913,-0.4126572312953999,0.11605784883422215,76561198039309853,enpitsu,26.0,11.34000015258789,-133.11000061035156,118.37999725341797,-4662.799987792969,-39.20000076293945,651.9999694824219,-5341.6998291015625,-381.1000061035156,-1253.0000305175781,255.0,0.0,,1.0639707475367,-3.1032432850885865,1.588178445585686,True,2,False,1,0.0,False,,bf81d8692db,games5425898691,19.0,-3511.1298828125,-2487.530029296875,17.010000228881836,-2662.7999877929688,-15026.99951171875,2.3000000417232513,0.0,0.7000000029802322,1962.1000671386719,255.0,255.0,,0.009597045047768727,-1.6908990607220413,8.030638324449576e-05,,False,False,31.0,False,False,,MinatO_chacal,4563988621052743332,14.0,14.819999694824219,116.2300033569336,94.63999938964844,8743.499755859375,1297.2999572753906,310.5999946594238,-4780.199890136719,-438.4000015258789,-2115.5999755859375,255.0,63.0,,1.2683989192780247,-0.7114827806428827,0.6942604256803185,True,3,0.0,False,False,4,,Zedko-AR,2122059525422191287,11.0,3160.429931640625,4354.7998046875,17.010000228881836,-2430.8999633789062,11434.7998046875,5.199999809265137,5.099999904632568,-0.9000000357627869,2304.7999572753906,249.0,255.0,,0.00979194673320482,1.8288270644721518,0.00013175044412141123,True,255.0,False,4,4,False,
1,173,0,False,False,1,5236.663264974085,-49.54999923706055,-10.59000015258789,150.92999267578125,-2160.0999450683594,999.3000030517578,-212.90000915527344,1165.199966430664,943.7999725341797,-5623.0999755859375,1.0,0.014227279353097116,0.8280975982324233,0.18805634734169485,4563988621052743332,MinatO_chacal,14.0,-86.8499984741211,-135.08999633789062,95.11000061035156,-8629.89990234375,-2535.2999877929688,-112.5,-5385.0,-291.00000381469727,-1080.1000213623047,255.0,23.0,,-1.4263048071126598,0.05345269581826029,1.5935244880172432,True,4,False,3,0.0,False,,2122059525422191287,Zedko-AR,11.0,-3130.510009765625,-4447.7998046875,17.010000228881836,4543.699951171875,-10865.6005859375,2.3999999463558197,-1.1999999731779099,-0.0,2359.499969482422,253.0,255.0,,-0.009595077936948245,-2.0238039745879424,5.0351644623881224e-05,True,4,4,255.0,False,False,,enpitsu,76561198039309853,26.0,26.65999984741211,139.11000061035156,119.70999908447266,4560.899963378906,832.5,-53.499999046325684,5083.0999755859375,319.3000030517578,-2075.800018310547,255.0,0.0,,-0.915417086095428,2.5011009164248676,2.5719208826638287,True,1,0.0,False,False,2,,games5425898691,bf81d8692db,19.0,3522.35009765625,2614.090087890625,17.010000228881836,242.90000915527344,15445.699462890625,0.29999999329447746,-0.0,-0.19999999552965164,2020.2000427246094,255.0,255.0,,-0.009592204363935942,1.524237011472084,2.4925228481765418e-05,,24.68631423160594,True,False,False,False,
2,263,3,False,False,0,5460.38565006475,488.7200012207031,-141.88999938964844,93.76000213623047,1660.5000305175781,-7352.8997802734375,1618.699951171875,-1101.8000030517578,771.2999725341797,-5847.2998046875,0.0,-0.1437804452912424,-1.1623068435155037,1.0269958574839864,76561198039309853,enpitsu,26.0,453.8299865722656,12.670000076293945,16.940000534057617,7177.19970703125,-3407.0001220703125,-127.79999732971191,-572.0999908447266,463.4000015258789,-532.0000076293945,128.0,128.0,False,0.017696604953676313,-0.5413904300781901,-0.005935639047572776,True,2,False,2,0.0,False,,bf81d8692db,games5425898691,20.0,1204.31005859375,-3672.10009765625,17.010000228881836,13408.00048828125,12867.19970703125,2.0999999344348907,-0.19999999552965164,-0.29999999329447746,167.90000915527344,255.0,128.0,,0.009597200136979974,0.780261081929151,-6.091408853527267e-05,True,False,False,228.0,False,False,,MinatO_chacal,4563988621052743332,14.0,3506.1201171875,-44.029998779296875,17.010000228881836,12715.799560546875,5277.0001220703125,2.5,0.09999999776482582,0.09999999776482582,2673.2000732421875,255.0,255.0,True,0.009578458024157722,0.5104581066816609,0.00010734670826294472,True,4,255.0,False,False,4,,Zedko-AR,2122059525422191287,11.0,945.7000122070312,638.4500122070312,17.010000228881836,2933.9999389648438,-13403.499755859375,2.199999988079071,-0.3999999910593033,0.0,2208.0999755859375,255.0,255.0,,0.009573728810969141,-1.2934963019070658,1.0993495506565608e-05,True,165.0,False,4,4,False,
3,277,3,False,False,0,5839.4975471787875,572.25,-511.8999938964844,92.6500015258789,1525.8999633789062,-6310.4998779296875,978.4999847412109,1409.9000549316406,1036.9999694824219,-5739.000244140625,0.0,-0.5518656247116809,1.9934738556095193,1.2662111955919233,76561198039309853,enpitsu,26.0,711.1300048828125,-210.75999450683594,17.049999237060547,3077.7999877929688,-6605.2001953125,3.3000001311302185,0.0,-0.7000000029802322,-2393.9999389648438,255.0,,,0.016683835969921162,-1.1354812642963124,-7.645918884635534e-05,True,2,False,2,,False,,bf81d8692db,games5425898691,20.0,1777.8299560546875,-2911.090087890625,17.010000228881836,4902.0001220703125,17153.299560546875,2.3000000417232513,-0.19999999552965164,-0.29999999329447746,1959.7999572753906,255.0,255.0,,0.009577012254914436,1.3619963932311938,3.212280180923913e-05,True,False,False,228.0,False,False,,MinatO_chacal,4563988621052743332,12.0,3806.8798828125,157.9199981689453,17.399999618530273,3581.4999389648438,2335.7000732421875,92.79999732971191,-88.59999656677246,-469.59999084472656,-1634.9000549316406,253.0,64.0,,-0.003737685112380349,0.6312441516866334,-0.013598138026766038,True,4,255.0,False,False,4,,Zedko-AR,2122059525422191287,11.0,1233.97998046875,65.05000305175781,17.010000228881836,2008.2000732421875,-9149.69970703125,2.3000000417232513,-2.5,-0.5000000074505806,-2230.2000427246094,255.0,0.0,,0.00966447915543973,-1.382049155106775,-8.913381375780477e-05,True,147.8634408007386,True,4,4,False,
4,293,4,False,False,0,6202.748226622699,656.4099731445312,-865.3400268554688,94.56999969482422,-4597.900085449219,-11853.00048828125,2097.899932861328,618.6000061035156,4671.499938964844,-1064.4999694824219,0.0,0.09191488023097018,-1.7164830733232195,1.98806460398689,76561198039309853,enpitsu,26.0,757.9299926757812,-705.8900146484375,17.049999237060547,-3058.2000732421875,-9946.199951171875,2.800000011920929,-2.3000000417232513,-7.200000286102295,-1501.199951171875,255.0,128.0,,0.016694404082562047,-1.9315303851829064,0.00011226272813152405,True,2,False,2,,False,,bf81d8692db,games5425898691,20.0,1526.4200439453125,-2027.1700439453125,17.010000228881836,-12820.999755859375,12925.50048828125,-0.19999999552965164,-0.9000000357627869,0.5000000074505806,1045.199966430664,255.0,202.0,,0.009588223665436976,2.401336047465552,-0.00014994981378308467,True,False,False,233.1058238398644,True,False,,MinatO_chacal,4563988621052743332,12.0,3954.550048828125,496.3599853515625,49.119998931884766,-1685.2999877929688,7934.89990234375,-824.4000244140625,-888.4999847412109,879.5999908447266,2359.4000244140625,255.0,255.0,False,0.13868329907113255,1.802750394107933,-0.5155029680669759,True,4,255.0,False,False,4,,Zedko-AR,2122059525422191287,8.0,881.27001953125,-610.6900024414062,17.010000228881836,-10867.900390625,-11546.99951171875,-0.09999999776482582,1.0999999940395355,1.0999999940395355,1582.1000671386719,255.0,255.0,,0.009561906453594051,-2.310107541316819,0.00028794812531722513,True,97.75485613525554,True,4,4,False,
5,358,6,False,False,0,9737.635103461313,-1834.8499755859375,-4552.27001953125,94.27999877929688,-5312.80029296875,9997.80029296875,3812.2000122070312,-5000.4998779296875,-2163.5000610351562,2512.7999877929688,0.0,0.532851834059687,-0.31086666026801774,1.2163003539368786,bf81d8692db,games5425898691,20.0,-1633.989990234375,-4643.66015625,148.27999877929688,-12959.49951171875,-18998.499755859375,323.4000015258789,1797.7000427246094,-5182.60009765625,397.5,255.0,0.0,,0.3253329226147125,-2.0361069459685255,0.4444562979709871,True,4,False,3,154.47764287456388,True,,76561198039309853,enpitsu,26.0,,,,,,,,,,,,,,,,True,,,,,,,MinatO_chacal,4563988621052743332,12.0,1732.27001953125,795.969970703125,16.989999771118164,-14262.2998046875,-11335.10009765625,4.399999976158142,0.7999999821186066,0.5000000074505806,-86.19999885559082,255.0,111.0,False,0.009587939507444505,-2.470752242958043,4.5764697918951456e-05,True,4,216.0,False,False,4,,Zedko-AR,2122059525422191287,8.0,-1884.239990234375,-3125.889892578125,17.0,-11812.80029296875,-2764.2999267578125,3.1999999284744263,0.9000000357627869,1.4000000059604645,-129.49999809265137,254.0,66.0,,0.009598069744442694,-2.886746090466343,-0.00015724384760223655,True,17.0,False,4,4,False,
6,397,8,False,False,1,2527.9401150467747,2533.4599609375,3214.070068359375,143.6300048828125,-2224.4000244140625,-1663.3999633789062,5711.199951171875,4055.8999633789062,4388.599853515625,-537.400016784668,1.0,0.4866024276220598,-0.5029713643318515,-0.8025055812167888,2122059525422191287,Zedko-AR,8.0,2601.360107421875,3141.659912109375,16.110000610351562,-3000.5999755859375,-2316.6000366210938,-32.200000286102295,-29.700000286102295,-5.699999928474426,145.50000190734863,128.0,128.0,,-0.005712420453060665,2.5726633810427,0.0010126617494579742,True,4,False,4,17.0,False,,4563988621052743332,MinatO_chacal,12.0,184.86000061035156,441.3999938964844,16.989999771118164,7899.7998046875,11613.599853515625,4.600000083446503,-2.0999999344348907,-3.6000001430511475,1116.3999938964844,255.0,128.0,False,-0.00958299783469806,2.1002337277989382,-0.00010776055570402082,True,4,4,216.0,False,False,,enpitsu,76561198039309853,26.0,,,,,,,,,,,,,,,,True,,,,,,,games5425898691,bf81d8692db,19.0,3238.610107421875,4771.66015625,402.8800048828125,5794.6002197265625,-5076.700134277344,-1822.2999572753906,3968.2998657226562,-3648.900146484375,1089.4999694824219,255.0,0.0,,0.15337294010824729,-2.4017996378518056,0.6711329750633658,True,152.0,False,4,4,False,
7,442,9,False,False,1,2521.3496273945243,2154.4599609375,2955.169921875,220.9600067138672,-9277.5,1254.800033569336,3618.2000732421875,1448.0999755859375,3499.7000122070312,-2518.800048828125,1.0,-0.3438263533679404,-0.8947453792984836,1.9173865612953531,2122059525422191287,Zedko-AR,8.0,2228.199951171875,2899.85009765625,73.30000305175781,-8001.099853515625,-4686.7999267578125,2088.6000061035156,2418.5000610351562,-4792.5,24.800000190734863,0.0,171.0,,0.5898743472989321,2.6712214933018914,0.003118188504504308,True,6,False,5,17.0,False,,4563988621052743332,MinatO_chacal,12.0,702.2000122070312,1103.0400390625,16.989999771118164,-4095.5999755859375,-5338.0999755859375,4.600000083446503,1.4000000059604645,-0.7999999821186066,0.0,128.0,128.0,False,-0.009706138970781042,2.2252530372961816,-7.328392667486455e-06,True,4,4,216.0,False,False,,enpitsu,76561198039309853,26.0,-1487.030029296875,4226.89990234375,17.049999237060547,13202.5,-2195.500030517578,3.100000023841858,-1.4000000059604645,0.19999999552965164,2018.6000061035156,255.0,128.0,,-0.016735735877861414,-3.0102664691142866,0.00020247158173928169,True,False,84.0,False,False,False,,games5425898691,bf81d8692db,19.0,2691.6201171875,4102.60986328125,17.010000228881836,-12529.300537109375,-267.60000228881836,2.3999999463558197,1.2999999523162842,-0.0,2245.2999877929688,255.0,255.0,,-0.00955593273771584,-0.07295021121409846,0.00012737454389842505,True,141.0,False,4,4,False,
8,472,11,False,False,0,8222.242229800497,-1125.81005859375,-3079.030029296875,241.8800048828125,25043.1005859375,3452.0001220703125,5265.0,2148.000030517578,-3358.5000610351562,-4483.900146484375,0.0,-0.033468496045468095,1.8579964034532122,2.911908080424354,bf81d8692db,games5425898691,19.0,-1332.75,-3130.27001953125,146.88999938964844,20006.8994140625,11336.8994140625,443.4000015258789,-325.09998321533203,5485.4998779296875,230.20000457763672,255.0,37.0,,0.6640613596935188,-0.03646378735080188,0.010752516183788082,True,6,False,5,77.14312252690716,True,,76561198039309853,enpitsu,26.0,40.189998626708984,-3848.6298828125,17.049999237060547,-13038.199462890625,11606.600341796875,-2.0999999344348907,1.4000000059604645,-1.1999999731779099,-138.1999969482422,255.0,128.0,,0.016782795703337208,2.400196674190028,0.00012752085901529442,True,False,False,45.0,False,False,,MinatO_chacal,4563988621052743332,12.0,-608.7000122070312,-1810.699951171875,16.989999771118164,4148.500061035156,-13206.400146484375,4.799999892711639,-0.29999999329447746,1.1999999731779099,2005.5000305175781,255.0,255.0,False,0.00957286219928735,-1.226235537186084,0.00017112612087667365,True,4,156.0,False,False,4,,Zedko-AR,2122059525422191287,8.0,-1452.43994140625,-2412.820068359375,27.84000015258789,2704.8001098632812,2814.5001220703125,-1016.9999694824219,-2763.0999755859375,-1568.3000183105469,-4489.4000244140625,255.0,0.0,,-0.3361301711667967,1.818730232353645,0.010816611128413003,True,17.0,False,6,6,False,
9,644,17,False,False,0,7041.223115042069,1665.719970703125,-1418.68994140625,363.9599914550781,-1610.5000305175781,27614.19921875,4566.000061035156,2295.399932861328,-2097.5999450683594,-5131.300048828125,0.0,0.1392432560616781,-1.3311915374918697,0.0998806469015195,76561198039309853,enpitsu,26.0,1710.6600341796875,-1676.43994140625,291.0,-11561.600341796875,19707.2998046875,2635.7000732421875,-1527.7999877929688,-897.0999908447266,-0.09999999776482582,255.0,0.0,,-0.844585787273045,2.1015657329592203,-0.0001338554933275066,True,2,False,1,126.0,False,,bf81d8692db,games5425898691,19.0,870.8300170898438,-4635.83984375,77.01000213623047,-17405.799560546875,8153.2000732421875,2326.699981689453,-1809.1000366210938,-5192.9998779296875,97.79999732971191,255.0,172.0,,0.6592294902792449,2.5277136109919334,-0.16813458270394155,True,8,7,11.0,False,False,,MinatO_chacal,4563988621052743332,12.0,1215.31005859375,3754.510009765625,16.989999771118164,-6062.9998779296875,-5092.9998779296875,4.900000095367432,-0.5999999865889549,-0.7000000029802322,-2047.8999328613281,128.0,13.0,False,0.009634311089447675,-2.4653111973962996,-6.0474173042833186e-05,True,4,255.0,False,False,4,,Zedko-AR,2122059525422191287,8.0,-1056.9200439453125,3309.719970703125,17.0,8515.800170898438,1445.0999450683594,3.1999999284744263,0.7000000029802322,0.0,-613.1999969482422,128.0,128.0,,0.009611048212819872,0.11636422848200405,0.00023018299838664514,True,255.0,False,6,6,False,
