,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_ball_cam,opp_2_boost_collect
10,1270,21.0,False,False,1,5241.967040990331,-3987.6298828125,3235.169921875,325.1300048828125,6202.19970703125,12892.900390625,-2165.7000732421875,-5655.8001708984375,-1818.3999633789062,839.1000366210938,1.0,-0.1035178573795108,-0.7008745538166787,-1.5459150303864717,76561198039309853,enpitsu,26.0,-4078.93994140625,3192.10009765625,444.0199890136719,2.199999988079071,19641.800537109375,-1444.1000366210938,-1963.0000305175781,-0.5999999865889549,0.5000000074505806,128.0,0.0,,-0.12360256176488542,1.5539129669270746,1.5729181627664832,True,255.0,False,False,False,False,,bf81d8692db,games5425898691,18.0,1661.6700439453125,1856.5799560546875,17.010000228881836,3434.7000122070312,17583.299560546875,2.0999999344348907,0.5000000074505806,2.7000001072883606,-1019.1999816894531,255.0,99.0,,-0.009597068967636626,1.7975022407717733,-7.895141559271393e-05,True,236.0,False,4,False,4,,D4rk_Soul,76561198157210534,11.0,1211.280029296875,3005.68994140625,17.010000228881836,-6328.699951171875,21183.89892578125,2.3999999463558197,0.19999999552965164,-1.0999999940395355,1807.2999572753906,255.0,255.0,,-0.009595630863959977,1.2245476397479256,0.0001367411920032889,True,8,8,False,213.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
11,1287,22.0,False,False,1,4660.749787184403,-3622.659912109375,3997.93994140625,96.54000091552734,3873.900146484375,10513.699951171875,3473.9999389648438,-5616.7999267578125,2069.600067138672,408.8999938964844,1.0,0.23887923061343755,0.17353034014469126,2.1964074483586944,76561198039309853,enpitsu,26.0,-3895.139892578125,3905.489990234375,49.459999084472656,10705.30029296875,4101.300048828125,-4864.2999267578125,264.50000762939453,-4038.900146484375,-228.1999969482422,255.0,255.0,,-0.3929678006868353,2.8384173978383886,0.34177687776550547,True,239.2722838924777,True,False,False,False,,bf81d8692db,games5425898691,17.0,2077.8798828125,2792.780029296875,17.010000228881836,8199.400024414062,14970.30029296875,2.199999988079071,-0.29999999329447746,-0.19999999552965164,1461.4999389648438,128.0,255.0,,-0.009630592469181996,2.0539243846055273,0.0002438344363748394,True,255.0,False,4,False,4,,D4rk_Soul,76561198157210534,11.0,564.969970703125,4094.300048828125,17.010000228881836,-13555.999755859375,16875.699462890625,2.199999988079071,0.09999999776482582,-0.09999999776482582,1621.3999938964844,255.0,255.0,,-0.009590551513395865,0.8556085753611482,0.00016284218529251347,True,8,8,False,243.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
12,1300,22.0,False,False,1,4377.670789524791,-3430.68994140625,4473.85009765625,194.80999755859375,6473.699951171875,4570.0,2880.4998779296875,-4302.60009765625,2213.000030517578,3548.0999755859375,1.0,-0.01081634893742302,0.4484216643001529,-1.2125512800205702,76561198039309853,enpitsu,26.0,-3360.43994140625,4373.669921875,20.68000030517578,6243.800048828125,14160.2001953125,748.0999755859375,1631.6000366210938,944.8999786376953,1831.199951171875,0.0,255.0,,0.0361823935913058,1.9065162727663436,0.09538924710361976,True,223.0,False,False,False,False,,bf81d8692db,games5425898691,17.0,2166.5400390625,3523.669921875,17.010000228881836,-2056.999969482422,10361.600341796875,2.0999999344348907,-1.7000000178813934,1.0999999940395355,117.79999732971191,0.0,138.0,,-0.009854531840909328,1.3617341663602085,-0.00011682244318114182,True,255.0,False,4,False,4,,D4rk_Soul,76561198157210534,11.0,-282.82000732421875,4692.2900390625,17.010000228881836,-19229.69970703125,8674.500122070312,2.0999999344348907,1.0000000149011612,-0.5999999865889549,352.2999954223633,170.0,128.0,,-0.00959195684092487,0.3941338777386752,-9.418558912352966e-05,True,8,8,False,243.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
13,1339,24.0,False,False,1,3410.7274459932983,-2511.679931640625,4995.85009765625,145.4499969482422,13074.200439453125,-729.4999694824219,-670.2999877929688,-3174.7000122070312,-154.399995803833,2063.3999633789062,1.0,1.2317744638853174,-0.9888212776031718,-0.8133233562330336,76561198039309853,enpitsu,26.0,-2676.10009765625,5040.5498046875,117.3499984741211,10617.5,-10.399999618530273,-2169.1000366210938,-2698.699951171875,1496.300048828125,-4552.699890136719,255.0,0.0,,-1.3288438453429863,2.2494966948136703,1.9388718784717236,True,188.0,False,False,False,2,,bf81d8692db,games5425898691,17.0,1484.3800048828125,3894.590087890625,17.010000228881836,-7667.5,-2664.8001098632812,2.0999999344348907,0.3999999910593033,0.3999999910593033,260.2000045776367,255.0,137.0,,-0.009545697085273638,-0.33860658713830954,2.812937757844182e-05,True,255.0,False,4,False,4,,D4rk_Soul,76561198157210534,11.0,-1983.9599609375,4934.85009765625,19.549999237060547,-14351.199951171875,2575.1998901367188,2984.5001220703125,102.60000228881836,78.49999904632568,1144.4999694824219,255.0,169.0,,-0.007120119453379291,0.14647386675733887,-0.002118144976877792,True,9,8,False,220.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
14,1343,24.0,False,False,0,10638.922059081246,2451.830078125,-4958.4501953125,213.77999877929688,15025.30029296875,5625.10009765625,15905.2001953125,-2248.3999633789062,-5497.8997802734375,846.5000152587891,0.0,-1.4504843985953637,-3.0128119678523393,-2.8507052369636416,76561198157210534,D4rk_Soul,11.0,2216.68994140625,-4968.009765625,71.55000305175781,19468.800048828125,-2043.699951171875,3125.1998901367188,-204.79999542236328,2992.39990234375,829.1000366210938,255.0,140.0,,0.0865247291589676,0.0061575528068540785,-0.014059516981093301,True,220.0,False,9,False,10,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,2517.090087890625,-5048.08984375,73.4000015258789,-4048.900146484375,-1320.0,-1802.5999450683594,5153.800048828125,-1396.4999389648438,-1318.0000305175781,255.0,0.0,,0.9076388260058527,1.493783137430942,0.02752613316970855,True,2,False,False,188.0,False,,games5425898691,bf81d8692db,17.0,-1418.0,-3870.840087890625,17.010000228881836,8202.39990234375,2988.0999755859375,2.0999999344348907,-0.19999999552965164,-0.3999999910593033,120.39999961853027,255.0,130.0,,0.009564196043221005,0.3541167312044083,-4.054287205464261e-06,False,4,255.0,False,4,True,
15,1444,27.0,False,False,1,5605.7610362204205,-3465.330078125,1618.1600341796875,312.1600036621094,6147.8997802734375,-8045.999755859375,1431.6000366210938,5180.10009765625,319.4000053405762,-3010.5999755859375,1.0,-0.8636155960259319,1.2154777576029747,-0.384657883944838,76561198039309853,enpitsu,26.0,-3500.760009765625,1641.300048828125,154.77999877929688,1203.499984741211,-2742.60009765625,-165.49999237060547,-5295.3997802734375,1485.3999328613281,-36.70000076293945,128.0,255.0,,1.2681027149478428,1.8228011307335372,3.119052848884666,True,255.0,False,1,False,4,,bf81d8692db,games5425898691,17.0,636.719970703125,-711.7899780273438,17.010000228881836,11324.100341796875,-14299.49951171875,2.0999999344348907,0.19999999552965164,-0.29999999329447746,0.0,255.0,,,-0.009591777308061732,-2.240599352230681,-5.481554982556406e-05,True,215.0,False,4,False,4,,D4rk_Soul,76561198157210534,11.0,-3591.840087890625,1815.56005859375,17.0,6379.69970703125,-16285.50048828125,0.7999999821186066,-0.0,0.19999999552965164,5.199999809265137,255.0,,,-0.009593218690378944,-1.9449136996478684,2.2035593291858484e-05,True,10,10,False,162.4570666231135,True,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
16,1546,31.0,False,False,0,5115.982214896253,1836.699951171875,815.0,97.83999633789062,15141.8994140625,9778.900146484375,5464.5001220703125,-3721.7999267578125,-3446.099853515625,3205.0,0.0,-0.23881368530372435,2.6555854137486223,2.4456201817124152,76561198157210534,D4rk_Soul,11.0,1702.1700439453125,752.6400146484375,15.920000076293945,11584.49951171875,-3311.7001342773438,-54.000000953674316,-160.40000915527344,-9.200000166893005,-969.8000335693359,255.0,0.0,,-0.003970910867228833,-0.273208954801718,-0.012605307006102984,True,96.46510996357085,True,10,False,10,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,603.75,1184.43994140625,17.030000686645508,15311.500244140625,11820.899658203125,1.5000000596046448,-0.09999999776482582,0.0,-2043.3000183105469,255.0,0.0,False,0.01677059762630404,0.5851409097481861,8.859305901946407e-06,True,4,2,False,54.992412992702995,True,,games5425898691,bf81d8692db,18.0,115.69000244140625,3285.64990234375,17.010000228881836,17260.6005859375,-15200.899658203125,-0.19999999552965164,2.5,-2.3000000417232513,-436.1000061035156,255.0,128.0,,0.00958823297089368,-0.7494998375083376,1.4120701376168807e-05,False,4,148.5119999993232,True,4,True,
17,1652,35.0,False,False,0,3571.037695028199,2340.280029296875,3630.429931640625,98.9000015258789,-4777.9998779296875,4930.199890136719,1683.2000732421875,-4145.10009765625,-4017.3001098632812,-1636.6000366210938,0.0,-1.0102031344834586,2.6811297485758296,-0.6568916362863687,76561198157210534,D4rk_Soul,11.0,2422.739990234375,3424.580078125,71.56999969482422,-9014.000244140625,9192.19970703125,2809.1000366210938,-120.79999923706055,-120.29999732971191,1106.9000244140625,171.0,81.0,False,0.025050404459099618,2.5226523669823715,0.003573392255461814,True,205.0,False,10,False,12,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,2301.800048828125,3412.89990234375,192.32000732421875,4030.4998779296875,-12750.2001953125,-154.49999809265137,-959.5999908447266,5401.9000244140625,385.0,128.0,128.0,False,0.10432192591111251,-1.4137119548539718,2.641936109298093,True,6,3,False,3.0,False,,games5425898691,bf81d8692db,18.0,1317.93994140625,5049.56982421875,52.34000015258789,-5385.9002685546875,-5275.7000732421875,-5091.600036621094,-5220.0,-1596.9999694824219,670.8999633789062,255.0,255.0,,0.5310292478794705,-2.2013688323292975,-0.3900128934520612,False,4,255.0,False,4,True,
18,1664,35.0,False,False,0,3146.947553131852,2085.3798828125,4132.7001953125,96.33000183105469,-5617.0001220703125,10927.80029296875,579.1999816894531,-3697.39990234375,-3694.2001342773438,-2946.400146484375,0.0,0.46595821276092847,0.9774260822041118,-1.8414432351511196,76561198157210534,D4rk_Soul,11.0,2043.5400390625,3797.110107421875,135.86000061035156,-8942.39990234375,8719.299926757812,178.60000610351562,352.7000045776367,685.1999664306641,-622.2999954223633,164.0,0.0,False,-0.2420898803650658,2.831151511589428,-0.2943666126974501,True,205.0,False,10,False,12,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,2473.159912109375,2870.8701171875,161.9199981689453,4030.4998779296875,-12750.2001953125,-1885.7000732421875,-210.59999465942383,1470.7000732421875,127.79999732971191,128.0,128.0,False,0.0846444031439438,-1.4297375464274784,0.659069434681457,True,6,4,False,3.0,False,,games5425898691,bf81d8692db,18.0,1304.72998046875,4600.1201171875,17.010000228881836,5254.6002197265625,-8974.400024414062,2.5,0.3999999910593033,2.3000000417232513,2375.5999755859375,255.0,255.0,,0.009457625519143947,-0.9889225273946725,9.227558976754713e-05,False,4,255.0,False,4,True,
19,1693,37.0,False,False,0,2471.956926602993,1573.3599853515625,5026.72021484375,190.82000732421875,-2750.4998779296875,-69.49999809265137,4537.0001220703125,-4922.900085449219,-2120.500030517578,-2695.8999633789062,0.0,0.7954450418100638,0.5813280913255711,-1.6506760883071572,76561198157210534,D4rk_Soul,11.0,1373.8199462890625,4862.8798828125,17.010000228881836,3557.5,10793.900146484375,2.7000001072883606,0.5999999865889549,0.5999999865889549,-2781.9000244140625,255.0,0.0,False,0.009588544962995093,1.1311026837590474,-1.625993160370531e-05,True,235.0,False,10,False,12,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,2972.360107421875,1747.8299560546875,17.059999465942383,10748.299560546875,-5742.5,2.0999999344348907,-0.29999999329447746,0.0,2362.2000122070312,255.0,255.0,False,0.016732502248549247,-0.4299129537134916,2.993635601355445e-05,True,6,4,False,3.0,False,,games5425898691,bf81d8692db,18.0,2087.3701171875,4741.919921875,17.010000228881836,2583.900146484375,10776.500244140625,2.5,-0.09999999776482582,0.0,2383.300018310547,255.0,255.0,,0.009545254011880241,1.3940356477720288,1.9686787216325317e-05,False,4,255.0,False,4,True,
20,1775,40.0,True,True,0,1640.0830949851313,693.8099975585938,4737.0400390625,95.54000091552734,-24640.80078125,13546.8994140625,1406.4999389648438,3357.5,-2201.699981689453,4396.600036621094,0.0,-1.392690858542975,-2.2141688794170724,-2.1362948836424036,76561198157210534,D4rk_Soul,11.0,876.1799926757812,4619.0,65.83999633789062,-18560.6005859375,8272.7001953125,2890.0,681.1000061035156,2477.7000427246094,-4862.799987792969,255.0,16.0,False,0.0504043091983665,2.727912257046833,0.009299128813785147,True,106.0,False,11,False,14,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,1305.22998046875,4527.330078125,113.55000305175781,-19552.099609375,5486.9000244140625,-159.7000026702881,2296.9000244140625,-4904.4000244140625,959.3000030517578,255.0,128.0,,0.21734195072885837,1.2638032316895644,3.120229990691423,True,8,5,False,0.0,False,,games5425898691,bf81d8692db,17.0,2403.699951171875,4612.580078125,15.289999961853027,-390.2000045776367,-3534.89990234375,326.30001068115234,66.50000095367432,-254.59999084472656,-1884.1999816894531,255.0,0.0,,0.006527434294685706,-1.5752248276757321,-0.011931790496838637,False,4,255.0,False,4,True,
21,2037,40.0,False,False,0,5181.786523840034,-10.640000343322754,34.40999984741211,96.93000030517578,-4894.800109863281,13640.10009765625,-3477.60009765625,-2336.4999389648438,-3582.39990234375,-4207.900085449219,0.0,-0.18004173224922715,-0.20214521263097748,-0.16048654804529822,76561198157210534,D4rk_Soul,11.0,69.80000305175781,-90.5999984741211,112.0999984741211,-7469.1998291015625,12632.099609375,1888.8999938964844,833.0000305175781,2898.9999389648438,4598.999938964844,255.0,0.0,,0.11067672464455962,-2.886784171980623,2.213084648870875,True,0.0,False,3,False,4,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,-159.3300018310547,153.55999755859375,102.23999786376953,13081.8994140625,-18796.600341796875,2032.2999572753906,4252.799987792969,3485.10009765625,131.19999885559082,255.0,255.0,,0.76425912041613,-0.8613991435806003,0.02295529625560153,True,2,1,False,0.0,False,,games5425898691,bf81d8692db,18.0,0.0,1351.969970703125,17.010000228881836,0.0,-23000.0,1.899999976158142,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,1.0,False,False,True,
22,2039,40.0,False,False,1,5303.869316983724,-26.149999618530273,-83.08999633789062,94.9800033569336,-17309.49951171875,-11113.00048828125,866.6000366210938,2592.0999145507812,1517.2000122070312,5194.0997314453125,1.0,0.47596252138234446,0.014842182881614692,-0.4489789697372269,76561198039309853,enpitsu,26.0,100.95999908447266,-75.27999877929688,103.80000305175781,-3679.2001342773438,3751.199951171875,-309.59999084472656,-1687.7999877929688,-3636.099853515625,3765.4998779296875,255.0,255.0,,-1.439826261645716,-2.6219299563026492,2.7903445654052517,True,0.0,False,1,False,2,,bf81d8692db,games5425898691,18.0,-0.0,-1351.969970703125,17.010000228881836,-0.0,23000.0,1.899999976158142,-0.5999999865889549,-0.0,0.0,255.0,,,-0.009544408615608195,1.570788551888575,3.701008606201032e-08,True,1.0,False,False,False,False,,D4rk_Soul,76561198157210534,11.0,-69.80000305175781,90.5999984741211,112.0999984741211,7469.1998291015625,-12632.099609375,1888.8999938964844,-833.0000305175781,-2898.9999389648438,4598.999938964844,255.0,0.0,,-0.11067672464455962,2.886784171980623,2.213084648870875,True,4,3,False,0.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
23,2040,40.0,False,False,0,5071.886911239656,99.5,166.77000427246094,92.31999969482422,13039.599609375,22295.70068359375,-1502.5999450683594,-324.0999984741211,-5108.299865722656,-1472.2999572753906,0.0,-0.6683897820466219,0.06198112540502758,-0.5278792552888143,76561198157210534,D4rk_Soul,11.0,51.02000045776367,-30.459999084472656,139.47000122070312,-1135.2999877929688,6852.5,3327.39990234375,-5484.6002197265625,-279.4000053405762,-301.299991607666,255.0,0.0,,-0.12874915731145234,-2.8086645706607114,2.2236492521171076,True,0.0,False,3,False,4,,76561198322052847,kanté~,6.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,26.0,-100.95999908447266,75.27999877929688,103.80000305175781,3679.2001342773438,-3751.199951171875,-309.59999084472656,1687.7999877929688,3636.099853515625,3765.4998779296875,255.0,255.0,,1.439826261645716,2.6219299563026492,2.7903445654052517,True,2,1,False,0.0,False,,games5425898691,bf81d8692db,18.0,0.0,1121.9300537109375,17.010000228881836,0.0,-23000.0,1.899999976158142,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,31.0,False,False,True,21.0
24,2234,47.0,False,False,1,9922.292654542896,-2567.030029296875,-4158.35009765625,98.12999725341797,16028.199462890625,8766.699829101562,3036.199951171875,-2654.2001342773438,-1139.4000244140625,1725.2999877929688,1.0,-0.3488277251826228,0.6838576350752511,1.5808685241305365,bf81d8692db,games5425898691,17.0,-2777.669921875,-4250.5498046875,16.989999771118164,13039.3994140625,4962.099914550781,2.199999988079071,3.799999952316284,2.8999999165534973,-1026.9999694824219,255.0,128.0,,-0.009484293587373713,2.8390002504187426,0.00010898513911201995,True,233.06959991813986,True,4,False,4,,76561198039309853,enpitsu,26.0,-590.0700073242188,-3567.389892578125,17.059999465942383,5932.1002197265625,-9148.400268554688,2.199999988079071,-0.09999999776482582,-0.0,-2588.900146484375,255.0,0.0,False,-0.01671861688381766,-2.0611657252713735,7.001781319456406e-05,True,33.0,False,4,False,4,,D4rk_Soul,76561198157210534,11.0,-1272.56005859375,-3733.449951171875,16.989999771118164,-22000.6005859375,-4575.799865722656,4.4999998807907104,-0.7999999821186066,0.09999999776482582,212.39999771118164,255.0,128.0,False,-0.00962208577678822,-0.22897775784154534,-0.00013709490838703794,True,6,6,False,190.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
25,2265,48.0,False,False,1,8494.494670146532,-814.22998046875,-3180.550048828125,119.44999694824219,12825.6005859375,18265.0,3572.3001098632812,2044.7000122070312,2848.5000610351562,3887.5,1.0,0.43869743291687313,-3.1099870974344492,2.4361586437591445,bf81d8692db,games5425898691,17.0,-813.6699829101562,-3331.889892578125,16.700000762939453,16263.399658203125,15566.099853515625,-96.09999656677246,822.2000122070312,631.1999893188477,924.5999908447266,255.0,255.0,,-0.004053113181081116,2.3113766053131006,0.023511600929397355,True,135.6600602724219,True,4,False,4,,76561198039309853,enpitsu,26.0,-1371.3599853515625,-4293.60009765625,17.059999465942383,-12097.7001953125,3383.5000610351562,1.899999976158142,-0.7999999821186066,0.09999999776482582,-2300.399932861328,255.0,0.0,False,-0.016736923270951352,0.3290189550423442,-8.242903369136542e-05,False,29.85561304451317,True,4,False,4,,D4rk_Soul,76561198157210534,11.0,-3579.320068359375,-3701.2900390625,16.989999771118164,-14254.89990234375,14702.39990234375,4.799999892711639,-0.09999999776482582,-0.0,-2034.6000671386719,255.0,0.0,False,-0.009578048779885783,0.8820271595329622,6.874096169704936e-06,True,6,6,False,186.85561304451318,True,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
26,2345,51.0,False,False,1,4078.4125104660257,2465.60009765625,1375.719970703125,96.94999694824219,-8015.5999755859375,4568.699951171875,6011.9000244140625,-1187.2000122070312,3395.2999877929688,4802.200012207031,1.0,0.0779979632120426,-1.0397980933220587,-1.9920624944215664,bf81d8692db,games5425898691,18.0,2587.97998046875,1398.4200439453125,16.989999771118164,-7652.60009765625,17147.099609375,4.799999892711639,0.19999999552965164,-0.5000000074505806,1937.5,128.0,255.0,,-0.00964616422934231,1.0804623475025377,4.62270915463186e-05,True,23.0,False,4,False,4,,76561198039309853,enpitsu,26.0,-537.969970703125,962.02001953125,17.030000686645508,9338.599853515625,21018.701171875,1.0000000149011612,0.09999999776482582,0.09999999776482582,4.4999998807907104,255.0,255.0,False,-0.016787571336602268,1.988413419690235,-1.6483761209743728e-05,False,0.0,False,6,False,6,,D4rk_Soul,76561198157210534,11.0,-1836.719970703125,2442.68994140625,17.010000228881836,5598.900146484375,21951.298828125,2.0999999344348907,-0.09999999776482582,0.09999999776482582,25.999999046325684,255.0,129.0,False,-0.009579531623492423,1.8195764847570859,-6.014066144870309e-06,True,8,8,False,162.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
27,2398,53.0,False,False,1,2915.566009102987,992.760009765625,2226.0400390625,130.5800018310547,10276.400146484375,-2512.5999450683594,5732.80029296875,-999.8999786376953,-4786.700134277344,-3476.6000366210938,1.0,-1.1897408489757626,-0.8096960241341283,-1.113296662059888,bf81d8692db,games5425898691,18.0,833.3900146484375,2263.030029296875,59.40999984741211,8776.099853515625,7251.400146484375,3079.89990234375,1061.6000366210938,1873.2000732421875,-3138.900146484375,255.0,0.0,,-0.009725208387083715,2.11218620951858,0.01746821896824721,True,23.0,False,5,False,6,,76561198039309853,enpitsu,26.0,549.9600219726562,5177.6298828125,17.030000686645508,3976.400146484375,20590.30029296875,5.600000023841858,-3.799999952316284,-1.0999999940395355,1884.1999816894531,0.0,255.0,False,-0.016885012238933864,1.694357183261671,0.00010976446535442183,True,0.0,False,6,False,6,,D4rk_Soul,76561198157210534,11.0,200.63999938964844,5080.91015625,210.38999938964844,8334.199829101562,1830.8999633789062,4812.200012207031,36.19999885559082,48.499999046325684,-1697.2000122070312,255.0,0.0,False,-0.014204299627027626,-2.163302600496277,-0.0018465802878263008,True,10,8,4,162.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
28,2525,58.0,False,False,1,4797.424046338933,3989.85009765625,1473.47998046875,322.8500061035156,-23043.701171875,-10734.3994140625,9187.60009765625,4152.300109863281,-4122.699890136719,-1327.1000671386719,1.0,0.7401393013603954,-0.9651375953715392,0.34628357813314675,bf81d8692db,games5425898691,17.0,4077.7099609375,1349.9300537109375,220.33999633789062,2674.7000122070312,4963.999938964844,8466.799926757812,-3683.9999389648438,-4083.3999633789062,56.99999809265137,255.0,255.0,,0.9591185784507463,1.7186211394439754,-1.3696484203082018,True,164.0,False,6,False,6,,76561198039309853,enpitsu,26.0,2791.320068359375,1140.780029296875,17.049999237060547,11970.400390625,-19612.099609375,2.5,-0.09999999776482582,0.19999999552965164,-39.100000858306885,255.0,255.0,,-0.01678312028505746,-2.1147662372274896,3.126756125369006e-05,True,0.0,False,6,False,6,,D4rk_Soul,76561198157210534,11.0,4082.18994140625,1744.530029296875,262.1700134277344,674.1999816894531,-17434.89990234375,11669.89990234375,1177.6000213623047,-2327.5,-364.7999954223633,255.0,0.0,False,0.6290948373312609,-1.5880860699318873,1.519089534498056,True,10,8,4,0.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
29,2667,63.0,False,False,1,8947.003474885309,-2849.22998046875,-2985.39990234375,104.91000366210938,-5197.19970703125,17100.6005859375,5023.299865722656,4285.199890136719,1755.7000732421875,-3814.89990234375,1.0,0.4911645353849231,-1.7429862122493127,-1.3626706342160861,76561198039309853,enpitsu,26.0,-2773.889892578125,-3135.719970703125,17.049999237060547,-8123.599853515625,9143.300170898438,2.5999999046325684,-0.09999999776482582,0.09999999776482582,-332.7000045776367,255.0,128.0,False,-0.016723984944422593,0.8727872272502003,0.00015904560366039347,True,189.64231399566896,True,6,False,6,,bf81d8692db,games5425898691,18.0,2822.81005859375,-2413.10009765625,17.010000228881836,9711.199951171875,8926.099853515625,2.3000000417232513,-0.3999999910593033,-0.09999999776482582,2277.4000549316406,255.0,255.0,,-0.009560192017240725,2.3302680101740383,3.711829859720819e-05,True,179.0,False,8,False,8,,D4rk_Soul,76561198157210534,11.0,2380.169921875,-4128.240234375,16.989999771118164,-15754.3994140625,6277.0001220703125,2.5,-0.0,-0.0,-2038.8999938964844,255.0,0.0,False,-0.00958572049111082,0.45258251359143115,1.2952701475195472e-05,True,12,10,4,220.50584095780567,True,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
30,2710,64.0,False,False,1,7125.778292584952,-3639.360107421875,-356.1099853515625,100.37000274658203,-1916.7999267578125,25995.0,4658.0999755859375,-1441.6999816894531,-1258.8999938964844,-687.2000122070312,1.0,-0.016355572568854455,0.5914043419356204,3.1367623717436244,76561198039309853,enpitsu,26.0,-3654.60009765625,-584.1400146484375,17.020000457763672,369.0999984741211,22996.99951171875,2.3000000417232513,0.09999999776482582,5.899999737739563,-905.1999664306641,255.0,255.0,,-0.0167886110844409,1.6233434754478384,-8.249031240136318e-05,True,145.76203849495096,True,6,False,6,,bf81d8692db,games5425898691,18.0,3427.219970703125,203.33999633789062,80.20999908447266,1928.699951171875,20395.0,-773.6000061035156,-4011.400146484375,43.09999942779541,19.199999570846558,255.0,,,1.0622465532029577,1.5903748176052097,0.009926183378917599,True,162.0,False,10,False,10,,D4rk_Soul,76561198157210534,11.0,567.0399780273438,-1292.949951171875,86.52999877929688,-9082.999877929688,21126.298828125,-422.2999954223633,-3850.7000732421875,2328.6000061035156,-483.1999969482422,255.0,0.0,,0.06400367662829921,0.5002697455032966,-0.9758629379042931,True,14,12,4,176.0,False,,kanté~,76561198322052847,6.0,,,,,,,,,,,,,,,,,,,,,,
