,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
0,170,0,False,True,0,5192.3192909121835,0.03999999910593033,25.579999923706055,100.36000061035156,1410.5000305175781,20427.099609375,5576.9000244140625,3106.199951171875,2048.8999938964844,-4706.700134277344,0.0,0.05256495882558927,-0.10982967845145195,0.07087541602834835,76561198039309853,enpitsu,27.0,31.940000534057617,-212.52999877929688,17.049999237060547,-12486.099853515625,15105.10009765625,2.800000011920929,0.7000000029802322,-0.7999999821186066,-1320.2999877929688,255.0,0.0,,0.016781798950536456,2.2481068421385957,-0.0002447723753764549,True,False,False,0.0,False,False,,bf81d8692db,games5425898691,18.0,2853.050048828125,-4090.60009765625,17.010000228881836,17531.099853515625,-149.0999984741211,2.3000000417232513,-0.29999999329447746,0.09999999776482582,1943.8999938964844,255.0,255.0,,0.0095784750692863,0.059034125251119694,5.073276803086752e-05,True,0.0,False,False,False,False,,GD-xTony851,5682760090136718290,15.0,-281.75,5455.68017578125,20.920000076293945,-298.700008392334,1902.1000671386719,94.39999580383301,-26.500000953674316,-1.0999999940395355,0.29999999329447746,200.0,128.0,,0.049741873979265286,-1.4158986285325625,0.006264534561409659,True,116.0,False,False,False,False,,Caiezz10,6075533925182729761,17.0,-3008.179931640625,4080.080078125,17.010000228881836,107.39999771118164,-46.90000057220459,2.0999999344348907,2.5999999046325684,0.19999999552965164,190.79999923706055,255.0,225.0,,0.009249702547634303,-1.0260186553934045,9.253821533587336e-06,True,255.0,False,4,4,False,
1,227,2,False,False,1,9178.825773545555,-283.4700012207031,-3962.72998046875,183.74000549316406,468.69998931884766,19297.099609375,15542.60009765625,5892.5,-486.6999816894531,-1020.4000091552734,1.0,-1.0196427066497307,1.8024251323417373,3.0323824204409946,5682760090136718290,GD-xTony851,12.0,-287.55999755859375,-4124.2099609375,105.73999786376953,-3418.2000732421875,19724.599609375,2908.699951171875,-5496.6998291015625,-143.50000381469727,-125.20000457763672,213.0,128.0,,-0.753273226878913,1.5660209893385273,-0.02121579447404565,True,3,False,69.0,False,4,,6075533925182729761,Caiezz10,17.0,2446.72998046875,-2435.219970703125,17.010000228881836,1446.9999694824219,13279.89990234375,2.0999999344348907,-0.0,-1.0000000149011612,-27.5,255.0,128.0,,-0.009572540129345577,1.683475249817909,9.436629002368092e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,27.0,-312.6300048828125,-3545.22998046875,210.22000122070312,3141.7001342773438,-22728.1005859375,1599.7999572753906,3545.7000732421875,4130.4998779296875,784.8999786376953,255.0,255.0,,-0.538741714341234,-1.5306834641814135,-0.4975994865387871,True,0.0,False,1,False,2,,games5425898691,bf81d8692db,18.0,-3710.31005859375,346.4599914550781,17.010000228881836,109.70000267028809,-22999.69970703125,1.899999976158142,-0.0,-0.5000000074505806,0.09999999776482582,255.0,128.0,,-0.009597952356895598,-1.5755893555521725,-4.566431311817809e-05,True,212.0,False,False,False,False,
2,229,2,False,False,0,1685.6147059052125,260.54998779296875,3913.75,332.6700134277344,-5518.2000732421875,15683.499755859375,19745.2001953125,5715.8001708984375,1237.6000213623047,1340.7000732421875,0.0,1.0467592322787707,-1.9383792733753828,2.818913200014507,76561198039309853,enpitsu,27.0,286.4700012207031,3734.81005859375,218.47000122070312,-3133.599853515625,22765.30029296875,87.5,-3502.6998901367188,-4168.699951171875,775.8999633789062,255.0,255.0,,0.8311208804556528,1.1622128684724269,-1.1957342409821057,True,1,False,0.0,False,2,,bf81d8692db,games5425898691,18.0,3710.31005859375,-346.4599914550781,17.010000228881836,-109.70000267028809,22999.69970703125,1.899999976158142,0.0,0.5000000074505806,0.09999999776482582,255.0,128.0,,0.009597952356895598,1.5755893555521725,-4.566431311817809e-05,True,212.0,False,False,False,False,,GD-xTony851,5682760090136718290,12.0,315.69000244140625,3983.169921875,114.4800033569336,3354.4000244140625,-16130.30029296875,35.49999952316284,5408.4002685546875,-934.0000152587891,-355.60001373291016,213.0,128.0,,1.3352706972160489,-1.4601816600053104,0.2722171140537167,True,69.0,False,3,False,4,,Caiezz10,6075533925182729761,17.0,-2446.72998046875,2435.219970703125,17.010000228881836,-1446.9999694824219,-13279.89990234375,2.0999999344348907,0.0,1.0000000149011612,-27.5,255.0,128.0,,0.009572540129345577,-1.683475249817909,9.436629002368092e-05,True,255.0,False,4,4,False,
3,408,8,False,False,0,4939.352162071843,-1720.97998046875,270.0299987792969,383.3299865722656,17703.499755859375,5057.900085449219,3398.800048828125,-961.2999725341797,-3708.599853515625,4617.5,0.0,-1.0250943592639385,-2.6369927809414424,-2.834306501428655,bf81d8692db,games5425898691,18.0,-1938.7900390625,231.0800018310547,286.4700012207031,20939.69970703125,-6837.9998779296875,2790.0,-643.8999938964844,4328.399963378906,-3331.6000366210938,255.0,165.0,,-0.19454946307133217,0.022934603271416734,-0.7781878531616656,True,3,False,70.73176766723714,True,6,,76561198039309853,enpitsu,27.0,-3424.679931640625,486.69000244140625,102.58000183105469,1966.199951171875,-22801.99951171875,-154.7000026702881,5441.099853515625,791.3999938964844,-131.30000114440918,128.0,128.0,,-0.561961604800019,1.7002184456295075,-3.0696544848497016,True,17.0,False,4,False,4,,GD-xTony851,5682760090136718290,12.0,-102.19999694824219,2747.010009765625,17.010000228881836,11788.199462890625,-2029.2999267578125,1.899999976158142,-0.5000000074505806,0.0,667.6000213623047,206.0,128.0,,0.009534583521199935,-0.11479703063240768,-0.00023986272716790415,True,161.0,False,4,False,4,,Caiezz10,6075533925182729761,15.0,-1886.3199462890625,1140.050048828125,17.010000228881836,20479.49951171875,-6782.60009765625,2.3000000417232513,-0.19999999552965164,0.0,2000.8000183105469,255.0,255.0,False,0.009582819344859089,-0.24086426337569622,1.9525455853051707e-05,True,118.0,False,4,4,False,
4,450,10,False,False,1,6425.187188391305,-941.1500244140625,-1016.9400024414062,150.47999572753906,-15854.000244140625,2560.10009765625,2710.8999633789062,4817.200012207031,-827.2000122070312,3479.89990234375,1.0,0.5885918938121,1.3979771864542463,-0.9322207402998997,6075533925182729761,Caiezz10,15.0,-873.0800170898438,-1074.7900390625,17.010000228881836,-13483.699951171875,4038.2998657226562,2.0999999344348907,0.7999999821186066,0.19999999552965164,-19.700000286102295,255.0,128.0,False,-0.009622625511302524,0.29397209900256055,5.326609320647554e-05,False,4,False,144.86726895711755,True,4,,5682760090136718290,GD-xTony851,12.0,-1773.219970703125,-2380.2099609375,17.010000228881836,-12004.200439453125,-2832.9000854492188,2.199999988079071,-0.0,-0.0,2334.7999572753906,205.0,255.0,,-0.009538429954361768,-0.29421235147060565,8.583025783237738e-07,True,191.0,False,4,False,4,,enpitsu,76561198039309853,27.0,2550.43994140625,2816.6298828125,17.049999237060547,-17970.30029296875,11260.2001953125,2.5,-1.0000000149011612,0.5999999865889549,323.10001373291016,255.0,128.0,,-0.016772124205118623,0.5282119574434725,-0.00020437621097204662,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-1234.8900146484375,1094.0799560546875,47.279998779296875,-20598.9990234375,8612.899780273438,-5522.19970703125,35.59999942779541,-322.7000045776367,-235.20000457763672,255.0,128.0,,0.021810032210337896,-0.06389226062642966,-0.626561665453481,True,52.0,False,4,6,False,
5,475,11,False,False,1,6764.048486165089,-2376.989990234375,-779.4500122070312,132.1300048828125,-16631.700439453125,5858.900146484375,280.3000068664551,1745.8999633789062,900.0,2674.2001342773438,1.0,-0.15767624919716003,1.9083605270817858,-0.8514689031194911,6075533925182729761,Caiezz10,16.0,-2309.780029296875,-891.8699951171875,16.579999923706055,-16876.700439453125,2513.000030517578,-141.00000381469727,-1343.6000061035156,-307.7000045776367,-2118.5000610351562,255.0,0.0,False,-0.025068751216058897,0.2082290526739881,0.027417624713500705,False,4,False,139.0,False,4,,5682760090136718290,GD-xTony851,12.0,-2403.030029296875,-3288.429931640625,17.010000228881836,-7781.199951171875,-12603.499755859375,0.7000000029802322,0.19999999552965164,0.5999999865889549,-41.90000057220459,201.0,128.0,,-0.009577547824767078,-1.0126208455379693,4.904384215201364e-05,False,173.0,False,4,False,4,,enpitsu,76561198039309853,27.0,906.1500244140625,3836.800048828125,17.049999237060547,-16516.700439453125,13075.400390625,2.5999999046325684,0.19999999552965164,-0.0,-19.500000476837158,128.0,255.0,,-0.01678902316109853,0.6717593200782043,1.8697171067218077e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-2685.570068359375,262.7300109863281,17.010000228881836,-9529.500122070312,-18842.5,-0.29999999329447746,0.3999999910593033,1.1999999731779099,410.09998321533203,255.0,128.0,,-0.00960302601340599,-1.1379849319105177,-0.00016611689149638884,True,51.66276988419153,True,4,6,False,
6,484,11,False,False,0,6023.4993167224575,2915.89990234375,476.1000061035156,190.92999267578125,324.59999084472656,-442.00000762939453,13232.900390625,5097.900085449219,2849.2001342773438,1375.8999633789062,0.0,0.16997591754095911,-0.9003974035659862,-0.562401910242523,bf81d8692db,games5425898691,18.0,2963.360107421875,447.010009765625,56.52000045776367,-199.79999542236328,22828.1005859375,2789.4000244140625,-1614.1000366210938,-1533.9999389648438,2213.8999938964844,255.0,232.0,,0.031921924554450976,1.4576903451998098,-0.013080287501079115,True,5,False,41.0,False,8,,76561198039309853,enpitsu,27.0,-360.7699890136719,-4223.6201171875,17.049999237060547,17896.500244140625,-8857.2998046875,3.400000035762787,-0.19999999552965164,0.09999999776482582,2401.999969482422,128.0,255.0,False,0.016799997791654322,-0.36541942806991246,0.00021500103721412757,True,255.0,False,4,False,4,,GD-xTony851,5682760090136718290,12.0,2690.3798828125,3701.510009765625,17.010000228881836,10049.299926757812,10605.6005859375,2.0000000298023224,3.4999999403953552,3.6000001430511475,-1345.2999877929688,205.0,141.0,,0.00956203630624918,0.7579241887629368,-5.383718216368059e-05,True,173.0,False,4,False,4,,Caiezz10,6075533925182729761,16.0,2751.8701171875,659.7899780273438,92.73999786376953,11254.300537109375,-11966.300048828125,2268.0999755859375,3736.300048828125,-3650.8999633789062,-1720.3999328613281,255.0,0.0,False,0.28497817424259514,-0.8182607625489094,0.8383168470300159,False,139.0,False,5,6,False,
7,587,15,False,False,0,6219.010079288,3047.25,330.9599914550781,487.739990234375,15420.2001953125,7929.1998291015625,11166.099853515625,4155.0,-3576.7001342773438,2437.7000427246094,0.0,-0.6976452873536433,2.258560803215249,1.9742332640416966,76561198039309853,enpitsu,27.0,2948.89990234375,271.8999938964844,307.19000244140625,15616.400146484375,11037.7001953125,3140.2999877929688,735.5000305175781,-512.2999954223633,8.100000023841858,255.0,0.0,,-1.191212515881331,0.9879642653564269,-0.2856910864449177,True,6,False,203.0,False,8,,bf81d8692db,games5425898691,18.0,3977.909912109375,1179.5400390625,122.05999755859375,-4992.099914550781,-21676.69921875,-3101.7001342773438,-362.5,2609.5001220703125,4827.900085449219,255.0,135.0,,0.4422008197027669,-0.9539374154539586,1.2768507529530686,True,0.0,False,10,False,7,,GD-xTony851,5682760090136718290,12.0,2115.110107421875,3253.77001953125,17.010000228881836,-10256.400146484375,-3557.0001220703125,2.199999988079071,0.19999999552965164,0.0,-2375.2000427246094,204.0,0.0,,0.009524667401624644,-2.863415938594066,2.0550803255997502e-05,True,255.0,False,4,False,4,,Caiezz10,6075533925182729761,15.0,3244.35009765625,305.8399963378906,163.8300018310547,-4372.300109863281,3441.099853515625,1732.2000122070312,261.3999938964844,356.19998931884766,755.8999633789062,255.0,128.0,,-0.19324387387915026,2.854362644288485,-0.022764218267297957,True,255.0,False,6,8,False,
8,666,18,False,False,1,7598.454453056575,-2051.669921875,-1863.4100341796875,330.6300048828125,4136.499938964844,34088.89892578125,-5033.500061035156,-2907.3001098632812,-1649.7999572753906,-4982.39990234375,1.0,-0.8258860130988463,-1.3071071520473667,-1.9048362311811722,5682760090136718290,GD-xTony851,12.0,-2042.0999755859375,-2101.669921875,279.5,-768.3000183105469,22745.70068359375,3322.60009765625,-5428.2000732421875,-793.0000305175781,-394.1999816894531,213.0,128.0,False,0.2148568702438979,1.5059212426223363,-0.05800700916086114,True,5,False,170.77398698304287,True,6,,6075533925182729761,Caiezz10,15.0,-1070.6199951171875,81.33000183105469,17.010000228881836,13366.8994140625,-457.7000045776367,2.0000000298023224,-0.7999999821186066,0.09999999776482582,-31.80000066757202,255.0,128.0,,-0.009557350789830431,-3.1025477393225103,6.699854151570662e-05,True,255.0,False,8,False,6,,enpitsu,76561198039309853,27.0,-2240.669921875,-1740.3699951171875,173.17999267578125,18105.999755859375,-11113.1005859375,3576.6000366210938,-628.8999938964844,-936.5000152587891,16.799999475479126,255.0,255.0,,0.4335248989746263,-2.556338161343294,0.004690769028491159,True,82.0,False,7,False,10,,games5425898691,bf81d8692db,18.0,-2427.360107421875,4622.740234375,17.0,18250.400390625,7357.9998779296875,1.2999999523162842,-0.0,-0.0,-2004.6000671386719,255.0,0.0,,-0.009583426721563993,2.833214830079866,-1.1905969533450374e-05,True,245.44658067405865,True,8,10,False,
9,667,18,False,False,0,4422.361347594435,1950.739990234375,1755.719970703125,389.2799987792969,-25150.80078125,-18489.300537109375,14806.300048828125,5567.5,2178.0999755859375,508.4000015258789,0.0,0.4494175389632312,1.4855635480666225,-1.604114576395408,76561198039309853,enpitsu,27.0,2115.320068359375,1805.510009765625,192.08999633789062,-20311.400146484375,4831.300048828125,600.6999969482422,4577.699890136719,-2950.7998657226562,766.2999725341797,255.0,255.0,,-0.46419127433755536,2.6390224395742,-0.12495694198565256,True,7,False,82.0,False,10,,bf81d8692db,games5425898691,18.0,2427.360107421875,-4622.740234375,17.0,-18250.400390625,-7357.9998779296875,1.2999999523162842,0.0,0.0,-2004.6000671386719,255.0,0.0,,0.009583426721563993,-2.833214830079866,-1.1905969533450374e-05,True,242.44959151873024,True,10,False,8,,GD-xTony851,5682760090136718290,12.0,2045.56005859375,1934.469970703125,300.95001220703125,271.299991607666,-19312.7001953125,1435.0999450683594,5436.300048828125,341.3999938964844,-761.2000274658203,218.0,128.0,False,0.1968956323222176,-1.5858342386257034,-0.06653385481250416,True,167.77699782771447,True,5,False,6,,Caiezz10,6075533925182729761,15.0,958.4199829101562,-77.12999725341797,17.010000228881836,-13543.800048828125,529.3999862670898,2.0000000298023224,0.5999999865889549,-0.09999999776482582,-8.00000011920929,255.0,128.0,,0.009557175392792373,3.101220261427474,4.9867390367869406e-05,True,255.0,False,6,8,False,
