,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
36,2501,66,True,True,1,761.0744885421965,149.5,4991.77001953125,381.8699951171875,-13312.39990234375,7658.0999755859375,5494.2999267578125,-3868.900146484375,-1348.5000610351562,-4383.2000732421875,1.0,-0.8976328510369941,-2.0646841820782664,-3.014254448974026,b97cff51f0b,RodriS_88,14.0,192.2100067138672,4832.02978515625,452.1099853515625,13057.19970703125,9461.300048828125,1041.2000274658203,-1273.499984741211,-961.3999938964844,5263.4002685546875,128.0,255.0,True,-0.8260183294907465,2.0084172600016634,-0.311592219691168,True,123.0,False,14,4,12,,bb1a1783a9b,Terror Das Novin,16.0,-2712.330078125,4317.52978515625,17.010000228881836,12145.699462890625,4098.500061035156,2.0999999344348907,-0.5999999865889549,-0.0,0.0,255.0,128.0,False,-0.00955298563935274,2.8161470332299223,5.3986893321053904e-05,True,,False,10,8,False,,enpitsu,76561198039309853,26,249.9499969482422,5042.4501953125,252.3800048828125,4524.599914550781,-3047.0999145507812,-540.4000091552734,-1361.3999938964844,-1171.6000366210938,5198.4002685546875,128.0,0.0,False,0.8282085725522262,-2.2200321509393657,1.1547391639817122,True,205.0,False,4,False,3,,games5425898691,bf81d8692db,17.0,-221.0,5005.39990234375,66.0999984741211,22802.80029296875,-3004.2999267578125,45.59999942779541,195.49999237060547,-1405.3999328613281,-1697.5,255.0,173.0,0.38787258683959486,-2.401815739334766,1.3835211873446953,True,217.26833556544398,True,10,False,12,,
37,2759,66,False,False,1,5200.287837237073,-1.9800000190734863,17.829999923706055,92.94000244140625,86.70000076293945,15558.599853515625,912.2000122070312,-4639.200134277344,-1834.4000244140625,-3333.5000610351562,1.0,-0.06625489018005257,0.09370893486853281,0.09708092323603883,b97cff51f0b,RodriS_88,13.0,-15.109999656677246,-119.75,94.95999908447266,-12946.099853515625,16893.1005859375,-1097.9000091552734,3028.800048828125,730.5000305175781,-2027.1000671386719,255.0,0.0,,0.6428711762014967,0.8477319163625182,-0.4854712466615453,True,7.0,False,4,False,4,,bb1a1783a9b,Terror Das Novin,16.0,-276.3699951171875,-2534.699951171875,17.010000228881836,9175.800170898438,-10047.5,2.3999999463558197,-0.29999999329447746,0.3999999910593033,2237.7000427246094,255.0,255.0,True,-0.009576873863563883,-2.369619538941503,0.00010880816382093012,True,48.0,False,False,False,False,,enpitsu,76561198039309853,26,-183.69000244140625,393.8699951171875,76.05000305175781,8793.300170898438,-21057.900390625,2858.2998657226562,3044.2999267578125,392.79998779296875,-1306.9999694824219,255.0,0.0,,-0.13037794991642476,-2.16351800067712,0.007483271817217526,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,16.0,3456.300048828125,2336.35009765625,17.010000228881836,5127.2998046875,14563.599853515625,2.199999988079071,1.5000000596046448,4.4999998807907104,734.4000244140625,255.0,250.0,-0.009602717160505191,1.905709110365002,1.6707400758289204e-06,False,0.0,False,False,False,False,,
38,2760,66,False,False,0,5264.512599220668,-6.599999904632568,-48.84000015258789,94.58999633789062,-18208.800048828125,21358.89892578125,2535.800018310547,4417.099914550781,1712.8999328613281,-3681.6000366210938,0.0,0.15059063462093888,-0.19645690828465542,0.24561511214830176,76561198039309853,enpitsu,26.0,110.27999877929688,-218.19000244140625,97.31999969482422,-8821.599731445312,21101.298828125,2298.9999389648438,-5237.0001220703125,1352.1000671386719,-997.6999664306641,255.0,0.0,,0.5447105880688422,2.1872333123196053,0.4355173897175149,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,16.0,-3456.300048828125,-2336.35009765625,17.010000228881836,-5127.2998046875,-14563.599853515625,2.199999988079071,-1.5000000596046448,-4.4999998807907104,734.4000244140625,255.0,250.0,,0.009602717160505191,-1.905709110365002,1.6707400758289204e-06,False,0.0,False,False,False,False,,RodriS_88,b97cff51f0b,13,15.109999656677246,119.75,94.95999908447266,12946.099853515625,-16893.1005859375,-1097.9000091552734,-3028.800048828125,-730.5000305175781,-2027.1000671386719,255.0,0.0,,-0.6428711762014967,-0.8477319163625182,-0.4854712466615453,True,7.0,False,4,False,4,,Terror Das Novin,bb1a1783a9b,16.0,276.3699951171875,2534.699951171875,17.010000228881836,-9175.800170898438,10047.5,2.3999999463558197,0.29999999329447746,-0.3999999910593033,2237.7000427246094,255.0,255.0,0.009576873863563883,2.369619538941503,0.00010880816382093012,True,48.0,False,False,False,False,,True
39,2888,71,False,False,1,9842.323343193431,3551.760009765625,-4337.25,1122.93994140625,-7399.69970703125,4577.200012207031,-10079.7998046875,4127.5,4342.0001220703125,330.8000183105469,1.0,1.31091377255691,-2.2815170038308836,1.6733379666797619,bb1a1783a9b,Terror Das Novin,16.0,3648.469970703125,-4391.52001953125,1322.93994140625,-3050.7998657226562,-3033.2998657226562,-11632.2998046875,1633.800048828125,-1662.7999877929688,-27.000000476837158,255.0,0.0,,-1.2617478337129315,-0.8151508564601335,1.5973367436760577,True,205.63420231624315,True,False,False,False,,b97cff51f0b,RodriS_88,14.0,-1680.43994140625,-4064.679931640625,17.010000228881836,13115.30029296875,-17163.699951171875,2.199999988079071,-0.5000000074505806,0.5000000074505806,1463.6000061035156,255.0,255.0,,-0.009567951692735294,-2.2482284788629503,0.0002564491924946861,True,255.0,False,6,6,False,,enpitsu,76561198039309853,26,3633.030029296875,-1619.969970703125,17.049999237060547,1561.9000244140625,20103.199462890625,-2.0999999344348907,-0.19999999552965164,-0.9000000357627869,-40.900001525878906,255.0,128.0,,-0.016763407462848927,1.6527374995750201,6.112772172862841e-05,,0.0,False,4,False,4,,games5425898691,bf81d8692db,16.0,3378.39990234375,49.59000015258789,17.010000228881836,-5432.1002197265625,-15916.500244140625,2.3000000417232513,-0.0,-0.0,-1973.6000061035156,255.0,0.0,-0.009601451981964304,-1.1738628814729528,-8.788598941990521e-06,True,187.0,False,False,False,False,,
40,2959,73,True,True,0,2005.295381242967,-2237.2099609375,3649.239990234375,656.469970703125,16151.500244140625,16199.7998046875,-2227.899932861328,1147.2000122070312,2670.7000732421875,-5248.900146484375,0.0,1.101688381412837,2.8850815469427697,1.665992202565839,bf81d8692db,games5425898691,17.0,-2373.68994140625,3477.3798828125,671.219970703125,556.3000106811523,15203.299560546875,913.4999847412109,-3141.7999267578125,1932.5,-1551.6000366210938,255.0,0.0,,0.10254290868798022,1.7341178659364656,0.8367606733141472,True,103.6957247154687,True,4,False,False,,76561198039309853,enpitsu,26.0,-2388.659912109375,-3398.050048828125,17.059999465942383,19666.800537109375,1379.6000671386719,1.899999976158142,-0.09999999776482582,0.0,2067.2999572753906,255.0,255.0,,0.016773428886549143,0.14696822107349805,1.7676176868493543e-05,True,255.0,False,6,6,False,,RodriS_88,b97cff51f0b,14,-61.2599983215332,5058.259765625,17.010000228881836,-1688.5000610351562,-912.0999908447266,1.899999976158142,0.7000000029802322,0.09999999776482582,-39.100000858306885,128.0,128.0,,0.009605259898031855,-2.6525261545046184,7.815369711735971e-05,True,255.0,False,6,False,6,,Terror Das Novin,bb1a1783a9b,16.0,-2667.2099609375,4439.3798828125,17.020000457763672,9971.199951171875,6307.5,0.7999999821186066,2.3000000417232513,0.5000000074505806,-2271.199951171875,255.0,128.0,0.009578635932657203,0.2541297158420036,7.614348630610269e-05,True,187.0,False,False,False,False,,False
41,2986,74,False,False,1,10334.73224719386,733.8400268554688,-5193.4599609375,240.35000610351562,-3544.5001220703125,-18997.900390625,9736.400146484375,-185.6999969482422,-5821.500244140625,-1440.5999755859375,1.0,-1.0644685753493237,2.3341814946471144,1.8293611088450141,b97cff51f0b,RodriS_88,13.0,748.010009765625,-5071.10009765625,108.19000244140625,10036.599731445312,-5111.700134277344,1272.9000091552734,5016.000061035156,1268.7000274658203,-1865.2999877929688,255.0,0.0,,-0.384957706667895,-3.0836369449277345,0.6232289039138592,True,241.0,False,8,False,7,,bb1a1783a9b,Terror Das Novin,16.0,1454.3599853515625,-4564.52001953125,17.020000457763672,-13270.999755859375,172.39999771118164,0.9000000357627869,-3.799999952316284,0.3999999910593033,827.3999786376953,255.0,255.0,False,-0.009575389064618174,0.04677087093963597,0.00033185524170193737,True,187.0,False,False,False,False,,enpitsu,76561198039309853,26,1471.22998046875,2167.280029296875,17.059999465942383,-2721.7999267578125,-17222.900390625,1.2999999523162842,-0.09999999776482582,-0.7000000029802322,9.100000262260437,255.0,128.0,,-0.016785107428055397,-1.4151643820941744,-6.141283550811812e-05,True,255.0,False,6,False,6,,games5425898691,bf81d8692db,17.0,2317.68994140625,-5046.580078125,399.80999755859375,-680.8999633789062,-16814.100341796875,-5964.4000244140625,2151.999969482422,1176.2999725341797,-796.8000030517578,255.0,128.0,1.1413524766095697,1.882763002031097,-0.32408672337696537,True,89.0,False,False,False,4,,
42,3236,74,False,False,1,5198.8291320975195,1.7400000095367432,18.65999984741211,93.08000183105469,-251.8000030517578,16242.60009765625,1002.7999877929688,-4785.299987792969,1790.2000427246094,3145.5999755859375,1.0,0.06846725615393158,-0.0915399927240846,0.10243932872788888,b97cff51f0b,RodriS_88,13.0,-7.340000152587891,-152.99000549316406,98.36000061035156,12841.800537109375,18486.400146484375,-1463.800048828125,-2316.699981689453,-1667.7000427246094,1581.9999694824219,255.0,255.0,,0.5957995957603499,2.2960019075835203,0.5109156623329899,True,7.0,False,4,False,4,,bb1a1783a9b,Terror Das Novin,16.0,-50.77000045776367,-4517.97021484375,17.010000228881836,363.69998931884766,6040.10009765625,1.899999976158142,-0.3999999910593033,0.19999999552965164,0.0,255.0,128.0,,-0.00944852531940204,1.630945511206478,-3.2361324430027504e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26,139.3300018310547,274.95001220703125,110.7300033569336,-18254.89990234375,-13883.900146484375,1700.2999877929688,235.0,-5226.9000244140625,-1695.2999877929688,255.0,0.0,,-0.719188864506502,-0.8782994938923648,0.4256726497141556,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,16.0,-137.72000122070312,4318.35009765625,17.010000228881836,1081.6000366210938,-6333.599853515625,2.0999999344348907,0.7000000029802322,-4.799999892711639,-806.6999816894531,255.0,128.0,-0.009504858771415863,-1.7167655957249268,5.236098529564717e-05,True,116.0,False,4,False,4,,
43,3237,74,False,False,0,5265.318733840004,8.600000381469727,-47.029998779296875,97.22000122070312,14629.000244140625,22312.60009765625,4337.099914550781,2813.800048828125,-1204.800033569336,5160.3997802734375,0.0,-0.14753180626194956,0.214507725683255,0.24558419912318544,76561198039309853,enpitsu,26.0,-139.3300018310547,-274.95001220703125,110.7300033569336,18254.89990234375,13883.900146484375,1700.2999877929688,-235.0,5226.9000244140625,-1695.2999877929688,255.0,0.0,,0.719188864506502,0.8782994938923648,0.4256726497141556,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,16.0,137.72000122070312,-4318.35009765625,17.010000228881836,-1081.6000366210938,6333.599853515625,2.0999999344348907,-0.7000000029802322,4.799999892711639,-806.6999816894531,255.0,128.0,,0.009504858771415863,1.7167655957249268,5.236098529564717e-05,True,116.0,False,4,4,False,,RodriS_88,b97cff51f0b,13,-77.43000030517578,44.75,93.58000183105469,-12690.30029296875,-15390.999755859375,-459.1999816894531,-5230.3997802734375,-711.9000244140625,1544.4000244140625,255.0,255.0,,-0.8320234731093453,-2.340459678492536,0.8009849060564442,True,7.0,False,4,False,4,,Terror Das Novin,bb1a1783a9b,16.0,50.77000045776367,4517.97021484375,17.010000228881836,-363.69998931884766,-6040.10009765625,1.899999976158142,0.3999999910593033,-0.19999999552965164,0.0,255.0,128.0,0.00944852531940204,-1.630945511206478,-3.2361324430027504e-05,True,116.0,False,False,False,False,,
44,3309,77,False,False,0,3468.345025160541,2317.860107421875,3835.9599609375,154.0399932861328,-13265.400390625,26978.40087890625,1598.3000183105469,359.1999816894531,-3738.699951171875,4678.900146484375,0.0,0.006148139946511692,1.13238532573901,1.0508275423833096,76561198039309853,enpitsu,26.0,2338.389892578125,3632.610107421875,104.16999816894531,-257.09999084472656,20451.400146484375,586.8999862670898,-37.69999980926514,-9.300000071525574,-865.5999755859375,128.0,128.0,,0.03940869776787416,1.0009079375111916,-0.008721965628360305,True,0.0,False,4,False,2,,bf81d8692db,games5425898691,16.0,3331.320068359375,-4363.580078125,17.829999923706055,4653.299865722656,-19853.00048828125,460.99998474121094,-1457.8999328613281,-1290.8999633789062,-2066.699981689453,255.0,0.0,,-0.020312423115680836,-1.415076324211249,0.023257458269861527,True,255.0,False,4,4,False,,RodriS_88,b97cff51f0b,13,-3461.75,-52.33000183105469,17.010000228881836,-10124.500122070312,14963.900146484375,2.0999999344348907,-0.09999999776482582,0.3999999910593033,-1921.4999389648438,255.0,0.0,,0.00956280824880165,2.105341414373046,-5.514880197741051e-05,True,251.85849457658747,True,4,False,4,,Terror Das Novin,bb1a1783a9b,16.0,1168.72998046875,5102.990234375,478.9700012207031,-5790.2001953125,-3.100000023841858,485.0,0.29999999329447746,-3332.39990234375,0.09999999776482582,255.0,255.0,0.43510420367383096,3.13108820490141,-1.5751928050608577,True,87.0,False,False,False,False,,False
45,3421,81,False,False,0,4484.700559587813,-984.3599853515625,656.1699829101562,152.22999572753906,-12320.699462890625,21089.7998046875,10305.400390625,5795.3997802734375,-1092.7999877929688,1103.8999938964844,0.0,-1.1189643250633572,1.0005004008066907,-1.893101884901669,bf81d8692db,games5425898691,17.0,-914.2999877929688,511.80999755859375,85.52999877929688,-3922.6998901367188,19780.30029296875,1290.7000732421875,-4895.7000732421875,-2199.499969482422,1201.3999938964844,255.0,128.0,,0.7012670198977846,1.8525709593709776,-0.05763243503253508,True,97.0,False,6,False,5,,76561198039309853,enpitsu,26.0,2727.64990234375,2313.070068359375,85.62000274658203,8323.699951171875,-19482.60009765625,-154.7000026702881,5073.800048828125,2122.7000427246094,-2.0999999344348907,128.0,128.0,,-0.9470896957380562,1.9665475523604372,-3.1409430255125943,True,0.0,False,6,4,False,,RodriS_88,b97cff51f0b,13,-141.08999633789062,386.92999267578125,17.010000228881836,7072.7001953125,-12021.600341796875,2.0999999344348907,0.0,0.0,2209.9000549316406,255.0,255.0,False,0.009544717690282657,-0.9727043079094699,1.2513973375638213e-05,True,178.0,False,4,False,4,,Terror Das Novin,bb1a1783a9b,16.0,-1188.97998046875,774.8400268554688,17.010000228881836,-8908.599853515625,-10733.00048828125,2.3000000417232513,-0.09999999776482582,-0.29999999329447746,-2149.9000549316406,255.0,0.0,0.009568919354644267,-2.324428531938336,-3.6943127071791446e-05,True,9.0,False,False,False,False,,
46,3503,84,False,False,0,1602.7640670104904,-2024.4599609375,4001.830078125,279.70001220703125,14458.499755859375,14911.300048828125,3897.9998779296875,4251.099853515625,3834.5001220703125,-1795.7000732421875,0.0,-0.1840690512261029,0.9876787048822723,-2.2469027510785438,bf81d8692db,games5425898691,17.0,-2066.909912109375,3896.43994140625,157.64999389648438,598.1999969482422,8440.800170898438,-757.3000335693359,1387.2999572753906,5302.7001953125,453.49998474121094,255.0,0.0,,-0.2462848221298732,1.2476310808651356,1.864395159321465,True,70.0,False,8,False,7,,76561198039309853,enpitsu,26.0,3632.909912109375,7.28000020980835,17.059999465942383,5456.7999267578125,-2007.4000549316406,1.2999999523162842,0.5999999865889549,1.5000000596046448,0.0,255.0,128.0,False,0.016360326705561232,2.7890903056765146,1.790543655975967e-05,True,255.0,False,6,4,False,,RodriS_88,b97cff51f0b,13,-137.55999755859375,3878.93994140625,17.010000228881836,-6366.7999267578125,17840.799560546875,2.0999999344348907,0.19999999552965164,-0.5000000074505806,1960.0,255.0,255.0,False,0.009574209330752597,1.9787118520138844,7.928835953451082e-05,True,137.0,False,4,False,4,,Terror Das Novin,bb1a1783a9b,16.0,-1836.239990234375,3756.14990234375,153.60000610351562,-4789.2999267578125,13021.8994140625,2503.5000610351562,241.20000839233398,-2146.300048828125,1092.6000213623047,128.0,255.0,0.009676818845205302,1.6916715775796898,-0.018439303694585383,True,0.0,False,3,False,4,,
47,3583,87,True,True,0,2212.381154698806,688.4000244140625,3595.8798828125,136.07000732421875,-2143.8999938964844,28984.49951171875,2014.1999816894531,-163.29999923706055,1853.699951171875,-5704.0997314453125,0.0,0.30025026404258914,2.085687641071846,-2.0331728138841054,76561198039309853,enpitsu,26.0,689.97998046875,3389.02001953125,125.5199966430664,-7821.199951171875,17704.000244140625,1857.7000427246094,-789.7000122070312,3559.4000244140625,-4117.799987792969,128.0,0.0,False,-0.037236897251134805,2.1004159765108272,0.04045099891131732,True,130.0,False,8,False,5,,bf81d8692db,games5425898691,17.0,-3052.2099609375,4610.490234375,16.049999237060547,-1384.7000122070312,-12940.899658203125,-72.8000020980835,-502.90000915527344,-761.6999816894531,1588.0999755859375,255.0,243.0,,0.01537076595478617,-1.6426556794396947,-0.010126333229760575,True,70.0,False,8,8,False,,RodriS_88,b97cff51f0b,13,315.25,3797.469970703125,113.2300033569336,13472.900390625,-10218.200073242188,2582.39990234375,4211.099853515625,3438.2000732421875,-833.3999633789062,0.0,128.0,False,-0.40627852802405706,2.18840326957903,0.03247003825404424,True,137.0,False,6,False,5,,Terror Das Novin,bb1a1783a9b,16.0,-1653.02001953125,4906.5498046875,16.829999923706055,9254.199829101562,-3183.5000610351562,0.3999999910593033,7.699999809265137,-5.699999928474426,-771.9999694824219,255.0,128.0,0.007537117540396781,-0.37343395862877515,-0.005294535779375167,True,0.0,False,4,False,4,,False
48,3860,87,False,False,0,5247.060487438508,24.540000915527344,-25.68000030517578,97.11000061035156,9234.69970703125,10268.299560546875,495.9000015258789,2909.1000366210938,-2043.6000061035156,-4279.89990234375,0.0,-0.005636259944362409,-0.13191139859663065,0.3884719834787543,bf81d8692db,games5425898691,16.0,-14.550000190734863,-150.25999450683594,89.43000030517578,125.69999694824219,1143.3000183105469,-750.5999755859375,-3490.4000854492188,654.1000366210938,-4199.89990234375,128.0,128.0,,1.5193078238983102,-1.5880940833307238,-2.867554820179149,True,22.0,False,4,False,3,,76561198039309853,enpitsu,26.0,-2862.43994140625,-4089.18994140625,17.049999237060547,-13570.30029296875,3085.5999755859375,3.3000001311302185,-1.1999999731779099,0.29999999329447746,-2454.199981689453,255.0,0.0,False,0.016766383780001937,2.8370713722815974,-0.00011121530492719698,True,255.0,False,False,False,False,,RodriS_88,b97cff51f0b,14,911.0900268554688,3928.800048828125,17.0,-9798.499755859375,7480.3997802734375,3.400000035762787,-4.000000059604645,2.800000011920929,1472.1000671386719,255.0,255.0,,0.009533652082941352,2.5130152510977073,-4.145887419362072e-05,True,74.0,False,False,False,False,,Terror Das Novin,bb1a1783a9b,16.0,-11.15999984741211,215.0500030517578,92.80999755859375,225.49999237060547,-22836.39892578125,2720.7000732421875,1858.699951171875,165.6999969482422,669.1000366210938,255.0,128.0,0.025112421634173352,-1.4729430965201704,0.001168598481593039,True,13.0,False,3,False,4,,
49,3940,90,False,False,1,7045.713454848059,-2429.1298828125,-1071.72998046875,94.8499984741211,7453.699951171875,2248.9999389648438,4152.300109863281,2999.7000122070312,-999.7000122070312,-5099.100036621094,1.0,1.1381191246366578,-1.389284207644175,1.3829221623099093,b97cff51f0b,RodriS_88,14.0,-2545.510009765625,-1103.0999755859375,17.0,-4486.600036621094,18918.1005859375,3.100000023841858,-2.5999999046325684,-0.5000000074505806,-454.90001678466797,0.0,128.0,False,-0.009709153440098112,1.3825241739889282,0.0001656838395495524,True,0.0,False,False,False,False,,bb1a1783a9b,Terror Das Novin,16.0,-482.0299987792969,-886.9299926757812,17.010000228881836,-6059.000244140625,-9728.300170898438,2.5999999046325684,-0.0,-0.3999999910593033,-3065.8999633789062,255.0,0.0,False,-0.009543208120901718,-0.8095863350471956,-9.586401697569247e-05,True,0.0,False,4,4,False,,enpitsu,76561198039309853,26,758.47998046875,3071.43994140625,17.049999237060547,-9048.499755859375,10811.99951171875,2.5,0.19999999552965164,-0.7000000029802322,-0.3999999910593033,255.0,128.0,False,-0.01674555966444982,0.8740264288979006,6.71931832451727e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-2372.139892578125,-35.31999969482422,89.05999755859375,-18254.300537109375,456.8000030517578,-146.00000381469727,-1009.8999786376953,-5405.5999755859375,-93.80000114440918,255.0,128.0,0.756727285149981,-2.9407529575581015,-3.118083057090008,False,22.0,False,5,False,6,,
50,3968,91,False,False,1,6514.4624685985045,-1691.93994140625,-838.3599853515625,180.61000061035156,-11422.60009765625,18253.00048828125,7286.300048828125,3475.4000854492188,2364.2999267578125,-4281.400146484375,1.0,1.1989004869683249,-1.6936762619216346,1.1997335827356346,bb1a1783a9b,Terror Das Novin,16.0,-1541.47998046875,-968.75,88.41000366210938,-11644.49951171875,8939.400024414062,3020.8999633789062,-1993.2000732421875,-92.5,-3394.1000366210938,255.0,0.0,,-0.019706272983059495,0.6946693485235063,0.009281537461096412,True,,False,6,False,5,,b97cff51f0b,RodriS_88,14.0,-2853.93994140625,-278.5400085449219,17.010000228881836,-4594.800109863281,7650.2001953125,2.3999999463558197,0.5999999865889549,-1.4000000059604645,2389.4000244140625,255.0,255.0,,-0.009492317179709206,1.0088957737171407,0.00012681637547452498,True,,False,False,False,False,,enpitsu,76561198039309853,26,-272.07000732421875,3549.360107421875,17.049999237060547,-7617.0001220703125,-8770.499877929688,3.400000035762787,-0.19999999552965164,-0.19999999552965164,2448.6000061035156,255.0,255.0,,-0.0167123971727328,-0.9239243746016373,-4.988293390602193e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-4061.489990234375,267.7099914550781,161.67999267578125,-4915.7000732421875,10443.800048828125,10328.299560546875,-1592.5,4857.9998779296875,-1043.6000061035156,255.0,0.0,0.7576303184116935,1.2014709899853837,1.0027076348754276,True,255.0,False,6,False,6,,
51,4061,95,False,False,1,4288.995271715835,-3233.239990234375,3980.320068359375,165.4199981689453,6516.099853515625,19458.599853515625,9111.400146484375,-1252.7999877929688,-5327.39990234375,2459.4000244140625,1.0,0.992015307464067,2.9269738005271826,1.3998731041217358,b97cff51f0b,RodriS_88,13.0,-3264.75,3745.860107421875,43.310001373291016,5444.5001220703125,13026.600341796875,3401.9000244140625,3.799999952316284,8.999999761581421,-769.1999816894531,255.0,128.0,,-0.009599363424602764,2.047978400921083,0.000696026436865081,True,,False,4,False,False,,bb1a1783a9b,Terror Das Novin,16.0,-1912.9200439453125,2266.199951171875,17.010000228881836,3298.5000610351562,13345.799560546875,2.3999999463558197,0.29999999329447746,1.5000000596046448,-2101.699981689453,255.0,0.0,True,-0.009584217806355091,1.8568708866377948,-0.00019327457387808043,True,61.0,False,6,6,False,,enpitsu,76561198039309853,26,-803.280029296875,4577.14990234375,17.049999237060547,-0.0,0.3999999910593033,2.7000001072883606,-0.29999999329447746,-0.5000000074505806,0.0,128.0,128.0,False,-0.016731203133570318,0.03183743244754069,-2.3562899197901803e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-3233.60009765625,3888.580078125,17.010000228881836,18570.10009765625,-831.1000061035156,0.0,3.3000001311302185,0.3999999910593033,-1968.6000061035156,255.0,0.0,-0.009588829903477728,-3.0275421580189357,-4.486432919595667e-05,True,161.06674410963572,True,6,False,6,,
52,4127,97,True,True,1,1610.72952112411,-505.8800048828125,4346.7900390625,331.67999267578125,4017.9000854492188,22895.10009765625,1358.9999389648438,223.29999923706055,-612.9999923706055,2620.7998657226562,1.0,-0.12855685639537817,0.7674760906547895,-0.5884032679984353,bb1a1783a9b,Terror Das Novin,16.0,-505.04998779296875,4090.219970703125,234.72999572753906,3619.8001098632812,14848.00048828125,1323.2000732421875,-735.2999877929688,-1056.6999816894531,1251.9999694824219,255.0,255.0,False,0.5422904058391868,1.2342089905351399,-0.23587169256634352,True,0.0,False,8,False,6,,b97cff51f0b,RodriS_88,13.0,-2215.6298828125,4946.1298828125,18.739999771118164,1208.499984741211,4071.099853515625,393.3000183105469,1205.8000183105469,261.299991607666,195.20000457763672,255.0,128.0,,0.04359017407600281,1.8163240308487698,0.022895175375538472,True,,False,4,False,False,,enpitsu,76561198039309853,26,-778.7100219726562,4542.66015625,251.1300048828125,-1065.5999755859375,-4128.699951171875,-154.49999809265137,4769.200134277344,567.9000091552734,-2679.8001098632812,128.0,128.0,False,0.47599945626104845,-0.14220059260686202,-2.583402459040663,True,208.0,False,2,False,1,,games5425898691,bf81d8692db,17.0,-283.739990234375,4920.47021484375,240.0399932861328,7087.5,2843.900146484375,149.79999542236328,-831.1000061035156,4102.0001220703125,-3568.2000732421875,255.0,255.0,0.6675764142508022,-1.7795098596139762,-2.970045082756035,True,201.73921728646883,True,7,False,8,,
