,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,177,0,False,True,1,5195.638255490239,0.41999998688697815,22.1299991607666,93.45999908447266,-3548.599853515625,28662.900390625,1395.0999450683594,-3227.3001098632812,53.80000114440918,118.4000015258789,1.0,0.0004610079956356118,-0.000981135175096539,0.026904607078106702,bb1a1783a9b,Terror Das Novin,16.0,32.93000030517578,-138.4199981689453,86.48999786376953,1088.0999755859375,19206.8994140625,3446.400146484375,1027.300033569336,-719.4999694824219,5355.0,255.0,255.0,,0.0013105043666092279,1.5336849362706255,-0.006685941985777753,True,9.0,False,4,False,False,,b97cff51f0b,RodriS_88,13.0,-2957.760009765625,-4063.010009765625,17.0,-13726.800537109375,-10520.10009765625,3.8999998569488525,0.5000000074505806,0.5999999865889549,3195.2999877929688,255.0,255.0,False,-0.009567287645785228,-0.8770552906757897,0.0001192162948842218,True,255.0,False,False,False,False,,enpitsu,76561198039309853,26,2955.139892578125,4044.669921875,17.049999237060547,14603.1005859375,2187.2999572753906,3.3000001311302185,0.5999999865889549,-0.0,-2109.7000122070312,255.0,0.0,False,-0.016764835321799888,3.0426373850788946,-0.0002987522255740162,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,16.0,-5.610000133514404,270.760009765625,85.66999816894531,447.2999954223633,-22839.3994140625,1050.8999633789062,5496.9000244140625,184.50000762939453,3.799999952316284,128.0,128.0,-1.1078440823888565,-1.605799267630851,0.0014915212566223898,True,31.0,False,3,False,4,,
1,178,0,False,False,0,5231.166938459826,35.08000183105469,-7.639999866485596,96.75,10751.8994140625,-4446.9000244140625,1325.8999633789062,1259.800033569336,743.7000274658203,1015.5000305175781,0.0,0.0366770619399035,-0.11488076881056794,0.04700753611287533,bf81d8692db,games5425898691,16.0,3.9600000381469727,-135.44000244140625,86.2699966430664,758.3000183105469,-60.50000190734863,-481.3999938964844,1400.0999450683594,386.6999816894531,-5304.69970703125,128.0,128.0,,1.5168721181777989,1.6186002615335773,0.06077590532089961,True,31.0,False,4,False,3,,76561198039309853,enpitsu,26.0,-3076.469970703125,-4053.300048828125,17.049999237060547,-14455.50048828125,57.800002098083496,3.4999999403953552,-1.5999999642372131,0.0,-2556.9000244140625,255.0,0.0,False,0.016774023528452097,3.040407809744574,-0.00018494972461235653,True,255.0,False,False,False,False,,RodriS_88,b97cff51f0b,13,2957.760009765625,4063.010009765625,17.0,13726.800537109375,10520.10009765625,3.8999998569488525,-0.5000000074505806,-0.5999999865889549,3195.2999877929688,255.0,255.0,False,0.009567287645785228,0.8770552906757897,0.0001192162948842218,True,255.0,False,False,False,False,,Terror Das Novin,bb1a1783a9b,16.0,-28.670000076293945,147.8699951171875,92.68000030517578,3421.7999267578125,-1656.9999694824219,3294.8001098632812,-1991.199951171875,1265.5000305175781,4968.2000732421875,255.0,255.0,-0.10700836380424177,-1.2415234409062512,-0.04616500494011942,True,9.0,False,3,False,4,,
2,261,3,False,False,0,5845.9593021335395,2573.830078125,435.1600036621094,93.1500015258789,5352.2998046875,835.5999755859375,0.0,-915.8000183105469,5865.4998779296875,-630.6000137329102,0.0,-0.9160976377056734,2.699652909069854,-0.7054198708012145,bf81d8692db,games5425898691,16.0,2467.06005859375,232.4499969482422,54.209999084472656,11683.900146484375,9192.39990234375,3186.4999389648438,-461.1000061035156,503.69998931884766,1519.1000366210938,255.0,128.0,,0.03145674346721608,0.8035365722512722,0.0015539380649406804,True,0.0,False,6,False,4,,76561198039309853,enpitsu,26.0,618.02001953125,-1784.8299560546875,17.049999237060547,19156.800537109375,3893.0999755859375,2.5999999046325684,-0.29999999329447746,0.5000000074505806,0.0,255.0,255.0,False,0.01681122297410636,0.200496126918714,2.638235998379289e-05,True,168.0,False,False,False,False,,RodriS_88,b97cff51f0b,13,2722.139892578125,1387.02001953125,17.0,4861.700134277344,-10508.199462890625,3.4999999403953552,-2.3000000417232513,-0.7000000029802322,1996.6999816894531,128.0,255.0,False,0.009808388562240701,-1.097756765893519,0.00010392867575322029,True,153.0,False,False,False,False,,Terror Das Novin,bb1a1783a9b,16.0,2002.31005859375,-584.3900146484375,17.010000228881836,10600.6005859375,-6704.000244140625,2.3999999463558197,-0.29999999329447746,0.09999999776482582,2301.6000366210938,255.0,255.0,0.009561151555859865,-0.5027003835973863,3.45980143316941e-05,True,0.0,False,4,False,4,,
3,271,3,False,False,1,7336.877494369328,-3114.0400390625,-1004.0499877929688,143.47000122070312,-18708.399658203125,3381.7999267578125,7920.5999755859375,4817.900085449219,-3390.1998901367188,1137.3999786376953,1.0,0.3041152819043048,-0.23516200560046638,1.8143889053973585,b97cff51f0b,RodriS_88,13.0,-2993.10009765625,-1138.0,15.8100004196167,-8906.599731445312,1731.1000061035156,-5.799999833106995,309.3000030517578,-127.70000457763672,3927.2000122070312,128.0,255.0,False,-0.03916321440331777,0.22167976810684537,-0.04441282635055287,True,153.0,False,False,False,False,,bb1a1783a9b,Terror Das Novin,16.0,-2383.1298828125,658.0599975585938,17.010000228881836,-12328.499755859375,-2079.4000244140625,2.3999999463558197,-0.0,-0.0,2332.5,255.0,255.0,,-0.009554964563206444,-0.23350790881374897,-3.7051102770902825e-06,True,0.0,False,4,4,False,,enpitsu,76561198039309853,26,-1220.199951171875,1572.8800048828125,17.049999237060547,-16662.099609375,-9286.500244140625,2.5999999046325684,-0.5999999865889549,-0.3999999910593033,286.8000030517578,255.0,128.0,False,-0.01678145656326675,-0.5361715140163171,-0.00017363741618229588,True,168.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-2967.860107421875,-637.2100219726562,96.54000091552734,-13927.80029296875,-11209.3994140625,-166.90000534057617,4810.0,-2659.89990234375,194.20000076293945,255.0,128.0,-0.725585720323912,2.107307368256004,3.0942870806640057,True,0.0,False,5,False,6,,
4,323,5,False,False,0,5735.603473299948,2470.0400390625,495.9800109863281,403.6000061035156,-12932.39990234375,17349.89990234375,5830.3997802734375,1767.8999328613281,4.099999964237213,5733.599853515625,0.0,-0.27693872031984557,-0.7184672300108883,3.1355078478900253,76561198039309853,enpitsu,26.0,2521.52001953125,350.3599853515625,251.85000610351562,-5096.499938964844,13229.000244140625,3458.2998657226562,-767.3999786376953,-3751.4999389648438,-1699.2999267578125,255.0,255.0,False,-0.8490217047379816,2.1871273030112643,-0.48790519459658466,True,144.0,False,2,False,1,,bf81d8692db,games5425898691,17.0,4078.97998046875,883.97998046875,712.3300170898438,-1.5999999642372131,-11185.2001953125,-3598.599853515625,1625.5000305175781,3.400000035762787,1.0000000149011612,255.0,0.0,,0.291380668360599,-1.5608280646426773,1.573546597636735,True,,False,6,6,False,,RodriS_88,b97cff51f0b,13,2268.010009765625,2072.06005859375,17.0,-9487.000122070312,9458.099975585938,3.400000035762787,-0.19999999552965164,0.09999999776482582,-2279.1000366210938,255.0,0.0,False,0.009550223471811385,2.2912097187668508,-3.093362928566931e-05,True,126.0,False,False,False,False,,Terror Das Novin,bb1a1783a9b,16.0,2573.340087890625,522.5999755859375,197.6999969482422,-11452.19970703125,-4080.4000854492188,835.5000305175781,4805.799865722656,2155.8999633789062,-1583.0000305175781,255.0,255.0,-0.30195374028159483,-2.678521251350015,-1.344555779851158,True,229.8588127474631,True,5,False,6,,False
5,383,7,False,False,1,9301.263085784387,251.11000061035156,-4138.8798828125,126.23999786376953,18334.89990234375,67.39999771118164,1569.7000122070312,3530.4000854492188,-1385.8000183105469,4649.200134277344,1.0,0.20938724394718547,0.2626641277604368,-3.083211502995413,b97cff51f0b,RodriS_88,13.0,80.94999694824219,-4220.740234375,17.0,18926.500244140625,-682.6999664306641,3.0000001192092896,0.7999999821186066,-0.0,66.10000133514404,255.0,128.0,False,-0.009564732946618155,-3.1131332258285456,-8.755499034303464e-05,True,106.0,False,False,False,False,,bb1a1783a9b,Terror Das Novin,16.0,-164.1699981689453,-1353.280029296875,16.989999771118164,14380.400390625,-13145.999755859375,2.199999988079071,-0.3999999910593033,0.19999999552965164,-3.4999999403953552,255.0,128.0,False,-0.009602053874836633,-2.400492215568187,6.053850139202721e-05,True,136.1369118382854,True,6,6,False,,enpitsu,76561198039309853,26,973.8400268554688,-712.3400268554688,17.049999237060547,14795.400390625,-3645.8999633789062,2.7000001072883606,-0.3999999910593033,-0.29999999329447746,0.0,255.0,128.0,False,-0.016812479093676322,-2.899983766489868,2.957219459990829e-05,True,144.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-3387.699951171875,2452.72998046875,110.33000183105469,5605.2001953125,18903.00048828125,-770.5000305175781,-3937.5,763.1999969482422,-95.9000015258789,255.0,128.0,1.0603021756388478,1.7193112768695746,-0.04921886224292784,True,,False,8,False,8,,
6,422,8,False,False,1,9455.715819537481,2686.070068359375,-4144.72998046875,96.04000091552734,19107.5,6601.400146484375,2051.300048828125,4411.400146484375,3628.800048828125,605.0,1.0,-0.07073725537506861,-2.3550473533524547,2.760069035662446,b97cff51f0b,RodriS_88,13.0,2511.27001953125,-4288.0498046875,17.0,15816.600341796875,6071.300048828125,3.1999999284744263,0.5000000074505806,-0.0,58.400001525878906,128.0,128.0,False,-0.009625640974332174,2.7681127079046846,-6.448070300289063e-05,True,81.0,False,False,False,False,,bb1a1783a9b,Terror Das Novin,16.0,510.4599914550781,-3701.06005859375,16.989999771118164,-2628.5000610351562,-17223.299560546875,5.199999809265137,-0.19999999552965164,0.7000000029802322,3112.9000854492188,255.0,255.0,False,-0.009606841083791775,-1.6353864904788704,0.0001118940904956827,True,129.0,False,6,6,False,,enpitsu,76561198039309853,26,2925.679931640625,-409.92999267578125,17.049999237060547,11807.80029296875,8002.1002197265625,2.5,0.5000000074505806,0.3999999910593033,0.09999999776482582,255.0,0.0,True,-0.016773468070869536,2.545952656280313,-6.015073919119213e-05,True,174.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-2015.9000244140625,4624.7900390625,17.010000228881836,22456.79931640625,1262.300033569336,-0.3999999910593033,-1.2999999523162842,0.09999999776482582,-309.6999931335449,255.0,128.0,-0.009584675404938526,3.117643181597642,0.0002172899958832847,True,204.68594402395271,True,8,False,8,,
7,444,9,False,False,1,9332.538637436113,3997.360107421875,-3662.14990234375,247.47000122070312,392.7000045776367,4090.7998657226562,9399.7998046875,-455.99998474121094,5581.199951171875,-2154.2999267578125,1.0,0.5671759072987783,1.9836775319734254,0.7747654275129938,b97cff51f0b,RodriS_88,13.0,3880.389892578125,-3820.22998046875,29.860000610351562,15896.099853515625,4551.300048828125,4152.5,-906.5000152587891,-5319.2999267578125,-1064.1999816894531,255.0,0.0,False,0.27691586321763406,2.9385409693182702,-0.1268472339645695,True,249.0,False,False,False,False,,bb1a1783a9b,Terror Das Novin,16.0,1337.5999755859375,-4192.990234375,16.989999771118164,11559.300537109375,6417.9998779296875,5.0,-0.3999999910593033,-0.0,2274.199981689453,255.0,255.0,False,-0.009564446146983938,2.5667236265906914,5.40247744315192e-05,True,129.0,False,6,6,False,,enpitsu,76561198039309853,26,3739.260009765625,-230.27000427246094,17.049999237060547,2489.9000549316406,-3582.2000122070312,4.1999998688697815,3.400000035762787,-0.9000000357627869,-1995.3999328613281,0.0,128.0,False,-0.01702810844778397,-1.8842802647004069,0.00021930310555294324,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-233.44000244140625,4640.18994140625,17.010000228881836,22999.09912109375,91.99999809265137,1.899999976158142,-0.29999999329447746,0.09999999776482582,0.0,255.0,128.0,-0.009586560006129952,3.137594943178392,2.4557187561213216e-05,True,192.0,False,8,False,8,,
8,454,10,False,False,1,9184.087305366864,3997.0400390625,-3504.7099609375,546.780029296875,-2863.5000610351562,9980.499877929688,10860.30029296875,172.29999542236328,2201.699981689453,1202.5,1.0,-1.0019086161070625,2.6083601783956345,1.9578002998603237,b97cff51f0b,RodriS_88,13.0,4078.699951171875,-3620.909912109375,401.6000061035156,280.9000015258789,7905.999755859375,10180.999755859375,-875.1000213623047,-339.3000030517578,2154.600067138672,255.0,128.0,False,0.8571104907067275,1.568899161468169,-1.616747195364975,True,249.0,False,False,False,False,,bb1a1783a9b,Terror Das Novin,16.0,1606.4100341796875,-3850.449951171875,16.989999771118164,3601.7999267578125,12439.7998046875,5.0,-0.09999999776482582,-0.0,2298.699951171875,255.0,255.0,False,-0.009561893229413958,1.7850480311065615,7.648355418474278e-06,True,129.0,False,6,6,False,,enpitsu,76561198039309853,26,3746.8798828125,-205.5399932861328,17.049999237060547,-500.60001373291016,3370.2999877929688,2.5999999046325684,-0.5000000074505806,0.3999999910593033,-9.800000190734863,128.0,128.0,False,-0.017018349464907788,-1.7182906109417553,4.853137905547961e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,552.530029296875,4643.47021484375,17.010000228881836,22999.09912109375,91.99999809265137,1.899999976158142,-0.29999999329447746,0.09999999776482582,0.0,255.0,128.0,-0.009586560006129952,3.137594943178392,2.4557187561213216e-05,True,192.0,False,8,False,8,,
9,548,13,False,False,0,5323.9091376405495,-3073.679931640625,281.8399963378906,409.0299987792969,-2980.7000732421875,15983.499755859375,7353.800048828125,5768.2000732421875,-553.8999938964844,1555.5999755859375,0.0,-0.19564583921028883,0.17613620757031065,-2.336304829065925,76561198039309853,enpitsu,26.0,-3079.110107421875,74.58000183105469,268.0400085449219,1621.6999816894531,17675.6005859375,2751.099853515625,-2366.4999389648438,-1240.0,435.09998321533203,255.0,255.0,False,-0.4927663532531106,1.2225025738301465,-0.0791927157047713,True,149.0,False,4,False,3,,bf81d8692db,games5425898691,17.0,-1896.1600341796875,-3832.340087890625,17.010000228881836,10428.1005859375,1562.5999450683594,2.3999999463558197,0.0,0.0,2360.7000732421875,255.0,255.0,,0.009538482905940279,0.20031752104428407,-1.1966081939101233e-05,True,255.0,False,8,8,False,,RodriS_88,b97cff51f0b,14,-3570.820068359375,928.260009765625,521.030029296875,7625.999755859375,-8842.999877929688,-9305.30029296875,-177.5,-288.799991607666,-437.59998321533203,128.0,128.0,False,0.009481008153547849,-0.5457945256235226,0.40669891295802724,True,164.0,False,4,False,4,,Terror Das Novin,bb1a1783a9b,16.0,-2778.4599609375,414.510009765625,202.94000244140625,-22230.30029296875,-5271.5997314453125,2649.2999267578125,-3490.0,-2429.1000366210938,-943.3000183105469,255.0,0.0,-0.30132872034632113,3.1212080947155894,0.17471231701150383,True,49.65157863145234,True,7,False,8,,False
