,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,183,0.0,False,False,1,5188.545156915742,53.63999938964844,20.290000915527344,92.02999877929688,22628.60107421875,-12845.50048828125,-3501.4999389648438,2408.699951171875,-2217.2000122070312,5027.9998779296875,1.0,-0.06422516129329627,-0.1505750486587904,-0.03732900692842078,76561198072350926,toinaa,7.0,-32.400001525878906,-162.39999389648438,149.92999267578125,-2415.2000427246094,17427.2998046875,63.29999923706055,-4993.599853515625,-2298.5000610351562,-173.99999618530273,0.0,61.0,,-1.3246341826648989,-1.0501995524226064,2.2310432078747064,True,3,False,4,31.0,False,,76561198123110314,La Taverne De Grumpy,5.0,-0.0,-1932.7900390625,17.010000228881836,-0.0,14100.0,2.3999999463558197,-0.7999999821186066,-0.0,0.0,255.0,,,-0.00951389076875119,1.5707884064815436,3.7693731894913176e-08,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26,-0.0,3030.159912109375,17.049999237060547,-0.0,-13211.600341796875,2.8999999165534973,0.7999999821186066,-0.0,0.0,255.0,,,-0.016670479252160426,-1.5707742227540715,-2.4338197291840506e-07,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,24.0,-18.530000686645508,224.7899932861328,88.66999816894531,-602.400016784668,-22525.400390625,854.8999786376953,5153.499755859375,-1126.9000244140625,1555.8999633789062,128.0,175.0,,-1.2328096047627997,1.1714029293728603,-2.89360250510091,True,3,4,False,31.0,False,
1,298,4.0,False,False,0,3462.240766757091,-3913.239990234375,3441.949951171875,739.2100219726562,12841.600341796875,12974.200439453125,3477.0001220703125,2685.0,1841.3999938964844,-5039.700012207031,0.0,-0.4267830795886135,0.04483532713471722,0.4756042370497957,76561198039309853,enpitsu,26.0,-4044.489990234375,3392.60009765625,640.530029296875,3078.2000732421875,19544.49951171875,4485.0,-374.0999984741211,-618.8000106811523,469.59999084472656,128.0,0.0,,-0.2764067656473754,1.6083117402352796,1.5516906824536283,True,1,False,2,230.0,False,,bf81d8692db,games5425898691,24.0,3707.489990234375,3841.090087890625,17.010000228881836,10092.39990234375,-9571.300048828125,2.7000001072883606,0.0,-0.09999999776482582,-2182.7999877929688,255.0,0.0,,0.00959431744139102,-0.8251782124443691,-2.426473146850418e-05,True,255.0,False,6,6,False,,La Taverne De Grumpy,76561198123110314,5,-3620.2099609375,4388.2099609375,152.0,-2336.0000610351562,5741.6998291015625,10675.2001953125,3012.5,4300.7000732421875,-1636.4999389648438,255.0,4.0,,-1.105345819076678,1.8818234186601854,0.41341826346850025,True,4,False,255.0,False,4,,toinaa,76561198072350926,7.0,2002.3699951171875,2892.929931640625,17.010000228881836,1878.8999938964844,17360.999755859375,2.3999999463558197,0.0,0.0,19.299999475479126,255.0,128.0,,0.009595375300098258,1.4654785038348015,-9.14905312934095e-06,True,6,6,False,31.0,False,
2,332,5.0,False,False,0,1444.0438531758489,-2330.75,4976.43017578125,673.469970703125,18343.699951171875,-1946.199951171875,-2063.9999389648438,-542.5,2210.5999755859375,366.30001068115234,0.0,0.04134003557348096,-0.835091964068504,0.6875247997237505,76561198039309853,enpitsu,26.0,-2449.669921875,5091.02978515625,681.760009765625,13508.900146484375,895.8999633789062,-2132.4000549316406,5483.2000732421875,-394.39998626708984,-168.60000610351562,255.0,0.0,,-0.7582299834551498,-3.055084333240273,-1.0938848543970203,True,2,False,2,230.0,False,,bf81d8692db,games5425898691,24.0,2980.7900390625,2524.4599609375,17.010000228881836,-18176.199951171875,-7680.5999755859375,0.0,0.7999999821186066,0.3999999910593033,-1466.7999267578125,255.0,0.0,,0.00959248114874695,-2.7645441682079372,-0.0002184163857176793,True,183.0167484796176,True,6,6,False,,La Taverne De Grumpy,76561198123110314,5,-2553.31005859375,5104.60986328125,587.6099853515625,14171.500244140625,59.60000038146973,-4879.599914550781,207.99999237060547,1950.8999633789062,-780.6999969482422,255.0,0.0,,0.35325078745263877,0.019229329017401205,1.5406545048779288,True,4,False,217.0,False,4,,toinaa,76561198072350926,7.0,1032.68994140625,4659.7001953125,17.010000228881836,-18613.00048828125,8068.4002685546875,0.0,4.300000071525574,-1.5000000596046448,1417.1000671386719,255.0,137.0,,0.009608504022416262,2.794083642448639,3.881938187414166e-05,True,6,6,False,20.289496624341574,True,
3,356,6.0,False,False,1,9937.59516398899,797.7899780273438,-4797.10986328125,284.19000244140625,9467.100219726562,12667.7001953125,14358.900146484375,1402.1000671386719,-5816.199951171875,452.79998779296875,1.0,-0.616237958569355,1.5853208024658851,-1.6369997705826713,76561198072350926,toinaa,7.0,619.5999755859375,-4871.75,117.33999633789062,15856.700439453125,6955.999755859375,3618.0999755859375,-4211.099853515625,-1936.300048828125,236.8000030517578,255.0,234.0,,0.126798588695793,-2.93642444768765,-0.04600150558452361,True,7,False,8,19.0,False,,76561198123110314,La Taverne De Grumpy,5.0,1385.8800048828125,-4927.81005859375,15.109999656677246,-14245.30029296875,6814.89990234375,124.60000038146973,942.9000091552734,83.19999694824219,1714.4999694824219,255.0,255.0,,0.005879199460890784,0.4381393937970757,-0.03342959288083483,True,217.0,False,4,4,False,,enpitsu,76561198039309853,26,2068.820068359375,-5102.93994140625,474.510009765625,2477.2000122070312,2.7000001072883606,511.89998626708984,3.400000035762787,98.4000015258789,1.0000000149011612,255.0,255.0,False,0.3832052367247259,-3.123724530325617,-1.564060978304862,True,2,False,230.0,False,2,,games5425898691,bf81d8692db,24.0,-1133.5999755859375,-2946.070068359375,17.010000228881836,15444.49951171875,-15970.50048828125,2.3999999463558197,-2.0000000298023224,2.0999999344348907,-1274.5999908447266,255.0,0.0,,-0.009594068081310619,-2.300226121444584,4.3450654221676366e-06,True,6,6,False,150.0,False,
4,460,10.0,False,False,1,6211.326546473952,3895.280029296875,-299.20001220703125,929.1300048828125,-2862.39990234375,24984.3994140625,-5416.6998291015625,-2978.800048828125,-4067.6998901367188,3252.60009765625,1.0,0.6145888978240931,1.5989571342781612,0.8992040273047263,76561198072350926,toinaa,7.0,3908.31005859375,-531.6599731445312,877.8200073242188,-746.9000244140625,18873.499755859375,-166.49999618530273,525.6000137329102,4826.7999267578125,-2583.599853515625,255.0,128.0,,-1.0239212519496688,3.129211432881784,-0.17319902310579177,True,9,False,10,0.0,False,,76561198123110314,La Taverne De Grumpy,5.0,2476.699951171875,-1472.550048828125,17.0,590.6000137329102,11078.199462890625,3.6000001430511475,-0.0,1.0000000149011612,40.59999942779541,255.0,128.0,False,-0.009544633565339378,1.617952795402412,-0.0001029834585380107,True,216.0,False,4,4,False,,enpitsu,76561198039309853,26,3582.449951171875,775.8499755859375,17.030000686645508,-2375.7000732421875,22557.19970703125,5.299999713897705,-0.0,0.09999999776482582,0.09999999776482582,255.0,128.0,False,-0.01677810412985868,1.4658407603120793,-1.2594178587360171e-05,True,2,False,71.0,False,2,,games5425898691,bf81d8692db,24.0,799.719970703125,-3685.820068359375,97.3499984741211,2958.3999633789062,21097.2998046875,-164.50000762939453,-5444.2999267578125,780.5000305175781,-0.7000000029802322,255.0,128.0,,-0.507018393040551,-1.428493812788272,-3.1413948844968407,True,7,10,False,112.0,False,
5,552,13.0,False,False,1,1317.8230334162406,2203.6298828125,4976.41015625,103.4800033569336,-14655.799560546875,-946.6000366210938,-633.6999893188477,-5242.39990234375,-2909.7000122070312,-224.79999542236328,1.0,-1.4435854243652388,-2.061585992551242,2.9441027384788585,76561198072350926,toinaa,7.0,2343.8701171875,5035.93017578125,222.30999755859375,-14187.7001953125,8081.400146484375,158.59999656677246,5060.0,-1747.2999572753906,1261.8000030517578,255.0,,,-0.028518878660006197,0.4027821906830376,-1.8728423420394598,True,11,False,12,,False,,76561198123110314,La Taverne De Grumpy,5.0,1953.97998046875,2404.360107421875,17.0,-11623.800048828125,7979.4000244140625,3.4999999403953552,0.09999999776482582,-0.19999999552965164,-81.89999580383301,255.0,99.0,,-0.009587772777161014,0.6001876669039891,-5.8525235039152034e-05,True,216.0,False,4,4,False,,enpitsu,76561198039309853,26,2144.110107421875,4804.43017578125,166.0500030517578,3126.300048828125,4565.400085449219,-145.39999961853027,-4288.2000732421875,3422.9998779296875,-378.80001068115234,,0.0,,-0.07908669634707442,0.7114264479608019,1.831604356085816,True,4,False,234.0,False,3,,games5425898691,bf81d8692db,24.0,472.75,3777.56005859375,17.010000228881836,5297.7001953125,19770.10009765625,5.299999713897705,3.6000001430511475,-0.9000000357627869,-1979.6000671386719,255.0,0.0,,-0.009812190377913801,1.9059732662913824,3.6543404165893646e-06,True,8,12,False,95.0,False,
6,553,13.0,False,False,0,10191.96782373027,-2146.919921875,-4974.91015625,97.6500015258789,7642.1002197265625,-12396.700439453125,-5546.6998291015625,2290.8999633789062,-1936.300048828125,5196.300048828125,0.0,1.22841549004747,2.0289270460727655,2.843643337175514,76561198039309853,enpitsu,26.0,-2144.110107421875,-4804.43017578125,166.0500030517578,-3126.300048828125,-4565.400085449219,-145.39999961853027,4288.2000732421875,-3422.9998779296875,-378.80001068115234,,0.0,,0.07908669634707442,-0.7114264479608019,1.831604356085816,True,3,False,4,234.0,False,,bf81d8692db,games5425898691,24.0,-472.75,-3777.56005859375,17.010000228881836,-5297.7001953125,-19770.10009765625,5.299999713897705,-3.6000001430511475,0.9000000357627869,-1979.6000671386719,255.0,0.0,,0.009812190377913801,-1.9059732662913824,3.6543404165893646e-06,True,95.0,False,8,12,False,,La Taverne De Grumpy,76561198123110314,5,-1849.219970703125,-2479.830078125,17.0,11177.900390625,-8553.200073242188,3.6000001430511475,-0.5999999865889549,0.3999999910593033,-1179.1000366210938,252.0,34.0,,0.009590017025221652,-0.6615014970499139,-0.00016138221897512051,True,4,False,216.0,False,4,,toinaa,76561198072350926,7.0,-2343.8701171875,-5035.93017578125,222.30999755859375,14187.7001953125,-8081.400146484375,158.59999656677246,-5060.0,1747.2999572753906,1261.8000030517578,255.0,,,0.028518878660006197,-0.4027821906830376,-1.8728423420394598,True,11,12,False,,False,
7,556,13.0,False,False,1,1187.649326946676,2075.56005859375,5001.6201171875,110.16999816894531,-7137.2998046875,-1190.999984741211,244.59999084472656,-1294.2999267578125,-4692.9998779296875,3312.9000854492188,1.0,-0.7980454301250907,-2.6280740086270806,2.955949662066032,76561198072350926,toinaa,7.0,2112.300048828125,5087.60009765625,221.74000549316406,-11810.30029296875,-1507.7000427246094,-474.39998626708984,4583.900146484375,-731.8000030517578,744.1000366210938,255.0,,,-0.20186247916460628,-0.005613283873051162,-2.487533929291929,True,11,False,12,,False,,76561198123110314,La Taverne De Grumpy,5.0,1760.22998046875,2555.85009765625,17.0,-10174.89990234375,9655.800170898438,3.799999952316284,-0.29999999329447746,0.29999999329447746,-1856.0000610351562,241.0,0.0,,-0.009584628260939419,0.7932877595409641,-0.00017171915671067916,True,216.0,False,4,4,False,,enpitsu,76561198039309853,26,2183.110107421875,4872.0400390625,174.17999267578125,1488.5000610351562,3088.5000610351562,905.2999877929688,-4342.099914550781,2648.900146484375,2092.5,,0.0,,0.2375611293288294,0.3427054776515842,2.8849269927932193,True,4,False,234.0,False,3,,games5425898691,bf81d8692db,24.0,538.010009765625,3951.31005859375,17.010000228881836,8599.600219726562,18183.199462890625,2.7000001072883606,0.7000000029802322,-0.3999999910593033,-2001.9999694824219,255.0,0.0,,-0.009647248039210318,2.08874621207838,9.311950344679314e-06,True,8,12,False,95.0,False,
8,565,13.0,False,False,1,978.8318458979342,1840.449951171875,4882.85009765625,93.5999984741211,-6855.30029296875,-3238.9999389648438,343.3000183105469,1108.6000061035156,-5381.9000244140625,2409.4000244140625,1.0,0.8888357270502496,2.635733269910365,2.8497494762653837,76561198072350926,toinaa,7.0,1819.9599609375,5044.72021484375,214.9499969482422,-11288.599853515625,-1850.5000305175781,-436.6999816894531,4341.099853515625,-25.999999046325684,1128.1999969482422,255.0,,,-0.25565455210525495,0.003963476216591228,2.045912734832291,True,12,False,12,,False,,76561198123110314,La Taverne De Grumpy,5.0,1526.1700439453125,2964.449951171875,17.0,-4593.699951171875,13247.19970703125,3.6000001430511475,0.19999999552965164,-1.0000000149011612,-121.99999809265137,251.0,128.0,,-0.009581195345459384,1.2529186688071783,0.00014495215761830985,True,216.0,False,4,4,False,,enpitsu,76561198039309853,26,2231.469970703125,4972.27001953125,173.9600067138672,1488.5000610351562,3088.5000610351562,-801.9999694824219,-2878.800048828125,1615.0999450683594,1023.3999633789062,,255.0,,0.36578880668576147,0.283661500884933,-1.3157946841572914,True,4,False,224.51201696036964,True,4,,games5425898691,bf81d8692db,24.0,942.3300170898438,4443.5400390625,29.68000030517578,14431.800537109375,13230.6005859375,3120.2999877929688,-6.9999998807907104,-6.600000262260437,-1371.0000610351562,255.0,0.0,,-0.009582861528489582,2.4248259100988827,-0.00034530984362516324,True,8,13,False,95.0,False,
9,573,14.0,False,False,0,9971.206514561889,-1689.9200439453125,-4799.5498046875,93.26000213623047,-26803.00048828125,-618.8999938964844,134.399995803833,1896.0000610351562,-863.6000061035156,657.7999877929688,0.0,-0.5945970175001024,0.14000880238863542,0.5329608652084405,bf81d8692db,games5425898691,24.0,-1401.949951171875,-4761.08984375,126.52999877929688,-18380.0,-5927.39990234375,2624.89990234375,-4958.500061035156,-2351.7999267578125,-362.09999084472656,255.0,0.0,,0.16241480410943207,-2.9946635755683837,0.5659167564222026,True,9,False,14,95.0,False,,76561198039309853,enpitsu,26.0,-2251.469970703125,-5052.06982421875,142.6999969482422,175.10000228881836,-3637.60009765625,-1550.0,880.1999664306641,-254.69999313354492,477.5,255.0,128.0,,-0.4468836200754403,-0.324681212338422,-0.8316057562598019,True,199.53038268960933,True,4,4,False,,La Taverne De Grumpy,76561198123110314,5,-1441.550048828125,-3316.179931640625,17.0,1262.7999877929688,-13990.799560546875,3.6000001430511475,0.09999999776482582,-3.100000023841858,-1134.7000122070312,255.0,102.0,,0.009583846826199637,-1.5310047661838733,3.0453784191848327e-05,True,4,False,216.0,False,4,,toinaa,76561198072350926,7.0,-1449.6199951171875,-4984.66015625,164.6699981689453,11496.400146484375,1847.2999572753906,-2599.4000244140625,-869.4999694824219,-540.4000091552734,298.8999938964844,255.0,128.0,,0.19371147931980748,0.0053201146896940795,1.3330114482638606,True,12,12,False,,False,
