,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,170,0.0,False,False,0,5130.262787784113,-31.149999618530273,83.16000366210938,122.16999816894531,-7463.2000732421875,21484.29931640625,7053.900146484375,4054.1000366210938,3511.300048828125,-2689.7000122070312,0.0,0.1640089724328154,-0.10490149352045185,0.17040168420593813,76561198382431155,sou_umpato,15.0,-1.309999942779541,-97.3499984741211,15.779999732971191,-11239.300537109375,13382.80029296875,61.19999885559082,226.00000381469727,-331.1000061035156,-1513.5000610351562,255.0,128.0,,0.012856563401626487,2.197861325186853,0.023851335251717034,True,False,False,False,0.0,False,,76561198853320409,PeTeR.,14.0,2873.389892578125,-3999.22998046875,17.010000228881836,15229.000244140625,-10019.199829101562,2.5,0.19999999552965164,-0.19999999552965164,-2512.2000122070312,255.0,0.0,True,0.00959930202800442,-0.6897606846271385,-0.000198180712067283,True,False,255.0,False,False,False,,enpitsu,76561198039309853,26,48.08000183105469,3605.080078125,17.049999237060547,-117.29999542236328,-10302.80029296875,2.7000001072883606,0.19999999552965164,0.29999999329447746,-4.900000095367432,255.0,128.0,False,0.016663388942774728,-1.582882468150375,2.900519823630427e-05,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,18.0,-46.470001220703125,337.7099914550781,62.31999969482422,-4455.400085449219,-22406.298828125,2649.7000122070312,3781.9000244140625,-2545.800018310547,-1876.6000366210938,255.0,70.0,0.10586503129949984,-1.8121592426999842,0.018211907285470133,True,22.0,False,False,4,3,,
1,171,0.0,False,False,1,5298.889446311814,50.130001068115234,-90.94000244140625,169.33999633789062,2630.2999877929688,16978.199462890625,17920.30029296875,5967.8997802734375,-532.9999923706055,-315.6999969482422,1.0,-0.20741374084992562,0.21131543764240773,-0.040471844517691764,bf81d8692db,games5425898691,18.0,46.470001220703125,-337.7099914550781,62.31999969482422,4455.400085449219,22406.298828125,2649.7000122070312,-3781.9000244140625,2545.800018310547,-1876.6000366210938,255.0,70.0,,-0.10586503129949984,1.8121592426999842,0.018211907285470133,True,3,False,4,22.0,False,,76561198039309853,enpitsu,26.0,-48.08000183105469,-3605.080078125,17.049999237060547,117.29999542236328,10302.80029296875,2.7000001072883606,-0.19999999552965164,-0.29999999329447746,-4.900000095367432,255.0,128.0,False,-0.016663388942774728,1.582882468150375,2.900519823630427e-05,True,False,116.0,False,False,False,,PeTeR.,76561198853320409,14,-3033.56005859375,4130.759765625,17.010000228881836,-11931.400146484375,12493.800048828125,2.7000001072883606,-0.29999999329447746,0.5999999865889549,-3116.400146484375,255.0,0.0,False,-0.009606356564323876,1.0267880294922673,-0.00010868715929404653,True,False,False,False,255.0,False,50.0,sou_umpato,76561198382431155,15.0,1.309999942779541,97.3499984741211,15.779999732971191,11239.300537109375,-13382.80029296875,61.19999885559082,-226.00000381469727,331.1000061035156,-1513.5000610351562,255.0,128.0,-0.012856563401626487,-2.197861325186853,0.023851335251717034,True,0.0,False,False,False,False,,
2,253,3.0,False,False,0,9349.679483016971,-746.8800048828125,-4208.490234375,321.9599914550781,-27270.80078125,20010.10009765625,-6630.4998779296875,-4284.4000244140625,1349.6000671386719,2159.4000244140625,0.0,0.25516780347103274,-0.03931901607255621,0.8928107605217048,76561198853320409,PeTeR.,14.0,-567.2000122070312,-4372.35009765625,270.5199890136719,-18311.300048828125,11421.8994140625,1705.2000427246094,-3733.900146484375,-2611.199951171875,1064.1999816894531,255.0,0.0,False,-0.5429680816692907,2.861876952895155,0.040554387037552,True,3,False,4,167.0,False,,76561198382431155,sou_umpato,14.0,-2622.4599609375,-1328.719970703125,17.059999465942383,-613.6000061035156,-14087.099609375,1.4000000059604645,0.0,0.0,-23.599998950958252,255.0,128.0,,0.016782042138792145,-1.61708646600295,8.348148500092638e-06,False,False,0.0,False,False,False,,enpitsu,76561198039309853,26,-472.79998779296875,-219.67999267578125,17.049999237060547,-8267.999877929688,-11423.199462890625,2.5999999046325684,0.5000000074505806,0.29999999329447746,-2.0999999344348907,255.0,128.0,False,0.01676098820347866,-2.19760806449863,4.581064049268573e-05,True,False,False,False,146.0,False,,games5425898691,bf81d8692db,18.0,-3612.43994140625,-406.44000244140625,17.0,1234.000015258789,-11680.400390625,3.6000001430511475,0.0,0.5000000074505806,2333.8999938964844,255.0,241.0,0.009546914485374057,-1.4020699032724082,1.103226405871664e-05,True,255.0,False,False,4,4,,
3,285,4.0,False,False,1,3899.9285015779615,3482.840087890625,2221.489990234375,333.0799865722656,6010.4998779296875,20088.499755859375,12183.1005859375,4483.299865722656,3886.6000366210938,890.5000305175781,1.0,-1.0294578584693086,-1.0783285381427254,0.9594932309521461,bf81d8692db,games5425898691,18.0,3505.64990234375,2041.3900146484375,211.11000061035156,8407.19970703125,15342.39990234375,737.6000213623047,676.1000061035156,5454.000244140625,-215.10000228881836,255.0,53.0,,0.10973714659599162,2.03896412412008,0.5784411264479321,True,5,False,6,220.55353973501477,True,,76561198039309853,enpitsu,26.0,1713.97998046875,868.8800048828125,17.049999237060547,10716.099853515625,-7849.4000244140625,3.1999999284744263,0.29999999329447746,-0.09999999776482582,-2290.399932861328,255.0,0.0,,-0.016730802300655045,-2.4444273833775307,-3.605589346345769e-05,True,False,146.0,False,False,False,,PeTeR.,76561198853320409,14,2457.43994140625,3409.8701171875,153.82000732421875,15691.099853515625,-7840.4998779296875,-3702.60009765625,49.20000076293945,1158.499984741211,936.9999694824219,128.0,255.0,,0.5915851604502066,-2.817473353397529,-0.3606886209345728,True,4,False,4,167.0,False,,sou_umpato,76561198382431155,14.0,2836.929931640625,2967.77001953125,17.059999465942383,2642.9000854492188,13851.8994140625,1.1999999731779099,-0.0,-0.29999999329447746,-0.09999999776482582,255.0,,-0.016770788234750224,1.7593646547284025,3.1141187665505225e-05,True,,False,False,False,False,,
4,428,9.0,False,False,0,8908.219579848335,-481.4800109863281,-3758.570068359375,451.29998779296875,10955.799560546875,20150.799560546875,5885.5999755859375,2074.4000244140625,1070.0,-3080.1998901367188,0.0,0.4011456738202282,-0.08094760278856467,-2.7160387428231783,76561198853320409,PeTeR.,15.0,-524.4299926757812,-3890.35009765625,316.6000061035156,9080.499877929688,16188.1005859375,3837.7999877929688,-1572.7999877929688,590.9000015258789,192.80000686645508,255.0,128.0,False,-0.8150434283871387,1.1218909547624885,0.09202155798636985,True,5,False,6,19.957169791703596,True,,76561198382431155,sou_umpato,14.0,-2326.68994140625,-4266.64013671875,74.62000274658203,-7505.3997802734375,1834.6000671386719,-5520.3997802734375,788.0999755859375,1221.6999816894531,170.59999465942383,255.0,255.0,False,0.07575508338140774,-0.5644225328495864,0.0034596557806433077,True,False,201.0,False,4,4,,enpitsu,76561198039309853,26,-467.7900085449219,-3522.64990234375,244.38999938964844,655.1999664306641,-7527.19970703125,3650.10009765625,-914.0000152587891,197.29999542236328,882.3000335693359,128.0,128.0,False,-0.7072593931775942,-0.8450009014465293,-0.330903201540226,True,2,False,False,0.0,False,,games5425898691,bf81d8692db,18.0,-1231.0699462890625,-3658.169921875,17.010000228881836,5500.5999755859375,9645.900268554688,2.3000000417232513,-1.1999999731779099,-2.0999999344348907,-1277.9000091552734,255.0,4.0,0.009544570519638062,1.0616793905963948,-0.00022097396210188507,True,150.0,False,False,8,8,,
5,565,14.0,False,False,1,10318.802602783415,-3850.6298828125,-4022.27001953125,199.33999633789062,-9007.000122070312,10322.7001953125,11039.89990234375,5944.0997314453125,514.7999954223633,-634.0000152587891,1.0,0.6206901434696508,-1.9914658024750778,-0.28961301766195585,bf81d8692db,games5425898691,18.0,-3801.4599609375,-4148.0,101.01000213623047,-9016.199951171875,6849.2999267578125,1004.4000244140625,-3976.300048828125,2283.6000061035156,-1201.2999725341797,255.0,0.0,,0.07566190531805385,0.7643483085940714,0.7342495707173132,True,10,False,12,245.55292913990638,True,,76561198039309853,enpitsu,26.0,-3613.300048828125,1538.9300537109375,17.020000457763672,2011.9000244140625,-22893.30078125,5.5000001192092896,0.09999999776482582,-3.1999999284744263,-541.8000030517578,255.0,128.0,,-0.01678231133664878,-1.624369030459197,3.7446629394352615e-05,True,2,181.0,False,False,4,,PeTeR.,76561198853320409,15,-3924.68994140625,-835.1300048828125,34.369998931884766,-3408.800048828125,-15997.2998046875,1297.7000427246094,133.59999656677246,1586.9000244140625,75.0,128.0,128.0,,0.08893606211115548,-1.346732350295478,-0.3475150260892025,True,6,False,6,255.0,False,,sou_umpato,76561198382431155,14.0,-28.850000381469727,-1663.5699462890625,17.049999237060547,-128.80000114440918,-9444.500122070312,4.699999988079071,1.5000000596046448,-4.000000059604645,-2994.89990234375,0.0,0.0,-0.016929733836032877,-0.9462395509262391,6.626958760955433e-05,True,162.0,False,4,6,4,,False
6,597,15.0,False,False,1,9248.70946196055,-3893.669921875,-2771.8701171875,866.1300048828125,6628.2000732421875,16041.300048828125,5794.7998046875,5993.800048828125,-242.39999771118164,-122.5,1.0,-0.4850435599747241,-1.5571646574310691,0.11077154642066768,bf81d8692db,games5425898691,18.0,-4012.5400390625,-2962.929931640625,713.1699829101562,6391.7999267578125,17527.900390625,4950.799865722656,-2274.499969482422,754.8000335693359,4679.5001220703125,255.0,78.0,,0.11810904248888708,1.4371233585702092,1.5667169935784522,True,11,False,14,203.0,False,,76561198039309853,enpitsu,26.0,-3477.2099609375,-1192.77001953125,17.030000686645508,4818.500061035156,-22489.49951171875,1.0000000149011612,1.0000000149011612,-4.399999976158142,1022.7999877929688,255.0,255.0,,-0.01677069310230166,-1.7926488347853726,0.0001637020386622914,True,2,137.14240855299013,True,False,4,,PeTeR.,76561198853320409,15,-3403.31005859375,-1593.260009765625,17.020000457763672,6127.19970703125,6627.1002197265625,1.2999999523162842,-0.0,0.09999999776482582,2535.500030517578,255.0,255.0,False,-0.009519996696758336,2.2644308961221733,-3.354703461506455e-05,True,6,False,6,255.0,False,,sou_umpato,76561198382431155,14.0,-418.1700134277344,-1600.050048828125,17.049999237060547,-3841.099853515625,7652.19970703125,3.1999999284744263,-0.19999999552965164,-0.0,-2478.6000061035156,255.0,0.0,-0.01667066328925726,1.134213834164917,-6.296741564599365e-06,True,162.0,False,4,6,4,,False
7,669,18.0,False,False,0,7114.0203338811325,2233.7900390625,-1248.56005859375,160.52000427246094,3158.2000732421875,9297.999877929688,1490.8999633789062,1918.6000061035156,-4762.0001220703125,3105.0,0.0,-0.37150442289520236,-1.6290786499622196,-2.86833781860899,76561198382431155,sou_umpato,14.0,2087.050048828125,-1353.3900146484375,63.5,15281.8994140625,1922.4000549316406,2848.699951171875,-4193.900146484375,456.3999938964844,2947.0999145507812,128.0,255.0,False,0.01802566210260146,-0.07261232344282595,-0.05188758124193429,True,5,4,8,103.0,False,,76561198853320409,PeTeR.,15.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,3279.669921875,4028.070068359375,17.049999237060547,-1427.1000671386719,-5314.000244140625,3.1999999284744263,0.0,-0.5000000074505806,2366.1000061035156,255.0,128.0,False,0.016625808316454986,-1.831365205878989,-7.771406706885201e-05,True,4,False,2,136.0,False,,games5425898691,bf81d8692db,18.0,2666.719970703125,-959.6500244140625,17.0,2406.699981689453,640.0,3.3000001311302185,0.5999999865889549,-0.09999999776482582,-1375.2999877929688,255.0,0.0,0.009532611286667951,0.44746785089421626,-0.0001933888114143446,True,203.0,False,False,14,12,,
8,729,20.0,False,False,1,6569.721018459823,-2674.139892578125,-375.010009765625,104.1500015258789,8102.39990234375,25023.00048828125,12528.699951171875,5884.89990234375,-1125.6999969482422,315.9000015258789,1.0,0.4024025662023268,-2.4852674236531827,-1.8096310232535675,76561198039309853,enpitsu,26.0,-2750.2900390625,-616.9199829101562,17.049999237060547,6866.400146484375,21892.099609375,2.3999999463558197,-0.0,-0.5000000074505806,-113.4000015258789,255.0,128.0,False,-0.01677595478224959,1.8859333631392925,7.704567781021943e-05,True,2,False,4,3.0,False,,bf81d8692db,games5425898691,18.0,-3442.6201171875,-558.5700073242188,17.0,6195.4998779296875,-12722.39990234375,3.6000001430511475,-0.09999999776482582,0.3999999910593033,2102.5,255.0,255.0,,-0.009585120362974486,-2.0842888225069447,5.5432377385460976e-05,True,12,158.0,False,False,14,,PeTeR.,76561198853320409,15,-2088.02001953125,4223.83984375,17.010000228881836,5917.0001220703125,6140.3997802734375,2.0999999344348907,-0.0,-0.09999999776482582,517.2000122070312,255.0,128.0,,-0.009523627144709277,2.2930468000405018,-0.0002858490323829248,True,False,False,False,85.0,False,,sou_umpato,76561198382431155,19.0,-4077.330078125,-137.8800048828125,249.61000061035156,777.2000122070312,-16839.7998046875,-11407.900390625,1875.7000732421875,-2520.5999755859375,303.6000061035156,255.0,255.0,-0.6581140903520484,-1.6048504103362138,-1.50579547062674,True,0.0,True,4,8,6,,False
9,826,23.0,False,True,1,2126.7184602891666,-237.19000244140625,3340.330078125,302.6700134277344,5829.69970703125,20432.900390625,-2531.699981689453,2835.5999755859375,-880.2999877929688,4702.799987792969,1.0,0.05609603795200278,2.6836720277928388,-0.3588925386707888,76561198039309853,enpitsu,26.0,-268.8699951171875,3130.659912109375,269.42999267578125,-3045.1998901367188,14867.39990234375,2019.1999816894531,-4753.800048828125,90.50000190734863,-2764.5999145507812,255.0,,,-0.263415298239936,1.7624098049912371,-0.5253100844037076,True,3,False,6,,False,,bf81d8692db,games5425898691,18.0,1692.77001953125,-195.1199951171875,17.010000228881836,-4354.599914550781,14277.5,2.199999988079071,-0.0,0.29999999329447746,1234.7000122070312,255.0,195.0,,-0.009589975184238342,1.2243509178963976,-9.566400433348389e-05,True,14,189.0,False,False,16,,PeTeR.,76561198853320409,14,-73.83999633789062,4798.56005859375,17.010000228881836,15.700000524520874,-0.7999999821186066,2.0999999344348907,0.3999999910593033,0.19999999552965164,-0.5000000074505806,,,,-0.009555340535552891,-1.5216284306843588,1.6892068737983086e-05,True,False,False,False,85.0,False,,sou_umpato,76561198382431155,19.0,-165.05999755859375,2861.760009765625,94.72000122070312,140.0,1879.7000122070312,-159.399995803833,1420.3999328613281,-5308.4002685546875,-229.50000762939453,0.0,255.0,0.13764049333310813,-0.26727690930838494,-3.140008998022215,True,31.0,False,4,12,9,,
