,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_ball_cam,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,178,0.0,False,True,0,5172.247444875817,4.46999979019165,46.7400016784668,94.08999633789062,3737.0001220703125,29512.7001953125,2270.2000427246094,-1319.6000671386719,-53.09999942779541,-807.2000122070312,0.0,-0.001026994362712759,-0.013428151069086344,-0.021977926215901656,76561198039309853,enpitsu,27.0,-28.43000030517578,-203.22000122070312,103.0999984741211,-4769.89990234375,22383.9990234375,2138.0999755859375,-3874.7000122070312,-3765.7998657226562,1026.9000244140625,255.0,255.0,,0.6127134759945911,1.4398062680534536,-0.5088180226522321,True,31.0,False,1,False,2,,bf81d8692db,games5425898691,18.0,2729.4599609375,-4036.97998046875,17.010000228881836,18583.800048828125,-8804.400024414062,2.3000000417232513,-1.0999999940395355,0.19999999552965164,1831.0000610351562,255.0,255.0,0.009610512580810828,-0.38751123525278264,0.00014290079816221243,True,0.0,False,False,False,False,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,7.0,-4.630000114440918,993.5499877929688,126.0,1588.800048828125,-14869.000244140625,2041.9000244140625,91.00000381469727,9.599999785423279,-5.299999713897705,214.0,121.0,,0.011075830064045934,-1.4643386473122566,4.765340887469232e-05,True,27.811569698395267,True,4,False,False,,
1,184,0.0,False,False,1,5830.750060247317,-97.58999633789062,-605.469970703125,123.12999725341797,-19251.600341796875,-8888.800048828125,356.30001068115234,-1383.3000183105469,323.8999938964844,5829.2999267578125,1.0,0.05010426089209589,-0.16679884159055358,-0.18450909680943522,9b0ce769cd7c4b80a9dd42cdd1875166,LEESSGOOW Kaito,7.0,40.900001525878906,-747.75,146.3699951171875,4091.4999389648438,20017.7001953125,993.1999969482422,-3297.2000122070312,4401.9000244140625,-35.19999980926514,214.0,97.0,,-0.3563872554766238,1.3501168683142932,0.6704191892009841,True,9.034657816733084,True,3,False,4,,bf508747f6b,T KeKs,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,27.0,True,150.69000244140625,-286.7099914550781,113.58999633789062,4848.399963378906,-19461.800537109375,-164.3000030517578,4523.900146484375,2896.9000244140625,1179.4000244140625,255.0,255.0,,-0.5626029152992391,0.1352824756848643,-2.8749246919165463,1,False,2,31.0,False,,games5425898691,bf81d8692db,18.0,-3048.080078125,4132.08984375,17.010000228881836,-19168.599853515625,2708.699951171875,2.3000000417232513,0.19999999552965164,-0.09999999776482582,1956.7999267578125,128.0,255.0,,-0.00963609050465615,0.06697902473032208,2.8031417515424807e-05,True,255.0,False,False,False,False,,
2,280,3.0,False,False,0,5384.308529108006,3947.139892578125,2787.389892578125,581.1599731445312,-13455.400390625,20517.19970703125,-5854.7998046875,-3994.8001098632812,3206.400146484375,3123.9999389648438,0.0,0.6003386280818339,2.8242079062603422,0.7955656486540388,bf81d8692db,games5425898691,19.0,4080.090087890625,2630.239990234375,686.280029296875,410.6999969482422,21034.7998046875,-1013.3000183105469,-3717.39990234375,-862.6000213623047,273.8999938964844,255.0,255.0,,0.15668665326741446,1.5648139140072097,-1.5986958672158165,True,150.0,False,False,False,False,,76561198039309853,enpitsu,27.0,-2519.89990234375,4171.759765625,17.049999237060547,12797.39990234375,-3767.60009765625,-1.5000000596046448,7.400000095367432,-1.8000000715255737,774.8000335693359,255.0,255.0,0.01671978939870105,-0.2993124629944742,0.0002013999404413627,True,236.19687745648045,True,2,False,2,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,8.0,-2893.949951171875,-1059.010009765625,98.5999984741211,-11708.399658203125,16092.19970703125,-150.79999923706055,-4368.399963378906,3318.599853515625,-392.20001220703125,201.0,128.0,,-0.4491497538141092,2.440402491355808,-1.4677876607130949,,,False,6,5,False,,
3,337,5.0,False,True,0,2985.960474585124,1966.949951171875,4291.77978515625,336.80999755859375,-16070.0,9010.10009765625,5904.7998046875,2899.2999267578125,-38.80000114440918,-3830.1998901367188,0.0,0.8174227444633883,1.0808121287987433,2.328600495195105,bf81d8692db,games5425898691,19.0,2109.89990234375,4156.56005859375,190.22000122070312,-13820.799560546875,6500.2001953125,2482.100067138672,2231.0000610351562,-3726.4999389648438,-3374.2001342773438,255.0,255.0,,-0.701401631876,2.13808748165377,-0.786025512328004,True,150.0,False,3,False,4,,76561198039309853,enpitsu,27.0,-590.6199951171875,3887.300048828125,17.049999237060547,0.9000000357627869,7.699999809265137,2.5999999046325684,-2.5,-3.3000001311302185,-0.5000000074505806,255.0,0.0,0.017213440203718258,-0.43092981638573397,4.87172482286288e-05,True,225.0,False,2,False,2,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,8.0,-1884.4300537109375,2200.85009765625,89.54000091552734,14668.299560546875,16174.300537109375,-1479.7000122070312,-515.4999923706055,2234.499969482422,-228.60000610351562,226.0,128.0,,-0.18530981002682081,1.1053297337589103,-0.3593753725785099,True,255.0,False,8,8,False,,
4,380,7.0,True,True,0,715.8203377958823,-185.08999633789062,5056.2998046875,143.66000366210938,-16420.899658203125,6280.8001708984375,7933.800048828125,5991.5997314453125,-60.39999961853027,309.6999931335449,0.0,-0.5342792650221092,0.6116710512607634,-2.5895190023597183,bf81d8692db,games5425898691,19.0,-74.0,5016.22998046875,67.12000274658203,-11818.299560546875,10176.300048828125,1552.5,-5156.099853515625,1197.300033569336,-1493.6000061035156,255.0,0.0,,0.625428331389557,2.500953055111999,0.3477746985365016,True,137.0,False,5,False,6,,76561198039309853,enpitsu,27.0,-186.22999572753906,3963.52001953125,17.049999237060547,1515.8000183105469,4661.300048828125,2.8999999165534973,0.3999999910593033,0.0,2094.4000244140625,255.0,255.0,0.016689886153422546,1.2294244474624467,3.426732819685839e-05,True,225.0,False,2,False,2,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,8.0,-610.9299926757812,4440.14990234375,17.010000228881836,1333.2000732421875,10300.0,2.0000000298023224,-0.19999999552965164,-4.399999976158142,839.5999908447266,253.0,128.0,,0.009531443587634483,1.4779381139793004,-7.508614478104747e-06,True,255.0,False,8,8,False,,False
5,640,7.0,False,False,0,5454.448658535797,-52.93000030517578,-248.89999389648438,154.2100067138672,-1494.6000671386719,11649.49951171875,13943.299560546875,5846.6998291015625,-208.1999969482422,1331.1000061035156,0.0,-0.07828104151711926,0.20815888470309796,0.394461866628544,bf81d8692db,games5425898691,19.0,-72.11000061035156,-383.5799865722656,76.66999816894531,-548.3000183105469,18135.30029296875,1665.8999633789062,-4625.799865722656,1743.6000061035156,-2410.5999755859375,128.0,128.0,,0.5409659401246387,1.639013378167533,0.1139447253369198,True,31.0,False,3,False,4,,76561198039309853,enpitsu,27.0,0.0,-2721.449951171875,17.049999237060547,0.0,9620.0,2.5999999046325684,0.9000000357627869,0.0,0.0,255.0,,0.016739146050657055,1.5707748601894964,7.390838311388122e-06,True,146.0,False,False,False,False,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,7.0,-23.860000610351562,2543.889892578125,21.239999771118164,930.4000091552734,-13151.600341796875,-1711.9000244140625,3544.1000366210938,1539.7999572753906,-3913.699951171875,195.0,128.0,,-0.15333974317119137,-1.4532455606721875,0.034538667757373506,True,146.0,False,4,4,False,,
6,990,11.0,False,False,0,5381.642009517432,138.88999938964844,-141.1999969482422,142.42999267578125,9573.099975585938,20104.7998046875,11518.699951171875,4655.799865722656,1496.4999389648438,-3476.0000610351562,0.0,0.3815864229575655,-0.10086836297775095,0.6588253827851148,bf81d8692db,games5425898691,18.0,134.4499969482422,-360.7900085449219,80.87000274658203,-1247.9000091552734,22491.39892578125,2237.7000427246094,-5152.39990234375,1917.7999877929688,155.6999969482422,128.0,111.0,,0.6437669724462975,1.7067446637404515,0.3452275199528753,True,0.0,False,3,False,4,,76561198039309853,enpitsu,27.0,-3135.1298828125,-4134.60986328125,17.049999237060547,-4110.4998779296875,-6150.2001953125,2.5,0.9000000357627869,-0.5999999865889549,0.0,255.0,128.0,0.016327699749800174,0.98159900469656,-3.0685511616875044e-06,True,255.0,False,False,False,False,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,8.0,709.4099731445312,2198.77001953125,17.0,-11063.399658203125,-1931.6999816894531,3.100000023841858,0.5999999865889549,0.0,0.0,206.0,128.0,,0.009509905936302767,-2.968724965883325,4.9681715877126405e-05,True,116.0,False,False,False,False,,
7,1207,19.0,False,False,0,10261.174638953828,1164.969970703125,-4912.06982421875,97.08999633789062,26711.79931640625,1710.8999633789062,3788.5000610351562,-1702.1000671386719,5564.1998291015625,1463.3000183105469,0.0,-0.552258936336081,1.0923249017614978,2.1698681544077068,76561198039309853,enpitsu,27.0,1182.6700439453125,-5102.1298828125,147.92999267578125,-16736.300048828125,462.2999954223633,-12733.900146484375,2034.7000122070312,-669.4000244140625,-240.40000915527344,255.0,0.0,,0.642388805778514,3.130375242882688,1.535199649976592,True,162.0,False,False,False,False,,bf81d8692db,games5425898691,19.0,925.969970703125,-4931.06005859375,129.85000610351562,22844.09912109375,2665.2999877929688,196.49999618530273,-2227.2000122070312,5028.2000732421875,-75.70000171661377,255.0,178.0,0.47307992263151066,0.2100708714594533,-0.12979408029552017,True,114.32123866132508,True,8,False,7,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,8.0,3211.840087890625,251.50999450683594,17.0,-7839.6002197265625,-8772.5,3.1999999284744263,0.0,-0.5000000074505806,0.0,225.0,128.0,False,0.009505430876081954,-2.300072710873014,-4.3273044059228505e-05,True,255.0,False,False,False,False,,
8,1267,21.0,False,False,1,5331.83884668186,-3821.469970703125,2655.25,556.9199829101562,-4219.4000244140625,21981.79931640625,11239.100341796875,3198.800048828125,-3642.39990234375,-3535.4998779296875,1.0,-0.08036750320228497,-0.1245626010829334,0.8012640310283649,9b0ce769cd7c4b80a9dd42cdd1875166,LEESSGOOW Kaito,8.0,-3836.590087890625,2531.139892578125,457.30999755859375,-4297.099914550781,12084.69970703125,2604.2999267578125,3561.400146484375,3424.2001342773438,1336.6999816894531,187.0,128.0,False,0.3626186311201921,1.8719792705127518,1.1677294494296713,True,196.8664514762099,True,False,4,4,,bf508747f6b,T KeKs,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,27.0,True,-1166.27001953125,3016.3701171875,17.049999237060547,255.6999969482422,233.29999923706055,2.5999999046325684,-1.5000000596046448,1.7000000178813934,-29.000000953674316,0.0,128.0,,-0.017257389021562063,-0.7237171384874338,1.9824325047547267e-05,False,False,False,193.0,False,,games5425898691,bf81d8692db,19.0,-3489.719970703125,3394.5,17.020000457763672,7435.10009765625,-11823.399658203125,1.2999999523162842,-0.3999999910593033,0.09999999776482582,2173.3999633789062,255.0,255.0,,-0.009605305824447156,-2.198056526589884,3.539697484424412e-05,True,113.0,False,8,8,False,,
9,1353,24.0,False,False,0,10365.665358305208,1255.8499755859375,-4999.85009765625,619.8900146484375,8742.60009765625,2802.5,29058.5009765625,-3528.900146484375,-2548.3999633789062,-4129.4000244140625,0.0,-0.2227260032083589,1.4677819374030598,-2.203602428309875,bf81d8692db,games5425898691,19.0,1213.3499755859375,-4889.330078125,468.5400085449219,-4056.7001342773438,-1719.2999267578125,-1239.4000244140625,-2997.9000854492188,-1133.8999938964844,4469.5001220703125,255.0,97.0,,-0.5433782408819768,-1.3960816640327514,0.3552288933202769,True,37.83969016741681,True,9,False,10,,76561198039309853,enpitsu,27.0,769.3099975585938,-5122.68994140625,102.06999969482422,-3.100000023841858,10.700000524520874,2165.0,0.3999999910593033,0.19999999552965164,-0.5999999865889549,128.0,128.0,0.01760482136562512,1.5616850375397793,-0.0009424281846292514,True,193.0,False,2,False,False,,T KeKs,bf508747f6b,,,,,,,,,,,,,,,,,,,,,,,,LEESSGOOW Kaito,9b0ce769cd7c4b80a9dd42cdd1875166,8.0,3510.89990234375,-2334.080078125,17.010000228881836,-10098.200073242188,3175.5999755859375,2.0000000298023224,0.7000000029802322,-0.09999999776482582,1809.2999267578125,255.0,176.0,False,0.009521899483997202,2.9362961989483396,-0.00017277356009336682,True,216.0,False,4,False,4,,
