,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
37,2908,71.0,False,False,0,10192.278677104248,-3125.7900390625,-4805.3798828125,573.5900268554688,-5603.499755859375,5436.6998291015625,5320.8001708984375,4238.299865722656,-353.6000061035156,4232.099914550781,0.0,0.14547564451818287,-2.9127993264070766,2.897606792219294,76561198273900649,theTRICKSTER,20.0,-3044.389892578125,-4967.68994140625,517.260009765625,-9944.500122070312,6452.1002197265625,9125.10009765625,-1278.0999755859375,-1411.9000244140625,-1364.4000244140625,255.0,0.0,False,-0.6195030740603289,2.5805705118832156,1.562749711650873,True,10,10,173.190692440156,True,False,,76561198367569986,DonTLkDWn,16.0,-1701.97998046875,-3694.840087890625,18.639999389648438,371.50001525878906,9738.800048828125,3.799999952316284,-0.09999999776482582,-0.29999999329447746,2832.0001220703125,255.0,255.0,False,0.005935790186453819,1.6615930844212132,-3.583061195674188e-05,True,128.0,False,6,6,False,,enpitsu,76561198039309853,27.0,-3462.3798828125,-4546.35986328125,158.08999633789062,-7004.2999267578125,1758.2000732421875,7742.39990234375,-2758.2998657226562,2685.4998779296875,232.99999237060547,255.0,128.0,False,-0.8695525806986585,2.9124873310332395,0.8916094269694673,True,47.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-1550.699951171875,545.0999755859375,16.989999771118164,4532.0001220703125,-19530.899658203125,4.799999892711639,0.19999999552965164,-0.09999999776482582,-2013.0000305175781,255.0,0.0,,0.009572459867964641,-1.4205685983908256,-1.4116234667021048e-05,True,253.0,False,False,6,6,
38,2916,72.0,False,False,0,9972.456415389139,-3356.89990234375,-4524.0498046875,738.6599731445312,-9287.5,13063.800048828125,5855.7000732421875,918.4999847412109,-58.29999923706055,1481.9000244140625,0.0,0.12164599459876736,-2.77934062588342,2.3653589202627794,76561198273900649,theTRICKSTER,20.0,-3273.610107421875,-4699.509765625,695.3599853515625,-8575.999755859375,12715.999755859375,6083.2000732421875,-288.8999938964844,-455.6999969482422,-1127.6000213623047,0.0,128.0,False,-0.2983492652079338,2.255579125267666,1.5084374241609027,True,12,10,148.1679742259364,True,False,,76561198367569986,DonTLkDWn,16.0,-1753.1400146484375,-3436.169921875,18.639999389648438,-2721.4999389648438,10449.100341796875,3.6000001430511475,0.5999999865889549,-2.199999988079071,-924.5999908447266,255.0,0.0,False,0.005952564998735319,1.8539136754148826,-0.0001843590756664206,True,128.0,False,6,6,False,,enpitsu,76561198039309853,27.0,-3624.610107421875,-4415.33984375,457.29998779296875,-4036.9000244140625,4060.0,8549.099731445312,40.900001525878906,-4.799999892711639,0.5000000074505806,128.0,128.0,False,-1.0060448446852674,2.38476130839738,1.5476684926695463,True,47.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-1608.8299560546875,-56.34000015258789,16.989999771118164,-7506.500244140625,-17253.900146484375,4.799999892711639,0.09999999776482582,0.0,-2000.2999877929688,255.0,0.0,,0.009577760711987255,-2.0563458172836433,-1.4049485278453876e-05,True,253.0,False,False,6,6,
39,2931,72.0,False,False,0,9401.390128964817,-3892.7900390625,-3770.969970703125,960.5,-14240.0,19286.600341796875,1577.1000671386719,152.89999961853027,-160.0,3616.199951171875,0.0,0.4639599819469291,-1.9480882447135954,2.0208861431166154,76561198273900649,theTRICKSTER,20.0,-3770.570068359375,-3935.25,939.4400024414062,-8842.000122070312,19724.89990234375,2921.400146484375,-1813.6000061035156,935.4000091552734,2618.599853515625,255.0,128.0,False,-0.09045812871269326,1.6653949729607385,0.7780825928238785,True,12,11,130.15722163005543,True,False,,76561198367569986,DonTLkDWn,16.0,-1731.81005859375,-2838.1201171875,18.639999389648438,1947.2999572753906,12395.0,3.400000035762787,0.0,-0.9000000357627869,-9.49999988079071,255.0,128.0,False,0.0059528772887978395,1.413607997638638,8.219106980052154e-05,True,128.0,False,6,6,False,,enpitsu,76561198039309853,27.0,-3822.27001953125,-4216.9501953125,825.3599853515625,-4768.299865722656,4920.299987792969,5999.6002197265625,-1677.7999877929688,-1535.5999755859375,-398.6000061035156,255.0,0.0,False,-0.7251237910924736,2.3587092265994802,1.5543499337107496,True,47.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-2399.14990234375,-593.7100219726562,16.989999771118164,-16833.900146484375,-536.5999984741211,4.799999892711639,-0.19999999552965164,-0.09999999776482582,-1990.2999877929688,255.0,0.0,,0.009577249456901171,3.1035941411835437,-1.4713115024192914e-05,True,253.0,False,False,6,6,
40,3026,76.0,False,False,1,9341.676420616126,3650.93994140625,-3786.2099609375,113.91000366210938,11533.800048828125,-2580.4998779296875,-2775.2999877929688,3051.9000244140625,1801.9999694824219,-4841.300048828125,1.0,-0.4527275300882017,1.007002235673549,-2.9395642336146883,bf81d8692db,games5425898691,24.0,3531.969970703125,-3875.949951171875,115.08999633789062,-1000.2999877929688,-828.0000305175781,-5.099999904632568,-2776.400146484375,4747.5,-53.29999923706055,255.0,54.0,,1.0385298693658045,0.8185014074892109,1.1513736162530153,True,10,9,253.0,False,False,,76561198039309853,enpitsu,27.0,1988.9100341796875,-202.35000610351562,96.88999938964844,-8493.900146484375,-21361.79931640625,-154.7000026702881,5212.80029296875,1483.8999938964844,934.7000122070312,,,,-0.3917300379942203,0.45131163551379705,-2.955659166101636,True,10.0,False,6,5,False,,DonTLkDWn,76561198367569986,16.0,-857.510009765625,-568.2999877929688,18.639999389648438,-12615.0,-7647.80029296875,3.4999999403953552,-0.0,-0.0,2058.0999755859375,255.0,255.0,,-0.0059959499574050446,-0.608636961266829,1.1492286991641988e-05,True,174.0,False,6,False,6,,theTRICKSTER,76561198273900649,20.0,3772.010009765625,-2693.97998046875,83.29000091552734,464.0999984741211,-22818.30078125,-1723.6000061035156,2711.4999389648438,123.29999923706055,-185.49999237060547,,,,0.5736901595361507,-1.6607682112725488,-0.08135620643261378,True,96.0,False,False,14,14,
41,3108,79.0,False,False,0,3187.5690240790977,-3702.070068359375,3627.860107421875,99.77999877929688,15569.100341796875,-3115.1998901367188,3257.9998779296875,-257.60000228881836,-2165.0999450683594,-591.3999938964844,0.0,-0.9130608020088389,-1.4991829667231429,1.874973847902028,76561198273900649,theTRICKSTER,20.0,-3925.800048828125,3668.090087890625,33.29999923706055,12466.500244140625,424.00001525878906,-5663.3001708984375,-107.10000038146973,-4123.0999755859375,-937.3000335693359,255.0,0.0,False,0.37366263327080856,0.05268565783328172,0.07119275296565948,True,14,14,74.07067536538649,True,False,,76561198367569986,DonTLkDWn,16.0,-1213.2099609375,1058.3800048828125,18.639999389648438,-12285.6005859375,5841.5997314453125,3.4999999403953552,-0.5000000074505806,0.0,-2229.600067138672,255.0,0.0,False,0.005957056618361521,2.631517670211872,-5.338076611405448e-05,True,174.0,False,6,6,False,,enpitsu,76561198039309853,27.0,244.3300018310547,5465.7998046875,21.3799991607666,-7524.6002197265625,1238.0999755859375,68.4000015258789,-10.099999904632568,-139.399995803833,3259.1000366210938,255.0,255.0,False,0.01967793751610593,-3.0494148795412506,-0.04003882822936342,True,40.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,-3406.090087890625,3705.1201171875,17.010000228881836,-2085.800018310547,-4927.900085449219,2.3000000417232513,0.09999999776482582,-0.3999999910593033,-2020.0999450683594,128.0,0.0,,0.00962240546047839,-1.9616849918052606,8.301582027397985e-06,True,253.0,False,False,10,10,
42,3111,79.0,False,False,1,9145.109787987145,3587.14990234375,-3600.179931640625,131.0800018310547,7147.39990234375,5286.400146484375,9990.2001953125,-29.000000953674316,-4467.5,1796.300048828125,1.0,0.9285614379760961,1.69409047293804,2.08296695149749,bf81d8692db,games5425898691,24.0,3438.260009765625,-3639.2099609375,47.900001525878906,590.6999969482422,3749.2999267578125,2306.699981689453,-1864.2999267578125,-1653.3999633789062,929.3000030517578,255.0,0.0,,-0.03070981830307807,2.1668099924361663,-0.07806852221052935,True,12,10,253.0,False,False,,76561198039309853,enpitsu,27.0,-182.30999755859375,-5461.64990234375,21.290000915527344,7312.39990234375,1781.7999267578125,-65.19999980926514,1.7000000178813934,116.89999580383301,2867.9000854492188,255.0,255.0,False,-0.029861556866584905,2.7958165926374563,-0.0374050325283365,True,40.0,False,6,6,False,,DonTLkDWn,76561198367569986,16.0,1309.5400390625,-1116.9100341796875,18.639999389648438,10906.8994140625,-7952.39990234375,3.4999999403953552,0.3999999910593033,-0.09999999776482582,-2243.0999755859375,255.0,0.0,False,-0.00594805597935469,-2.445081048479408,-4.1643762463906717e-05,True,174.0,False,6,False,6,,theTRICKSTER,76561198273900649,20.0,3715.070068359375,-3648.3798828125,14.579999923706055,-13739.7998046875,3379.4000244140625,424.90001678466797,-131.30000114440918,-228.29999923706055,-2141.3999938964844,255.0,0.0,False,0.006581514806217637,0.2973033040880698,-0.005227610219942779,True,64.67223228177718,True,False,14,14,
43,3166,81.0,False,False,0,3410.75851728518,-3418.260009765625,2844.030029296875,384.45001220703125,3.1999999284744263,15843.299560546875,2017.5,3092.0001220703125,-2100.7000732421875,-3505.1998901367188,0.0,0.7195755410914283,-0.241922850271661,0.8323173358931123,76561198367569986,DonTLkDWn,16.0,-3412.8798828125,2684.4599609375,282.6499938964844,-5445.999755859375,11115.0,1956.3999938964844,1335.8000183105469,5196.7999267578125,1207.3999786376953,128.0,128.0,False,-0.2209968148170255,1.3154988216112713,2.0844615512663154,True,8,7,111.35725616896022,True,False,,76561198273900649,theTRICKSTER,20.0,-3816.409912109375,2622.7099609375,17.520000457763672,-8022.39990234375,5216.6998291015625,188.99999618530273,-63.20000171661377,934.1999816894531,-2984.5001220703125,255.0,0.0,False,-0.00851293922270897,2.4155871607487374,0.01780518029900543,True,90.0,False,14,14,False,,enpitsu,76561198039309853,27.0,-215.39999389648438,4314.91015625,17.059999465942383,-3070.8999633789062,5965.30029296875,1.2999999523162842,0.5000000074505806,-1.5000000596046448,-169.20000076293945,255.0,255.0,False,0.016623971610359552,2.0294095652695785,0.0002057715052061093,True,71.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,-2332.139892578125,2441.93994140625,17.010000228881836,-5589.7998046875,-4368.399963378906,2.5999999046325684,-0.29999999329447746,-0.3999999910593033,-1640.0999450683594,255.0,0.0,,0.0094999317656695,-2.4228792239504733,-0.00048252047964916637,True,253.0,False,False,12,12,
44,3213,83.0,False,False,0,2005.1045978194973,-2800.89990234375,4514.06005859375,121.3499984741211,18442.2998046875,17731.800537109375,8639.89990234375,5045.199890136719,1563.0999755859375,-2846.400146484375,0.0,-0.02854995552242118,-2.8820923131787057,0.08965032912873604,76561198273900649,theTRICKSTER,20.0,-2909.760009765625,4401.330078125,27.8700008392334,10477.39990234375,15683.299560546875,2302.7000427246094,188.60000610351562,-1190.8000183105469,2309.7000122070312,255.0,128.0,False,-0.001313645654598797,0.6982881309136599,-0.0805492732423755,True,14,14,236.19363445107658,True,False,,76561198367569986,DonTLkDWn,16.0,-3196.739990234375,4489.080078125,17.040000915527344,14128.00048828125,-1912.1000671386719,-407.5,-1037.0999908447266,-1286.4999389648438,-1645.0,255.0,0.0,False,0.016835016367496757,-0.18752519058510841,0.0005680851728516704,True,26.0,False,8,8,False,,enpitsu,76561198039309853,27.0,-837.1799926757812,4660.35986328125,17.059999465942383,5380.4998779296875,-380.60001373291016,1.899999976158142,0.19999999552965164,0.0,2107.100067138672,128.0,128.0,False,0.016915882875460753,-2.9722618666546334,4.415945435839785e-05,True,71.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,-2863.25,4276.97998046875,16.809999465942383,5513.499755859375,14922.5,1.1999999731779099,-9.200000166893005,8.899999856948853,-552.400016784668,255.0,255.0,,0.006727766247946805,1.2999054773408405,0.0063134143880803125,True,140.23656759467184,True,False,12,12,
45,3254,84.0,False,False,0,1359.99472933269,-798.010009765625,3783.5400390625,288.7200012207031,23451.8994140625,-256.200008392334,2567.0001220703125,3319.4000244140625,-3161.9000244140625,3082.9000854492188,0.0,-0.6640662028027617,-2.56726669155317,-1.1205969282813575,76561198367569986,DonTLkDWn,16.0,-1046.4599609375,3746.780029296875,205.02999877929688,21592.39990234375,-4481.199951171875,1701.9000244140625,149.60000038146973,1116.500015258789,133.50000381469727,255.0,128.0,False,0.31573326186478723,-0.09491424182664554,0.021702603562691318,True,10,9,0.0,False,False,,76561198273900649,theTRICKSTER,20.0,-1780.1700439453125,4891.60986328125,14.800000190734863,1446.300048828125,-10100.599975585938,267.00000762939453,202.09999084472656,176.10000610351562,1600.5000305175781,255.0,128.0,False,-0.008816654211635482,-1.3948441495838342,0.00435392808447189,True,201.34232287509468,True,14,14,False,,enpitsu,76561198039309853,27.0,-737.8400268554688,3962.35009765625,48.97999954223633,7986.300048828125,-11671.8994140625,3401.4999389648438,383.69998931884766,349.59999084472656,1560.7000732421875,255.0,128.0,False,0.02971427744402528,-0.8028479443758438,-0.0002639933248472706,True,0.0,False,8,False,7,,games5425898691,bf81d8692db,24.0,-1389.0799560546875,5102.56005859375,176.27000427246094,12701.800537109375,-127.60000228881836,-5151.6998291015625,-569.1999816894531,-62.800002098083496,-250.30000686645508,255.0,128.0,,0.3653495661284043,-0.005483221944816102,1.5546388862277465,True,105.0,False,False,12,12,
46,3330,87.0,False,False,0,5007.149038180623,3862.39990234375,3581.419921875,641.8300170898438,-18961.500244140625,5319.0997314453125,9964.89990234375,143.59999656677246,1225.6999969482422,5871.6998291015625,0.0,0.3009489914267155,-0.5419191530664418,2.6516181474494043,76561198367569986,DonTLkDWn,16.0,3997.47998046875,3528.219970703125,574.25,-11919.89990234375,11962.80029296875,8982.899780273438,-3437.2000122070312,-1105.8000183105469,-1702.7000427246094,128.0,255.0,,-0.31501631589903767,1.44169682010319,-1.503494814169969,True,12,11,,False,False,,76561198273900649,theTRICKSTER,20.0,516.4299926757812,2712.10009765625,16.989999771118164,4432.200012207031,1019.7000122070312,4.900000095367432,-0.29999999329447746,-1.2999999523162842,1880.3999328613281,255.0,255.0,,0.009600257360853053,0.152332217833658,0.0001861720411611595,True,218.0,False,14,14,False,,enpitsu,76561198039309853,27.0,2944.139892578125,131.8300018310547,17.030000686645508,18093.00048828125,-10677.19970703125,5.600000023841858,-0.5999999865889549,0.09999999776482582,1804.4999694824219,255.0,255.0,False,0.016780568468218206,-0.4875082712136265,0.0002128947306825405,True,,False,8,False,8,,games5425898691,bf81d8692db,24.0,3880.050048828125,4148.330078125,196.22999572753906,7409.6002197265625,-2048.3999633789062,15680.50048828125,2893.2998657226562,-4675.199890136719,-141.99999809265137,255.0,255.0,,-1.1598332568787464,-0.2725294858832845,0.9470083366177557,True,255.0,False,False,12,12,
47,3405,90.0,False,False,0,238.14526122794834,-1070.2099609375,4977.6298828125,896.1199951171875,-1799.4000244140625,9349.69970703125,-5717.39990234375,515.9000015258789,4376.199951171875,1253.8999938964844,0.0,0.2635139228495037,-2.9827093330345513,3.0500100350549166,76561198273900649,theTRICKSTER,20.0,-1244.699951171875,4933.9599609375,870.5399780273438,-11995.50048828125,8682.2998046875,2951.7001342773438,-1775.0999450683594,4782.39990234375,-2055.8999633789062,0.0,0.0,True,-0.5108241460048542,0.640967305218265,2.1926547716332414,True,16,14,106.37784948656635,True,4,,76561198367569986,DonTLkDWn,16.0,783.2000122070312,4587.7998046875,121.61000061035156,-15021.500244140625,-5170.10009765625,-1164.4000244140625,673.8999938964844,169.40000534057617,-22.100000381469727,0.0,128.0,,0.16541657612464913,-2.7629477424473903,-0.9773252224763228,True,,False,14,14,False,,enpitsu,76561198039309853,27.0,1591.1700439453125,3876.2900390625,17.030000686645508,-17551.600341796875,14543.800048828125,5.099999904632568,-0.09999999776482582,0.0,0.0,255.0,128.0,False,0.016771441979607574,2.4496372832812936,-7.108433870861625e-06,True,155.0,False,8,False,8,,games5425898691,bf81d8692db,24.0,-205.02000427246094,5103.009765625,921.9400024414062,-22611.4990234375,-5.099999904632568,-4209.200134277344,-0.29999999329447746,26.700000762939453,0.0,255.0,128.0,,0.1699378113781712,3.1318552169979585,-1.5724769456800136,True,134.0,False,False,12,12,
48,3443,91.0,False,False,0,947.194629150082,-1348.3499755859375,4307.7998046875,271.94000244140625,-28156.4990234375,3371.9000244140625,9892.19970703125,4542.200012207031,-229.69999313354492,3913.3999633789062,0.0,-0.20483236534505067,3.1295497349373975,1.602812726436456,76561198367569986,DonTLkDWn,16.0,-1216.18994140625,4172.7001953125,165.94000244140625,-20211.99951171875,2014.7000122070312,2968.900146484375,-181.39999389648438,-2318.9999389648438,-4983.800048828125,255.0,128.0,,0.14968734589658228,2.487303118911508,-1.1981365109890236,True,16,15,11.0,False,False,,76561198273900649,theTRICKSTER,20.0,-2726.469970703125,4770.8701171875,790.6599731445312,-10794.000244140625,-4240.299987792969,-4729.89990234375,-543.8000106811523,854.8000335693359,-179.69999313354492,128.0,0.0,False,0.12131687838792686,-0.988796722426261,-0.668875760929376,True,103.0,False,18,14,4,,enpitsu,76561198039309853,27.0,-1133.97998046875,4323.47021484375,201.1699981689453,-19406.800537109375,-6776.199951171875,1925.8000183105469,1001.9000244140625,-5359.2999267578125,-723.3999633789062,255.0,128.0,False,0.07651075930760694,-3.0370907389951873,-0.031295168279152616,True,115.0,False,10,False,9,,games5425898691,bf81d8692db,24.0,-2295.35009765625,4595.66015625,17.010000228881836,2270.8999633789062,-13283.399658203125,9.800000190734863,8.299999833106995,25.09999990463257,2211.7999267578125,255.0,255.0,,0.008885483235111813,-1.3397712215430573,0.0011999556768969273,True,134.0,False,False,12,12,
49,3518,94.0,False,False,0,4510.7603964041555,-3135.68994140625,1224.550048828125,100.19000244140625,334.00001525878906,-11574.7998046875,5887.5,5481.500244140625,158.1999969482422,-2434.7000122070312,0.0,0.37720633730379466,2.471120906154907,2.7736253822616375,76561198273900649,theTRICKSTER,20.0,-3229.840087890625,927.5900268554688,79.08000183105469,5312.9998779296875,-22284.09912109375,-2046.199951171875,2484.2999267578125,-167.19999313354492,-133.00000190734863,128.0,128.0,False,-0.5326488532551074,-1.606529954083012,0.2769637233772249,True,20,16,13.0,False,4,,76561198367569986,DonTLkDWn,16.0,-3349.050048828125,2384.419921875,79.4000015258789,7109.2999267578125,-12492.7001953125,-1326.0000610351562,3010.4000854492188,2209.499969482422,-66.19999885559082,128.0,0.0,,-1.1030293292821474,-0.9026836590486454,0.49119206706475915,False,0.0,False,18,18,False,,enpitsu,76561198039309853,27.0,-3410.340087890625,1130.5,17.010000228881836,-3895.10009765625,-22667.7001953125,3.400000035762787,0.0,0.3999999910593033,-37.200000286102295,255.0,128.0,False,0.016776036698354205,-1.7447851928401785,4.5659547465478805e-05,True,22.0,False,10,False,10,,games5425898691,bf81d8692db,24.0,-1790.7900390625,1984.52001953125,17.020000457763672,-10399.599609375,-19738.199462890625,-2.0000000298023224,-0.29999999329447746,-0.7000000029802322,60.999999046325684,255.0,146.0,,0.009600094144575199,-2.054316752175485,-4.126923274446189e-05,True,131.33290309803462,True,False,12,12,
50,3556,95.0,False,False,1,5264.639017639067,3092.64990234375,355.5299987792969,280.6499938964844,-1457.5,19922.099609375,7794.69970703125,688.3999633789062,-5612.5,2006.199951171875,1.0,1.2485999467663247,-1.7998923231869766,1.956787388291228,bf81d8692db,games5425898691,24.0,3040.1201171875,222.77000427246094,133.3800048828125,13769.69970703125,15964.100341796875,3476.6000366210938,-3945.7998657226562,-952.5,-884.4000244140625,255.0,252.0,,0.20442301792561265,2.9088725889766147,-0.02698527678330612,True,14,13,145.0,False,False,,76561198039309853,enpitsu,27.0,3281.989990234375,514.8499755859375,17.040000915527344,6.800000071525574,10.800000429153442,3.799999952316284,1.5000000596046448,4.600000083446503,0.5000000074505806,128.0,128.0,False,-0.01715778742353564,0.5312412337362109,-4.4053559320444764e-05,True,255.0,False,10,10,False,,DonTLkDWn,76561198367569986,16.0,2756.3701171875,-110.56999969482422,85.86000061035156,-3016.199951171875,17987.2998046875,-1506.9999694824219,-2960.10009765625,440.09998321533203,179.89999771118164,128.0,128.0,,0.6763720588360346,1.7670692899955707,0.0771096454364082,True,0.0,False,20,False,20,,theTRICKSTER,76561198273900649,20.0,3539.300048828125,2261.179931640625,17.0,1695.2000427246094,22760.10009765625,3.4999999403953552,-0.09999999776482582,-3.700000047683716,1494.1999816894531,255.0,128.0,False,-0.009584223522142301,1.589771900811437,0.00013032812453601106,False,0.0,False,4,20,16,
51,3623,98.0,False,False,0,10287.30017403374,-2754.77001953125,-4977.97998046875,251.19000244140625,491.5999984741211,5346.7999267578125,5695.7000732421875,3369.89990234375,4905.5999755859375,-760.1000213623047,0.0,0.013094289486205802,0.8113864268853884,-2.062671094139498,76561198273900649,theTRICKSTER,20.0,-2736.760009765625,-5078.14013671875,138.97000122070312,-6921.300048828125,2005.0999450683594,-1858.0999755859375,1961.9000244140625,-1587.2000122070312,-1501.1000061035156,255.0,0.0,False,0.2516348339583246,2.8483003111359313,1.3442480122697065,True,20,16,255.0,False,4,,76561198367569986,DonTLkDWn,16.0,-969.6300048828125,-2973.3798828125,18.649999618530273,1767.7999877929688,-14247.60009765625,2.199999988079071,0.0,0.5000000074505806,1478.5000610351562,255.0,255.0,,0.005972432373117354,-1.4530167500401265,0.0003291952223013089,True,,False,20,20,False,,enpitsu,76561198039309853,27.0,-1900.5,-2061.68994140625,17.040000915527344,671.1000061035156,-12491.300048828125,3.700000047683716,0.0,0.7000000029802322,-0.7999999821186066,255.0,128.0,False,0.016712996031054927,-1.5172524709043287,5.830428805347521e-05,True,205.0,False,10,False,10,,games5425898691,bf81d8692db,24.0,-3912.81005859375,-866.1300048828125,29.610000610351562,8287.5,7690.0,-2635.5999755859375,-964.4000244140625,-3720.10009765625,-1863.8999938964844,255.0,17.0,,0.2355352816081044,0.6868467722455064,0.20847804627692085,True,145.0,False,False,14,14,
52,3662,99.0,False,False,1,1998.649093803014,2685.030029296875,4248.9501953125,395.3500061035156,-7400.4998779296875,26437.900390625,1782.5,817.2000122070312,-4882.39990234375,3390.1998901367188,1.0,-0.3534671212728902,-1.0194841747402257,0.20387315440562861,76561198039309853,enpitsu,27.0,2720.080078125,4028.6201171875,311.5899963378906,3623.9999389648438,19399.49951171875,2071.6000366210938,-1399.6000671386719,-3082.9000854492188,-4334.2999267578125,128.0,255.0,False,0.9461979087559537,1.9276809647379203,-0.9432830247569159,True,12,11,187.0,False,False,,bf81d8692db,games5425898691,24.0,2206.409912109375,437.2699890136719,17.010000228881836,-12270.6005859375,5289.89990234375,2.3000000417232513,-0.3999999910593033,-0.0,-2250.2999877929688,255.0,0.0,,-0.009561461650227969,0.473345920340161,-4.750625681406086e-05,True,145.0,False,14,14,False,,DonTLkDWn,76561198367569986,16.0,1518.56005859375,4192.06005859375,18.649999618530273,11550.999755859375,2511.199951171875,2.3999999463558197,-0.7999999821186066,-0.0,2453.300018310547,255.0,255.0,True,-0.005952995925256567,2.864049367622694,0.00016144968202912237,True,31.0,False,20,False,20,,theTRICKSTER,76561198273900649,20.0,2801.56005859375,4350.7900390625,202.19000244140625,-8497.80029296875,-5289.2999267578125,2681.099853515625,-2192.5999450683594,-3306.099853515625,2140.0999450683594,128.0,0.0,False,0.7620218107267096,-1.24525425759684,0.07301447660211442,True,223.62644277593142,True,4,22,17,
53,3707,101.0,True,True,1,2184.6635746611373,1770.3399658203125,3137.929931640625,197.8800048828125,-10003.699951171875,17287.80029296875,5445.999755859375,1605.3999328613281,-1695.2000427246094,5527.0001220703125,1.0,-0.006295819810594084,-2.663912365027689,-2.4544687804179053,bf81d8692db,games5425898691,24.0,1784.3299560546875,2935.5,128.80999755859375,7959.89990234375,18705.6005859375,2591.0000610351562,596.8999862670898,11.499999761581421,-2467.100067138672,255.0,0.0,,0.2034070595870599,2.5871684353437736,0.05712312379911482,True,16,14,77.0,False,False,,76561198039309853,enpitsu,27.0,2567.469970703125,5102.5400390625,449.6000061035156,-7651.500244140625,116.00000381469727,-1635.7000732421875,-111.70000076293945,-2421.199951171875,341.8000030517578,255.0,255.0,False,-0.17580477077875473,0.03615612466669897,-1.5730982006061072,True,187.0,False,12,12,False,,DonTLkDWn,76561198367569986,16.0,1189.1700439453125,4305.240234375,18.649999618530273,-2570.5999755859375,-10644.89990234375,2.3000000417232513,0.9000000357627869,4.300000071525574,245.10000228881836,128.0,0.0,False,-0.005982608488602386,-1.4122597089268747,-0.00022266423275220024,True,52.0,False,21,False,20,,theTRICKSTER,76561198273900649,20.0,1471.260009765625,3266.419921875,52.790000915527344,163.70000839233398,-8801.400146484375,3788.0999755859375,564.5999908447266,497.79998779296875,1390.7000732421875,255.0,128.0,True,-0.029399764151839848,-1.8452400838489602,-0.009319500490443097,True,188.75394399191745,True,4,23,18,
