,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
41,2836,69,False,False,0,6262.9293280432885,3930.919921875,1149.3699951171875,274.8999938964844,2821.4999389648438,-8089.2999267578125,7411.199951171875,-804.1999816894531,-883.7000274658203,3307.0999145507812,0.0,0.1929941099977249,-0.9879505664244689,-1.4710901337723756,250133438555295361,Xxguruguillo74xX,15.0,3902.139892578125,1049.1199951171875,96.87999725341797,11254.69970703125,-18380.699462890625,-1089.3000030517578,3490.10009765625,-1440.2000427246094,3110.10009765625,255.0,1.0,,-1.053271799861834,-1.0080916342126864,0.3900771295507054,True,0.0,False,6,False,6,,ba55cb3f8fb,Carlagr27,12.0,-3556.300048828125,-3574.4599609375,16.989999771118164,3755.5999755859375,-22360.90087890625,5.299999713897705,-0.09999999776482582,0.7999999821186066,1854.1999816894531,255.0,255.0,False,0.009596948259048645,-1.3412792372168747,9.244101019604021e-05,True,4,False,160.0,False,4,,enpitsu,76561198039309853,25,2158.89990234375,4258.669921875,17.059999465942383,17554.49951171875,-62.5,-3.1999999284744263,0.3999999910593033,0.0,28.900001049041748,255.0,128.0,False,0.016783403942932366,-0.00030776226148868693,-2.9557642879919545e-05,True,9.809419572994274,True,4,False,4,,games5425898691,bf81d8692db,20.0,4019.320068359375,1095.1199951171875,95.3499984741211,-7871.500244140625,-19594.200439453125,-8995.599975585938,791.9000244140625,4840.299987792969,-822.9000091552734,255.0,0.0,,0.42600672160978365,-1.9941592836833817,0.7491332721078502,True,39.0644645203826,True,4,False,4,
42,2910,71,False,False,1,6423.869760452811,-3669.030029296875,620.4199829101562,254.8800048828125,-10348.499755859375,21562.39990234375,7970.4998779296875,4221.199951171875,4211.7999267578125,663.7999725341797,1.0,0.4610013275328252,-1.1310252242191599,0.34572174014372864,76561198039309853,enpitsu,25.0,-3583.719970703125,428.79998779296875,155.72000122070312,-8190.2001953125,21382.80029296875,2166.4999389648438,60.59999942779541,-4229.5001220703125,1056.2999725341797,128.0,255.0,False,-0.0171491975449611,1.544120829832084,-0.05250328001114647,True,230.0,False,5,False,6,,bf81d8692db,games5425898691,20.0,-2895.320068359375,4372.740234375,17.0,14791.800537109375,15717.39990234375,4.099999964237213,-0.19999999552965164,-0.0,-1997.4000549316406,255.0,0.0,,-0.009573105821475556,2.404379702061092,2.5335117044829656e-05,True,4,False,255.0,False,4,,Carlagr27,ba55cb3f8fb,12,-723.2999877929688,5010.85009765625,16.989999771118164,-10231.599731445312,3024.5001220703125,5.400000214576721,-3.400000035762787,1.4000000059604645,1004.3000030517578,239.0,255.0,False,-0.009567487544148837,0.3009541561393069,0.000159008563070903,True,225.0,False,4,False,4,,Xxguruguillo74xX,250133438555295361,15.0,,,,,,,,,,,,,,,,True,,,,,,
43,2969,73,False,False,1,4089.524243319062,-3056.889892578125,4091.72998046875,94.83999633789062,-25704.49951171875,-3919.8001098632812,2739.4000244140625,2220.5999755859375,-4699.800109863281,-2996.7001342773438,1.0,-0.16294515932957718,0.47231365971961725,-0.8878399453532986,76561198039309853,enpitsu,25.0,-2951.10009765625,4006.3798828125,154.7899932861328,6937.5,11927.60009765625,-111.09999656677246,-5056.099853515625,-2161.0000610351562,122.5,128.0,128.0,False,-0.5950730707356827,-3.0092839815514005,-2.601321874427489,True,209.0,False,7,False,8,,bf81d8692db,games5425898691,20.0,-1135.3399658203125,2687.469970703125,17.0,9322.39990234375,-10130.10009765625,4.099999964237213,-0.0,0.09999999776482582,2205.7000732421875,255.0,255.0,,-0.009560103283752001,-2.381124164861487,7.610552019387274e-06,True,4,False,245.0,False,4,,Carlagr27,ba55cb3f8fb,12,-2877.580078125,4163.33984375,156.47999572753906,-9815.700073242188,-9224.500122070312,3508.800048828125,4630.899963378906,-2293.6000061035156,-1882.2999572753906,255.0,130.0,False,-0.47206045615568165,-0.49923102058704477,-0.2915780602997998,True,191.0,False,6,False,5,,Xxguruguillo74xX,250133438555295361,15.0,2062.02001953125,4331.93994140625,17.049999237060547,-10487.80029296875,145.600004196167,3.100000023841858,0.7999999821186066,-0.09999999776482582,-23.80000114440918,255.0,128.0,,-0.016676789394846882,0.017074758278595496,7.881956125762595e-05,True,85.0,False,False,False,False,
44,3052,76,False,False,0,7873.195024965842,3853.8798828125,-1139.0,1041.9000244140625,-12713.299560546875,13201.700439453125,5969.5001220703125,3767.9000854492188,4646.499938964844,460.6999969482422,0.0,-0.5895676944437664,-0.6446331923594022,-0.5593047425618961,ba55cb3f8fb,Carlagr27,12.0,3900.2099609375,-1148.8900146484375,905.6599731445312,-12795.0,17680.6005859375,4003.900146484375,-970.5000305175781,-4692.60009765625,-2699.4000244140625,255.0,255.0,,-0.3525653372541443,1.5135632073361323,-2.56251345927851,,57.0,False,7,False,8,,250133438555295361,Xxguruguillo74xX,15.0,1061.4100341796875,-1182.030029296875,17.049999237060547,6938.0999755859375,17747.80029296875,3.1999999284744263,-1.899999976158142,-5.600000023841858,1059.5999908447266,255.0,128.0,,0.016778150247368645,1.256138448286187,-5.067380404555663e-05,True,False,False,88.0,False,False,,enpitsu,76561198039309853,25,3622.35009765625,-1718.8800048828125,17.030000686645508,-231.5999984741211,17667.39990234375,5.5000001192092896,0.0,-0.29999999329447746,-26.500000953674316,255.0,128.0,,0.016792571723251833,1.5808634425903298,3.86912434881271e-05,True,154.0,False,8,False,8,,games5425898691,bf81d8692db,20.0,345.6400146484375,1135.77001953125,17.0,111.09999656677246,22104.09912109375,3.700000047683716,0.0,0.7000000029802322,0.0,255.0,,,0.009597688774089518,1.565774554397389,-6.224650938345783e-05,True,178.0,False,4,False,4,
45,3120,79,False,False,0,3567.0314488890995,821.7999877929688,2013.8399658203125,537.0900268554688,-16386.600341796875,19754.69970703125,4414.599914550781,-2805.4000854492188,-4903.299865722656,2021.3999938964844,0.0,1.3857419567055607,0.4688358848681878,0.49921002493390815,250133438555295361,Xxguruguillo74xX,15.0,884.280029296875,1954.4599609375,387.010009765625,-2502.5999450683594,10711.500244140625,3208.5000610351562,69.89999771118164,-2548.0999755859375,6.600000262260437,255.0,128.0,,-1.0406160883295619,2.302166335754821,-0.44194285392001953,True,44.16243443181439,True,False,4,4,,ba55cb3f8fb,Carlagr27,12.0,795.989990234375,3309.780029296875,15.010000228881836,-13298.900146484375,17894.599609375,378.80001068115234,-109.0999984741211,-111.19999885559082,89.79999542236328,255.0,128.0,,0.000501811212147581,2.219052463100964,0.0010217369519386172,,8,False,31.945118029912322,True,8,,enpitsu,76561198039309853,25,1680.510009765625,2826.89990234375,17.040000915527344,-15648.800048828125,16732.39990234375,4.300000071525574,-0.19999999552965164,0.0,0.0,255.0,128.0,,0.016771781103886788,2.322749552665741,-1.5084922097612145e-05,True,68.0,False,8,False,8,,games5425898691,bf81d8692db,20.0,1427.6800537109375,4598.31005859375,17.0,-274.4000053405762,13247.19970703125,4.099999964237213,0.0,-0.3999999910593033,2245.5999755859375,255.0,255.0,,0.00957391472763378,1.6548637788797038,4.3764483665754755e-05,True,209.0,False,4,False,4,
46,3179,81,False,False,1,9628.910539592513,2298.0400390625,-4386.2900390625,131.22999572753906,24466.99951171875,15583.1005859375,1972.5,-5350.4998779296875,-64.0999984741211,-1358.800048828125,1.0,0.6188490964419516,-3.111400643382238,-0.9266268518034022,76561198039309853,enpitsu,25.0,2175.800048828125,-4455.43994140625,39.2400016784668,20623.798828125,4992.900085449219,1576.9000244140625,-4925.7000732421875,999.4000244140625,2233.300018310547,255.0,128.0,,-0.04579300169734631,2.901163553489129,-0.057327730230526903,True,39.0,False,8,False,10,,bf81d8692db,games5425898691,20.0,1167.43994140625,-4708.9599609375,17.010000228881836,11105.50048828125,8686.500244140625,2.5999999046325684,0.5000000074505806,0.3999999910593033,9.599999785423279,255.0,128.0,,-0.00958562075022628,2.476326380788595,-7.311344184691438e-05,True,4,False,188.0,False,4,,Carlagr27,ba55cb3f8fb,11,3357.909912109375,-3790.110107421875,16.989999771118164,13152.5,14758.299560546875,5.5000001192092896,-0.0,0.09999999776482582,2907.0999145507812,255.0,255.0,True,-0.009583171547601393,2.1088914305414113,0.0001117246762906636,True,255.0,False,8,False,8,,Xxguruguillo74xX,250133438555295361,15.0,-484.1700134277344,-4207.2900390625,17.059999465942383,-7127.2998046875,-3666.099853515625,6.9999998807907104,-0.9000000357627869,-5.099999904632568,-2385.7000732421875,255.0,0.0,,-0.01645688943655184,-0.465044920973209,-0.00026650865403249954,True,41.0,False,4,4,False,
47,3294,85,False,False,1,5558.262921196726,3105.64990234375,39.83000183105469,619.4299926757812,-15567.39990234375,8358.400268554688,5078.299865722656,5574.2999267578125,-1658.3999633789062,1475.2999877929688,1.0,-0.26074204715760607,-1.0017125843438048,-0.3839422198489233,bf81d8692db,games5425898691,20.0,3190.330078125,50.11000061035156,461.3399963378906,-4857.39990234375,13305.400390625,3545.5999755859375,-656.2000274658203,-184.89999771118164,-5457.5,255.0,232.0,,0.6949677783436348,0.852241462370304,-1.1089140349449063,True,112.84104056512153,True,5,False,6,,76561198039309853,enpitsu,25.0,3618.10009765625,-778.8599853515625,17.049999237060547,-200.9000015258789,12904.49951171875,3.1999999284744263,0.29999999329447746,-0.0,0.0,255.0,128.0,False,-0.016762537015306077,1.555210060422433,-6.699243793944714e-06,True,8,False,0.0,False,10,,Carlagr27,ba55cb3f8fb,11,1369.1500244140625,2195.010009765625,17.010000228881836,-5952.2998046875,14325.799560546875,2.7000001072883606,0.7000000029802322,-0.0,-5.699999928474426,128.0,128.0,False,-0.009703229599775912,1.1778179727994682,2.561904185281407e-05,True,215.0,False,10,False,10,,Xxguruguillo74xX,250133438555295361,15.0,-4003.7900390625,2334.989990234375,85.69999694824219,2107.2999572753906,22813.1005859375,-2029.4999694824219,-77.30000019073486,-925.4000091552734,146.09999656677246,255.0,128.0,,-0.09932886861798719,1.648027907759065,0.7691733946442385,False,182.93492444099914,True,8,4,6,
48,3358,88,False,False,0,7149.356772926216,408.9700012207031,-1889.25,126.05999755859375,22278.60107421875,-1043.7999725341797,6959.4000244140625,5489.7998046875,-476.30001068115234,-2373.699951171875,0.0,1.0612396760316174,1.5242081657265907,-0.15041247390718152,ba55cb3f8fb,Carlagr27,12.0,234.38999938964844,-1885.1400146484375,18.1299991607666,14969.49951171875,7710.5999755859375,463.80001068115234,574.1999816894531,-1146.6999816894531,-3460.7000732421875,255.0,0.0,False,-0.052635951362531484,0.3641169256229655,0.00731303925391872,False,156.4723268452511,True,10,False,10,,250133438555295361,Xxguruguillo74xX,15.0,1313.5999755859375,-3887.330078125,17.059999465942383,-10.90000033378601,13277.80029296875,1.8000000715255737,0.0,2.7000001072883606,-960.6999969482422,255.0,128.0,,0.016742351961451112,1.5038288308889765,0.0002712209443303974,True,6,4,255.0,False,8,,enpitsu,76561198039309853,25,-437.80999755859375,-252.6999969482422,17.049999237060547,14540.699462890625,15216.099853515625,3.0000001192092896,0.7000000029802322,0.5000000074505806,96.30000114440918,255.0,128.0,,0.016794838063035642,0.818359976164699,-9.657838582295253e-05,True,162.0,False,10,False,8,,games5425898691,bf81d8692db,20.0,-1790.030029296875,-2854.27001953125,17.010000228881836,9853.699951171875,6019.5001220703125,0.9000000357627869,-0.19999999552965164,0.09999999776482582,2380.7000732421875,255.0,255.0,,0.009545085421192324,0.6071598969197938,1.0818599299364302e-05,True,87.71046885367362,True,6,False,6,
49,3405,89,False,False,0,8675.534038944394,3960.679931640625,-2048.7099609375,358.04998779296875,21135.70068359375,17780.50048828125,4659.100036621094,1361.1000061035156,-2606.4999389648438,5230.0,0.0,-0.14370736205157345,-1.0902791020792986,2.43982927726758,ba55cb3f8fb,Carlagr27,12.0,3848.89990234375,-2140.56005859375,278.45001220703125,17899.200439453125,1980.8999633789062,992.3000335693359,-1557.2000122070312,-4900.199890136719,-1952.4000549316406,255.0,210.0,False,-0.4581252887495209,0.8097917873546728,-1.0228887368421424,False,62.0,False,11,False,12,,250133438555295361,Xxguruguillo74xX,15.0,2112.1298828125,-2510.75,17.059999465942383,4927.5,2862.9998779296875,1.899999976158142,-0.5999999865889549,0.19999999552965164,0.0,128.0,128.0,,0.016814412506729284,0.5263106866140768,3.2153880338603876e-05,True,6,4,255.0,False,8,,enpitsu,76561198039309853,25,2316.300048828125,135.77999877929688,17.049999237060547,8277.80029296875,-21295.0,3.400000035762787,-0.29999999329447746,1.0999999940395355,-1544.7999572753906,255.0,128.0,,0.016769894508274052,-1.2377984893255942,-0.00012160185237435121,True,103.0,False,10,False,8,,games5425898691,bf81d8692db,20.0,-255.5800018310547,-197.52000427246094,15.819999694824219,10575.0,16803.299560546875,39.40000057220459,2.199999988079071,68.49999904632568,-1454.4000244140625,255.0,0.0,,0.01359252325403493,0.9809918797656405,0.00046398514182963656,True,64.0,False,8,False,8,
50,3444,91,False,False,1,5616.821536177266,-2394.050048828125,587.6099853515625,153.0800018310547,-15789.69970703125,21161.0009765625,8126.300048828125,4294.700012207031,3155.7000732421875,-2756.099853515625,1.0,0.005960093996961411,2.951038968952266,2.339594078184856,bf81d8692db,games5425898691,20.0,-2305.889892578125,431.8299865722656,49.369998931884766,-18217.80029296875,13869.100341796875,1118.3000183105469,-4248.299865722656,396.3999938964844,-3341.7001342773438,255.0,128.0,,-0.017306961302928563,0.9201533729160646,0.17022784056015464,True,3.0,False,9,False,10,,76561198039309853,enpitsu,25.0,-3524.179931640625,1157.3399658203125,17.049999237060547,-8166.6998291015625,-12805.30029296875,-0.19999999552965164,-0.0,-0.0,2141.0000610351562,255.0,128.0,False,-0.016772290478995085,-1.071607068247339,-2.375886287582102e-05,True,8,False,56.01772029169144,True,10,,Carlagr27,ba55cb3f8fb,12,-3852.81005859375,2421.330078125,69.80000305175781,2034.2999267578125,1374.2999267578125,-2058.9999389648438,4862.60009765625,-2508.0999755859375,-559.5999908447266,255.0,197.0,False,-0.6905312702703618,3.0380063527138357,-0.7643080103922072,True,62.0,False,12,False,12,,Xxguruguillo74xX,250133438555295361,15.0,-2132.7900390625,1297.760009765625,17.059999465942383,3251.099853515625,-16928.900146484375,-3.100000023841858,1.4000000059604645,-8.100000023841858,-828.3999633789062,255.0,128.0,,-0.016774231008621205,-1.7153983998694105,0.00012098224976519719,False,170.36985802394085,True,8,4,6,
51,3507,93,False,False,0,10328.403183413651,2876.419921875,-4474.81982421875,134.38999938964844,-3601.199951171875,-17034.100341796875,-1176.6000366210938,1008.6000061035156,-575.099983215332,4519.89990234375,0.0,-0.2514539025424768,-1.6684499164858608,2.5428861570237964,ba55cb3f8fb,Carlagr27,11.0,2828.469970703125,-4387.0400390625,16.170000076293945,-6324.69970703125,-12546.700439453125,-751.5000152587891,4448.699951171875,681.5000152587891,83.19999694824219,255.0,255.0,False,0.0414076081810061,-2.019568178354548,-0.021654392108509456,False,93.0,False,12,False,12,,250133438555295361,Xxguruguillo74xX,14.0,590.0,1548.3699951171875,17.059999465942383,-11764.49951171875,-14487.900390625,-3.100000023841858,2.5,3.700000047683716,929.0000152587891,255.0,128.0,,0.016790033860552542,-2.188417094039534,-0.0002869781304101796,True,6,4,139.91601719907533,True,10,,enpitsu,76561198039309853,25,1986.239990234375,-939.5800170898438,17.049999237060547,-4849.4000244140625,-16010.799560546875,3.100000023841858,0.0,0.19999999552965164,-395.49999237060547,255.0,255.0,False,0.016777293939563356,-1.900917382855219,0.00019092843025221245,True,0.0,False,10,False,8,,games5425898691,bf81d8692db,20.0,3721.8798828125,-3634.31005859375,16.959999084472656,-6490.5999755859375,-12932.80029296875,16.399999856948853,-15.099999904632568,-46.39999866485596,-427.20001220703125,255.0,128.0,,0.00918512974024752,-2.0700127125240053,-0.002483253156565372,True,0.0,False,10,False,10,
52,3546,94,False,False,0,10536.16800712935,2060.570068359375,-4972.83984375,739.5700073242188,-11205.10009765625,5762.7001953125,4096.600036621094,412.99999237060547,-335.0,-1746.300048828125,0.0,0.11203736318459168,-0.1424924492414481,-2.9576762055520556,ba55cb3f8fb,Carlagr27,11.0,2144.610107421875,-5093.35009765625,655.2899780273438,-10153.300170898438,2715.7000732421875,3992.6998901367188,1356.1000061035156,-424.70001220703125,-431.8000030517578,255.0,0.0,False,-0.42906474864108485,-3.12892013773721,1.552774690040017,False,84.0,False,12,False,13,,250133438555295361,Xxguruguillo74xX,14.0,-68.70999908447266,-1287.4599609375,17.059999465942383,2071.7999267578125,-15679.599609375,1.899999976158142,-2.0000000298023224,-0.29999999329447746,1.4000000059604645,210.0,128.0,,0.017264852614195803,-1.439203195336968,-1.6490074914462034e-06,True,6,4,129.0,False,10,,enpitsu,76561198039309853,25,1135.199951171875,-2659.330078125,17.049999237060547,-12510.6005859375,1945.3999328613281,3.0000001192092896,1.7000000178813934,0.0,-182.99999237060547,128.0,128.0,False,0.016747867993774843,2.964704325026282,0.00019926398310274483,True,31.0,False,10,False,8,,games5425898691,bf81d8692db,20.0,2866.139892578125,-5027.8798828125,571.1799926757812,-11857.80029296875,-2876.6000366210938,2675.1998901367188,1917.5,-1724.9000549316406,-1494.7999572753906,255.0,31.0,,-0.059077244022028304,-2.8021893769481263,1.4212765309588076,True,0.0,False,12,False,10,
53,3564,95,False,False,0,9979.420283786863,1324.260009765625,-4589.2998046875,865.489990234375,-15525.50048828125,11421.400146484375,393.8999938964844,2597.3001098632812,1267.300033569336,171.20000839233398,0.0,0.16239581272490927,-1.2341418062573204,-2.6378590705902765,ba55cb3f8fb,Carlagr27,11.0,1411.1099853515625,-4704.27001953125,793.969970703125,-12434.7998046875,9132.899780273438,-172.5,-5260.999755859375,-1602.2999572753906,59.000000953674316,255.0,68.0,False,0.6784916395045664,-2.412238389952326,2.0861856388692996,False,84.0,False,13,False,14,,250133438555295361,Xxguruguillo74xX,14.0,57.27000045776367,-2239.110107421875,17.059999465942383,2012.5,-15200.799560546875,1.899999976158142,0.19999999552965164,0.0,0.0,128.0,128.0,,0.016828394329840384,-1.439156895113269,8.212598073018592e-06,True,6,4,129.0,False,10,,enpitsu,76561198039309853,25,438.69000244140625,-2630.090087890625,17.049999237060547,-10246.099853515625,-1741.1000061035156,3.100000023841858,-0.9000000357627869,-0.5999999865889549,42.39999771118164,128.0,128.0,False,0.016812502546834057,-2.9674113504546336,-9.712328987260737e-05,True,31.0,False,10,False,8,,games5425898691,bf81d8692db,20.0,1848.81005859375,-5009.89990234375,604.97998046875,-17031.500244140625,371.1000061035156,-139.60000038146973,-2529.9000549316406,-4018.800048828125,2774.5001220703125,255.0,128.0,,-1.2125082411828623,-2.601749880759622,-0.9361385096322903,True,0.0,False,12,False,11,
54,3645,98,False,False,0,7141.65141606478,-2499.840087890625,-1819.22998046875,301.7300109863281,1672.4000549316406,21901.79931640625,10551.8994140625,2958.800048828125,-4542.39990234375,-2571.099853515625,0.0,0.2118833442621705,2.7443981218365767,-0.05087858153841463,250133438555295361,Xxguruguillo74xX,15.0,-2543.85009765625,-1859.4300537109375,185.8699951171875,-3576.9000244140625,21129.49951171875,1030.5000305175781,664.1000366210938,-600.8000183105469,99.20000076293945,255.0,10.0,,0.36512365513513106,1.97762631474213,0.650103473754541,True,110.0,False,7,4,12,,ba55cb3f8fb,Carlagr27,11.0,-2541.10009765625,-2001.4000244140625,17.010000228881836,-10219.299926757812,5519.89990234375,2.8999999165534973,-1.4000000059604645,0.7000000029802322,-2127.7000427246094,255.0,0.0,,0.009555843275954469,2.6169477568113164,-0.00021417218147401333,,14,False,31.0,False,14,,enpitsu,76561198039309853,24,-837.47998046875,-1946.9599609375,66.88999938964844,5790.9002685546875,15964.000244140625,2614.5001220703125,-3627.60009765625,3954.5999145507812,-1204.4000244140625,255.0,128.0,,0.15431019210022304,1.4577902967549128,0.07123024737433967,True,0.0,False,12,False,9,,games5425898691,bf81d8692db,20.0,-2776.949951171875,-4319.27978515625,17.010000228881836,-11855.0,7715.2001953125,2.800000011920929,-0.19999999552965164,0.0,-1743.8999938964844,255.0,0.0,,0.009584460844041454,2.542454605397744,-0.00021055843020547109,True,,False,12,False,12,
55,3776,103,False,False,1,8689.361910833968,2048.52001953125,-3472.590087890625,121.75,18438.199462890625,24141.298828125,1751.4999389648438,-2972.6998901367188,-3628.9999389648438,3740.5999755859375,1.0,1.0115556027319155,2.6125338837127248,2.608723724815425,76561198039309853,enpitsu,25.0,1926.800048828125,-3576.419921875,62.130001068115234,14501.8994140625,14781.800537109375,1811.9999694824219,-418.10001373291016,2595.1998901367188,-1737.5,255.0,128.0,False,-0.08162496826376445,2.295837870773246,0.014389979937637179,True,19.0,False,13,False,16,,bf81d8692db,games5425898691,20.0,2600.989990234375,-4667.10986328125,17.010000228881836,-20060.10009765625,-10173.900146484375,2.7000001072883606,0.29999999329447746,-0.0,-1987.2000122070312,255.0,0.0,,-0.009589914765542084,-0.3895794796383461,2.7911300741321865e-05,True,14,False,230.0,False,14,,Carlagr27,ba55cb3f8fb,11,2166.85009765625,-3060.610107421875,74.68000030517578,-2253.8999938964844,-22639.7998046875,3241.199951171875,347.09999084472656,3460.8999633789062,32.99999952316284,255.0,128.0,,-0.009606356763109267,-1.4707623329130306,-0.2365101800693405,True,150.0,False,16,False,14,,Xxguruguillo74xX,250133438555295361,17.0,2128.199951171875,-5102.93994140625,271.6199951171875,7064.6002197265625,-2.3000000417232513,-8538.499755859375,-4.699999988079071,1188.0999755859375,5.5000001192092896,255.0,128.0,,-0.9187179132634479,-3.1140726132242977,-1.59297737700874,True,89.64469673043938,True,14,6,8,
56,3778,103,False,False,0,2188.396662617203,-2167.449951171875,3358.85009765625,135.66000366210938,-15208.800048828125,26114.49951171875,5967.0001220703125,1642.7999877929688,1898.8999938964844,5449.2999267578125,0.0,-1.0039084517281667,-1.8165448880201356,2.02498538666247,ba55cb3f8fb,Carlagr27,11.0,-2166.85009765625,3060.610107421875,74.68000030517578,2253.8999938964844,22639.7998046875,3241.199951171875,-347.09999084472656,-3460.8999633789062,32.99999952316284,255.0,128.0,,0.009606356763109267,1.4707623329130306,-0.2365101800693405,True,150.0,False,14,False,16,,250133438555295361,Xxguruguillo74xX,17.0,-2128.199951171875,5102.93994140625,271.6199951171875,-7064.6002197265625,2.3000000417232513,-8538.499755859375,4.699999988079071,-1188.0999755859375,5.5000001192092896,255.0,128.0,,0.9187179132634479,3.1140726132242977,-1.59297737700874,True,8,6,83.42444733137725,True,14,,enpitsu,76561198039309853,25,-1926.800048828125,3576.419921875,62.130001068115234,-14501.8994140625,-14781.800537109375,1811.9999694824219,418.10001373291016,-2595.1998901367188,-1737.5,255.0,128.0,False,0.08162496826376445,-2.295837870773246,0.014389979937637179,True,19.0,False,16,False,13,,games5425898691,bf81d8692db,20.0,-2600.989990234375,4667.10986328125,17.010000228881836,20060.10009765625,10173.900146484375,2.7000001072883606,-0.29999999329447746,0.0,-1987.2000122070312,255.0,0.0,,0.009589914765542084,0.3895794796383461,2.7911300741321865e-05,True,230.0,False,14,False,14,
57,3834,105,False,False,1,8389.956404853228,1238.3199462890625,-3242.969970703125,193.22000122070312,11869.300537109375,2902.9000854492188,13087.5,-3512.6998901367188,-4174.89990234375,2495.8999633789062,1.0,-0.6768631888593202,-1.5706203134559729,-1.5177320708705306,bf81d8692db,games5425898691,20.0,1100.3900146484375,-3235.31005859375,91.73999786376953,6605.4998779296875,-1785.0,1668.2000732421875,-436.1000061035156,3069.89990234375,4542.5,255.0,0.0,,-0.11696751569297999,3.1295064184399903,0.38432416608565134,True,255.0,False,15,False,16,,76561198039309853,enpitsu,25.0,2802.739990234375,-2465.68994140625,17.059999465942383,6557.60009765625,8482.80029296875,2.0000000298023224,-0.0,-0.0,0.0,255.0,128.0,False,-0.016693615269849325,2.2288862864265853,-8.336556371257084e-06,True,14,False,19.0,False,16,,Carlagr27,ba55cb3f8fb,11,2875.389892578125,-5049.72021484375,431.989990234375,-2507.7000427246094,-945.2999877929688,-10245.400390625,740.6999969482422,-2184.499969482422,-520.099983215332,255.0,0.0,,-1.3247543841816227,-0.3863598289969504,1.6203006771645756,True,115.520352766078,True,16,False,14,,Xxguruguillo74xX,250133438555295361,17.0,2535.93994140625,-1630.72998046875,159.27999877929688,142.70000457763672,22633.00048828125,-139.399995803833,-5433.2000732421875,848.1999969482422,-100.20000457763672,255.0,128.0,,1.3809820674285145,0.21635413043795154,-1.5083865802151695,True,0.0,False,16,6,9,
