,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,165,0,False,True,1,5205.1718940761375,1.9199999570846558,12.1899995803833,93.95999908447266,-2576.9000244140625,22735.2001953125,2697.0001220703125,1885.5000305175781,-855.1999664306641,5631.400146484375,1.0,-0.010640770046736107,-0.06524907420899329,-0.021541101773242394,76561198384659553,HeiligeMakrele7,7.0,57.849998474121094,-154.52000427246094,46.709999084472656,14798.499755859375,15148.599853515625,-3054.2001342773438,2482.5,-1749.2999267578125,4585.400085449219,255.0,0.0,False,-0.008756288683046294,1.5640519940635316,-0.14837914009809042,True,4,False,4,0.0,False,,2535416995193607,Bl4ckxP4nther,16.0,-2723.719970703125,-3861.9599609375,74.13999938964844,-18354.69970703125,-3198.9999389648438,-1555.0,1677.5,-3064.5999145507812,650.5000305175781,255.0,255.0,,0.3216138431730995,-0.6437717595654237,-0.6110124582099637,True,12.0,False,4,4,False,,enpitsu,76561198039309853,27,14.25,3699.52001953125,17.049999237060547,943.7000274658203,-9534.7998046875,3.1999999284744263,0.19999999552965164,-0.7000000029802322,16.00000023841858,255.0,128.0,False,-0.016656954748717066,-1.6716254842652385,-6.86589682197974e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,83.94000244140625,736.3099975585938,19.479999542236328,-2661.6000366210938,-18005.699462890625,2959.5001220703125,1.2999999523162842,3.4999999403953552,1193.6000061035156,128.0,138.0,-0.009603182971925566,-1.4884003781032318,-6.751221334702887e-05,True,0.0,False,3,False,False,,
1,169,0,False,False,0,5488.268411614236,76.72000122070312,-261.3800048828125,158.42999267578125,15283.199462890625,5853.499755859375,10189.7998046875,5270.999755859375,-28.299999237060547,-2866.199951171875,0.0,-0.017967971263948213,0.5464085696832317,0.08786517910278827,bf81d8692db,games5425898691,20.0,-49.5099983215332,-370.1499938964844,70.55999755859375,1271.8000030517578,19666.400146484375,1652.2000122070312,-4967.5,1723.3000183105469,-1613.3999633789062,128.0,128.0,,0.6462641610296702,1.5702989855456189,0.09017060851168832,True,3,False,4,0.0,False,,76561198039309853,enpitsu,27.0,-29.389999389648438,-3549.6298828125,17.049999237060547,-1056.9999694824219,10384.89990234375,3.1999999284744263,-0.19999999552965164,0.5000000074505806,1.1999999731779099,255.0,128.0,False,0.016671446243192826,1.6724400335581038,-4.5859848998479744e-05,True,116.0,False,False,False,False,,Bl4ckxP4nther,2535416995193607,16,3029.719970703125,3916.199951171875,39.0,18048.299560546875,3451.199951171875,-2544.199981689453,-1037.0999908447266,3172.0001220703125,3505.0,255.0,255.0,True,0.23653927461913304,0.9274633639459661,-0.5143503408396005,True,255.0,False,False,4,4,,HeiligeMakrele7,76561198384659553,7.0,-172.42999267578125,29.5,21.100000381469727,-11134.69970703125,-14608.1005859375,-2402.2999572753906,2107.7999877929688,-3227.9000854492188,1474.7999572753906,255.0,0.0,-0.09172149173701787,-1.2885461234268043,-0.15905631818319851,True,0.0,False,4,4,False,,False
2,250,3,False,False,1,8010.513652113898,-3821.3701171875,-1334.1600341796875,356.29998779296875,-16264.100341796875,16657.5,3397.6998901367188,3390.7000732421875,2667.0001220703125,4170.0,1.0,-0.38167187070534553,0.17562268731144876,-1.7442901086348634,2535416995193607,Bl4ckxP4nther,15.0,-3698.68994140625,-1432.530029296875,289.9599914550781,-9426.900024414062,20970.2001953125,615.9999847412109,-3454.2001342773438,-3833.900146484375,-1902.2999572753906,254.0,240.0,False,0.2680563738688446,2.182011020295919,-0.6498114307291895,True,5,False,6,104.0,False,,76561198384659553,HeiligeMakrele7,7.0,3897.18994140625,-340.239990234375,25.3700008392334,6625.4998779296875,-15142.60009765625,1522.5999450683594,1406.1000061035156,-2749.1000366210938,-2489.1000366210938,255.0,0.0,False,0.06403569795097558,-1.8727791159739677,0.1988697573976042,True,251.8676730509727,True,6,6,False,,enpitsu,76561198039309853,27,-2363.43994140625,1271.699951171875,17.049999237060547,-1995.2000427246094,-5499.89990234375,3.100000023841858,0.5999999865889549,-0.0,-20.899999141693115,0.0,128.0,False,-0.017286611957518464,-1.2189734659624745,3.470856738426596e-05,True,177.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,2905.31005859375,-4044.7900390625,17.020000457763672,22340.0,-1223.0000305175781,1.5999999642372131,-0.29999999329447746,-0.0,1944.4999694824219,255.0,255.0,-0.009586620399972809,3.122672317991415,4.213854346306948e-05,True,255.0,False,4,4,False,,
3,298,4,False,False,0,6746.569376529004,2562.610107421875,-652.5999755859375,227.6699981689453,-3239.89990234375,21677.80029296875,6716.099853515625,4666.9000244140625,-1304.9000549316406,-3537.9000854492188,0.0,-0.26165444703991547,-2.9877605765174655,2.0416229344974046,76561198039309853,enpitsu,27.0,2555.0400390625,-927.5599975585938,142.44000244140625,-1126.6999816894531,14759.69970703125,3370.4000854492188,-912.6000213623047,-1954.1000366210938,642.0999908447266,128.0,255.0,,0.01653501737410737,1.1387127411981994,-0.017697162492906867,True,1,False,2,91.0,False,,bf81d8692db,games5425898691,20.0,-3478.139892578125,944.8099975585938,17.010000228881836,10390.0,-19097.7001953125,2.8999999165534973,-0.3999999910593033,1.1999999731779099,1832.8999328613281,128.0,255.0,,0.009623445383753959,-1.0113742197321933,0.00012886134035453202,True,216.0,False,4,4,False,,Bl4ckxP4nther,2535416995193607,15,3245.570068359375,-644.1400146484375,17.020000457763672,-11484.599609375,7091.500244140625,1.8000000715255737,-0.19999999552965164,-0.29999999329447746,-2679.2999267578125,254.0,7.0,True,0.009549573315002727,2.4748755415961776,-0.00010403296783130086,True,104.0,False,False,6,6,,HeiligeMakrele7,76561198384659553,7.0,-2282.090087890625,2355.969970703125,17.040000915527344,3242.39990234375,18469.89990234375,-1.8000000715255737,0.19999999552965164,1.5000000596046448,130.6999969482422,255.0,128.0,0.00957578692109435,1.4116338303326725,-8.249202816228114e-05,True,179.0,False,6,6,False,,
4,364,7,False,False,1,9773.06719553998,-1843.9000244140625,-4241.14013671875,166.1300048828125,-25533.30078125,-3583.699951171875,17204.100341796875,4380.4998779296875,3702.9000854492188,1760.2999877929688,1.0,-0.5302607798997508,-2.7142666811444496,2.112475119314833,76561198384659553,HeiligeMakrele7,7.0,-1641.52001953125,-4294.43994140625,48.150001525878906,-22242.39990234375,4803.999938964844,3345.8999633789062,1300.2000427246094,233.4000015258789,-103.00000190734863,255.0,224.0,True,0.0034191585918481172,0.22729980953500023,-0.02838349451006761,True,6,False,7,158.8273546746982,True,,2535416995193607,Bl4ckxP4nther,17.0,-3138.47998046875,63.54999923706055,17.0,11628.1005859375,-10097.80029296875,1.5000000596046448,2.800000011920929,-2.5,-1173.7000274658203,255.0,128.0,False,-0.009584708868569663,-2.3552966464664515,0.00014232116150062805,True,182.94919558750684,True,6,6,False,,enpitsu,76561198039309853,27,-2046.1400146484375,-923.52001953125,17.059999465942383,6581.6998291015625,1575.7000732421875,2.3999999463558197,-0.7000000029802322,0.09999999776482582,2306.6000366210938,255.0,255.0,False,-0.0166670882906737,2.8518655209052803,0.00014711637257609251,True,122.0,False,False,2,2,,games5425898691,bf81d8692db,20.0,-408.3500061035156,793.010009765625,17.010000228881836,-15600.10009765625,9449.500122070312,2.7000001072883606,-0.29999999329447746,-0.0,30.999999046325684,255.0,128.0,-0.009586022969218592,0.5405029644486856,-5.253386743473349e-05,True,205.0,False,4,4,False,,
5,461,10,False,False,0,6731.306356670828,3331.35009765625,-98.31999969482422,1054.5400390625,13351.99951171875,-12720.6005859375,365.6999969482422,2386.6000366210938,3451.400146484375,-2295.399932861328,0.0,-0.4066222716666945,-2.3099032045196135,-1.3786122205149332,bf81d8692db,games5425898691,20.0,3230.389892578125,-36.119998931884766,945.4099731445312,2986.7001342773438,-1281.3999938964844,5586.400146484375,965.5000305175781,1783.3999633789062,3115.7998657226562,255.0,0.0,,-0.28410292040767904,-0.9614935834259312,2.337115421736396,True,4,False,6,67.17280837797352,True,,76561198039309853,enpitsu,27.0,3309.27001953125,-1302.0899658203125,17.059999465942383,1092.7999877929688,-6421.9000244140625,1.899999976158142,2.7000001072883606,0.7000000029802322,-0.5999999865889549,0.0,128.0,False,0.01714949416489617,-1.4023809962510054,1.5754751036995373e-05,True,122.0,False,2,2,False,,Bl4ckxP4nther,2535416995193607,16,400.32000732421875,1012.0599975585938,17.0,6880.3997802734375,-5159.7998046875,3.8999998569488525,0.3999999910593033,-0.7000000029802322,3.1999999284744263,255.0,128.0,False,0.009546747119310414,-0.6428669935639953,-6.862526404797487e-05,True,185.0,False,False,6,6,,HeiligeMakrele7,76561198384659553,7.0,2036.300048828125,3011.2900390625,17.010000228881836,-12179.49951171875,-5048.599853515625,3.100000023841858,0.3999999910593033,0.29999999329447746,3163.699951171875,255.0,254.0,0.009563806498376844,-2.536964652673142,8.368752787390881e-05,True,152.0,False,8,6,False,,False
6,521,12,False,False,0,8075.577822015326,2730.840087890625,-2075.330078125,213.85000610351562,-2231.0000610351562,8507.899780273438,7747.80029296875,3759.5001220703125,-2986.7001342773438,3597.9000854492188,0.0,-1.444294795526994,0.20909096090041174,-2.3068864855256908,76561198039309853,enpitsu,27.0,2715.889892578125,-2218.8701171875,103.0199966430664,3161.099853515625,2278.3999633789062,166.5999984741211,-3222.9000854492188,4456.700134277344,0.0,0.0,128.0,False,-1.3282072030638243,-2.5156585709119934,0.00017467062595720751,True,3,False,4,79.0,False,,bf81d8692db,games5425898691,20.0,3802.679931640625,-697.4199829101562,96.75,2401.1000061035156,-2561.7001342773438,-11424.49951171875,-761.8000030517578,-494.00001525878906,199.59999084472656,255.0,128.0,,1.0503745817226708,2.541396264793272,-1.1154498347997837,True,64.0,False,6,4,False,,Bl4ckxP4nther,2535416995193607,16,2687.489990234375,-1802.02001953125,178.9499969482422,2333.699951171875,-22832.7001953125,1489.9000549316406,1687.1000671386719,-5229.7998046875,228.70000839233398,255.0,0.0,False,-0.04425371584478658,-1.261128353481326,0.8385287978899733,True,52.0,False,False,8,7,,HeiligeMakrele7,76561198384659553,7.0,1004.8499755859375,509.510009765625,17.010000228881836,-2242.2000122070312,-13810.799560546875,2.7000001072883606,0.09999999776482582,1.0000000149011612,2086.0000610351562,255.0,248.0,0.009535656839551702,-1.6820859031025608,0.00012599011295513963,True,183.0,False,8,6,False,,False
7,523,13,False,False,1,4721.905684068985,-2758.52001953125,2149.8701171875,288.989990234375,-8624.299926757812,21757.60009765625,13775.699462890625,3813.0999755859375,1504.7999572753906,4381.199951171875,1.0,1.4353603889735724,1.6831047890366386,-0.12096510855717231,2535416995193607,Bl4ckxP4nther,16.0,-2702.81005859375,1977.93994140625,186.74000549316406,-1290.2000427246094,19176.600341796875,118.10000419616699,303.29999923706055,5483.699951171875,-294.3000030517578,255.0,0.0,False,0.1944342984618077,1.3647914423868155,1.4485279191712557,True,7,False,8,52.0,False,,76561198384659553,HeiligeMakrele7,7.0,-993.52001953125,-393.4100036621094,17.010000228881836,740.4000091552734,14011.700439453125,2.3999999463558197,-0.0,-1.899999976158142,689.8999786376953,255.0,128.0,False,-0.009544460076664228,1.5701791481971703,-0.00016490311691127243,True,183.0,False,8,6,False,,enpitsu,76561198039309853,27,-2739.739990234375,2211.590087890625,100.0199966430664,-2953.2998657226562,607.599983215332,-412.40001678466797,-267.1999931335449,-5493.4002685546875,-21.80000066757202,0.0,0.0,False,1.2990521418958532,-0.06943004763577468,-2.4654057228962287,True,79.0,False,False,4,3,,games5425898691,bf81d8692db,20.0,-3818.6201171875,714.239990234375,74.54000091552734,-1780.0999450683594,1880.7000732421875,-1157.3999786376953,2609.5001220703125,-3682.9998779296875,-1262.6000213623047,255.0,128.0,-0.8084454010078729,-2.9656893343876876,-0.4197999108438683,True,64.0,False,6,4,False,,
8,612,16,True,True,1,2059.1056361513542,-580.239990234375,3704.510009765625,615.22998046875,7747.80029296875,24206.39892578125,-5526.199951171875,-1706.199951171875,1546.6000366210938,-5540.3997802734375,1.0,1.081592082376494,1.1939034407248956,-0.5725178038586363,76561198384659553,HeiligeMakrele7,7.0,-600.47998046875,3395.47998046875,578.3699951171875,-1303.3000183105469,13503.900146484375,570.2999877929688,-1810.2000427246094,2800.8999633789062,4373.500061035156,255.0,0.0,True,0.8920466944043283,1.115914816643154,2.132216895192118,True,6,4,10,132.1974710725969,True,,2535416995193607,Bl4ckxP4nther,16.0,-3660.719970703125,2087.340087890625,17.010000228881836,3105.7998657226562,-17278.900146484375,2.7000001072883606,-0.0,0.5000000074505806,0.0,255.0,128.0,,-0.009593715922901917,-1.748640346524057,4.342180625821534e-05,True,203.0,False,8,8,False,,enpitsu,76561198039309853,27,-906.75,3731.31005859375,89.5199966430664,17705.699462890625,-4271.700134277344,1189.1999816894531,4002.6998901367188,3485.5999755859375,-1441.4999389648438,255.0,128.0,,-0.6927254556573491,3.1225073052203047,0.487201067732376,True,0.0,False,False,6,5,,games5425898691,bf81d8692db,20.0,-1020.5800170898438,3031.389892578125,16.8799991607666,-827.6000213623047,12431.300048828125,32.00000047683716,-10.299999713897705,29.800000190734863,-1286.300048828125,255.0,34.0,-0.009119741112282245,1.4609480060292084,-0.002020127984370504,True,67.0,False,8,6,False,,
9,882,16,False,False,0,5204.98336443153,56.16999816894531,22.850000381469727,115.2300033569336,12639.100341796875,5578.2000732421875,2520.0999450683594,587.9999923706055,-2862.5,-951.9000244140625,0.0,0.2169482749958406,0.15081766944362682,-0.494825620515714,76561198039309853,enpitsu,27.0,-16.829999923706055,-92.19000244140625,122.16000366210938,7310.8001708984375,1608.6000061035156,2739.2001342773438,-2452.2999572753906,2766.6000366210938,-192.39999771118164,255.0,128.0,,1.0774050273651843,-2.182424375098948,-3.0820479897625455,True,1,False,2,0.0,False,,bf81d8692db,games5425898691,20.0,2191.010009765625,-3915.300048828125,17.010000228881836,17554.200439453125,-10722.60009765625,2.5,0.29999999329447746,0.0,99.39999580383301,255.0,167.0,,0.009585131782705127,-0.5495209845345023,6.134220832640427e-05,True,1.0,False,False,False,False,,Bl4ckxP4nther,2535416995193607,15,-27.09000015258789,154.1999969482422,78.37000274658203,-10945.699462890625,-2115.500030517578,1200.1000213623047,2015.0,-5089.200134277344,-537.599983215332,255.0,128.0,,0.6759564897511379,-2.5166827125953914,0.20177098764125773,True,0.0,False,False,4,3,,HeiligeMakrele7,76561198384659553,7.0,2556.429931640625,4133.9599609375,17.010000228881836,18652.5,-2980.0,2.5999999046325684,0.0,-0.09999999776482582,-1590.5999755859375,255.0,0.0,0.00957056003791757,-0.1893687698797151,-0.00016648617092942538,True,22.0,False,False,False,False,,
