,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
39,2601,69.0,False,False,1,10014.200283881553,1197.18994140625,-4869.669921875,101.58999633789062,19627.39990234375,1836.0000610351562,556.1999893188477,-483.8999938964844,1534.4999694824219,1113.3000183105469,1.0,-0.2790605480685001,1.8981730910188586,2.111708412033441,1946625956288759256,milkay,9.0,985.02001953125,-4894.490234375,17.010000228881836,16768.800048828125,-40.79999923706055,1.899999976158142,0.3999999910593033,0.19999999552965164,4.699999988079071,255.0,128.0,-0.009575773267526209,-3.139871524783097,-3.52149355550623e-05,True,235.0,False,12,6,8,,6824888005443887466,Hs_Ob1,9.0,-1983.97998046875,-4086.43994140625,17.010000228881836,14170.30029296875,-423.6000061035156,2.0999999344348907,-0.5000000074505806,-0.0,-1589.1999816894531,255.0,35.0,False,-0.009597387918075236,-3.057650915780661,5.591668682389505e-05,True,133.0,False,18,4,14,,enpitsu,76561198039309853,25,-333.6300048828125,-4130.16015625,17.020000457763672,21604.29931640625,-7889.89990234375,2.199999988079071,0.5999999865889549,0.3999999910593033,0.0,255.0,255.0,False,-0.016730289472061635,-2.791434432644492,-3.932481302404893e-05,True,0.0,False,6,6,False,,games5425898691,bf81d8692db,17.0,-2754.530029296875,-4717.64990234375,16.969999313354492,8826.500244140625,3396.400146484375,14.299999475479126,-27.5,-1.899999976158142,2346.3999938964844,255.0,228.0,,-0.00912468334779846,2.725676640204699,0.0014126304588228326,True,17,False,14,130.0,False,,False
40,2629,70.0,False,False,1,10068.077285058112,3051.330078125,-4694.669921875,96.75,16512.2998046875,1642.7000427246094,1095.5000305175781,-707.3000335693359,5917.80029296875,691.9999694824219,1.0,0.745691925568304,2.0464867513309484,0.19465022726586623,1946625956288759256,milkay,9.0,2883.0,-4711.490234375,17.0,22683.701171875,3162.39990234375,1.0000000149011612,0.19999999552965164,-0.5000000074505806,0.0,255.0,128.0,-0.009644059548407868,3.0030548221850637,-2.8500584097582735e-05,True,172.37803896268215,True,12,6,8,,6824888005443887466,Hs_Ob1,9.0,-588.02001953125,-4352.9599609375,17.010000228881836,13811.199951171875,-2841.400146484375,2.0999999344348907,-0.5999999865889549,-0.09999999776482582,-0.09999999776482582,255.0,128.0,False,-0.009619095591950856,-2.938650810997656,4.5470272258350776e-05,True,164.0,False,18,4,14,,enpitsu,76561198039309853,25,1782.469970703125,-4301.2900390625,17.030000686645508,22571.8994140625,3563.0999755859375,5.099999904632568,-0.0,-0.09999999776482582,297.99999237060547,255.0,128.0,False,-0.016799128349377728,2.959232599472253,-0.0001162947334479865,True,31.0,False,6,6,False,,games5425898691,bf81d8692db,17.0,-1527.199951171875,-4008.949951171875,84.52999877929688,12807.19970703125,7533.3001708984375,-1222.5,-2054.9000549316406,2484.499969482422,32.69999980926514,255.0,128.0,,0.7559670742750729,2.460308762656785,0.014208742283386509,True,18,False,16,130.0,False,,False
41,2640,71.0,False,False,1,9856.464271536495,3581.68994140625,-4343.509765625,498.0199890136719,8760.30029296875,13986.500244140625,14782.2998046875,1632.2000122070312,-1020.0,-2833.2000732421875,1.0,-0.6673240745791247,-2.3986499117451276,0.9693753129514685,1946625956288759256,milkay,9.0,3628.77001953125,-4415.2998046875,340.010009765625,12231.600341796875,12786.300048828125,13322.60009765625,-574.7000122070312,-1941.9999694824219,-154.60000038146973,255.0,33.0,0.6918752450690877,2.3296043934663793,-1.621264946688099,True,147.0,False,12,6,8,,6824888005443887466,Hs_Ob1,9.0,-35.540000915527344,-4466.72021484375,17.010000228881836,13811.199951171875,-2841.400146484375,2.0999999344348907,-0.5999999865889549,-0.09999999776482582,-0.09999999776482582,255.0,128.0,False,-0.009619095591950856,-2.938650810997656,4.5470272258350776e-05,True,164.0,False,18,4,14,,enpitsu,76561198039309853,25,2734.6298828125,-4113.10009765625,17.030000686645508,22365.10009765625,4610.899963378906,5.099999904632568,0.19999999552965164,-0.09999999776482582,0.9000000357627869,255.0,255.0,False,-0.01680709121564651,2.9381579294200484,-1.44085942069614e-05,True,31.0,False,6,6,False,,games5425898691,bf81d8692db,17.0,-998.1699829101562,-3648.85009765625,16.450000762939453,10034.89990234375,10514.69970703125,106.19999885559082,20.09999990463257,-20.69999933242798,1797.5999450683594,255.0,255.0,,-0.011282958078742324,2.3006230310498217,0.00018161984999025006,True,18,False,16,130.0,False,,False
42,2654,71.0,False,False,1,9322.74452804151,3995.02001953125,-3652.590087890625,1144.3299560546875,-3422.6998901367188,11913.699951171875,8363.400268554688,1070.2999877929688,3244.5999145507812,-4932.200012207031,1.0,-1.1188109608638452,-1.6890349719833215,2.06554266972705,1946625956288759256,milkay,9.0,4063.949951171875,-3765.360107421875,1009.5900268554688,2909.8001098632812,15639.3994140625,11454.200439453125,-45.900001525878906,-268.99999618530273,1745.0999450683594,255.0,128.0,0.6210674041346549,1.757348240552495,-1.56699128597993,True,147.0,False,12,6,8,,6824888005443887466,Hs_Ob1,9.0,672.260009765625,-4467.259765625,17.010000228881836,12452.7001953125,5850.5999755859375,2.3000000417232513,-0.5999999865889549,-0.09999999776482582,2207.899932861328,255.0,255.0,False,-0.009563185132945105,2.6357051334982162,5.916313070734313e-05,True,164.0,False,18,4,14,,enpitsu,76561198039309853,25,3704.25,-3560.22998046875,17.030000686645508,11635.30029296875,17890.899658203125,5.5000001192092896,-0.19999999552965164,-0.09999999776482582,2061.3999938964844,255.0,128.0,False,-0.016765107800890716,2.0689185491914848,1.8570973908513677e-05,True,255.0,False,6,6,False,,games5425898691,bf81d8692db,17.0,-540.260009765625,-2986.300048828125,90.54000091552734,10544.7998046875,16245.30029296875,-167.80000686645508,-5335.999755859375,1319.9000549316406,184.50000762939453,255.0,128.0,,-0.8773713966991261,-1.556478680835005,-2.9866618305418555,True,20,False,17,161.0,False,,False
43,2746,75.0,False,True,1,3951.735939300077,2066.780029296875,1365.6800537109375,680.7000122070312,-13130.2001953125,32320.10009765625,-52.39999771118164,-4135.299987792969,-4168.900146484375,1232.0999908447266,1.0,-0.5781648478868566,-2.470697015881144,-2.9315468987005393,6824888005443887466,Hs_Ob1,9.0,2175.570068359375,1110.9000244140625,544.1400146484375,-6479.6002197265625,21542.39990234375,4788.999938964844,-1994.7000122070312,-3433.9999389648438,-3805.0,255.0,200.0,0.5850323491345474,0.8192291555183905,-0.7366336578398678,True,92.12916134762513,True,20,4,15,,1946625956288759256,milkay,9.0,2527.929931640625,1040.6500244140625,16.989999771118164,-13589.100341796875,10876.300048828125,4.699999988079071,2.800000011920929,-2.0000000298023224,-1043.0000305175781,255.0,0.0,,-0.009597217207852593,0.6793827229089591,-0.00012442576839233755,True,227.0,False,14,6,8,,enpitsu,76561198039309853,25,2402.159912109375,1642.030029296875,194.89999389648438,-10163.099975585938,7670.4998779296875,2230.5999755859375,-0.7000000029802322,-0.0,184.20000076293945,255.0,128.0,,-0.017628910536685926,0.4608503760022587,-0.0015035073004067583,True,251.9404903791284,True,8,7,False,,games5425898691,bf81d8692db,17.0,257.3900146484375,2889.35009765625,17.010000228881836,767.2000122070312,18701.400146484375,2.0000000298023224,-0.0,-0.0,-0.9000000357627869,255.0,128.0,,-0.009592236697739532,1.6119788866590274,8.627356789291735e-07,True,20,False,18,150.0,False,,
44,2773,76.0,False,False,0,9596.153986390353,-823.469970703125,-4455.8798828125,404.80999755859375,-2032.7000427246094,-22097.2998046875,15741.300048828125,3973.900146484375,4493.800048828125,115.39999961853027,0.0,0.8956342871437001,2.4115239638466193,-2.868265672572936,bf81d8692db,games5425898691,17.0,-786.6699829101562,-4445.5,234.50999450683594,-7056.300048828125,-13925.899658203125,3889.1000366210938,4929.2999267578125,-1220.199966430664,1737.8999328613281,255.0,128.0,-0.5351693095089189,-2.360356800596204,0.21457335009940803,True,121.94106668554328,True,22,3,18,,76561198039309853,enpitsu,25.0,-1011.4400024414062,-2562.800048828125,211.1300048828125,15882.80029296875,-10350.400390625,-982.6999664306641,1561.9999694824219,3387.0999145507812,0.09999999776482582,128.0,128.0,,-0.972800655047455,-0.43217832069992795,7.104508025838443e-05,True,240.0,False,8,False,8,,milkay,1946625956288759256,9,-1435.1500244140625,-2370.969970703125,16.989999771118164,10535.400390625,-13629.89990234375,4.600000083446503,-0.29999999329447746,0.3999999910593033,0.0,255.0,128.0,,0.00959481639120988,-0.9127674576014368,6.728518971429728e-05,True,227.0,False,14,8,6,,Hs_Ob1,6824888005443887466,9.0,-1555.489990234375,-3299.8701171875,538.22998046875,6120.3997802734375,-22032.39990234375,-2472.2999572753906,853.4999847412109,1476.3999938964844,-1264.000015258789,128.0,128.0,,-0.5790073499243102,-0.40469493603710505,-0.6018513258686385,True,20,4,16,76.0,False,,
45,2883,80.0,False,False,1,4764.219967363791,1400.81005859375,402.6000061035156,298.8800048828125,8379.099731445312,2892.2000122070312,-3038.5000610351562,-1611.0000610351562,-4758.900146484375,3279.8001098632812,1.0,-1.1977237866463992,1.9184011937703955,-0.022528444271966735,1946625956288759256,milkay,9.0,1331.93994140625,330.79998779296875,197.07000732421875,10028.300170898438,-6746.6998291015625,1622.2999572753906,-5498.499755859375,70.59999942779541,-104.70000267028809,255.0,220.0,0.45839183124371613,-2.43848965559242,-0.4035060790067635,True,146.0,False,16,6,9,,6824888005443887466,Hs_Ob1,9.0,-3609.6298828125,3251.35009765625,17.010000228881836,-91.19999885559082,-21841.298828125,0.0,-0.0,-0.0,2064.7000122070312,255.0,255.0,False,-0.009584390139352698,-1.6526492111260418,-3.5132049295557547e-05,True,214.25375466705643,True,22,4,18,,enpitsu,76561198039309853,25,1543.68994140625,1554.010009765625,17.059999465942383,4065.4000854492188,-22554.69970703125,1.7000000178813934,-0.0,1.0000000149011612,1544.7999572753906,255.0,255.0,,-0.016767261427831682,-1.781517450135962,0.00025405906762294804,True,144.0,False,8,8,False,,games5425898691,bf81d8692db,18.0,485.0400085449219,3753.93994140625,17.010000228881836,-5709.000244140625,-11804.000244140625,2.0999999344348907,-0.09999999776482582,-0.7000000029802322,0.0,255.0,128.0,,-0.009549430558971594,-1.1203219070196344,-6.686227286173842e-05,True,22,4,18,108.0,False,,
46,2946,82.0,False,False,0,6355.695141553226,-2638.199951171875,-972.25,106.44000244140625,10714.7998046875,10019.500122070312,8175.3997802734375,2322.899932861328,-5014.100036621094,2337.100067138672,0.0,-1.2065970434777786,-2.7186217175112715,3.0882665984354194,76561198039309853,enpitsu,25.0,-2800.949951171875,-1073.02001953125,17.059999465942383,13497.2998046875,1065.4000091552734,1.899999976158142,-1.899999976158142,0.7000000029802322,2067.7000427246094,0.0,128.0,0.016773917219724016,0.1251770929672773,0.00015933357332256263,True,104.0,False,8,False,8,,bf81d8692db,games5425898691,17.0,-1652.760009765625,-1101.81005859375,17.010000228881836,-3346.7999267578125,13308.699951171875,2.3000000417232513,0.0,0.0,-2214.4000244140625,255.0,0.0,,0.009568750653848015,1.7500743826889835,-1.3221987269034431e-05,True,108.0,False,22,4,18,,milkay,1946625956288759256,9,-3390.8798828125,-90.55999755859375,16.989999771118164,3099.89990234375,-14195.999755859375,2.5999999046325684,0.09999999776482582,0.29999999329447746,2159.4000244140625,255.0,255.0,,0.009582293447138337,-1.2881610582759313,3.0054187539935452e-05,True,106.0,False,16,10,6,,Hs_Ob1,6824888005443887466,9.0,1577.7099609375,1429.31005859375,74.04000091552734,-8164.4000244140625,21393.701171875,-1723.3999633789062,-2557.5,-923.8999938964844,-69.80000019073486,128.0,128.0,False,-0.5461279398516858,1.9334072187326266,-0.030239002806195826,True,24,4,20,180.0,False,,False
47,3005,84.0,False,False,0,4079.2690892680293,-437.5,1086.5799560546875,351.3299865722656,9936.799926757812,10281.8994140625,4547.900085449219,-920.8000183105469,5052.900085449219,3101.4999389648438,0.0,-1.1263601338841407,-2.6150036932437,3.060842909742728,bf81d8692db,games5425898691,18.0,-477.07000732421875,1072.4300537109375,230.10000610351562,58.60000133514404,8900.2001953125,-1348.3999633789062,3819.1000366210938,1989.4999694824219,-944.4999694824219,255.0,128.0,-0.08727186396671627,2.922229808885708,2.1860239859696247,True,83.0,False,24,4,19,,76561198039309853,enpitsu,25.0,-1118.81005859375,-1118.989990234375,17.049999237060547,10400.699462890625,-111.5999984741211,3.100000023841858,7.400000095367432,-1.0000000149011612,577.9999923706055,255.0,128.0,,0.016753204821021928,-0.026203813835172736,5.565126028706512e-05,True,135.0,False,8,False,8,,milkay,1946625956288759256,9,-765.6199951171875,1346.9599609375,16.989999771118164,9742.999877929688,20436.099853515625,4.600000083446503,-1.0999999940395355,-2.800000011920929,766.6000366210938,255.0,128.0,,0.009598830219682126,1.1823882130131569,-9.954018594574961e-05,True,11.0,False,16,10,6,,Hs_Ob1,6824888005443887466,9.0,-226.33999633789062,1481.8900146484375,215.57000732421875,-10263.299560546875,-17650.799560546875,2132.100067138672,1262.5,-2583.5000610351562,-1148.3999633789062,255.0,0.0,,-0.16982484527204073,-1.703729848422513,0.09278095719758013,True,26,4,21,164.01214629603976,True,,
48,3059,86.0,False,False,1,8493.817721707626,-1453.9200439453125,-3022.280029296875,157.30999755859375,5793.800048828125,14842.900390625,11951.99951171875,5090.400085449219,-2857.9998779296875,-1385.0999450683594,1.0,0.3940520482576747,-2.9042042906895817,-2.4752655789038016,1946625956288759256,milkay,9.0,-1517.1500244140625,-3160.320068359375,65.0,-3077.9998779296875,12563.800048828125,2256.4999389648438,-1359.9000549316406,380.40000915527344,584.0999984741211,255.0,0.0,-0.019595899358538362,1.207517449668073,0.02420321796142034,True,11.0,False,18,6,11,,6824888005443887466,Hs_Ob1,9.0,1996.93994140625,467.3500061035156,17.010000228881836,8444.7998046875,-7082.19970703125,2.5,0.19999999552965164,-0.0,-2381.0000610351562,255.0,0.0,,-0.009526147535368717,-2.38610637086404,-2.4768350468763552e-05,True,145.0,False,26,4,22,,enpitsu,76561198039309853,25,-1874.8299560546875,147.07000732421875,17.049999237060547,-18794.200439453125,11357.2998046875,3.0000001192092896,-0.29999999329447746,0.09999999776482582,-2061.300048828125,255.0,128.0,False,-0.016774543125567747,0.623444128197876,-2.6265876365347343e-05,True,64.0,False,8,8,False,,games5425898691,bf81d8692db,18.0,1885.780029296875,-154.8300018310547,17.010000228881836,-3827.7999877929688,-8288.699951171875,2.5,0.09999999776482582,-0.0,-2480.5999755859375,255.0,0.0,,-0.009507610564132712,-1.0952660006041341,3.818240760910324e-06,True,24,4,20,83.0,False,,
49,3149,89.0,False,False,0,6704.116102675511,-328.80999755859375,-1540.0799560546875,530.489990234375,6595.0,17033.399658203125,1843.0000305175781,-74.6999979019165,3535.2999877929688,-4847.200012207031,0.0,-0.47503653793250483,2.3562102859758385,-1.736829532968448,76561198039309853,enpitsu,25.0,-365.2200012207031,-1731.5899658203125,425.2799987792969,-8023.900146484375,11189.000244140625,3215.1998901367188,-3722.9998779296875,2281.0000610351562,3344.5001220703125,255.0,0.0,-0.6903040885377709,1.1766633015350545,1.0533057909816133,True,18.0,False,10,False,9,,bf81d8692db,games5425898691,17.0,-421.8500061035156,-3565.93994140625,17.010000228881836,-9135.700073242188,-11061.300048828125,2.3999999463558197,0.29999999329447746,0.0,-2042.5999450683594,128.0,0.0,,0.009615484811213743,-2.3269554884942223,6.333898407086426e-06,True,113.0,False,26,4,22,,milkay,1946625956288759256,9,3043.6298828125,-757.1300048828125,16.989999771118164,-13830.50048828125,-1534.1999816894531,4.900000095367432,0.29999999329447746,0.0,-2191.0000610351562,255.0,0.0,False,0.009566627686782618,-3.0985866271999347,2.7673113658762117e-05,True,255.0,False,18,12,6,,Hs_Ob1,6824888005443887466,9.0,-2392.52001953125,-1134.0799560546875,17.010000228881836,16281.099853515625,3001.0000610351562,0.0,0.0,0.0,2024.1000366210938,255.0,255.0,False,0.009584150269206311,0.2504315453842901,1.5610539544573666e-05,True,26,4,22,190.48904077981106,True,,False
50,3216,92.0,False,False,1,7468.841602558564,-1122.1600341796875,-2051.010009765625,243.85000610351562,15702.80029296875,-13748.1005859375,10695.10009765625,2268.3999633789062,-5333.499755859375,-1551.4999389648438,1.0,-0.11386925937985487,0.011420898416260754,-0.1971685456132886,1946625956288759256,milkay,9.0,-1215.3800048828125,-2033.719970703125,127.58999633789062,15557.7001953125,-12309.49951171875,1447.5,1563.699951171875,5272.60009765625,62.199997901916504,255.0,112.0,-0.8429869852678674,-3.019767290802918,0.1281059086410308,True,221.0,False,20,6,13,,6824888005443887466,Hs_Ob1,9.0,1338.8599853515625,-3348.570068359375,17.010000228881836,-7141.300048828125,-12686.99951171875,2.0999999344348907,-2.5999999046325684,1.5999999642372131,-352.09999084472656,207.0,128.0,False,-0.009828594020365474,-1.0192165339482353,0.00018396230293450612,True,167.0,False,26,4,22,,enpitsu,76561198039309853,25,2550.5400390625,190.74000549316406,17.049999237060547,10547.39990234375,1133.0000305175781,2.8999999165534973,-0.0,-0.0,-2887.5,255.0,0.0,False,-0.016720944224941064,-2.7444010163929056,-6.87566553881986e-05,True,18.0,False,10,10,False,,games5425898691,bf81d8692db,17.0,494.6600036621094,1803.8900146484375,17.010000228881836,-8842.39990234375,-10982.5,2.0000000298023224,0.29999999329447746,0.5000000074505806,0.0,255.0,128.0,,-0.009592748895616603,-0.8929230860183139,6.435651472083508e-05,True,26,4,22,113.0,False,,False
51,3285,94.0,False,False,1,10100.602630969292,2575.10009765625,-4820.06005859375,879.3800048828125,15191.600341796875,12228.299560546875,-32.10000038146973,-3661.300048828125,-3757.9998779296875,-2910.4998779296875,1.0,-0.9938663137246646,3.002808880497962,-1.9464543831689383,6824888005443887466,Hs_Ob1,9.0,2456.14990234375,-4941.16015625,798.6300048828125,15041.300048828125,5251.6998291015625,2631.4999389648438,259.0999984741211,2562.0001220703125,1269.4999694824219,128.0,140.0,-0.45077399415994446,3.0020989361235664,-1.5239802766641581,True,112.0,False,28,4,22,,1946625956288759256,milkay,9.0,2071.469970703125,-4314.58984375,17.010000228881836,13973.900146484375,-1276.9000244140625,2.3000000417232513,-0.5999999865889549,-0.0,2145.800018310547,255.0,255.0,,-0.009588415790962727,-3.114461245646212,6.954554549650803e-05,True,252.0,False,20,6,14,,enpitsu,76561198039309853,25,3620.43994140625,237.00999450683594,17.049999237060547,-0.0,0.09999999776482582,2.5,-0.7999999821186066,0.19999999552965164,0.0,255.0,255.0,,-0.016848768216261297,-1.1415020675851657,-1.085401334031068e-05,True,18.0,False,10,10,False,,games5425898691,bf81d8692db,17.0,2189.10009765625,-1802.93994140625,17.010000228881836,12667.2998046875,-16694.89990234375,2.0999999344348907,0.09999999776482582,-0.5000000074505806,-2.0999999344348907,255.0,,,-0.00960967871629581,-2.2195827852285137,-4.457165001599404e-05,True,28,4,24,121.0,False,,
52,3327,96.0,False,False,0,3318.907696513357,-3527.409912109375,3117.419921875,183.1199951171875,8807.19970703125,9252.000122070312,3209.5001220703125,3978.0999755859375,3193.800048828125,-3158.0999755859375,0.0,-0.07653159920358242,0.6129899912078932,-0.7577512829563829,bf81d8692db,games5425898691,17.0,-3556.219970703125,2969.199951171875,62.619998931884766,-5336.300048828125,8088.599853515625,3145.7000732421875,-5210.30029296875,1127.5,-1353.0999755859375,128.0,0.0,0.043178439102715314,2.6544092798657584,0.17861169052866946,True,121.0,False,30,4,25,,76561198039309853,enpitsu,25.0,-3588.580078125,-77.38999938964844,17.049999237060547,1206.8000030517578,2795.8999633789062,2.5999999046325684,0.19999999552965164,0.19999999552965164,-1577.1000671386719,255.0,0.0,,0.01664429168493613,1.2989439604072814,-0.00014339369632443256,True,18.0,False,10,False,10,,milkay,1946625956288759256,9,-2405.070068359375,2954.2099609375,17.010000228881836,12884.100341796875,-1122.5,2.3000000417232513,0.0,0.0,2300.7000732421875,255.0,255.0,,0.009554765268580788,-0.01928695068122547,1.036236488751237e-05,True,252.0,False,20,14,6,,Hs_Ob1,6824888005443887466,9.0,-4044.35009765625,3754.8701171875,413.7300109863281,-4814.5001220703125,-9623.599853515625,-7564.1998291015625,-584.1999816894531,5368.699951171875,-1041.500015258789,200.0,128.0,,0.37358970796569413,-1.100903138605689,-1.0200452820966321,True,28,4,22,112.0,False,,
53,3365,97.0,False,False,1,9677.575695724856,2444.10009765625,-4412.9501953125,149.77000427246094,10934.300537109375,-23931.0009765625,5717.9998779296875,802.6999664306641,-2868.2998657226562,-5208.4002685546875,1.0,-0.8886881028993703,0.9068575074963546,-0.600722088557276,1946625956288759256,milkay,9.0,2342.219970703125,-4200.4599609375,91.0,13878.399658203125,-5514.7998046875,2017.7000427246094,-2898.3999633789062,4661.700134277344,-342.40001678466797,255.0,128.0,-0.3828030590991596,-2.6073123562336145,-0.5825632630229354,True,239.0,False,22,6,15,,6824888005443887466,Hs_Ob1,9.0,3314.25,-3783.1298828125,16.989999771118164,-8805.499877929688,-11568.00048828125,4.4999998807907104,1.4000000059604645,1.8000000715255737,-1216.9000244140625,226.0,0.0,,-0.009580025773420079,-0.9223337615221932,-0.00023366719962307437,True,49.0,False,28,4,22,,enpitsu,76561198039309853,25,3328.39990234375,-152.02000427246094,17.049999237060547,5322.8997802734375,2508.800048828125,2.5999999046325684,-0.5000000074505806,0.5000000074505806,0.0,0.0,0.0,,-0.016994715788223803,-0.44046682752591754,-2.6661619524285338e-05,True,18.0,False,10,10,False,,games5425898691,bf81d8692db,17.0,3086.0400390625,-3285.419921875,17.010000228881836,635.4000091552734,-2466.1000061035156,2.0999999344348907,-1.5999999642372131,-0.19999999552965164,-60.79999923706055,255.0,128.0,,-0.009558902191748722,-1.843901997589791,4.278624551305087e-05,True,30,4,26,121.0,False,,
54,3420,99.0,False,False,0,3622.8340598213945,-3302.8798828125,2432.260009765625,179.0399932861328,8247.000122070312,-19369.7998046875,3230.10009765625,1384.6000671386719,-4002.3001098632812,-1589.4000244140625,0.0,-1.2543774502304843,-0.5476097398577907,0.4248141397381911,bf81d8692db,games5425898691,17.0,-3427.8798828125,2528.1298828125,104.12000274658203,6348.599853515625,-14461.800537109375,239.79999542236328,5402.9998779296875,984.1000366210938,-298.50000381469727,255.0,68.0,1.198053329121018,-0.551304942830747,0.8080333814152795,True,151.0,False,32,4,27,,76561198039309853,enpitsu,25.0,-3520.7099609375,853.1599731445312,17.049999237060547,1164.1000366210938,10719.300537109375,2.5,-3.4999999403953552,0.09999999776482582,0.0,128.0,128.0,,0.01710061239119809,1.462607901346586,1.3794706490732057e-05,True,198.0,False,10,False,10,,milkay,1946625956288759256,9,-3030.800048828125,4975.81005859375,569.260009765625,8700.0,5692.2998046875,-1936.3999938964844,-203.99999618530273,-129.79999542236328,-1264.4000244140625,255.0,128.0,,0.1563241335339671,0.5482139019228925,1.566736985215286,True,239.0,False,22,16,6,,Hs_Ob1,6824888005443887466,9.0,-839.47998046875,4584.4501953125,16.989999771118164,3753.2998657226562,2757.5,3.8999998569488525,-1.1999999731779099,-2.5999999046325684,-3218.800048828125,0.0,244.0,False,0.009784258816082077,-1.6412635229420063,-7.768222422963869e-05,True,28,4,22,255.0,False,,
55,3495,102.0,False,False,0,7361.009324097896,-1397.5899658203125,-2203.89990234375,107.69999694824219,22137.7001953125,-8535.10009765625,5342.7001953125,5530.3997802734375,-2319.7999572753906,179.20000076293945,0.0,0.5573836769604316,-0.08178697635015804,2.706750806610016,bf81d8692db,games5425898691,17.0,-1621.97998046875,-2200.6201171875,16.989999771118164,17683.599853515625,-9133.400268554688,2.199999988079071,-0.19999999552965164,-0.19999999552965164,485.99998474121094,255.0,128.0,0.009615303695262957,-0.43077644546133964,-0.0001984216217525403,True,85.71298090104133,True,32,4,28,,76561198039309853,enpitsu,25.0,-1158.4100341796875,-571.6900024414062,17.049999237060547,8255.10009765625,-9952.7001953125,3.100000023841858,-4.000000059604645,5.199999809265137,-762.5,255.0,0.0,False,0.016825582503529158,-0.866793722916597,-0.00013533577842299776,True,130.0,False,10,False,10,,milkay,1946625956288759256,9,-1576.22998046875,1518.06005859375,16.989999771118164,4566.600036621094,-20890.10009765625,4.699999988079071,0.0,-0.7000000029802322,1338.5000610351562,255.0,248.0,,0.009597731853486623,-1.3330836474634404,0.0001857007105849481,True,173.0,False,22,16,6,,Hs_Ob1,6824888005443887466,9.0,-87.22000122070312,1317.280029296875,51.619998931884766,5254.4000244140625,-20995.90087890625,-2945.4000854492188,888.0000305175781,329.70001220703125,250.40000915527344,235.0,255.0,False,-0.14353213456312083,-1.2533035462663629,0.005729287955697089,True,30,4,24,162.0,False,,
