,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
33,2713,83,False,False,1,5149.885982020576,54.08000183105469,59.400001525878906,96.5199966430664,17608.1005859375,19830.699462890625,1457.2999572753906,1666.6000366210938,-3972.9000854492188,-3870.7998657226562,1.0,-0.1283859526353673,0.1333795456949155,-0.06429563252645105,bbd5ccab85b,TR James69,9.0,-61.56999969482422,-124.37000274658203,96.63999938964844,14237.60009765625,14746.800537109375,142.29999542236328,-668.0000305175781,3306.7001342773438,4343.800048828125,255.0,69.0,True,-0.566053579683828,1.1782991395301345,1.6062984324287368,True,3,0.0,False,4,False,,b23e57418fb,AyseAmZocken09,4.0,11.489999771118164,-2209.070068359375,17.049999237060547,-865.8999633789062,13593.900146484375,2.5999999046325684,0.09999999776482582,0.7000000029802322,-259.3000030517578,255.0,128.0,,-0.016763974566593336,1.5270876755725717,9.169884109024854e-05,True,116.0,False,4,4,False,,games5425898691,bf81d8692db,21.0,191.2899932861328,346.9700012207031,86.25,-1535.7000732421875,-22718.20068359375,2593.800048828125,5266.9000244140625,-1578.0000305175781,-136.8000030517578,128.0,40.0,,-0.6344740978388077,-1.838039382425668,0.32722675289281683,True,4,0.0,False,3,False,,enpitsu,76561198039309853,27.0,-25.200000762939453,3636.4599609375,17.049999237060547,107.89999961853027,-9983.300170898438,2.5999999046325684,-0.0,-0.7000000029802322,0.0,255.0,128.0,False,-0.01667106206264475,-1.5816530547342988,-6.215558504945957e-05,True,False,False,False,116.0,False,
34,2714,83,False,False,0,5336.757387194508,-133.25999450683594,-141.97000122070312,104.88999938964844,-947.0999908447266,11686.099853515625,5497.7001953125,5534.000244140625,-2315.0999450683594,119.30000305175781,0.0,0.2522965157374069,-0.2583390484462733,0.0364465437046742,bf81d8692db,games5425898691,21.0,-191.2899932861328,-346.9700012207031,86.25,1535.7000732421875,22718.20068359375,2593.800048828125,-5266.9000244140625,1578.0000305175781,-136.8000030517578,128.0,40.0,,0.6344740978388077,1.838039382425668,0.32722675289281683,True,3,0.0,False,4,False,,76561198039309853,enpitsu,27.0,25.200000762939453,-3636.4599609375,17.049999237060547,-107.89999961853027,9983.300170898438,2.5999999046325684,0.0,0.7000000029802322,0.0,255.0,128.0,False,0.01667106206264475,1.5816530547342988,-6.215558504945957e-05,True,116.0,False,False,False,False,,AyseAmZocken09,b23e57418fb,4.0,-6.849999904632568,2117.919921875,17.049999237060547,593.8999938964844,-13733.499755859375,2.5999999046325684,-0.09999999776482582,0.3999999910593033,-89.30000305175781,255.0,128.0,,0.01676319249948441,-1.5369843753305397,6.97707098899895e-05,True,4,116.0,False,4,False,,TR James69,bbd5ccab85b,9.0,-33.27000045776367,25.93000030517578,96.04000091552734,-14215.899658203125,-14778.00048828125,-151.70000076293945,2487.2000122070312,-4840.0,798.0999755859375,255.0,62.0,True,0.46259769656326877,-0.7655392602967402,2.1299272526561466,True,4,3,False,0.0,False,
35,2715,83,False,False,1,5081.022231852134,163.25999450683594,112.08999633789062,137.83999633789062,4849.800109863281,-15698.00048828125,12259.300537109375,-2207.7999877929688,3692.2000122070312,-4182.39990234375,1.0,-0.29370424148231117,0.4591075430857546,0.1942354411546549,bbd5ccab85b,TR James69,9.0,33.27000045776367,-25.93000030517578,96.04000091552734,14215.899658203125,14778.00048828125,-151.70000076293945,-2487.2000122070312,4840.0,798.0999755859375,255.0,62.0,True,-0.46259769656326877,0.7655392602967402,2.1299272526561466,True,3,0.0,False,4,False,,b23e57418fb,AyseAmZocken09,4.0,6.849999904632568,-2117.919921875,17.049999237060547,-593.8999938964844,13733.499755859375,2.5999999046325684,0.09999999776482582,-0.3999999910593033,-89.30000305175781,255.0,128.0,,-0.01676319249948441,1.5369843753305397,6.97707098899895e-05,True,116.0,False,4,4,False,,games5425898691,bf81d8692db,21.0,191.2899932861328,346.9700012207031,86.25,-1535.7000732421875,-22718.20068359375,2593.800048828125,5266.9000244140625,-1578.0000305175781,-136.8000030517578,128.0,40.0,,-0.6344740978388077,-1.838039382425668,0.32722675289281683,True,4,0.0,False,3,False,,enpitsu,76561198039309853,27.0,-24.479999542236328,3568.5,17.049999237060547,111.89999580383301,-10353.699951171875,2.5999999046325684,0.09999999776482582,-0.5999999865889549,0.0,255.0,128.0,False,-0.016678651218356055,-1.5816531815273465,-5.448358847088071e-05,True,False,False,False,116.0,False,
36,2808,86,False,False,1,6995.95361418169,2448.360107421875,-1681.550048828125,372.239990234375,12001.99951171875,15312.19970703125,4731.199951171875,4914.599914550781,-1143.0999755859375,-296.49999618530273,1.0,-0.05418888042824117,0.7310570517061818,-0.6353484629191468,b23e57418fb,AyseAmZocken09,4.0,2333.949951171875,-1816.97998046875,241.10000610351562,5974.69970703125,9788.200073242188,3786.0000610351562,-2957.3001098632812,-3002.60009765625,-3522.2000122070312,255.0,252.0,False,0.6113777793215532,2.0554970818102247,-1.7201647902724242,True,5,59.61039130918438,True,6,False,,bbd5ccab85b,TR James69,10.0,4016.43994140625,-505.1199951171875,96.19000244140625,4129.100036621094,-12937.5,4692.5,1329.7999572753906,-2406.3999938964844,-942.6000213623047,255.0,0.0,False,0.34272287894467485,-1.9089185960038755,0.7582118299120801,True,255.0,False,6,6,False,,games5425898691,bf81d8692db,21.0,2248.1201171875,-1660.0699462890625,204.89999389648438,16839.300537109375,548.4000015258789,2051.4999389648438,-92.39999771118164,1804.4999694824219,6.700000166893005,255.0,128.0,,0.5416165044563017,3.093302451539925,-0.0044205436050245885,True,6,0.0,False,5,False,,enpitsu,76561198039309853,27.0,3085.830078125,3409.2900390625,17.049999237060547,-8000.30029296875,-7033.800048828125,2.5999999046325684,1.4000000059604645,1.0000000149011612,-265.49999237060547,255.0,128.0,False,-0.0166871000695255,-0.6928060624393613,0.00024764153881816765,True,False,False,False,255.0,False,
37,2865,88,False,False,0,6698.297895763408,-3524.6201171875,-1020.969970703125,131.00999450683594,-2327.5999450683594,25779.09912109375,8983.200073242188,1874.6000671386719,2504.499969482422,-3433.900146484375,0.0,-0.8897153588321565,0.32074834173832906,0.4185545610851239,76561198039309853,enpitsu,27.0,-3486.64990234375,-1222.449951171875,77.77999877929688,-5968.599853515625,17029.200439453125,3992.7999877929688,0.09999999776482582,-0.7999999821186066,-69.20000076293945,128.0,128.0,,0.01677270416155515,1.889331726445995,2.0468308868381024e-05,True,False,214.0,False,2,False,,bf81d8692db,games5425898691,21.0,-3605.75,1037.31005859375,16.979999542236328,9400.10009765625,2961.0000610351562,10.800000429153442,-9.700000286102295,10.199999809265137,157.60000228881836,255.0,128.0,,0.008801366387196037,0.32511774237066404,0.0002352969578641809,True,,False,6,6,False,,AyseAmZocken09,b23e57418fb,5.0,-3894.719970703125,-157.49000549316406,24.969999313354492,7189.69970703125,-15944.69970703125,-2038.0000305175781,54.29999828338623,-3187.7999877929688,1466.1000061035156,255.0,255.0,,0.11358253327297087,-1.1014523861269057,-0.21663079178806144,True,6,0.0,False,6,False,,TR James69,bbd5ccab85b,9.0,-3288.5400390625,3244.330078125,17.0,5592.9998779296875,12936.700439453125,3.3000001311302185,-0.19999999552965164,-0.7999999821186066,-55.50000190734863,255.0,128.0,,0.009597097738496744,1.15495155700557,0.000103968092683758,True,6,6,False,255.0,False,
38,2922,90,False,False,1,9638.503929315832,3828.840087890625,-4041.4599609375,560.3800048828125,19724.599609375,7971.500244140625,852.3999786376953,-986.3999938964844,1905.2000427246094,-5603.3001708984375,1.0,-0.5931909508540026,1.629505166108876,-0.2545564714779445,bbd5ccab85b,TR James69,9.0,3711.929931640625,-4130.60986328125,507.1499938964844,9260.999755859375,7274.6002197265625,3378.599853515625,3476.4999389648438,-3139.1000366210938,2882.60009765625,255.0,0.0,True,0.30168772838293495,1.754681124414661,-0.8402490269592613,True,7,243.0,False,8,False,,b23e57418fb,AyseAmZocken09,5.0,710.8699951171875,-560.2100219726562,81.62999725341797,-17627.7001953125,-9802.5,-2003.9999389648438,727.2000122070312,-2039.4000244140625,-328.10001373291016,255.0,128.0,,0.3374081189078611,-0.5464998834132617,-0.21133329936999398,True,0.0,False,8,8,False,,games5425898691,bf81d8692db,21.0,569.27001953125,-782.9099731445312,50.130001068115234,-18332.099609375,2449.1000366210938,-1924.4999694824219,-130.20000457763672,-2168.9999389648438,210.10000228881836,255.0,128.0,,0.43402214389455585,0.1456704704308319,0.12358122058434777,False,8,21.661557002734114,True,8,False,,enpitsu,76561198039309853,27.0,3696.6298828125,-2117.260009765625,17.049999237060547,-865.5000305175781,-20234.300537109375,2.5999999046325684,0.9000000357627869,-1.899999976158142,111.40000343322754,128.0,128.0,,-0.016791963680187472,-1.5398975347744093,-0.00016794545866025907,True,2,False,False,145.0,False,
39,2990,93,False,True,1,6471.317760234436,3367.699951171875,-840.6900024414062,100.45999908447266,-14644.89990234375,23494.19921875,4246.600036621094,10.0,1365.8999633789062,-1620.8999633789062,1.0,-0.47385559437727864,-1.8795404847466886,-0.9750688852400878,bbd5ccab85b,TR James69,10.0,3454.070068359375,-976.1400146484375,16.3799991607666,-12854.000244140625,17222.099609375,15.399999618530273,918.0000305175781,1246.6999816894531,-622.599983215332,255.0,128.0,False,0.02540947451722739,0.9105688960906223,0.00982765921004985,True,8,95.78094648033058,True,8,False,,b23e57418fb,AyseAmZocken09,4.0,1354.7900390625,-3340.159912109375,17.059999465942383,11590.400390625,7698.499755859375,2.0000000298023224,0.19999999552965164,-0.0,2226.699981689453,255.0,255.0,False,-0.01675325775627654,2.4888877451459797,-8.177803571652475e-06,True,92.0,False,8,8,False,,games5425898691,bf81d8692db,21.0,-4031.330078125,671.0999755859375,114.06999969482422,-2117.899932861328,17774.200439453125,2962.9998779296875,-1559.1999816894531,2243.6000061035156,-1197.3999786376953,255.0,0.0,,0.13879230977375537,1.4754736611801913,0.9480699744526182,True,8,242.4682496952754,True,8,False,,enpitsu,76561198039309853,27.0,1625.1099853515625,-3636.070068359375,17.049999237060547,-89.39999580383301,19860.50048828125,-1.5999999642372131,0.19999999552965164,6.3999998569488525,-1569.1000366210938,255.0,128.0,False,-0.016768053804840023,1.642914728798587,7.456257868879261e-05,True,2,False,False,198.28712269311308,True,
40,3063,95,False,False,0,10036.872851047496,139.72999572753906,-4843.2900390625,104.01000213623047,-27280.90087890625,-1319.7999572753906,10193.900146484375,3753.5000610351562,2641.7999267578125,3864.1000366210938,0.0,1.1930871465875033,-0.5754256148861561,-0.8717525358397004,bf81d8692db,games5425898691,21.0,402.3999938964844,-4902.759765625,19.459999084472656,-22789.29931640625,-434.39998626708984,2959.4000244140625,-3.1999999284744263,0.0,-1406.1000061035156,255.0,95.0,,0.009592304381344187,3.086758040666157,7.694077926293435e-05,True,8,90.0,False,9,False,,76561198039309853,enpitsu,27.0,-1768.2900390625,-2337.080078125,17.030000686645508,1274.000015258789,-22821.4990234375,5.099999904632568,0.0,0.0,0.09999999776482582,255.0,128.0,False,0.016776062670377363,-1.5150097536969118,2.4812935313032317e-06,True,249.0,False,2,False,False,,AyseAmZocken09,b23e57418fb,4.0,-1000.6099853515625,4.28000020980835,17.030000686645508,2205.8999633789062,-13916.500244140625,5.099999904632568,0.0,0.0,-234.79999542236328,255.0,128.0,False,0.016762247876051697,-1.43465504705125,0.00011806108700812388,True,8,122.0,False,8,False,,TR James69,bbd5ccab85b,10.0,-357.1000061035156,-4260.64990234375,187.41000366210938,14751.500244140625,-17639.49951171875,-210.30000686645508,1533.0999755859375,5192.0001220703125,-970.2999877929688,171.0,58.0,True,-0.2024774845546908,-1.8486244720381064,2.813317180001344,True,10,9,False,82.0,False,
41,3146,98,False,False,1,3883.9807899662887,3746.909912109375,2502.27001953125,237.7899932861328,10350.899658203125,23428.20068359375,2848.800048828125,94.39999580383301,857.7999877929688,1071.2999725341797,1.0,-1.1936569165546644,0.24627068838249325,0.19864701324913178,b23e57418fb,AyseAmZocken09,5.0,3662.669921875,2326.669921875,149.3300018310547,11220.799560546875,12525.6005859375,3791.400146484375,-930.5000305175781,-3789.5001220703125,630.0,255.0,133.0,,0.37736955223279495,2.05589362246531,-0.7061066912179458,True,8,119.87408151165131,True,10,False,,bbd5ccab85b,TR James69,9.0,-807.489990234375,4802.60009765625,94.51000213623047,-5678.800048828125,-13692.099609375,2916.4999389648438,3685.4000854492188,-4002.6998901367188,803.1999969482422,208.0,229.0,True,-0.4559870743203629,-1.7072576373531592,0.6550562246583712,False,0.0,False,14,11,False,,games5425898691,bf81d8692db,21.0,3016.860107421875,4329.89013671875,17.010000228881836,5342.8997802734375,-11319.3994140625,2.3000000417232513,-0.9000000357627869,2.3000000417232513,-1360.0999450683594,255.0,0.0,,-0.009561893083023888,-1.998748862263494,-6.142225472110403e-05,True,10,90.0,False,8,False,,enpitsu,76561198039309853,27.0,2894.889892578125,3997.93994140625,17.059999465942383,-6152.5,-12264.599609375,2.0999999344348907,-0.0,-0.0,-2239.7999572753906,255.0,0.0,,-0.01675488520896031,-1.0412745554331457,-1.315812653712779e-05,True,2,False,False,255.0,False,
42,3202,100,False,False,0,10228.132992103967,-2290.75,-4992.58984375,129.7100067138672,-8381.400146484375,-26846.99951171875,6549.6002197265625,2480.2000427246094,5047.099914550781,2091.6000366210938,0.0,0.47506124868632255,2.341067822052376,0.5966743153286275,bf81d8692db,games5425898691,21.0,-2200.139892578125,-4845.9599609375,73.58999633789062,-6654.7998046875,-14863.299560546875,3586.099853515625,-2225.500030517578,4758.599853515625,965.1000213623047,255.0,0.0,,-0.0693341986005017,-2.221548716103171,-0.04287494702813461,True,8,27.242468839050623,True,11,False,,76561198039309853,enpitsu,27.0,-2066.360107421875,-5021.47998046875,90.56999969482422,-16039.7998046875,3267.9000854492188,3777.6998901367188,-4532.5,-3062.2000122070312,-573.1000137329102,255.0,0.0,False,-0.07063525201520901,3.0904887599747166,0.5938293642066741,True,237.0,False,4,1,False,,AyseAmZocken09,b23e57418fb,4.0,-3234.89990234375,-3292.25,17.059999465942383,2452.5999450683594,11827.80029296875,2.0999999344348907,0.0,0.0,2373.3999633789062,255.0,255.0,False,0.01671285270233851,1.4276216255237328,-5.220799144144038e-06,True,10,89.0,False,8,False,,TR James69,bbd5ccab85b,9.0,1729.02001953125,-1575.0799560546875,88.66999816894531,3529.2999267578125,18956.199951171875,-941.5000152587891,-1954.1999816894531,3596.300048828125,3673.800048828125,233.0,128.0,True,-1.0936163121780458,1.4570299866682457,-0.37018650309181145,True,16,14,False,0.0,False,
43,3256,102,False,False,1,3532.72019204143,4006.39990234375,3465.030029296875,1385.780029296875,17356.400146484375,6371.7999267578125,5073.800048828125,499.3000030517578,2381.4999389648438,-5484.4000244140625,1.0,-0.37859789022682955,-0.9602366574719157,0.0058819479088419125,b23e57418fb,AyseAmZocken09,4.0,3894.77001953125,3408.25,1320.6400146484375,227.29999542236328,12528.599853515625,11254.599609375,2086.199951171875,953.0000305175781,1239.8999786376953,128.0,0.0,False,0.4061662019586016,1.1972714195539444,-0.22925117810041012,True,9,11.0,False,12,False,,bbd5ccab85b,TR James69,9.0,-2669.760009765625,-2372.3701171875,85.52999877929688,-5074.4000244140625,-22337.2998046875,-622.7999877929688,3036.400146484375,-2627.3001098632812,803.7999725341797,180.0,65.0,False,0.8481709669727612,-1.856598679640719,-0.7079663031703045,False,0.0,False,18,16,False,,games5425898691,bf81d8692db,21.0,3963.169921875,3823.02001953125,75.9800033569336,9155.0,-8485.800170898438,5405.9002685546875,1020.8000183105469,-3807.0999145507812,-239.59999084472656,255.0,0.0,,0.46860541186047566,-2.4752095670669103,0.5498185315939091,True,12,16.0,False,8,False,,enpitsu,76561198039309853,27.0,3263.4599609375,4415.6201171875,15.84000015258789,-3742.60009765625,-9393.699951171875,-372.40001678466797,-1079.1000366210938,744.7000122070312,-2408.0999755859375,255.0,0.0,False,-0.019974393067150695,-1.1260809621624448,0.004690647529457342,True,4,2,False,237.0,False,
44,3312,105,False,False,1,1771.9460206712456,2655.97998046875,4934.419921875,1236.6700439453125,-12608.699951171875,-2498.0999755859375,-8039.0997314453125,3543.699951171875,1263.3000183105469,-4673.900146484375,1.0,0.36127485361744777,-1.4371279873497043,0.6472136167156173,b23e57418fb,AyseAmZocken09,4.0,2807.530029296875,5039.10986328125,1307.75,-2573.9999389648438,-3104.7000122070312,-968.4999847412109,-89.89999771118164,-402.09999084472656,55.50000190734863,128.0,255.0,False,0.30080364278943517,0.2819402919785988,-1.5724806434893819,True,10,11.0,False,14,False,,bbd5ccab85b,TR James69,9.0,-1201.3299560546875,-4786.06982421875,16.979999542236328,12841.700439453125,12599.000244140625,45.50000190734863,-320.29998779296875,-108.59999656677246,1996.1000061035156,205.0,255.0,True,-0.0022492449826313813,2.29931630684598,0.015579016508926319,True,255.0,False,19,16,False,,games5425898691,bf81d8692db,21.0,2590.919921875,3608.550048828125,99.20999908447266,-11491.400146484375,14189.3994140625,-160.40000915527344,-4672.39990234375,-2901.099853515625,-43.29999923706055,255.0,128.0,,-0.20630862563262048,-2.1281256247994076,-3.133526684117331,True,14,16.0,False,9,False,,enpitsu,76561198039309853,27.0,1491.81005859375,4974.7900390625,22.579999923706055,-4193.800048828125,-1310.2999877929688,-446.19998931884766,-784.4999694824219,591.3999938964844,-393.10001373291016,255.0,128.0,False,0.0832328597684106,2.7867721042658533,0.07946947134062933,True,4,2,False,237.0,False,
45,3342,106,False,False,0,9804.857200535946,-1321.0400390625,-4655.64013671875,145.86000061035156,9001.500244140625,10011.599731445312,3263.599853515625,4480.4998779296875,1853.800048828125,-3533.800048828125,0.0,-0.34118549932516673,1.1454487049542201,1.0859441397972558,76561198039309853,enpitsu,27.0,-1373.81005859375,-4853.77001953125,157.02000427246094,3182.9998779296875,3718.5000610351562,-149.89999771118164,-3730.10009765625,3989.2001342773438,649.4999694824219,128.0,0.0,False,-0.6709145554880782,1.7953551353595796,2.3653100429387592,True,3,224.0,False,6,False,,bf81d8692db,games5425898691,21.0,-1351.9000244140625,-5006.47021484375,95.51000213623047,12641.700439453125,-11524.89990234375,3057.2000122070312,-65.79999923706055,-2913.3999633789062,-503.3000183105469,255.0,95.0,,-0.3220541510804296,-0.5573066915718922,0.5464549528428372,True,16.0,False,16,10,False,,AyseAmZocken09,b23e57418fb,4.0,-2499.050048828125,-4761.31005859375,757.6500244140625,3010.7000732421875,2241.6000366210938,-8545.10009765625,278.0999946594238,-479.7999954223633,1180.1000213623047,255.0,197.0,False,-0.060657609349780324,-0.2017567924055822,-0.23364119821815388,True,14,11.0,False,10,False,,TR James69,bbd5ccab85b,9.0,-683.6500244140625,3237.080078125,61.040000915527344,-17886.600341796875,-14310.999755859375,-2063.8999938964844,770.9999847412109,-1583.5000610351562,-308.4000015258789,186.0,208.0,False,-0.13384232324314718,-2.081061008353547,-0.22039773163072607,True,20,18,False,255.0,False,
46,3412,108,False,False,0,7802.86851461798,702.1599731445312,-2497.449951171875,121.93000030517578,8592.7001953125,25421.0009765625,5160.5999755859375,2549.600067138672,2961.7999267578125,-2767.9998779296875,0.0,1.5433400655137355,2.652394996141205,-2.1623246191000733,76561198039309853,enpitsu,27.0,686.969970703125,-2672.6201171875,39.75,7731.099853515625,19845.799560546875,2518.800048828125,22.59999990463257,-2396.3999938964844,4871.400146484375,255.0,128.0,,-0.010925982262618964,1.4703819044146467,-0.10726121548188386,True,5,74.0,False,8,False,,bf81d8692db,games5425898691,21.0,420.80999755859375,-5160.43017578125,16.979999542236328,4185.10009765625,4196.000061035156,11.499999761581421,6.499999761581421,-3.100000023841858,-31.30000114440918,255.0,128.0,,0.009881939902669123,0.7835877460677494,-5.576334491420406e-05,True,16.0,False,16,10,False,,AyseAmZocken09,b23e57418fb,4.0,-914.0399780273438,-3224.080078125,17.049999237060547,5928.900146484375,12219.000244140625,2.7000001072883606,-1.5999999642372131,-3.799999952316284,1544.7000122070312,255.0,163.0,,0.01674470603114665,1.1764219175368926,-3.09248443516168e-05,True,14,72.0,False,10,False,,TR James69,bbd5ccab85b,9.0,744.5999755859375,-1520.1700439453125,17.0,10472.900390625,-14661.400146484375,3.3000001311302185,0.7000000029802322,2.8999999165534973,492.59998321533203,0.0,128.0,,0.00979416283752749,-0.9093324837641897,-9.781415130654479e-05,True,20,18,False,198.0,False,
47,3534,113,False,False,0,3676.0577140522923,2776.820068359375,4985.75,850.0900268554688,-17086.600341796875,1188.7999725341797,2110.0,-4149.200134277344,2152.5,2101.1000061035156,0.0,-0.029983913394114235,2.486529974181743,2.493760341258068,76561198039309853,enpitsu,27.0,2909.389892578125,4996.2099609375,842.5999755859375,-17003.599853515625,2454.7999572753906,310.79999923706055,1883.2000732421875,-1902.5,-1615.0,128.0,128.0,,0.04240536233765555,2.61824533500875,-1.6033988875977998,True,7,22.0,False,10,False,,bf81d8692db,games5425898691,21.0,1806.719970703125,-249.72000122070312,17.010000228881836,-16695.2001953125,14751.099853515625,2.0999999344348907,-0.5999999865889549,0.3999999910593033,-162.09999084472656,255.0,128.0,,0.009588648813280466,2.405258830324936,1.9139933991794957e-05,True,192.0,False,16,10,False,,AyseAmZocken09,b23e57418fb,5.0,3625.97998046875,2675.2099609375,17.049999237060547,-2080.0999450683594,16189.100341796875,2.5999999046325684,0.0,-0.7999999821186066,640.5000305175781,255.0,128.0,,0.01677462191757453,1.751325937598748,-0.0002284149151597582,True,16,194.0,False,12,False,,TR James69,bbd5ccab85b,9.0,3486.93994140625,4521.1298828125,154.1199951171875,-11700.999755859375,17215.400390625,7633.499755859375,2837.0999145507812,-2663.3999633789062,705.1999664306641,204.0,128.0,False,-0.3770740434772367,2.17206704662724,-1.0763111116301005,True,20,18,False,221.0,False,
48,3552,113,False,False,0,2531.743539269727,1632.0400390625,5003.10986328125,845.3599853515625,-20939.89990234375,-688.7000274658203,-2260.500030517578,-3517.3001098632812,-100.39999961853027,-366.30001068115234,0.0,-0.5055424012612331,2.4324093101472317,-0.6487756240935797,76561198039309853,enpitsu,27.0,1819.010009765625,5000.10009765625,831.02001953125,-16590.10009765625,-650.5999755859375,-198.70000839233398,3652.9998779296875,-2638.599853515625,-3153.2000732421875,128.0,128.0,,-0.5144484578673783,-2.9672057034968393,-0.30082015829449604,True,8,22.0,False,10,False,,bf81d8692db,games5425898691,21.0,797.27001953125,812.8200073242188,17.010000228881836,-13755.799560546875,18433.00048828125,-0.09999999776482582,1.7000000178813934,-2.3000000417232513,-1238.1999969482422,255.0,0.0,,0.009593893127016234,2.1920309057949883,-0.00015748526829274855,True,145.03822813495512,True,16,10,False,,AyseAmZocken09,b23e57418fb,5.0,3315.699951171875,3608.360107421875,17.049999237060547,-10188.099975585938,11893.499755859375,3.0000001192092896,0.9000000357627869,-0.9000000357627869,1870.7000732421875,255.0,217.0,,0.016780383379636266,2.343124241030584,1.1313573481068311e-05,True,16,194.0,False,12,False,,TR James69,bbd5ccab85b,9.0,2372.260009765625,5104.25,515.969970703125,-21342.7001953125,-223.50000381469727,-954.4000244140625,1.5999999642372131,-167.5,-80.50000190734863,255.0,128.0,False,0.050542207441260346,3.1372122449637256,-1.5710876950504467,True,20,18,False,208.4775569926026,True,
49,3635,116,False,False,0,2328.581946717809,-3186.320068359375,4719.60986328125,193.49000549316406,8666.500244140625,5280.2001953125,13665.6005859375,-4528.0999755859375,-2016.9999694824219,3380.4000854492188,0.0,1.2258783922650556,-0.5302472210935132,2.3880625539966256,bf81d8692db,games5425898691,21.0,-3177.510009765625,4516.18994140625,122.76000213623047,-2585.7000732421875,10211.400146484375,3877.3001098632812,1922.2999572753906,427.7000045776367,-121.70000076293945,255.0,93.0,,-0.2930606162516232,1.7709810621192301,0.0027004146293868937,True,10,248.670468689293,True,18,False,,76561198039309853,enpitsu,27.0,-2107.5,3676.429931640625,37.63999938964844,-4587.9998779296875,-13907.39990234375,3146.0000610351562,98.29999923706055,-32.59999990463257,7.5,255.0,128.0,,0.017652357626482557,-1.8883410941278638,-6.801432436354646e-05,True,31.0,False,12,9,False,,AyseAmZocken09,b23e57418fb,4.0,-299.739990234375,4706.1298828125,17.049999237060547,-2017.4000549316406,1899.2999267578125,3.3000001311302185,-0.19999999552965164,0.19999999552965164,421.3999938964844,128.0,234.0,,0.01683864276829868,2.307258405110218,0.0002735808508399482,True,16,225.0,False,12,False,,TR James69,bbd5ccab85b,9.0,-1284.510009765625,5100.3798828125,145.57000732421875,-5815.0,993.0000305175781,5691.099853515625,2840.10009765625,-12.999999523162842,-1612.8999328613281,216.0,128.0,False,-0.8918378666103359,3.074230442262098,-1.3942868732858562,True,20,20,False,157.0,False,
