,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,169,0.0,False,False,1,5233.776469195241,-3.8499999046325684,-15.84000015258789,115.62000274658203,-3803.699951171875,12027.60009765625,6450.8001708984375,5681.7999267578125,1821.6999816894531,630.2999877929688,1.0,0.07734331595250077,-0.21954672514746298,-0.3805388204449557,76561198039309853,enpitsu,26.0,-1.0199999809265137,-148.52999877929688,99.7300033569336,-12973.199462890625,11853.399658203125,-204.40000534057617,-4543.399963378906,-995.8000183105469,-2935.10009765625,255.0,255.0,,-1.3276539594554848,0.6458444094159529,0.4054457982048818,True,2,1,False,0.0,False,,bf81d8692db,games5425898691,17.0,-3443.760009765625,-2260.68994140625,17.010000228881836,-4272.300109863281,-14618.199462890625,2.199999988079071,-0.0,-0.0,1757.4000549316406,255.0,255.0,-0.009589943146163533,-1.322058019817122,0.0001389737585354704,False,False,False,False,0.0,False,,XTREMiiCoKe69,2535405206095857,18.0,-3274.080078125,4230.080078125,15.479999542236328,-5638.3001708984375,7824.000244140625,118.90000343322754,2.7000001072883606,124.60000038146973,-84.70000267028809,254.0,131.0,,-0.000661110564158994,-2.2007786386841435,0.005358928859870321,True,False,255.0,False,4,4,,woof woof,76561198323159416,8.0,-87.16999816894531,126.62000274658203,89.9800033569336,-17653.1005859375,-10481.400146484375,3379.2999267578125,-3418.599853515625,-4298.999938964844,285.10000228881836,255.0,11.0,,0.04910988195955299,-1.2192142184540864,0.24589832670812975,True,0.0,False,6,5,False,,
1,244,2.0,False,False,0,7990.086743010992,83.51000213623047,-2789.820068359375,126.16999816894531,482.90000915527344,19977.5,11873.599853515625,5995.3997802734375,57.30000019073486,-226.39999389648438,0.0,-0.7779240387254237,1.6185579084461306,1.8320471046832578,2535405206095857,XTREMiiCoKe69,19.0,85.5199966430664,-2996.85009765625,16.989999771118164,-5335.2001953125,18796.300048828125,4.600000083446503,-0.09999999776482582,0.09999999776482582,-2047.5999450683594,254.0,0.0,,0.009540319800947885,1.7708594306230228,-1.6275938886848068e-05,True,4,4,False,158.0,False,,76561198323159416,woof woof,8.0,3210.469970703125,-583.6699829101562,17.010000228881836,-14228.199462890625,-7212.0001220703125,2.3999999463558197,0.09999999776482582,0.0,-2032.5999450683594,255.0,0.0,0.009602505058748665,-2.7422975853628615,1.104468066827363e-05,True,6,False,6,255.0,False,,enpitsu,76561198039309853,26.0,190.3800048828125,-1617.1700439453125,17.049999237060547,-12330.0,-512.2999954223633,3.1999999284744263,-0.19999999552965164,0.0,-2356.300048828125,255.0,0.0,,0.016730051109387925,3.1213770131674226,-3.4232527852274464e-05,True,False,0.0,False,2,2,,games5425898691,bf81d8692db,18.0,-246.47000122070312,4776.39013671875,17.010000228881836,-22725.0,-2406.6000366210938,2.0999999344348907,3.1999999284744263,0.5999999865889549,682.2000122070312,255.0,128.0,,0.009616637500273787,-2.991577052311688,-4.013577630632148e-05,True,191.0,False,False,False,False,,False
2,324,5.0,False,True,0,2645.8216724789395,207.47000122070312,2735.27001953125,777.8599853515625,-6102.80029296875,16603.599853515625,465.9000015258789,5877.80029296875,-9.100000262260437,-232.29999542236328,0.0,0.7209841298213011,1.6834858656645446,1.9274998006340955,2535405206095857,XTREMiiCoKe69,19.0,286.25,2628.610107421875,650.0399780273438,-553.1000137329102,21807.5,-1250.8000183105469,2929.5999145507812,3199.4000244140625,-3380.8999633789062,128.0,252.0,,-0.5754672391353756,-2.234225776309144,3.128279210019754,True,6,4,4,124.0,False,,76561198323159416,woof woof,8.0,587.9299926757812,2818.429931640625,840.760009765625,-8633.699951171875,15293.699951171875,-40.79999923706055,901.9000244140625,-1563.699951171875,765.5999755859375,255.0,128.0,0.8889073569105234,-1.9851178536284766,-2.362947338167261,True,6,4,8,191.0,False,,enpitsu,76561198039309853,26.0,-3238.64990234375,-67.91999816894531,17.049999237060547,-16838.499755859375,1452.1000671386719,2.8999999165534973,2.0000000298023224,-0.09999999776482582,-1235.1000213623047,255.0,0.0,True,0.016768779378153194,3.0499136172425776,-0.00023456436631942256,True,False,0.0,False,2,2,,games5425898691,bf81d8692db,18.0,-827.7999877929688,4653.16015625,17.010000228881836,4368.399963378906,6083.2000732421875,2.5,0.9000000357627869,-1.7000000178813934,-2055.0,128.0,0.0,,0.009768768908429534,0.9211426533184564,-1.316330902161048e-05,True,191.0,False,False,False,False,,
3,350,6.0,False,False,0,989.7815155270061,-376.0,4297.81982421875,521.47998046875,-9811.900024414062,13024.69970703125,-6552.39990234375,4395.899963378906,2586.0000610351562,-168.29999923706055,0.0,1.3408250613848576,2.3613932147961245,2.6143287915381404,76561198323159416,woof woof,8.0,-259.6000061035156,4307.919921875,493.6700134277344,-8522.000122070312,14948.199462890625,-6806.199951171875,1035.4000091552734,-1265.6999969482422,780.6999969482422,128.0,128.0,,1.0739862488632672,-0.4176226005106949,-0.9626257838772599,True,8,6,4,191.0,False,,2535405206095857,XTREMiiCoKe69,20.0,226.94000244140625,4859.1298828125,115.02999877929688,-637.9999923706055,21345.2001953125,-8542.5,816.9999694824219,1065.5000305175781,-1186.500015258789,255.0,0.0,0.6359298085000542,-1.9827636668196904,-0.392724327441108,True,4,4,6,124.0,False,,enpitsu,76561198039309853,26.0,-4077.5,826.0399780273438,244.17999267578125,-652.2000122070312,12778.800048828125,5563.0999755859375,-61.39999866485596,1767.7000427246094,-188.1999969482422,255.0,0.0,False,-0.4459879149815346,1.6206055762588967,1.47420389304825,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,18.0,-419.7900085449219,4792.2998046875,197.1199951171875,-128.4000015258789,-457.7000045776367,1148.8999938964844,398.69998931884766,-4922.5,2420.5999755859375,255.0,0.0,,-0.8561696305081413,-1.672144131512598,1.8725231674940295,True,191.0,False,4,3,False,,
4,365,7.0,False,False,0,154.27586874985377,-903.77001953125,4985.919921875,101.33000183105469,-6541.7999267578125,8274.69970703125,5820.7000732421875,-4681.7999267578125,-3751.0000610351562,-100.79999923706055,0.0,-1.1982890902326184,2.134639500035183,2.3248161955006434,76561198323159416,woof woof,8.0,-677.510009765625,5077.35986328125,62.959999084472656,-7985.7000732421875,14944.89990234375,-10071.099853515625,3203.2000732421875,-1658.699951171875,1747.8999328613281,255.0,128.0,,0.20659931339539842,1.0668970760142744,-0.3391097961971719,True,8,6,4,191.0,False,,2535405206095857,XTREMiiCoKe69,20.0,333.4599914550781,5537.0498046875,24.209999084472656,1803.0000305175781,3413.0999755859375,141.8000030517578,-6.700000166893005,43.499999046325684,-1074.5999908447266,254.0,180.0,0.040203000017801215,-2.2533028947971094,-0.024879663889075334,True,4,4,6,124.0,False,,enpitsu,76561198039309853,26.0,-4078.93994140625,1520.719970703125,379.6600036621094,2.3999999463558197,14017.900390625,546.5000152587891,23.399999141693115,-0.9000000357627869,0.09999999776482582,255.0,128.0,False,-0.06068702945740008,1.5875706344351748,1.5698417866951497,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,18.0,-432.44000244140625,4727.81982421875,187.6300048828125,-414.7999954223633,-3077.2000122070312,-675.2999877929688,-86.70000076293945,-3320.0,764.0000152587891,255.0,201.0,,-0.08897780051593679,-1.649752354952661,-0.3630770213915436,True,169.07692039397458,True,4,4,False,,
5,410,8.0,False,False,1,9440.206440687145,1665.1600341796875,-4268.81982421875,129.52999877929688,17707.60009765625,6591.199951171875,2886.400146484375,-3218.5000610351562,-3501.6000366210938,2268.9999389648438,1.0,-0.2498513917948796,0.07177013034864833,0.5718339916693556,bf81d8692db,games5425898691,18.0,1486.1400146484375,-4302.64990234375,16.989999771118164,16521.800537109375,-3428.3999633789062,2.199999988079071,-0.7000000029802322,-0.09999999776482582,-27.799999713897705,255.0,128.0,,-0.009623671245507883,-2.933238225218631,6.236282353805546e-05,True,4,4,False,77.0,False,,76561198039309853,enpitsu,26.0,3000.419921875,-4227.33984375,17.059999465942383,-13969.300537109375,-8695.399780273438,1.2999999523162842,-1.1999999731779099,-3.100000023841858,-2955.10009765625,0.0,128.0,-0.016955105096153816,0.1995849492145416,1.024746172749729e-05,True,2,False,2,255.0,False,,XTREMiiCoKe69,2535405206095857,20.0,-46.22999954223633,-4008.1201171875,100.26000213623047,3302.3001098632812,19983.900146484375,355.09998321533203,-5149.7998046875,1918.8999938964844,215.6999969482422,254.0,128.0,,-0.8608055297861401,-0.5920162293017304,2.646786123360036,False,4,95.0,False,5,8,,woof woof,76561198323159416,8.0,-131.6300048828125,-4399.0,94.02999877929688,1740.8999633789062,20704.3994140625,2725.7998657226562,-5475.10009765625,521.8000030517578,-10.700000524520874,255.0,128.0,False,-0.4835328406442203,1.6668730141607848,-0.0005964404693957296,True,145.0,False,10,7,4,,False
6,485,11.0,False,False,1,8534.446205911769,3792.590087890625,-2887.860107421875,736.75,-6815.4998779296875,18444.3994140625,-572.400016784668,-3093.2000732421875,4959.89990234375,156.40000343322754,1.0,0.1844196288069705,1.7800047851723844,-2.1292358798461604,bf81d8692db,games5425898691,18.0,3844.260009765625,-3050.050048828125,718.7899780273438,-8187.19970703125,13840.899658203125,842.2000122070312,-653.8999938964844,-2592.7999877929688,-4806.199951171875,255.0,201.0,,0.3475480999578937,2.6378645101348184,-2.067564998501292,True,6,5,False,108.0,False,,76561198039309853,enpitsu,26.0,3193.02001953125,-3611.239990234375,17.059999465942383,-8150.999755859375,4688.900146484375,2.0999999344348907,2.3000000417232513,-0.0,-1508.3999633789062,255.0,0.0,-0.0167270501733886,0.500086661859567,-0.000324174032048831,True,2,False,2,255.0,False,,XTREMiiCoKe69,2535405206095857,19.0,-303.45001220703125,1641.8199462890625,17.0,-1534.2999267578125,21399.599609375,3.1999999284744263,-0.0,-0.3999999910593033,-766.8000030517578,254.0,74.0,,-0.009574161469121361,1.5117897865849346,-9.145404265619612e-05,True,4,142.0,False,6,8,,woof woof,76561198323159416,8.0,1467.8699951171875,617.239990234375,17.010000228881836,12914.7998046875,9578.499755859375,2.3000000417232513,-0.7000000029802322,2.5,-1772.7999877929688,0.0,0.0,False,-0.009769726971190301,2.5687150048495346,-4.127379412968236e-05,True,175.0,False,10,8,4,,False
7,523,12.0,False,True,0,5029.670878437685,-2852.8798828125,506.6199951171875,123.87999725341797,15204.000244140625,26563.701171875,7035.5999755859375,4857.900085449219,698.6000061035156,-3451.300048828125,0.0,1.1216616362344234,-1.326958467144319,-0.7333070152946894,76561198323159416,woof woof,8.0,-2937.60009765625,197.82000732421875,86.6500015258789,-2461.7999267578125,22582.099609375,3148.699951171875,-2682.7999877929688,1064.1999816894531,-3272.3001098632812,255.0,63.0,False,0.09445799366019587,1.4336093750806644,-0.0023369850495097173,True,12,9,4,84.16376761210857,True,,2535405206095857,XTREMiiCoKe69,19.0,-568.1199951171875,-3961.419921875,17.0,-16334.89990234375,557.400016784668,3.1999999284744263,-2.7000001072883606,-0.19999999552965164,-1017.3000335693359,255.0,116.0,0.009535285335643472,3.051171063874267,8.164064576468063e-05,True,6,4,8,142.0,False,,enpitsu,76561198039309853,26.0,-1893.699951171875,2837.320068359375,17.059999465942383,11076.199951171875,7050.10009765625,1.5999999642372131,-5.799999833106995,-4.000000059604645,1733.699951171875,255.0,128.0,False,0.01674268285635019,0.6420402591259986,-6.682262252655044e-05,True,False,237.0,False,2,2,,games5425898691,bf81d8692db,18.0,-2790.6201171875,1335.6600341796875,455.05999755859375,7810.9002685546875,-12960.400390625,-5705.5999755859375,-59.20000076293945,40.39999961853027,-49.60000038146973,255.0,128.0,,-0.17134781160092907,-1.6519002824266684,-1.1869284857932718,True,108.0,False,6,6,False,,False
8,531,13.0,False,False,1,6277.156856407132,2388.10009765625,-957.239990234375,111.08000183105469,-12523.800048828125,1019.4000244140625,8000.4998779296875,-485.99998474121094,-5970.999755859375,332.2999954223633,1.0,-0.4259845075617863,-1.6194211257140294,2.7384267987213238,bf81d8692db,games5425898691,18.0,2522.340087890625,-917.9000244140625,250.85000610351562,-7968.800048828125,10930.899658203125,-5750.999755859375,3870.1998901367188,1403.0999755859375,850.2999877929688,255.0,128.0,,0.8007967061080624,1.6681769036835767,-0.8416933158004026,True,6,6,False,108.0,False,,76561198039309853,enpitsu,26.0,1560.739990234375,-3118.610107421875,17.059999465942383,-10112.100219726562,-9304.400024414062,1.1999999731779099,-0.3999999910593033,-0.5999999865889549,12.300000190734863,255.0,128.0,-0.01673707645803453,-0.7454265124815375,-6.531936244128054e-05,True,2,False,2,237.0,False,,XTREMiiCoKe69,2535405206095857,19.0,985.5499877929688,3910.239990234375,17.0,16079.100341796875,-2529.1000366210938,3.1999999284744263,-0.5999999865889549,0.19999999552965164,-24.500000476837158,255.0,128.0,False,-0.00955733022551283,-2.982540729821176,6.636224139303715e-05,True,4,142.0,False,6,8,,woof woof,76561198323159416,8.0,3038.919921875,-857.5800170898438,121.2300033569336,3010.0,-19084.89990234375,-165.30000686645508,2971.9000244140625,-4624.89990234375,-165.20000457763672,255.0,128.0,False,-0.6143392011434016,-3.09362033576986,2.7780302916845594,True,80.0,False,12,9,4,,False
9,601,15.0,False,False,1,6022.428241973175,-658.22998046875,-678.4199829101562,152.9499969482422,810.1999664306641,23646.10107421875,13411.099853515625,3180.10009765625,-4948.999938964844,1180.1000213623047,1.0,0.45158741103989697,-1.5295746064475142,-0.7233446233700912,76561198039309853,enpitsu,26.0,-718.4099731445312,-876.1599731445312,46.119998931884766,3694.1000366210938,18055.400390625,3338.900146484375,-396.19998931884766,123.69999885559082,-2109.2999267578125,128.0,128.0,,-0.025416255891053216,1.934712910166501,-0.0004950648291525653,True,4,3,False,163.0,False,,bf81d8692db,games5425898691,18.0,1581.1099853515625,1566.4000244140625,17.010000228881836,3106.199951171875,13553.199462890625,2.0999999344348907,-0.19999999552965164,-0.7000000029802322,-0.7999999821186066,255.0,128.0,-0.009567079643100608,1.7962880424712102,6.848426877710205e-05,True,6,False,6,108.0,False,,XTREMiiCoKe69,2535405206095857,19.0,1865.1500244140625,4874.56982421875,16.81999969482422,-16304.49951171875,-1301.3999938964844,30.999999046325684,89.30000305175781,-43.400001525878906,-1974.4999694824219,255.0,25.0,False,-0.007264732103284466,-0.017477766116702736,0.003974892722409337,True,4,222.0,False,6,8,,woof woof,76561198323159416,8.0,1974.3599853515625,-2848.8701171875,96.9000015258789,-10541.300048828125,20364.599609375,1747.5999450683594,-5006.199951171875,-2277.4000549316406,-22.40000009536743,255.0,128.0,False,-0.8451600008784895,1.1484352105213964,-0.004591524483476512,True,35.0,False,14,11,4,,
