,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_ball_cam,opp_2_boost_collect,opp_2_handbrake
32,2539,77,False,False,1,3253.075928643075,-1911.1800537109375,3496.14990234375,111.0999984741211,19889.000244140625,9191.599731445312,1690.8999633789062,-2477.7999877929688,776.9999694824219,2243.800048828125,1.0,0.19070360038215137,-2.717427203047559,-1.3202798463952987,76561198132107045,NiveyK,5.0,-2085.860107421875,3483.530029296875,65.66000366210938,16033.199462890625,7824.1998291015625,3011.400146484375,325.99998474121094,-399.00001525878906,-817.3999786376953,128.0,0.0,,-0.012156252870802553,2.413650021759155,-0.0032840078506709684,,199.0,False,10,4,7,,76561199007016674,Queu deter,10.0,-1184.5400390625,169.7100067138672,17.010000228881836,3524.8001098632812,9312.39990234375,2.8999999165534973,-0.09999999776482582,-0.0,-2222.899932861328,,0.0,,-0.009632020438161698,1.985417791073844,1.6718166376197648e-05,16,16,4,True,245.0,False,,enpitsu,76561198039309853,97,769.219970703125,5860.93994140625,62.5,-3069.5999145507812,-2007.2999572753906,-1166.6000366210938,-443.3000183105469,1285.7000732421875,598.6999893188477,128.0,128.0,,-0.24848094603393311,-0.5375929309294958,-0.43067329425522166,True,150.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-1391.8499755859375,4703.47998046875,17.0,5555.3997802734375,-10109.89990234375,1.7000000178813934,5.299999713897705,-5.799999833106995,-1301.1000061035156,255.0,107.0,-0.009473942019472157,-2.045149921930244,-0.0002922730852279136,8,False,226.77621497902817,True,8,True,,
33,2581,78,False,False,0,9914.691059669833,-851.2000122070312,-4774.58984375,95.33999633789062,-14010.0,18444.49951171875,3480.4998779296875,4844.200134277344,-3540.1998901367188,17.999999523162842,0.0,-0.12115659249388058,-2.884361867120738,-2.742817618978572,76561198039309853,enpitsu,89.0,-832.260009765625,-4939.740234375,85.43000030517578,-12864.100341796875,11430.50048828125,2065.8999633789062,-2915.0,-3537.3001098632812,3039.5999145507812,128.0,128.0,,0.6261788650454119,2.498873817899063,0.008939432866991375,True,102.0,False,6,False,5,,bf81d8692db,games5425898691,18.0,-850.7000122070312,-3236.7900390625,37.689998626708984,-20383.399658203125,8683.599853515625,-2845.0,2101.699981689453,-2605.4000854492188,4203.699951171875,255.0,255.0,,-0.2888580119559175,2.0217805100046595,0.376480077018044,10,10,False,True,238.0,False,,NiveyK,76561198132107045,5,-651.72998046875,-3209.419921875,56.709999084472656,-18887.60009765625,6965.3997802734375,-1315.0,2918.800048828125,-4397.300109863281,-1547.1000671386719,255.0,128.0,,0.39876814567362123,2.1250860635299866,0.6589621131147768,True,199.0,False,10,4,8,,Queu deter,76561199007016674,10.0,-275.9800109863281,-732.530029296875,17.010000228881836,-10170.700073242188,7642.5,2.8999999165534973,-0.29999999329447746,0.0,-2314.7999572753906,255.0,0.0,0.009544024337658849,2.4305589159808796,-3.9033543195432594e-05,16,4,245.0,False,16,True,,
34,2645,81,False,False,1,4936.699675292732,3733.090087890625,1099.9599609375,103.08999633789062,13709.200439453125,19072.7001953125,10108.900146484375,5522.8997802734375,1861.1000061035156,1426.0000610351562,1.0,-0.46881325313871813,-2.7360436878859944,-2.458809386883739,76561199007016674,Queu deter,10.0,3674.56005859375,922.8300170898438,17.010000228881836,16073.900146484375,13651.99951171875,2.7000001072883606,2.3999999463558197,2.0999999344348907,284.59999084472656,255.0,255.0,,-0.009599472423248783,2.43944868066314,-2.907302557364302e-05,True,189.0,False,16,4,16,,76561198132107045,NiveyK,5.0,2170.550048828125,840.6099853515625,17.010000228881836,17318.499755859375,-15135.0,4.000000059604645,0.19999999552965164,-0.09999999776482582,24.30000066757202,255.0,128.0,,-0.016780111666123414,-2.4259007319264065,-2.555604161492479e-05,8,10,4,True,70.0,False,,enpitsu,76561198039309853,99,3594.3798828125,4114.080078125,18.299999237060547,4151.7999267578125,12715.2001953125,491.5999984741211,900.4000091552734,-966.1000061035156,3353.800048828125,255.0,255.0,False,0.013243197433261591,1.4140711234804988,-0.03877944416683393,True,133.0,False,6,False,6,,games5425898691,bf81d8692db,18.0,3524.929931640625,2097.090087890625,17.010000228881836,4377.300109863281,-20963.60107421875,0.3999999910593033,-0.19999999552965164,1.2999999523162842,1601.300048828125,255.0,255.0,-0.009597119669186126,-1.8088661293779849,0.00025650040346403844,10,False,157.97533758481345,True,10,True,,
35,2702,83,False,False,1,2161.9259619119866,2637.0400390625,3858.320068359375,572.3599853515625,-12961.500244140625,22122.099609375,2173.5000610351562,-861.2999725341797,-3162.0001220703125,-1508.699951171875,1.0,-0.7218859180717844,1.8040926251565832,-2.0651129113089643,76561199007016674,Queu deter,10.0,2754.14990234375,3667.56005859375,448.1499938964844,-12453.399658203125,15231.600341796875,5234.4000244140625,-2011.9999694824219,4996.499938964844,1111.8000030517578,0.0,0.0,True,0.49421895541811345,1.2704845949225134,1.683603649362101,True,138.0,False,18,6,16,,76561198132107045,NiveyK,5.0,2146.949951171875,-1250.4599609375,17.040000915527344,-18389.100341796875,12388.800048828125,0.7999999821186066,-0.29999999329447746,-0.0,-2063.6000061035156,255.0,0.0,False,-0.0167747994914031,0.6716110640723613,-2.0807356104214322e-05,8,10,4,True,182.5756300264789,True,,enpitsu,76561198039309853,113,2403.89990234375,4196.83984375,71.0999984741211,-7233.0999755859375,2022.4000549316406,3764.2001342773438,-0.09999999776482582,-1.0999999940395355,-0.5999999865889549,0.0,128.0,False,-0.01710698498052841,0.27316166494505667,1.770146437091427e-05,True,255.0,False,8,2,6,,games5425898691,bf81d8692db,18.0,3668.419921875,-299.1499938964844,16.989999771118164,-4552.799987792969,10346.700439453125,2.8999999165534973,-1.0999999940395355,-8.700000047683716,-460.6999969482422,255.0,64.0,-0.009306867935140609,1.1652298604725813,0.000270096966659501,10,False,115.19925138770891,True,10,True,,
36,2725,83,False,False,1,689.907115706443,1572.4599609375,5004.4501953125,548.5999755859375,-10315.799560546875,-7055.10009765625,-873.3999633789062,407.59998321533203,-375.0,-5974.2999267578125,1.0,1.049349543585464,-0.8140489005922881,-2.984971269263466,76561199007016674,Queu deter,10.0,1646.0799560546875,4887.18017578125,572.7100219726562,-11986.600341796875,8982.999877929688,-1613.3000183105469,1258.0999755859375,1190.8000183105469,4392.799987792969,128.0,128.0,True,-0.35064306656987304,-0.8522219796573274,-1.0053380939560435,True,138.0,False,18,6,16,,76561198132107045,NiveyK,5.0,1403.3699951171875,681.6599731445312,17.040000915527344,-6471.099853515625,21716.39892578125,4.399999976158142,-0.0,-0.0,21.099998950958252,255.0,128.0,False,-0.016781423480911117,1.2789564292994522,-9.097660531720896e-06,8,10,4,True,194.0,False,,enpitsu,76561198039309853,112,1797.1300048828125,4366.5498046875,343.45001220703125,-7057.9998779296875,1971.6999816894531,920.6999969482422,1482.8999328613281,5296.300048828125,-0.5000000074505806,128.0,255.0,False,0.7530724052739809,-2.8689947725044984,3.141108643909413,True,226.79139782023688,True,8,2,6,,games5425898691,bf81d8692db,18.0,3374.1298828125,1178.780029296875,95.13999938964844,-3275.4998779296875,18660.799560546875,-149.399995803833,-5369.69970703125,-1188.7000274658203,48.69999885559082,255.0,128.0,0.5176318629642324,-1.8427696089055294,3.107041936198709,12,False,103.0,False,11,True,,
37,2777,85,True,True,1,1372.9364466664003,-361.510009765625,4588.97998046875,238.3800048828125,-1220.8000183105469,26566.99951171875,-2785.8999633789062,-2968.9999389648438,-4521.199951171875,-2596.7999267578125,1.0,0.31969484462271636,3.1343387150844726,-3.121608618384832,76561198132107045,NiveyK,5.0,-437.8900146484375,4411.6201171875,269.9200134277344,-10098.900146484375,18175.6005859375,-1181.6000366210938,277.09999084472656,-34.60000038146973,-5213.699951171875,128.0,128.0,False,-0.20573187981583252,1.8573444196890225,-0.11394052379865863,True,95.37382369656713,True,12,6,8,,76561199007016674,Queu deter,10.0,85.05999755859375,4501.10986328125,16.989999771118164,-14396.700439453125,-7297.2998046875,2.800000011920929,0.5999999865889549,0.09999999776482582,-35.19999980926514,255.0,128.0,False,-0.009588679784504537,-0.4644381527716537,7.785327958806167e-05,16,18,6,True,15.836928893161073,True,,enpitsu,76561198039309853,119,562.1099853515625,4806.580078125,17.020000457763672,-13807.60009765625,5932.60009765625,2.800000011920929,0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,False,-0.016744630407373718,0.40583456630884024,3.0272268526955518e-05,True,88.0,False,8,2,6,,games5425898691,bf81d8692db,18.0,1348.75,4094.989990234375,16.989999771118164,-19487.7001953125,12211.199951171875,5.0,-0.5000000074505806,0.09999999776482582,0.0,255.0,128.0,-0.009588177740086136,0.5597527292532042,-5.587537425247727e-05,12,False,30.0,False,12,True,,
38,3038,86,False,True,1,5180.25722585709,-0.46000000834465027,37.900001525878906,95.08000183105469,-1505.3999328613281,28891.8994140625,2296.1000061035156,-5990.3997802734375,291.8000030517578,-171.8000030517578,1.0,0.0048126046228453324,0.003179198762249944,0.10213852928405835,76561199007016674,Queu deter,10.0,13.619999885559082,-99.16000366210938,74.0,-4571.499938964844,22400.10009765625,2516.9000244140625,965.8000183105469,-3772.9998779296875,3883.2998657226562,255.0,255.0,False,0.030397193469344684,1.4881727657526165,-0.06737297001052128,True,27.419216991752705,True,6,False,5,,76561198132107045,NiveyK,5.0,-0.0,-2446.929931640625,17.049999237060547,-0.0,20842.19970703125,3.0000001192092896,-0.19999999552965164,-0.0,0.0,255.0,,,-0.016762095272221007,1.5708024715625217,-5.157891510693197e-08,False,False,False,True,2.0,False,,enpitsu,76561198039309853,112,-0.0,4668.419921875,17.059999465942383,-0.0,10538.699951171875,1.899999976158142,-0.7999999821186066,-0.0,0.0,128.0,,,-0.01693751764413072,-1.5708163220555933,7.739277540140967e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,14.020000457763672,608.8400268554688,45.150001525878906,-34.100000858306885,-20606.8994140625,2979.5001220703125,415.2000045776367,-2.5,-43.69999885559082,255.0,128.0,-0.018249951716637604,-1.563902735005484,5.702463868020398e-06,4,False,22.0,False,False,True,,
39,3173,90,False,False,1,3662.0819133861055,-2723.179931640625,4581.08984375,113.2699966430664,13819.7998046875,17202.60009765625,1484.7999572753906,1927.5999450683594,2713.9999389648438,330.9000015258789,1.0,0.7879830615949635,2.681191095399145,-1.3324285345147648,76561198132107045,NiveyK,5.0,-2902.110107421875,4397.39990234375,51.220001220703125,7506.500244140625,18903.00048828125,444.59999084472656,-200.79999923706055,2188.3999633789062,-3769.5001220703125,255.0,128.0,,-0.21207006890779156,-3.001161538391538,0.04581393934770238,True,255.0,False,False,False,False,,76561199007016674,Queu deter,10.0,-3272.199951171875,-3046.179931640625,80.47000122070312,4163.399963378906,-22570.50048828125,-1495.7000732421875,2868.900146484375,869.8999786376953,16.90000057220459,255.0,128.0,,1.315100725281408,-1.842530030164094,0.023489116869276284,10,10,False,True,0.0,False,,enpitsu,76561198039309853,112,-0.0,5955.75,161.19000244140625,-0.0,-41.30000114440918,-84.49999809265137,-49.000000953674316,-0.0,0.0,,,,-1.1096184818159929,-1.570222979829699,-0.00050793124620998,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-2945.889892578125,4199.89990234375,16.8799991607666,5630.0,16825.899658203125,6.000000238418579,-51.19999885559082,-40.70000171661377,-225.9000015258789,255.0,128.0,-0.0086485123555714,1.9235275074283744,-0.00013088176948904254,6,False,0.0,False,6,True,,
40,3235,93,False,False,0,8623.80949044173,299.0899963378906,-3400.60009765625,112.04000091552734,-490.99998474121094,30447.80029296875,6107.0001220703125,2541.9000244140625,-4838.2000732421875,2475.800018310547,0.0,-0.01917913287263452,-2.9350518081571737,-0.38126007235380593,76561198039309853,enpitsu,106.0,257.7699890136719,-3607.570068359375,72.47000122070312,-373.8999938964844,22843.60107421875,2643.5000610351562,-3168.2998657226562,-318.6000061035156,556.8999862670898,255.0,128.0,,0.12215799279665543,1.6875549980537443,0.0003646758255098253,True,12.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,527.72998046875,-4645.1298828125,66.79000091552734,-18847.19970703125,2400.500030517578,2912.7999877929688,12.799999713897705,-2969.5001220703125,851.1000061035156,255.0,153.0,,0.09125427816873503,3.0284572363501345,-0.0017904776482904634,7,8,False,True,0.0,False,,NiveyK,76561198132107045,5,3047.360107421875,-3857.3701171875,17.020000457763672,3830.7000732421875,18818.199462890625,2.800000011920929,0.0,0.5000000074505806,150.6999969482422,255.0,128.0,,0.016779972076602978,1.3842720863362674,-9.823622533907279e-05,True,148.51442552381954,True,False,False,False,,Queu deter,76561199007016674,10.0,562.760009765625,2922.7900390625,17.020000457763672,-9254.69970703125,-16490.30029296875,1.5000000596046448,-0.19999999552965164,-0.29999999329447746,1501.4999389648438,255.0,255.0,0.009599700798789548,-2.05847354601368,0.0001904353206414694,10,False,247.0,False,10,True,,False
41,3275,94,False,False,1,6049.552068032537,-237.08999633789062,-802.489990234375,308.95001220703125,-2352.5999450683594,15755.10009765625,-504.7999954223633,3945.8999633789062,4493.599853515625,485.9000015258789,1.0,-0.8789182867651112,-0.05288582563670582,1.6282956435388622,76561199007016674,Queu deter,10.0,-188.49000549316406,-1046.489990234375,276.9800109863281,-623.6000061035156,14257.7001953125,2435.2000427246094,1775.2999877929688,-4877.0001220703125,-1819.9000549316406,128.0,255.0,True,0.4173944249215218,1.1754685764710604,-1.0304100162401981,True,195.0,False,12,False,10,,76561198132107045,NiveyK,5.0,-3726.75,727.0599975585938,17.020000457763672,2847.3001098632812,-22823.00048828125,2.7000001072883606,-0.09999999776482582,0.7000000029802322,298.700008392334,255.0,128.0,,-0.01679089167971444,-1.7180058202819928,-8.541976084118106e-05,False,False,False,True,39.56965166266244,True,,enpitsu,76561198039309853,88,-136.6300048828125,698.5399780273438,17.059999465942383,1110.5999755859375,-18756.600341796875,2.0999999344348907,-1.5000000596046448,-0.29999999329447746,1.7000000178813934,255.0,0.0,,-0.01686156649983937,-1.6301580829326525,-1.847991519413639e-05,True,43.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,2162.47998046875,4303.8798828125,17.010000228881836,18896.400146484375,-2501.3999938964844,4.399999976158142,3.700000047683716,-1.5000000596046448,-5.5000001192092896,255.0,128.0,-0.00965910102680226,-3.009250418886274,-0.0002021509134277875,8,False,31.0,False,8,True,,
42,3333,96,True,True,1,3498.047612932921,-555.27001953125,1957.2099609375,122.05000305175781,3642.0001220703125,27714.599609375,1431.199951171875,27.699999809265137,-841.2000274658203,4130.7000732421875,1.0,-0.08332031640800253,-2.6561275417494175,-1.65637823133593,76561199007016674,Queu deter,10.0,-596.739990234375,1744.6800537109375,72.6500015258789,4988.999938964844,20690.80078125,2553.800048828125,-653.0999755859375,4959.599914550781,-2285.800018310547,255.0,0.0,True,-0.10299230948847737,1.5650263631987318,0.16322353669245854,True,66.71076997633907,True,14,False,11,,76561198132107045,NiveyK,5.0,-1217.8299560546875,272.7799987792969,17.040000915527344,287.8000068664551,21392.7001953125,4.699999988079071,-0.0,2.0999999344348907,-1456.7999267578125,255.0,0.0,,-0.01676597249581374,1.601607087885577,-0.00037277118585305705,False,False,False,True,0.0,False,,enpitsu,76561198039309853,83,-1770.31005859375,-19.700000762939453,127.02999877929688,-5987.39990234375,13266.99951171875,1169.4999694824219,-1363.3000183105469,-4457.099914550781,468.4000015258789,255.0,128.0,False,-0.9074501628753469,0.16796636173933116,0.08361650122472565,True,43.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,1497.43994140625,2340.6201171875,17.010000228881836,-17559.100341796875,14855.2001953125,0.5000000074505806,-0.3999999910593033,0.19999999552965164,-1978.5000610351562,255.0,0.0,-0.009580217400944948,0.7807982177547598,-3.967655220747372e-05,8,False,139.34360437495732,True,8,True,,
43,3626,98,False,False,1,5086.944381369303,25.389999389648438,128.11000061035156,103.48999786376953,5384.5001220703125,27654.09912109375,2433.0999755859375,3114.2001342773438,-891.6999816894531,5050.299987792969,1.0,-0.0685174439282058,-0.2631918735830019,-0.15716431492922317,76561198132107045,NiveyK,5.0,-2.6600000858306885,-68.23999786376953,106.73999786376953,7652.1002197265625,18748.399658203125,273.50000381469727,-5300.30029296875,-1400.0999450683594,442.2999954223633,255.0,255.0,,-0.8614151152452626,2.564457744850206,-1.1821070192357641,True,0.0,False,4,False,3,,76561199007016674,Queu deter,11.0,1.2300000190734863,-2433.60009765625,17.010000228881836,15.90000033378601,13453.1005859375,2.7000001072883606,0.5000000074505806,-0.0,0.0,255.0,,,-0.00962070129791213,1.5720087199709258,-5.832299682873387e-06,4,4,False,True,146.0,False,,enpitsu,76561198039309853,116,450.9700012207031,711.5,64.77999877929688,-9851.699829101562,-14262.80029296875,3873.699951171875,0.9000000357627869,-0.7999999821186066,0.5999999865889549,128.0,128.0,,-0.017082198861901834,-0.9664626681580761,1.3630466664616162e-05,True,22.0,False,2,False,False,,games5425898691,bf81d8692db,18.0,-1829.1800537109375,3795.8701171875,17.010000228881836,-5381.300048828125,13005.2001953125,2.8999999165534973,-0.0,-0.0,-2152.5999450683594,255.0,0.0,-0.00959518524829794,1.2456169887688073,-3.2314320432780305e-06,False,False,50.0,False,False,True,,
44,3676,100,False,False,0,10018.507271509518,-953.9199829101562,-4878.33984375,93.61000061035156,-23358.30078125,-27508.60107421875,2713.9999389648438,2304.499969482422,-108.59999656677246,5538.699951171875,0.0,0.5007801478901428,-1.6544021477933486,-0.3863166490625205,bf81d8692db,games5425898691,18.0,-809.0,-4797.7900390625,46.08000183105469,-19235.10009765625,-6982.80029296875,3314.1000366210938,1884.6000671386719,3043.599853515625,4035.4998779296875,255.0,226.0,,-0.003372320106040475,-2.6706577342450264,-0.025048517827426196,True,0.0,False,3,False,False,,76561198039309853,enpitsu,118.0,1571.6600341796875,1751.43994140625,17.059999465942383,15992.900390625,2816.400146484375,2.5,0.19999999552965164,0.0,-2050.800018310547,255.0,0.0,,0.0167764040506457,0.10709322609047535,-2.466656325334114e-05,False,2,False,True,0.0,False,,NiveyK,76561198132107045,5,-1404.739990234375,-3390.330078125,17.059999465942383,-11801.199951171875,-16039.200439453125,2.3000000417232513,-0.19999999552965164,-0.3999999910593033,-2003.0000305175781,255.0,0.0,,0.016771598585557806,-2.274444013242533,-5.312222935092233e-05,True,0.0,False,4,False,4,,Queu deter,76561199007016674,11.0,-1560.6600341796875,88.47000122070312,17.010000228881836,-22163.40087890625,-3171.400146484375,2.5999999046325684,-1.0999999940395355,0.0,-581.1000061035156,255.0,128.0,0.009588266119323027,-3.0513102125813414,0.0001793066936067946,4,False,84.0,False,4,True,,
45,3820,105,False,False,1,4038.378646775031,3790.919921875,2324.340087890625,725.3599853515625,-14498.900146484375,21356.79931640625,4505.10009765625,-1313.5000610351562,4013.2000732421875,-4262.39990234375,1.0,0.3270706148780911,2.1745622175035906,-2.6115678725741858,76561198132107045,NiveyK,5.0,3911.699951171875,2120.97998046875,602.8400268554688,-11713.499755859375,11173.299560546875,8524.89990234375,-671.5000152587891,-4149.700012207031,-3546.4999389648438,128.0,255.0,False,0.6729409143332256,1.6832693885983057,-2.1520568736504204,True,178.0,False,6,False,5,,76561199007016674,Queu deter,10.0,3797.909912109375,1890.2099609375,396.8500061035156,-666.3999938964844,10975.699462890625,1568.0000305175781,1994.2999267578125,4625.799865722656,2207.7999877929688,0.0,0.0,True,0.5144049191702446,2.134870545505064,1.5376435110498368,4,6,False,True,188.0,False,,enpitsu,76561198039309853,118,-593.1400146484375,4859.35986328125,17.049999237060547,15582.19970703125,3527.7999877929688,3.100000023841858,-0.7999999821186066,-0.5999999865889549,-36.600000858306885,0.0,0.0,,-0.01689607010683679,2.923389733199904,8.692028969683071e-05,True,255.0,False,6,False,4,,games5425898691,bf81d8692db,18.0,2960.919921875,3865.780029296875,17.020000457763672,2933.5000610351562,12488.399658203125,1.5999999642372131,-0.0,0.3999999910593033,-2255.399932861328,255.0,67.0,-0.009560595929165205,1.8598735757698077,-5.007151873869192e-05,6,False,,False,False,True,,
46,3884,107,False,False,0,8853.679251064816,-805.8200073242188,-3713.219970703125,147.02000427246094,-5168.2000732421875,23821.201171875,5447.7001953125,-1700.5999755859375,2834.4000244140625,-5007.300109863281,0.0,0.6369736600726894,2.8033858923925385,-2.423404516475886,76561198039309853,enpitsu,120.0,-674.4600219726562,-3888.27001953125,22.020000457763672,-8215.10009765625,10436.600341796875,3000.5999755859375,3.6000001430511475,-3.4999999403953552,1992.8999328613281,128.0,128.0,,0.01674146509206672,2.3081532611822144,-1.8118802896369485e-05,True,193.0,False,8,False,4,,bf81d8692db,games5425898691,18.0,-1126.56005859375,-4142.2099609375,98.9800033569336,13846.500244140625,12555.30029296875,525.9000015258789,-4631.199951171875,2868.0999755859375,758.6000061035156,255.0,128.0,,0.6036225008956424,-1.9073613361763613,3.139314254924927,3,8,False,True,,False,,NiveyK,76561198132107045,5,-754.9299926757812,-4619.4501953125,56.70000076293945,14312.60009765625,-8915.30029296875,-890.8999633789062,-1197.7999877929688,5269.1998291015625,-1024.800033569336,255.0,128.0,False,-0.5647895965267682,0.011750434196657332,-0.1635810589627635,True,50.0,False,6,False,6,,Queu deter,76561199007016674,10.0,-2580.510009765625,-3307.070068359375,17.0,9897.2998046875,14263.599853515625,1.5000000596046448,-2.199999988079071,-3.4999999403953552,1286.6000366210938,255.0,128.0,0.009594797022678677,1.0366108545387624,-8.635667348378786e-05,7,False,103.47942385878619,True,4,True,,False
47,3985,111,False,False,1,9188.227169636039,2389.889892578125,-3925.969970703125,110.79000091552734,16328.699951171875,-4354.5001220703125,5274.4000244140625,4364.4000244140625,-2590.4998779296875,3200.10009765625,1.0,-1.142324135376008,-2.170221035151136,1.172604105148088,76561199007016674,Queu deter,10.0,2224.159912109375,-3981.719970703125,17.010000228881836,15616.400146484375,-8168.900146484375,2.800000011920929,-0.5000000074505806,0.3999999910593033,1939.4000244140625,255.0,255.0,False,-0.009591015004931805,-2.7264220019473577,6.944121043936364e-05,True,108.0,False,8,False,6,,76561198132107045,NiveyK,5.0,56.540000915527344,-691.8800048828125,17.059999465942383,-861.6999816894531,-22983.798828125,-3.1999999284744263,-0.0,0.9000000357627869,-15.499999523162842,255.0,128.0,False,-0.016781544860539312,-1.5316945592110076,5.335251872874109e-05,8,8,False,True,8.0,False,,enpitsu,76561198039309853,88,606.1799926757812,4404.240234375,55.2599983215332,-4605.10009765625,10747.80029296875,3671.9000244140625,-1.5999999642372131,-0.5000000074505806,0.0,128.0,128.0,,-0.016514618938751644,-1.9756068658397203,-1.4570728905800973e-05,True,224.0,False,10,False,4,,games5425898691,bf81d8692db,18.0,-3926.18994140625,2618.1201171875,35.06999969482422,-2496.7999267578125,-22771.10107421875,1134.4000244140625,207.90000915527344,1097.9000091552734,4.699999988079071,255.0,128.0,0.0400927232091636,-1.4507919661812665,-0.37276524340640455,8,False,170.42186692196833,True,4,True,,
48,4055,113,False,False,1,8316.193929415751,3236.590087890625,-2840.02001953125,127.38999938964844,-4917.0001220703125,19442.2998046875,2833.599853515625,1613.0000305175781,-5666.7999267578125,1133.499984741211,1.0,-0.1791615427014302,-2.2638566912136677,0.3567392192825776,76561198132107045,NiveyK,5.0,3267.10009765625,-2983.89990234375,17.059999465942383,14186.199951171875,18103.800048828125,-2.3000000417232513,-0.09999999776482582,-0.0,2022.5999450683594,255.0,255.0,,-0.016781590072048602,2.1588047589804598,4.790484207949295e-06,True,4.961040801899408,True,8,False,8,,76561199007016674,Queu deter,10.0,3162.179931640625,-3352.35009765625,16.989999771118164,5158.699951171875,17262.60009765625,5.0,-0.0,-0.29999999329447746,-31.19999885559082,255.0,128.0,False,-0.009595667024113668,1.8652785320350485,5.7697111076197095e-05,6,8,False,True,217.0,False,,enpitsu,76561198039309853,93,-402.1499938964844,5681.669921875,29.989999771118164,277.7000045776367,-1104.3000030517578,-43.400001525878906,4.4999998807907104,-21.099998950958252,573.1000137329102,,255.0,,-0.05593872892772175,-1.6585822583396042,0.0034888992283986925,True,224.0,False,10,2,4,,games5425898691,bf81d8692db,18.0,-1238.949951171875,108.56999969482422,17.020000457763672,17408.800048828125,14155.0,1.1999999731779099,0.3999999910593033,0.5000000074505806,2.5999999046325684,255.0,128.0,-0.00958724080038849,2.45854760061737,-5.612789871652179e-05,8,False,118.0,False,4,True,,
