,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
35,2373,80.0,False,False,0,8365.049992209844,391.1400146484375,-3125.429931640625,99.88999938964844,-18515.6005859375,7528.3001708984375,5920.10009765625,1092.0999908447266,4649.200134277344,-3632.0001220703125,0.0,1.4539285716886052,1.060085943073516,-3.0343145337842454,76561198039309853,enpitsu,27.0,532.22998046875,-3163.389892578125,15.609999656677246,-10924.7998046875,4474.4000244140625,-1050.8000183105469,514.900016784668,-422.40001678466797,1533.8999938964844,255.0,255.0,False,0.01958454608858714,2.772129069056145,-0.006420405822542881,True,16,False,16,223.6655572024725,True,,bf81d8692db,games5425898691,19.0,533.3200073242188,-3820.080078125,17.010000228881836,10480.999755859375,6114.6002197265625,2.7000001072883606,-1.4000000059604645,-0.7000000029802322,1671.3999938964844,255.0,184.0,,0.00955440237981485,0.5935039471992722,-8.530980292103105e-05,True,24,False,30,211.0,False,,Lait,76561198043613274,5,-383.5199890136719,457.5299987792969,17.010000228881836,10175.30029296875,-9042.60009765625,2.3999999463558197,1.899999976158142,-1.5999999642372131,424.3000030517578,255.0,160.0,,0.009542720835503,-0.703293992055454,-0.00016249324273070074,True,61.0,False,32,8,20,,T_C70,3833789190208251696,23.0,-1257.5799560546875,-3728.2099609375,17.299999237060547,-15762.099609375,-6284.89990234375,167.90000915527344,-256.5999984741211,-172.09999084472656,-1914.7000122070312,255.0,0.0,0.014542565081721309,-2.8191454147846047,0.021862054892732248,False,4,4,84.0,False,8,,False
36,2434,82.0,False,False,0,7124.56390290039,-3462.159912109375,-1506.3699951171875,195.16000366210938,-13285.899658203125,16259.69970703125,4067.39990234375,5220.4998779296875,-1610.2000427246094,-2480.500030517578,0.0,-0.8320577432162473,-1.3755129279801452,1.3911883469626365,76561198039309853,enpitsu,27.0,-3485.31005859375,-1592.739990234375,89.70999908447266,-15535.50048828125,16388.00048828125,1272.5,-5370.2001953125,359.70001220703125,-1131.6999816894531,255.0,0.0,False,0.6304622644287289,2.4421175337753223,0.5946274612452532,True,17,False,18,111.0,False,,bf81d8692db,games5425898691,19.0,-608.0599975585938,-2665.419921875,17.010000228881836,-13802.2998046875,1449.7000122070312,2.7000001072883606,1.8000000715255737,-0.19999999552965164,-269.89999771118164,255.0,95.0,,0.009570894116045026,3.032513772308982,4.479024664602056e-05,True,24,False,30,211.0,False,,Lait,76561198043613274,5,-875.219970703125,2229.800048828125,17.010000228881836,-14441.700439453125,12567.19970703125,2.3000000417232513,-0.19999999552965164,0.5000000074505806,0.0,255.0,128.0,False,0.009585554180590943,2.4254922162852273,-4.423895427361396e-05,False,0.0,False,32,8,20,,T_C70,3833789190208251696,23.0,-3957.1298828125,-3154.64990234375,49.31999969482422,-1987.7000427246094,13800.799560546875,1060.5999755859375,-876.6999816894531,1202.2000122070312,-2182.5999450683594,255.0,0.0,-0.056926830657459154,1.682231741824521,0.523755716135424,True,4,4,10.803440801558963,True,8,,False
37,2446,82.0,False,False,0,6723.600768625723,-3999.800048828125,-824.3300170898438,308.0199890136719,7717.39990234375,10749.100341796875,2186.300048828125,2075.2000427246094,-909.3000030517578,5555.7000732421875,0.0,1.1354231801570507,2.8727837521920296,0.38099231480533896,76561198039309853,enpitsu,27.0,-4001.219970703125,-976.510009765625,170.39999389648438,-6191.6998291015625,13871.300048828125,6689.69970703125,-5208.499755859375,-1154.1999816894531,1337.4000549316406,255.0,0.0,False,-0.40827037931746163,-2.228297493889898,-2.7192580385677974,True,18,False,18,111.0,False,,bf81d8692db,games5425898691,20.0,-1195.52001953125,-2561.780029296875,17.010000228881836,-13472.60009765625,4016.7001342773438,2.800000011920929,-2.0999999344348907,0.5000000074505806,-1465.5999755859375,255.0,60.0,,0.009578437589196156,2.820519547351722,-0.00014650996325431013,True,24,False,30,211.0,False,,Lait,76561198043613274,5,-1440.6300048828125,2721.889892578125,17.010000228881836,-14441.700439453125,12567.19970703125,2.3000000417232513,-0.19999999552965164,0.5000000074505806,0.0,255.0,128.0,False,0.009585554180590943,2.4254922162852273,-4.423895427361396e-05,False,0.0,False,32,8,20,,T_C70,3833789190208251696,23.0,-3903.14990234375,-2533.510009765625,27.40999984741211,2354.7999572753906,15629.100341796875,-677.3999786376953,300.2000045776367,-1294.7999572753906,17.200000286102295,255.0,128.0,0.04292683735725574,1.419252891666448,0.27251412218044174,True,4,4,0.0,False,8,,False
38,2511,85.0,False,False,1,6628.787129262766,2433.39990234375,-1308.0400390625,116.80999755859375,-17183.399658203125,1570.0,5923.599853515625,4754.4000244140625,2884.7000122070312,-2252.2999572753906,1.0,-0.7999928205686183,2.485437915758093,0.21391082613606044,3833789190208251696,T_C70,23.0,2677.1201171875,-1365.5999755859375,17.020000457763672,-15831.99951171875,-4491.600036621094,-0.9000000357627869,-1.1999999731779099,-0.3999999910593033,-1679.2999267578125,255.0,0.0,,-0.009587980612608012,-0.24736366240744603,-0.00029218145285100396,True,6,4,10,211.16594405584434,True,,76561198043613274,Lait,5.0,1922.8599853515625,-4871.0400390625,16.950000762939453,-13505.799560546875,4355.299987792969,18.50000023841858,-43.69999885559082,0.5999999865889549,-927.5,255.0,61.0,False,-0.008789268487412101,0.3144394779254158,-0.0025458820768451775,True,20,8,32,240.0,False,,enpitsu,76561198039309853,27,3321.110107421875,695.6300048828125,17.059999465942383,-11979.49951171875,-1117.2000122070312,2.5999999046325684,-0.3999999910593033,-0.09999999776482582,-2343.9999389648438,255.0,128.0,,-0.016722489009517005,-0.036768609290948974,-5.405191921615446e-05,True,111.0,False,18,False,18,,games5425898691,bf81d8692db,20.0,1154.72998046875,-430.8399963378906,17.010000228881836,6127.60009765625,-16498.199462890625,0.09999999776482582,-0.7999999821186066,2.0999999344348907,769.4000244140625,255.0,128.0,-0.009597706792962868,-1.9843991476389018,-0.00019252860688891808,True,False,24,216.37605169255244,True,30,,
39,2561,87.0,False,False,1,6345.001622207778,-640.469970703125,-1016.1599731445312,108.3499984741211,-22381.8994140625,7397.0001220703125,-57.60000228881836,4202.0001220703125,-2339.9000549316406,1236.6000366210938,1.0,-0.29555145071104405,2.9887057729900532,-1.6332329961508167,3833789190208251696,T_C70,23.0,-420.19000244140625,-1144.8800048828125,16.989999771118164,-13192.19970703125,9358.499755859375,4.300000071525574,-1.1999999731779099,1.0999999940395355,125.20000457763672,255.0,190.0,,-0.009611225709763421,0.6386369863407538,0.00014620786439126162,True,6,4,10,186.78701948350476,True,,76561198043613274,Lait,5.0,-630.8699951171875,-3375.77001953125,17.010000228881836,-10243.699951171875,13665.6005859375,2.3999999463558197,0.5999999865889549,-0.5000000074505806,-49.49999809265137,255.0,128.0,False,-0.009580881428156178,0.9334947566512409,8.369636400190916e-05,True,20,8,32,211.0,False,,enpitsu,76561198039309853,27,864.0800170898438,2016.969970703125,17.059999465942383,-14694.200439453125,8654.000244140625,1.8000000715255737,0.19999999552965164,-0.29999999329447746,0.0,255.0,128.0,,-0.01676691135213666,0.5322573269461423,3.140529381202982e-05,True,78.0,False,18,False,18,,games5425898691,bf81d8692db,20.0,3457.81005859375,-750.3800048828125,17.010000228881836,-1699.2999267578125,16568.00048828125,2.800000011920929,-0.09999999776482582,-0.19999999552965164,1999.6000671386719,255.0,255.0,-0.009570343446941543,1.3987825362543393,2.1090086612353828e-05,True,False,24,192.0,False,30,,
40,2624,89.0,False,False,1,6915.38452528081,-3981.64990234375,237.85000610351562,667.75,4642.699890136719,9507.2998046875,11300.30029296875,-44.40000057220459,-785.9999847412109,-1573.9999389648438,1.0,0.4273026537945803,-2.581499383502811,-0.8569248955082458,3833789190208251696,T_C70,27.0,-4078.969970703125,129.3000030517578,553.52001953125,245.0,7051.099853515625,12253.699951171875,-2963.699951171875,419.0999984741211,-198.89999389648438,255.0,0.0,,0.9726157204796143,1.6205933450682408,1.6205774452562502,True,6,4,10,239.3299869568117,True,,76561198043613274,Lait,5.0,-835.1799926757812,-589.6500244140625,17.010000228881836,4499.2999267578125,12795.999755859375,2.5,0.09999999776482582,0.7999999821186066,0.0,255.0,128.0,False,-0.009538509357295877,1.90891141359479,-7.240507845813847e-05,True,20,8,32,211.0,False,,enpitsu,76561198039309853,27,57.09000015258789,5150.4501953125,17.059999465942383,-577.9000091552734,14971.500244140625,2.3999999463558197,0.19999999552965164,-1.4000000059604645,2811.6000366210938,255.0,255.0,False,-0.016777491242540604,1.308037791761204,0.0001699038867373159,True,139.0,False,18,False,18,,games5425898691,bf81d8692db,20.0,896.4199829101562,3174.300048828125,17.010000228881836,-11476.700439453125,17627.39990234375,2.7000001072883606,-0.7000000029802322,0.9000000357627869,-237.99999237060547,255.0,128.0,-0.009588060234290643,1.0058289821696236,2.3890133452254805e-06,True,False,26,223.0,False,32,,
41,2668,90.0,False,False,1,5378.292508499963,-3256.580078125,1722.0899658203125,1609.6700439453125,7230.10009765625,10005.999755859375,2147.7999877929688,-63.00000190734863,-2216.4999389648438,-1234.5999908447266,1.0,0.013714537252363991,0.40036625171190326,-0.010698832895321442,3833789190208251696,T_C70,27.0,-3360.830078125,1706.449951171875,1505.739990234375,6650.5999755859375,9126.799926757812,2145.0,3847.9000854492188,1079.3000030517578,1194.5999908447266,139.0,0.0,,0.39700751641876697,-2.580029445894137,2.910820895670636,True,6,4,12,191.0,False,,76561198043613274,Lait,5.0,-458.5199890136719,1418.25,17.010000228881836,1256.9999694824219,10504.49951171875,2.7000001072883606,-0.3999999910593033,-3.8999998569488525,1508.0999755859375,128.0,128.0,False,-0.009618169662586237,1.6700665293317367,0.0001715105916511691,True,20,8,32,211.0,False,,enpitsu,76561198039309853,27,-396.6700134277344,5475.66015625,21.8700008392334,-508.4000015258789,-568.1999969482422,-22.999999523162842,-0.09999999776482582,-0.19999999552965164,-0.5999999865889549,128.0,128.0,False,-0.04596566018375132,-0.8296741187830308,-0.026661563375439946,True,139.0,False,18,False,18,,games5425898691,bf81d8692db,20.0,42.79999923706055,4777.68017578125,17.010000228881836,636.5000152587891,-604.3999862670898,2.7000001072883606,2.7000001072883606,2.7000001072883606,0.0,255.0,128.0,-0.009501992297321139,0.7593181517440477,1.3060381019295826e-05,True,False,26,223.0,False,32,,
42,2716,92.0,False,False,1,3241.6515049187205,-1887.27001953125,3478.159912109375,1048.06005859375,13253.199462890625,7387.80029296875,-3143.2000732421875,654.1000366210938,-354.3000030517578,-1044.3000030517578,1.0,1.3600744217388232,-2.075284019801912,-1.5399794646964091,3833789190208251696,T_C70,23.0,-1964.280029296875,3510.139892578125,896.4000244140625,12218.699951171875,11258.900146484375,-5374.7998046875,2618.2998657226562,-2251.1000061035156,4051.7001342773438,134.0,0.0,,0.7912408175180266,-2.6970659719144816,0.30352423871500855,True,6,4,12,107.92138508571092,True,,76561198043613274,Lait,5.0,-414.8999938964844,3046.050048828125,246.58999633789062,184.3000030517578,9125.599975585938,-2657.0999145507812,-748.7999725341797,-145.10000228881836,-225.40000915527344,225.0,128.0,False,-0.589281642400508,1.577651083731468,-0.10378045086404093,True,20,10,34,211.0,False,,enpitsu,76561198039309853,27,-463.739990234375,5304.4599609375,19.299999237060547,-2903.699951171875,-5539.7998046875,2897.39990234375,-213.60000610351562,-129.79999542236328,-0.7999999821186066,0.0,128.0,False,-0.014080006044964115,-1.0898942520938475,-0.0012371262160280174,True,123.26209021640081,True,19,False,18,,games5425898691,bf81d8692db,20.0,-319.3800048828125,4791.35009765625,61.20000076293945,-5982.2998046875,-1623.800048828125,3563.599853515625,-279.89999771118164,893.3999633789062,509.3000030517578,255.0,128.0,0.029670578676893444,-0.33257878965766335,-0.001604734276168697,True,False,26,216.7456516168451,True,34,,
43,2750,93.0,True,True,1,1437.515054559205,-332.8299865722656,4394.06005859375,199.14999389648438,-5933.4002685546875,11891.700439453125,-1733.5000610351562,772.7999877929688,-4677.300109863281,1266.1000061035156,1.0,0.3839708265530543,-0.4970642994212415,-1.2024972613208915,76561198043613274,Lait,5.0,-180.58999633789062,4386.14990234375,126.4800033569336,4951.9000244140625,12227.7001953125,133.59999656677246,2411.6000366210938,1152.2000122070312,2078.000030517578,,,,0.07361746919890169,1.7625662600797853,0.06075560117471105,True,20,10,36,192.0,False,,3833789190208251696,T_C70,23.0,-296.1199951171875,4784.97021484375,13.739999771118164,13830.400390625,2351.9000244140625,562.400016784668,368.49998474121094,522.0000076293945,733.1999969482422,255.0,,,0.020796516048937414,3.0492718767149256,-0.018756779708315553,True,6,4,12,90.0,False,,enpitsu,76561198039309853,27,-632.8200073242188,3909.8701171875,265.5899963378906,990.9999847412109,-13405.2001953125,-479.0999984741211,440.8000183105469,3364.2999267578125,-2729.5999145507812,255.0,255.0,,0.7479472515232942,-1.2586923432626609,1.157927160310507,True,88.0,False,20,False,20,,games5425898691,bf81d8692db,20.0,-1115.06005859375,3974.81005859375,242.5800018310547,-5293.499755859375,-10307.60009765625,-402.90000915527344,1319.2999267578125,3620.4000854492188,-2295.800018310547,255.0,,0.5373405843614648,-1.2213014876672026,0.7902632002850762,True,False,28,151.0,False,34,,
44,3029,94.0,False,False,0,5153.318296713889,11.520000457763672,67.22000122070312,100.47000122070312,4460.7000732421875,21586.0009765625,2104.4000244140625,5596.199951171875,342.00000762939453,-2136.3999938964844,0.0,0.01933425164896842,-0.07351677546599518,0.1963204501941763,bf81d8692db,games5425898691,19.0,-55.939998626708984,-96.02999877929688,96.69000244140625,-2569.2999267578125,21052.80029296875,0.7999999821186066,-4689.89990234375,947.9000091552734,-2712.0001220703125,255.0,38.0,,1.3771810569965894,1.3086965981836904,-0.06589767469982563,True,3,False,4,31.0,False,,76561198039309853,enpitsu,27.0,-3156.080078125,-4178.3701171875,17.049999237060547,-664.5999908447266,-1105.199966430664,3.0000001192092896,0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,,0.016309320821073357,1.0292282194455387,-6.328920292053182e-06,True,False,False,False,255.0,False,,Lait,76561198043613274,5,-136.9600067138672,347.45001220703125,98.55999755859375,772.6000213623047,-17649.100341796875,2783.800048828125,1509.9000549316406,5167.7001953125,1124.4999694824219,128.0,255.0,,0.09348130769012461,-1.729725659215382,-0.5700752167676334,True,0.0,False,6,False,5,,T_C70,3833789190208251696,22.0,-3089.050048828125,4269.93994140625,17.010000228881836,-5244.000244140625,9171.900024414062,2.5,-3.1999999284744263,0.9000000357627869,384.3000030517578,255.0,128.0,0.00938878962306479,-0.9896955899076354,-0.0001071644404680399,True,False,False,255.0,False,False,,
45,3175,100.0,False,False,1,10400.617445452044,-1383.1199951171875,-5007.830078125,248.16000366210938,1267.2000122070312,3852.9000854492188,-2010.8999633789062,-15.099999904632568,-1106.2000274658203,2806.7001342773438,1.0,0.8946736932746644,-1.294408105362501,1.2961094385420389,3833789190208251696,T_C70,23.0,-1423.030029296875,-5094.52978515625,134.08999633789062,2501.9000244140625,737.7999877929688,-3190.4000854492188,1777.2999572753906,-84.20000076293945,654.0000152587891,255.0,128.0,,-0.8391523628681082,2.811204763907803,-1.2450513408926625,True,False,False,False,38.0,False,,76561198043613274,Lait,5.0,3226.97998046875,-3004.9599609375,17.010000228881836,-12092.80029296875,-19256.600341796875,4.000000059604645,3.6000001430511475,-2.0000000298023224,-638.6999893188477,255.0,128.0,,-0.009327384273313583,-0.9619309516886467,0.00021222087648351627,True,10,False,10,245.0,False,,enpitsu,76561198039309853,27,-1258.1600341796875,-3162.8701171875,17.049999237060547,-11850.0,-19712.2998046875,3.0000001192092896,0.5999999865889549,-0.19999999552965164,0.0,255.0,255.0,,-0.016724259516075243,-1.0295277841325894,7.678249752939724e-06,True,199.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-3006.300048828125,-3110.320068359375,17.010000228881836,13663.900146484375,-18111.700439453125,2.5999999046325684,0.29999999329447746,-0.3999999910593033,6.299999952316284,255.0,128.0,-0.009595172048624489,-2.2179439244311703,-5.729765854344437e-05,True,False,6,200.0,False,6,,
46,3187,100.0,False,False,1,10222.442449125885,-1332.1800537109375,-4836.64990234375,99.08000183105469,-3557.0001220703125,5711.099853515625,-2260.800018310547,-387.20001220703125,-3482.0001220703125,3779.8001098632812,1.0,0.9455772474895792,-1.918464782613868,2.1107161487530584,3833789190208251696,T_C70,23.0,-1202.1099853515625,-4858.14990234375,16.229999542236328,3486.4999389648438,8344.400024414062,-11.59999966621399,-104.39999580383301,-525.099983215332,2605.7998657226562,255.0,255.0,,0.004476274933655805,1.9258941247585957,0.001965906637251906,True,False,False,False,38.0,False,,76561198043613274,Lait,5.0,2665.8798828125,-3740.2099609375,17.010000228881836,-15528.800048828125,-16377.19970703125,2.5999999046325684,-3.1999999284744263,-3.3000001311302185,-1016.3999938964844,255.0,128.0,,-0.009564220258379684,-0.7643506916352505,-5.716886460119728e-05,True,10,False,10,245.0,False,,enpitsu,76561198039309853,27,-1595.510009765625,-4089.949951171875,17.049999237060547,226.70000076293945,-22005.30029296875,3.6000001430511475,-0.0,0.19999999552965164,2035.0,255.0,255.0,,-0.01676145744719428,-1.6579984923644375,2.8642109638404842e-05,True,195.66526432960265,True,2,False,2,,games5425898691,bf81d8692db,19.0,-2327.590087890625,-3778.6201171875,17.010000228881836,18757.7001953125,-12039.200439453125,2.800000011920929,-1.2999999523162842,0.7000000029802322,1688.6000061035156,255.0,216.0,-0.009596883798443142,-2.6269526307467452,0.0001131670303994298,True,False,6,200.0,False,6,,
47,3194,100.0,False,False,0,2321.3733500678195,1395.22998046875,4767.1201171875,131.61000061035156,-9750.999755859375,23766.59912109375,11194.000244140625,4487.699890136719,3701.0000610351562,1470.5999755859375,0.0,-0.9991588723125657,-0.4972639566094184,-0.7751176215798682,76561198039309853,enpitsu,27.0,1451.5699462890625,4621.18994140625,43.61000061035156,-7570.0,17843.199462890625,1488.0000305175781,-2833.2998657226562,3844.89990234375,-2303.8999938964844,128.0,128.0,,0.025198871411455718,2.115207971112051,0.10403330570309009,True,2,False,4,188.0,False,,bf81d8692db,games5425898691,19.0,1807.6199951171875,4009.2099609375,17.010000228881836,-21127.39990234375,5701.400146484375,2.800000011920929,0.3999999910593033,0.0,1798.5000610351562,255.0,255.0,,0.00960553010332124,2.9341388404094544,0.00010112601601604614,True,6,False,6,200.0,False,,Lait,76561198043613274,5,-2234.68994140625,4130.0400390625,17.010000228881836,17151.600341796875,14559.49951171875,2.5,-0.29999999329447746,-0.19999999552965164,-27.5,255.0,128.0,,0.009559685236739003,0.7008115870770953,4.1900198351177465e-05,True,245.0,False,10,False,10,,T_C70,3833789190208251696,23.0,1176.3299560546875,4676.169921875,17.010000228881836,509.7999954223633,-4051.9000244140625,3.4999999403953552,7.200000286102295,-0.7999999821186066,1301.4999389648438,0.0,255.0,0.00949522555829624,-1.417298293392474,-0.0001880512753133737,True,False,False,38.0,False,False,,
48,3248,102.0,False,False,0,2816.8063429270073,145.27000427246094,2522.719970703125,317.19000244140625,8326.599731445312,-3404.7000122070312,2031.3999938964844,-402.09999084472656,-1403.699951171875,-4318.299865722656,0.0,-0.7302648475196801,-0.08467253410765062,0.8439443245448399,bf81d8692db,games5425898691,19.0,31.850000381469727,2478.8701171875,178.35000610351562,387.00000762939453,-1255.8999633789062,394.3000030517578,-1999.7999572753906,5106.000061035156,422.7000045776367,255.0,61.0,,-1.2039841283410735,1.769526318938118,1.7390942136473408,True,7,False,8,200.0,False,,76561198039309853,enpitsu,27.0,309.0799865722656,5015.81982421875,115.04000091552734,-5653.0999755859375,-205.49999237060547,-5172.9998779296875,-112.10000038146973,84.20000076293945,2328.2000732421875,255.0,128.0,False,0.14941792463855735,-2.504791599461591,-1.6605942207865705,True,2,False,4,188.0,False,,Lait,76561198043613274,5,27.93000030517578,2891.080078125,52.130001068115234,-7212.0001220703125,-21542.900390625,3589.8001098632812,-1.5000000596046448,-5.699999928474426,-606.3999938964844,255.0,128.0,,0.009629416740766204,-1.983042853571479,0.0007613767242478049,True,246.0,False,12,False,10,,T_C70,3833789190208251696,23.0,620.4600219726562,4017.56005859375,17.010000228881836,-4657.60009765625,312.39999771118164,2.5999999046325684,0.29999999329447746,2.0000000298023224,37.59999990463257,255.0,139.0,0.00964841703120101,3.0715583987971997,5.606566395195226e-05,True,False,False,38.0,False,False,,
49,3308,104.0,False,False,0,4106.581369663778,1648.739990234375,1916.9100341796875,119.41999816894531,19179.89990234375,12574.200439453125,1906.4999389648438,5756.7999267578125,-856.9999694824219,1457.2000122070312,0.0,-0.6901941154641258,1.1044587891763957,0.5874814091851218,bf81d8692db,games5425898691,19.0,1483.6199951171875,1775.5400390625,84.55999755859375,14933.900146484375,11668.499755859375,2466.7999267578125,-5223.900146484375,1660.2000427246094,452.00000762939453,255.0,167.0,,0.528590403314064,0.5985277124614987,-0.3421412974935539,True,9,False,10,125.0,False,,76561198039309853,enpitsu,27.0,1461.0799560546875,2684.659912109375,17.030000686645508,15600.2001953125,-16900.6005859375,1.4000000059604645,0.3999999910593033,-0.3999999910593033,0.0,255.0,128.0,False,0.016780220318449623,-0.8253759940472627,-5.006816819562088e-05,True,2,False,4,40.380352840628674,True,,Lait,76561198043613274,5,153.6999969482422,-1337.8699951171875,17.010000228881836,12829.000244140625,-14634.200439453125,2.5999999046325684,-0.5000000074505806,0.7000000029802322,1871.3999938964844,255.0,255.0,,0.00955542535784672,-0.7955914042392824,0.00011031183920872017,True,255.0,False,12,False,12,,T_C70,3833789190208251696,23.0,1664.239990234375,2534.469970703125,17.010000228881836,7032.8997802734375,-13435.699462890625,2.5999999046325684,0.19999999552965164,-0.5999999865889549,-407.00000762939453,255.0,128.0,0.009600472580681942,-1.1264409203352828,0.00015864429369725347,True,False,False,0.0,False,False,,
50,3434,109.0,False,False,0,3964.424913593339,3040.179931640625,4667.60986328125,95.37999725341797,-7270.4998779296875,-2458.5000610351562,-134.79999542236328,2561.099853515625,-3170.4998779296875,-4403.2000732421875,0.0,-0.4184170946971667,1.028829464989402,1.112649249184051,bf81d8692db,games5425898691,20.0,3169.449951171875,4531.14013671875,53.08000183105469,-890.6999969482422,12933.800048828125,2943.800048828125,292.09999084472656,27.899999618530273,623.1999969482422,255.0,255.0,,-0.001956487227981601,1.6752631970439695,-0.0001328463867696644,True,10,False,12,251.8799567350777,True,,76561198039309853,enpitsu,27.0,2040.06005859375,-4292.830078125,17.059999465942383,-14584.300537109375,10750.899658203125,-2.3000000417232513,0.0,0.0,-2013.3000183105469,255.0,0.0,,0.01679072823350842,2.437752995226254,-2.2018898339667247e-05,True,2,False,4,204.88340620071654,True,,Lait,76561198043613274,5,704.4199829101562,5459.35986328125,20.93000030517578,-4892.60009765625,454.59999084472656,44.099998474121094,21.700000762939453,-41.39999866485596,-1562.5999450683594,0.0,255.0,False,0.02262022846019001,-0.23500671622346367,0.03747396490724443,True,222.0,False,14,False,14,,T_C70,3833789190208251696,23.0,3313.929931640625,3581.3798828125,17.010000228881836,-2915.2999877929688,18386.500244140625,2.7000001072883606,-0.09999999776482582,2.5999999046325684,825.5000305175781,255.0,239.0,0.009611923512823972,1.7312345267452585,0.0001144713319673852,True,False,6,,False,6,,
51,3480,111.0,False,False,1,10309.875342914023,-906.8099975585938,-5011.02978515625,330.0299987792969,-15412.900390625,4455.299987792969,7412.5,2151.7999267578125,4916.499938964844,-2314.7999572753906,1.0,-0.588833916540138,2.361295051730615,1.3906635828866531,76561198043613274,Lait,5.0,-750.2000122070312,-5043.7998046875,212.61000061035156,-7768.499755859375,9457.000122070312,3199.5999145507812,-883.7000274658203,-2676.4999389648438,265.49999237060547,255.0,150.0,False,0.6406398191100466,0.7184937128180797,-0.21327916682503809,True,15,False,16,190.67866669931718,True,,3833789190208251696,T_C70,22.0,-1064.8499755859375,-5077.47021484375,191.22999572753906,16258.499755859375,2938.599853515625,2740.7998657226562,-1875.5000305175781,719.1000366210938,-282.8000068664551,128.0,199.0,,0.17786762317141672,3.136797524716348,-1.7095105347156956,True,6,False,8,,False,,enpitsu,76561198039309853,27,-1034.0,998.2000122070312,17.059999465942383,11289.3994140625,-17982.7001953125,1.899999976158142,0.19999999552965164,-0.09999999776482582,10.299999713897705,255.0,128.0,,-0.01676907715724112,-2.1325466161050026,-2.182932635691038e-05,True,203.0,False,4,False,2,,games5425898691,bf81d8692db,20.0,-1732.81005859375,-4022.5,16.989999771118164,13825.6005859375,9345.700073242188,3.100000023841858,0.3999999910593033,0.29999999329447746,-2001.9000244140625,255.0,0.0,-0.009584208022917281,2.612914749286993,-3.820855720257684e-05,True,False,10,221.32486031645087,True,12,,
