,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,178,0,False,True,0,5180.0035870292195,-0.3799999952316284,38.0099983215332,95.55999755859375,-1038.3999633789062,28110.90087890625,2016.0000610351562,5995.7000732421875,-224.59999084472656,5.299999713897705,0.0,-0.0038030810042460872,-0.000101659139645207,0.10166627397390586,bf81d8692db,games5425898691,18.0,15.569999694824219,-170.9600067138672,88.0199966430664,880.8000183105469,22832.39990234375,341.3999938964844,-5496.199951171875,199.79999542236328,27.899999618530273,128.0,135.0,1.2378024414132582,1.5309721966845242,-0.0016116583892645878,True,4,3,False,31.0,False,,76561198039309853,enpitsu,26.0,-13.6899995803833,-4235.419921875,17.049999237060547,902.6000213623047,945.1000213623047,2.5999999046325684,-1.1999999731779099,0.19999999552965164,-435.9000015258789,255.0,128.0,False,0.016490419685622093,1.4129068824187756,6.540153120393837e-05,True,107.0,False,False,False,False,,namsoa,bc2629aa74b,16,3153.530029296875,4466.41015625,17.010000228881836,-50.0,10281.400146484375,3.1999999284744263,0.29999999329447746,-0.29999999329447746,3490.1998901367188,255.0,255.0,False,0.009566691740239445,2.0749039358992025,2.1425951798314902e-05,True,255.0,False,False,False,False,,DJulien2411,7876676245797923930,8.0,-110.54000091552734,821.739990234375,147.0500030517578,-367.00000762939453,-18630.999755859375,-1067.5,-198.89999389648438,5495.999755859375,65.19999980926514,255.0,255.0,True,0.010199944328272282,-1.5775022155882052,3.0345790657513874,True,False,False,4,78.0,False,,
1,182,0,False,False,1,5586.737078496139,-3.309999942779541,-373.8800048828125,120.16999816894531,-11041.700439453125,22217.80029296875,437.7000045776367,5482.7001953125,1688.3999633789062,1757.4000549316406,1.0,0.07209472890173041,-0.03996418764234712,0.7570343791814741,7876676245797923930,DJulien2411,8.0,54.29999923706055,-560.010009765625,126.66999816894531,-7783.4002685546875,20410.799560546875,-1931.199951171875,1202.0999908447266,-5325.7000732421875,664.0000152587891,255.0,254.0,0.09882088055370371,1.4888411206086611,2.1385181042668884,True,4,3,False,78.0,False,,bc2629aa74b,namsoa,16.0,-3135.4599609375,-4540.85009765625,17.270000457763672,3745.4998779296875,-7731.5997314453125,138.50000381469727,-227.90000915527344,453.10001373291016,3282.7999877929688,255.0,255.0,False,-0.010963544082806469,-2.357351923426191,-0.008626267706464017,True,255.0,False,False,False,False,,enpitsu,76561198039309853,26,4.130000114440918,4204.509765625,17.049999237060547,-599.3000030517578,-3016.400146484375,2.5999999046325684,0.19999999552965164,0.09999999776482582,-31.700000762939453,255.0,128.0,False,-0.016568870503802405,-1.3867958679350867,4.203208536467087e-05,True,107.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-28.739999771118164,-170.14999389648438,85.73999786376953,-783.0000305175781,-20219.3994140625,-154.7000026702881,5458.900146484375,664.5999908447266,87.39999771118164,128.0,136.0,,-0.6872894900575944,1.4455335237249525,3.131598104777902,True,3,False,4,31.0,False,,True
2,183,0,False,False,0,4867.3230772747,47.61000061035156,365.0199890136719,138.82000732421875,7745.10009765625,4728.900146484375,2986.400146484375,4988.0999755859375,2628.900146484375,2051.1000061035156,0.0,0.0037713672566936367,0.23447643950056027,1.0329240815721796,bf81d8692db,games5425898691,18.0,56.38999938964844,248.60000610351562,77.58000183105469,6096.099853515625,3176.300048828125,-555.4000091552734,-5232.7001953125,-621.6999816894531,-1575.2999877929688,128.0,128.0,0.06428350925655282,-1.5682090628017047,-3.0706569780665567,True,4,3,False,31.0,False,,76561198039309853,enpitsu,26.0,0.9300000071525574,-4178.0,17.049999237060547,741.3999938964844,3935.8999633789062,2.5999999046325684,-0.19999999552965164,-0.19999999552965164,-5.400000214576721,255.0,128.0,False,0.016568889862886054,1.3857718775822117,3.354869260644906e-05,True,107.0,False,False,False,False,,namsoa,bc2629aa74b,16,3086.6298828125,4596.85009765625,17.850000381469727,-6410.10009765625,4848.699951171875,-35.49999952316284,-154.20000076293945,-8.600000143051147,2893.900146484375,255.0,255.0,False,0.02575336969105476,2.6392059125262497,-0.03373035245420479,True,255.0,False,False,False,False,,DJulien2411,7876676245797923930,8.0,-54.29999923706055,560.010009765625,126.66999816894531,7783.4002685546875,-20410.799560546875,-1931.199951171875,-1202.0999908447266,5325.7000732421875,664.0000152587891,255.0,254.0,True,-0.09882088055370371,-1.4888411206086611,2.1385181042668884,True,3,False,4,78.0,False,,
3,186,0,False,False,1,5640.569701471731,-132.44000244140625,-406.0199890136719,161.60000610351562,-12049.49951171875,-1339.1000366210938,1025.5000305175781,-2834.5999145507812,1035.1000213623047,3176.099853515625,1.0,-0.019863196657994228,-0.4889970930559286,1.5026213263949115,7876676245797923930,DJulien2411,8.0,-4.480000019073486,-511.82000732421875,118.94999694824219,-2589.2001342773438,66.19999885559082,12.000000476837158,632.2999954223633,-5449.0997314453125,396.5999984741211,255.0,255.0,0.14297863993361634,1.3800145478968233,0.8491153553247303,True,4,3,False,78.0,False,,bc2629aa74b,namsoa,16.0,-3026.52001953125,-4627.56005859375,17.280000686645508,7757.1002197265625,-2799.5999145507812,-98.69999885559082,259.50000762939453,-282.09999084472656,2657.9000854492188,255.0,255.0,False,-0.016809116263444362,-2.868515994494338,-0.01491639597668262,True,255.0,False,False,False,False,,enpitsu,76561198039309853,26,-7.900000095367432,4140.85009765625,17.049999237060547,-913.0999755859375,-4872.5,2.5999999046325684,0.3999999910593033,0.19999999552965164,-0.5999999865889549,255.0,128.0,False,-0.01656889299265277,-1.3856036114968266,3.2154311070958154e-05,True,107.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-107.19000244140625,-275.1000061035156,75.66999816894531,-6096.099853515625,-3176.300048828125,-160.0,5469.89990234375,-134.49999809265137,-558.4000015258789,128.0,128.0,,0.5300419955204496,1.6617782002425197,-3.0320310393875936,True,3,False,4,31.0,False,,True
4,232,1,False,False,0,5370.801286364781,1911.199951171875,561.22998046875,98.31999969482422,22904.7998046875,3021.9000244140625,877.3000335693359,455.8000183105469,432.7000045776367,3408.599853515625,0.0,-0.437862444687862,3.1026164577896416,1.3321892661256058,bf81d8692db,games5425898691,18.0,1605.3599853515625,531.0499877929688,56.220001220703125,18273.199462890625,-2405.7000732421875,3011.300048828125,461.5999984741211,2534.2999267578125,-551.1000061035156,255.0,128.0,0.05525804359277918,-0.18808098562014416,7.20942166773051e-05,True,6,5,False,0.0,False,,76561198039309853,enpitsu,26.0,1351.4000244140625,-3766.169921875,17.049999237060547,6172.0001220703125,-8499.299926757812,3.1999999284744263,0.0,-0.3999999910593033,1244.1000366210938,255.0,255.0,False,0.016691440095245674,-0.9846560235160982,0.0005421373058373072,True,58.0,False,False,False,False,,namsoa,bc2629aa74b,16,2755.8701171875,2678.820068359375,17.010000228881836,2123.3999633789062,-21396.298828125,-0.29999999329447746,0.0,0.0,-85.29999732971191,255.0,128.0,False,0.009597618166619902,-1.4800559730126162,5.3880925048372537e-05,True,157.8419269028531,True,False,False,False,,DJulien2411,7876676245797923930,8.0,413.25,224.3300018310547,17.010000228881836,5257.0001220703125,-4810.4998779296875,2.3999999463558197,0.0,0.09999999776482582,2450.2999877929688,255.0,255.0,False,0.009516564091909667,-0.732877029012575,2.8688151436892415e-05,True,4,False,4,78.0,False,,
5,302,4,False,False,1,7856.675215669566,-3961.6201171875,-1035.02001953125,1107.8499755859375,4378.399963378906,-1701.6000366210938,-652.6999664306641,476.8000030517578,-5456.300048828125,-681.8000030517578,1.0,1.2260044750618915,-1.5055742313501943,-1.5390230742273596,bc2629aa74b,namsoa,16.0,-4078.989990234375,-1024.0999755859375,1219.699951171875,2.7000001072883606,-1593.9999389648438,-3472.0999145507812,16.299999952316284,0.5000000074505806,-0.19999999552965164,0.0,128.0,1.1013486061555908,1.5491645001562662,1.5515021075135536,True,False,False,False,157.0,False,,7876676245797923930,DJulien2411,8.0,-3597.699951171875,-2830.97998046875,16.65999984741211,-5665.4998779296875,-20578.40087890625,54.60000038146973,-42.39999771118164,-75.59999942779541,1852.7000427246094,255.0,255.0,,-0.01087932555527353,-1.3629623035618372,-0.006159141102338545,False,60.0,False,6,False,6,,enpitsu,76561198039309853,26,-2611.06005859375,3502.570068359375,17.049999237060547,9374.500122070312,-5612.0001220703125,3.1999999284744263,0.7999999821186066,-0.5000000074505806,-2341.0000610351562,255.0,0.0,,-0.016711683195336488,-2.5566314842890248,-9.102815689498889e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-3493.840087890625,972.260009765625,17.020000457763672,7273.900146484375,-2100.2000427246094,1.2999999523162842,0.09999999776482582,-0.5000000074505806,-2431.999969482422,255.0,0.0,,-0.009544275750182024,-2.8435836787974127,-5.2577587212005923e-05,True,6,False,6,255.0,False,,
6,344,6,False,True,0,5687.206914119685,3304.1201171875,1305.510009765625,282.07000732421875,-13754.599609375,17462.39990234375,-2986.4999389648438,2972.7999877929688,-1597.5,4960.799865722656,0.0,0.41350275436312733,0.4532365064117661,-0.07286042247654563,bf81d8692db,games5425898691,18.0,3404.239990234375,1115.530029296875,211.42999267578125,-300.9000015258789,22947.900390625,1516.6999816894531,-3383.699951171875,-3887.6998901367188,-1919.7000122070312,255.0,255.0,-0.38029825827664065,0.9078671954794219,-0.5854785111840037,True,8,7,False,146.6250063039923,True,,76561198039309853,enpitsu,26.0,2935.360107421875,-1451.1199951171875,17.049999237060547,1025.8999633789062,20740.10009765625,-1.5000000596046448,0.0,-0.19999999552965164,1988.9999389648438,255.0,128.0,,0.016785278142443627,1.5886223634405683,3.510621327776599e-05,True,161.0279396913385,True,False,False,False,,namsoa,bc2629aa74b,16,3562.669921875,1805.5799560546875,16.8700008392334,-13008.199462890625,7006.9000244140625,38.80000114440918,41.70000076293945,-55.50000190734863,-0.5000000074505806,0.0,128.0,,0.011242211061787355,-0.4955952577151911,-0.003228251834572308,True,157.0,False,False,False,False,,DJulien2411,7876676245797923930,8.0,1792.72998046875,3795.929931640625,17.0,-13355.50048828125,-10692.60009765625,3.3000001311302185,2.7000001072883606,2.3999999463558197,-283.0999946594238,255.0,21.0,,0.009584288192939114,-2.4238346382997413,-0.00028246926126154406,True,6,False,6,60.0,False,,
7,394,7,False,False,1,9318.99588361117,-1143.4599609375,-3953.090087890625,127.81999969482422,-3513.9999389648438,10300.999755859375,4133.2000732421875,1747.5,2998.900146484375,-4894.100036621094,1.0,-0.5358675447473293,2.4192941349997574,0.9553312561188539,7876676245797923930,DJulien2411,8.0,-1041.4000244140625,-4071.22998046875,72.62999725341797,-6533.4002685546875,2981.300048828125,3347.2000122070312,-4070.1998901367188,-1148.3000183105469,-3279.2999267578125,255.0,0.0,-0.010255616146815139,-0.23530225540462016,0.052298969623343676,True,8,7,False,60.0,False,,bc2629aa74b,namsoa,16.0,-2048.39990234375,-2623.550048828125,17.010000228881836,-3638.699951171875,1966.6999816894531,2.0000000298023224,-0.09999999776482582,-0.5000000074505806,0.0,230.0,128.0,,-0.009445655287198639,0.4955406576517192,8.958619203552791e-06,True,157.0,False,False,False,False,,enpitsu,76561198039309853,26,-647.8900146484375,-1529.7099609375,17.049999237060547,20112.19970703125,4225.899963378906,3.0000001192092896,-0.19999999552965164,-0.0,2071.300048828125,255.0,255.0,,-0.016766619742170915,2.8561510556705234,2.755710103959751e-05,True,136.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-3093.820068359375,-4416.43994140625,16.899999618530273,11168.800048828125,1027.5,28.09999942779541,-57.800002098083496,10.499999523162842,1557.7000427246094,255.0,146.0,,-0.008662381231523925,2.98298216670157,0.0030209311298950376,True,8,False,8,133.0,False,,False
8,456,10,False,False,0,4194.651982795721,1801.3900146484375,1927.6500244140625,109.19999694824219,3046.099853515625,25497.19970703125,6728.3001708984375,2485.399932861328,-660.6999969482422,5420.8001708984375,0.0,0.9789464253942071,-1.7359170258768286,2.75870143533199,76561198039309853,enpitsu,26.0,1721.1400146484375,1661.530029296875,46.13999938964844,13029.3994140625,16555.30029296875,3347.60009765625,-319.50000762939453,264.89999771118164,-175.9000015258789,255.0,255.0,0.02544043053988995,0.877885377666317,0.00020891367470053434,True,2,1,False,78.0,False,,bf81d8692db,games5425898691,18.0,1202.1199951171875,2770.659912109375,17.010000228881836,4413.299865722656,-14329.3994140625,2.199999988079071,1.0000000149011612,-3.100000023841858,-1698.3999633789062,255.0,0.0,,0.009583577231862685,-1.2916465927580372,-0.00037939583696673597,True,48.0,False,8,False,8,,namsoa,bc2629aa74b,16,1959.550048828125,2382.77001953125,24.510000228881836,-4925.899963378906,-13576.600341796875,3039.1000366210938,1.4000000059604645,5.899999737739563,833.3000183105469,255.0,128.0,False,0.009605595847724102,-1.8578546818165353,-0.00026276219766380404,True,91.0,False,3,False,False,,DJulien2411,7876676245797923930,8.0,661.97998046875,2723.780029296875,63.40999984741211,-9596.699829101562,-10317.80029296875,-853.7000274658203,59.29999828338623,-90.79999923706055,1228.3999633789062,255.0,66.0,False,0.07919867005126076,-2.207526414853895,-0.1043266832479118,True,8,False,8,60.0,False,,False
9,459,10,False,False,1,7739.2440219322625,-1781.550048828125,-2121.31005859375,230.49000549316406,11874.7998046875,711.2999725341797,17598.699951171875,5790.5999755859375,-552.7999877929688,-1470.3999328613281,1.0,-0.7617717774635638,1.4976894027244083,2.6759320545083782,bc2629aa74b,namsoa,16.0,-1914.969970703125,-2241.7099609375,55.5,2220.800018310547,18863.199462890625,2886.9000244140625,-2528.300018310547,-397.40001678466797,634.900016784668,255.0,193.0,-0.05354596035748837,1.799815440151718,-0.008718159289405667,True,4,3,False,121.0,False,,7876676245797923930,DJulien2411,8.0,-581.8599853515625,-2637.590087890625,53.790000915527344,9627.60009765625,10363.1005859375,-1399.7000122070312,-71.19999885559082,53.69999885559082,540.4999923706055,255.0,0.0,False,-0.08703021628445819,2.134428132445176,-0.10229463453786643,True,60.0,False,8,False,8,,enpitsu,76561198039309853,26,-1914.6600341796875,-1989.18994140625,85.91999816894531,-10123.900146484375,-20101.800537109375,1537.5,5377.8997802734375,839.4999694824219,789.3000030517578,255.0,255.0,False,-0.5632520350902758,-0.8092426218748674,-0.5251316156564557,True,78.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-1251.5400390625,-2515.06005859375,17.010000228881836,-1490.0,14745.799560546875,2.199999988079071,0.19999999552965164,-4.000000059604645,-968.7999725341797,255.0,0.0,,-0.009588625516862482,1.4910714186091698,3.883156005411272e-05,True,8,False,8,48.0,False,,False
