,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect,team_mate_handbrake
0,169,0.0,False,False,0,5208.2526410132095,-4.579999923706055,8.600000381469727,95.31999969482422,-6637.0001220703125,19581.99951171875,3093.699951171875,4546.000061035156,3127.39990234375,-2356.300048828125,0.0,0.045493519625393254,-0.03204795555787708,0.06389915062744346,76561198039309853,enpitsu,24.0,92.45999908447266,-219.74000549316406,85.88999938964844,-14320.699462890625,17907.5,1790.0999450683594,-4295.400085449219,-3434.89990234375,0.0,255.0,255.0,,0.7018482104649602,2.2453898638380623,4.899466268343087e-05,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,17.0,183.7899932861328,-4357.77978515625,17.010000228881836,-1644.9000549316406,6120.7000732421875,2.199999988079071,0.09999999776482582,-1.2999999523162842,-1234.4000244140625,255.0,35.0,0.009486018597633022,1.8640961423146354,-0.00015668371237689377,True,4,False,4,116.0,False,,ZeRyoXx__,5301742935874964825,8.0,-92.31999969482422,252.6199951171875,76.13999938964844,5118.0999755859375,-20765.400390625,2992.60009765625,3811.4999389648438,-2425.2999877929688,-2958.0999755859375,255.0,0.0,,0.1259869107010514,-1.234389494755385,0.03612969244998441,True,0.0,False,4,3,False,,Peppinho55-_-,9016996661917794449,14.0,-89.7300033569336,1576.3499755859375,17.0,700.4000091552734,-14068.1005859375,3.1999999284744263,0.0,-0.29999999329447746,220.0,255.0,129.0,,0.009562010406404918,-1.4995328125144496,-0.0001095675650516623,True,74.0,False,False,False,False,,
1,170,0.0,False,False,1,5199.901810989652,5.190000057220459,16.969999313354492,105.22000122070312,2586.400146484375,-5899.5001220703125,7988.499755859375,-5088.999938964844,-2439.4000244140625,-2037.2000122070312,1.0,-0.10060094820351052,0.009259503968545604,0.23560137580180524,5301742935874964825,ZeRyoXx__,8.0,92.31999969482422,-252.6199951171875,76.13999938964844,-5118.0999755859375,20765.400390625,2992.60009765625,-3811.4999389648438,2425.2999877929688,-2958.0999755859375,255.0,0.0,,-0.1259869107010514,1.234389494755385,0.03612969244998441,True,0.0,False,4,False,3,,9016996661917794449,Peppinho55-_-,14.0,89.7300033569336,-1576.3499755859375,17.0,-700.4000091552734,14068.1005859375,3.1999999284744263,-0.0,0.29999999329447746,220.0,255.0,129.0,-0.009562010406404918,1.4995328125144496,-0.0001095675650516623,True,False,False,False,74.0,False,,enpitsu,76561198039309853,24.0,-92.45999908447266,219.74000549316406,85.88999938964844,14320.699462890625,-17907.5,1790.0999450683594,4295.400085449219,3434.89990234375,0.0,255.0,255.0,,-0.7018482104649602,-2.2453898638380623,4.899466268343087e-05,True,0.0,False,2,1,False,,games5425898691,bf81d8692db,17.0,-183.7899932861328,4357.77978515625,17.010000228881836,1644.9000549316406,-6120.7000732421875,2.199999988079071,-0.09999999776482582,1.2999999523162842,-1234.4000244140625,255.0,35.0,,-0.009486018597633022,-1.8640961423146354,-0.00015668371237689377,True,116.0,False,False,4,4,,
2,171,0.0,False,False,0,5233.552905734875,37.150001525878906,-9.6899995803833,129.58999633789062,10893.1005859375,7851.400146484375,4114.200134277344,4931.600036621094,101.09999656677246,-3415.7998657226562,0.0,0.15077062583182171,0.0001777644908076615,0.518284876282767,76561198039309853,enpitsu,24.0,-20.8700008392334,-127.05000305175781,85.9800033569336,-8055.999755859375,197.90000915527344,-454.3000030517578,-4159.700012207031,558.4999847412109,-3554.5001220703125,255.0,255.0,,1.377982809963882,2.929364723937744,1.4554706394174122,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,17.0,171.75999450683594,-4302.89013671875,17.010000228881836,-1359.7000122070312,6946.9000244140625,2.0999999344348907,-1.0000000149011612,3.8999998569488525,-1020.0,255.0,126.0,0.009490028873130859,1.7525474437598045,-6.21923367418247e-05,True,4,False,4,116.0,False,,ZeRyoXx__,5301742935874964825,8.0,-71.05000305175781,139.92999267578125,119.30000305175781,-768.0999755859375,-1055.2999877929688,5672.8997802734375,-472.09999084472656,-4560.899963378906,3037.0999145507812,255.0,0.0,,-0.17614038666782014,-1.12381233944605,0.5539490462338296,True,0.0,False,4,3,False,,Peppinho55-_-,9016996661917794449,14.0,-79.69999694824219,1435.800048828125,17.0,1187.2000122070312,-14045.10009765625,3.1999999284744263,0.0,0.09999999776482582,174.20000076293945,255.0,129.0,,0.009563344840430095,-1.4779822650628516,-2.177091914962411e-05,True,74.0,False,False,False,False,,
3,245,2.0,False,False,1,7672.479516585892,-2570.39990234375,-1704.780029296875,99.06999969482422,-11072.39990234375,-14027.900390625,1260.5999755859375,-799.5999908447266,-2904.2999267578125,-1337.2999572753906,1.0,-0.42408516286547404,2.2101749869763765,-0.11850457931322585,9016996661917794449,Peppinho55-_-,14.0,-2511.669921875,-1543.219970703125,16.65999984741211,-9412.899780273438,-10578.900146484375,-145.20000457763672,-410.9000015258789,394.3000030517578,2111.7999267578125,255.0,255.0,False,0.0035065471585606395,-0.8704309642097118,-0.003040376500402843,True,34.47043423755195,True,False,False,False,,5301742935874964825,ZeRyoXx__,8.0,-596.47998046875,-937.9099731445312,100.72000122070312,-6950.10009765625,-14310.0,-162.19999313354492,4751.499938964844,-2769.2001342773438,-67.5,255.0,128.0,-1.274000682682034,2.292215546912805,2.9599369807472504,True,5,False,6,0.0,False,,enpitsu,76561198039309853,24.0,2628.409912109375,40.58000183105469,17.049999237060547,14099.69970703125,217.19999313354492,2.5999999046325684,-0.19999999552965164,0.19999999552965164,0.0,255.0,128.0,,-0.016751499617367625,3.1261896008523875,1.5719622612824314e-05,True,0.0,False,2,2,False,,games5425898691,bf81d8692db,18.0,-3456.419921875,4028.919921875,17.010000228881836,-17115.50048828125,-6957.60009765625,2.3000000417232513,0.29999999329447746,-0.0,1992.4000549316406,255.0,255.0,,-0.009580779097640041,-0.46018150286463044,4.4479170931976485e-05,True,255.0,False,False,4,4,,False
4,307,5.0,False,False,1,10336.667212960481,-3861.919921875,-4036.5400390625,461.19000244140625,-42.39999771118164,18328.399658203125,6994.7998046875,-1216.1000061035156,102.20000267028809,-5874.5001220703125,1.0,-0.15860906711358994,1.151314778174148,-0.11337433257236935,9016996661917794449,Peppinho55-_-,14.0,-3799.22998046875,-4245.02001953125,339.2799987792969,-6851.300048828125,7559.1998291015625,12843.499755859375,-1235.1000213623047,-1328.9999389648438,242.70000457763672,255.0,0.0,,0.8797557013827545,0.8200733488713201,1.6140369700179606,True,213.30078273178432,True,False,False,False,,5301742935874964825,ZeRyoXx__,8.0,-104.05999755859375,-3439.52001953125,97.68000030517578,17918.00048828125,-63.60000133514404,2252.2999572753906,-1884.1999816894531,5108.299865722656,777.3000335693359,255.0,128.0,-1.0657644923450473,-1.7368233857083086,-1.9882964752193477,False,7,False,8,31.0,False,,enpitsu,76561198039309853,24.0,3607.280029296875,-2743.050048828125,17.030000686645508,-1067.2000122070312,-22900.70068359375,5.099999904632568,-0.0,-0.3999999910593033,97.5,255.0,0.0,,-0.016778943806174014,-1.5339550148424368,-6.499015674650766e-05,True,173.0,False,2,2,False,,games5425898691,bf81d8692db,18.0,-3131.340087890625,-383.94000244140625,17.010000228881836,18737.2998046875,-9669.199829101562,2.199999988079071,-0.7999999821186066,0.3999999910593033,1866.9999694824219,255.0,202.0,,-0.009598260849026503,-2.745126253513245,-1.862010261531133e-05,True,255.0,False,False,4,4,,
5,357,6.0,False,False,1,7584.796250963611,-3863.419921875,-765.6799926757812,631.77001953125,9728.800048828125,25973.5009765625,-2868.900146484375,339.7999954223633,-4150.5999755859375,1187.3999786376953,1.0,-0.10740639278196461,-0.4215606216162066,-0.3869820195129405,9016996661917794449,Peppinho55-_-,14.0,-4001.780029296875,-1023.2899780273438,611.7899780273438,11091.500244140625,19882.39990234375,-3265.7000732421875,-1179.5999908447266,4251.700134277344,-172.60000228881836,255.0,0.0,,-0.23246270898838645,1.5477098104883147,1.6291749430154,True,106.39339343963132,True,4,False,3,,5301742935874964825,ZeRyoXx__,8.0,2134.070068359375,-4212.7001953125,17.020000457763672,-8219.69970703125,-9031.300048828125,1.0999999940395355,0.3999999910593033,0.19999999552965164,-2392.899932861328,255.0,0.0,-0.009509925153089013,-0.7651767931651778,5.28595800603682e-05,True,8,False,8,61.0,False,,enpitsu,76561198039309853,24.0,1667.8900146484375,-2945.56005859375,17.040000915527344,-2571.300048828125,19561.99951171875,3.799999952316284,0.09999999776482582,-0.5000000074505806,-16.49999976158142,255.0,128.0,False,-0.01678589920200252,1.4419555039616294,5.073263902017034e-05,True,225.0,False,2,2,False,,games5425898691,bf81d8692db,18.0,-3097.3701171875,-1246.8399658203125,17.010000228881836,-8845.599975585938,11834.49951171875,0.09999999776482582,-0.09999999776482582,-0.0,-2145.2000427246094,255.0,0.0,,-0.009572487485878974,0.9980053163403351,1.1474287078418528e-05,True,208.0666925573862,True,False,4,4,,False
6,469,10.0,False,False,0,10145.837627956584,1255.3299560546875,-4775.1298828125,1015.1900024414062,-7354.000244140625,19092.19970703125,-722.9000091552734,1661.6000366210938,-2765.10009765625,-5058.900146484375,0.0,-0.7467873528071428,2.851186568689778,2.462633469797095,bf81d8692db,games5425898691,18.0,1225.7099609375,-4977.2099609375,1020.280029296875,-20060.10009765625,8718.699951171875,213.29999923706055,-3397.39990234375,-166.10000610351562,-2667.0999145507812,255.0,0.0,,0.2498230931904705,-2.9180055040310884,2.080430461082671,True,120.0,False,6,False,5,,76561198039309853,enpitsu,24.0,-709.1699829101562,-5056.6201171875,17.049999237060547,7232.2998046875,-7463.3001708984375,5.099999904632568,-0.5000000074505806,-0.09999999776482582,3648.800048828125,255.0,255.0,0.016725442187863766,-0.22368442352375023,-5.521578356028297e-06,True,4,False,4,255.0,False,,ZeRyoXx__,5301742935874964825,8.0,-517.02001953125,285.8699951171875,17.020000457763672,-10748.699951171875,-9117.2998046875,0.5999999865889549,0.0,-0.29999999329447746,101.40000343322754,255.0,146.0,False,0.009540475423389354,-2.4457758314976217,0.00010285073488419024,True,109.0,False,8,8,False,,Peppinho55-_-,9016996661917794449,14.0,1625.530029296875,-4026.530029296875,17.010000228881836,-7708.4002685546875,5819.000244140625,1.899999976158142,0.3999999910593033,-0.7000000029802322,-5.5000001192092896,255.0,128.0,False,0.009475230422239862,2.4941303902569514,6.994573673484199e-05,True,70.0,False,False,4,4,,False
7,517,12.0,True,True,1,3601.842397185249,-31.520000457763672,1659.6300048828125,185.2899932861328,2746.9000244140625,15162.60009765625,8546.900024414062,4090.7998657226562,1387.2999572753906,-4164.100036621094,1.0,0.1845447257164404,-1.1751634055547773,-0.22255526988816718,5301742935874964825,ZeRyoXx__,8.0,-0.0,1498.3800048828125,125.3499984741211,-9916.799926757812,12356.400146484375,335.99998474121094,-4970.799865722656,2334.600067138672,-300.49999237060547,255.0,0.0,False,-0.041142010971131335,0.4761426606529622,1.2192375541072018,True,109.0,False,10,False,9,,9016996661917794449,Peppinho55-_-,14.0,-1072.6500244140625,1751.760009765625,88.62999725341797,-301.200008392334,-22907.099609375,1931.9999694824219,5003.900146484375,2239.7000122070312,440.6999969482422,255.0,176.0,-0.7025523325899712,-1.2584342513685653,-0.48883616798793794,False,5,False,6,18.0,False,,enpitsu,76561198039309853,24.0,66.26000213623047,3318.1201171875,74.61000061035156,-1968.0999755859375,-19488.900146484375,4073.0999755859375,-1207.3999786376953,121.40000343322754,0.0,128.0,128.0,False,0.06034659427077634,-1.4701426674601143,7.523548376921125e-05,True,164.54492045474305,True,6,4,False,,games5425898691,bf81d8692db,18.0,2378.9599609375,3434.72998046875,523.4600219726562,19891.500244140625,-8602.19970703125,-7702.5,-259.6999931335449,-276.8000030517578,-544.1999816894531,255.0,128.0,,0.14705228976474208,-2.136145555258274,0.968655225831093,True,120.0,False,False,6,6,,False
8,836,15.0,False,False,1,5121.1010326164505,31.8799991607666,92.33000183105469,110.87000274658203,6694.1998291015625,19941.400146484375,3661.7001342773438,1582.1000671386719,-2107.5999450683594,5390.2001953125,1.0,-0.1459890191493237,-0.3328540929355834,-0.0756192900476819,9016996661917794449,Peppinho55-_-,14.0,-53.65999984741211,-149.7899932861328,27.049999237060547,18372.5,12275.799560546875,-51.90000057220459,-1762.5,-739.4999694824219,-1209.5999908447266,255.0,224.0,,-0.07019907059972215,2.740821176048575,0.01708957633158338,True,0.5900815071598178,True,6,False,4,,5301742935874964825,ZeRyoXx__,8.0,-2686.659912109375,-3946.860107421875,17.0,-16979.599609375,-4742.5,3.4999999403953552,-1.0999999940395355,-0.29999999329447746,-2394.7000122070312,255.0,0.0,-0.00954205288389687,-0.18289718107388925,-0.0002572018232605485,True,False,False,False,0.0,False,,enpitsu,76561198039309853,24.0,51.959999084472656,2301.219970703125,17.049999237060547,86.00000381469727,-2230.5999755859375,2.5999999046325684,-0.3999999910593033,-0.0,0.0,255.0,255.0,,-0.016605053742219524,-1.6094509002220807,-7.21809372845517e-06,True,79.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,122.3499984741211,490.5,64.52999877929688,-1448.5000610351562,-22806.99951171875,2582.9000854492188,4666.000061035156,217.19999313354492,182.29999542236328,255.0,154.0,,-0.11936309786783311,-1.4592119326931083,-0.009277005266282473,True,0.0,False,False,4,3,,False
9,837,15.0,False,False,0,5346.97996794836,-51.06999969482422,-139.8000030517578,127.87000274658203,2311.9000244140625,11281.8994140625,10358.900146484375,5934.1998291015625,-396.6999816894531,792.2000122070312,0.0,0.09927183481381145,0.5201368363496481,0.08640857173784135,bf81d8692db,games5425898691,18.0,-110.25,-300.2099914550781,83.48999786376953,1454.4999694824219,22856.8994140625,2020.5000305175781,-5478.4002685546875,-447.2999954223633,189.89999771118164,255.0,179.0,,0.7040160245428444,1.424486218936242,-0.13914490830773543,True,0.0,False,4,False,3,,76561198039309853,enpitsu,24.0,-53.849998474121094,-2277.929931640625,17.049999237060547,-497.20001220703125,3178.800048828125,3.4999999403953552,-0.29999999329447746,3.8999998569488525,886.3999938964844,255.0,255.0,0.016604475747726215,1.632843555547361,0.00017174760769243615,True,False,False,False,79.0,False,,ZeRyoXx__,5301742935874964825,8.0,2828.550048828125,3975.830078125,17.0,16987.80029296875,2202.899932861328,3.799999952316284,1.0000000149011612,0.09999999776482582,-2926.400146484375,255.0,0.0,False,0.009553030719354266,-0.04333041761395555,-0.00015843726116861577,True,0.0,False,False,False,False,,Peppinho55-_-,9016996661917794449,14.0,-101.91000366210938,72.70999908447266,20.530000686645508,-19482.5,-8067.39990234375,-917.6999664306641,51.79999828338623,537.599983215332,-512.400016784668,255.0,174.0,,-0.019493903785640837,-2.845388773588824,0.0645418565603252,True,0.0,True,False,6,4,,
