,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,166,0,False,False,0,5197.923925392548,21.600000381469727,23.709999084472656,96.22000122070312,16106.700439453125,18850.799560546875,3355.1998901367188,4126.300048828125,-4083.5000610351562,-1515.8999633789062,0.0,-0.10770678827914673,-0.04717306202061818,0.11409425185276618,76561198017985329,Bcan,8.0,-101.80000305175781,-134.5800018310547,72.41000366210938,14722.60009765625,17546.300048828125,-2090.500030517578,-3396.300048828125,2863.9999389648438,-206.00000381469727,229.0,1.0,,0.7708390868775149,0.8138262669220365,0.26790915774942237,True,0.0,False,4,4,False,,76561198055840041,MCan,5.0,0.0,-5023.2099609375,17.010000228881836,0.0,222.90000915527344,2.0999999344348907,-1.0999999940395355,0.0,0.0,226.0,,,0.009323153457760126,1.570805077480304,7.670354163761252e-06,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25,98.69000244140625,4623.43994140625,17.049999237060547,-82.5,-3149.8001098632812,-1.0999999940395355,0.5999999865889549,-3.4999999403953552,1040.5999755859375,255.0,255.0,,0.016602149567298868,-1.7043713307413695,0.0002506798833583764,True,False,False,84.68378468739088,True,False,,games5425898691,bf81d8692db,18.0,146.07000732421875,451.4100036621094,56.880001068115234,-8166.400146484375,-21334.19921875,2621.300048828125,2505.7000732421875,-947.5,23.19999933242798,128.0,128.0,,0.0632707484035778,-1.9318978791103263,-7.308458066943457e-06,True,0.0,False,3,False,4,
1,169,0,False,False,1,5383.785162633293,-200.50999450683594,-130.94000244140625,149.0,-18694.49951171875,12980.899658203125,9472.5,3167.5,-690.9999847412109,5048.599853515625,1.0,0.3322940535088705,-0.15669631602807596,0.2538990149248083,bf81d8692db,games5425898691,18.0,-79.06999969482422,-281.8999938964844,74.66999816894531,7705.10009765625,18078.00048828125,1490.8999633789062,-5291.400146484375,440.6999969482422,1434.1000366210938,128.0,148.0,,-0.6451599316540653,1.886671192920805,-0.08336513401656535,True,0.0,False,3,4,False,,76561198039309853,enpitsu,25.0,-102.0199966430664,-4566.83984375,17.049999237060547,-720.6999969482422,5669.69970703125,-1.1999999731779099,-0.09999999776482582,-1.7000000178813934,2032.1000671386719,255.0,255.0,,-0.016645332877233264,1.4954203328147404,0.00016953600145449562,True,75.28254595366856,True,False,False,False,,MCan,76561198055840041,5,-0.0,5016.7001953125,17.010000228881836,-0.0,-1230.5000305175781,2.0999999344348907,0.5999999865889549,-0.0,0.0,229.0,,,-0.009429966643044314,-1.5708047357119226,7.669170429013186e-06,True,False,False,116.0,False,False,,Bcan,76561198017985329,8.0,-6.369999885559082,3.1500000953674316,62.349998474121094,-12699.300537109375,-15462.19970703125,34.700000286102295,-1805.5999755859375,2822.7999877929688,1343.3000183105469,229.0,31.0,,-0.8682443669453208,-0.7772950008758799,-0.0706397218317324,True,0.0,False,4,False,4,
2,259,3,False,False,0,9477.371880210027,2898.1201171875,-3544.77001953125,185.0,13507.2998046875,23486.8994140625,3753.800048828125,487.2999954223633,-1556.3999938964844,4159.2999267578125,0.0,-0.8830409100286215,-0.13108345788360176,1.2837779015714708,76561198055840041,MCan,5.0,2790.72998046875,-3698.179931640625,172.0800018310547,9584.099731445312,9958.699951171875,3154.5999145507812,-3173.5000610351562,-4336.7999267578125,1170.5999755859375,255.0,255.0,,-0.2925839829181603,0.4528119320144542,-0.5762912522205907,True,71.36425783300913,True,3,4,False,,76561198017985329,Bcan,8.0,3640.68994140625,-1467.5899658203125,17.010000228881836,-340.9000015258789,-16706.099853515625,2.0000000298023224,0.0,0.7999999821186066,-0.09999999776482582,222.0,128.0,,0.009591400177470063,-1.5912381237330053,6.982057742061597e-05,True,255.0,False,4,4,False,,enpitsu,76561198039309853,26,3387.449951171875,2067.010009765625,17.049999237060547,-509.59999084472656,-17445.0,2.5999999046325684,0.0,-0.3999999910593033,34.700000286102295,0.0,128.0,,0.016793395153355935,-1.5960355484058482,-4.407642513182115e-05,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,18.0,-3502.949951171875,-165.61000061035156,17.010000228881836,-4193.699951171875,14240.999755859375,2.3000000417232513,-0.19999999552965164,0.09999999776482582,-2041.9000244140625,255.0,0.0,,0.009568620880641598,1.793417086962683,-2.829374751435565e-05,True,255.0,False,4,False,4,
3,303,4,False,False,1,6351.373351865406,-3400.260009765625,462.1700134277344,129.3000030517578,20274.100341796875,10622.900390625,5613.900146484375,3125.7000732421875,229.40000534057617,-5116.300048828125,1.0,0.5315504717775253,-0.27636087827147726,-0.7274788379927501,76561198039309853,enpitsu,25.0,-3489.47998046875,308.760009765625,71.91000366210938,-1418.699951171875,22731.69921875,3184.8001098632812,-2897.3001098632812,447.5,-571.8999862670898,255.0,0.0,,-0.10541123456387798,1.1990296524330197,0.009758440747782237,True,193.0,False,1,2,False,,bf81d8692db,games5425898691,18.0,2495.64990234375,-2759.199951171875,17.010000228881836,-7278.599853515625,-20467.099609375,2.0000000298023224,0.29999999329447746,1.4000000059604645,-371.1000061035156,255.0,67.0,,-0.009606262491403653,-1.227991374113534,-6.007743422659136e-05,True,188.0,False,4,4,False,,MCan,76561198055840041,5,-3984.449951171875,1963.7099609375,69.18000030517578,3982.9000854492188,-10778.399658203125,-3195.1998901367188,1057.7999877929688,-2285.0,1926.0000610351562,255.0,255.0,,-0.2941470146817583,-1.9806922062136956,-0.6241903743267595,True,4,False,63.0,False,4,,Bcan,76561198017985329,8.0,-2963.889892578125,3940.60009765625,17.010000228881836,6629.89990234375,14788.800048828125,2.3000000417232513,-0.5000000074505806,-1.2999999523162842,1810.8999633789062,223.0,230.0,,-0.009591390535367028,1.9508481623778213,0.00018290940931952492,True,255.0,False,4,False,4,
4,421,9,False,False,0,9640.432345437119,-3735.929931640625,-4072.639892578125,115.9000015258789,-12850.799560546875,6489.6002197265625,5380.10009765625,1415.3999328613281,-4801.700134277344,-3307.5,0.0,0.5437794509010548,2.7511071901247326,-2.8270878720733914,76561198017985329,Bcan,8.0,-3670.02001953125,-4224.16015625,58.38999938964844,-14025.2001953125,1288.800048828125,4731.600036621094,-773.7000274658203,2988.2000732421875,1159.000015258789,216.0,128.0,False,-0.3963833598816263,3.015545345330002,0.43309182243555977,True,255.0,False,4,6,False,,76561198055840041,MCan,5.0,-1085.4200439453125,-3212.10009765625,17.0,-11333.399658203125,7985.3997802734375,3.6000001430511475,0.5999999865889549,-0.5999999865889549,2149.199981689453,240.0,255.0,,0.009576313949524035,2.5870702655429136,8.47900904933708e-05,True,155.0,False,6,6,False,,enpitsu,76561198039309853,26,1922.8800048828125,1498.510009765625,17.059999465942383,-4087.9000854492188,22407.60009765625,1.7000000178813934,0.19999999552965164,-1.0000000149011612,1813.3000183105469,255.0,255.0,,0.016785325189219377,1.8062057884534946,0.00014099679378567467,True,2,False,134.0,False,2,,games5425898691,bf81d8692db,18.0,-3911.31005859375,1373.1500244140625,27.649999618530273,-12810.10009765625,-13576.800537109375,3322.0999145507812,344.59999084472656,5176.6998291015625,1825.5000305175781,255.0,255.0,,-0.20136707440290888,-2.271304315531306,-0.1777948000359858,True,111.0,False,4,False,4,
5,435,9,False,False,0,9283.59607117418,-4000.239990234375,-3609.219970703125,427.3299865722656,371.5999984741211,12591.099853515625,5079.5001220703125,790.2999877929688,-4023.3999633789062,1833.5000610351562,0.0,0.28248757660751417,0.8493274773148296,0.3267014477670152,76561198017985329,Bcan,8.0,-4055.1298828125,-3803.68994140625,365.30999755859375,-2822.0001220703125,11753.800048828125,4140.5999755859375,201.20000839233398,-864.3000030517578,-1608.5000610351562,214.0,128.0,False,-0.34308672424249326,1.7957852609201688,1.5675278365854466,True,255.0,False,4,6,False,,76561198055840041,MCan,5.0,-1733.1099853515625,-3176.889892578125,17.0,-11413.00048828125,-6438.3001708984375,3.6000001430511475,0.3999999910593033,0.0,2277.100067138672,231.0,255.0,,0.009563161321505744,-2.5602848574591484,5.071258873801891e-05,True,155.0,False,6,6,False,,enpitsu,76561198039309853,26,1331.5400390625,2303.89990234375,17.059999465942383,-18719.599609375,9168.800048828125,1.8000000715255737,0.0,0.0,2071.300048828125,255.0,255.0,,0.016776781773499092,2.7649295410637946,-6.656942065538358e-06,True,2,False,134.0,False,2,,games5425898691,bf81d8692db,18.0,-4063.659912109375,529.5499877929688,178.1699981689453,1085.0,-16954.100341796875,-3298.599853515625,1552.2999572753906,-1727.4000549316406,973.6000061035156,255.0,255.0,,0.2390308390707034,-1.4841468315878596,-1.2569017187455758,True,111.0,False,4,False,4,
6,457,10,False,False,0,8335.212627716191,-3967.739990234375,-2608.56005859375,623.760009765625,3413.800048828125,17014.3994140625,2603.2000732421875,2406.3999938964844,-3421.0000610351562,312.2999954223633,0.0,0.5677138918174267,2.7089915689364235,-2.4471047004910247,76561198017985329,Bcan,8.0,-4043.169921875,-2735.75,513.3599853515625,3800.0,16393.900146484375,-1844.6000671386719,-115.50000190734863,-1012.7999877929688,-798.4999847412109,255.0,230.0,True,0.04795617547605508,1.5599896822096526,1.53157305053398,True,220.65405591841662,True,4,7,False,,76561198055840041,MCan,5.0,-2445.8701171875,-3823.360107421875,17.0,-10365.699462890625,-2262.899932861328,4.1999998688697815,-0.09999999776482582,0.09999999776482582,-3376.300048828125,225.0,0.0,False,0.009585850210839656,2.9069982556624967,-1.5989278294015615e-05,True,155.0,False,6,6,False,,enpitsu,76561198039309853,26,-225.60000610351562,2365.7900390625,17.059999465942383,-15212.60009765625,7061.300048828125,1.8000000715255737,0.29999999329447746,0.5000000074505806,-2001.9999694824219,255.0,0.0,,0.016843927667406867,2.6397151857057333,-1.2745589997002884e-05,True,2,False,134.0,False,2,,games5425898691,bf81d8692db,18.0,-3549.389892578125,-196.8000030517578,17.020000457763672,9777.2998046875,-1322.2000122070312,1.2999999523162842,-5.400000214576721,2.5,2383.0999755859375,255.0,255.0,,0.009478237747561508,-0.0890598437233301,0.000263479159719282,True,111.0,False,4,False,4,
7,505,12,False,False,0,5465.8432506505615,-3412.97998046875,288.1700134277344,99.58000183105469,-9027.999877929688,15353.299560546875,-2522.7000427246094,-1942.7000427246094,-3261.4999389648438,-4646.199951171875,0.0,0.8236375333710859,1.7898099650910415,2.529127333760709,76561198017985329,Bcan,8.0,-3245.39990234375,223.72999572753906,15.529999732971191,-1708.0999755859375,7959.0997314453125,-272.39999771118164,-542.9000091552734,-237.90000915527344,-529.3000030517578,160.0,255.0,False,0.03525202421257088,2.4068836300105665,-0.021111502759546878,False,203.0,False,4,8,False,,76561198055840041,MCan,5.0,-3526.0400390625,-2617.989990234375,17.0,-1156.3999938964844,2011.6000366210938,3.3000001311302185,2.3999999463558197,0.19999999552965164,-43.80000114440918,128.0,111.0,False,0.009911119369095188,2.093546960809553,6.0737721821147136e-05,True,186.0,False,6,6,False,,enpitsu,76561198039309853,26,-1413.8800048828125,3710.830078125,17.059999465942383,-5511.099853515625,-6984.69970703125,1.899999976158142,3.1999999284744263,3.400000035762787,-355.99998474121094,0.0,128.0,False,0.01680779736376642,-2.196120563452491,-0.00031769602913753956,True,2,False,134.0,False,2,,games5425898691,bf81d8692db,18.0,-3179.2099609375,1839.949951171875,88.86000061035156,-1351.0000610351562,17332.2998046875,-139.49999809265137,-5492.9998779296875,-275.49999237060547,0.0,255.0,128.0,,-1.470704855982794,-1.349083707935706,2.970863847007244,True,111.0,False,6,False,6,
8,548,13,False,False,0,4360.863187927938,-3977.320068359375,2054.1298828125,386.239990234375,8753.400268554688,12520.999755859375,7672.39990234375,-1138.3999633789062,3693.699951171875,-779.7000122070312,0.0,-1.2444410049824726,-1.1650713254959657,-0.10331837635602081,76561198017985329,Bcan,8.0,-4076.3798828125,1989.3599853515625,222.1699981689453,-1337.1000671386719,12995.10009765625,9065.900268554688,1518.699951171875,3077.6998901367188,468.6000061035156,212.0,255.0,False,-0.6754739340428457,1.697510713262218,1.3633867608306682,True,130.0,False,4,8,False,,76561198055840041,MCan,5.0,-3444.260009765625,-1371.06005859375,17.0,3816.7999267578125,11773.599853515625,3.3000001311302185,-0.19999999552965164,-0.29999999329447746,-0.19999999552965164,255.0,128.0,False,0.009547406411180338,1.2572248860262412,5.099782618716222e-05,True,186.0,False,6,6,False,,enpitsu,76561198039309853,25,-898.8900146484375,4272.0400390625,17.059999465942383,7654.4000244140625,8439.500122070312,1.1999999731779099,-0.7000000029802322,0.29999999329447746,0.0,0.0,128.0,False,0.016917782184826376,-2.3074566869738473,-2.7746027016699335e-05,True,2,False,134.0,False,2,,games5425898691,bf81d8692db,18.0,-3826.840087890625,4028.68994140625,51.29999923706055,2739.7000122070312,11990.2001953125,2398.9999389648438,1186.2999725341797,2369.600067138672,-2688.699951171875,255.0,0.0,,-0.20310327347651055,1.3091285163791058,0.4984456173616636,True,111.0,False,6,False,6,
9,604,15,False,False,0,1498.0217249410493,-2256.8701171875,4513.81982421875,578.4000244140625,15177.099609375,16845.10009765625,-9352.80029296875,-2809.2999267578125,5238.499755859375,-815.8000183105469,0.0,0.05834379922528981,-0.24924974675530154,-1.8311071724432169,76561198017985329,Bcan,8.0,-2339.659912109375,4425.52001953125,702.6699829101562,16133.00048828125,15182.60009765625,-3948.3999633789062,866.9000244140625,1124.1999816894531,2627.3001098632812,216.0,60.0,False,0.3484343471220521,1.4228769673502466,0.7503180093033994,True,0.0,True,4,10,False,,76561198055840041,MCan,5.0,-2598.0400390625,1125.3399658203125,17.0,11237.19970703125,8720.800170898438,3.3000001311302185,-0.5999999865889549,-0.3999999910593033,-27.100000381469727,184.0,128.0,,0.009597591954533193,0.655948131151325,8.020460885874513e-05,True,255.0,False,6,6,False,,enpitsu,76561198039309853,25,-509.32000732421875,4901.35009765625,17.059999465942383,-5197.7001953125,-1803.9999389648438,1.1999999731779099,0.0,0.29999999329447746,0.0,128.0,128.0,,0.01664649442420819,-2.807531130995683,1.0945463310940466e-05,True,2,False,134.0,False,2,,games5425898691,bf81d8692db,18.0,-2008.8800048828125,5102.990234375,260.8999938964844,13129.000244140625,-2.7000001072883606,1017.6999664306641,-3.799999952316284,1158.3000183105469,0.0,255.0,0.0,,-0.11835038021939018,0.009612439403625434,1.5694156613274968,True,111.0,False,6,False,6,
