,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,179,0.0,False,False,1,5120.944602137759,117.54000091552734,78.56999969482422,131.92999267578125,16152.2998046875,14684.599609375,4370.299987792969,3091.400146484375,745.1999664306641,-5087.900085449219,1.0,-0.09694587273550452,-0.021210226602106717,-0.49055061279266016,7629205323107481914,KN_Directo,14.0,32.040000915527344,-78.97000122070312,80.9800033569336,3174.5001220703125,9245.900268554688,-59.000000953674316,-4913.299865722656,697.2000122070312,-2371.199951171875,255.0,93.0,,-1.361727073088011,0.8324151240023572,0.8565443235666286,True,22.0,False,4,3,False,,46201596735825903,killer-leo-10,14.0,-0.0,-5420.1298828125,19.450000762939453,-0.0,78.29999923706055,34.000000953674316,-2.0999999344348907,-0.19999999552965164,0.0,255.0,,,-0.04875689685884756,1.570779712824239,2.3299662235261442e-05,True,4,4,False,116.0,False,,enpitsu,76561198039309853,29.0,-93.51000213623047,106.31999969482422,134.99000549316406,-6350.4998779296875,-9695.900268554688,1433.5000610351562,5133.800048828125,-1817.5999450683594,768.0000305175781,255.0,0.0,,-1.0229502574582163,2.9774436643730837,2.3021495063095037,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,20.0,-0.0,5432.080078125,20.059999465942383,-0.0,-589.0000152587891,-15.499999523162842,-5.5000001192092896,-0.0,0.0,255.0,,,-0.04918427084495772,-1.5707450348627108,6.369596250650447e-06,True,116.0,False,False,False,False,
1,259,2.0,False,False,0,9356.21391181229,-3989.6298828125,-3689.9599609375,321.510009765625,11384.3994140625,22384.09912109375,11127.5,2491.7999267578125,-1080.5000305175781,-5350.0,0.0,1.278587577484673,1.3147182264969073,-2.0557989580385403,bf81d8692db,games5425898691,20.0,-4027.97998046875,-3899.800048828125,232.27000427246094,-7792.8997802734375,17631.300048828125,9064.099731445312,-2869.5001220703125,3529.5999145507812,-2491.6000366210938,255.0,0.0,,-0.42106136503111946,1.9567073680863436,1.4419843774990313,True,242.43210300322502,True,False,False,False,,76561198039309853,enpitsu,29.0,3152.9599609375,375.6400146484375,17.049999237060547,13889.200439453125,-7557.39990234375,2.5999999046325684,-0.5999999865889549,0.09999999776482582,-74.29999828338623,255.0,128.0,,0.016787246668427715,-0.5066567243594173,7.311420186288672e-05,False,2,2,False,0.0,False,,KN_Directo,7629205323107481914,14.0,-2884.31005859375,-52.709999084472656,16.479999542236328,-14218.1005859375,7649.0997314453125,92.79999732971191,23.19999933242798,19.09999966621399,1264.800033569336,255.0,255.0,,0.01794325012301137,2.6602477544156105,0.001156758338182994,True,0.0,False,6,False,6,,killer-leo-10,46201596735825903,13.0,-2127.330078125,4654.669921875,16.989999771118164,-13331.099853515625,-2801.300048828125,4.399999976158142,0.5999999865889549,-0.3999999910593033,0.0,128.0,128.0,,0.00956843407086571,-2.9344745104636765,4.527788508750395e-05,True,116.0,False,4,4,False,
2,369,6.0,False,False,1,9651.566131281154,-184.88999938964844,-4450.85009765625,356.2900085449219,-23830.10009765625,42.69999980926514,10888.900146484375,5358.0999755859375,619.5000076293945,-2627.9000854492188,1.0,1.0025114357972886,1.325929443617279,2.9537465175623394,7629205323107481914,KN_Directo,12.0,22.049999237060547,-4518.18017578125,219.77999877929688,-22664.3994140625,-2516.999969482422,2998.0999755859375,-122.60000228881836,769.8000335693359,-1133.1999969482422,128.0,128.0,,0.5128832027034437,0.8066711925198847,0.23459620917126997,True,145.0,False,8,6,False,,46201596735825903,killer-leo-10,13.0,-114.23999786376953,-2872.97998046875,256.6199951171875,-14332.60009765625,1680.5000305175781,-6347.9998779296875,-654.1000366210938,374.50000762939453,361.3999938964844,128.0,128.0,,0.45072650501623873,-1.2848352578005005,-0.8446522888968647,True,6,4,4,164.0,False,,enpitsu,76561198039309853,29.0,-2040.4200439453125,528.5499877929688,17.06999969482422,3165.10009765625,-7589.2999267578125,0.0,0.5999999865889549,0.09999999776482582,0.0,128.0,128.0,False,-0.016816594325569773,-1.965935111581359,-1.0590666024536275e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,88.16000366210938,-4015.27001953125,118.97000122070312,-11280.30029296875,-19104.89990234375,-6062.39990234375,328.1999969482422,-709.4000244140625,-927.3000335693359,255.0,0.0,,0.16482354305277055,-0.6430698504506391,0.31664268080307806,True,37.0,False,4,4,False,
3,458,10.0,False,False,0,5599.783333230892,3643.389892578125,1861.050048828125,475.1499938964844,10133.699951171875,14626.800537109375,-4742.5,-3758.599853515625,59.49999809265137,4676.400146484375,0.0,-0.27452168921021936,-0.18491145495644182,-0.3085998399372321,76561198039309853,enpitsu,29.0,3517.739990234375,1702.1099853515625,407.9100036621094,11720.799560546875,4168.599853515625,3033.0999755859375,-2159.499969482422,4601.600036621094,2100.2999877929688,255.0,255.0,False,-0.6869088251036168,0.09307453008020461,0.520116120941577,True,191.0,False,4,3,False,,bf81d8692db,games5425898691,20.0,3932.340087890625,2034.550048828125,37.2400016784668,-4984.5001220703125,-21505.80078125,-2086.6000366210938,472.20001220703125,2128.8999938964844,187.80000686645508,255.0,128.0,,0.10602051273706585,-1.8130841052956113,0.39722821877973385,True,4,4,False,186.25319583441623,True,,KN_Directo,7629205323107481914,12.0,4034.75,2346.719970703125,118.83000183105469,-5028.699951171875,-15242.5,-8130.3997802734375,1430.0999450683594,5241.199951171875,-856.9000244140625,252.0,0.0,,0.5074319271840835,-1.9716504474959535,0.8632299650228449,True,116.0,False,8,False,6,,killer-leo-10,46201596735825903,13.0,341.5,5475.5498046875,21.770000457763672,9296.099853515625,2129.2999267578125,92.29999542236328,-10.90000033378601,92.5,-2238.2000732421875,128.0,0.0,,0.0021642624597371157,0.18007036391833092,0.0393340013968504,True,195.0,False,6,4,4,
4,526,12.0,False,False,1,9740.755273452283,-2962.969970703125,-3803.75,119.75,-14725.50048828125,24074.29931640625,4251.9000244140625,3002.0001220703125,735.4000091552734,5142.60009765625,1.0,-0.7879091255834705,-1.8058965348527423,-0.01655264845383885,46201596735825903,killer-leo-10,13.0,-2812.39990234375,-4023.81005859375,65.91000366210938,-13027.900390625,17221.099853515625,3215.2999877929688,-3548.5000610351562,2283.0999755859375,-1823.0999755859375,128.0,0.0,,-0.0189059785007163,0.6303370241960097,0.05130971213677476,True,83.0,False,8,5,4,,7629205323107481914,KN_Directo,12.0,-1641.3499755859375,-3190.699951171875,17.059999465942383,13777.60009765625,-2528.300018310547,1.2999999523162842,-6.9999998807907104,1.4000000059604645,998.4999847412109,255.0,128.0,,-0.016728151276701436,-3.0020564822635434,1.53675231102878e-05,True,8,6,False,116.0,False,,enpitsu,76561198039309853,29.0,-4052.090087890625,-2362.93994140625,149.27999877929688,3833.5000610351562,-4163.399963378906,-8298.200073242188,2222.5999450683594,-3927.7999877929688,1264.1999816894531,255.0,128.0,False,-0.9876517210843191,-2.450879780699243,-0.6019305779758949,True,191.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,-2311.81005859375,-2545.219970703125,17.020000457763672,-12127.19970703125,-19543.00048828125,-2.0999999344348907,0.09999999776482582,0.3999999910593033,-17.200000286102295,255.0,128.0,,-0.009602672453582754,-1.0132747742755002,2.9107569557462226e-05,True,107.68040429392171,True,4,4,False,
5,591,15.0,False,False,0,6831.618379946963,2735.3701171875,-646.5499877929688,115.70999908447266,8320.499877929688,-9610.30029296875,4021.7999267578125,2550.800018310547,-3610.1998901367188,4057.0001220703125,0.0,-0.5109219279473877,-1.639301280391915,0.232322564086291,76561198039309853,enpitsu,29.0,2572.159912109375,-601.9299926757812,17.059999465942383,7290.30029296875,-13624.89990234375,1.8000000715255737,1.0999999940395355,0.5000000074505806,1842.2999572753906,128.0,128.0,,0.017241725884324398,-1.0069166544221282,-1.7933192560208616e-05,True,123.0,False,4,4,False,,bf81d8692db,games5425898691,20.0,4024.389892578125,661.22998046875,101.43000030517578,-7911.300048828125,-17821.099853515625,-9760.599975585938,-12.400000095367432,5455.3997802734375,165.10000228881836,255.0,128.0,,0.47279215735319985,-2.022505273630773,0.7833839344182888,True,4,4,False,0.0,False,,KN_Directo,7629205323107481914,12.0,-981.6599731445312,2455.179931640625,101.16000366210938,-4441.600036621094,-17545.799560546875,-167.19999313354492,5482.39990234375,-432.59998321533203,77.69999980926514,255.0,128.0,False,0.7798788914602396,1.4780183640511189,3.1216526199615324,True,146.0,False,10,False,7,,killer-leo-10,46201596735825903,13.0,3320.830078125,-298.1600036621094,21.940000534057617,-10714.49951171875,-20133.1005859375,2974.2001342773438,-1.4000000059604645,-3.0000001192092896,1333.699951171875,255.0,255.0,,0.009560890150604085,-2.041051144196631,0.0002514843584963429,True,247.0,False,9,6,4,
6,599,15.0,False,True,1,5718.955493740921,-2955.8798828125,912.77001953125,204.8000030517578,9720.700073242188,17336.600341796875,9921.400146484375,3346.9000244140625,-4867.300109863281,-1051.9000244140625,1.0,0.14500197214571675,0.8436390951850118,1.26665782447552,46201596735825903,killer-leo-10,13.0,-3057.929931640625,826.3200073242188,85.0199966430664,10162.19970703125,20520.90087890625,1642.5999450683594,-21.90000057220459,17.899999618530273,1104.800033569336,128.0,128.0,,-0.017411921733020648,1.6829785882895294,0.0032100105634774653,True,247.0,False,10,6,4,,7629205323107481914,KN_Directo,12.0,1096.2099609375,-2003.969970703125,97.16999816894531,4428.900146484375,17397.80029296875,-142.2000026702881,-5482.39990234375,432.59998321533203,77.60000228881836,255.0,128.0,False,1.0888318334196436,-1.5190050170063787,3.1111237258156716,True,10,7,False,146.0,False,,enpitsu,76561198039309853,29.0,-2765.699951171875,895.5999755859375,17.049999237060547,-7676.199951171875,10331.700439453125,6.200000047683716,20.09999990463257,1.7000000178813934,-200.79999923706055,255.0,0.0,,-0.017652948197707404,0.9149818689459482,0.00013040245938177034,True,123.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,-3710.179931640625,-167.67999267578125,15.869999885559082,12296.700439453125,18000.400390625,235.20000457763672,-41.39999866485596,305.79999923706055,16.299999952316284,255.0,128.0,,0.004288276339856483,2.169985981506253,-0.018303129380267895,True,0.0,False,4,4,False,
7,722,19.0,False,True,1,1399.5073191765864,177.85000610351562,3938.800048828125,487.239990234375,-11212.099609375,13425.899658203125,1389.2999267578125,1282.2999572753906,1170.5000305175781,-1413.8999938964844,1.0,0.18669950656547482,-0.6828892634698395,0.3567276120859257,7629205323107481914,KN_Directo,12.0,251.3699951171875,3788.550048828125,426.010009765625,-5384.5001220703125,7412.8997802734375,1867.5999450683594,-1224.3000030517578,2813.2000732421875,4564.700012207031,128.0,128.0,False,0.21479332803478715,1.69892161660859,1.2576637586605421,True,155.0,False,12,9,False,,46201596735825903,killer-leo-10,13.0,-171.7100067138672,160.22000122070312,17.010000228881836,10901.199951171875,-8942.39990234375,1.899999976158142,-0.0,-0.19999999552965164,0.0,255.0,128.0,,-0.009579323674330757,-2.4545838981520864,-1.7303959873409235e-05,True,10,6,4,247.0,False,,enpitsu,76561198039309853,29.0,10.720000267028809,4455.97021484375,264.70001220703125,10104.199829101562,-10835.2001953125,-154.49999809265137,3485.2999877929688,-2182.7999877929688,3652.0001220703125,128.0,0.0,,0.6951547150444868,-2.5509002039449262,2.5002918605581845,True,188.0,False,6,False,5,,games5425898691,bf81d8692db,20.0,-621.8099975585938,5042.7998046875,17.0,5507.80029296875,528.6000061035156,3.400000035762787,4.399999976158142,1.8000000715255737,0.0,128.0,128.0,,-0.009555059742046965,3.0455442399502854,-0.00023750924728756857,True,0.0,False,6,6,False,
8,821,23.0,False,False,1,413.2441987054119,627.4400024414062,4825.919921875,115.4000015258789,9234.7998046875,7574.2999267578125,3927.9000854492188,41.90000057220459,5517.7001953125,1272.300033569336,1.0,0.11394478794546248,-2.608806169941121,-1.8956502256061902,7629205323107481914,KN_Directo,12.0,515.6699829101562,4731.009765625,28.020000457763672,2681.4999389648438,4314.599914550781,6327.80029296875,102.70000457763672,-74.49999809265137,-3364.5999145507812,0.0,255.0,False,-0.017012547682216408,-2.3833421089540336,0.0037392388729764543,True,155.0,False,13,10,False,,46201596735825903,killer-leo-10,13.0,2374.090087890625,-109.22000122070312,17.010000228881836,-7749.0997314453125,6980.5999755859375,1.899999976158142,-0.5000000074505806,0.3999999910593033,20.299999713897705,255.0,128.0,,-0.00951207232354813,0.7304510109551159,-6.20317193208266e-05,True,10,6,4,247.0,False,,enpitsu,76561198039309853,29.0,404.5799865722656,4666.5,17.059999465942383,-10818.1005859375,13228.599853515625,2.0999999344348907,3.4999999403953552,-8.199999928474426,526.5000152587891,255.0,0.0,False,-0.016718989218261395,1.118324643176521,-0.0026028326185786924,True,121.0,False,6,False,6,,games5425898691,bf81d8692db,20.0,-181.38999938964844,4927.16015625,17.010000228881836,11823.1005859375,-164.79999542236328,2.0999999344348907,-0.19999999552965164,0.29999999329447746,-211.20000839233398,255.0,128.0,,-0.009526030706426845,-3.1056992736636992,0.00014736750126197916,True,0.0,False,8,8,False,
9,861,24.0,False,False,0,9395.516726167767,-1305.469970703125,-4246.58984375,144.27000427246094,-6543.900146484375,11834.300537109375,3676.7001342773438,2844.5999145507812,-567.7000045776367,2822.2000122070312,0.0,0.9131977742312744,-0.9794028712106593,-0.06815252702540787,bf81d8692db,games5425898691,20.0,-1247.989990234375,-4359.4501953125,16.75,-3054.7000122070312,11278.299560546875,8.899999856948853,18.899999856948853,-14.600000381469727,968.6000061035156,255.0,201.0,,-0.005886451336808054,1.8373696653753075,-0.0023134122713882235,True,,False,8,8,False,,76561198039309853,enpitsu,29.0,-875.4600219726562,-5331.41015625,94.12000274658203,400.0,8196.699829101562,-1527.1000671386719,-2162.2000122070312,-956.3999938964844,-775.8000183105469,255.0,128.0,False,0.17429199018411382,1.552711776653467,1.4700359112684729,True,6,6,False,121.0,False,,KN_Directo,7629205323107481914,12.0,-1288.199951171875,-4903.14013671875,27.780000686645508,-5118.0999755859375,4406.199951171875,-3620.2999877929688,988.7999725341797,-3827.7999877929688,-183.4000015258789,255.0,128.0,,0.03344979653535288,1.7751665609338385,0.4070238582166342,True,126.8111054871672,True,14,False,12,,killer-leo-10,46201596735825903,13.0,-1719.1500244140625,-1189.25,17.010000228881836,-2267.7999877929688,-9338.699951171875,1.899999976158142,0.09999999776482582,0.0,186.39999389648438,128.0,144.0,,0.00961347046129837,-1.8125956652552129,5.403758360339436e-05,True,247.0,False,10,6,4,
