,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,178,0.0,False,False,0,5190.803382739062,8.449999809265137,28.600000381469727,117.38999938964844,7138.499755859375,13748.399658203125,10872.099609375,4355.0,-2205.2999877929688,-3488.5000610351562,0.0,-0.0798145665376263,-0.2017672609306517,0.15895220589294864,bf81d8692db,games5425898691,17.0,-3.109999895095825,-155.4199981689453,74.44999694824219,1780.8000183105469,22779.29931640625,1927.7999877929688,-5444.2999267578125,778.7999725341797,-47.60000228881836,128.0,128.0,0.7372529398422697,1.4173068111960663,-0.010032695496063707,True,3,False,4,22.0,False,,76561198039309853,enpitsu,25.0,-256.0,-3844.590087890625,17.049999237060547,0.0,-3450.7000732421875,2.5,0.3999999910593033,0.0,0.0,0.0,0.0,,0.01702144322968715,1.5707771790628655,-2.2208804220531712e-07,True,76.0,False,False,False,False,,joselico,76561198393032685,114.0,91.61000061035156,2225.469970703125,17.010000228881836,-1528.0000305175781,-13006.99951171875,2.0999999344348907,0.0,0.5999999865889549,-47.89999961853027,255.0,128.0,,0.009567652175693666,-1.6943571484203754,8.082641277371834e-05,True,85.0,False,False,False,False,,pablilloalf,bf50c1817ab,11.0,13.989999771118164,256.92999267578125,109.33999633789062,3150.1998901367188,-22652.099609375,2271.300048828125,5191.7999267578125,1800.5000305175781,230.30000686645508,255.0,156.0,,0.7803824247171072,-1.1719339327553315,0.04750747319827439,True,3,False,4,31.0,False,,
1,180,0.0,False,False,1,5242.763641852625,30.860000610351562,-30.889999389648438,169.1699981689453,8115.7000732421875,4599.599914550781,4940.4998779296875,2232.2000122070312,-2371.6000366210938,-5038.999938964844,1.0,-0.10073918793998844,0.36435729263334166,0.2261319808396495,bf50c1817ab,pablilloalf,11.0,-34.880001068115234,-146.5,122.80999755859375,-2952.3001098632812,5135.2001953125,1848.2000732421875,-2389.499969482422,611.8000030517578,-4915.799865722656,255.0,139.0,-1.3956566311379714,0.5920527917321241,1.2456840156728586,True,3,False,4,31.0,False,,76561198393032685,joselico,114.0,-91.61000061035156,-2225.469970703125,17.010000228881836,1528.0000305175781,13006.99951171875,2.0999999344348907,-0.0,-0.5999999865889549,-47.89999961853027,255.0,128.0,,-0.009567652175693666,1.6943571484203754,8.082641277371834e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,25.0,257.7699890136719,3877.3798828125,17.049999237060547,441.3999938964844,4292.900085449219,1.8000000715255737,-0.7000000029802322,-2.3999999463558197,1278.7000274658203,0.0,0.0,,-0.016966417657217084,-1.6176690412049497,0.00026791314771113526,True,76.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-8.0,73.77999877929688,76.79000091552734,-659.0000152587891,-1766.6999816894531,-154.89999771118164,4460.4998779296875,1973.8999938964844,2541.0000610351562,128.0,128.0,,-1.2250565790031933,-1.3374887339900277,-0.46749872516402013,True,3,False,4,22.0,False,,
2,181,0.0,False,False,0,5179.644224550569,-49.59000015258789,29.979999542236328,181.77000427246094,-8605.499877929688,4847.5,6072.5,3512.3001098632812,-206.00000381469727,2695.7000732421875,0.0,0.13073531126969726,-0.3572615689423298,0.25730034943003316,bf81d8692db,games5425898691,17.0,8.0,-73.77999877929688,76.79000091552734,659.0000152587891,1766.6999816894531,-154.89999771118164,-4460.4998779296875,-1973.8999938964844,2541.0000610351562,128.0,128.0,1.2250565790031933,1.3374887339900277,-0.46749872516402013,True,3,False,4,22.0,False,,76561198039309853,enpitsu,25.0,-257.7699890136719,-3877.3798828125,17.049999237060547,-441.3999938964844,-4292.900085449219,1.8000000715255737,0.7000000029802322,2.3999999463558197,1278.7000274658203,0.0,0.0,,0.016966417657217084,1.6176690412049497,0.00026791314771113526,True,76.0,False,False,False,False,,joselico,76561198393032685,114.0,76.91000366210938,2105.18994140625,17.010000228881836,-1647.5,-13215.50048828125,2.0999999344348907,0.0,0.5999999865889549,-10.399999618530273,255.0,128.0,,0.009567732263011391,-1.696458528197664,7.077410787746866e-05,True,85.0,False,False,False,False,,pablilloalf,bf50c1817ab,11.0,66.22000122070312,140.55999755859375,128.8000030517578,3314.1000366210938,-593.6999893188477,-62.69999980926514,4669.4000244140625,-2903.800048828125,-117.20000267028809,255.0,71.0,,1.2061856574579504,0.5177612393674793,2.706799871776727,True,3,False,4,31.0,False,,
3,234,2.0,False,False,1,6122.299171845913,1666.5899658203125,-933.6099853515625,129.63999938964844,14216.099853515625,8292.899780273438,1963.8999938964844,3726.400146484375,-200.30000686645508,-462.20001220703125,1.0,0.5766048652535155,-0.9935878647663321,1.7498166609686847,76561198393032685,joselico,114.0,1602.1300048828125,-1034.280029296875,15.75,12907.19970703125,4255.10009765625,-149.79999542236328,-223.29999923706055,-267.8000068664551,808.3999633789062,255.0,128.0,-0.03697908532188325,2.7428086095467563,-0.015069051877674634,True,False,False,False,41.21146649442692,True,,bf50c1817ab,pablilloalf,11.0,-140.22000122070312,-557.4299926757812,43.369998931884766,3046.9000244140625,-10152.100219726562,3404.4000244140625,297.8000068664551,83.99999618530273,436.89998626708984,255.0,145.0,,-0.02174563434328664,-1.871199026668253,0.0005053384377537748,True,0.0,False,6,False,4,,enpitsu,76561198039309853,25.0,504.70001220703125,4294.93994140625,17.049999237060547,13719.3994140625,-1549.7999572753906,-2.0999999344348907,0.3999999910593033,0.5000000074505806,16.90000057220459,255.0,128.0,,-0.016721449524015025,-3.031160038408832,-2.1920036409060432e-05,True,28.694072984880016,True,False,False,False,,games5425898691,bf81d8692db,17.0,581.260009765625,-40.310001373291016,51.560001373291016,9734.299926757812,861.6999816894531,3239.89990234375,-37.99999952316284,582.2999954223633,-1493.6000061035156,255.0,128.0,,-0.025795822900392076,3.138565337655821,-0.001628084563744751,True,5,False,6,22.0,False,,
4,255,2.0,False,False,1,5751.177531927414,2741.510009765625,-307.0299987792969,94.5999984741211,12613.599853515625,7060.4998779296875,1684.9000549316406,878.3999633789062,3283.699951171875,-462.20001220703125,1.0,-0.632028232737526,0.7966797453021219,-0.8694614687698856,76561198393032685,joselico,23.0,2609.5400390625,-416.6099853515625,17.010000228881836,16154.300537109375,8128.4002685546875,-0.3999999910593033,3.0000001192092896,1.4000000059604645,-681.9000244140625,255.0,128.0,-0.009590547512049349,2.72758935609112,0.00018947341654531938,True,False,False,False,0.0,True,,bf50c1817ab,pablilloalf,11.0,417.67999267578125,-1544.550048828125,104.8499984741211,7670.0,-13167.900390625,-243.1999969482422,2763.699951171875,4280.7000732421875,995.9999847412109,255.0,128.0,,0.8060544976047368,-1.2526382453505047,1.2767453216533928,True,0.0,False,6,False,6,,enpitsu,76561198039309853,25.0,1804.239990234375,4150.740234375,17.049999237060547,18188.699951171875,-2492.2000122070312,2.800000011920929,-3.6000001430511475,0.5999999865889549,-994.3000030517578,255.0,255.0,,-0.016754204806470566,-3.004726068477502,-0.00021284315922839487,True,37.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,1777.469970703125,21.18000030517578,83.08000183105469,14684.7998046875,757.5,-971.5000152587891,41.99999809265137,3655.10009765625,106.00000381469727,255.0,255.0,,0.9238980403492988,-3.0918841287544057,-0.046156111070649306,True,6,False,6,53.0,False,,
5,281,3.0,False,False,1,5595.846120449689,4000.31005859375,484.1700134277344,245.3300018310547,-484.7999954223633,4449.599914550781,7573.2000732421875,-1864.7999572753906,5053.800048828125,-2642.2000122070312,1.0,1.4204594374804917,2.872794027003356,2.035798948928805,76561198393032685,joselico,23.0,3927.77001953125,352.17999267578125,33.709999084472656,12076.199951171875,12103.399658203125,3943.2998657226562,-475.40000915527344,-5477.9998779296875,-121.40000343322754,255.0,,0.2701924256466987,2.3749340025993253,-0.2321947957685147,True,False,False,False,232.89929438662787,True,,bf50c1817ab,pablilloalf,11.0,1331.6600341796875,-2784.580078125,17.049999237060547,10683.800048828125,-11031.400146484375,2.7000001072883606,-0.0,0.29999999329447746,44.29999828338623,255.0,128.0,,-0.01675211029995511,-2.3435339550689207,3.2518720615679203e-06,,,False,6,False,6,,enpitsu,76561198039309853,25.0,3389.10009765625,3838.18994140625,17.049999237060547,8574.69970703125,-10527.60009765625,4.300000071525574,-0.19999999552965164,-0.5000000074505806,-3592.60009765625,255.0,0.0,,-0.016775992335884872,-1.8869861740964562,-6.821385747317358e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,2865.18994140625,775.4199829101562,16.989999771118164,4616.300048828125,17306.700439453125,4.399999976158142,0.09999999776482582,1.0999999940395355,161.39999389648438,255.0,131.0,,-0.009589529300905243,1.8128294598294437,-0.0001440022311994086,,6,False,6,7.0,False,,
6,358,6.0,False,False,0,7403.894522594266,-3853.639892578125,-1647.489990234375,219.36000061035156,-4928.900146484375,18550.50048828125,7895.4998779296875,3923.900146484375,2574.7000122070312,-3737.9998779296875,0.0,-0.5362715546476826,1.4511046621984889,0.779264568946846,76561198039309853,enpitsu,25.0,-3703.449951171875,-1886.0999755859375,136.99000549316406,-17134.100341796875,14676.400146484375,3489.8001098632812,-4985.10009765625,2031.4999389648438,-1127.3999786376953,128.0,0.0,0.019738269280357736,2.7233481098267096,0.1633332067842535,True,1,False,2,142.0,False,,bf81d8692db,games5425898691,17.0,134.52999877929688,-2032.4200439453125,16.989999771118164,1397.2999572753906,13681.700439453125,4.4999998807907104,0.0,1.2999999523162842,750.2999877929688,255.0,185.0,,0.009580745067067067,1.5150233911698943,-0.00019855269761740707,True,38.0,False,6,False,6,,joselico,76561198393032685,15.0,-3977.47998046875,-1404.5799560546875,53.72999954223633,14941.099853515625,-3624.5999145507812,-11175.50048828125,650.2999877929688,-5369.5001220703125,-997.3000335693359,255.0,0.0,False,0.5988391366727461,-0.22262680540142596,-0.09093938242241369,True,123.0,False,False,False,False,,pablilloalf,bf50c1817ab,11.0,-3183.669921875,2392.179931640625,17.049999237060547,5877.1002197265625,-10691.199951171875,2.5999999046325684,1.0000000149011612,2.5999999046325684,370.60001373291016,0.0,128.0,False,0.017189707532649506,-1.0414017136696818,-7.557538530610929e-05,True,6,False,6,222.0,False,,False
7,420,8.0,False,False,1,7505.02643429669,3456.949951171875,-1914.5699462890625,144.27999877929688,3582.6998901367188,-4270.299987792969,4887.39990234375,4520.4998779296875,-3506.300048828125,1808.2000732421875,1.0,1.0136011797901534,-0.9404250137257129,-1.4430664236145738,bf50c1817ab,pablilloalf,11.0,3434.35009765625,-1951.3800048828125,15.6899995803833,4209.200134277344,-3890.7998657226562,-556.3999938964844,-274.59999084472656,104.79999542236328,-2173.3999633789062,182.0,1.0,-0.016170831984457415,-2.5535399815145188,-0.021452419851176845,True,6,False,6,222.0,False,,76561198393032685,joselico,15.0,2321.85009765625,1908.3499755859375,17.010000228881836,251.49999618530273,-12319.7998046875,2.0000000298023224,-0.0,-0.9000000357627869,6.700000166893005,255.0,128.0,False,-0.009561085601928329,-1.59234050215908,-8.012057126552082e-05,True,123.0,False,False,False,False,,enpitsu,76561198039309853,25.0,3736.659912109375,-24.420000076293945,17.020000457763672,-1850.2000427246094,-11969.89990234375,6.200000047683716,6.299999952316284,-2.3000000417232513,1681.7999267578125,255.0,255.0,False,-0.01630201678171967,-1.4740207713088254,-0.0005985473619706507,True,101.67772039546762,True,False,2,2,,games5425898691,bf81d8692db,17.0,-1056.0999755859375,661.02001953125,16.989999771118164,-2095.2999877929688,12562.80029296875,4.900000095367432,-0.0,-0.0,-2316.0000610351562,255.0,0.0,,-0.009563368394450949,1.4726168975791234,3.884318311927998e-06,True,6,False,6,69.0,False,,False
8,455,10.0,False,False,0,3977.941966830672,-3877.93994140625,2507.1201171875,235.32000732421875,6624.6002197265625,29688.9990234375,-2035.7000732421875,-3099.2999267578125,2984.4000244140625,-106.09999656677246,0.0,0.178436072638866,1.229461430277571,-1.1964102540948032,76561198039309853,enpitsu,25.0,-3956.610107421875,2304.93994140625,215.42999267578125,-765.0,20440.799560546875,1721.9000244140625,-312.1999931335449,521.6999816894531,-664.1999816894531,255.0,128.0,0.07705020250415644,1.200667193222889,0.19949022508508332,True,3,False,4,22.0,False,,bf81d8692db,games5425898691,17.0,-111.11000061035156,-1070.800048828125,16.989999771118164,-10975.0,7662.39990234375,4.600000083446503,-3.1999999284744263,2.5,-750.2999877929688,255.0,128.0,,0.009588202024985485,2.4864657796274066,6.368600499078303e-05,True,69.0,False,6,False,6,,joselico,76561198393032685,15.0,-2029.5899658203125,-320.739990234375,116.9000015258789,-313.6000061035156,18843.800048828125,3009.2999267578125,-5493.900146484375,-256.5999984741211,17.300000190734863,255.0,128.0,False,0.4628135944150983,1.6190537416772417,0.000576426135609001,True,154.0,False,False,3,4,,pablilloalf,bf50c1817ab,11.0,-3859.969970703125,2539.719970703125,88.8499984741211,312.09999084472656,-1351.7999267578125,3016.0000610351562,4872.900085449219,2548.800048828125,88.69999885559082,0.0,142.0,False,-0.28779876305794616,2.1735775912164956,0.005415929022752327,False,7,False,8,222.0,False,,False
9,456,10.0,False,False,1,8278.997161407897,3854.080078125,-2592.5,254.77000427246094,-7235.8001708984375,-23603.20068359375,19216.300048828125,5653.499755859375,-1523.6000061035156,1310.0,1.0,-0.46012114990097186,-1.278657930373246,-1.1777975743202949,bf50c1817ab,pablilloalf,11.0,3859.969970703125,-2539.719970703125,88.8499984741211,-312.09999084472656,1351.7999267578125,3016.0000610351562,-4872.900085449219,-2548.800048828125,88.69999885559082,0.0,142.0,0.28779876305794616,-2.1735775912164956,0.005415929022752327,False,7,False,8,222.0,False,,76561198393032685,joselico,15.0,2032.18994140625,163.5,138.61000061035156,315.2000045776367,-18884.000244140625,1559.1999816894531,5493.599853515625,265.0,4.799999892711639,255.0,128.0,False,-1.0657224445207416,-1.620646878697026,0.001700396844549383,True,154.0,False,4,False,3,,enpitsu,76561198039309853,25.0,3956.610107421875,-2304.93994140625,215.42999267578125,765.0,-20440.799560546875,1721.9000244140625,312.1999931335449,-521.6999816894531,-664.1999816894531,255.0,128.0,False,-0.07705020250415644,-1.200667193222889,0.19949022508508332,True,22.0,False,False,3,4,,games5425898691,bf81d8692db,17.0,200.6699981689453,1003.219970703125,16.989999771118164,10539.599609375,-8478.800048828125,4.600000083446503,-2.3000000417232513,1.8000000715255737,-595.8000183105469,255.0,67.0,,-0.009582626084665907,-2.4481521015824903,8.832771072386195e-05,True,6,False,6,69.0,False,,False
