,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,177,0.0,False,True,1,5205.700901149661,1.0199999809265137,11.8100004196167,94.45999908447266,1262.7999877929688,23066.69921875,1836.300048828125,5943.699951171875,-408.80001068115234,-710.1000213623047,1.0,-0.00517652851419332,0.009890728710534969,-0.08103063623544908,bf81d8692db,games5425898691,22.0,-13.430000305175781,-273.7799987792969,96.58000183105469,1257.699966430664,22781.79931640625,2248.800048828125,-5461.5997314453125,646.3999938964844,-44.89999771118164,128.0,128.0,,-0.7549245492071199,1.6963359946691534,-0.007570045778176222,True,4,3,False,31.0,False,,76561198039309853,enpitsu,23.0,-0.0,-2409.330078125,17.049999237060547,-0.0,11475.899658203125,2.5999999046325684,-0.5999999865889549,-0.0,0.0,255.0,,,-0.01679249477401522,1.5707752440494631,1.76960554836063e-07,True,False,116.0,False,False,False,,Svdson,2535449988963982,10,9.59000015258789,2274.360107421875,17.010000228881836,-1759.9000549316406,-13968.599853515625,2.0999999344348907,-0.0,0.09999999776482582,-87.5,255.0,128.0,,-0.00958524743480333,-1.4355601415553705,5.438894368125939e-05,True,False,False,116.0,False,False,,cars-le-beau,bedbf2963eb,11.0,-4.519999980926514,212.52999877929688,93.72000122070312,2134.2999267578125,-22820.10009765625,1919.4000244140625,3672.2000122070312,4024.4000244140625,754.1000366210938,255.0,255.0,,-0.24467971071513198,-1.0074998607344836,-0.6624902013057156,True,18.54225366859026,True,False,4,3,
1,178,0.0,False,False,0,5224.473950640508,-39.810001373291016,-13.84000015258789,99.38999938964844,-9212.2998046875,4445.7000732421875,685.8000183105469,1095.8999633789062,930.2999877929688,5825.2001953125,0.0,0.1509221522741376,-0.15260554325177086,-0.13060419730930134,bedbf2963eb,cars-le-beau,11.0,4.519999980926514,-212.52999877929688,93.72000122070312,-2134.2999267578125,22820.10009765625,1919.4000244140625,-3672.2000122070312,-4024.4000244140625,754.1000366210938,255.0,255.0,,0.24467971071513198,1.0074998607344836,-0.6624902013057156,True,4,3,False,15.401969819940547,True,,2535449988963982,Svdson,10.0,5.880000114440918,-2157.9599609375,17.010000228881836,1908.2000732421875,13965.2001953125,2.0999999344348907,0.0,-0.09999999776482582,-21.500000953674316,255.0,128.0,,0.009585330028285724,1.4319247365916006,3.696602694007154e-05,True,False,116.0,False,False,False,,enpitsu,76561198039309853,23,0.0,2314.2900390625,17.049999237060547,0.0,-11514.599609375,2.5999999046325684,-0.7999999821186066,0.0,0.0,255.0,,,0.01679249477401522,-1.5707752440494631,1.76960554836063e-07,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,22.0,3.619999885559082,115.3499984741211,112.38999938964844,-1194.7000122070312,-4022.3001098632812,3815.7998657226562,5485.10009765625,-5.099999904632568,-403.1999969482422,128.0,128.0,,1.478861508449501,1.8739300091927817,-2.7752949566424854,True,31.0,False,False,4,3,
2,179,0.0,False,False,1,5178.484092814587,68.37000274658203,28.079999923706055,94.05000305175781,8912.000122070312,5309.2999267578125,-1758.5000610351562,-292.09999084472656,-3327.6998901367188,-1918.8999938964844,1.0,-0.2617259137307234,0.21891204054870103,-0.14174572532183757,bf81d8692db,games5425898691,22.0,-3.619999885559082,-115.3499984741211,112.38999938964844,1194.7000122070312,4022.3001098632812,3815.7998657226562,-5485.10009765625,5.099999904632568,-403.1999969482422,128.0,128.0,,-1.478861508449501,-1.8739300091927817,-2.7752949566424854,True,4,3,False,31.0,False,,76561198039309853,enpitsu,23.0,-0.0,-2314.2900390625,17.049999237060547,-0.0,11514.599609375,2.5999999046325684,0.7999999821186066,-0.0,0.0,255.0,,,-0.01679249477401522,1.5707752440494631,1.76960554836063e-07,True,False,116.0,False,False,False,,Svdson,2535449988963982,10,-5.880000114440918,2157.9599609375,17.010000228881836,-1908.2000732421875,-13965.2001953125,2.0999999344348907,-0.0,0.09999999776482582,-21.500000953674316,255.0,128.0,,-0.009585330028285724,-1.4319247365916006,3.696602694007154e-05,True,False,False,116.0,False,False,,cars-le-beau,bedbf2963eb,11.0,12.279999732971191,147.25,108.61000061035156,1547.2999572753906,-2966.400146484375,-38.19999933242798,4315.299987792969,3088.5000610351562,1444.9000549316406,255.0,255.0,,-0.5333546734108595,-0.6599494414608937,-1.703906813562747,True,12.287148370537707,True,False,4,3,
3,180,0.0,False,False,0,5226.222990664948,-100.4000015258789,-25.309999465942383,94.91000366210938,-11044.599609375,4848.999938964844,846.8000030517578,-395.99998474121094,933.7000274658203,5913.599853515625,0.0,0.3109540933980655,-0.09056491374390158,-0.1601438854169946,bedbf2963eb,cars-le-beau,11.0,-12.279999732971191,-147.25,108.61000061035156,-1547.2999572753906,2966.400146484375,-38.19999933242798,-4315.299987792969,-3088.5000610351562,1444.9000549316406,255.0,255.0,,0.5333546734108595,0.6599494414608937,-1.703906813562747,True,4,3,False,9.150004340756325,True,,2535449988963982,Svdson,10.0,5.880000114440918,-2157.9599609375,17.010000228881836,1908.2000732421875,13965.2001953125,2.0999999344348907,0.0,-0.09999999776482582,-21.500000953674316,255.0,128.0,,0.009585330028285724,1.4319247365916006,3.696602694007154e-05,True,False,116.0,False,False,False,,enpitsu,76561198039309853,23,0.0,2216.800048828125,17.049999237060547,0.0,-11847.60009765625,2.5999999046325684,-0.7999999821186066,0.0,0.0,255.0,0.0,,0.01679249477401522,-1.5707752440494631,1.76960554836063e-07,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,22.0,-13.050000190734863,105.08000183105469,123.73999786376953,-2187.7999877929688,-1015.0,781.2999725341797,5134.4000244140625,-1329.4999694824219,-1455.7000732421875,128.0,128.0,,0.9780788045238094,1.4155090154641232,-2.9145229289576053,True,31.0,False,False,4,3,
4,182,0.0,False,False,1,5176.310785883176,184.8699951171875,12.770000457763672,93.47000122070312,13816.500244140625,698.8999938964844,1026.3999938964844,197.70000457763672,-119.79999542236328,1879.4000244140625,1.0,-0.429011033493984,-0.12976058883633823,-0.17735861856575164,bf81d8692db,games5425898691,22.0,31.950000762939453,-97.52999877929688,128.22000122070312,2355.0,785.9999847412109,343.49998474121094,-5037.900085449219,1761.4999389648438,-1328.8999938964844,128.0,128.0,,-0.39937933051300534,-1.2354800964843369,-2.950260619786895,True,4,3,False,31.0,False,,76561198039309853,enpitsu,23.0,-0.0,-2116.64990234375,17.049999237060547,-0.0,12153.199462890625,2.5999999046325684,0.7999999821186066,-0.0,0.0,255.0,0.0,,-0.01679249477401522,1.5707752440494631,1.76960554836063e-07,True,False,116.0,False,False,False,,Svdson,2535449988963982,10,-21.93000030517578,2041.56005859375,17.010000228881836,-1878.3000183105469,-13970.999755859375,2.0999999344348907,-0.0,-1.1999999731779099,195.79999923706055,255.0,160.0,,-0.009585292983014283,-1.4337130083579832,4.553682300735683e-05,True,False,False,116.0,False,False,,cars-le-beau,bedbf2963eb,11.0,22.969999313354492,125.31999969482422,106.62999725341797,1001.6999816894531,-2752.60009765625,-276.299991607666,4157.39990234375,3103.5000610351562,1825.8000183105469,255.0,255.0,,-0.5043872856542654,-0.5219573462054922,-2.3821459949155197,True,2.872464623502507,True,False,4,3,
5,227,1.0,False,False,0,5367.37026169302,-2160.8798828125,-76.19999694824219,94.0199966430664,-10099.199829101562,24367.19970703125,1048.1999969482422,1411.6999816894531,-5788.800048828125,-704.3000030517578,0.0,0.1588203187538078,1.141291937117852,0.08460686244889787,2535449988963982,Svdson,10.0,-2095.31005859375,-317.67999267578125,74.2300033569336,-16260.10009765625,16037.39990234375,2702.9000854492188,-4464.89990234375,7.300000190734863,-3211.6000366210938,255.0,14.0,,0.12943351805403308,2.3183307945756506,0.030742882347945883,True,4,3,False,18.0,False,,bedbf2963eb,cars-le-beau,12.0,247.97000122070312,76.19000244140625,17.049999237060547,7035.10009765625,-1440.8999633789062,2.5999999046325684,-3.700000047683716,0.7000000029802322,531.1999893188477,234.0,128.0,,0.016675847239161705,-0.1833799173840372,-5.429896527673603e-05,True,4,0.0,False,4,False,,enpitsu,76561198039309853,23,-2057.5,400.6700134277344,46.02000045776367,-20900.10009765625,-8964.600219726562,3437.6998901367188,125.50000190734863,-396.8000030517578,-659.4999694824219,255.0,255.0,,0.0254822986470944,-2.8200564163202935,0.0011647438216866644,True,2,False,9.699836795048048,True,1,,games5425898691,bf81d8692db,22.0,-930.239990234375,-17.799999237060547,17.010000228881836,-10698.1005859375,2872.60009765625,2.3999999463558197,-0.7999999821186066,0.0,-2340.8999633789062,255.0,0.0,,0.009550333150242033,2.8284090440201446,-8.236062940902898e-05,True,31.0,False,False,4,4,17.0
6,231,1.0,False,False,1,5476.736117744641,2276.239990234375,-159.9600067138672,103.33000183105469,3619.8001098632812,13072.7001953125,1394.9000549316406,-1597.5999450683594,2169.9000549316406,5360.8001708984375,1.0,0.3286668905112476,-1.2532334978510404,-0.4489659997739453,76561198039309853,enpitsu,23.0,2320.10009765625,-290.32000732421875,86.7300033569336,21261.69921875,8436.500244140625,2400.399932861328,-1443.699951171875,5297.5,-318.700008392334,128.0,255.0,,-0.3097719952718047,2.8926261963600775,-0.0036652123986240003,True,2,1,False,8.0,False,,bf81d8692db,games5425898691,22.0,1033.760009765625,-23.889999389648438,17.010000228881836,10035.30029296875,-5176.099853515625,2.199999988079071,2.3000000417232513,-1.2999999523162842,-1926.0000610351562,255.0,67.0,,-0.009561710192677632,-2.601392332629581,2.2823643198063436e-05,True,4,31.0,False,5,False,,Svdson,2535449988963982,10,2376.550048828125,74.69000244140625,108.29000091552734,16080.899658203125,-13688.399658203125,85.20000457763672,5074.100036621094,-1920.8000183105469,-901.6000366210938,254.0,35.0,,-0.6654028207849605,-2.5262207708498248,1.1583724586102344,True,4,False,18.0,False,3,,cars-le-beau,bedbf2963eb,12.0,-382.510009765625,-52.52000045776367,17.049999237060547,-8241.699829101562,1333.9999389648438,2.5999999046325684,-0.5000000074505806,-0.09999999776482582,24.000000953674316,234.0,128.0,,-0.01665817910852768,0.15738942357709915,-5.272035971531917e-05,True,0.0,False,False,4,4,
7,305,4.0,True,False,1,3374.0878996295537,3079.080078125,2567.330078125,93.1500015258789,2060.0999450683594,6717.1002197265625,0.0,-5701.199951171875,1751.6000366210938,653.6000061035156,1.0,-0.8964097543301538,1.7351802502697387,-1.969639535208743,76561198039309853,enpitsu,23.0,3219.300048828125,2501.5400390625,17.020000457763672,-12211.099853515625,16855.2001953125,2.5999999046325684,1.0000000149011612,-2.0999999344348907,1789.4000244140625,255.0,128.0,,-0.016749266573950993,0.8983060169054831,0.00024521006009094653,True,2,2,False,157.0,False,,bf81d8692db,games5425898691,22.0,3185.7900390625,-3853.6298828125,17.0,-7240.0,-16983.900146484375,3.4999999403953552,-0.19999999552965164,-0.5000000074505806,-1964.1999816894531,255.0,0.0,,-0.009585881652542807,-1.0979588520072578,-4.932727017973175e-05,True,6,,False,6,False,,Svdson,2535449988963982,10,3883.449951171875,-6.71999979019165,349.4100036621094,-6373.3001708984375,18059.200439453125,-7927.9998779296875,-4918.699951171875,-558.8999938964844,-2396.4999389648438,128.0,164.0,,-0.45348852834474196,1.9594702674262239,-0.6044710075188373,True,6,False,0.0,False,5,,cars-le-beau,bedbf2963eb,12.0,-3190.2099609375,2723.340087890625,16.829999923706055,-4421.9000244140625,20353.399658203125,45.10000228881836,6.299999952316284,2.199999988079071,-1827.2999572753906,255.0,8.0,,-0.01710615590365698,1.412060766105633,-0.00010130051095359604,,12.195113992178314,True,False,6,6,
8,606,6.0,False,True,0,5202.726835865256,-0.8999999761581421,14.850000381469727,89.08000183105469,154.0999984741211,23930.6005859375,-2256.0000610351562,-5447.19970703125,-1397.1000671386719,-2091.699981689453,0.0,-0.027971306013699796,-0.03761899169641906,-0.10105964981421058,bedbf2963eb,cars-le-beau,11.0,0.9399999976158142,-168.50999450683594,114.58999633789062,-12159.49951171875,19392.099609375,-161.5999984741211,-5436.400146484375,-467.99999237060547,-689.7000122070312,255.0,13.0,,0.6964055357249248,-2.756096108176404,2.151703928701421,True,4,3,False,0.0,False,,2535449988963982,Svdson,10.0,-2972.530029296875,-4133.06005859375,44.40999984741211,-18164.49951171875,-5300.5999755859375,-2675.7998657226562,-442.5,-2117.899932861328,-2616.0000610351562,255.0,0.0,,-0.1437312503839112,3.1260765938832384,0.17279661042778705,True,4,255.0,False,4,False,,enpitsu,76561198039309853,23,15.270000457763672,3673.139892578125,17.049999237060547,-441.5999984741211,-9910.399780273438,2.7000001072883606,0.3999999910593033,0.3999999910593033,-0.5000000074505806,255.0,128.0,False,0.01664507010991745,-1.6154455028158952,4.043933076245212e-05,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,22.0,-121.91000366210938,614.9000244140625,59.369998931884766,-2950.7000732421875,-22568.798828125,3076.300048828125,2541.1000061035156,-821.2999725341797,-1373.9999389648438,255.0,111.0,,0.06290579197335845,-1.8050744959085,0.0010647334915018223,True,31.0,False,False,4,3,
9,634,7.0,False,False,1,7330.063485035839,3.7799999713897705,-2135.56005859375,111.2699966430664,4086.4999389648438,21195.70068359375,7568.499755859375,346.6999816894531,-392.00000762939453,2086.0000610351562,1.0,-0.18705014357626223,0.03312095132698938,0.08998026961922137,76561198039309853,enpitsu,23.0,-32.7599983215332,-2357.820068359375,51.459999084472656,-1722.1000671386719,17036.099853515625,3223.3999633789062,-618.4000015258789,-73.00000190734863,-1018.3999633789062,255.0,128.0,False,-0.03493851013265232,1.5095430944025752,-0.0012579216452279348,True,2,1,False,99.0,False,,bf81d8692db,games5425898691,22.0,733.8900146484375,60.81999969482422,41.59000015258789,5206.7999267578125,2607.9000854492188,-1396.6999816894531,-4700.899963378906,-1138.3999633789062,-2618.2000732421875,255.0,128.0,,0.7385617176370234,1.8708022222348744,0.22556875239442725,True,4,31.0,False,4,False,,Svdson,2535449988963982,10,3405.820068359375,3545.610107421875,17.010000228881836,-10855.10009765625,-3348.0999755859375,0.0,-1.5999999642372131,-0.5000000074505806,-2053.800048828125,255.0,87.0,False,-0.00953658850709258,-0.23701761127242138,7.607105614011374e-05,True,4,False,239.4536947947676,True,4,,cars-le-beau,bedbf2963eb,11.0,931.97998046875,159.2899932861328,232.4600067138672,8743.099975585938,2920.7998657226562,-1657.5999450683594,2574.7000122070312,196.70000076293945,855.6999969482422,255.0,255.0,,-0.7340382001313871,-2.0581405189115958,-0.8812146954721475,True,0.0,False,False,4,4,
