,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0,False,False,1,5211.165192816264,-4.849999904632568,7.289999961853027,93.27999877929688,-9052.19970703125,20713.89892578125,3477.6998901367188,4790.7000732421875,3343.9999389648438,-1365.8999633789062,1.0,0.044530273463671805,0.016576700006386506,-0.0626759436169601,76561198039309853,enpitsu,26.0,86.31999969482422,-203.2100067138672,82.63999938964844,-13824.69970703125,18256.199951171875,2064.9000549316406,-4398.299865722656,-3302.2000122070312,-2.199999988079071,255.0,128.0,,-0.6632687846964712,0.9270840958960057,-0.0002563901136946225,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,-3467.489990234375,-2494.10009765625,17.010000228881836,-896.9999694824219,-15092.80029296875,2.7000001072883606,-0.0,3.0000001192092896,1388.6000061035156,255.0,154.0,,-0.00960599227908475,-1.5803785109905273,-9.130876658960611e-05,,31.0,False,False,False,False,,ADIGA 8250,2535441459212305,8,-3264.18994140625,4456.58984375,17.200000762939453,-2626.099853515625,8056.300048828125,46.90000057220459,-1698.3000183105469,473.10001373291016,-1556.9000244140625,254.0,128.0,,-0.03141291095449972,2.920757222361894,0.0766053983775507,True,255.0,False,4,False,4,,killerschnulli18,6976562892005343748,49.0,263.30999755859375,-74.68000030517578,16.059999465942383,-8154.7998046875,-1078.0999755859375,153.100004196167,46.39999866485596,-24.90000009536743,-2927.9998779296875,255.0,112.0,,-0.009116148504333512,0.5801692962107196,0.002644233782267063,True,4,4,False,0.0,False,
1,219,1,False,False,0,9015.67907743551,1544.1800537109375,-3539.169921875,107.98999786376953,6218.499755859375,12792.60009765625,8999.400024414062,2995.2999877929688,2119.2999267578125,-4747.200012207031,0.0,-0.17709939917373793,-1.4416526595168615,0.27421992374392873,2535441459212305,ADIGA 8250,8.0,1561.1099853515625,-3702.360107421875,16.989999771118164,-17064.599609375,11370.10009765625,3.100000023841858,-0.5999999865889549,0.5000000074505806,-2153.300018310547,255.0,0.0,True,0.0095968265526655,2.4880595292583605,-0.00023921361639199932,True,132.89258489044767,True,4,False,4,,6976562892005343748,killerschnulli18,13.0,67.12999725341797,-1478.1400146484375,67.91000366210938,-10211.099853515625,-13979.7998046875,2258.000030517578,5315.999755859375,-1361.3999938964844,368.8999938964844,255.0,220.0,,0.37056056490362277,-2.4749497071504214,-0.2414883727792403,True,0.0,False,6,False,5,,enpitsu,76561198039309853,26,1591.5899658203125,-3087.1201171875,139.35000610351562,5251.9000244140625,-22317.2998046875,123.4000015258789,4816.7999267578125,2121.199951171875,1596.300048828125,255.0,128.0,,1.025481467561568,-2.6715962338957806,-1.5362601334635584,True,0.0,False,4,False,3,,games5425898691,bf81d8692db,19.0,1825.6099853515625,4394.91015625,17.010000228881836,-12535.2001953125,-7482.19970703125,2.5999999046325684,-0.5999999865889549,-0.19999999552965164,70.59999942779541,255.0,104.0,,0.009600081127121065,-2.585365184204649,-0.00015962638878783635,True,False,False,False,255.0,False,
2,221,1,False,False,1,2961.9457508246405,-1566.56005859375,3494.1201171875,180.50999450683594,10299.200439453125,20353.900146484375,12279.89990234375,3298.599853515625,-2062.4000549316406,-4567.799987792969,1.0,0.12937561380090032,1.863074098288988,0.10468385060169212,76561198039309853,enpitsu,26.0,-1639.56005859375,3291.719970703125,138.25999450683594,-5217.5,22320.80078125,-164.50000762939453,-4746.400146484375,-2258.6000061035156,1618.5000610351562,255.0,128.0,,-0.8121396789521698,-2.954603381086884,-2.5780996219384864,True,0.0,False,4,False,3,,bf81d8692db,games5425898691,19.0,-1709.4599609375,-4329.02978515625,17.010000228881836,12873.399658203125,6748.800048828125,2.800000011920929,0.29999999329447746,0.19999999552965164,-1572.8999328613281,255.0,0.0,,-0.009582104009862688,2.6702791698959816,-0.0002790598087030686,True,255.0,False,False,False,False,,ADIGA 8250,2535441459212305,8,-1415.260009765625,3607.31005859375,16.5,15305.0,-10976.500244140625,109.30000305175781,383.69998931884766,-175.40000915527344,-1591.300048828125,254.0,0.0,True,-0.0019460725563010236,-2.3799040919175747,-0.025518029357708364,True,131.0,False,4,False,4,,killerschnulli18,6976562892005343748,13.0,-67.12999725341797,1478.1400146484375,67.91000366210938,10211.099853515625,13979.7998046875,2258.000030517578,-5315.999755859375,1361.3999938964844,368.8999938964844,255.0,220.0,,-0.37056056490362277,2.4749497071504214,-0.2414883727792403,True,6,5,False,0.0,False,
3,318,5,True,True,1,3093.882917333677,712.5599975585938,2051.56005859375,289.6499938964844,-5146.6998291015625,14446.300048828125,8001.6998291015625,2407.2999572753906,248.70000839233398,5490.2001953125,1.0,-1.0250348513403573,0.7263359685137016,-1.7111395851934494,bf81d8692db,games5425898691,19.0,770.2999877929688,1950.4200439453125,203.38999938964844,9655.10009765625,19468.00048828125,1524.4999694824219,4784.100036621094,2611.099853515625,-737.3999786376953,255.0,82.0,,0.5925777409176667,2.536667206296439,0.35102308796775245,True,114.60691629430299,True,4,False,False,,76561198039309853,enpitsu,26.0,-3273.6201171875,3965.199951171875,17.059999465942383,-7101.400146484375,-11675.50048828125,2.3999999463558197,0.09999999776482582,0.19999999552965164,2248.300018310547,255.0,128.0,,-0.01674637717025223,-1.0892214450352147,2.022736062631173e-05,True,0.0,False,4,False,4,,ADIGA 8250,2535441459212305,8,-206.11000061035156,3432.719970703125,17.030000686645508,11716.800537109375,-5134.6002197265625,0.3999999910593033,-0.29999999329447746,0.19999999552965164,2034.6000671386719,128.0,255.0,,-0.009639984448648763,-2.773579938104961,0.0001100343456537064,False,162.0,False,4,False,4,,killerschnulli18,6976562892005343748,9.0,2479.330078125,4667.830078125,17.0,-14774.200439453125,-1987.8999328613281,1.5000000596046448,0.5999999865889549,-0.3999999910593033,9.800000190734863,255.0,128.0,False,-0.00955277634351405,-0.13519620265388851,2.4911000334668907e-05,True,6,6,False,182.93095047755907,True,
4,632,7,False,False,0,5149.346277045851,-32.209999084472656,63.619998931884766,118.95999908447266,-19595.6005859375,-585.2999877929688,4602.0001220703125,-3160.0,1480.5999755859375,-4880.7000732421875,0.0,0.23906367258260341,0.1469723481385416,-0.38861751533410827,2535441459212305,ADIGA 8250,7.0,11.479999542236328,-98.3499984741211,89.05999755859375,13791.8994140625,15145.10009765625,-481.89998626708984,3536.199951171875,2240.800018310547,3567.0001220703125,255.0,0.0,True,-0.2928087248850749,0.9684057314312241,-0.4754855690881545,True,0.0,False,4,False,4,,6976562892005343748,killerschnulli18,9.0,-46.72999954223633,-1950.010009765625,17.010000228881836,727.3999786376953,11190.2001953125,2.7000001072883606,0.5000000074505806,0.29999999329447746,0.0,248.0,128.0,,0.009601920130639955,1.5058663628104219,-2.9398366657456552e-05,True,103.0,False,False,False,False,,enpitsu,76561198039309853,26,43.29999923706055,162.82000732421875,107.75,-9341.300048828125,-6655.3997802734375,-170.30000686645508,2938.3999633789062,-1265.0,-4473.800048828125,255.0,128.0,,1.532275138847979,-0.07490719317273838,1.939994911571701,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-261.20001220703125,5018.81005859375,17.010000228881836,768.6000061035156,-1985.3999328613281,2.7000001072883606,0.09999999776482582,1.5000000596046448,0.0,255.0,128.0,,0.009402539152890778,-1.2015006612370924,6.41870260373854e-05,True,4,4,False,116.0,False,
5,796,13,False,False,0,8816.698905803336,-3826.239990234375,-3175.52001953125,138.91000366210938,-6345.30029296875,30690.80078125,-7400.0,-3072.9998779296875,-4407.799987792969,2669.5001220703125,0.0,1.2165281999823858,-2.9679045586620694,-0.09984902879406456,6976562892005343748,killerschnulli18,9.0,-3786.300048828125,-3400.830078125,112.19999694824219,-462.90000915527344,20840.0,3218.900146484375,-1548.0000305175781,5270.3997802734375,274.89999771118164,128.0,0.0,,-0.1285824066401226,1.9459309795987763,0.293924083487392,True,176.67241278515067,True,4,False,3,,2535441459212305,ADIGA 8250,7.0,1781.68994140625,-4828.259765625,16.989999771118164,-16557.19970703125,1417.8999328613281,5.099999904632568,0.0,0.0,-331.19998931884766,255.0,128.0,False,0.009591374855901107,3.022820033382684,0.00015932077315302805,True,255.0,False,6,False,6,,enpitsu,76561198039309853,26,-3877.159912109375,-2673.429931640625,166.8800048828125,1712.7999877929688,-22879.29931640625,1612.7999877929688,3253.900146484375,967.9000091552734,1471.9999694824219,255.0,255.0,,0.19080184700741074,-1.6675925988452278,-0.0034074516467998595,True,104.0,False,6,False,5,,games5425898691,bf81d8692db,19.0,-3865.429931640625,1427.9300537109375,19.959999084472656,-837.9000091552734,-14040.899658203125,133.1999969482422,-85.29999732971191,320.49999237060547,49.40000057220459,255.0,128.0,,0.003472384270176192,-1.635610779411994,-0.1033473758974929,True,4,4,False,255.0,False,
6,797,13,False,False,1,3639.9850975868962,3865.25,3034.52001953125,73.47000122070312,4622.9998779296875,13575.50048828125,-20021.199951171875,-5667.5,-143.99999618530273,-1964.1999816894531,1.0,-1.4436254575833103,2.9832523998775753,-0.15317735613244007,76561198039309853,enpitsu,26.0,3863.409912109375,2864.97998046875,176.39999389648438,-1592.5,22933.89892578125,704.4999694824219,-3959.2999267578125,-3589.5001220703125,1299.2999267578125,255.0,255.0,,-0.6153862952624783,1.688426443372014,-0.42836221431745836,True,104.0,False,6,False,5,,bf81d8692db,games5425898691,19.0,3865.429931640625,-1427.9300537109375,19.959999084472656,837.9000091552734,14040.899658203125,133.1999969482422,85.29999732971191,-320.49999237060547,49.40000057220459,255.0,128.0,,-0.003472384270176192,1.635610779411994,-0.1033473758974929,True,255.0,False,4,False,4,,ADIGA 8250,2535441459212305,7,-1644.1099853515625,4813.27978515625,16.989999771118164,16481.500244140625,-2014.9000549316406,5.099999904632568,-0.7999999821186066,-0.0,-86.99999809265137,255.0,128.0,False,-0.009593697135391202,-3.0086355939219414,0.00011282446218603757,True,255.0,False,6,False,6,,killerschnulli18,6976562892005343748,9.0,3786.550048828125,3229.580078125,132.66000366210938,-15.0,-18240.10009765625,1756.6000366210938,1748.800048828125,-5194.4000244140625,457.2999954223633,128.0,1.0,,0.09960328743774922,-1.8738552068565508,1.0206919539113604,True,4,3,False,173.5011181780087,True,
7,798,13,False,False,0,8748.10042996476,-3884.659912109375,-3081.75,106.23999786376953,-14956.600341796875,-15385.799560546875,-2038.2000732421875,4283.699951171875,3597.6998901367188,-2169.1000366210938,0.0,1.2169899670934567,2.0317497804091693,-1.589861974328979,6976562892005343748,killerschnulli18,9.0,-3786.550048828125,-3229.580078125,132.66000366210938,15.0,18240.10009765625,1756.6000366210938,-1748.800048828125,5194.4000244140625,457.2999954223633,128.0,1.0,,-0.09960328743774922,1.8738552068565508,1.0206919539113604,True,170.34006884021144,True,4,False,3,,2535441459212305,ADIGA 8250,7.0,1644.1099853515625,-4813.27978515625,16.989999771118164,-16481.500244140625,2014.9000549316406,5.099999904632568,0.7999999821186066,0.0,-86.99999809265137,255.0,128.0,False,0.009593697135391202,3.0086355939219414,0.00011282446218603757,True,255.0,False,6,False,6,,enpitsu,76561198039309853,26,-3863.409912109375,-2864.97998046875,176.39999389648438,1592.5,-22933.89892578125,704.4999694824219,3959.2999267578125,3589.5001220703125,1299.2999267578125,255.0,255.0,,0.6153862952624783,-1.688426443372014,-0.42836221431745836,True,104.0,False,6,False,5,,games5425898691,bf81d8692db,19.0,-3865.429931640625,1427.9300537109375,19.959999084472656,-837.9000091552734,-14040.899658203125,133.1999969482422,-85.29999732971191,320.49999237060547,49.40000057220459,255.0,128.0,,0.003472384270176192,-1.635610779411994,-0.1033473758974929,True,4,4,False,255.0,False,
8,863,16,False,False,1,2182.8493224122267,3061.10009765625,4862.2001953125,358.70001220703125,-10496.600341796875,6688.3001708984375,-269.6999931335449,-332.99999237060547,509.1999816894531,-5969.000244140625,1.0,0.053198757017731135,-0.49584902462910546,-1.4216478740345098,76561198039309853,enpitsu,26.0,3193.469970703125,4686.06005859375,210.50999450683594,1738.2000732421875,-6657.5,-426.6999816894531,1259.3000030517578,-237.90000915527344,5348.499755859375,0.0,128.0,,0.18182968946738975,-0.5097832269510566,-1.7208795528894105,True,104.0,False,8,False,7,,bf81d8692db,games5425898691,19.0,2482.31005859375,1960.3699951171875,17.020000457763672,-897.7999877929688,15454.89990234375,1.5999999642372131,-0.0,-0.0,-2041.199951171875,255.0,0.0,,-0.00959021577018411,1.5810470293784646,-1.8635670322132437e-05,True,227.0,False,4,False,4,,ADIGA 8250,2535441459212305,7,2793.1201171875,5015.0400390625,59.0099983215332,17962.2998046875,-9320.900268554688,-1717.8999328613281,-2653.0999755859375,-595.4000091552734,-1863.8999938964844,255.0,0.0,True,-0.23546385616277316,-2.4697877928964167,0.6973866290553808,True,196.0,False,6,False,6,,killerschnulli18,6976562892005343748,9.0,2243.820068359375,2597.2099609375,91.77999877929688,-11362.19970703125,13965.50048828125,-150.6999969482422,-3758.5000610351562,-3976.199951171875,559.5000076293945,255.0,128.0,,0.40710466411455815,-2.6643658048772245,2.932995901910469,True,6,5,False,153.0,False,
9,907,17,False,False,1,834.6142898912269,1641.699951171875,4765.14990234375,93.08000183105469,-6109.5001220703125,-3045.2999877929688,328.1999969482422,2356.9000244140625,-4519.200134277344,-3165.4998779296875,1.0,0.42796233397424144,2.8752670268885767,-2.6322969554313103,bf81d8692db,games5425898691,19.0,1796.780029296875,4714.259765625,17.020000457763672,-8645.999755859375,21313.00048828125,-0.9000000357627869,-0.3999999910593033,1.0000000149011612,-1607.2999572753906,255.0,0.0,,-0.00959244334867685,1.2241143712601574,-0.00024126494309094682,True,123.70824075257914,True,4,False,4,,76561198039309853,enpitsu,26.0,3458.60009765625,3725.449951171875,34.77000045776367,1419.4000244140625,-3602.2000122070312,-826.9999694824219,-3456.7001342773438,-409.39998626708984,4210.899963378906,128.0,128.0,False,0.21690549367089917,-0.13726066291137937,-0.33485335379167114,True,104.0,False,8,False,8,,ADIGA 8250,2535441459212305,8,2305.889892578125,4388.0400390625,17.040000915527344,-14158.499755859375,10870.10009765625,-5.199999809265137,4.000000059604645,-2.8999999165534973,651.5000152587891,255.0,128.0,False,-0.00960598559674277,0.6086194566589651,-0.00018393577192818032,False,92.70824075257913,True,6,False,6,,killerschnulli18,6976562892005343748,9.0,1731.1800537109375,5085.83984375,181.86000061035156,6093.499755859375,195.0,1604.4000244140625,5273.800048828125,1093.499984741211,1113.7000274658203,255.0,0.0,,0.12359062859755512,3.133578945872313,0.748635542196613,True,8,6,False,121.0,False,
