,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
0,174,0.0,False,False,1,5192.308164356482,18.719999313354492,22.34000015258789,93.45999908447266,14987.39990234375,16764.000244140625,338.6000061035156,1434.1999816894531,-764.3000030517578,-5775.7000732421875,1.0,-0.01750122555994823,0.15580132876878935,-0.040033279757686106,bf81d8692db,games5425898691,19.0,-113.2699966430664,-55.06999969482422,101.0,-716.3999938964844,21183.89892578125,-167.39999771118164,-5423.499755859375,-733.3999633789062,-545.2999877929688,128.0,128.0,,-1.1501182068093327,-2.305424836876719,-2.680667988352233,True,3,False,4,0.0,False,,76561198039309853,enpitsu,27.0,-0.0,-2412.60009765625,17.049999237060547,-0.0,12944.49951171875,2.5999999046325684,-0.5999999865889549,-0.0,0.0,255.0,0.0,True,-0.016807754157375284,1.5707753722337265,1.7641291150023868e-07,True,146.0,False,False,False,False,,ManBearPig,76561198029272896,14,-0.0,3096.340087890625,18.329999923706055,-0.0,-12750.0,3.100000023841858,0.3999999910593033,-0.0,0.0,255.0,,,-0.01697566648285324,-1.5708159064740574,1.0673574825470283e-07,True,False,116.0,False,False,False,,OptimisT,76561198207331420,14.0,-287.20001220703125,-82.66999816894531,100.41999816894531,-14086.700439453125,-18038.299560546875,-164.50000762939453,4881.000061035156,-2503.699951171875,396.30001068115234,255.0,255.0,,-0.5132833765597065,2.085523066953873,3.0150203017524144,True,3,0.0,False,4,False,
1,321,5.0,False,False,1,2904.1304556116906,3660.780029296875,4251.2001953125,205.22999572753906,-11975.10009765625,4597.39990234375,12413.299560546875,-2662.2000122070312,858.6000061035156,-5307.9998779296875,1.0,1.0941789076187278,2.7659592296453277,1.5986722831755595,76561198039309853,enpitsu,27.0,3672.389892578125,4075.760009765625,154.60000610351562,4747.39990234375,17100.6005859375,2778.2000732421875,-3225.8999633789062,4333.900146484375,-1029.7000122070312,255.0,0.0,,-0.5825424021789127,1.6157481112055718,0.48222887960220645,True,1,False,2,151.0,False,,bf81d8692db,games5425898691,19.0,-3451.340087890625,-3522.169921875,17.010000228881836,1814.1999816894531,-19945.50048828125,2.0999999344348907,-0.19999999552965164,3.400000035762787,937.3999786376953,255.0,151.0,,-0.009593054607238909,-1.6936236385689758,0.0001236135827729484,True,31.0,False,6,False,6,,ManBearPig,76561198029272896,14,3536.77001953125,4169.0,19.8799991607666,12199.300537109375,9578.400268554688,642.3999786376953,1272.7999877929688,-1480.3999328613281,-1808.9999389648438,255.0,0.0,False,0.03045068391473864,2.5116674033220634,0.012112746827682526,True,False,194.4140214535498,True,False,False,,OptimisT,76561198207331420,14.0,-1260.300048828125,4772.3798828125,17.049999237060547,14344.69970703125,10204.199829101562,2.800000011920929,-4.1999998688697815,-3.0000001192092896,-849.1000366210938,128.0,0.0,,-0.016858464689105488,2.522727862320907,-0.00013258183841506952,True,6,255.0,False,6,False,
2,505,12.0,False,False,0,10126.754728492371,3739.239990234375,-3863.64990234375,126.1500015258789,6386.300048828125,15145.30029296875,303.799991607666,-858.0999755859375,-5382.19970703125,-2508.9999389648438,0.0,0.55807566513335,-0.7982905593909333,2.771654607185961,76561198029272896,ManBearPig,14.0,3661.60009765625,-4013.159912109375,18.84000015258789,9603.200073242188,10527.900390625,3.400000035762787,98.90000343322754,-13.200000524520874,-793.1999969482422,255.0,128.0,False,0.01902492427820914,0.7729333355732999,-0.016250105295295504,True,4,False,4,218.0,False,,76561198207331420,OptimisT,14.0,186.80999755859375,-5162.81982421875,17.040000915527344,-4487.5,-1924.4000244140625,3.8999998569488525,0.5000000074505806,-0.09999999776482582,0.0,128.0,128.0,,0.016734049136481896,0.4051295086370351,-3.834645808452946e-05,True,255.0,False,6,False,6,,enpitsu,76561198039309853,27,-2598.56005859375,476.7699890136719,17.049999237060547,12197.7001953125,7058.800048828125,2.5999999046325684,-0.5999999865889549,-0.09999999776482582,-123.29999923706055,255.0,128.0,False,0.016762335725276852,0.5113406860500549,0.00010464113347815307,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3662.81005859375,-2748.590087890625,43.0,2782.3001098632812,-22582.5,3160.7998657226562,-236.29999160766602,-52.10000038146973,1481.3999938964844,255.0,128.0,,0.0059917782010989636,-1.3402626322014797,0.000255948075808087,True,6,177.0,False,8,False,
3,547,13.0,False,False,0,8544.118828033254,3932.5,-1908.93994140625,127.45999908447266,-9975.599975585938,15245.899658203125,-3710.5999755859375,-1848.0999755859375,4501.9000244140625,-1664.1000366210938,0.0,-0.775844521849127,-3.0551778513417704,-1.2075164469502953,76561198029272896,ManBearPig,14.0,4058.909912109375,-1974.8399658203125,168.27999877929688,-2922.3001098632812,12682.2998046875,-8588.699951171875,-1266.8000030517578,4728.699951171875,503.1999969482422,255.0,128.0,False,0.6388094646384954,1.9007398149353065,-1.0840344790065628,True,4,False,4,185.0,False,,76561198207331420,OptimisT,14.0,269.1600036621094,-4714.43017578125,17.040000915527344,3102.2000122070312,9390.900268554688,3.8999998569488525,0.0,0.7000000029802322,0.09999999776482582,255.0,128.0,,0.01666621916958272,1.251767365526437,-6.16317042688093e-05,True,255.0,False,6,False,6,,enpitsu,76561198039309853,27,-964.8200073242188,1679.800048828125,17.049999237060547,4455.10009765625,13374.7998046875,2.5,0.09999999776482582,0.7999999821186066,3.400000035762787,255.0,128.0,False,0.016767718116836406,1.249731526164201,-7.185784546169507e-05,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3969.010009765625,-3928.5,124.08000183105469,3107.9000854492188,10211.099853515625,-1399.7999572753906,-555.2000045776367,828.7000274658203,1835.5999755859375,255.0,254.0,,0.12137896996491844,1.2489934014208746,-0.9791094988608754,True,6,110.41378912361719,True,8,False,
4,561,14.0,False,False,0,7690.835456163564,3465.949951171875,-1194.219970703125,96.52999877929688,-12120.999755859375,18723.900146484375,1235.8000183105469,-2383.8999938964844,2563.9999389648438,-1622.2000122070312,0.0,0.8550927488259297,1.0253576573052234,-0.07036619820002613,76561198029272896,ManBearPig,14.0,3546.389892578125,-1331.949951171875,18.190000534057617,-13225.6005859375,14099.49951171875,-24.40000057220459,342.00000762939453,547.9000091552734,-823.7000274658203,255.0,,,0.008800893711786252,2.3162074097997563,0.003785041730611369,True,4,False,4,147.45338487368758,True,,76561198207331420,OptimisT,14.0,469.7300109863281,-4107.25,17.040000915527344,3888.699951171875,11773.1005859375,3.8999998569488525,-0.09999999776482582,0.5999999865889549,0.0,255.0,,,0.016692452893830163,1.2517676864748208,-4.266688551329995e-05,True,255.0,False,6,False,6,,enpitsu,76561198039309853,27,-763.5800170898438,2341.780029296875,17.049999237060547,2345.500030517578,13866.300048828125,2.5999999046325684,-0.7999999821186066,-5.600000023841858,879.7000122070312,255.0,128.0,,0.0167509220820688,1.448961341259156,-6.629135807231539e-05,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3980.659912109375,-3123.47998046875,65.30999755859375,-1693.8999938964844,17206.8994140625,-1130.5000305175781,-198.89999389648438,862.3999786376953,95.9000015258789,255.0,183.0,,0.07115889839984457,1.659054439852866,-0.6309977629138048,True,6,110.45338487368758,True,8,False,
5,580,14.0,False,False,0,6155.216264551611,2634.169921875,97.72000122070312,94.58999633789062,-11038.399658203125,17383.199462890625,212.70000457763672,-4964.100036621094,298.50000381469727,-1622.2000122070312,0.0,-0.012519363025192975,-2.716703343715208,-1.9533260277528757,76561198029272896,ManBearPig,14.0,2743.81005859375,-112.18000030517578,18.329999923706055,-6637.2998046875,20500.90087890625,3.0000001192092896,0.19999999552965164,-0.5999999865889549,-122.79999732971191,255.0,128.0,,0.017070353418067185,1.8704901162483512,8.494830757408111e-05,True,4,False,4,122.0,False,,76561198207331420,OptimisT,14.0,467.5400085449219,-3156.010009765625,17.040000915527344,-2107.5,17146.400146484375,-0.19999999552965164,-0.09999999776482582,0.7000000029802322,2.199999988079071,255.0,128.0,,0.016780759986624788,1.693393581564809,-4.0269927773634973e-05,True,214.27622369540634,True,6,False,6,,enpitsu,76561198039309853,27,-684.8400268554688,3313.31005859375,17.049999237060547,984.3000030517578,14066.99951171875,2.5999999046325684,0.0,0.5000000074505806,0.0,255.0,128.0,,0.01676310156443104,1.5009476026260118,-4.3716242963588253e-05,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3777.429931640625,-1741.6099853515625,16.829999923706055,-3421.199951171875,22744.09912109375,28.900001049041748,4.799999892711639,-84.79999542236328,-1.5999999642372131,255.0,128.0,,0.008963410752698886,1.7199202271859237,0.005573696447886398,True,6,50.87936342659819,True,8,False,
6,586,15.0,False,False,0,5714.505956565029,2398.110107421875,470.4800109863281,93.19999694824219,-10667.2998046875,16930.30029296875,94.20000076293945,-5763.900146484375,-507.59998321533203,-1587.1000671386719,0.0,-0.19794944804367573,3.017261002960112,-0.828358235345544,76561198029272896,ManBearPig,14.0,2596.489990234375,368.45001220703125,18.329999923706055,-6192.7001953125,20634.69970703125,3.0000001192092896,0.09999999776482582,0.0,-6.600000262260437,255.0,128.0,,0.017070562335960392,1.8615854527571993,8.943077439394302e-06,True,4,False,4,122.0,False,,76561198207331420,OptimisT,14.0,430.5799865722656,-2855.89990234375,17.040000915527344,-2316.0000610351562,18784.89990234375,-0.19999999552965164,-0.09999999776482582,0.7000000029802322,0.09999999776482582,255.0,128.0,,0.016780762171505873,1.6934943636725772,-3.9424484287717974e-05,True,195.5397247242671,True,6,False,6,,enpitsu,76561198039309853,27,-659.3599853515625,3664.77001953125,17.049999237060547,1396.199951171875,13997.80029296875,3.0000001192092896,-0.29999999329447746,-4.900000095367432,-938.3999633789062,255.0,0.0,True,0.01676172211246232,1.4799806363209185,-0.00021945034166113476,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3720.360107421875,-1362.1199951171875,17.0,-3424.5001220703125,22742.7001953125,3.4999999403953552,0.0,-5.899999737739563,19.700000286102295,255.0,136.0,,0.00954742675591005,1.7200292091762488,0.00031588542022429066,True,6,5.0,False,9,False,
7,606,15.0,False,True,0,4340.124951065345,1669.8399658203125,1639.550048828125,93.13999938964844,-9440.30029296875,15302.5,0.0,-5509.0997314453125,-2230.399932861328,-821.2999725341797,0.0,0.03149858764598767,-2.115306320551997,-2.579203564236096,76561198029272896,ManBearPig,14.0,1837.8900146484375,1741.4000244140625,18.329999923706055,-12190.0,17353.00048828125,3.0000001192092896,-0.09999999776482582,0.0,2.0999999344348907,255.0,128.0,,0.01705233945815567,2.1834436682261202,-1.1246079743916904e-07,True,4,False,4,122.0,False,,76561198207331420,OptimisT,14.0,244.8300018310547,-1351.2099609375,17.040000915527344,-2396.9000244140625,19440.899658203125,3.700000047683716,0.0,0.3999999910593033,0.09999999776482582,255.0,128.0,,0.016780762171505873,1.6934943636725772,-3.9424484287717974e-05,True,198.0,False,6,False,6,,enpitsu,76561198039309853,27,-300.30999755859375,4480.009765625,17.049999237060547,6792.60009765625,8342.80029296875,2.7000001072883606,1.0999999940395355,1.0000000149011612,-3289.4000244140625,255.0,128.0,False,0.01673742486172046,-0.5148203148583821,-1.5725863105420437e-05,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3385.7099609375,379.2799987792969,87.29000091552734,-4490.7000732421875,22347.80029296875,-141.30000114440918,-5202.8997802734375,-1778.5000610351562,128.80000114440918,255.0,128.0,,-1.1729712016465412,-0.8447779026322094,2.764538075528912,True,7,255.0,False,10,False,
8,619,16.0,False,True,0,3521.710357779638,1239.6600341796875,2339.75,93.13999938964844,-8692.2998046875,14198.00048828125,0.0,-5331.400146484375,-2705.4000854492188,-506.19998931884766,0.0,0.04060843286184797,3.0106918942304715,0.1938870009859806,76561198029272896,ManBearPig,14.0,1294.18994140625,2455.6298828125,18.329999923706055,-15244.000244140625,14328.399658203125,3.4999999403953552,0.7999999821186066,-0.5999999865889549,1872.5,255.0,255.0,,0.017075323431621,2.4485935875600395,0.00012679473436173638,True,4,False,4,122.0,False,,76561198207331420,OptimisT,14.0,54.04999923706055,-552.47998046875,17.040000915527344,-8395.399780273438,17264.100341796875,3.799999952316284,-0.09999999776482582,0.29999999329447746,373.8999938964844,255.0,128.0,,0.016783154605535425,2.0579534163598017,-0.00018453327258893226,True,198.0,False,6,False,6,,enpitsu,76561198039309853,27,-100.11000061035156,4632.18017578125,17.049999237060547,1093.7000274658203,-2363.5000610351562,3.1999999284744263,1.0000000149011612,-2.7000001072883606,-775.5999755859375,255.0,128.0,False,0.016585574819193552,-1.273098857128129,-4.331413297081473e-05,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3163.85009765625,1481.1600341796875,25.010000228881836,-4769.700012207031,22385.80078125,-2263.699951171875,-2871.400146484375,-1458.9999389648438,-462.99999237060547,255.0,183.0,,-0.13075956171438763,1.763372001113984,0.06010167935227163,True,8,245.59753103922773,True,10,False,
9,622,16.0,False,True,0,3317.0742607264356,1132.27001953125,2515.2900390625,93.13999938964844,-8501.900024414062,13906.99951171875,0.0,-5297.39990234375,-2781.7999267578125,-444.70001220703125,0.0,0.4536835179373166,3.117326137026797,0.8507194291349901,76561198029272896,ManBearPig,14.0,1146.510009765625,2572.02001953125,18.329999923706055,-16754.49951171875,11231.099853515625,3.4999999403953552,0.0,-0.5000000074505806,1968.9999389648438,128.0,255.0,,0.01710988379603516,2.6258121597412387,3.4221043412957416e-05,True,4,False,4,122.0,False,,76561198207331420,OptimisT,14.0,-101.05999755859375,-255.0,17.040000915527344,-8512.19970703125,17137.099609375,4.099999964237213,0.19999999552965164,-0.3999999910593033,-1290.8999633789062,255.0,0.0,,0.016780891753574743,2.0227406176208693,-0.0002912732209545638,True,198.0,False,6,False,6,,enpitsu,76561198039309853,27,-93.94999694824219,4615.66015625,17.049999237060547,1046.2999725341797,-3167.9998779296875,2.7000001072883606,0.19999999552965164,-0.9000000357627869,-297.00000762939453,255.0,128.0,False,0.0165880290065249,-1.3004618906013186,9.229620963816287e-05,True,2,151.0,False,2,False,,games5425898691,bf81d8692db,19.0,3117.6298828125,1686.8800048828125,15.9399995803833,-5356.300048828125,22344.29931640625,56.500000953674316,16.699999570846558,-34.100000858306885,1165.5000305175781,255.0,236.0,,0.012055624051301879,1.8156049624912023,-0.0012073743122696832,True,8,242.0,False,10,False,
