,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,179,0,False,False,1,5150.336950400151,-14.649999618530273,70.80999755859375,90.5199966430664,-11549.100341796875,-6802.1002197265625,1274.1000366210938,-2342.5999450683594,418.49998474121094,670.4000091552734,1.0,0.06188837648377787,-0.291669128484973,0.1619687442631491,76561198021531407,Strootman88,8.0,25.3799991607666,-86.80000305175781,126.18000030517578,6280.9002685546875,8615.800170898438,4193.399963378906,-391.30001068115234,4984.2999267578125,2291.7999267578125,255.0,11.0,,-0.22007498092430205,1.417002931070003,0.6586028324596509,True,31.0,False,4,False,3,,76561197991253998,Poppo,10.0,-0.0,-2774.2900390625,17.010000228881836,-0.0,13011.700439453125,2.0999999344348907,-0.29999999329447746,-0.0,0.0,255.0,,,-0.009529149764070306,1.5707884791259306,3.775419120473736e-08,False,False,116.0,False,False,False,,enpitsu,76561198039309853,27.0,46.630001068115234,241.32000732421875,120.33999633789062,3083.2000732421875,-22647.39990234375,502.40001678466797,4207.5,3420.4000854492188,920.5999755859375,255.0,255.0,,-0.8477996964253589,-1.0083548014058237,-1.1412893873635688,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,17.0,-2837.590087890625,3907.02001953125,17.010000228881836,-13017.5,15404.49951171875,2.3000000417232513,-0.29999999329447746,0.19999999552965164,-1999.4000244140625,255.0,0.0,,-0.009595079171360824,0.9451476793931857,-3.980830382739773e-05,True,False,False,False,255.0,False,
1,225,1,False,False,1,6216.464995246035,-1651.9000244140625,-530.3300170898438,93.1500015258789,-7885.8001708984375,-2554.2999267578125,0.0,944.3000030517578,-5130.2001953125,-2964.5001220703125,1.0,-1.490852425407841,-0.9578073059506919,-2.754083231369912,76561197991253998,Poppo,10.0,-1499.6099853515625,-734.2899780273438,17.010000228881836,-17173.299560546875,14149.200439453125,1.899999976158142,-3.799999952316284,3.700000047683716,-85.29999732971191,255.0,205.0,,-0.009600443930486749,0.7421880309772453,0.00022962271737610748,False,31.0,False,False,False,False,,76561198021531407,Strootman88,8.0,1265.0,30.290000915527344,16.989999771118164,12765.10009765625,-3727.9000854492188,2.3000000417232513,3.100000023841858,-0.7000000029802322,642.2000122070312,255.0,197.0,,-0.009559730363938358,-2.854446847776889,2.9756257755649345e-05,True,False,12.69319581216381,True,4,4,,enpitsu,76561198039309853,27.0,-203.35000610351562,-47.060001373291016,17.040000915527344,-9870.499877929688,-2140.8999633789062,3.8999998569488525,0.29999999329447746,-0.0,-295.5999946594238,255.0,128.0,,-0.01667834855994766,-0.18766137579333336,0.00017694913152663434,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-1825.47998046875,5064.080078125,70.68000030517578,4153.999938964844,1214.800033569336,1225.1000213623047,1067.3999786376953,-123.99999618530273,-579.1999816894531,0.0,128.0,,-0.3796218617315314,-0.4418008474338675,-0.8310317886216253,True,False,False,False,255.0,False,
2,360,6,False,False,0,9693.80428021629,871.9600219726562,-4391.22021484375,101.4000015258789,6631.099853515625,6799.1998291015625,5453.699951171875,4513.0999755859375,-2485.399932861328,-3074.8001098632812,0.0,-0.038235837414145754,3.0152100043451004,1.166796066081089,bf81d8692db,games5425898691,17.0,758.4000244140625,-4513.25,16.1200008392334,-719.4000244140625,6890.4998779296875,-308.8999938964844,-44.000000953674316,-301.00000381469727,-1377.2999572753906,255.0,24.0,,0.014479517161779653,1.5567957212620844,-0.01006595967751735,True,245.62480016421247,True,False,False,False,,76561198039309853,enpitsu,27.0,1165.8800048828125,-4560.5,17.059999465942383,1797.1000671386719,-2842.6998901367188,1.1999999731779099,1.8000000715255737,1.5000000596046448,86.99999809265137,255.0,128.0,False,0.016935640931058555,2.151342830446417,-7.708663021495798e-05,True,False,48.0,False,4,4,,Poppo,76561197991253998,10.0,1482.1800537109375,-4596.4501953125,16.989999771118164,-5175.2001953125,11841.400146484375,3.0000001192092896,-2.7000001072883606,-4.000000059604645,2326.9000244140625,255.0,255.0,,0.009325388919267678,2.046466923219483,0.00013323430145576102,True,59.05111391313612,True,4,False,False,,Strootman88,76561198021531407,8.0,-1061.8499755859375,-955.5700073242188,16.989999771118164,16505.899658203125,6667.0001220703125,4.799999892711639,-0.9000000357627869,-0.19999999552965164,1824.9000549316406,255.0,253.0,False,0.009595820424196128,0.43828979951941477,0.00011984262031365512,True,6,False,6,221.0,False,
3,451,9,False,False,1,4274.483193766858,-2629.75,2723.330078125,101.13999938964844,-5614.0997314453125,27952.19970703125,4679.100036621094,-1758.3000183105469,-4311.600036621094,3783.900146484375,1.0,-0.3378481933442692,-0.312771276658474,-0.9205890890526338,76561198021531407,Strootman88,8.0,-2580.989990234375,2451.56005859375,46.189998626708984,-7276.500244140625,21542.099609375,3462.3001098632812,-0.0,0.5999999865889549,-158.100004196167,255.0,128.0,False,-0.009565646089455607,1.2702205714816643,0.00022161649533073945,True,127.0,False,8,False,6,,76561197991253998,Poppo,10.0,-98.33000183105469,906.4400024414062,120.95999908447266,1447.5,-17865.400390625,-157.70000457763672,4902.200012207031,-2243.699951171875,-1087.9000091552734,255.0,128.0,False,-0.053536045077358985,2.5517801353438765,-2.940594931642306,True,False,76.0,False,6,3,,enpitsu,76561198039309853,27.0,-2277.489990234375,3075.6298828125,72.63999938964844,-17511.400146484375,-7995.30029296875,2922.60009765625,1322.4000549316406,-2895.7998657226562,0.09999999776482582,255.0,128.0,False,-0.1219832118972574,-0.42832490703765547,5.28694441120144e-05,True,0.0,False,6,False,5,,games5425898691,bf81d8692db,17.0,777.4299926757812,1050.6700439453125,17.010000228881836,11623.499755859375,5070.7000732421875,2.3999999463558197,-0.09999999776482582,-0.0,2320.2999877929688,255.0,255.0,,-0.009553128161491762,2.6632397258341114,1.3918639940204631e-05,True,False,False,False,243.0,False,
4,510,12,False,False,0,9332.045686277763,961.52001953125,-4005.31005859375,158.8800048828125,20081.800537109375,5590.5999755859375,13955.699462890625,-1400.5999755859375,-5663.800048828125,1399.4999694824219,0.0,-0.6993780365127181,-1.9890148301763038,2.496524193224809,bf81d8692db,games5425898691,17.0,821.77001953125,-4026.820068359375,58.11000061035156,19110.10009765625,-3853.599853515625,972.6999664306641,-3841.300048828125,1874.9000549316406,3460.8999633789062,255.0,128.0,,0.06651598686493126,-0.09450467774633015,-0.07569799444680904,True,114.0,False,4,False,3,,76561198039309853,enpitsu,27.0,3912.340087890625,-3295.5400390625,29.790000915527344,-7188.3001708984375,-12713.399658203125,-2245.399932861328,351.50001525878906,3172.0999145507812,-1524.2999267578125,255.0,0.0,False,0.17750538267194535,-2.125701148167047,0.26977051440521566,True,False,1.0,False,6,6,,Poppo,76561197991253998,10.0,974.77001953125,108.87000274658203,17.010000228881836,5658.2000732421875,-10454.100341796875,2.3999999463558197,-0.19999999552965164,0.5999999865889549,2326.4999389648438,255.0,255.0,False,0.009558754808433234,-1.0182259340281137,4.571944861954239e-05,True,76.0,False,6,False,4,18.0,Strootman88,76561198021531407,8.0,3312.56005859375,-4556.72021484375,128.66000366210938,-4378.2000732421875,-1074.800033569336,-3032.9000854492188,3896.400146484375,-3255.4000854492188,2114.1000366210938,255.0,11.0,False,1.1354530567250598,-0.045221986814406,-2.3938120828510288,True,6,False,8,127.0,False,
5,601,15,False,False,0,8247.572395314179,2036.4599609375,-2568.639892578125,475.32000732421875,-10963.299560546875,13936.500244140625,3730.8999633789062,2251.699981689453,3134.5999145507812,-4593.800048828125,0.0,0.051910022007420585,-2.3872856423348146,-0.7988338207657785,bf81d8692db,games5425898691,17.0,2077.469970703125,-2649.419921875,315.9200134277344,-14382.2998046875,12074.49951171875,137.2000026702881,1499.2999267578125,-2137.5,-4840.7000732421875,255.0,128.0,,-0.7013777060398089,1.9839675471947855,-1.8180567771120903,True,13.155793600184936,True,6,False,5,,76561198039309853,enpitsu,28.0,471.6499938964844,-5122.10986328125,44.41999816894531,-6553.3001708984375,-396.19998931884766,-79.00000095367432,2113.0999755859375,68.60000133514404,-959.4000244140625,128.0,128.0,,-0.013839357571350823,3.118388273365549,1.3763407332320248,True,False,255.0,False,6,6,,Poppo,76561197991253998,10.0,2032.8199462890625,-1030.6400146484375,61.400001525878906,-6893.4002685546875,-19344.200439453125,3799.4000244140625,-889.4000244140625,286.200008392334,240.10000228881836,255.0,113.0,False,-0.029322486795052862,-1.8698942181240472,-0.0005278462096214001,True,31.444163330139652,True,7,False,4,,Strootman88,76561198021531407,8.0,3559.5,-564.0399780273438,68.2699966430664,844.1999816894531,20499.49951171875,-1999.9000549316406,-2126.1000061035156,-251.10000610351562,313.1999969482422,255.0,128.0,,-0.38498647912570183,1.4372439067406682,0.2325728599508663,True,8,False,10,0.0,False,
6,663,17,False,False,0,4892.706156422799,-192.60000610351562,298.1199951171875,244.41000366210938,2432.100067138672,13814.3994140625,9993.599853515625,-4955.7000732421875,-3356.199951171875,420.09998321533203,0.0,-0.06089691844670219,2.1740255489873306,2.291331226338034,bf81d8692db,games5425898691,17.0,-287.94000244140625,192.80999755859375,94.76000213623047,3951.7999267578125,2730.2999877929688,3867.0999145507812,3325.0,1394.7000122070312,-3034.89990234375,255.0,0.0,,-0.05403533209436291,0.818723174407375,0.269894751714215,True,40.0,False,8,False,7,,76561198039309853,enpitsu,27.0,-947.3900146484375,-3173.610107421875,17.059999465942383,-18317.80029296875,3688.9999389648438,1.4000000059604645,3.4999999403953552,-0.5999999865889549,-659.4999694824219,255.0,0.0,,0.016763167470641962,2.9668010834542105,-0.00034776535041928115,True,False,221.0,False,6,6,,Poppo,76561197991253998,10.0,-1022.9299926757812,-4609.240234375,17.010000228881836,-16570.400390625,4363.0999755859375,2.3999999463558197,0.19999999552965164,-0.3999999910593033,-1958.699951171875,255.0,0.0,False,0.009565219474582007,2.8163552373829077,2.1539095967317096e-05,False,0.0,False,8,False,6,,Strootman88,76561198021531407,8.0,1222.68994140625,2925.68994140625,17.010000228881836,1441.0000610351562,19895.999755859375,2.0000000298023224,0.0,1.1999999731779099,949.1999816894531,255.0,248.0,True,0.009579589541388512,1.478173718606611,0.0003732664384331476,True,8,False,10,208.0,False,
7,738,20,False,False,1,9157.73060028376,-402.3900146484375,-3925.219970703125,491.7699890136719,12731.8994140625,-4595.799865722656,-2790.8999633789062,4470.0,3607.0999145507812,-1734.1999816894531,1.0,0.7821087531142781,1.019974341332717,-0.9722713421248327,76561198021531407,Strootman88,8.0,-603.0999755859375,-3958.469970703125,450.04998779296875,2068.5000610351562,-2058.5000610351562,-890.5999755859375,2330.2999877929688,2491.1000061035156,-2830.7000732421875,128.0,128.0,False,-0.36325436057733074,-2.8461307611619753,0.21470459500945754,True,133.3044903970534,True,12,False,8,,76561197991253998,Poppo,10.0,2381.1298828125,2191.030029296875,17.010000228881836,-8529.199829101562,-20107.2998046875,-0.29999999329447746,-0.0,-0.7000000029802322,5.400000214576721,255.0,128.0,False,-0.009583432797602227,-1.1703271487269167,-3.7681705588550946e-05,True,False,139.10855941875005,True,8,6,,enpitsu,76561198039309853,27.0,112.19000244140625,-180.72999572753906,17.059999465942383,-5622.7001953125,-12859.7998046875,1.1999999731779099,0.09999999776482582,-0.3999999910593033,2.3000000417232513,128.0,128.0,,-0.016828837403467724,-1.1589380653794703,-3.1390262559463005e-05,True,252.0,False,6,False,6,,games5425898691,bf81d8692db,17.0,70.80000305175781,-1924.2099609375,17.010000228881836,1494.6000671386719,-12613.00048828125,2.0999999344348907,-0.09999999776482582,1.0000000149011612,352.20001220703125,255.0,128.0,,-0.009565164905943462,-1.7195145227105189,-0.00012899256652633932,True,8,False,8,70.0,False,
8,789,22,False,False,0,803.9812898377799,-1597.550048828125,4747.2998046875,216.1300048828125,-735.1999664306641,20197.099609375,6558.900146484375,-1485.2000427246094,-5075.4998779296875,-1659.1999816894531,0.0,0.5828685912480571,-0.428263674645027,-0.7034649291282558,bf81d8692db,games5425898691,17.0,-1675.9100341796875,4632.759765625,110.45999908447266,-9449.099731445312,19307.5,2649.89990234375,2490.2000427246094,2861.4999389648438,-3982.39990234375,255.0,6.0,,-0.23758774762111193,1.258914630800582,0.09984907982815316,True,0.0,False,10,False,8,,76561198039309853,enpitsu,27.0,-1029.6199951171875,1635.93994140625,17.059999465942383,-13091.800537109375,-3425.1998901367188,1.1999999731779099,-1.1999999731779099,0.0,76.90000057220459,255.0,128.0,,0.01676318699896632,-2.876380779427036,-0.00012064729331283286,True,False,252.0,False,6,6,,Poppo,76561197991253998,10.0,-1005.8800048828125,1805.5400390625,17.010000228881836,15493.699951171875,15116.700439453125,2.199999988079071,-3.799999952316284,-3.6000001430511475,1282.2999572753906,255.0,128.0,False,0.009586328055631579,0.8055754049192931,0.00027876600513189324,True,79.0,False,8,False,6,,Strootman88,76561198021531407,8.0,-1100.25,4841.259765625,19.459999084472656,-17770.400390625,2260.2999877929688,2961.199951171875,-0.09999999776482582,-0.09999999776482582,188.4000015258789,255.0,139.0,False,0.00956969451841863,3.021078885198304,-3.147192030851212e-05,True,8,False,13,0.0,False,
9,835,23,False,False,0,2107.4150003303102,-1742.6400146484375,3210.1298828125,196.5,18833.800048828125,13577.80029296875,-216.00000381469727,-2373.000030517578,381.19998931884766,-5497.5,0.0,0.033251768744462055,2.1040092344171044,2.3828238393826906,76561198039309853,enpitsu,27.0,-1859.0,3048.010009765625,158.47999572753906,-1040.4000091552734,18500.999755859375,3032.3001098632812,-1549.6000671386719,-5260.999755859375,412.20001220703125,,128.0,,0.03428824132399221,1.3158649249503647,-0.656956703028718,True,190.0,False,8,False,7,,bf81d8692db,games5425898691,17.0,-1607.1600341796875,4556.60986328125,17.010000228881836,-3046.9000244140625,-9982.899780273438,2.5999999046325684,0.0,-0.7999999821186066,-2377.7999877929688,255.0,0.0,,0.009536192634746874,-1.9197992726852113,-4.654565035264275e-05,True,False,,False,10,8,,Poppo,76561197991253998,10.0,315.6499938964844,4683.2099609375,17.010000228881836,-6137.19970703125,15695.899658203125,2.8999999165534973,0.29999999329447746,0.0,3508.0999755859375,255.0,255.0,False,0.009602798112428305,2.5493634274702806,6.533659757105241e-05,True,110.0,False,8,False,6,,Strootman88,76561198021531407,8.0,-3131.469970703125,4707.83984375,40.0099983215332,-3939.1000366210938,-7533.2000732421875,-1177.2000122070312,-668.0999755859375,-968.3999633789062,-143.29999923706055,255.0,132.0,,0.12721609651124482,-2.046537538739655,-0.41036021991606364,True,8,False,14,,False,
