,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,172,0.0,False,False,0,5148.7988470192195,-163.10000610351562,43.630001068115234,96.45999908447266,-32019.29931640625,-3554.5001220703125,3227.5,52.199997901916504,-5099.800109863281,-3160.4998779296875,0.0,-0.09200472852984462,-0.009980164657468852,-0.41898933255502296,76561198092728146,Foxy,7.0,-35.59000015258789,-17.18000030517578,146.8300018310547,-9668.200073242188,10107.80029296875,2429.7999572753906,-4015.2999877929688,-3635.8999633789062,-952.5,239.0,255.0,True,-0.1191234417574444,0.7235117245449736,-2.030757174905553,True,3,4,False,0.0,False,,76561198058902485,? Saint Kamtar?,10.0,-2696.6298828125,-4273.85009765625,17.010000228881836,-20946.69921875,-249.40000534057617,2.3999999463558197,-0.19999999552965164,0.0,-2050.800018310547,255.0,0.0,True,0.00957258038132196,3.0950564337663256,-0.00024975933802291067,True,0.0,False,False,False,False,,enpitsu,76561198039309853,25,-0.9300000071525574,2616.659912109375,17.049999237060547,-436.19998931884766,-12748.399658203125,3.100000023841858,-0.09999999776482582,5.799999833106995,-994.8000335693359,255.0,0.0,,0.0167456398435144,-1.592945557893754,-0.0002007239855543945,True,2,2,146.0,False,False,,games5425898691,bf81d8692db,24.0,-7.900000095367432,121.94999694824219,97.95999908447266,106.30000114440918,-13620.6005859375,-116.70000076293945,4287.200012207031,-2561.7999267578125,-2303.6000061035156,128.0,105.0,,1.5172043435298208,-0.9435911024482337,1.283985192664791,True,0.0,False,4,False,3,
1,236,2.0,False,False,0,6348.05590229142,-3604.31005859375,-601.3300170898438,1485.1099853515625,17909.599609375,3213.699951171875,9423.900146484375,1142.300033569336,-4118.599853515625,-4210.799865722656,0.0,-1.2249596923465422,-2.1701807291341204,1.4919022649271918,76561198058902485,? Saint Kamtar?,10.0,-3769.89990234375,-670.8099975585938,1403.969970703125,11405.899658203125,17534.000244140625,2715.5999755859375,-303.8999938964844,4615.400085449219,2975.7000732421875,128.0,0.0,False,-0.5350784082152817,1.6193553394594669,2.765065285373609,True,3,4,False,98.0,False,,76561198092728146,Foxy,7.0,-2970.02001953125,260.6199951171875,17.020000457763672,-12198.800048828125,-6929.4000244140625,0.7999999821186066,-1.0000000149011612,-0.7000000029802322,-506.1000061035156,222.0,119.0,False,0.009578035654540778,-2.6307228777092364,-0.00010266561434391388,True,0.0,False,4,False,4,,enpitsu,76561198039309853,25,-2611.1298828125,3601.0400390625,17.049999237060547,-17116.99951171875,14344.69970703125,2.7000001072883606,4.600000083446503,-3.799999952316284,-486.30001068115234,255.0,0.0,False,0.016784358304192913,2.446803045487601,-5.8513496573226895e-05,True,2,2,60.0,False,False,,games5425898691,bf81d8692db,24.0,1736.22998046875,-676.6400146484375,92.55000305175781,16501.300048828125,4294.599914550781,-168.29999923706055,-1004.3000030517578,5407.2998046875,-39.40000057220459,255.0,128.0,,1.0097448165455882,-2.9464946253412414,-3.1281207239247903,False,0.0,False,6,False,5,
2,383,7.0,False,False,1,6650.8117375805605,-2609.2099609375,-512.1500244140625,242.8000030517578,9090.599975585938,14946.800537109375,5869.89990234375,2472.899932861328,-2455.800018310547,-4883.900146484375,1.0,-0.030594145607076993,-2.2746860778701317,-2.2502697538840577,76561198039309853,enpitsu,25.0,-2703.39990234375,-580.280029296875,125.70999908447266,-4537.300109863281,19212.39990234375,2426.4999389648438,-5494.4000244140625,7.699999809265137,-247.00000762939453,255.0,0.0,,-0.8356570576514625,1.621728427082919,-0.05157414033376178,True,3,4,False,211.0,False,,bf81d8692db,games5425898691,24.0,-1511.719970703125,922.0499877929688,468.010009765625,2775.1998901367188,13878.199462890625,-2800.7000732421875,-142.89999961853027,-333.8999938964844,-539.900016784668,255.0,128.0,,0.9722078025914926,1.2437030864696619,-0.2945905875625777,True,149.0,False,8,False,8,,? Saint Kamtar?,76561198058902485,11,-3696.219970703125,-3260.929931640625,17.010000228881836,-4937.39990234375,22463.701171875,0.0,-0.0,-0.0,-1981.4999389648438,255.0,0.0,,-0.00959633444231398,1.4334695740795793,1.756913459072626e-05,True,4,4,217.35212042767512,True,False,,Foxy,76561198092728146,6.0,-1150.1400146484375,4455.490234375,17.020000457763672,-11832.2998046875,-4385.5999755859375,0.9000000357627869,-0.7000000029802322,-0.09999999776482582,-242.09999084472656,215.0,128.0,False,-0.009575737520585447,-0.3340432119361601,8.800069138891431e-05,True,198.0,False,4,False,4,
3,433,9.0,False,False,0,7448.033545788855,986.97998046875,-2066.080078125,234.1300048828125,-20952.2998046875,26609.69970703125,1541.0000610351562,-274.0999984741211,1703.8999938964844,766.8000030517578,0.0,0.5338278131380099,-2.6978129321123245,-3.0739381760430113,76561198092728146,Foxy,6.0,1065.5799560546875,-2256.469970703125,174.94000244140625,-11248.299560546875,19987.2998046875,1726.9000244140625,-787.6999664306641,-4434.200134277344,-3157.0001220703125,245.0,210.0,True,-0.14154715939852036,1.4707715716027507,-1.3049712573467875,True,5,6,False,125.8131356341865,True,,76561198058902485,? Saint Kamtar?,11.0,2831.929931640625,-798.7100219726562,17.010000228881836,-4847.699890136719,-22368.30078125,2.0999999344348907,0.0,-0.19999999552965164,0.5000000074505806,255.0,128.0,,0.009595757372177986,-1.784147162007371,-3.0036927086754708e-05,True,216.0,False,4,False,4,,enpitsu,76561198039309853,25,3298.6298828125,-1461.280029296875,17.040000915527344,-3890.8999633789062,6308.4002685546875,-0.29999999329447746,0.19999999552965164,-0.9000000357627869,-27.699999809265137,255.0,255.0,False,0.01663722846493984,2.120473010503002,6.184483880444402e-05,True,4,4,161.00356980549395,True,False,,games5425898691,bf81d8692db,24.0,789.52001953125,-2506.89990234375,17.010000228881836,-6525.8001708984375,4006.0000610351562,2.3999999463558197,0.0,0.0,-2486.7999267578125,255.0,0.0,,0.009521876786480261,2.5716277923831403,1.5659325513512097e-05,True,149.0,False,8,False,8,
4,578,14.0,False,False,0,2367.8570956809126,-3222.199951171875,4697.7998046875,1409.449951171875,17473.499755859375,7440.2001953125,-1003.3999633789062,-4021.400146484375,-3365.1998901367188,-957.7999877929688,0.0,-1.1757365339985024,2.789560982521033,-1.5025519281902042,76561198092728146,Foxy,6.0,-3407.320068359375,4625.580078125,1364.010009765625,11725.899658203125,7487.60009765625,-1061.500015258789,-1547.2000122070312,1548.0999755859375,0.0,238.0,6.0,,0.11630152001028131,0.7950586444890864,1.5719177973230345,True,6,7,False,66.0,False,,76561198058902485,? Saint Kamtar?,11.0,-1119.6600341796875,2109.72998046875,17.010000228881836,5556.5997314453125,8373.099975585938,2.3999999463558197,-0.19999999552965164,-0.7000000029802322,2327.4000549316406,255.0,255.0,,0.009550015921550147,1.0253759366441264,7.014847259039589e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,25,-268.7799987792969,4376.14990234375,17.040000915527344,-9941.199951171875,5695.2001953125,3.799999952316284,0.5000000074505806,-0.3999999910593033,0.0,128.0,128.0,,0.01684646983128841,2.621314523542073,5.469946804862751e-05,True,4,4,61.0,False,False,,games5425898691,bf81d8692db,24.0,444.8500061035156,5035.06005859375,16.989999771118164,-4169.100036621094,6165.5999755859375,5.0,0.19999999552965164,-2.0999999344348907,2356.6000366210938,128.0,255.0,,0.00951360694239572,2.171512172300838,0.00015118776206865569,True,60.0,False,10,False,10,
5,626,16.0,False,False,1,9596.2770955142,747.6199951171875,-4455.1298828125,475.3500061035156,9350.499877929688,24973.701171875,3223.900146484375,-680.2999877929688,-553.6999893188477,5935.4998779296875,1.0,-1.2991926207089601,-2.073769531026366,-2.7606170871102345,bf81d8692db,games5425898691,24.0,680.5399780273438,-4547.5498046875,357.95001220703125,11485.6005859375,3905.1998901367188,2728.3999633789062,1440.0,-1237.5,5161.7999267578125,255.0,101.0,,0.830267460439588,2.6945448272900907,0.6179713273335645,True,11,12,False,0.5673203929778099,True,,76561198039309853,enpitsu,25.0,765.5,-4680.1201171875,255.92999267578125,-1988.3999633789062,-258.29999923706055,-154.7000026702881,-547.0999908447266,-5341.6998291015625,-1190.199966430664,128.0,128.0,,-0.3930670011684683,1.2634778967764917,2.1949563708897553,True,13.0,False,6,False,5,,? Saint Kamtar?,76561198058902485,11,797.1900024414062,-4226.02001953125,317.80999755859375,-4425.199890136719,-14321.99951171875,3864.4000244140625,-1392.7999877929688,676.6999816894531,-1075.5999755859375,128.0,128.0,,0.6542124817056,-0.5559600695919799,0.19133566139544628,True,6,4,205.02985801748048,True,4,,Foxy,76561198092728146,6.0,1601.8900146484375,-5102.990234375,223.1300048828125,-2126.300048828125,2.5999999046325684,-14561.8994140625,-0.09999999776482582,-691.8000030517578,-1.5999999642372131,221.0,128.0,False,-1.4790555208413416,-0.10490881773151339,1.6754798706765013,True,66.0,False,8,False,6,
6,627,16.0,False,False,0,732.8422370980693,-782.6300048828125,4415.97998046875,518.1900024414062,-10945.30029296875,4251.499938964844,19160.6005859375,4441.300048828125,-1084.1000366210938,3885.7000732421875,0.0,1.1815824222793303,2.018284497097161,-3.051718532396619,76561198058902485,? Saint Kamtar?,11.0,-757.5499877929688,4341.10986328125,345.6700134277344,4923.399963378906,11962.7001953125,2107.7000427246094,5225.7000732421875,230.59999465942383,954.1999816894531,128.0,128.0,,-0.7880834671475466,0.31322891619841386,0.503449654270478,True,4,6,4,201.86277002416628,True,,76561198092728146,Foxy,6.0,-1601.8900146484375,5102.990234375,223.1300048828125,2126.300048828125,-2.5999999046325684,-14561.8994140625,0.09999999776482582,691.8000030517578,-1.5999999642372131,221.0,128.0,False,1.4790555208413416,0.10490881773151339,1.6754798706765013,True,66.0,False,8,False,6,,enpitsu,76561198039309853,25,-748.9000244140625,4682.2900390625,254.6300048828125,1988.3999633789062,258.29999923706055,-154.7000026702881,556.3000106811523,5341.6998291015625,-1185.999984741211,128.0,128.0,,0.5135042654113678,-1.6945493129348514,1.5417515797434505,True,6,6,13.0,False,False,,games5425898691,bf81d8692db,24.0,-680.5399780273438,4547.5498046875,357.95001220703125,-11485.6005859375,-3905.1998901367188,2728.3999633789062,-1440.0,1237.5,5161.7999267578125,255.0,101.0,,-0.830267460439588,-2.6945448272900907,0.6179713273335645,True,0.0,True,12,False,11,
7,694,19.0,False,False,0,2062.0495388868017,-2770.570068359375,4280.91015625,125.91000366210938,-4878.399963378906,12795.899658203125,12370.699462890625,5042.099914550781,-3187.60009765625,644.5999908447266,0.0,-1.2735459267988378,-1.6833555861299265,-2.5830424446693563,76561198092728146,Foxy,6.0,-2738.340087890625,4118.52978515625,48.709999084472656,-1068.3999633789062,8238.400268554688,3383.900146484375,3272.39990234375,-740.1000213623047,1261.1000061035156,255.0,178.0,False,-0.049725412097699415,1.6072810325923281,-0.013524866744619814,True,6,9,False,83.47639566339473,True,,76561198058902485,? Saint Kamtar?,11.0,-116.16999816894531,5439.009765625,67.94000244140625,1502.7999877929688,-11039.89990234375,3300.7998657226562,1026.6999816894531,192.60000228881836,283.99999618530273,255.0,128.0,,0.09659319932401561,-1.376724029880521,0.005825780337424877,True,176.11957841278402,True,8,4,4,,enpitsu,76561198039309853,25,-1579.530029296875,4639.8701171875,17.030000686645508,-10049.69970703125,5776.9000244140625,5.400000214576721,-3.0000001192092896,2.0000000298023224,108.90000343322754,255.0,255.0,True,0.016710906008267388,2.5882589745413047,0.0002518040667691026,True,6,6,0.0,False,False,,games5425898691,bf81d8692db,24.0,-3290.81005859375,4189.169921875,17.010000228881836,-3736.6000366210938,11218.399658203125,2.0999999344348907,-0.29999999329447746,1.5000000596046448,-1435.7000732421875,255.0,80.0,,0.009561083254667183,1.8281330712133064,0.00012924958847142275,True,255.0,False,12,False,12,
8,762,21.0,False,False,1,9004.796241377979,1799.449951171875,-3819.360107421875,542.02001953125,-8530.700073242188,20949.599609375,4722.799987792969,1640.7000732421875,5768.2000732421875,-188.60000610351562,1.0,-1.371536333608959,-2.8955766612263893,3.0791091001170234,bf81d8692db,games5425898691,24.0,1871.0699462890625,-3999.030029296875,376.8500061035156,-12564.000244140625,11695.6005859375,4576.400146484375,-3428.2998657226562,-2592.3001098632812,-978.1999969482422,255.0,111.0,,0.9662228553050544,0.1721140895149546,-0.6035345954475693,True,13,14,False,195.49390958201502,True,,76561198039309853,enpitsu,25.0,1632.5899658203125,-4107.93017578125,17.040000915527344,856.6000366210938,6240.10009765625,4.300000071525574,-0.0,0.29999999329447746,1972.5999450683594,128.0,0.0,False,-0.01670844145553837,-1.6569154566676527,9.6429932769633e-06,True,0.0,False,6,False,6,,? Saint Kamtar?,76561198058902485,11,1215.239990234375,-3326.739990234375,166.07000732421875,13951.800537109375,-8361.199951171875,2813.900146484375,-1422.7000427246094,-1772.5,-1125.0,128.0,128.0,False,0.6623033410689988,-2.0672385817636902,0.13614115307708674,True,10,6,212.08351824360508,True,4,,Foxy,76561198092728146,7.0,3287.139892578125,-4752.72998046875,287.44000244140625,6452.19970703125,6733.599853515625,-7829.7998046875,-1090.8000183105469,2162.7000427246094,60.900001525878906,255.0,255.0,False,-0.730056771909376,2.35457107522046,-1.562673147224981,True,42.7018923221096,True,10,False,6,
9,872,25.0,True,True,1,2603.6180973821824,-884.1199951171875,3240.0,157.7899932861328,4470.10009765625,18374.89990234375,4736.9000244140625,-1644.4999694824219,21.80000066757202,-5770.10009765625,1.0,-0.45544266927712806,1.530174445454491,-1.4615355508185317,bf81d8692db,games5425898691,24.0,-988.3400268554688,2992.070068359375,48.869998931884766,-3726.4999389648438,22424.69970703125,3498.800048828125,85.9000015258789,-2.5999999046325684,-1453.6000061035156,255.0,0.0,,-0.007568703228261134,1.4827417794683837,-0.0008808127416809798,True,14,15,False,0.0,False,,76561198039309853,enpitsu,25.0,-516.3800048828125,-1741.77001953125,17.040000915527344,-4914.89990234375,10899.69970703125,3.8999998569488525,-0.5000000074505806,-0.19999999552965164,0.0,128.0,128.0,,-0.016809270762011677,1.1471617871382622,1.5117672275941435e-06,True,61.0,False,6,False,6,,? Saint Kamtar?,76561198058902485,11,3517.77001953125,-325.7200012207031,16.989999771118164,-955.8999633789062,22980.10009765625,2.199999988079071,-0.0,-0.29999999329447746,0.0,255.0,128.0,,-0.009599071661325677,1.5292249172999428,3.9299604843708116e-05,True,10,6,14.302400155733986,True,4,,Foxy,76561198092728146,7.0,-62.0,2376.1201171875,47.66999816894531,-8948.200073242188,21078.1005859375,-2154.4000244140625,-1917.5999450683594,-812.9000091552734,0.0,248.0,128.0,False,0.3298919393609725,1.1696689020951176,0.00010867314369962487,True,0.0,False,14,False,10,
