,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,180,0,False,False,0,5275.987781565188,37.040000915527344,-52.83000183105469,92.8499984741211,4650.299987792969,-5739.5001220703125,5.600000023841858,-1996.9000244140625,503.3000183105469,5474.000244140625,0.0,0.18052630640950548,0.7889260491124062,-0.3096765791783711,1455451493886031124,Flawton12,19.0,52.560001373291016,-174.82000732421875,98.62000274658203,9367.19970703125,834.0000152587891,3461.400146484375,2692.7999877929688,4795.299987792969,-57.5,255.0,7.0,,-0.33150812848338546,1.5723372353908467,0.533729525077691,,22.0,False,3,False,4,,9190c665e57f413ea9cb8c117c81f04e,HarѶ,10.0,0.0,-2588.550048828125,17.010000228881836,0.0,12269.89990234375,2.7000001072883606,0.29999999329447746,0.0,0.0,255.0,,,0.00959018506363942,1.5707734290048527,-1.0954175738514774e-07,True,116.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-94.9800033569336,2068.199951171875,17.049999237060547,-762.2000122070312,-14080.30029296875,3.1999999284744263,0.7999999821186066,0.0,0.0,255.0,255.0,,0.016699497118325374,-1.6249047649114503,-1.5972015156835668e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,23,-45.66999816894531,98.2699966430664,91.5199966430664,-3838.699951171875,-1569.7999572753906,631.6999816894531,4677.900085449219,-898.3999633789062,2061.6000366210938,128.0,175.0,,1.2093122369371174,2.4651123583655146,-2.499959200370097,True,4,3,False,31.0,False,
1,189,0,False,False,0,5467.656231154015,172.8300018310547,-222.1699981689453,92.8499984741211,3932.7999877929688,-4848.800048828125,0.0,-89.39999580383301,1508.5000610351562,5474.000244140625,0.0,0.37662701557019523,2.6792974547026724,-0.05356363664763457,1455451493886031124,Flawton12,19.0,368.2799987792969,-142.2899932861328,116.4800033569336,9202.7001953125,1043.3999633789062,-147.89999961853027,-303.99999618530273,4864.2999267578125,2548.6000061035156,255.0,144.0,,-0.4694806844791878,1.7868107168096088,2.9993877855455247,,22.0,False,3,False,4,,9190c665e57f413ea9cb8c117c81f04e,HarѶ,10.0,6.019999980926514,-2151.820068359375,17.010000228881836,1212.300033569336,13108.900146484375,2.800000011920929,0.0,-0.5000000074505806,-1651.300048828125,255.0,34.0,,0.009578334057455206,1.463504268750536,-0.00019343707478320816,True,116.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-90.37999725341797,1705.8399658203125,17.049999237060547,2314.199981689453,-13814.000244140625,3.700000047683716,0.0,1.4000000059604645,2043.3999633789062,255.0,0.0,,0.016729763987301215,-1.360880743350998,0.0001666858479407554,True,103.42010324232041,True,False,False,False,,games5425898691,bf81d8692db,23,-170.72000122070312,47.630001068115234,91.11000061035156,-3877.6998901367188,-1511.9000244140625,-143.100004196167,5189.000244140625,1747.4000549316406,519.900016784668,255.0,215.0,,-0.9752758170616086,2.3915551087775686,2.6421994288342336,True,4,3,False,31.0,False,
2,211,1,False,False,0,5841.146248672023,451.04998779296875,-543.7000122070312,92.8499984741211,2916.199951171875,-3162.7999877929688,0.0,3361.7001342773438,3106.300048828125,3879.2999267578125,0.0,1.040657668807299,1.6931932944620895,0.6396889482731561,9190c665e57f413ea9cb8c117c81f04e,HarѶ,10.0,414.3299865722656,-770.2999877929688,68.54000091552734,8925.2001953125,21041.201171875,2570.4998779296875,-3070.1998901367188,3552.39990234375,-1494.4999694824219,255.0,47.0,,0.11917047329294161,1.3250660866417072,0.030690287898688457,True,47.10736339322983,True,5,False,6,,1455451493886031124,Flawton12,19.0,1087.43994140625,-43.2400016784668,15.5,3658.5000610351562,296.8000030517578,56.99999809265137,-281.9000053405762,56.99999809265137,1044.5999908447266,255.0,255.0,,0.001216552541900351,2.511678945529714,0.012284891919570164,,53.0,False,4,4,False,,enpitsu,76561198039309853,27.0,409.1000061035156,360.8900146484375,40.470001220703125,5371.099853515625,-19865.10009765625,3322.5,200.30000686645508,54.40000057220459,-3.700000047683716,255.0,0.0,,0.019374372923123294,-1.3072548654640543,3.579519457770525e-05,True,43.683320388999036,True,2,False,1,,games5425898691,bf81d8692db,23,-341.2900085449219,-74.4000015258789,17.010000228881836,3302.39990234375,-504.59999084472656,3.3000001311302185,-2.0999999344348907,-0.7999999821186066,1846.300048828125,255.0,255.0,,0.009589320140053944,-0.24574434596675251,0.0001366739382022462,True,4,4,False,31.0,False,
3,216,1,False,False,1,5185.112485650052,-630.6599731445312,184.72999572753906,147.49000549316406,-26724.69970703125,14131.99951171875,9743.699951171875,2726.7999267578125,-1267.300033569336,5192.1002197265625,1.0,-0.9097615164469374,-2.8593484548659998,1.901995381844702,76561198039309853,enpitsu,27.0,-477.6499938964844,-88.70999908447266,88.2300033569336,-140.10000228881836,22802.2998046875,3005.4000854492188,-3271.400146484375,668.1999969482422,-1067.2000122070312,255.0,255.0,,-0.17439549265146817,1.3498229237345707,0.007992114600051685,True,42.0,False,1,False,2,,bf81d8692db,games5425898691,23.0,269.0299987792969,73.87999725341797,17.010000228881836,-5153.4002685546875,-708.7999725341797,2.800000011920929,0.09999999776482582,-0.0,2188.6000061035156,255.0,255.0,,-0.009509273220938468,-0.09537998049706899,3.79678922245821e-05,True,31.0,False,4,4,False,,Flawton12,1455451493886031124,19.0,-1099.8800048828125,38.119998931884766,16.950000762939453,923.0999755859375,-410.29998779296875,19.90000009536743,-19.40000057220459,18.899999856948853,1245.2999877929688,255.0,255.0,,-0.009113347202710651,-2.6916183697089027,0.001395385290023019,,49.882503391594014,True,4,False,4,,HarѶ,9190c665e57f413ea9cb8c117c81f04e,10,-553.6199951171875,458.2200012207031,93.25,-8235.599975585938,-18962.099609375,-58.09999942779541,3140.10009765625,-4512.0001220703125,174.50000762939453,255.0,128.0,,-0.6927196732774029,-1.8766150473016263,1.130732488350784,True,6,5,False,32.0,False,
4,320,5,True,True,1,1722.618988095077,-660.260009765625,4401.43994140625,359.2799987792969,-2896.099853515625,18681.300048828125,5042.60009765625,455.29998779296875,5778.599853515625,-1549.1999816894531,1.0,-0.5711918435775424,-2.252585590302231,-2.68007042789188,bf81d8692db,games5425898691,24.0,-549.9299926757812,4192.9501953125,221.9600067138672,-4065.0,15069.89990234375,1509.1000366210938,1685.3999328613281,-4765.7000732421875,-2167.2999572753906,128.0,255.0,,0.5905209565658811,1.2861196468529716,-1.2743642358677552,True,2.0,False,7,False,8,,76561198039309853,enpitsu,27.0,-3579.2099609375,4001.360107421875,16.700000762939453,2985.4998779296875,-6054.5001220703125,54.29999828338623,37.99999952316284,76.30000114440918,2357.7999877929688,255.0,128.0,False,-0.012415190980462959,-2.0245411223078897,0.003915286065597581,True,255.0,False,2,2,False,,Flawton12,1455451493886031124,14.0,-1163.239990234375,4408.759765625,17.020000457763672,18910.899658203125,8727.100219726562,-1.1999999731779099,1.0999999940395355,0.29999999329447746,-325.99998474121094,255.0,128.0,,-0.009593409869245676,2.738938692040221,0.00017949191679412675,,0.0,True,6,False,6,,HarѶ,9190c665e57f413ea9cb8c117c81f04e,10,-4026.669921875,-2466.5400390625,109.73999786376953,1817.5999450683594,20766.0009765625,-2621.0000610351562,-56.99999809265137,-1172.0999908447266,212.29999542236328,255.0,128.0,,-0.1273412787503991,1.6443013228281935,0.9120091432781311,True,6,6,False,233.04424070542856,True,
5,587,5,False,False,0,5194.046937514838,152.1999969482422,52.81999969482422,119.0999984741211,42477.998046875,-8195.900268554688,4852.200012207031,-487.20001220703125,-115.60000419616699,5979.000244140625,0.0,0.13722651908989947,0.6262366558766445,-0.17454538779456072,1455451493886031124,Flawton12,14.0,32.47999954223633,-69.12000274658203,108.4800033569336,14536.199951171875,4064.1000366210938,3257.9998779296875,3111.6000366210938,3119.5999145507812,-3291.7001342773438,255.0,6.0,,-0.12181946444620222,0.948852880601878,0.503593993629672,,0.0,False,3,False,4,,9190c665e57f413ea9cb8c117c81f04e,HarѶ,10.0,62.63999938964844,-1906.8399658203125,17.010000228881836,211.5999984741211,12515.799560546875,2.7000001072883606,0.0,0.5999999865889549,1.5000000596046448,242.0,128.0,,0.009567156315007621,1.5541639765209487,-5.6675278631933405e-05,True,116.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-13.199999809265137,4561.43994140625,17.049999237060547,681.9999694824219,-6661.7999267578125,3.1999999284744263,0.7999999821186066,0.0,0.0,255.0,255.0,,0.01656238112186519,-1.4687445182009942,-2.131849234727945e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24,59.47999954223633,200.02000427246094,90.63999938964844,-5397.9998779296875,-17549.100341796875,-584.3999862670898,3476.4999389648438,256.49999618530273,4254.100036621094,128.0,128.0,,1.389098119753338,-1.7596122229322562,-0.1590396650905262,True,4,3,False,0.0,False,
6,640,7,False,False,0,7034.54104229375,1593.1500244140625,-1439.4300537109375,247.57000732421875,6760.8001708984375,-12280.2001953125,5931.500244140625,2399.7000122070312,-3609.5001220703125,-4148.699951171875,0.0,0.026848374030058634,-0.48310878938094115,0.02356421055603932,9190c665e57f413ea9cb8c117c81f04e,HarѶ,10.0,1453.25,-1367.5,125.38999938964844,6106.6998291015625,-4982.5,2275.7000732421875,-1909.7999572753906,-2159.499969482422,234.50000762939453,128.0,219.0,,-0.5089303753846985,-0.6776264890854442,0.0015146316850698782,True,116.0,False,4,False,6,,1455451493886031124,Flawton12,14.0,2806.659912109375,308.6199951171875,17.010000228881836,14168.199462890625,-4263.0999755859375,2.5999999046325684,-0.5999999865889549,0.0,-2.0000000298023224,255.0,128.0,,0.009610339368576692,-0.29264148677813895,5.056682946552478e-05,,0.0,False,4,4,False,,enpitsu,76561198039309853,27.0,2484.68994140625,4317.81982421875,17.049999237060547,21933.9990234375,-837.6999664306641,3.700000047683716,0.09999999776482582,0.0,-1949.7999572753906,255.0,0.0,False,0.016777665878528164,-0.09044798757864227,-0.00026784224821120475,True,36.0,False,False,False,False,,games5425898691,bf81d8692db,24,-1197.97998046875,-1731.6700439453125,17.020000457763672,-13168.199462890625,-410.29998779296875,1.5999999642372131,-0.5000000074505806,0.0,-2226.9000244140625,255.0,0.0,,0.009565211244922944,3.1137808453323217,-5.209179912575948e-05,True,4,4,False,0.0,False,
7,721,10,False,False,0,10615.305794242415,3238.93994140625,-4636.85986328125,232.0500030517578,-6786.099853515625,-1396.3999938964844,12873.599853515625,-2419.2999267578125,-4500.7000732421875,-2774.7000122070312,0.0,-0.2959421160452342,0.14248677201787663,-1.012112066803137,9190c665e57f413ea9cb8c117c81f04e,HarѶ,10.0,3301.239990234375,-4675.91015625,111.08999633789062,3756.199951171875,-11423.399658203125,11558.299560546875,-2376.9000244140625,-4456.9000244140625,2176.199951171875,255.0,123.0,,-0.878675513289124,-1.235328132896067,0.37917432710850696,True,239.0,False,4,False,6,,1455451493886031124,Flawton12,13.0,1672.199951171875,-3757.830078125,17.010000228881836,-17323.199462890625,-14874.49951171875,2.5999999046325684,0.29999999329447746,0.09999999776482582,-0.09999999776482582,255.0,128.0,,0.00958452405613351,-2.43213546461414,4.65008346707687e-05,False,165.0,False,4,4,False,,enpitsu,76561198039309853,27.0,3668.93994140625,-1008.75,17.049999237060547,346.3999938964844,-10263.299560546875,3.1999999284744263,-1.7000000178813934,0.0,0.0,255.0,,,0.016810252337309865,-1.537030493005002,-6.1288520876175e-06,True,218.0,False,False,False,False,,games5425898691,bf81d8692db,24,-3024.02001953125,-4273.64013671875,17.020000457763672,8265.2001953125,-10800.899658203125,1.5999999642372131,0.0,0.0,2233.000030517578,255.0,255.0,,0.00957785331526398,-0.8496840409769844,7.278745841741781e-06,True,4,4,False,255.0,False,
8,772,12,False,False,0,10413.003757768307,1967.27001953125,-4871.60986328125,1477.010009765625,-12851.8994140625,4015.4000854492188,6517.60009765625,3158.2000732421875,675.5000305175781,-1730.5999755859375,0.0,0.24012761797710516,1.237004626706654,0.4635901644451295,9190c665e57f413ea9cb8c117c81f04e,HarѶ,10.0,2074.1201171875,-4932.14990234375,1308.5799560546875,-10665.10009765625,5032.60009765625,1786.4999389648438,4448.800048828125,-1870.2999877929688,-2638.0999755859375,255.0,255.0,True,-0.10877823249057585,2.545450807847441,0.890047080848913,True,217.15593980973765,True,4,False,8,,1455451493886031124,Flawton12,13.0,238.88999938964844,-5343.759765625,17.40999984741211,-1007.0999908447266,-1618.3000183105469,16.699999570846558,-79.49999809265137,-26.90000057220459,-1077.300033569336,0.0,255.0,False,0.017704051374177545,0.7879026572592287,-0.015280897350851017,False,165.0,False,4,4,False,,enpitsu,76561198039309853,27.0,2558.550048828125,-2551.300048828125,17.049999237060547,-11674.69970703125,-1125.6999969482422,3.1999999284744263,-1.2999999523162842,0.5000000074505806,-453.1999969482422,255.0,128.0,,0.016776057364794483,-3.0779788196680773,0.0001613447382710418,True,218.0,False,False,False,False,,games5425898691,bf81d8692db,24,-1667.699951171875,-3212.949951171875,17.020000457763672,670.1999664306641,12856.400146484375,1.4000000059604645,0.0,0.5000000074505806,-30.59999942779541,255.0,117.0,,0.009568644664391708,1.5193350607238751,-7.07272192153686e-05,True,4,4,False,255.0,False,
9,854,15,False,False,1,1585.3465079872922,1669.719970703125,3756.280029296875,563.1599731445312,4980.10009765625,7610.7000732421875,212.70000457763672,1104.5999908447266,-5234.5001220703125,2716.4999389648438,1.0,-1.4422952223620815,1.6269937994447534,2.7412445225848288,bf81d8692db,games5425898691,24.0,1654.7900390625,3670.800048828125,453.0400085449219,13377.2998046875,4853.699951171875,340.2000045776367,1073.6000061035156,4132.5,3466.7999267578125,255.0,0.0,,-0.015924778768669486,2.2096586172324284,1.2039334820199494,True,161.03029663844777,True,5,False,6,,76561198039309853,enpitsu,27.0,1147.3499755859375,1731.8599853515625,17.049999237060547,9158.499755859375,-6399.7998046875,3.100000023841858,-0.9000000357627869,-0.5000000074505806,0.0,255.0,128.0,,-0.016812918315748857,-2.531658495147258,2.9655607210846528e-05,True,218.0,False,False,False,False,,Flawton12,1455451493886031124,14.0,1683.31005859375,3727.02001953125,245.89999389648438,15355.799560546875,-8639.099731445312,3047.9998779296875,0.19999999552965164,-0.09999999776482582,0.3999999910593033,241.0,128.0,False,-0.009592018621180266,-2.629149526966923,-6.466601807693614e-05,False,113.0,False,6,4,4,,HarѶ,9190c665e57f413ea9cb8c117c81f04e,10,2917.25,4569.81005859375,16.93000030517578,6918.800048828125,641.8000030517578,25.999999046325684,10.399999618530273,1.4000000059604645,-6.1000001430511475,230.0,128.0,False,-0.009270524104326742,-0.0936106531677512,0.0005152417094303574,True,8,6,False,197.0,False,
