,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,177,0,False,False,0,5213.719709288333,-1.7100000381469727,3.549999952316284,114.08000183105469,1047.0999908447266,-5246.5997314453125,15949.89990234375,-2898.900146484375,-1401.9999694824219,-5062.60009765625,0.0,0.03958961670070594,0.025303442540474952,-0.15549707027072976,76561198039309853,enpitsu,27.0,-30.709999084472656,-113.3499984741211,108.5,-2110.0,7015.5999755859375,4457.0001220703125,4358.299865722656,-879.1000366210938,1693.800048828125,255.0,128.0,,1.457200642258185,-1.0651291336298312,-2.3085989534104385,True,1,31.0,False,2,False,,bf81d8692db,games5425898691,24.0,2819.64990234375,-4009.239990234375,17.010000228881836,18991.400146484375,-2270.7000732421875,2.3000000417232513,-0.5000000074505806,0.0,1910.5000305175781,128.0,255.0,,0.00963449442844957,-0.05222267262408534,5.598314260505647e-05,True,0.0,False,False,False,False,,Why are you geh,76561199037595601,10,21.25,239.42999267578125,17.010000228881836,-788.3000183105469,-20591.8994140625,2.199999988079071,0.0,0.3999999910593033,-1440.2000427246094,255.0,1.0,,0.009589178455443575,-1.6348248702842578,-0.00018496351439004137,True,22.0,False,False,False,False,,Nobby1305,3294822401039750460,11.0,-2874.3701171875,4164.3798828125,17.010000228881836,-19854.599609375,-4362.699890136719,2.3000000417232513,1.0000000149011612,0.09999999776482582,1819.1000366210938,255.0,252.0,,0.009583364925305366,-2.8686114042369195,0.00012366796415905567,True,False,False,False,255.0,False,
1,335,5,False,False,0,3314.1764150685876,2353.9599609375,4490.75,271.54998779296875,-16268.199462890625,12170.2001953125,-1412.5999450683594,-3798.2000732421875,-2168.699951171875,4107.300109863281,0.0,-0.32684707722514167,1.3530383096210354,-2.3023202058621823,bf81d8692db,games5425898691,25.0,2506.610107421875,4323.27001953125,217.1699981689453,-13467.19970703125,11819.49951171875,1869.7000122070312,-1970.8999633789062,3699.2001342773438,1379.2999267578125,128.0,0.0,,-0.24092726724562072,1.5668199105024068,0.8479473264078128,True,False,189.21624969410638,True,4,False,,76561198039309853,enpitsu,27.0,1779.719970703125,2292.800048828125,17.049999237060547,-5714.0997314453125,15802.099609375,2.5999999046325684,1.899999976158142,-4.900000095367432,859.3000030517578,255.0,128.0,False,0.016786690852631653,1.9664794505155725,-5.0915928814325646e-05,True,39.0,False,False,2,2,,Why are you geh,76561199037595601,10,-3174.2099609375,3508.580078125,17.010000228881836,9617.80029296875,14063.800048828125,2.0999999344348907,-0.19999999552965164,-0.29999999329447746,-37.799999713897705,255.0,128.0,,0.009595546793624898,0.9658761766508929,6.688515675201541e-05,True,255.0,False,False,False,False,,Nobby1305,3294822401039750460,11.0,-133.72000122070312,5079.240234375,17.010000228881836,4571.099853515625,418.69998931884766,2.199999988079071,-0.19999999552965164,0.19999999552965164,-970.1999664306641,128.0,37.0,,0.009613538687979034,0.12791834065932692,-0.00011407973841454516,True,False,False,False,255.0,False,
2,372,7,True,True,0,1653.4988454032364,666.3800048828125,4598.68017578125,92.7300033569336,-16239.200439453125,24662.39990234375,1986.300048828125,-3841.7999267578125,-3089.8001098632812,3419.5001220703125,0.0,0.5213525104342629,-0.4233482436193598,-1.3996401311323048,76561198039309853,enpitsu,27.0,810.6500244140625,4396.43994140625,162.3300018310547,-3677.9000854492188,19092.39990234375,3460.4998779296875,-5408.0999755859375,-533.1000137329102,846.8000030517578,255.0,128.0,False,0.8065898893776402,1.766707343650727,0.04296173543056258,True,3,13.0,False,4,False,,bf81d8692db,games5425898691,25.0,1426.1400146484375,5085.16015625,102.68000030517578,-2133.800048828125,-1893.6000061035156,-4810.5999755859375,-3687.0999145507812,304.50000762939453,153.69999885559082,255.0,106.0,,0.9860583917996569,-2.25741570246839,-0.6359864796381202,True,203.0,False,False,4,False,,Why are you geh,76561199037595601,10,-1567.3199462890625,4848.3701171875,17.010000228881836,15906.099853515625,3731.4999389648438,2.0999999344348907,-0.5999999865889549,0.0,-7.300000190734863,255.0,128.0,,0.009589169670447881,0.2293370780182183,5.633882642419287e-05,True,255.0,False,False,False,False,,Nobby1305,3294822401039750460,11.0,473.1099853515625,4471.64990234375,77.7699966430664,14009.3994140625,-6650.5999755859375,3192.0999145507812,-2750.4998779296875,4522.099914550781,1494.7999572753906,255.0,246.0,,0.06971271282172542,-0.8392379033223828,-0.2807598306061469,True,3,False,4,211.17036569503043,True,
3,635,7,False,False,1,5199.846475463466,-24.18000030517578,22.219999313354492,99.83000183105469,-19771.199951171875,16122.2998046875,5302.1002197265625,2199.7999572753906,862.3000335693359,3508.3999633789062,1.0,0.013286437322224618,-0.05874024050798661,-0.03705603830638764,3294822401039750460,Nobby1305,11.0,137.72000122070312,-109.95999908447266,34.04999923706055,-5238.4002685546875,21089.49951171875,1032.9000091552734,82.60000228881836,-917.0999908447266,3727.9000854492188,255.0,252.0,,-0.04786672161112255,1.1180908107321745,-0.052856986793585144,True,4,31.0,False,6,False,,76561199037595601,Why are you geh,10.0,-0.0,-2472.860107421875,17.010000228881836,-0.0,14015.999755859375,2.0999999344348907,-0.7999999821186066,-0.0,0.0,255.0,,,-0.009498631517434493,1.5708043502953375,-3.803362393823418e-08,True,116.0,False,False,False,False,,enpitsu,76561198039309853,27,-0.0,2390.760009765625,17.049999237060547,-0.0,-14070.6005859375,2.7000001072883606,0.7000000029802322,-0.0,0.0,255.0,,,-0.016700997939493475,-1.570774477373452,-2.4226578640790356e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-18.799999237060547,546.9400024414062,60.58000183105469,-60.59999942779541,-22820.80078125,2701.9000244140625,5454.69970703125,-497.20001220703125,-498.1999969482422,128.0,128.0,,-0.14354609958453043,-1.5049508970179655,0.016686112648373885,True,3,False,4,31.0,False,
4,779,12,False,False,1,3008.1847621011507,-2097.360107421875,4841.72021484375,317.7799987792969,24259.69970703125,18253.00048828125,-7977.9998779296875,-3653.3999633789062,-852.3000335693359,2266.7999267578125,1.0,0.6834898226186997,-1.9894664703336222,1.7244045850714722,76561199037595601,Why are you geh,10.0,-2280.330078125,4707.4501953125,334.3699951171875,16264.599609375,13260.30029296875,116.70000076293945,2821.6000366210938,4568.900146484375,-1188.3999633789062,255.0,14.0,,0.021594988006327857,2.313712564836277,1.331914699167609,True,3,195.0,False,4,False,,3294822401039750460,Nobby1305,11.0,-115.76000213623047,2752.489990234375,17.010000228881836,10803.800048828125,9051.099853515625,2.0999999344348907,-0.3999999910593033,-0.09999999776482582,530.4000091552734,255.0,158.0,,-0.00957440805012244,2.4322620408758326,4.214693514952745e-05,True,92.0,False,False,6,6,,enpitsu,76561198039309853,27,-1440.800048828125,5032.81982421875,90.8499984741211,-8006.300048828125,-3960.7998657226562,-780.0,-1126.1000061035156,-400.0,-529.3000030517578,0.0,128.0,False,0.23599834200700875,2.983280749868601,0.8255649375445853,True,255.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,-3045.89990234375,4445.93994140625,17.010000228881836,7897.1002197265625,17182.2998046875,2.199999988079071,-0.3999999910593033,-1.0000000149011612,-1402.5999450683594,255.0,0.0,,-0.009581786497213043,2.019997403421091,-0.00019338140347355623,True,6,False,6,,False,
5,784,12,False,False,0,10431.031338006775,1724.1300048828125,-4956.60009765625,203.27000427246094,10873.399658203125,5379.4000244140625,12824.100341796875,-703.1999969482422,-5938.2000732421875,492.99999237060547,0.0,-0.9237285864608011,2.7485053309264402,1.6949526942761237,76561198039309853,enpitsu,27.0,1675.1500244140625,-4939.2001953125,69.7300033569336,9151.400146484375,5141.400146484375,-353.1999969482422,-3723.3999633789062,-1664.9000549316406,-3689.7000122070312,0.0,128.0,False,-0.6697674251880481,2.224312296187546,1.306740961748617,True,1,255.0,False,2,False,,bf81d8692db,games5425898691,24.0,2883.0400390625,-4711.68017578125,17.010000228881836,-11680.50048828125,-14413.699951171875,2.3000000417232513,-0.09999999776482582,-0.5999999865889549,-1928.5000610351562,255.0,0.0,,0.009570849768876573,-2.31660328907689,-5.7577401884208124e-05,True,,False,False,6,6,,Why are you geh,76561199037595601,10,1954.239990234375,-4973.759765625,331.67999267578125,-16332.39990234375,-13371.400146484375,-151.899995803833,-3414.8001098632812,-3741.7999267578125,2141.7999267578125,255.0,128.0,,-0.22992795672160135,-1.8925773472378795,2.677456998600997,True,195.0,False,4,False,3,,Nobby1305,3294822401039750460,11.0,-58.540000915527344,-2909.89990234375,17.010000228881836,-10087.7001953125,-9835.900268554688,2.0999999344348907,-0.5000000074505806,-0.5999999865889549,627.7999877929688,255.0,182.0,,0.009584297200155713,-2.3592307206923264,3.7192638665762046e-05,True,6,False,6,92.0,False,
6,786,12,False,False,1,2666.4701420655892,-1759.3699951171875,4896.9501953125,273.5400085449219,14001.8994140625,-19583.900146484375,3526.4999389648438,-2971.7999267578125,1163.6000061035156,-5080.7000732421875,1.0,0.6293406200222761,-2.7566288071675853,1.47939141438133,76561199037595601,Why are you geh,10.0,-1851.75,5030.60986328125,332.7200012207031,13549.89990234375,421.50001525878906,845.6999969482422,-961.9999694824219,5369.6002197265625,700.6999969482422,255.0,128.0,,0.16173931945998893,1.7688999339004523,3.0903761446209956,True,3,195.0,False,4,False,,3294822401039750460,Nobby1305,11.0,169.6199951171875,3030.679931640625,17.010000228881836,8930.800170898438,10859.69970703125,2.0999999344348907,-0.19999999552965164,-0.19999999552965164,1333.3999633789062,255.0,213.0,,-0.009586465527745704,2.231191657672312,8.549861217878198e-05,True,92.0,False,False,6,6,,enpitsu,76561198039309853,27,-1675.1500244140625,4939.2001953125,69.7300033569336,-9151.400146484375,-5141.400146484375,-353.1999969482422,3723.3999633789062,1664.9000549316406,-3689.7000122070312,0.0,128.0,False,0.6697674251880481,-2.224312296187546,1.306740961748617,True,255.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,-2753.639892578125,4841.81005859375,17.010000228881836,13940.0,11742.80029296875,2.3000000417232513,-0.0,-0.0,-1967.8999328613281,255.0,0.0,,-0.009587793579424509,2.512028299815377,-1.5631266371031996e-05,True,6,False,6,,False,
7,906,17,False,False,1,7338.884811729637,3184.97998046875,-1832.7900390625,93.13999938964844,7735.9002685546875,-10204.500122070312,0.0,4749.200134277344,3635.8999633789062,-473.49998474121094,1.0,0.6998693083580603,0.42229101873101466,2.4091249087552784,3294822401039750460,Nobby1305,11.0,3318.199951171875,-1922.06005859375,17.020000457763672,-11848.00048828125,-3024.5999145507812,1.1999999731779099,-0.5000000074505806,0.3999999910593033,-2102.5999450683594,255.0,12.0,False,-0.009603901765753946,-0.195112764619912,-4.122177008316054e-05,True,6,255.0,False,6,False,,76561199037595601,Why are you geh,10.0,265.8900146484375,1967.510009765625,60.880001068115234,3247.3001098632812,-10275.400390625,471.19998931884766,2445.0999450683594,492.2999954223633,4113.599853515625,255.0,45.0,,0.6711796491154649,1.2323648649105998,-3.1296459953346196,True,225.0,False,False,6,6,,enpitsu,76561198039309853,27,633.510009765625,1524.5899658203125,60.970001220703125,8954.299926757812,-17133.499755859375,-1669.2999267578125,2209.2999267578125,-509.50000762939453,175.20000457763672,255.0,128.0,False,0.6846211309786878,-2.0927802161262394,-0.4685307022122395,True,173.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,3522.75,-347.4100036621094,146.60000610351562,7662.60009765625,-21407.900390625,-1089.1000366210938,3409.89990234375,620.4999923706055,-215.30000686645508,255.0,96.0,,0.5246661504613039,-1.7870732783609957,-0.02071450913202421,True,10,False,10,0.0,False,
8,951,18,False,False,0,4249.23946847908,-1496.25,933.3699951171875,395.6300048828125,-4517.60009765625,13827.80029296875,5153.4002685546875,-1675.5999755859375,-3149.8001098632812,-4127.5,0.0,0.25714542396958506,1.559041484784852,-2.366217452627698,76561198039309853,enpitsu,27.0,-1407.8699951171875,802.719970703125,257.3500061035156,-5937.80029296875,8124.6002197265625,3374.5001220703125,2723.9999389648438,-1349.1999816894531,-442.20001220703125,255.0,128.0,False,-0.9317462526507101,2.658911740548142,-0.5410788803254694,True,5,119.0,False,6,False,,bf81d8692db,games5425898691,24.0,-3388.449951171875,3523.469970703125,17.010000228881836,1802.5999450683594,21197.5,2.0999999344348907,0.0,-1.1999999731779099,-1290.2000427246094,255.0,0.0,,0.009591831340466884,1.469865443344665,-0.0002094596843366236,True,0.0,False,False,10,10,,Why are you geh,76561199037595601,10,-222.5399932861328,-437.67999267578125,17.010000228881836,7932.1002197265625,9727.60009765625,2.0999999344348907,-0.7000000029802322,-0.7000000029802322,-58.00000190734863,255.0,128.0,,0.009566608668678693,0.8785331711132237,0.00010216690119849434,True,225.0,False,6,False,6,,Nobby1305,3294822401039750460,11.0,-1683.0699462890625,1144.06005859375,225.2100067138672,16166.300048828125,-12752.39990234375,2571.199951171875,3791.300048828125,3979.5001220703125,197.09999084472656,255.0,174.0,False,0.42473129691140793,-0.8379618084889239,-0.007068931435799149,True,7,False,8,217.4777891302622,True,
9,1052,22,False,False,0,1956.8101166990239,-2841.43994140625,4929.35986328125,310.1499938964844,2068.9999389648438,23126.10107421875,11062.19970703125,5128.900146484375,1448.8999938964844,-2755.7000732421875,0.0,0.9379298323512929,-2.0126067698377317,1.2346757957927001,bf81d8692db,games5425898691,25.0,-2869.139892578125,4843.759765625,179.32000732421875,-4755.299987792969,18731.199951171875,654.0000152587891,4950.299987792969,741.5000152587891,-1177.7999877929688,255.0,225.0,,-0.7895668505972804,1.4977427409714723,0.14429438098913006,True,10,118.0,False,12,False,,76561198039309853,enpitsu,27.0,-2160.330078125,2144.550048828125,17.059999465942383,54.099998474121094,1117.2000122070312,1.5000000596046448,-2.0999999344348907,-2.5,-571.8999862670898,255.0,0.0,,0.016485283027077757,1.71552723447667,-0.00011307547104251756,True,100.0,False,False,6,6,,Why are you geh,76561199037595601,10,-1502.489990234375,4328.47021484375,17.010000228881836,-13001.800537109375,2779.5001220703125,2.0000000298023224,-0.5000000074505806,-1.899999976158142,149.0999984741211,0.0,143.0,,0.009824196936371928,2.933476548479157,1.0021637284161966e-05,True,220.0,False,6,False,6,,Nobby1305,3294822401039750460,11.0,3601.580078125,2079.22998046875,17.010000228881836,-2509.199981689453,22862.7001953125,-0.29999999329447746,-0.09999999776482582,0.9000000357627869,335.29998779296875,255.0,133.0,,0.009586640575763526,1.7087519974911507,-0.00017127469473839373,False,8,False,8,126.98098073467126,True,
