,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
39,2836,78,False,False,0,5732.375466192507,1020.3699951171875,-262.55999755859375,103.61000061035156,3946.7001342773438,24498.1005859375,7709.2999267578125,5700.3997802734375,1846.7999267578125,-306.00000381469727,0.0,-0.34223019965322493,-1.5438083039612518,2.3035819086064637,76561198039309853,enpitsu,26.0,1008.77001953125,-490.5799865722656,17.049999237060547,7630.10009765625,20242.60009765625,0.0,-0.7999999821186066,-2.0000000298023224,1851.199951171875,255.0,128.0,,0.0167794244602142,1.2645804413809216,0.0001280421806179492,True,2,False,31.0,False,2,,bf81d8692db,games5425898691,20.0,415.989990234375,-213.19000244140625,17.0,8813.599853515625,-2525.5999755859375,3.400000035762787,-0.5000000074505806,0.0,-25.199999809265137,255.0,128.0,,0.009550489317201014,-0.2830254588752144,6.165474246166282e-05,True,0.0,False,4,False,4,,BIO,76561198073897166,5.0,905.6900024414062,49.810001373291016,104.91000366210938,10137.999877929688,-19914.000244140625,5445.10009765625,158.50000381469727,2403.3999633789062,83.69999885559082,255.0,128.0,False,0.19069701348394696,-1.156143092812839,-0.36930475918473904,True,73.71000434506324,True,6,3,4,18.0,Cactus Jack sent me,76561198302260434,11.0,191.47000122070312,125.37000274658203,16.989999771118164,4589.200134277344,458.4000015258789,9.49999988079071,-16.699999570846558,4.4999998807907104,2073.800048828125,255.0,255.0,0.009279475017797753,0.03562877660644466,0.0009692877702086657,True,4,4,0.0,False,False,,
40,2838,78,False,False,1,5320.392147045249,-1106.9300537109375,211.02000427246094,150.9199981689453,-27545.90087890625,17344.49951171875,7124.7998046875,-2475.5999755859375,-42.69999980926514,5465.2001953125,1.0,0.03837353757683283,1.3987228199181059,2.2371905790194244,76561198073897166,BIO,5.0,-905.6900024414062,-49.810001373291016,104.91000366210938,-10137.999877929688,19914.000244140625,5445.10009765625,-158.50000381469727,-2403.3999633789062,83.69999885559082,255.0,128.0,False,-0.19069701348394696,1.156143092812839,-0.36930475918473904,True,4,3,67.50243439212922,True,6,,76561198302260434,Cactus Jack sent me,11.0,-224.35000610351562,-130.92999267578125,17.010000228881836,-5173.4002685546875,-1155.8999633789062,2.5999999046325684,5.699999928474426,-0.09999999776482582,2185.0,255.0,255.0,,-0.00944178443560148,-0.17823064925612145,0.00035076049913749054,True,0.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-1057.050048828125,304.0299987792969,16.229999542236328,-2052.899932861328,-18396.199951171875,90.29999732971191,91.80000305175781,-197.19999313354492,2935.1998901367188,255.0,0.0,,-0.01105338556122082,-1.6039322679768113,-0.011766433806663302,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-491.739990234375,235.1199951171875,17.0,-9308.800048828125,2707.39990234375,3.400000035762787,0.5000000074505806,-0.0,-5.699999928474426,255.0,128.0,-0.009550518966030304,0.28403906558591524,5.681437196610639e-05,True,4,4,0.0,False,False,,
41,2900,80,False,True,1,3414.729341651425,-2152.320068359375,3601.1298828125,94.2699966430664,12110.699462890625,10351.199951171875,4475.899963378906,-3584.2001342773438,4030.4000854492188,2628.3999633789062,1.0,-0.0824876469334936,0.35015118406499957,2.4366851174478756,76561198073897166,BIO,5.0,-2208.320068359375,3381.330078125,16.989999771118164,10500.799560546875,10781.8994140625,2.199999988079071,-1.5000000596046448,-1.2999999523162842,1503.9999389648438,255.0,255.0,,-0.0095569206810479,2.3437162583757853,0.0003695530115187515,True,4,4,38.068713859845246,True,6,,76561198302260434,Cactus Jack sent me,11.0,-638.22998046875,1724.1600341796875,91.05999755859375,5031.000061035156,15508.499755859375,-857.7999877929688,-3895.0,1157.7999877929688,221.00000381469727,,255.0,,1.0098127823007232,1.9465176462995526,-0.06641273615291049,True,,False,6,False,6,,enpitsu,76561198039309853,26.0,-3599.1298828125,-156.1699981689453,17.049999237060547,-14545.30029296875,14199.300537109375,3.0000001192092896,-0.7000000029802322,0.7000000029802322,-1952.2000122070312,255.0,128.0,,-0.01677306305089475,0.8373596641098945,-0.00011226663269367391,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-1059.469970703125,3164.080078125,16.8799991607666,494.39998626708984,16973.800048828125,32.799999713897705,12.5,-13.40000033378601,43.80000114440918,255.0,,-0.010331201536461894,1.5942200320041415,0.0006725178950996735,True,6,6,,False,False,,
42,2918,81,False,False,0,9720.24294825157,1436.68994140625,-4296.18994140625,274.05999755859375,15329.3994140625,-13689.3994140625,8968.400268554688,569.5999908447266,-5817.39990234375,1353.699951171875,0.0,-0.35918225903476253,-1.6797179466201144,0.670184635780292,bf81d8692db,games5425898691,20.0,1215.72998046875,-4174.35986328125,150.08999633789062,10542.2998046875,-15172.19970703125,2815.1998901367188,-349.3000030517578,4229.200134277344,268.8999938964844,255.0,235.0,,-0.22550135768831778,-0.9310716247129897,-0.10110152299974051,True,7,False,31.0,False,8,,76561198039309853,enpitsu,26.0,3984.85009765625,-1068.989990234375,69.20999908447266,1999.7000122070312,-18990.50048828125,1503.5000610351562,-27.100000381469727,-1146.3999938964844,-130.79999923706055,255.0,0.0,,-0.07177678675468444,-1.4408697660537801,0.6432263826242396,True,255.0,False,2,False,2,,BIO,76561198073897166,5.0,1687.8399658203125,-4327.60986328125,16.989999771118164,-11245.999755859375,-11483.499755859375,4.600000083446503,0.09999999776482582,0.0,-2008.2000732421875,166.0,0.0,,0.009579360165581878,-2.4110724176296743,7.231248962235406e-06,True,31.0,False,6,4,4,,Cactus Jack sent me,76561198302260434,11.0,328.3500061035156,-2748.2900390625,17.010000228881836,-3976.7001342773438,-15193.499755859375,3.700000047683716,-1.2999999523162842,0.9000000357627869,3.4999999403953552,128.0,128.0,0.009703659723598254,-1.8263193380689904,3.0347895774261746e-05,True,6,6,,False,False,,
43,3017,84,False,False,0,9083.029583362819,3457.47998046875,-2831.739990234375,265.1000061035156,10785.699462890625,16790.50048828125,-2214.1000366210938,-4600.4998779296875,-616.1000061035156,3801.9000244140625,0.0,-0.0034243792877104618,-0.9640306710616122,-2.8716446670218185,76561198039309853,enpitsu,26.0,3344.14990234375,-2960.97998046875,249.55999755859375,8411.099853515625,10330.0,1802.5,2205.800018310547,-4027.6998901367188,-180.6999969482422,128.0,255.0,False,-0.774764033495196,0.9305337545879355,-0.10765078186193368,True,2,False,204.0,False,4,,bf81d8692db,games5425898691,20.0,2094.6201171875,-3576.75,17.010000228881836,-8116.500244140625,9760.2001953125,2.3000000417232513,-0.29999999329447746,0.19999999552965164,-1739.7999572753906,255.0,0.0,,0.009555691205991833,2.2583231629955582,-0.0002988097187471388,True,31.0,False,8,False,8,,BIO,76561198073897166,5.0,2942.340087890625,-708.0700073242188,16.989999771118164,9736.099853515625,19018.499755859375,4.399999976158142,-1.5000000596046448,-3.1999999284744263,981.6000366210938,255.0,132.0,False,0.009565633958172174,1.156676874531093,-3.7083213881985525e-05,False,0.0,False,8,4,6,,Cactus Jack sent me,76561198302260434,11.0,3586.949951171875,-2798.510009765625,17.010000228881836,-2981.6000366210938,9657.899780273438,-0.29999999329447746,0.29999999329447746,0.0,0.09999999776482582,255.0,128.0,0.009528599602100942,1.8702852351858017,2.4834933769120645e-06,True,8,8,239.36646884487521,True,False,,False
44,3084,87,False,False,0,6856.328719005194,3705.6298828125,57.2599983215332,128.5500030517578,-10981.800537109375,8074.7998046875,2286.6000366210938,1622.5999450683594,5771.7999267578125,-230.79999923706055,0.0,0.06315230881692731,1.7472118678638562,0.7535599296518539,76561198039309853,enpitsu,26.0,3811.4599609375,61.810001373291016,15.220000267028809,-10733.800048828125,12950.30029296875,-118.50000381469727,-90.50000190734863,1083.7000274658203,1926.300048828125,128.0,0.0,False,0.016970441727263832,2.333585606296579,-0.00827039610367908,True,2,False,116.0,False,4,,bf81d8692db,games5425898691,20.0,2176.06005859375,-347.5400085449219,17.010000228881836,4143.500061035156,13477.60009765625,2.0999999344348907,0.0,-0.09999999776482582,-1.5000000596046448,255.0,128.0,,0.00958708506939519,1.272246482127824,3.1771397730661114e-05,True,61.0,False,8,False,8,,BIO,76561198073897166,5.0,2745.070068359375,4380.33984375,16.989999771118164,-16886.700439453125,6228.800048828125,4.900000095367432,0.5999999865889549,-2.800000011920929,2500.800018310547,8.0,255.0,False,0.009703907215874085,2.935049540278031,8.519191452107764e-06,True,255.0,False,10,4,8,,Cactus Jack sent me,76561198302260434,11.0,3538.39990234375,1771.449951171875,98.23999786376953,-1122.0999908447266,22741.201171875,-154.49999809265137,-5476.7999267578125,-504.39998626708984,13.300000429153442,128.0,128.0,-0.38692017837049003,-1.4779328788958588,3.138928947103541,True,10,9,183.0,False,False,,False
45,3107,88,False,False,0,5743.352092432624,2786.969970703125,732.97998046875,94.18000030517578,-9173.200073242188,6971.7999267578125,1816.199951171875,-820.5000305175781,1598.0999755859375,-230.79999923706055,0.0,0.49470512176467873,1.4137713927122426,-0.4973895489029499,76561198039309853,enpitsu,26.0,3033.75,658.989990234375,17.049999237060547,-8719.7998046875,6431.9000244140625,2.5999999046325684,-4.099999964237213,2.7000001072883606,309.59999084472656,255.0,255.0,False,0.016691662320758846,2.496982079291453,6.236780121533195e-05,True,2,False,100.0,False,4,,bf81d8692db,games5425898691,20.0,2401.969970703125,754.3900146484375,17.010000228881836,-1624.9000549316406,9247.999877929688,2.3999999463558197,1.2999999523162842,-0.5000000074505806,1999.9000549316406,128.0,255.0,,0.009718617149423,1.7627767025651622,0.00016163362397103524,True,61.0,False,8,False,8,,BIO,76561198073897166,5.0,1885.5,4064.419921875,16.989999771118164,-6451.5997314453125,-9308.699951171875,2.8999999165534973,0.3999999910593033,0.5000000074505806,2357.5,255.0,241.0,False,0.009524038123463767,-2.126762699373761,6.694115660087205e-05,True,251.90702781882337,True,10,4,8,,Cactus Jack sent me,76561198302260434,11.0,3351.409912109375,3701.64990234375,16.959999084472656,-5684.000244140625,20638.5009765625,15.700000524520874,2.3000000417232513,1.899999976158142,1391.3999938964844,255.0,255.0,0.009704879399156787,1.8596314512555774,0.0001701227129750486,True,10,10,183.0,False,False,,False
46,3123,88,False,False,0,5107.056195452118,2265.77001953125,1129.3599853515625,94.2300033569336,-8118.0999755859375,6327.2998046875,1033.0999755859375,-2246.6000366210938,-849.8999786376953,-230.79999923706055,0.0,0.8641747663758619,2.118160734051464,0.7611014757880753,bf81d8692db,games5425898691,20.0,2014.280029296875,1100.260009765625,17.010000228881836,-10557.60009765625,1529.7000122070312,2.0999999344348907,4.1999998688697815,-0.3999999910593033,856.1000061035156,255.0,90.0,,0.009531247182488843,3.065165306338317,-0.0002186365564133224,True,8,False,92.0,False,8,,76561198039309853,enpitsu,26.0,2398.9599609375,884.9099731445312,17.049999237060547,-12190.10009765625,3514.5001220703125,3.100000023841858,3.8999998569488525,-1.0999999940395355,-1164.1000366210938,255.0,0.0,False,0.016714093462451594,2.8718810970823325,-0.00028059686688139835,True,100.0,False,4,False,2,,BIO,76561198073897166,5.0,1633.56005859375,3472.669921875,16.989999771118164,-4873.999938964844,-8688.400268554688,4.4999998807907104,-4.4999998807907104,-2.5,-351.89998626708984,150.0,169.0,False,0.009757885575099606,-2.1293532884623048,0.0001224955362055141,True,232.0,False,10,4,8,,Cactus Jack sent me,76561198302260434,11.0,2577.169921875,4509.3798828125,17.010000228881836,-18883.399658203125,4413.599853515625,2.199999988079071,0.0,0.0,2048.800048828125,255.0,255.0,0.009560422330666977,2.988525507141675,-2.6868089366754246e-06,True,10,10,183.0,False,False,,False
47,3140,89,False,False,0,4533.427941036185,1807.68994140625,1501.0400390625,96.66999816894531,-5860.0,13058.1005859375,1596.6000366210938,159.79999542236328,-2963.3999633789062,-2130.500030517578,0.0,0.4935375949012284,-1.0895990178936492,-2.129771080864216,76561198039309853,enpitsu,26.0,1789.9599609375,1338.8299560546875,16.770000457763672,-7502.0001220703125,10581.600341796875,-106.40000343322754,526.8000030517578,-302.1999931335449,-36.19999885559082,255.0,128.0,False,0.011236128675814427,2.135309152788045,-0.01121538168675757,True,2,False,100.0,False,4,,bf81d8692db,games5425898691,20.0,1363.550048828125,1282.31005859375,17.010000228881836,-12004.200439453125,4184.700012207031,2.3000000417232513,-3.3000001311302185,1.2999999523162842,1143.0999755859375,255.0,255.0,,0.009566849063507365,2.797074645401137,0.00019184589675808793,True,92.0,False,8,False,8,,BIO,76561198073897166,5.0,1487.300048828125,2643.260009765625,16.989999771118164,1079.7000122070312,-15139.7998046875,4.1999998688697815,0.0,-0.7999999821186066,67.30000019073486,193.0,128.0,False,0.009555658739784537,-1.4914831056424576,-9.425324842476292e-05,True,193.0,False,10,4,8,,Cactus Jack sent me,76561198302260434,11.0,1649.7099609375,4307.60986328125,17.010000228881836,-10699.3994140625,-4901.099853515625,1.899999976158142,0.0,-0.3999999910593033,15.399999618530273,0.0,128.0,0.009883773278561077,-2.709568760351318,-1.280275559001505e-05,True,10,10,183.0,False,False,,False
48,3149,89,False,False,1,7448.811035326888,-1627.1199951171875,-1868.469970703125,111.55000305175781,-7018.800048828125,28015.2001953125,241.8000030517578,244.20000076293945,1441.199951171875,-5819.1998291015625,1.0,-0.23309052590614418,1.646709889606114,-1.0712845960643291,76561198073897166,BIO,5.0,-1528.6600341796875,-2179.030029296875,98.18000030517578,-8565.499877929688,19250.50048828125,3022.2000122070312,-2066.699981689453,-3972.0999145507812,440.8000183105469,217.0,239.0,True,-0.1354842549728413,1.5013706881533968,-0.08422056597529483,True,9,4,167.95975898158164,True,12,,76561198302260434,Cactus Jack sent me,11.0,-1368.239990234375,-4168.68017578125,17.010000228881836,6644.89990234375,4512.099914550781,2.3000000417232513,-0.7000000029802322,-0.3999999910593033,1938.800048828125,128.0,255.0,False,-0.009606960912988058,2.5523507604060396,0.00020350492423087184,True,183.0,False,10,False,10,,enpitsu,76561198039309853,26.0,-1580.0799560546875,-1671.6099853515625,27.09000015258789,7184.000244140625,-12618.299560546875,3071.099853515625,-4.799999892711639,11.299999952316284,-1191.1000061035156,128.0,0.0,False,-0.016761939159327777,-2.0892256044276567,-0.0005830888644772465,True,79.47190527762136,True,6,False,3,,games5425898691,bf81d8692db,20.0,-822.4299926757812,-1285.3299560546875,17.010000228881836,12520.699462890625,4115.299987792969,2.3000000417232513,0.29999999329447746,0.19999999552965164,1981.0000610351562,255.0,255.0,-0.009555715318002844,2.785677621977748,0.00011264851486659261,True,8,8,92.0,False,False,,
49,3150,89,False,False,0,4202.197229711002,1671.18994140625,1813.1400146484375,121.23999786376953,19081.700439453125,-10439.3994140625,4458.699951171875,1306.4999389648438,674.5999908447266,-5817.0001220703125,0.0,0.2942805741250235,-2.0558683150650845,-1.1222985523543387,76561198039309853,enpitsu,26.0,1508.1500244140625,1797.030029296875,58.34000015258789,-7221.500244140625,11334.599609375,2710.10009765625,1745.0999450683594,-5.099999904632568,-4410.10009765625,255.0,0.0,False,-0.008481909809947605,1.8651635420471742,-0.018434293264771685,True,3,False,80.0,False,6,,bf81d8692db,games5425898691,20.0,822.4299926757812,1285.3299560546875,17.010000228881836,-12520.699462890625,-4115.299987792969,2.3000000417232513,-0.29999999329447746,-0.19999999552965164,1981.0000610351562,255.0,255.0,,0.009555715318002844,-2.785677621977748,0.00011264851486659261,True,92.0,False,8,False,8,,BIO,76561198073897166,5.0,1607.5899658203125,2008.8399658203125,124.61000061035156,7447.1002197265625,-15679.7998046875,2263.699951171875,1278.3999633789062,5301.6998291015625,712.0999908447266,250.0,241.0,True,0.3726066281794109,-1.5206020049518123,-0.8004518503249687,True,164.86024086449734,True,12,4,9,,Cactus Jack sent me,76561198302260434,11.0,1318.239990234375,4128.2998046875,17.010000228881836,-5437.0001220703125,-5106.300048828125,2.3000000417232513,1.0000000149011612,0.7000000029802322,2159.7000122070312,128.0,255.0,0.009594036823739951,-2.3784037872197112,0.00012364241365445434,True,10,10,183.0,False,False,,False
50,3254,93,False,False,1,5462.059752174197,-2622.18994140625,961.9099731445312,648.030029296875,5488.699951171875,21559.69970703125,5077.799987792969,2941.9000244140625,4568.299865722656,-2544.7000122070312,1.0,0.15522573998402003,1.9710561762957988,2.698829920551498,76561198302260434,Cactus Jack sent me,11.0,-2617.3798828125,764.2999877929688,495.54998779296875,-7583.699951171875,18347.2998046875,2516.999969482422,-1285.2999877929688,-768.8999938964844,-60.39999961853027,128.0,128.0,,0.2537305104015932,1.020848017888171,-0.08842199204385917,True,10,4,82.98159126568865,True,12,,76561198073897166,BIO,5.0,-2622.340087890625,548.7999877929688,17.010000228881836,783.0999755859375,4550.7000732421875,1.899999976158142,0.9000000357627869,0.5999999865889549,50.59999942779541,255.0,128.0,,-0.009502002729735642,1.7353118422553713,-7.143811921374508e-05,True,165.0,False,12,4,10,,enpitsu,76561198039309853,26.0,-3216.919921875,-1736.6099853515625,96.02999877929688,-3034.8001098632812,22540.10009765625,-803.7000274658203,-4109.800109863281,-50.79999923706055,-23.900001049041748,128.0,255.0,,1.0243071540751814,1.5486480682566142,-0.011261514364933431,True,0.0,False,8,False,6,,games5425898691,bf81d8692db,21.0,-3271.47998046875,4003.219970703125,17.010000228881836,2450.800018310547,17369.000244140625,2.3000000417232513,-0.0,0.09999999776482582,-1966.3999938964844,255.0,0.0,-0.009582218695040473,1.781928316072158,-2.609101038699642e-06,True,10,10,255.0,False,False,,
51,3302,95,False,False,0,10108.706386165957,1692.9300537109375,-4631.56005859375,527.1500244140625,5353.699951171875,6311.9000244140625,-2917.6998901367188,-2747.6998901367188,-719.4999694824219,-5285.10009765625,0.0,0.7344914575110064,-1.6323116437484333,1.0085601438986582,bf81d8692db,games5425898691,21.0,1644.9599609375,-4783.14013671875,454.3599853515625,-4580.7000732421875,-429.90001678466797,5181.099853515625,505.09998321533203,3191.300048828125,4450.799865722656,255.0,0.0,,-0.8686729649286381,1.3815068427618695,2.2819650907237787,True,11,False,186.0921289587534,True,12,,76561198039309853,enpitsu,26.0,3826.60009765625,-2322.3701171875,18.059999465942383,-54.89999771118164,-22520.2001953125,-5.899999737739563,0.0,9.900000095367432,1.0999999940395355,255.0,128.0,,0.0180210874978759,-1.5722101618366344,0.029698546133769627,False,255.0,False,8,False,6,,BIO,76561198073897166,5.0,2433.18994140625,-2019.7900390625,17.010000228881836,-7471.099853515625,-4139.5001220703125,1.899999976158142,-0.5999999865889549,-0.19999999552965164,-145.600004196167,255.0,153.0,False,0.009486870825119197,-2.679780976263316,0.0002629813846827305,True,165.0,False,12,4,10,,Cactus Jack sent me,76561198302260434,11.0,3692.139892578125,-3923.72998046875,16.6299991607666,-7821.300048828125,-3802.39990234375,-52.39999771118164,286.8000030517578,327.09999084472656,-2443.699951171875,255.0,0.0,0.0069362339578110605,-2.742758092146204,-0.002049106845773848,True,12,10,66.0,False,4,,
52,3335,96,False,True,1,3310.0990587011247,-2201.659912109375,3973.27001953125,230.77000427246094,14895.899658203125,9314.89990234375,2161.999969482422,595.4999923706055,1511.7999267578125,5161.199951171875,1.0,-0.04423770039287868,2.622110329871174,0.1578972930986177,76561198302260434,Cactus Jack sent me,11.0,-2424.6298828125,3823.919921875,225.75,12499.7998046875,1034.1000366210938,3790.2999877929688,-985.5999755859375,1051.1000061035156,2408.6000061035156,0.0,128.0,,-0.09878723325729288,2.2242911448860583,0.012944140129978347,True,10,6,47.194262222577166,True,14,,76561198073897166,BIO,5.0,-2270.800048828125,2915.889892578125,17.010000228881836,1856.0000610351562,6077.19970703125,2.3000000417232513,0.7999999821186066,-0.0,-2299.600067138672,255.0,0.0,False,-0.009539209237792891,1.8514880445626782,-5.317799199231773e-05,True,151.0,False,12,4,10,,enpitsu,76561198039309853,26.0,-2723.919921875,4416.580078125,17.049999237060547,19685.699462890625,5779.7998046875,2.5,-1.0999999940395355,-0.09999999776482582,-162.99999237060547,255.0,128.0,,-0.016765114195884164,2.8730909015627097,0.00013581142600852019,True,255.0,False,8,False,6,,games5425898691,bf81d8692db,21.0,-992.6699829101562,4971.8798828125,328.3800048828125,5193.2000732421875,1234.8999786376953,-4337.0001220703125,372.40001678466797,246.39999389648438,465.09998321533203,255.0,128.0,0.6822635022521173,-1.8183010729229545,0.8980857228847462,True,12,12,176.0,False,False,,
53,3357,97,False,False,0,10024.926877874555,1034.260009765625,-4697.33984375,198.1199951171875,-22234.49951171875,3592.9000854492188,3212.6998901367188,4894.2999267578125,3203.2998657226562,1335.5999755859375,0.0,-0.5483951787864417,1.6421952417729895,0.2661724854130116,76561198039309853,enpitsu,26.0,1252.280029296875,-4797.22021484375,82.18000030517578,-21716.10107421875,3813.0999755859375,3403.3999633789062,-2123.6000061035156,-260.3000068664551,-1645.5999755859375,128.0,0.0,,0.0168701548596557,-3.031716743807084,0.015597422983076252,True,7,False,236.0,False,10,,bf81d8692db,games5425898691,20.0,643.6500244140625,-5063.06005859375,16.6299991607666,-527.7000045776367,-1887.2999572753906,81.89999580383301,-19.90000009536743,64.60000038146973,0.3999999910593033,0.0,75.0,,0.010707499514568442,2.1246754614116647,-0.0037381283181999935,True,176.0,False,12,False,12,,BIO,76561198073897166,5.0,1643.4200439453125,-3227.3701171875,17.010000228881836,-10904.89990234375,-165.10000228881836,2.199999988079071,-1.0000000149011612,0.0,-2210.8999633789062,231.0,34.0,False,0.009510311480457237,3.124678958624474,-0.00012898522473481604,True,151.0,False,12,4,10,,Cactus Jack sent me,76561198302260434,11.0,1409.489990234375,-3984.5400390625,159.52999877929688,-12063.399658203125,-2465.8999633789062,-4403.699951171875,4592.39990234375,-2802.39990234375,1142.5,0.0,128.0,-0.9895656713173668,1.3505652928707923,2.747920442515067,True,14,10,16.0,False,6,,
54,3392,98,False,False,0,9428.51523323838,-1736.9200439453125,-4250.93994140625,100.72000122070312,-18796.199951171875,2612.0999145507812,2730.2999877929688,2585.10009765625,-3884.8001098632812,1335.5999755859375,0.0,-1.3797322626761332,0.14832260113114856,2.29228578625338,76561198039309853,enpitsu,26.0,-1650.5999755859375,-4514.02978515625,16.440000534057617,-19279.100341796875,-5949.7998046875,119.60000038146973,-21.400001049041748,-34.90000009536743,307.00000762939453,255.0,0.0,,0.015188593581340566,-2.8043312881374836,-0.002071295912829508,True,8,False,236.0,False,10,,bf81d8692db,games5425898691,20.0,198.4499969482422,-5159.6201171875,53.66999816894531,-4542.799987792969,-144.79999542236328,-2471.3999938964844,-135.50000190734863,-1635.8000183105469,320.2000045776367,255.0,0.0,,-0.2842653606354164,2.7754244007160342,0.08417844956531938,True,176.0,False,14,False,14,,BIO,76561198073897166,5.0,-119.66000366210938,-2517.320068359375,86.95999908447266,-16105.899658203125,9984.199829101562,-149.7000026702881,-5337.8997802734375,-1283.0999755859375,330.9000015258789,255.0,128.0,False,-0.4075286629823657,-2.402296365423084,-2.5975672339545492,True,128.0,False,14,4,11,,Cactus Jack sent me,76561198302260434,11.0,96.81999969482422,-4134.97021484375,17.010000228881836,-12443.499755859375,-2036.3999938964844,2.199999988079071,5.799999833106995,1.1999999731779099,-716.8000030517578,255.0,0.0,0.00954751871454455,-2.9514342437169017,-0.00015708623618869292,True,14,10,31.0,False,6,1.0,
55,3416,99,False,False,0,9489.079758826383,-3342.969970703125,-4028.14990234375,93.66999816894531,-16771.400146484375,2031.199951171875,1708.0000305175781,864.8999786376953,-5857.80029296875,968.3000183105469,0.0,0.4634994867472311,-0.0227629679820195,1.3331397363495239,76561198039309853,enpitsu,26.0,-3299.68994140625,-4190.10009765625,83.41000366210938,-12027.900390625,19396.199951171875,2848.599853515625,-4735.4998779296875,365.29998779296875,-2773.2998657226562,255.0,0.0,,0.1778318621470271,2.0477983167490854,0.02251381171482784,True,9,False,193.0,False,12,,bf81d8692db,games5425898691,20.0,-187.97999572753906,-4771.72998046875,17.010000228881836,-4858.299865722656,8577.2998046875,2.3000000417232513,2.0999999344348907,-3.700000047683716,-885.4000091552734,255.0,13.0,,0.009533197844446008,2.100618457341534,-8.572146894523678e-05,True,176.0,False,14,False,14,,BIO,76561198073897166,5.0,-1549.9200439453125,-1686.6400146484375,16.950000762939453,-20252.099609375,10149.7998046875,12.300000190734863,13.40000033378601,0.0,5.0,255.0,128.0,False,0.009869852773945477,2.677556821300254,0.0006448087541659911,False,90.29789269867766,True,14,4,12,,Cactus Jack sent me,76561198302260434,11.0,-1229.530029296875,-4144.0498046875,87.11000061035156,-20180.6005859375,-3780.4000854492188,1871.199951171875,3632.2000122070312,-4083.2998657226562,619.0000152587891,0.0,255.0,0.6195259734245572,2.8769596937268167,-0.6848024945835832,True,16,11,0.0,False,6,,
