,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,171,0,False,False,1,5213.021931903977,17.989999771118164,1.4500000476837158,165.3300018310547,2786.9000244140625,-3294.89990234375,6445.30029296875,1465.2000427246094,499.7999954223633,-1969.4999694824219,1.0,-0.15224637585178227,0.08438172083057739,-0.45767368536031994,76561198039309853,enpitsu,27.0,-70.37000274658203,-73.88999938964844,98.19000244140625,532.400016784668,2521.9000244140625,34.60000038146973,-3032.6998901367188,3225.4998779296875,-3263.0999755859375,255.0,255.0,,-1.123466991642083,-2.754610036554571,-1.125013149197385,True,2,1,False,0.0,False,,bf81d8692db,games5425898691,24.0,-2803.35009765625,-4250.009765625,17.010000228881836,-14701.199951171875,4145.799865722656,2.800000011920929,-0.19999999552965164,-0.0,-1989.2999267578125,128.0,0.0,,-0.009636206564180457,0.3416171609501695,-2.5272488673155372e-05,True,False,False,False,31.0,False,,KayFlop_G7,b8dd757a42b,24,89.80999755859375,136.6699981689453,100.52999877929688,4642.39990234375,-2751.0000610351562,4246.600036621094,-2160.399932861328,4993.299865722656,-805.1000213623047,255.0,255.0,,0.27532263552666625,-1.0829935134701478,-0.5801084650774565,True,0.0,False,False,4,3,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,16.860000610351562,1855.989990234375,17.059999465942383,421.30001068115234,-13797.5,1.899999976158142,-0.0,-0.0,0.09999999776482582,255.0,128.0,,-0.016733528057779806,-1.601363537093383,-3.723527269583091e-06,True,False,False,False,116.0,False,
1,172,0,False,False,0,5212.671453576159,-36.959999084472656,-1.399999976158142,183.75999450683594,-3532.3001098632812,2626.7001342773438,4575.899963378906,-130.6999969482422,-1770.2999877929688,-2011.0000610351562,0.0,0.16505615781052332,-0.19606039602950767,-0.5521567220508954,b8dd757a42b,KayFlop_G7,24.0,-89.80999755859375,-136.6699981689453,100.52999877929688,-4642.39990234375,2751.0000610351562,4246.600036621094,2160.399932861328,-4993.299865722656,-805.1000213623047,255.0,255.0,,-0.27532263552666625,1.0829935134701478,-0.5801084650774565,True,4,3,False,0.0,False,,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,-19.65999984741211,-1763.56005859375,17.059999465942383,-425.09998321533203,13913.800048828125,1.899999976158142,0.0,0.0,0.0,255.0,128.0,,0.016733528057779806,1.601363537093383,-3.723527269583091e-06,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27,70.37000274658203,73.88999938964844,98.19000244140625,-532.400016784668,-2521.9000244140625,34.60000038146973,3032.6998901367188,-3225.4998779296875,-3263.0999755859375,255.0,255.0,,1.123466991642083,2.754610036554571,-1.125013149197385,True,0.0,False,False,2,1,,games5425898691,bf81d8692db,24.0,2803.35009765625,4250.009765625,17.010000228881836,14701.199951171875,-4145.799865722656,2.800000011920929,0.19999999552965164,0.0,-1989.2999267578125,128.0,0.0,,0.009636206564180457,-0.3416171609501695,-2.5272488673155372e-05,True,False,False,False,31.0,False,
2,173,0,False,False,1,5205.286234816507,64.41000366210938,1.5700000524520874,198.9600067138672,8353.800048828125,1259.4000244140625,3551.400146484375,3770.7998657226562,-2086.6000366210938,-4174.5001220703125,1.0,-0.18065874685579855,0.37613660174962665,-0.6931658312066721,76561198039309853,enpitsu,27.0,-69.0199966430664,-63.470001220703125,98.5,133.80000114440918,1792.8999328613281,184.59999084472656,-2827.39990234375,3833.599853515625,-1044.4999694824219,255.0,255.0,,-1.1593786095709746,-2.0439409919599796,-1.8133046638942938,True,2,1,False,0.0,False,,bf81d8692db,games5425898691,24.0,-2908.1298828125,-4210.81005859375,17.010000228881836,-13341.700439453125,6049.000244140625,2.800000011920929,-0.19999999552965164,-0.0,-2014.7999572753906,128.0,0.0,,-0.009628744479274398,0.49165783449277894,-4.089810286342403e-05,True,False,False,False,31.0,False,300.0,KayFlop_G7,b8dd757a42b,24,136.05999755859375,124.1500015258789,127.04000091552734,5961.300048828125,-1143.3000183105469,722.6999664306641,1631.3999938964844,4777.200012207031,-2183.2000732421875,255.0,255.0,,0.4781750507521702,-1.1343199764583047,-1.1785939396341105,True,0.0,False,False,4,3,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,19.65999984741211,1763.56005859375,17.059999465942383,425.09998321533203,-13913.800048828125,1.899999976158142,-0.0,-0.0,0.0,255.0,128.0,,-0.016733528057779806,-1.601363537093383,-3.723527269583091e-06,True,False,False,False,116.0,False,
3,174,0,False,False,0,5201.110676981808,-80.75,3.180000066757202,206.13999938964844,-4386.199951171875,2022.2999572753906,2091.7999267578125,-462.00000762939453,-2236.199951171875,-2208.000030517578,0.0,0.10620328631431648,-0.44749123485470105,-0.6772872214343859,b8dd757a42b,KayFlop_G7,24.0,-136.05999755859375,-124.1500015258789,127.04000091552734,-5961.300048828125,1143.3000183105469,722.6999664306641,-1631.3999938964844,-4777.200012207031,-2183.2000732421875,255.0,255.0,,-0.4781750507521702,1.1343199764583047,-1.1785939396341105,True,4,3,False,0.0,False,,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,-19.65999984741211,-1763.56005859375,17.059999465942383,-425.09998321533203,13913.800048828125,1.899999976158142,0.0,0.0,0.0,255.0,128.0,,0.016733528057779806,1.601363537093383,-3.723527269583091e-06,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27,69.0199966430664,63.470001220703125,98.5,-133.80000114440918,-1792.8999328613281,184.59999084472656,2827.39990234375,-3833.599853515625,-1044.4999694824219,255.0,255.0,,1.1593786095709746,2.0439409919599796,-1.8133046638942938,True,0.0,False,False,2,1,,games5425898691,bf81d8692db,24.0,2908.1298828125,4210.81005859375,17.010000228881836,13341.700439453125,-6049.000244140625,2.800000011920929,0.19999999552965164,0.0,-2014.7999572753906,128.0,0.0,,0.009628744479274398,-0.49165783449277894,-4.089810286342403e-05,True,False,False,False,255.0,False,
4,206,1,False,False,0,4895.299887987661,-568.760009765625,255.64999389648438,138.75,-2713.800048828125,15658.699951171875,6992.0001220703125,5400.8001708984375,-697.3999786376953,-2518.699951171875,0.0,0.7875779799895939,2.5519960365502237,0.8517056867055053,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,-561.3599853515625,76.6500015258789,17.059999465942383,-8044.000244140625,16177.80029296875,1.5999999642372131,-6.3999998569488525,1.1999999731779099,-1409.1000366210938,0.0,0.0,,0.01701011948003369,2.0125504961211886,-0.00039529582182587595,False,False,False,False,94.0,False,,b8dd757a42b,KayFlop_G7,24.0,-801.0499877929688,33.22999954223633,16.18000030517578,-1270.199966430664,2817.60009765625,101.5999984741211,84.70000267028809,56.39999866485596,725.2999877929688,255.0,128.0,,0.023787477016957947,1.5093414064244493,-0.0036472647269074525,True,4,False,4,0.0,False,,enpitsu,76561198039309853,27,-14.75,-70.2699966430664,17.059999465942383,-3646.6000366210938,1673.699951171875,6.299999952316284,-2.3000000417232513,-0.09999999776482582,-1862.5,255.0,0.0,,0.016583743141658447,2.804191508570241,-0.00021413276003934772,True,0.0,False,False,2,2,,games5425898691,bf81d8692db,24.0,2751.97998046875,3096.949951171875,17.010000228881836,-14315.6005859375,-1633.0000305175781,0.7000000029802322,-0.29999999329447746,-0.09999999776482582,-2192.899932861328,255.0,0.0,,0.009578831272396355,-3.097097560284732,-2.9686430136464397e-05,True,False,False,False,233.05201718884132,True,
5,258,3,False,False,1,8239.056667660498,1083.18994140625,-3096.929931640625,280.5199890136719,24131.201171875,14529.200439453125,-5809.4000244140625,-3747.7999877929688,-212.90000915527344,3387.5,1.0,-0.39993007810123316,2.2139708819602486,2.2118031306695114,bf81d8692db,games5425898691,24.0,1006.5700073242188,-3225.830078125,278.1199951171875,20327.2998046875,1314.1999816894531,507.09999084472656,1757.7000427246094,5153.499755859375,-775.1999664306641,255.0,128.0,,-0.19909420926044308,2.9117210750461924,0.16922158825160485,True,4,3,False,105.31833995285857,True,,76561198039309853,enpitsu,27.0,-31.049999237060547,-1889.3699951171875,104.5,-1721.4999389648438,-17370.400390625,-156.40000343322754,5473.4002685546875,-539.7999954223633,0.0,128.0,128.0,,-0.25503546180162645,1.6691165650359983,-3.14157890195934,True,3,False,4,31.0,False,,KayFlop_G7,b8dd757a42b,34,2058.89990234375,216.7100067138672,17.059999465942383,11999.49951171875,758.7999725341797,2.5,0.09999999776482582,-0.0,-2370.2999877929688,255.0,0.0,,-0.016718807889647056,3.138587841871367,-2.3435879629064485e-05,False,0.0,False,False,4,4,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,1181.1500244140625,-3063.56005859375,281.1400146484375,6462.8997802734375,-21211.298828125,1108.3000183105469,-1775.7000732421875,566.5999984741211,-4403.399963378906,219.0,103.0,False,0.46726826818388284,-1.7974371220871088,-1.3985540581444,False,False,4,False,23.0,False,
6,360,6,False,False,0,5906.207282863145,-2033.9300537109375,-655.5499877929688,465.8299865722656,21441.59912109375,2153.000030517578,4185.4998779296875,2843.800048828125,-5183.599853515625,-1020.6999969482422,0.0,0.2012700682577779,0.16214490792124975,-1.8517328519325424,b8dd757a42b,KayFlop_G7,37.0,-2173.72998046875,-722.2899780273438,343.82000732421875,16656.199951171875,1090.5000305175781,1849.2999267578125,-2533.8999938964844,4273.0999755859375,-2359.7999572753906,255.0,131.0,False,-0.19707594532840525,0.056423854127399205,-0.5143875657183951,True,6,5,False,176.67939774451713,True,,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,-3710.5400390625,2860.7099609375,18.75,-6157.60009765625,-15758.599853515625,-1870.3999328613281,2593.9999389648438,-831.9000244140625,11.100000143051147,255.0,255.0,False,-0.042420717989946996,-1.90167941907662,0.0024186861696266966,True,4,False,6,255.0,False,,enpitsu,76561198039309853,27,-195.66000366210938,4064.6298828125,17.059999465942383,1975.7000732421875,-13904.89990234375,-3.100000023841858,0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,False,0.016729147335084408,-1.4296355005645476,-2.5753894633353868e-05,True,60.60597851455852,True,False,4,4,,games5425898691,bf81d8692db,24.0,-1946.3499755859375,4301.669921875,17.020000457763672,15417.19970703125,-1547.2999572753906,-0.5000000074505806,1.1999999731779099,0.09999999776482582,-1996.4999389648438,255.0,0.0,,0.009589268513422532,-0.15743978715588408,-6.915974791694281e-05,True,4,4,False,47.33882158289673,True,
7,430,9,False,False,1,6207.569432233929,-2914.280029296875,239.4199981689453,284.42999267578125,-482.20001220703125,21716.39892578125,6751.199951171875,3665.7998657226562,-3836.0000610351562,-2801.0000610351562,1.0,0.901749349192409,-0.37742978893760754,-3.0588141147311005,76561198039309853,enpitsu,27.0,-2989.2900390625,42.27000045776367,212.4499969482422,-8042.8997802734375,20313.900146484375,1553.6000061035156,-2439.7999572753906,4486.499938964844,2041.6000366210938,255.0,0.0,False,0.08107825879925089,1.761402987626852,0.6267054591878941,True,6,5,False,7.0,False,,bf81d8692db,games5425898691,24.0,-2214.320068359375,-4194.83984375,17.020000457763672,-17023.599853515625,-540.9999847412109,1.4000000059604645,-0.0,-0.29999999329447746,48.69999885559082,255.0,128.0,,-0.009567065735454827,-0.036940752147479564,-2.2915050506770824e-05,True,4,False,4,74.0,False,,KayFlop_G7,b8dd757a42b,37,-1628.1199951171875,1613.8399658203125,17.059999465942383,2343.8999938964844,15279.100341796875,1.8000000715255737,-0.0,-0.0,-572.7999877929688,255.0,128.0,False,-0.01676731648117198,1.7730474830701959,0.000261835074867988,True,169.0,False,False,6,6,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,1362.3599853515625,1731.199951171875,17.059999465942383,-11137.2998046875,19434.300537109375,2.0000000298023224,0.5000000074505806,0.09999999776482582,0.09999999776482582,255.0,128.0,False,-0.016822131405021565,1.0503790176494665,1.0085929006754317e-05,True,6,8,False,203.0,False,
8,491,11,False,False,0,10705.851950188164,3157.56005859375,-4768.77978515625,266.04998779296875,-5090.400085449219,11116.400146484375,9012.100219726562,2797.9998779296875,4216.099853515625,-3224.1000366210938,0.0,-1.0199034312752528,-0.0951174664915031,-2.9690836998722223,b8dd757a42b,KayFlop_G7,24.0,3056.739990234375,-4740.330078125,232.57000732421875,11307.7001953125,-13038.800048828125,455.29998779296875,-389.39998626708984,738.0999755859375,-4447.9998779296875,255.0,141.0,False,1.3860175853884658,-2.6636580973839914,-1.9838408677930353,True,8,7,False,113.0,False,,e230a57bcb064777a02358301c01d9a6,Ika WRLD,16.0,390.79998779296875,-5425.4599609375,19.790000915527344,1735.2000427246094,-2054.2999267578125,94.60000038146973,17.5,-1.5999999642372131,121.5999984741211,255.0,128.0,False,0.034612582480235646,0.4436783945862079,-0.03645051117111209,True,6,False,8,233.0,False,,enpitsu,76561198039309853,27,3409.5,-3678.139892578125,17.049999237060547,-8069.4000244140625,-13207.5,3.4999999403953552,2.5999999046325684,4.699999988079071,-979.7000122070312,255.0,0.0,False,0.01679219017615716,-2.1245638782329967,-0.00010823303488492163,True,0.0,False,False,6,6,,games5425898691,bf81d8692db,24.0,3128.81005859375,1683.52001953125,17.020000457763672,-14598.900146484375,-8379.89990234375,1.5000000596046448,2.5999999046325684,1.4000000059604645,-1468.699951171875,255.0,0.0,,0.009605523239576629,-2.6620622399283254,3.235429178809334e-05,True,4,4,False,244.0,False,
9,560,14,False,False,1,5215.5724235455355,-3731.39990234375,2733.889892578125,180.17999267578125,-10682.7001953125,16666.8994140625,10165.2001953125,5537.9998779296875,2292.5999450683594,-271.299991607666,1.0,0.8767518066757022,-3.0991051528565583,-1.163793484412256,76561198039309853,enpitsu,27.0,-3602.830078125,2562.139892578125,92.33999633789062,-11852.39990234375,10044.099731445312,3484.4000244140625,-1929.1999816894531,943.8999938964844,-2051.0000610351562,128.0,0.0,,-0.017512071045971196,0.4731803005145563,0.019069956285017113,True,8,7,False,215.0,False,,bf81d8692db,games5425898691,24.0,-2656.219970703125,1813.27001953125,17.020000457763672,9061.799926757812,16533.00048828125,1.5999999642372131,-0.0,-0.0,-2001.199951171875,255.0,0.0,,-0.009595754481791823,2.1475052632595255,-5.307325509824089e-06,True,4,False,4,169.0,False,,KayFlop_G7,b8dd757a42b,14,-3197.56005859375,3489.7099609375,17.059999465942383,7729.4000244140625,-9366.500244140625,2.5999999046325684,-0.0,-0.0,2343.6000061035156,255.0,255.0,,-0.016715437768509613,-2.3183136078172293,7.6007465094847866e-06,True,17.0,False,False,8,8,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,16.0,-559.5700073242188,5296.97998046875,17.049999237060547,-934.3000030517578,-1365.8999633789062,3.100000023841858,0.7000000029802322,-0.0,-75.50000190734863,255.0,128.0,,-0.016518676761367986,-0.9816983506849503,7.534699212463946e-05,True,6,8,False,233.0,False,
