,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,169,0.0,False,False,1,5102.968298394004,-59.88999938964844,127.36000061035156,98.72000122070312,-12660.699462890625,27426.99951171875,1325.0999450683594,-1459.7999572753906,-484.50000762939453,-2817.9998779296875,1.0,-0.029263061346201543,0.1399258508252224,0.07105224107689136,8479979551174309498,zooogataga1,20.0,61.58000183105469,-158.58999633789062,67.25,-12864.000244140625,18829.69970703125,2938.2998657226562,-2030.0999450683594,-2101.300048828125,679.4000244140625,128.0,204.0,,-0.09016824794417523,1.1364290704961522,-0.0064462234719294435,True,5,False,6,0.0,False,,bd0ac85168b,SOSAS._.,18.0,-78.41999816894531,-1424.469970703125,17.010000228881836,1501.300048828125,14000.699462890625,2.5999999046325684,-0.09999999776482582,-1.1999999731779099,-69.20000076293945,255.0,128.0,,-0.009582528859115797,1.6871033527108537,0.00011464002042761511,True,90.0,False,4,4,False,,enpitsu,76561198039309853,24,-256.0,4062.89990234375,17.049999237060547,-0.0,6965.2001953125,2.5999999046325684,-0.29999999329447746,-0.0,0.0,128.0,,,-0.01695277714369926,-1.570776660498043,7.402909966434954e-06,True,85.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-63.06999969482422,469.3699951171875,57.86000061035156,-2585.1998901367188,-22513.9990234375,2833.3999633789062,2427.2000122070312,-1068.499984741211,-1898.2000732421875,255.0,82.0,-0.06211288249052655,-1.3954583293932858,0.003979094912364135,True,4,3,False,0.0,False,,
1,170,0.0,False,False,0,5368.395551008164,110.5999984741211,-133.17999267578125,121.51000213623047,13878.800048828125,18768.00048828125,9339.69970703125,4019.2001342773438,408.69998931884766,-4436.000061035156,0.0,0.11475513702097757,-0.3862928943627884,0.2740388670957885,bf81d8692db,games5425898691,18.0,83.12999725341797,-293.9100036621094,76.29000091552734,2235.399932861328,17086.8994140625,1490.2000427246094,-4780.4998779296875,399.50000762939453,2690.0,255.0,96.0,,0.6202857945813464,1.43694959163383,0.112951463741996,True,3,False,4,0.0,False,,76561198039309853,enpitsu,24.0,256.0,-4124.240234375,17.049999237060547,0.0,-7673.4002685546875,2.5999999046325684,0.3999999910593033,0.0,0.0,128.0,,,0.01695277714369926,1.570776660498043,7.402909966434954e-06,True,85.0,False,False,False,False,,SOSAS._.,bd0ac85168b,18,78.41999816894531,1424.469970703125,17.010000228881836,-1501.300048828125,-14000.699462890625,2.5999999046325684,0.09999999776482582,1.1999999731779099,-69.20000076293945,255.0,128.0,,0.009582528859115797,-1.6871033527108537,0.00011464002042761511,True,90.0,False,4,False,4,,zooogataga1,8479979551174309498,20.0,33.81999969482422,23.790000915527344,90.48999786376953,11442.2998046875,-16174.599609375,2543.3999633789062,2715.8999633789062,4726.600036621094,-729.5999908447266,128.0,241.0,0.2652176314297567,-1.2951640901789623,-0.3677696281054818,True,6,5,False,0.0,False,,
2,171,0.0,False,False,1,5118.70460077534,-144.19000244140625,128.10000610351562,143.02999877929688,-28134.09912109375,12401.8994140625,14420.2001953125,4613.900146484375,1041.9999694824219,3691.300048828125,1.0,-0.06508259427760522,0.33802018804247025,0.20719288809658054,8479979551174309498,zooogataga1,20.0,-33.81999969482422,-23.790000915527344,90.48999786376953,-11442.2998046875,16174.599609375,2543.3999633789062,-2715.8999633789062,-4726.600036621094,-729.5999908447266,128.0,241.0,,-0.2652176314297567,1.2951640901789623,-0.3677696281054818,True,5,False,6,0.0,False,,bd0ac85168b,SOSAS._.,18.0,-65.16000366210938,-1307.77001953125,17.010000228881836,1638.800048828125,14000.0,2.0999999344348907,-0.0,-0.9000000357627869,-17.799999713897705,255.0,128.0,,-0.009597009721050957,1.690048024411091,8.438983421906497e-05,True,90.0,False,4,4,False,,enpitsu,76561198039309853,24,-256.0,4124.240234375,17.049999237060547,-0.0,7673.4002685546875,2.5999999046325684,-0.3999999910593033,-0.0,0.0,128.0,,,-0.01695277714369926,-1.570776660498043,7.402909966434954e-06,True,85.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-83.12999725341797,293.9100036621094,76.29000091552734,-2235.399932861328,-17086.8994140625,1490.2000427246094,4780.4998779296875,-399.50000762939453,2690.0,255.0,96.0,-0.6202857945813464,-1.43694959163383,0.112951463741996,True,4,3,False,0.0,False,,
3,267,3.0,False,False,0,9011.044583447494,685.5399780273438,-3731.169921875,247.17999267578125,-5715.7000732421875,21795.400390625,-11689.200439453125,-4561.400146484375,1885.7000732421875,3411.300048828125,0.0,0.45630069651578137,1.1127358792575859,-1.3721962587056213,76561198039309853,enpitsu,24.0,658.469970703125,-3920.550048828125,278.1600036621094,1216.9999694824219,13102.7001953125,364.7999954223633,-2811.099853515625,-4292.099914550781,-1981.1000061035156,255.0,255.0,False,0.2961197121393735,1.304742487630583,-1.1900443638966685,True,1,False,2,31.0,False,,bf81d8692db,games5425898691,18.0,2491.219970703125,-4199.64990234375,15.079999923706055,1024.3000030517578,-14133.800048828125,-844.7000122070312,3644.5999145507812,1247.6000213623047,3580.10009765625,128.0,255.0,,0.034871128800548074,0.5713546540633015,-0.08539823762632447,True,0.0,False,6,6,False,,SOSAS._.,bd0ac85168b,19,743.510009765625,-3459.090087890625,101.1500015258789,-13095.799560546875,-15673.499755859375,3022.0999145507812,-3313.2000732421875,-3667.0001220703125,-1025.999984741211,255.0,0.0,True,0.09147235939883903,-2.55017821320663,0.551410560516897,True,27.94414613067463,True,6,False,4,,zooogataga1,8479979551174309498,20.0,3450.389892578125,491.9700012207031,17.010000228881836,-9816.199951171875,1776.0000610351562,2.0999999344348907,2.3000000417232513,-0.19999999552965164,860.5000305175781,255.0,128.0,0.009533025041535834,3.029032529934872,-0.00026151642367090196,True,6,6,False,255.0,False,,False
4,269,3.0,False,True,1,2169.349640143432,-656.780029296875,3625.090087890625,193.92999267578125,683.0999755859375,9848.900146484375,5514.4000244140625,2333.300018310547,-3086.0000610351562,4586.000061035156,1.0,-0.79955982968452,-1.5330497200672835,-1.239466978832992,bd0ac85168b,SOSAS._.,19.0,-711.3900146484375,3479.699951171875,105.94999694824219,19210.799560546875,12325.699462890625,2831.300048828125,3035.4998779296875,4584.700012207031,124.20000076293945,255.0,0.0,True,-0.13414111700925382,2.5402258372906887,0.6639298111846771,True,5,False,6,21.646976296619705,True,,8479979551174309498,zooogataga1,20.0,-3357.419921875,-503.9700012207031,17.010000228881836,10395.799560546875,-1028.7000274658203,2.0000000298023224,1.5999999642372131,-0.0,172.90000915527344,255.0,128.0,False,-0.009532507379061852,-3.0654245979515355,-0.00018505512861459916,True,255.0,False,6,6,False,,enpitsu,76561198039309853,24,-659.4500122070312,3826.510009765625,278.0199890136719,-135.50000190734863,-10342.39990234375,-152.29999542236328,2156.6000366210938,4510.299987792969,-2292.5,255.0,255.0,False,-0.2556205821005551,-0.9524050436247947,-1.8536526571688976,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-2491.219970703125,4199.64990234375,15.079999923706055,-1024.3000030517578,14133.800048828125,-844.7000122070312,-3644.5999145507812,-1247.6000213623047,3580.10009765625,128.0,255.0,-0.034871128800548074,-0.5713546540633015,-0.08539823762632447,True,6,6,False,0.0,False,,
5,270,3.0,False,False,0,8920.284166968173,648.760009765625,-3645.510009765625,210.92999267578125,-5217.5,13578.699951171875,-1764.9000549316406,-1839.7999572753906,2748.699951171875,5005.899963378906,0.0,0.8864341726597251,2.022940627814265,-0.9539518481535925,76561198039309853,enpitsu,24.0,659.4500122070312,-3826.510009765625,278.0199890136719,135.50000190734863,10342.39990234375,-152.29999542236328,-2156.6000366210938,-4510.299987792969,-2292.5,255.0,255.0,False,0.2556205821005551,0.9524050436247947,-1.8536526571688976,True,1,False,2,31.0,False,,bf81d8692db,games5425898691,18.0,2479.5400390625,-4288.4501953125,15.84000015258789,-2273.6000061035156,-6708.499755859375,195.49999237060547,89.0999984741211,87.79999732971191,1261.6999816894531,255.0,243.0,,0.008027004153743586,0.8006402161283779,-0.005665529107896771,True,0.0,False,6,6,False,,SOSAS._.,bd0ac85168b,19,531.0999755859375,-3575.47998046875,113.68000030517578,-19941.600341796875,-9735.0,-251.90000534057617,-2885.0,-4593.2000732421875,910.2999877929688,255.0,0.0,True,0.40487358107655813,-2.31435386162806,1.3530742735126444,True,18.4397506636958,True,6,False,5,,zooogataga1,8479979551174309498,20.0,3357.419921875,503.9700012207031,17.010000228881836,-10395.799560546875,1028.7000274658203,2.0000000298023224,-1.5999999642372131,0.0,172.90000915527344,255.0,128.0,0.009532507379061852,3.0654245979515355,-0.00018505512861459916,True,6,6,False,255.0,False,,False
6,337,6.0,False,False,1,4038.8686689164374,212.36000061035156,1159.4100341796875,107.18000030517578,9331.599731445312,23455.50048828125,9825.599975585938,5955.5999755859375,411.3999938964844,-601.1999893188477,1.0,-0.26217453178516165,1.8948414167480399,-0.02047837061508497,8479979551174309498,zooogataga1,20.0,143.8699951171875,910.3900146484375,17.010000228881836,7432.19970703125,19381.99951171875,2.0999999344348907,-1.1999999731779099,-3.8999998569488525,-529.5999908447266,128.0,2.0,,-0.00964751029438425,1.9035648474405789,-0.0002740650756349016,True,6,False,6,155.0,False,,bd0ac85168b,SOSAS._.,19.0,3322.860107421875,3854.820068359375,16.989999771118164,10169.299926757812,-9398.200073242188,4.799999892711639,-0.0,-0.0,-2198.3999633789062,255.0,0.0,False,-0.009587133059898768,-2.3286238997142603,-9.601283752704776e-06,True,255.0,False,6,6,False,,enpitsu,76561198039309853,24,9.829999923706055,2044.6099853515625,73.66999816894531,6903.800048828125,-9264.299926757812,3045.4000854492188,1201.9000244140625,813.3999633789062,-223.99999618530273,255.0,0.0,,-0.10724745195909362,-2.1538133899218237,0.00014385585284804842,True,31.0,False,4,False,3,,games5425898691,bf81d8692db,18.0,-2398.179931640625,5040.35009765625,44.59000015258789,12003.499755859375,529.7999954223633,422.40001678466797,360.49999237060547,58.89999866485596,-74.60000038146973,255.0,128.0,0.03006181064237423,3.080136544652663,0.6032245039876061,True,6,6,False,,False,,
7,415,8.0,False,False,1,2171.6319504802123,2398.169921875,3571.72998046875,138.99000549316406,-8887.80029296875,169.89999771118164,2450.399932861328,4540.7000732421875,445.40000915527344,3896.4999389648438,1.0,-0.8038106879101407,-2.8909307785539546,-2.636482422183112,bd0ac85168b,SOSAS._.,18.0,2508.35009765625,3484.1298828125,16.989999771118164,591.6999816894531,9652.5,5.0,-0.29999999329447746,-0.19999999552965164,1724.2999267578125,185.0,255.0,False,-0.009526444964028366,1.6473157270768937,0.0003454017172567618,True,6,False,6,255.0,False,,8479979551174309498,zooogataga1,20.0,2295.280029296875,2554.85009765625,17.010000228881836,-4419.2999267578125,8406.300048828125,2.0999999344348907,-0.7999999821186066,1.1999999731779099,225.20000457763672,153.0,128.0,,-0.009562223607336605,1.0592301991949804,-0.0002279259944768909,True,155.0,False,6,6,False,,enpitsu,76561198039309853,24,3303.860107421875,-108.69999694824219,17.040000915527344,17021.600341796875,1221.2000274658203,5.199999809265137,-0.5000000074505806,-0.0,3141.300048828125,255.0,255.0,False,-0.016777104090887937,2.798323673428372,0.00015406545354686475,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,1493.0,4246.0400390625,17.010000228881836,13102.60009765625,-5160.7000732421875,2.0999999344348907,4.1999998688697815,-1.5999999642372131,295.10000228881836,255.0,236.0,-0.009581958544404636,-2.7392044945639618,0.0001434669052899776,True,6,6,False,,False,,
8,449,10.0,True,True,1,1563.761005391305,1335.5999755859375,3639.300048828125,147.66000366210938,-15901.800537109375,17719.100341796875,5496.5997314453125,3046.199951171875,-3011.7999267578125,1903.5000610351562,1.0,0.5865763242347157,3.014680757156671,-1.9920744388214238,8479979551174309498,zooogataga1,20.0,1469.0,3408.669921875,63.209999084472656,-11820.30029296875,12886.500244140625,3265.4998779296875,-934.5999908447266,-4350.799865722656,2028.8999938964844,128.0,255.0,,-0.07769883092303735,1.1197403665251981,-0.04086011696053624,True,7,False,8,119.0,False,,bd0ac85168b,SOSAS._.,18.0,1718.6099853515625,3665.199951171875,17.010000228881836,-2510.0999450683594,-6930.3997802734375,2.3999999463558197,0.09999999776482582,-0.0,2236.1000061035156,128.0,255.0,False,-0.009622843352651513,-1.2502568860730168,5.558233097825216e-06,True,247.0,False,6,6,False,,enpitsu,76561198039309853,24,3110.739990234375,1359.1500244140625,17.040000915527344,-10484.69970703125,17409.000244140625,-0.3999999910593033,-0.19999999552965164,0.7000000029802322,0.09999999776482582,255.0,128.0,False,-0.01679001709756451,1.0286978756378278,-3.789699145658068e-05,True,151.6550538616796,True,4,False,4,,games5425898691,bf81d8692db,18.0,2351.489990234375,5058.7900390625,59.630001068115234,-6594.89990234375,6550.3997802734375,5865.2001953125,5437.60009765625,-312.90000915527344,764.4000244140625,255.0,255.0,0.6695629490872433,0.8332849573121672,-0.5298148735344822,True,6,6,False,21.554219612511254,True,,
9,724,11.0,False,False,1,5205.298478035138,-63.08000183105469,23.81999969482422,93.04000091552734,-27071.201171875,9895.599975585938,613.3000183105469,-1849.9000549316406,-1765.3999328613281,5427.7001953125,1.0,-0.04764768417370412,-0.16220157977447527,0.058795908039925834,bd0ac85168b,SOSAS._.,18.0,141.19000244140625,-63.970001220703125,83.43000030517578,-16648.299560546875,11064.200439453125,3288.0999755859375,2552.100067138672,2688.9999389648438,-3025.7998657226562,255.0,255.0,True,-0.06290486229200543,1.198164575889661,-0.16784818257498477,True,5,False,6,0.0,False,,8479979551174309498,zooogataga1,21.0,-168.2100067138672,-1545.3299560546875,16.1200008392334,1858.699951171875,9026.699829101562,144.7000026702881,1.2999999523162842,78.09999942779541,40.79999923706055,0.0,128.0,,-0.008342277123412718,1.8191781250800356,-0.008253454323771666,True,78.0,False,4,4,False,,enpitsu,76561198039309853,24,-332.17999267578125,432.8399963378906,75.37000274658203,13897.5,-18150.899658203125,2517.4000549316406,3949.1000366210938,3024.1000366210938,0.0,255.0,128.0,,-0.16348340796047706,-2.224252088012082,-1.9585668521652197e-05,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,2566.06005859375,4016.179931640625,17.010000228881836,16580.899658203125,6807.7001953125,2.199999988079071,-0.29999999329447746,-0.0,-1447.5999450683594,128.0,0.0,-0.009626025140782443,2.772669337026248,-0.00020704228063742725,True,False,False,False,0.0,False,,
