,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,164,0.0,False,False,0,5166.466902916394,-12.130000114440918,49.70000076293945,93.12000274658203,-7225.5999755859375,29945.6005859375,1181.1000061035156,-2827.60009765625,-440.9000015258789,5259.1998291015625,0.0,-0.005269470308337527,0.08780586902862256,-0.047383595031890345,b387203a4bb,Wokko00,12.0,44.779998779296875,-147.5399932861328,74.75,-3163.800048828125,22563.89892578125,3108.2998657226562,-2678.599853515625,4552.799987792969,-1531.6999816894531,255.0,0.0,True,0.0664003189840318,1.8751504627603868,0.28099447290974694,True,6,5,0.0,False,False,,648918464395354265,sky-Pandi,53.0,-2575.25,-3795.320068359375,119.4800033569336,-21740.70068359375,-7280.999755859375,-160.30000686645508,-3489.1000366210938,-4076.4999389648438,-1207.2000122070312,255.0,0.0,True,0.3052216336814218,-1.8729816508170316,2.9869760660244635,True,0.0,False,False,4,3,,enpitsu,76561198039309853,27,-294.9700012207031,518.219970703125,79.72000122070312,12575.699462890625,-15377.19970703125,3057.0999145507812,1286.1000061035156,1051.2999725341797,0.0,255.0,0.0,,0.13444388422644074,-0.8853119698413597,3.8125807784824035e-05,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,2476.179931640625,4060.68994140625,17.010000228881836,16323.399658203125,5893.4002685546875,2.3000000417232513,0.9000000357627869,0.3999999910593033,-1753.5000610351562,128.0,0.0,,0.009629812769261935,0.3000485325009166,-0.00014299651659079873,True,0.0,False,False,False,False,
1,167,0.0,False,False,1,5451.6449787652355,-29.219999313354492,-232.55999755859375,115.29000091552734,-24676.0009765625,-7484.000244140625,5965.3997802734375,5053.399963378906,459.3000030517578,3201.7001342773438,1.0,-0.0646243219134989,-0.6282629803907511,-0.4248758605205866,76561198039309853,enpitsu,27.0,107.75,-293.5899963378906,114.13999938964844,-10179.600219726562,9815.599975585938,1475.3999328613281,-1688.8999938964844,-2992.7999877929688,4294.100036621094,255.0,128.0,,-0.9969293776241084,0.759581641669894,-0.0709618407052018,True,2,1,0.0,False,False,,bf81d8692db,games5425898691,24.0,-2612.590087890625,-4098.759765625,17.010000228881836,-16359.200439453125,-3436.9000244140625,2.3000000417232513,-0.5999999865889549,-0.19999999552965164,-1887.2999572753906,128.0,0.0,,-0.00963967388780493,-0.14703998983585265,-7.437953598750384e-05,True,0.0,False,False,False,False,,Wokko00,b387203a4bb,12,-23.899999618530273,-14.119999885559082,98.6500015258789,2574.1000366210938,-19619.599609375,2610.10009765625,2140.2999877929688,-5056.400146484375,317.60000228881836,255.0,0.0,True,-0.019969770156857577,-1.8731862682909746,0.9021950883429282,True,0.0,False,6,False,5,,sky-Pandi,648918464395354265,53.0,2937.7900390625,3917.3701171875,116.87999725341797,21759.3994140625,7339.6002197265625,-154.49999809265137,3657.3001098632812,3934.2999267578125,-1180.999984741211,128.0,0.0,True,0.15923693789277443,2.0867717280236384,-2.1269547385769294,True,0.0,False,3,False,4,
2,262,3.0,False,False,1,9456.198086382756,-202.63999938964844,-4252.16015625,121.3499984741211,21109.49951171875,12174.7998046875,-703.0999755859375,-1605.5000305175781,2648.5000610351562,-39.90000009536743,1.0,1.2891610292739129,-1.2460801490154243,-2.8082411421055027,bf81d8692db,games5425898691,24.0,-333.4800109863281,-4360.93994140625,67.16999816894531,21662.60009765625,7246.400146484375,2677.9000854492188,-3998.800048828125,1127.699966430664,3603.800048828125,255.0,147.0,,-0.0963936778700068,2.6112343407872216,-0.08968209499718344,True,4,3,101.0,False,False,,76561198039309853,enpitsu,27.0,-2251.300048828125,129.6300048828125,17.049999237060547,-16220.400390625,3143.900146484375,2.5,0.19999999552965164,-0.0,-0.9000000357627869,255.0,128.0,,-0.01678659777086441,0.19160518923571068,1.8196094166642687e-05,True,0.0,False,False,2,2,,Wokko00,b387203a4bb,12,-3996.909912109375,-3422.199951171875,76.13999938964844,-4575.400085449219,13777.7001953125,3980.4000854492188,-1100.5000305175781,2685.2999877929688,-2041.1000061035156,246.0,4.0,False,0.246986180967162,1.2814146310331946,0.6816976728696065,False,12.0,False,8,False,8,,sky-Pandi,648918464395354265,16.0,1413.1600341796875,627.2000122070312,16.979999542236328,-4734.800109863281,-20442.2998046875,12.699999809265137,0.09999999776482582,3.0000001192092896,1973.699951171875,255.0,184.0,False,-0.009611844957283329,-1.4235173646897092,0.00014772502999490494,True,210.0,False,8,False,8,
3,304,5.0,False,False,0,3052.774787977225,-2660.639892578125,2648.919921875,106.23999786376953,-24240.2001953125,20363.900146484375,8462.60009765625,4191.099853515625,-1989.4000244140625,3804.8001098632812,0.0,0.3907717675684538,-2.7161688104510215,0.8534777982402533,648918464395354265,sky-Pandi,12.0,-2573.93994140625,2474.179931640625,17.010000228881836,-10919.599609375,20242.5,0.0,0.9000000357627869,-1.8000000715255737,1756.0000610351562,255.0,255.0,,0.009585912487678308,2.1165396275466164,0.0001711921243183437,True,8,8,157.37663656409066,True,False,,b387203a4bb,Wokko00,12.0,3629.1201171875,881.5,62.689998626708984,1506.0000610351562,-22880.400390625,1793.2000732421875,4927.699890136719,2422.7999877929688,311.200008392334,255.0,148.0,,0.48485513658303203,-1.4909520642078276,-0.18247192363745862,,,False,False,12,11,,enpitsu,76561198039309853,27,3358.239990234375,437.1099853515625,79.68000030517578,-7592.39990234375,12935.400390625,2756.7001342773438,-4737.699890136719,-2793.5000610351562,3.700000047683716,255.0,128.0,,0.3733369208036356,2.103872691159276,0.00017000807122295408,True,255.0,False,4,False,3,,games5425898691,bf81d8692db,24.0,-2727.070068359375,3011.699951171875,17.010000228881836,-11073.800048828125,-17449.7998046875,2.3999999463558197,-0.09999999776482582,0.29999999329447746,1989.7999572753906,255.0,255.0,,0.009616567712163812,-2.0609287791614848,2.5063609095358125e-05,True,131.0,False,4,False,4,
4,390,8.0,False,False,1,9680.129558605606,171.50999450683594,-4512.97998046875,232.27999877929688,14498.599853515625,-5138.699951171875,11184.49951171875,-1323.0999755859375,-5852.0001220703125,-52.89999961853027,1.0,0.177558487842338,0.6925508674623524,2.263100356863666,76561198039309853,enpitsu,27.0,31.75,-4447.0,146.3300018310547,6196.199951171875,-4867.799987792969,4845.400085449219,-657.5,5231.099853515625,168.4000015258789,255.0,128.0,,-0.04011120347497,-2.2648494824368814,-0.04036042709265168,True,6,4,156.0,False,2,,bf81d8692db,games5425898691,24.0,2825.110107421875,-3277.610107421875,17.0,-2802.5,-22660.50048828125,1.0000000149011612,0.19999999552965164,2.5,-1023.0999755859375,255.0,0.0,,-0.009598652953548574,-1.4405348935036224,-0.0001826078554433523,True,28.105471023949224,True,False,4,4,,Wokko00,b387203a4bb,12,-1529.3199462890625,3889.780029296875,86.33000183105469,19359.300537109375,-11926.500244140625,678.3000183105469,5055.10009765625,-1766.4999389648438,-1254.7000122070312,255.0,27.0,True,-0.4309802277191599,-3.020529731397789,2.1304190664255676,True,241.0,False,14,False,13,,sky-Pandi,648918464395354265,12.0,3027.449951171875,-4024.080078125,17.0,-16199.7998046875,-9651.900024414062,7.5,-0.7999999821186066,4.399999976158142,-1874.9000549316406,255.0,0.0,False,-0.00984099918399961,-0.4795751517158373,2.349595518049813e-05,True,254.0,False,12,False,10,
5,501,12.0,False,False,0,3248.3134407359503,-3710.659912109375,3518.510009765625,365.8299865722656,3655.0,-9175.30029296875,5540.30029296875,4555.7000732421875,-1493.9999389648438,-3607.3001098632812,0.0,-0.5779840640111477,1.599328112058966,-0.7633052486083386,648918464395354265,sky-Pandi,12.0,-3805.239990234375,3623.47998046875,227.72999572753906,3869.89990234375,-1509.4000244140625,4974.100036621094,-964.3000030517578,-656.2000274658203,-314.50000762939453,255.0,0.0,False,-0.30401452801620865,-1.0654451729296146,-0.37807116556108095,True,14,12,202.5065892614344,True,6,,b387203a4bb,Wokko00,12.0,-3765.469970703125,2499.830078125,194.97999572753906,447.20001220703125,21387.2998046875,2311.9000244140625,55.300002098083496,1390.8000183105469,4820.7000732421875,128.0,255.0,True,-0.6386882765311204,2.0679411867137953,-0.03459814673431813,True,231.74070539269397,True,False,16,14,,enpitsu,76561198039309853,27,-405.5199890136719,5256.72021484375,16.739999771118164,-4788.0999755859375,-7543.499755859375,43.400001525878906,47.5,-18.600000143051147,-2408.800048828125,128.0,128.0,False,0.012895470597303848,-2.191494296563749,0.0009360711559077463,True,156.0,False,6,2,4,,games5425898691,bf81d8692db,24.0,3402.340087890625,4629.7001953125,210.07000732421875,-5287.39990234375,6024.7998046875,3546.400146484375,-540.0,-2281.999969482422,-290.49999237060547,0.0,255.0,,-0.4122039678253242,2.2668735695943045,-1.3591994816557975,True,31.0,False,4,False,4,
6,559,14.0,False,False,0,4319.2411189898,-2981.75,1357.739990234375,103.87000274658203,1989.4999694824219,-11445.2001953125,4635.0,5908.4002685546875,1011.9000244140625,-257.1999931335449,0.0,0.4801566857789756,2.8154012964895356,0.3750152977894264,648918464395354265,sky-Pandi,12.0,-3025.159912109375,1594.3199462890625,11.550000190734863,3440.10009765625,-15728.499755859375,-4165.799865722656,-2460.5999755859375,-4743.599853515625,1301.199951171875,255.0,128.0,,0.026542227463770315,-1.1477582618483264,-0.025259913339447833,,14,12,63.0,False,6,,b387203a4bb,Wokko00,12.0,-2645.43994140625,4573.2900390625,17.0,8319.7998046875,-9204.400024414062,1.0000000149011612,7.200000286102295,-6.1000001430511475,-1398.2000732421875,255.0,128.0,,0.009523694172308694,-0.9062222383325873,-4.682889925067818e-05,True,190.18253773258576,True,False,16,14,,enpitsu,76561198039309853,27,-2230.340087890625,3497.580078125,17.049999237060547,-9837.80029296875,-20289.200439453125,-2.0999999344348907,-0.19999999552965164,-0.7999999821186066,317.60000228881836,255.0,128.0,,0.016779281992089338,-1.9950235537595418,-0.00021850333190238773,True,48.70246016851036,True,6,2,4,,games5425898691,bf81d8692db,24.0,2942.169921875,3255.949951171875,16.989999771118164,-3961.300048828125,-18520.30029296875,2.199999988079071,0.0,0.0,-138.50000381469727,255.0,128.0,,0.00958891326569485,-1.794645899315735,6.620130570724973e-05,True,218.70246016851033,True,4,False,4,
7,595,15.0,False,False,0,5560.664015084508,-2726.179931640625,-110.8499984741211,147.66000366210938,2710.4000854492188,-10694.7998046875,1072.5,2324.7000122070312,-395.9000015258789,-236.49999618530273,0.0,-0.446110823034743,2.7097328789323343,-0.8960394059160193,648918464395354265,sky-Pandi,12.0,-2723.669921875,-144.77999877929688,16.65999984741211,4205.400085449219,-11034.000244140625,-420.2000045776367,-2614.5001220703125,244.69999313354492,3098.2000732421875,128.0,128.0,True,-0.0008497980139768063,-0.5775147093057348,-0.019248270195587357,,14,12,53.0,False,6,,b387203a4bb,Wokko00,12.0,-1632.6600341796875,2205.320068359375,16.209999084472656,7625.8001708984375,-20613.5009765625,-488.80001068115234,1323.5000610351562,697.3999786376953,33.399999141693115,255.0,128.0,False,-0.003945979064807502,-1.2300063744966618,0.006690986493314462,True,180.0,False,False,18,16,,enpitsu,76561198039309853,27,-2952.219970703125,721.6799926757812,17.049999237060547,-810.6999969482422,-22705.70068359375,2.8999999165534973,0.0,5.299999713897705,1616.199951171875,255.0,128.0,,0.016769819306631187,-1.543628258703592,9.810460210187856e-05,True,0.0,False,6,2,4,,games5425898691,bf81d8692db,24.0,2123.7099609375,520.97998046875,16.989999771118164,-10971.8994140625,-20028.599853515625,4.4999998807907104,-0.29999999329447746,-0.7999999821186066,-592.599983215332,255.0,102.0,,0.00959662394294683,-2.0922515177614285,-4.936403531549563e-05,True,168.0,False,4,False,4,
8,701,19.0,False,False,0,8152.8492004050895,-2878.85009765625,-2768.050048828125,109.0,-20693.00048828125,14213.1005859375,11174.200439453125,5531.099853515625,364.90001678466797,2296.199951171875,0.0,0.9420501578560557,-2.914575229863446,-2.6597056596351,b387203a4bb,Wokko00,12.0,-2768.27001953125,-2834.06005859375,14.880000114440918,-6470.999755859375,19065.799560546875,-122.10000038146973,263.700008392334,-308.99999618530273,2477.7000427246094,219.0,0.0,False,0.0013870090143144008,2.0329249414288033,-0.048507573556994685,True,20,18,129.0,False,False,,648918464395354265,sky-Pandi,12.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27,-3469.360107421875,-3248.169921875,17.059999465942383,8249.600219726562,5482.19970703125,-1.4000000059604645,-2.8999999165534973,-1.5999999642372131,1771.199951171875,255.0,128.0,False,0.016677254425225413,0.5624312844504022,0.00048808096191677155,True,232.92067963589906,True,8,2,6,,games5425898691,bf81d8692db,24.0,-3877.489990234375,-2432.669921875,22.200000762939453,-1155.199966430664,-11366.099853515625,296.70000076293945,692.0999908447266,772.0999908447266,2281.6000366210938,255.0,255.0,,-0.005863320257042579,-1.6341843391215687,-0.15995606686861163,True,123.0,False,4,False,6,
9,774,22.0,False,False,1,5346.331078429239,1507.3699951171875,-171.25999450683594,266.25,-1140.199966430664,-1923.3999633789062,2247.100067138672,-1193.1999969482422,-1666.7999267578125,5638.900146484375,1.0,0.11929778118168521,2.8820453726941095,0.14730524513780366,bf81d8692db,games5425898691,24.0,1452.1500244140625,-188.22999572753906,117.08000183105469,-1300.5000305175781,-9458.800048828125,2666.6000366210938,-5321.7999267578125,1386.7999267578125,-65.0,255.0,145.0,,0.8107271650208986,-1.4876728145692124,-0.10835815546336423,True,8,5,8.0,False,False,,76561198039309853,enpitsu,27.0,1722.0,-1837.1400146484375,17.059999465942383,-5059.4000244140625,-22032.80029296875,1.1999999731779099,-0.09999999776482582,-0.19999999552965164,0.0,255.0,0.0,False,-0.01678246073300275,-1.345079936691527,-2.0930486171507764e-05,True,179.0,False,2,8,6,,Wokko00,b387203a4bb,12,1833.780029296875,-274.9800109863281,17.010000228881836,-13318.699951171875,-3905.4000854492188,-0.3999999910593033,1.5000000596046448,-0.0,-264.59999084472656,255.0,128.0,False,-0.009559156496298554,-0.2570241338877634,0.00023981613466244624,False,103.0,False,22,False,18,,sky-Pandi,648918464395354265,12.0,2385.739990234375,4088.419921875,17.010000228881836,-6801.099853515625,-7145.0,2.0999999344348907,0.29999999329447746,0.7000000029802322,-3.3000001311302185,254.0,128.0,,-0.009553146042465903,-0.809446214593212,7.206013242933982e-05,True,85.0,False,False,False,False,
