,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
31,1898,62.0,False,False,0,5426.3913521541235,-3380.030029296875,315.54998779296875,132.07000732421875,6411.7999267578125,6069.6002197265625,8028.800048828125,-3804.1000366210938,4018.599853515625,2319.199981689453,0.0,-0.02939756007425771,-2.1631310502877663,-0.317067446369183,6207901611651106654,KaareKnallhard,14.0,-3120.56005859375,178.9199981689453,83.76000213623047,-17515.899658203125,10017.7001953125,3668.2998657226562,-337.40001678466797,-555.2999877929688,-1749.7000122070312,255.0,25.0,False,0.05222940437739824,2.4532558378941745,-0.004868740155673653,True,26.0,False,16,14,False,,5352510735272825531,kinghelgix,12.0,-2899.2900390625,-4075.889892578125,67.47000122070312,-22485.10009765625,3358.3999633789062,850.6999969482422,-93.50000381469727,225.20000457763672,-1225.6999969482422,255.0,0.0,False,-0.015913709519471433,3.0752784749601876,0.057953739303348274,True,255.0,False,22,24,False,40.0,enpitsu,76561198039309853,26,-2904.179931640625,-4148.4501953125,17.010000228881836,-22566.69921875,4197.39990234375,4.300000071525574,-23.80000114440918,-9.599999785423279,1064.000015258789,255.0,0.0,False,0.01702397525642615,2.953076584669788,3.2516816956161335e-05,True,27.0,False,14,False,14,,games5425898691,bf81d8692db,19.0,2268.3798828125,2056.739990234375,59.630001068115234,-4501.700134277344,22420.70068359375,-1781.6000366210938,-2423.6000061035156,-469.3000030517578,1.4000000059604645,255.0,128.0,-0.5012393753483299,1.7617921133156556,0.001185745731027508,True,217.0,False,28,False,24,,
32,1976,65.0,False,False,1,9765.796736437265,1768.0899658203125,-4586.77978515625,310.5899963378906,30661.201171875,11058.199462890625,805.5999755859375,3011.7001342773438,186.90000534057617,-3231.199951171875,1.0,0.5712411460892516,0.23570889709758575,-2.357469067160968,bf81d8692db,games5425898691,19.0,1641.52001953125,-4649.43994140625,267.2699890136719,16503.00048828125,6689.2999267578125,420.0,-5319.7998046875,744.1000366210938,-1181.1000061035156,255.0,255.0,,-0.12966322731263397,3.028038675813751,-0.8004329532440843,True,184.2860987981161,True,30,25,False,,76561198039309853,enpitsu,26.0,3429.889892578125,-124.9800033569336,96.91000366210938,-11695.699462890625,-19731.300048828125,-139.79999542236328,2449.1000366210938,-4879.89990234375,-661.3999938964844,255.0,0.0,,-0.8495661702549581,-2.115416975187105,1.7506896223173674,True,255.0,False,15,16,False,,kinghelgix,5352510735272825531,12,3499.639892578125,582.1199951171875,17.010000228881836,-5955.30029296875,-17687.39990234375,2.800000011920929,2.5999999046325684,-0.3999999910593033,0.0,255.0,128.0,,-0.00943583958376971,-1.2460282531052695,2.3578386428763876e-05,True,197.0,False,26,False,24,,KaareKnallhard,6207901611651106654,14.0,3736.419921875,-137.7899932861328,15.260000228881836,-12528.299560546875,2572.3001098632812,290.49999237060547,44.699997901916504,-221.29999160766602,2111.6000366210938,255.0,192.0,0.004355246917479697,0.14730699872837022,0.008202986515324842,False,26.0,False,16,False,16,,
33,2064,68.0,False,False,0,5125.692210825975,-1303.0999755859375,30.5,134.1199951171875,15337.2998046875,-1044.1000366210938,3230.7000732421875,3876.4999389648438,-1705.2999877929688,-4250.10009765625,0.0,-1.211004841642004,-2.546655982457985,0.9166761009007854,6207901611651106654,KaareKnallhard,14.0,-1219.050048828125,108.2300033569336,17.010000228881836,6073.499755859375,-13036.700439453125,2.5999999046325684,0.7000000029802322,-1.899999976158142,-596.6999816894531,243.0,128.0,,0.009598937907455132,-1.1821541569542973,0.00013956661540973246,True,0.0,False,16,16,False,,5352510735272825531,kinghelgix,13.0,-1355.8499755859375,-42.369998931884766,15.5,11636.400146484375,-3558.5000610351562,-1294.2999267578125,-705.1000213623047,3627.0001220703125,-566.3000106811523,255.0,221.0,False,0.03895694047577785,-0.21411953965395317,-0.013016814587740361,True,197.0,False,24,26,False,,enpitsu,76561198039309853,26,605.1699829101562,3496.659912109375,17.059999465942383,2556.6000366210938,-15891.700439453125,1.7000000178813934,-0.19999999552965164,0.9000000357627869,-34.30000066757202,255.0,128.0,False,0.01678274736916238,-1.4154198480540663,8.969558462790856e-05,True,241.0,False,16,False,16,,games5425898691,bf81d8692db,19.0,-1685.0899658203125,2429.239990234375,17.010000228881836,22084.7998046875,-2279.1000366210938,2.800000011920929,0.19999999552965164,0.0,-1964.4000244140625,255.0,0.0,0.009588800327686607,-0.1785975569685049,-4.067563036730776e-05,True,106.0,False,30,False,26,,
34,2095,70.0,False,False,0,5383.578654547659,402.1199951171875,-84.7300033569336,100.80999755859375,20811.8994140625,3705.5999755859375,4207.200012207031,3666.7001342773438,-540.9000015258789,-1264.8999786376953,0.0,-1.0327451170825674,-2.4103569678177754,0.3832199230747617,5352510735272825531,kinghelgix,13.0,203.47000122070312,-183.97000122070312,16.989999771118164,18807.5,2377.5,2.7000001072883606,0.7000000029802322,-0.29999999329447746,65.99999904632568,255.0,128.0,False,0.009635359881005662,0.1337033482599897,-8.483027645645454e-05,True,137.56006016269802,True,26,24,False,,6207901611651106654,KaareKnallhard,14.0,-49.7400016784668,-1871.68994140625,47.36000061035156,7781.400146484375,-15909.200439453125,1004.4999694824219,-2349.4000244140625,-3652.60009765625,354.1999816894531,255.0,128.0,,0.007352905560894337,-2.0189091903032135,-0.47267280813130785,True,31.0,False,16,16,False,,enpitsu,76561198039309853,26,1448.02001953125,2196.360107421875,17.059999465942383,14328.299560546875,-2700.1998901367188,1.899999976158142,-4.900000095367432,0.5999999865889549,1218.0000305175781,255.0,128.0,False,0.0167784459047195,-0.11516771736294382,-0.0001944958290038949,True,241.0,False,16,False,16,,games5425898691,bf81d8692db,19.0,252.6999969482422,964.4099731445312,17.010000228881836,16956.500244140625,-15539.3994140625,0.29999999329447746,-0.29999999329447746,0.5000000074505806,0.0,255.0,128.0,0.009588108178943611,-0.7418299287617031,5.089113229419625e-05,True,68.33635279696475,True,30,False,26,,
35,2139,71.0,False,False,0,6243.285452177459,3614.989990234375,823.7999877929688,152.32000732421875,14002.5,18760.2001953125,5267.9998779296875,-2435.0999450683594,1867.5999450683594,103.90000343322754,0.0,-1.1722848301789401,-2.2778322513865668,0.39997535332964107,5352510735272825531,kinghelgix,13.0,3552.14990234375,669.7899780273438,114.02999877929688,16554.89990234375,8335.700073242188,3672.3001098632812,5446.7999267578125,-344.39998626708984,-680.8000183105469,128.0,157.0,False,-0.11071977668604033,0.6027830577483357,0.1167718736189591,True,121.0,False,28,24,False,,6207901611651106654,KaareKnallhard,14.0,1363.8299560546875,-3784.89990234375,17.010000228881836,16572.60009765625,-6217.0001220703125,2.3999999463558197,0.0,0.09999999776482582,71.39999866485596,255.0,131.0,,0.009580550928449732,-0.35639679704493027,2.309486396143825e-05,True,0.0,False,16,16,False,,enpitsu,76561198039309853,26,3660.85009765625,991.3300170898438,118.7699966430664,2062.2999572753906,-15083.699951171875,3776.0000610351562,-4479.4000244140625,1343.0999755859375,-2894.8001098632812,128.0,0.0,False,-0.05891501468018688,-1.6417423916872134,-0.003033395343316808,True,173.0,False,18,False,17,,games5425898691,bf81d8692db,19.0,2682.93994140625,-1869.449951171875,23.950000762939453,13133.800048828125,-18706.099853515625,-2472.2999572753906,1150.5999755859375,4411.700134277344,-22.59999990463257,255.0,0.0,-0.031715262405466405,-1.189198377601427,0.26261546120153434,False,74.58818913275195,True,32,False,28,,
36,2140,71.0,False,False,1,7478.197618848559,-3642.110107421875,-803.8200073242188,213.42999267578125,-4398.2000732421875,11345.30029296875,14630.799560546875,4463.699951171875,-827.2000122070312,3923.0999755859375,1.0,1.3166435963677243,2.108550280356516,0.4725572188102522,76561198039309853,enpitsu,26.0,-3660.85009765625,-991.3300170898438,118.7699966430664,-2062.2999572753906,15083.699951171875,3776.0000610351562,4479.4000244140625,-1343.0999755859375,-2894.8001098632812,128.0,0.0,False,0.05891501468018688,1.6417423916872134,-0.003033395343316808,True,173.0,False,18,17,False,,bf81d8692db,games5425898691,19.0,-2682.93994140625,1869.449951171875,23.950000762939453,-13133.800048828125,18706.099853515625,-2472.2999572753906,-1150.5999755859375,-4411.700134277344,-22.59999990463257,255.0,0.0,,0.031715262405466405,1.189198377601427,0.26261546120153434,False,71.51573312667108,True,28,32,False,,kinghelgix,5352510735272825531,13,-3574.77001953125,-666.4099731445312,117.5999984741211,-14217.39990234375,-285.79999923706055,2832.9000854492188,-5331.500244140625,562.599983215332,-1227.7999877929688,128.0,154.0,False,0.23719395449603223,-0.4884260926675955,0.3178240371424234,True,121.0,False,28,False,24,,KaareKnallhard,6207901611651106654,14.0,-1363.8299560546875,3784.89990234375,17.010000228881836,-16572.60009765625,6217.0001220703125,2.3999999463558197,-0.0,-0.09999999776482582,71.39999866485596,255.0,131.0,-0.009580550928449732,0.35639679704493027,2.309486396143825e-05,True,0.0,False,16,False,16,,
37,2141,71.0,False,False,0,6286.491810014489,3653.010009765625,801.0499877929688,236.8000030517578,7066.7999267578125,3322.60009765625,14731.099853515625,3096.9000244140625,-900.6999969482422,5059.2999267578125,0.0,-1.2514334029284966,-1.9636902794819724,0.4300611255059985,5352510735272825531,kinghelgix,13.0,3574.77001953125,666.4099731445312,117.5999984741211,14217.39990234375,285.79999923706055,2832.9000854492188,5331.500244140625,-562.599983215332,-1227.7999877929688,128.0,154.0,False,-0.23719395449603223,0.4884260926675955,0.3178240371424234,True,121.0,False,28,24,False,,6207901611651106654,KaareKnallhard,14.0,1502.1099853515625,-3836.219970703125,17.010000228881836,16611.800537109375,-6108.800048828125,2.5,-0.29999999329447746,0.19999999552965164,79.0999984741211,255.0,131.0,,0.009576669400404341,-0.34990833915718095,3.2926389626213064e-05,True,0.0,False,16,16,False,,enpitsu,76561198039309853,26,3696.570068359375,940.5399780273438,143.94000244140625,4679.4000244140625,-4693.500061035156,2993.3999633789062,-2802.9998779296875,-4547.0001220703125,1310.2999877929688,128.0,0.0,False,-0.4385624953736363,-1.9761073195130574,0.4406454549116609,True,173.0,False,18,False,17,,games5425898691,bf81d8692db,19.0,2775.06005859375,-2035.6500244140625,15.300000190734863,9375.2001953125,-20935.90087890625,76.5999984741211,-313.29999923706055,369.70001220703125,-661.9000244140625,255.0,128.0,0.011270493308137133,-1.2452558709986428,-0.006530302684066881,False,68.34211586111336,True,32,False,28,,
38,2200,73.0,False,False,0,5802.403146628263,3319.840087890625,1153.199951171875,1302.969970703125,-6441.5997314453125,4144.5001220703125,3179.5999145507812,1359.1000366210938,4507.799987792969,-734.1000366210938,0.0,-0.18715819745586956,2.4631505366736928,-1.098197473303715,5352510735272825531,kinghelgix,12.0,3341.169921875,1081.8900146484375,1165.4000244140625,-4922.699890136719,1911.9000244140625,2207.2000122070312,-2811.199951171875,-218.89999389648438,3512.0999145507812,255.0,,True,-0.6885466969091967,0.9328006614063893,-3.0868619985188968,True,78.90528165909552,True,30,24,False,,6207901611651106654,KaareKnallhard,14.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,3795.340087890625,140.47000122070312,16.260000228881836,-6361.099853515625,-371.19998931884766,-109.89999771118164,287.8000068664551,103.69999885559082,-2274.7000122070312,255.0,0.0,,0.00904858939681518,-3.066908558669381,0.0015743352777917424,True,169.90528165909552,True,18,False,18,,games5425898691,bf81d8692db,19.0,3862.669921875,-4040.93994140625,78.8499984741211,4509.4000244140625,6527.1002197265625,221.39999389648438,-1143.0999755859375,599.5000076293945,2237.100067138672,255.0,255.0,-0.02502942585872683,0.9435099278030112,-0.7393706074933786,True,26.0,False,32,False,28,,
39,2241,75.0,False,False,0,4478.349501089296,2262.18994140625,1964.8699951171875,1184.9000244140625,-9817.999877929688,5866.9000244140625,-3623.900146484375,1040.5999755859375,416.1000061035156,999.4000244140625,0.0,-0.7675647190556005,2.2509704386166955,-0.7772634546328817,5352510735272825531,kinghelgix,12.0,2466.18994140625,1936.1800537109375,1138.1800537109375,-8369.199829101562,7991.500244140625,-3947.7999877929688,302.00000762939453,2342.4000549316406,29.800000190734863,255.0,90.0,False,-0.17989194239599587,2.9703864625327756,0.23883180893755762,True,0.0,False,30,24,False,,6207901611651106654,KaareKnallhard,14.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,2663.3798828125,1654.1600341796875,17.030000686645508,-9473.400268554688,16816.700439453125,1.5000000596046448,0.19999999552965164,-0.7000000029802322,0.0,255.0,255.0,,0.01676707904527333,2.083823873570972,6.754006820241559e-05,True,168.0,False,18,False,18,,games5425898691,bf81d8692db,19.0,3461.1298828125,-1863.27001953125,90.87000274658203,-4760.7000732421875,18456.199951171875,-146.899995803833,-5324.7998046875,-1376.6999816894531,-26.19999885559082,255.0,128.0,-0.6891733671076349,-1.3217170082280212,-3.1354161883453746,False,31.0,False,34,False,29,,
40,2276,76.0,False,False,1,8067.741398693813,-1016.9099731445312,-2697.679931640625,219.5800018310547,16945.30029296875,459.7999954223633,3831.0000610351562,2226.199951171875,-2599.2999267578125,-330.2000045776367,1.0,0.5768831776915113,1.2369418142472712,-2.5819576240765008,76561198039309853,enpitsu,26.0,-1038.8299560546875,-2747.929931640625,83.5,12979.599609375,-4378.399963378906,987.3999786376953,-2603.900146484375,4454.800109863281,1903.6000061035156,255.0,128.0,,-0.43844317246122855,-2.6096468963482584,-0.13419750215564555,True,168.0,False,20,19,False,,bf81d8692db,games5425898691,20.0,-3080.68994140625,-599.0999755859375,87.52999877929688,1047.9000091552734,-22835.50048828125,-162.39999771118164,5494.0997314453125,-252.70000457763672,-24.600000381469727,255.0,128.0,,-0.34695362566719656,1.6151700484938991,-3.136803205157942,False,31.0,False,31,36,False,,kinghelgix,5352510735272825531,12,-1311.8399658203125,-2984.969970703125,15.140000343322754,9061.799926757812,-7229.0997314453125,-9116.599731445312,3845.7998657226562,3813.2998657226562,958.0999755859375,255.0,255.0,False,0.09209986548072682,3.037102125707753,-0.041795548643860835,False,0.0,False,30,False,24,,KaareKnallhard,6207901611651106654,14.0,-2208.8701171875,4469.669921875,17.010000228881836,4400.4998779296875,-4320.199890136719,2.5999999046325684,-1.7000000178813934,1.5000000596046448,689.7000122070312,255.0,129.0,-0.009497791317931527,-2.3959051914451903,-0.00019871567810733024,True,85.0,False,False,False,False,,
41,2341,79.0,False,False,1,7928.613264674428,2570.969970703125,-2609.669921875,130.9499969482422,13244.200439453125,18210.799560546875,6779.000244140625,4830.199890136719,3162.39990234375,-1633.2000732421875,1.0,-0.2104502477368914,1.6024162806719797,-2.1748220181964455,76561198039309853,enpitsu,26.0,2545.14990234375,-2731.10009765625,16.040000915527344,6994.7998046875,17286.800537109375,-379.0999984741211,-567.2000122070312,-151.49999618530273,2257.5,128.0,0.0,,-0.03294374788495946,1.855603783966952,-0.013388009859400248,True,109.0,False,20,20,False,,bf81d8692db,games5425898691,19.0,-1595.800048828125,-5008.169921875,29.049999237060547,22109.599609375,4015.2999877929688,-1647.2999572753906,3612.3001098632812,314.4000053405762,1711.0000610351562,255.0,255.0,,-0.08356360043904758,2.874746064531139,-0.4252799088092739,True,221.0,False,32,36,False,,kinghelgix,5352510735272825531,12,1434.5799560546875,-1327.93994140625,78.2699966430664,18530.50048828125,10716.99951171875,2097.7000427246094,-2685.7000732421875,4799.5001220703125,-19.09999966621399,255.0,129.0,False,-0.6382483863442403,2.633733080647462,-0.0035036939732372924,False,0.0,False,34,False,27,,KaareKnallhard,6207901611651106654,14.0,1263.8900146484375,4326.7998046875,17.010000228881836,23000.0,-4.4999998807907104,0.09999999776482582,-0.0,0.3999999910593033,532.400016784668,255.0,156.0,-0.009564843929394013,3.128606781584574,5.67102902137386e-05,True,32.62318259413526,True,False,False,False,,
42,2399,81.0,False,False,1,5047.030951225733,3246.179931640625,673.5499877929688,207.4499969482422,-3779.5001220703125,29628.20068359375,5231.199951171875,2320.5999755859375,-4882.300109863281,1129.800033569336,1.0,-0.02320391934864576,1.4129514723537722,-2.083956779890654,76561198039309853,enpitsu,26.0,3244.75,554.5999755859375,96.88999938964844,-436.89998626708984,22887.60009765625,2024.1000366210938,-5495.4998779296875,-219.3000030517578,26.30000114440918,255.0,128.0,,-0.9291600843779911,1.5244736875726377,0.006898027608351517,True,84.0,False,22,21,False,,bf81d8692db,games5425898691,19.0,1742.1800537109375,-2333.8701171875,17.010000228881836,3467.0999145507812,17377.19970703125,2.5999999046325684,-0.0,0.9000000357627869,21.30000114440918,255.0,128.0,,-0.009596010115546673,1.7647478248603026,-9.031071163057392e-05,True,255.0,False,32,36,False,23.0,kinghelgix,5352510735272825531,12,3585.159912109375,1292.8499755859375,17.010000228881836,-7620.4998779296875,12527.099609375,2.8999999165534973,0.9000000357627869,-10.399999618530273,-170.20000457763672,255.0,85.0,False,-0.009369203434056764,1.0258066986779109,0.00037634312609103313,False,255.0,False,34,False,28,,KaareKnallhard,6207901611651106654,14.0,3194.5,2776.89990234375,17.010000228881836,-3936.099853515625,-15626.600341796875,0.09999999776482582,-0.0,0.09999999776482582,-143.100004196167,255.0,130.0,-0.009603251380178326,-1.3078812150229584,0.00010781079868769104,True,208.08089480605176,True,False,False,False,,False
43,2458,83.0,False,False,0,9369.934124519728,-2266.929931640625,-4129.10009765625,188.1300048828125,3927.6998901367188,-11544.7998046875,10089.400024414062,-5543.599853515625,-131.70000076293945,-2291.3999938964844,0.0,-0.4180713808183952,0.8711940202262125,-2.584819212880295,5352510735272825531,kinghelgix,12.0,-2321.820068359375,-3927.85009765625,69.77999877929688,11151.8994140625,-16054.599609375,3395.7000732421875,2311.7999267578125,-179.79999542236328,-691.2000274658203,255.0,4.0,False,0.046558788018447025,-0.5622588049732755,0.01632767466140794,True,211.0,False,36,29,False,,6207901611651106654,KaareKnallhard,14.0,-1018.8099975585938,-3296.949951171875,17.010000228881836,1205.999984741211,-10843.699951171875,3.0000001192092896,0.29999999329447746,-0.19999999552965164,-1802.7999877929688,22.0,52.0,False,0.00990658888558041,-1.51884595986545,-9.73677852982553e-06,True,224.0,False,False,False,False,,enpitsu,76561198039309853,26,-2650.530029296875,-3347.260009765625,24.530000686645508,9122.999877929688,-5031.400146484375,3031.400146484375,0.7999999821186066,-1.5000000596046448,180.9000015258789,128.0,128.0,,0.016655721859879093,-0.4857662717354072,-0.00023071783339232314,True,37.09310126048262,True,24,False,22,,games5425898691,bf81d8692db,19.0,53.189998626708984,-773.1799926757812,17.010000228881836,2478.800048828125,-16770.999755859375,2.5999999046325684,0.0,0.19999999552965164,15.700000524520874,255.0,128.0,0.009592443938540168,-1.4228608764198865,1.4647018710492412e-05,True,239.0,False,36,False,32,,
44,2524,85.0,False,False,1,1241.6145614572442,1436.780029296875,4022.340087890625,260.20001220703125,-7389.89990234375,25367.5,-7391.500244140625,-2495.5999755859375,-652.5,5417.1002197265625,1.0,1.0004505596536983,0.8658875590285444,-0.0808046032996331,bf81d8692db,games5425898691,19.0,1502.239990234375,3843.14990234375,238.72000122070312,10070.0,15094.69970703125,1596.0000610351562,1306.300048828125,-4403.800048828125,3024.8001098632812,255.0,255.0,,0.5376633109694673,1.8161796054310781,-0.9055660629408364,True,137.70747537766727,True,38,33,False,,76561198039309853,enpitsu,26.0,-1432.6700439453125,4764.16015625,17.040000915527344,-21144.49951171875,-3739.4000244140625,4.399999976158142,-0.9000000357627869,0.29999999329447746,124.39999580383301,255.0,128.0,,-0.016823819013021088,-0.1878000559841916,-0.00010081150713881275,,0.0,False,24,24,False,,kinghelgix,5352510735272825531,12,942.6199951171875,4028.8798828125,120.08999633789062,14141.800537109375,-5697.9998779296875,3949.89990234375,-943.7000274658203,2143.699951171875,2211.9000244140625,255.0,213.0,False,0.05602603926834423,-2.8659303412980366,-0.03389480986908895,True,197.0,False,38,False,31,,KaareKnallhard,6207901611651106654,14.0,1210.25,4284.2998046875,19.479999542236328,-329.39998626708984,350.60001373291016,2959.5999145507812,0.09999999776482582,-0.29999999329447746,531.5999984741211,0.0,10.0,-0.009752929834359289,-2.902620581419662,0.00026897876158870227,True,224.0,False,3,False,False,,
45,2606,88.0,False,False,0,7525.006729189949,-271.1600036621094,-2359.02001953125,111.44999694824219,5800.8001708984375,19623.299560546875,4580.299987792969,1370.8000183105469,-1684.7000122070312,-432.40001678466797,0.0,1.369066044864931,-1.3140604219297594,2.862008350049958,6207901611651106654,KaareKnallhard,14.0,-316.6300048828125,-2569.409912109375,17.010000228881836,8651.099853515625,16125.6005859375,0.19999999552965164,-0.5999999865889549,-1.2999999523162842,317.1999931335449,255.0,128.0,False,0.009593691323388645,1.101236378418369,-6.684874959415877e-05,True,160.6348301749075,True,4,4,False,,5352510735272825531,kinghelgix,12.0,-2032.3800048828125,-4256.77978515625,17.020000457763672,13059.599609375,-1181.1000061035156,1.7000000178813934,-0.5999999865889549,0.09999999776482582,2230.8999633789062,255.0,255.0,False,0.009556349797877091,-0.03150167753023973,5.98914345553804e-05,True,197.0,False,32,38,False,,enpitsu,76561198039309853,26,1905.9100341796875,-249.74000549316406,17.040000915527344,-15032.80029296875,17403.800048828125,4.300000071525574,-0.19999999552965164,0.29999999329447746,0.0,255.0,128.0,,0.01678151338455301,2.283233088736137,-3.215134022008965e-05,True,208.0,False,24,False,24,,games5425898691,bf81d8692db,19.0,-2649.860107421875,-3993.1201171875,17.0,13694.100341796875,13935.10009765625,1.899999976158142,0.09999999776482582,1.1999999731779099,-1855.2999877929688,255.0,0.0,0.009545452574090861,0.737894789422741,-0.00010933953048167654,True,29.37029657568986,True,38,False,34,,
46,2638,89.0,False,False,0,5420.211531069067,387.7200012207031,-126.0,202.75,1806.6000366210938,18868.1005859375,6449.4000244140625,2659.4000244140625,1379.6000671386719,-321.8000030517578,0.0,-0.6741101259061506,-0.046308704393826554,-0.7294128062526725,6207901611651106654,KaareKnallhard,14.0,417.17999267578125,-119.4800033569336,70.30999755859375,4038.800048828125,22283.9990234375,3102.9000854492188,1323.8999938964844,-2496.300048828125,1980.8000183105469,128.0,189.0,False,-0.04567702777580738,1.6577599490892685,-0.023460357092943602,True,101.0,False,5,4,False,,5352510735272825531,kinghelgix,13.0,-915.3699951171875,-3382.489990234375,17.020000457763672,9263.300170898438,10608.1005859375,1.4000000059604645,-1.0999999940395355,-1.0000000149011612,-842.6999664306641,255.0,37.0,False,0.009576920213195141,0.8527279516497452,-0.0001471839262085743,True,228.0,False,32,38,False,,enpitsu,76561198039309853,26,708.02001953125,2049.14990234375,17.040000915527344,-7431.500244140625,18848.299560546875,4.399999976158142,-0.5000000074505806,-0.29999999329447746,0.0,128.0,128.0,,0.01679649180592631,1.9463695750262306,7.63802012763103e-06,True,208.0,False,24,False,24,,games5425898691,bf81d8692db,19.0,-1062.0999755859375,-2024.9599609375,85.08999633789062,7232.8997802734375,21722.900390625,2105.500030517578,-5279.69970703125,1540.5000305175781,21.099998950958252,255.0,128.0,0.656006170839413,1.2898211787916325,0.002252933894264844,True,0.0,False,40,False,35,,
47,2697,92.0,False,False,1,9049.408216327234,-783.719970703125,-3752.14990234375,115.5,-10384.100341796875,6585.2001953125,6329.0997314453125,4173.900146484375,-1409.9000549316406,4073.0999755859375,1.0,0.5648923268890429,-0.15217530305416369,-0.9135626372554488,76561198039309853,enpitsu,26.0,-682.0399780273438,-3912.179931640625,78.16000366210938,-8216.900024414062,-109.60000038146973,3160.2999877929688,2665.7000732421875,-2717.3001098632812,180.0,255.0,255.0,False,-0.07572056230417464,0.6268512011806298,-0.0711516639007262,True,188.0,False,26,25,False,,bf81d8692db,games5425898691,20.0,-1011.9099731445312,-2350.89990234375,17.010000228881836,-16780.799560546875,-15265.699462890625,2.800000011920929,-1.2999999523162842,-0.9000000357627869,-1745.5999755859375,255.0,48.0,,-0.009613866309489473,-0.6739257982182477,-7.895677857257244e-05,True,0.0,False,36,40,False,,kinghelgix,5352510735272825531,13,-1102.239990234375,1019.1599731445312,17.020000457763672,-4554.700012207031,-13167.2998046875,1.5000000596046448,0.7999999821186066,2.3000000417232513,1712.1000671386719,255.0,172.0,False,-0.009565124023832729,-1.299993931579507,1.3580340529054508e-05,True,228.0,False,38,False,32,,KaareKnallhard,6207901611651106654,14.0,-766.3200073242188,-2872.43994140625,16.989999771118164,-11422.39990234375,-15849.300537109375,5.299999713897705,-0.0,-0.29999999329447746,-1961.1000061035156,255.0,3.0,-0.009577992613763442,-0.8764825735292295,-3.342715980369004e-05,True,3.0,False,6,False,6,,False
