,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,166,0,False,False,0,5200.943987437976,35.540000915527344,23.15999984741211,94.43000030517578,22844.7998046875,14611.300048828125,523.1999969482422,1566.0000610351562,-1705.5000305175781,-5535.2001953125,0.0,-0.03172239777925335,-0.1091462188252429,0.032507470898270455,53502287167840979,Makii11203,38.0,-126.01000213623047,-94.58000183105469,49.54999923706055,13245.30029296875,17788.199462890625,-2427.2999572753906,-1344.7000122070312,-1176.1000061035156,1924.4000244140625,215.0,128.0,,-0.372314898525079,1.4066756166111698,0.14377265492549804,True,4,4,False,0.0,False,,1595166936722484580,ALLUMINEUX-enzo,16.0,-7.170000076293945,-2102.06005859375,17.010000228881836,-753.3000183105469,13465.699462890625,2.3000000417232513,0.0,-0.5000000074505806,0.0,255.0,128.0,,0.009554065223096606,1.6266726395155973,6.0917870251247265e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,27.0,181.49000549316406,320.67999267578125,88.13999938964844,-13890.30029296875,-18228.299560546875,1902.5999450683594,4374.599914550781,-3333.5000610351562,0.0,255.0,128.0,,0.7018274707553015,-2.2219770286983356,-2.8790520382900857e-05,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,21.0,-2570.699951171875,3983.739990234375,17.010000228881836,-17284.89990234375,5684.2999267578125,2.5,0.5999999865889549,-0.19999999552965164,1606.4999389648438,255.0,255.0,0.00958594605266936,2.8547202600803065,0.00021260461415940825,True,0.0,False,False,False,False,,
1,168,0,False,False,1,5343.447200411982,-218.91000366210938,-85.83999633789062,101.52999877929688,-20866.201171875,11797.19970703125,2098.3999633789062,1098.1999969482422,-792.3999786376953,5845.10009765625,1.0,0.07565780539300501,0.09949685193282734,0.07463167332486022,76561198039309853,enpitsu,27.0,-112.62999725341797,-231.92999267578125,96.36000061035156,12760.30029296875,15985.0,1414.7999572753906,-4030.7000732421875,1030.999984741211,3597.2000122070312,255.0,128.0,,-1.0947304290056996,2.205002427560726,-0.07659858362842453,True,1,2,False,0.0,False,,bf81d8692db,games5425898691,21.0,2716.72998046875,-4021.56005859375,17.010000228881836,17691.099853515625,-3491.199951171875,2.5,-1.0000000149011612,0.19999999552965164,1857.7999877929688,255.0,255.0,,-0.009595510398532073,-3.0022548270746263,0.00010374319165580434,True,0.0,False,False,False,False,,Makii11203,53502287167840979,38.0,44.09000015258789,-41.16999816894531,29.6299991607666,-7942.7001953125,-16510.400390625,-1683.0000305175781,1751.4999389648438,-2516.699981689453,-2652.0001220703125,214.0,0.0,,0.39992029650549504,-1.4713757946690225,-0.05746449480137588,True,4,False,4,0.0,False,,ALLUMINEUX-enzo,1595166936722484580,16.0,13.479999542236328,1989.06005859375,17.010000228881836,762.3999786376953,-13635.699462890625,2.3000000417232513,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,-0.009554065223096606,-1.6266726395155973,6.0917870251247265e-05,True,116.0,False,False,False,False,,
2,336,6,False,False,0,10109.963138650424,3410.159912109375,-4007.0400390625,140.39999389648438,-2449.9000549316406,10099.89990234375,7181.7999267578125,5366.400146484375,-2425.8999633789062,1146.9999694824219,0.0,0.09276207405641991,-1.7070890570252748,-0.3581429662864629,1595166936722484580,ALLUMINEUX-enzo,11.0,3399.52001953125,-4161.56982421875,16.149999618530273,1973.0999755859375,7035.8001708984375,-302.7000045776367,-61.79999828338623,-151.70000076293945,2787.3001098632812,255.0,245.0,False,0.014063890614325584,1.3456743165425042,-0.006542276469100507,True,False,4,False,255.0,False,,53502287167840979,Makii11203,27.0,981.4400024414062,-2567.52001953125,17.059999465942383,-6858.900146484375,-14144.69970703125,2.0000000298023224,0.9000000357627869,2.199999988079071,1928.5000610351562,255.0,166.0,False,0.016774876436731884,-1.9543725673813988,1.4808376932871203e-05,True,255.0,False,8,False,8,,enpitsu,76561198039309853,27.0,1299.3399658203125,3518.260009765625,17.049999237060547,11948.900146484375,7488.800048828125,2.8999999165534973,0.3999999910593033,0.29999999329447746,0.09999999776482582,255.0,128.0,,0.016769113559114843,0.5598780043189939,-4.5874258751825455e-05,False,2,False,2,61.0,False,,games5425898691,bf81d8692db,21.0,3544.89990234375,-2242.0400390625,17.010000228881836,19338.299560546875,2561.300048828125,2.5,-0.09999999776482582,0.0,2008.800048828125,255.0,255.0,0.009582501258488108,0.20834394431328723,2.0070694516754524e-05,True,210.0,False,False,False,False,,
3,403,8,False,False,0,7795.720736324028,2833.72998046875,-1705.6099853515625,166.1999969482422,-4990.400085449219,16419.200439453125,7977.8997802734375,2291.0000610351562,363.3000183105469,846.1000061035156,0.0,-0.15825466642279393,-1.0352618932935183,0.12517493351506312,1595166936722484580,ALLUMINEUX-enzo,10.0,2860.929931640625,-1835.75,54.790000915527344,-4183.0999755859375,13493.900146484375,3257.9998779296875,1271.2000274658203,1251.500015258789,-817.6999664306641,199.0,128.0,False,-0.021784202786645473,1.865970832862699,0.006858525195687592,True,False,5,False,233.06455082790825,True,,53502287167840979,Makii11203,23.0,-502.5299987792969,-3854.0400390625,17.059999465942383,-4881.400146484375,13422.099609375,-1.8000000715255737,0.19999999552965164,-1.4000000059604645,-49.099998474121094,255.0,128.0,False,0.016749534245583255,1.913660904741492,8.137030975093688e-05,True,207.59850329993873,True,8,False,8,,enpitsu,76561198039309853,27.0,2713.72998046875,3026.679931640625,17.049999237060547,-10775.400390625,-7325.10009765625,3.400000035762787,-1.0000000149011612,-0.7999999821186066,-1939.6000671386719,255.0,0.0,False,0.01673039865249937,-2.5679159441288997,-0.00025655913847682957,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,21.0,3387.860107421875,1162.47998046875,17.010000228881836,-8624.89990234375,13682.80029296875,2.3000000417232513,1.0999999940395355,-1.7000000178813934,-10.800000429153442,255.0,77.0,0.009603633150990548,2.1477258541948863,-4.700424870024062e-05,True,210.0,False,False,False,False,,
4,455,10,False,False,0,4750.796310734679,1917.0799560546875,1311.5999755859375,486.55999755859375,-5667.7001953125,16594.200439453125,-3171.300048828125,1906.6000366210938,833.0999755859375,425.9000015258789,0.0,-1.480999611130451,0.9445608987558388,-2.575110687293182,1595166936722484580,ALLUMINEUX-enzo,10.0,1978.93994140625,1195.1700439453125,348.92999267578125,-5354.89990234375,16696.500244140625,-3677.39990234375,-474.0999984741211,-1278.7999725341797,-101.00000381469727,212.0,128.0,False,-0.5409959195411062,2.435031928696326,0.14166692755479932,True,False,6,4,196.0,False,,53502287167840979,Makii11203,23.0,-989.0599975585938,-736.6400146484375,17.059999465942383,-1491.7999267578125,16357.2998046875,1.5999999642372131,0.0,-0.29999999329447746,0.0,255.0,128.0,False,0.01677800542163763,1.6617416804747713,3.0220190603111543e-05,True,194.0,False,8,False,8,,enpitsu,76561198039309853,27.0,929.5999755859375,3966.429931640625,17.049999237060547,-4040.1998901367188,-3731.7999267578125,0.7000000029802322,0.0,0.0,2794.5001220703125,255.0,255.0,False,0.01665612167535723,-2.07987265723184,-3.705355914986952e-05,True,2,False,2,236.21014205358367,True,,games5425898691,bf81d8692db,21.0,2287.679931640625,3783.1298828125,17.010000228881836,-11779.300537109375,6710.7000732421875,2.5999999046325684,0.0,-0.19999999552965164,2115.399932861328,128.0,255.0,0.009619690153909337,2.6883789430955116,1.316900457843362e-05,True,210.0,False,False,False,False,,
5,474,11,False,True,0,3588.4786529208395,1517.4200439453125,2484.330078125,174.08999633789062,-4970.4998779296875,18865.799560546875,8037.2998046875,2745.5999755859375,2816.9000244140625,424.39998626708984,0.0,-0.13395805024163998,-0.9028704676444173,-0.3398154473862401,1595166936722484580,ALLUMINEUX-enzo,10.0,1525.8900146484375,2407.60009765625,19.530000686645508,-9918.699951171875,19871.400146484375,3391.9000244140625,20.799999237060547,-17.300000190734863,-45.70000171661377,255.0,128.0,False,0.008465707426937832,2.0324921420972712,-0.006341367019625271,True,False,7,4,148.977075371691,True,,53502287167840979,Makii11203,21.0,-1082.2099609375,312.95001220703125,17.059999465942383,-811.2999725341797,16368.199462890625,1.899999976158142,0.09999999776482582,-2.7000001072883606,-1143.1999969482422,255.0,34.0,False,0.01677086573698226,1.616055275934855,-0.00020047318854931213,True,225.0,False,8,False,8,,enpitsu,76561198039309853,27.0,1095.72998046875,3395.860107421875,77.95999908447266,7132.0001220703125,-10858.800048828125,4111.600036621094,-0.3999999910593033,0.0,219.59999084472656,255.0,128.0,False,0.01669132265370829,-0.9339464251954682,-0.0005790712605391481,True,4,False,2,190.0,False,,games5425898691,bf81d8692db,21.0,1490.8699951171875,3499.449951171875,29.68000030517578,-4979.4000244140625,-11680.699462890625,3120.10009765625,1.8000000715255737,7.5,1276.3999938964844,255.0,130.0,0.00953147133156322,-1.8989644722237726,-0.0002557598659027913,True,210.0,False,3,False,False,,
6,545,13,False,True,0,1537.9370169826655,379.0299987792969,4280.02978515625,408.7799987792969,-4809.5001220703125,4872.300109863281,7410.5999755859375,1600.5000305175781,-3798.2000732421875,-893.1999969482422,0.0,-0.9382196690122447,3.130128521416979,-0.041267447973205994,1595166936722484580,ALLUMINEUX-enzo,10.0,424.3399963378906,4174.259765625,312.7099914550781,-2133.6000061035156,3986.6000366210938,3846.099853515625,4980.799865722656,-1544.9000549316406,1050.8999633789062,128.0,132.0,False,-0.5542865308189939,2.8121961093886108,-1.2329536791634614,True,4,10,6,158.0,False,,53502287167840979,Makii11203,21.0,-99.76000213623047,2933.6298828125,17.059999465942383,485.99998474121094,2399.499969482422,1.4000000059604645,-0.3999999910593033,0.09999999776482582,-2.199999988079071,0.0,128.0,False,0.01729068737026208,1.37091501555245,-9.073327186760193e-07,True,255.0,False,8,False,8,,enpitsu,76561198039309853,27.0,3858.929931640625,1474.1500244140625,19.8700008392334,-2699.2001342773438,17912.60009765625,-362.59998321533203,133.1999969482422,1046.2000274658203,118.10000419616699,255.0,128.0,False,0.03663242745452003,1.7418434257408624,-0.09997529069716862,True,4,False,4,112.06758722694971,True,,games5425898691,bf81d8692db,21.0,-68.83000183105469,-465.4700012207031,17.020000457763672,-21393.9990234375,4860.799865722656,-1.0999999940395355,-0.09999999776482582,0.0,-2002.5999450683594,255.0,0.0,0.009585895279646286,2.8403321129994485,-8.946636426754269e-06,True,154.97815049848242,True,4,4,False,,
7,614,16,False,True,0,416.76116731241177,-687.5399780273438,4779.1201171875,214.85000610351562,-648.3000183105469,6907.1002197265625,-9113.200073242188,-102.29999542236328,-2553.2000732421875,-627.5,0.0,-0.9976847523882793,-2.9878364653087006,0.15059833471873618,1595166936722484580,ALLUMINEUX-enzo,10.0,-697.1699829101562,4581.02978515625,327.5400085449219,-2735.4998779296875,4204.89990234375,-5715.4998779296875,-1230.6999969482422,4894.89990234375,-2185.0,128.0,10.0,,0.6748546025695745,1.934907147453851,1.921338263073125,True,4,10,6,7.8453161178096655,True,,53502287167840979,Makii11203,20.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27.0,-78.72000122070312,4997.3798828125,75.69999694824219,-22025.400390625,5411.9000244140625,3819.5001220703125,0.0,-0.29999999329447746,16.90000057220459,128.0,255.0,,0.016812881158520195,2.9050802904239155,-1.4574633588526523e-05,True,6,False,5,50.90775076548258,True,,games5425898691,bf81d8692db,21.0,-520.3699951171875,4854.35986328125,53.93000030517578,558.8000106811523,22731.99951171875,3455.8999633789062,0.09999999776482582,16.00000023841858,1908.800048828125,255.0,255.0,0.009520236994234389,1.6814269097304133,0.0013906084637447024,True,67.44400002623118,True,5,4,False,,
8,621,16,False,False,1,10057.34790569871,716.1799926757812,-4915.740234375,150.2100067138672,16503.900146484375,15724.69970703125,3825.7998657226562,2723.2000732421875,710.5999755859375,5298.900146484375,1.0,0.40477651875829096,-2.8675428455775935,0.8717878579434886,76561198039309853,enpitsu,27.0,579.7999877929688,-5052.1298828125,148.8300018310547,22620.10009765625,3437.9000854492188,2347.5999450683594,-5425.7000732421875,772.3000335693359,463.80001068115234,128.0,255.0,,-0.02740788229847848,-3.02949591703381,-0.4734696449887963,True,5,6,False,42.0,False,,bf81d8692db,games5425898691,21.0,513.989990234375,-5366.7099609375,133.47999572753906,-106.09999656677246,-22777.099609375,2955.4000854492188,-0.0,-36.80000066757202,3958.0999755859375,255.0,255.0,,-0.006915840914890399,-2.350036757815569,0.006798560632791855,True,60.0,False,4,False,6,,Makii11203,53502287167840979,20.0,,,,,,,,,,,,,,,,True,,,,,,,ALLUMINEUX-enzo,1595166936722484580,10.0,807.6400146484375,-4728.5,90.76000213623047,1820.5000305175781,-4055.7998657226562,747.0999908447266,-4393.500061035156,3290.4000854492188,-345.40000915527344,128.0,7.0,-0.6274491693214329,-2.0715403211213776,-2.59075181398798,True,0.0,False,10,4,6,,
9,623,16,False,False,0,351.55563897834236,-850.510009765625,4791.39990234375,180.86000061035156,-17374.3994140625,1123.7999725341797,13080.2001953125,4589.89990234375,-2938.9999389648438,2508.800048828125,0.0,-0.25008760866552276,-3.0029992339288403,0.9760340805995273,1595166936722484580,ALLUMINEUX-enzo,10.0,-820.3800048828125,4753.91015625,93.16000366210938,-2456.300048828125,2325.7000732421875,-443.6000061035156,3191.099853515625,-3846.0000610351562,2296.4999389648438,128.0,7.0,,0.471744129744227,1.8880028014724526,-2.8849991663005,True,4,10,6,0.0,False,,53502287167840979,Makii11203,20.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27.0,-795.1099853515625,5033.14013671875,168.02999877929688,-21476.59912109375,-1765.2000427246094,459.70001220703125,5381.6998291015625,-1133.8999938964844,-22.699999809265137,128.0,255.0,,-0.004074121818779081,2.9473244938132623,-1.1814827498343945,True,6,False,5,42.0,False,,games5425898691,bf81d8692db,21.0,-513.2100219726562,5594.7001953125,159.52000427246094,50.79999923706055,22813.701171875,2305.0,0.0,45.19999980926514,4868.900146484375,255.0,255.0,0.003445539665894307,2.7952162872472446,0.009019893148820877,True,60.0,False,6,4,False,,
