,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,174,0,False,True,0,5177.650993046448,-2.309999942779541,40.060001373291016,98.01000213623047,2.199999988079071,28964.599609375,4106.300048828125,-5340.10009765625,-811.2000274658203,324.1999816894531,0.0,-0.013260486050829842,0.005996411003861068,-0.08903741041112244,b30f19810cb,Adict21,7.0,-9.220000267028809,-169.13999938964844,51.119998931884766,-1341.0000610351562,22701.39892578125,3441.9000244140625,-26.600000858306885,-1383.800048828125,1771.3999938964844,255.0,168.0,True,0.015494630790803637,1.7976860541453794,-0.03636322890981035,False,0.0,False,5,False,4,,8916113836341382411,Nytro_RL_,18.0,-2456.389892578125,-4006.3798828125,17.010000228881836,-16714.69970703125,-5780.7000732421875,2.5,-0.29999999329447746,-0.09999999776482582,0.0,255.0,128.0,,0.009595451928993049,-2.808611427388704,-3.4129777940064016e-05,True,False,False,False,0.0,False,,enpitsu,76561198039309853,25,32.40999984741211,517.4000244140625,122.4000015258789,-3627.6998901367188,-22640.70068359375,1795.2000427246094,4961.600036621094,-1303.699951171875,-1982.8999328613281,255.0,0.0,,0.6526605896048433,-1.5241747736335665,0.012243859019664743,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-116.08999633789062,4163.10009765625,17.010000228881836,691.2999725341797,-8373.499755859375,2.7000001072883606,0.0,0.0,-79.49999809265137,255.0,128.0,,0.009518654876128381,-1.4962612418978931,4.951245532051302e-05,True,116.0,False,4,False,4,
1,176,0,False,False,1,5351.193746371023,15.100000381469727,-138.19000244140625,128.4199981689453,5088.500061035156,18568.499755859375,5286.6998291015625,5269.4000244140625,-768.0999755859375,-2764.5999145507812,1.0,0.03935365127923938,0.15429169628656753,-0.613104902610272,76561198039309853,enpitsu,25.0,-2.2100000381469727,-328.55999755859375,134.6999969482422,3625.2999877929688,22676.201171875,1211.2999725341797,-3831.7999267578125,2742.9998779296875,-2835.8999633789062,255.0,0.0,,-1.091704209749183,1.4189021474770698,0.514281343454938,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,111.61000061035156,-4105.4599609375,17.010000228881836,-663.4999847412109,8852.5,2.7000001072883606,-0.0,-0.09999999776482582,-22.5,255.0,128.0,,-0.009518714589633624,1.499030611616786,3.633225776299126e-05,True,4,4,False,116.0,False,,Adict21,b30f19810cb,7,13.949999809265137,69.77999877929688,66.4000015258789,958.0000305175781,-19953.599853515625,2945.8999633789062,-3805.8999633789062,-2260.8999633789062,-2593.2998657226562,255.0,0.0,True,0.20667616589886062,-1.6469278528563749,0.011513374295599038,False,0.0,False,6,False,4,,Nytro_RL_,8916113836341382411,18.0,2596.0,4053.47998046875,17.010000228881836,16826.099853515625,5379.1998291015625,2.7000001072883606,-2.5999999046325684,-0.7999999821186066,-878.7999725341797,255.0,23.0,True,-0.009590903509453009,2.8345365632855604,-0.00013718039760434556,True,0.0,False,False,False,False,
2,177,0,False,False,0,5084.080311716573,-24.739999771118164,131.1300048828125,186.6199951171875,-3469.2999267578125,-11417.5,10368.1005859375,-5949.5001220703125,434.00001525878906,643.8999938964844,0.0,-0.12414158471011996,0.12043710829138866,-0.6957454068722694,b30f19810cb,Adict21,7.0,-7.840000152587891,2.880000114440918,73.91000366210938,5157.2998046875,5516.500244140625,-74.80000019073486,4386.700134277344,485.40000915527344,3281.7999267578125,255.0,0.0,True,-0.5466032094838922,1.643386740516806,0.1357360523618635,False,0.0,False,6,False,5,,8916113836341382411,Nytro_RL_,18.0,-2596.0,-4053.47998046875,17.010000228881836,-16826.099853515625,-5379.1998291015625,2.7000001072883606,2.5999999046325684,0.7999999821186066,-878.7999725341797,255.0,23.0,True,0.009590903509453009,-2.8345365632855604,-0.00013718039760434556,True,False,False,False,0.0,False,,enpitsu,76561198039309853,25,2.2100000381469727,328.55999755859375,134.6999969482422,-3625.2999877929688,-22676.201171875,1211.2999725341797,3831.7999267578125,-2742.9998779296875,-2835.8999633789062,255.0,0.0,,1.091704209749183,-1.4189021474770698,0.514281343454938,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-111.61000061035156,4105.4599609375,17.010000228881836,663.4999847412109,-8852.5,2.7000001072883606,0.0,0.09999999776482582,-22.5,255.0,128.0,,0.009518714589633624,-1.499030611616786,3.633225776299126e-05,True,116.0,False,4,False,4,
3,178,0,False,False,1,5312.737994406121,54.369998931884766,-105.6500015258789,242.63999938964844,6584.89990234375,8440.2001953125,8744.099731445312,5815.999755859375,-1314.9000549316406,-666.6000366210938,1.0,0.10585963038293598,-0.24290463726883102,-0.818280322075748,76561198039309853,enpitsu,25.0,16.549999237060547,-244.0,145.82000732421875,1366.6000366210938,1883.9999389648438,626.8000030517578,408.80001068115234,1710.2999877929688,-4541.300048828125,255.0,0.0,,-1.3306958721627236,0.3846342320172059,1.6190899508635856,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,105.5,-4021.25,17.010000228881836,-677.5,9455.900268554688,2.7000001072883606,-0.0,-0.19999999552965164,-4.099999964237213,255.0,128.0,,-0.00951872996772332,1.499944747885245,3.198128559492668e-05,True,4,4,False,116.0,False,,Adict21,b30f19810cb,7,7.840000152587891,-2.880000114440918,73.91000366210938,-5157.2998046875,-5516.500244140625,-74.80000019073486,-4386.700134277344,-485.40000915527344,3281.7999267578125,255.0,0.0,True,0.5466032094838922,-1.643386740516806,0.1357360523618635,False,0.0,False,6,False,5,,Nytro_RL_,8916113836341382411,18.0,2751.590087890625,4095.699951171875,17.010000228881836,17077.2998046875,3860.10009765625,3.0000001192092896,0.3999999910593033,-0.0,-2216.300048828125,255.0,0.0,True,-0.00960155855411862,2.9899225774888722,-0.0002605656330841057,True,0.0,False,False,False,False,
4,239,2,True,False,0,6815.3790140317005,-1419.4200439453125,-1655.25,580.6799926757812,20144.100341796875,17000.899658203125,9026.500244140625,2107.899932861328,-5610.30029296875,-283.6000061035156,0.0,0.0065856596637155485,0.17429289259197747,-1.2773753128280068,8916113836341382411,Nytro_RL_,18.0,-1588.52001953125,-1772.050048828125,449.4700012207031,17670.10009765625,13916.400146484375,4806.199951171875,4164.5001220703125,1564.4999694824219,3233.900146484375,255.0,25.0,True,-0.8004609169791976,-0.3330514000656267,3.1014311405247614,True,149.2866926782875,True,4,4,False,,b30f19810cb,Adict21,7.0,1419.6500244140625,420.92999267578125,108.86000061035156,11640.999755859375,1158.7000274658203,-153.100004196167,-3205.2999877929688,4418.800048828125,-670.5000305175781,247.0,128.0,False,-0.20880922724726894,-1.6413632278066759,3.081575025694396,True,8,7,False,0.0,False,,enpitsu,76561198039309853,26,-1043.2099609375,-231.4499969482422,17.040000915527344,-3792.2000122070312,-10194.199829101562,5.400000214576721,0.0,0.5999999865889549,2753.800048828125,255.0,255.0,False,0.016713034249638183,-1.8200046484875059,-2.4933242560779696e-05,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,-1998.300048828125,2306.6201171875,17.010000228881836,-9188.900146484375,11825.400390625,2.800000011920929,-0.19999999552965164,0.19999999552965164,-2052.899932861328,255.0,0.0,,0.009592348065960708,2.1638561906524982,-3.683713165821143e-05,True,87.0,False,4,False,4,
5,383,7,False,False,0,2741.5594558371063,1835.56005859375,4906.06005859375,104.12999725341797,-6952.19970703125,6122.7001953125,3633.599853515625,-3881.7999267578125,-4407.60009765625,-1226.1000061035156,0.0,0.9710054994798579,-0.49904483127451,-0.013237835188392444,b30f19810cb,Adict21,7.0,2031.550048828125,4772.4599609375,67.08999633789062,-9902.19970703125,-8965.599975585938,2865.4998779296875,-689.4000244140625,-554.0999984741211,-2358.6000061035156,255.0,0.0,False,-0.05413606576242219,-2.602529629465264,0.20214600574249159,True,141.0,False,12,4,8,,8916113836341382411,Nytro_RL_,11.0,1294.0699462890625,2221.169921875,17.0,-6732.80029296875,13746.99951171875,3.700000047683716,0.19999999552965164,-0.9000000357627869,-13.600000143051147,255.0,128.0,False,0.00957906021872394,2.0241732487421724,8.758017911295008e-05,True,4,False,4,70.0,False,,enpitsu,76561198039309853,26,1483.050048828125,4561.1298828125,24.559999465942383,-4553.500061035156,2642.5,3041.0000610351562,6.200000047683716,-6.200000047683716,-1040.999984741211,0.0,0.0,False,0.016964785491496413,2.6556581555952343,-0.0003309625502795379,,5.0,False,6,False,4,,games5425898691,bf81d8692db,18.0,2373.889892578125,5103.759765625,801.3300170898438,-19391.800537109375,-142.10000038146973,-6030.5999755859375,-15.90000033378601,5.199999809265137,-44.699997901916504,255.0,133.0,,0.28649671141376554,3.1341982852178387,-1.5751383685397844,True,173.4678623112299,True,6,False,6,
6,437,9,False,True,0,1811.655706589444,820.8699951171875,4561.68017578125,131.2100067138672,-13117.2998046875,30628.798828125,-1868.6000061035156,958.1999969482422,-717.3999786376953,5879.2999267578125,0.0,0.954914719166646,0.990052813499416,-0.7475858567638116,b30f19810cb,Adict21,7.0,877.969970703125,4402.68017578125,80.4000015258789,-5274.0997314453125,11096.099853515625,3205.10009765625,688.8999938964844,-861.9999694824219,3257.0001220703125,255.0,255.0,False,0.046369119105235376,1.7924792201646242,0.001737056175114462,True,109.4269848049328,True,14,4,9,,8916113836341382411,Nytro_RL_,11.0,879.6099853515625,4402.10009765625,146.5500030517578,3022.5,17658.800048828125,2410.7000732421875,-5457.19970703125,274.20000076293945,-627.0999908447266,255.0,255.0,True,0.1591296310687261,0.41374872038709054,-0.5881600235092669,True,6,3,4,44.0,False,,enpitsu,76561198039309853,26,1459.5400390625,5017.990234375,36.06999969482422,-5999.2999267578125,1752.2999572753906,646.9999694824219,1710.8999633789062,-1466.199951171875,1758.3000183105469,255.0,128.0,False,-0.21492734341552439,2.8042315390001953,-0.33703269384598517,True,0.0,False,6,False,6,,games5425898691,bf81d8692db,18.0,1258.4200439453125,4527.10009765625,17.020000457763672,-3699.2001342773438,-7198.900146484375,-0.7999999821186066,0.0,-0.5000000074505806,-2443.2000732421875,255.0,0.0,,0.009501891355933951,-2.0587143134150083,-4.582346642240513e-05,True,78.87866665214622,True,6,False,6,
7,695,9,False,False,0,5109.889285698253,46.43000030517578,117.7699966430664,104.62999725341797,11663.800048828125,27808.798828125,2925.7000732421875,2207.2999572753906,-1148.499984741211,5459.69970703125,0.0,-0.06003793561607808,0.23263971796612465,0.08848772992242401,8916113836341382411,Nytro_RL_,10.0,-66.83999633789062,-160.9499969482422,52.43000030517578,12405.899658203125,19170.699462890625,2727.0001220703125,-1225.1000213623047,5355.999755859375,247.70000457763672,255.0,18.0,True,0.05348575582545152,1.3802782737919013,0.10209201844215648,True,0.0,True,6,False,5,,b30f19810cb,Adict21,7.0,158.38999938964844,-1451.510009765625,17.010000228881836,297.5,16042.80029296875,2.800000011920929,0.0,-1.1999999731779099,1793.0000305175781,255.0,255.0,,0.009588735771384896,1.5913753001441093,0.00019022603573646285,True,False,False,False,45.0,False,,enpitsu,76561198039309853,25,-15.979999542236328,3583.580078125,17.049999237060547,-1218.8999938964844,-10015.700073242188,3.1999999284744263,0.3999999910593033,0.29999999329447746,-0.19999999552965164,255.0,128.0,False,0.016649875587216173,-1.691968059196795,3.723712459151748e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,59.83000183105469,348.54998779296875,83.86000061035156,-5489.7998046875,-22141.59912109375,2229.499969482422,5494.0997314453125,232.00000762939453,101.70000076293945,128.0,175.0,,0.7119776595338692,-1.9845874193943291,-0.29712369499481944,True,0.0,False,4,False,3,
8,696,9,False,False,1,5387.9347857459425,-79.33999633789062,-158.9199981689453,123.1500015258789,-7762.60009765625,9251.500244140625,7781.300048828125,4445.899963378906,-1561.0000610351562,3714.2999267578125,1.0,-0.11518873163501818,-0.5268038247691891,-0.1395988518029016,bf81d8692db,games5425898691,18.0,-59.83000183105469,-348.54998779296875,83.86000061035156,5489.7998046875,22141.59912109375,2229.499969482422,-5494.0997314453125,-232.00000762939453,101.70000076293945,128.0,175.0,,-0.7119776595338692,1.9845874193943291,-0.29712369499481944,True,0.0,False,4,False,3,,76561198039309853,enpitsu,25.0,15.979999542236328,-3583.580078125,17.049999237060547,1218.8999938964844,10015.700073242188,3.1999999284744263,-0.3999999910593033,-0.29999999329447746,-0.19999999552965164,255.0,128.0,False,-0.016649875587216173,1.691968059196795,3.723712459151748e-05,True,False,False,False,116.0,False,,Adict21,b30f19810cb,7,-158.38999938964844,1451.510009765625,17.010000228881836,-297.5,-16042.80029296875,2.800000011920929,-0.0,1.1999999731779099,1793.0000305175781,255.0,255.0,,-0.009588735771384896,-1.5913753001441093,0.00019022603573646285,True,45.0,False,False,False,False,,Nytro_RL_,8916113836341382411,10.0,-29.18000030517578,20.850000381469727,70.93000030517578,-11525.0,-17006.600341796875,1962.4000549316406,772.9000091552734,-5424.6002197265625,475.40000915527344,255.0,0.0,True,-0.16323595284706705,-1.3965762834163307,0.6963520769292758,True,0.0,False,6,False,5,
9,697,9,False,False,0,5091.283137850959,125.33000183105469,152.2100067138672,155.44000244140625,23385.0,7946.500244140625,11997.7001953125,2452.7999877929688,-360.40000915527344,-3455.4000854492188,0.0,0.2565822626283106,0.7226309756478545,-0.21821384132327584,8916113836341382411,Nytro_RL_,10.0,29.18000030517578,-20.850000381469727,70.93000030517578,11525.0,17006.600341796875,1962.4000549316406,-772.9000091552734,5424.6002197265625,475.40000915527344,255.0,0.0,True,0.16323595284706705,1.3965762834163307,0.6963520769292758,True,0.0,False,6,False,5,,b30f19810cb,Adict21,7.0,154.35000610351562,-1345.0999755859375,17.010000228881836,-1206.9999694824219,15892.19970703125,2.7000001072883606,0.5000000074505806,-5.099999904632568,1287.7000427246094,255.0,128.0,,0.0095963440170288,1.7067631897803708,1.1043934990369815e-05,True,False,False,False,45.0,False,,enpitsu,76561198039309853,25,-15.979999542236328,3583.580078125,17.049999237060547,-1218.8999938964844,-10015.700073242188,3.1999999284744263,0.3999999910593033,0.29999999329447746,-0.19999999552965164,255.0,128.0,False,0.016649875587216173,-1.691968059196795,3.723712459151748e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,32.529998779296875,241.77000427246094,92.20999908447266,-2597.39990234375,-8920.30029296875,426.8000030517578,724.4000244140625,2098.000030517578,4981.000061035156,128.0,176.0,,1.0312374170311054,-1.9499512507655001,-0.9507742058330676,True,0.0,False,4,False,3,
