,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,171,0,False,False,0,5211.051237054204,-4.75,5.730000019073486,91.55999755859375,-2203.9999389648438,5654.2999267578125,123.4000015258789,-821.9999694824219,-17.40000009536743,5943.3001708984375,0.0,0.08414286939730821,0.3964442666423342,-0.28252882017861525,76561198016523794,Hary,14.0,27.260000228881836,-150.32000732421875,132.05999755859375,7617.8997802734375,2401.300048828125,5488.4002685546875,-1976.6000366210938,-2867.60009765625,4256.600036621094,255.0,170.0,,0.2478752195042392,1.6593831622718385,-0.1983426881005706,True,3,False,4,0.0,False,,76561198064972495,KabaQ,11.0,-3162.3701171875,-4278.83984375,18.639999389648438,-17147.60009765625,-2231.3999938964844,-1995.2999877929688,4398.299865722656,323.1999969482422,-3286.400146484375,255.0,0.0,,0.05329432389543261,2.7667536540367434,0.17299795235395954,True,255.0,False,4,4,False,,enpitsu,76561198039309853,25.0,-49.060001373291016,125.83999633789062,114.23999786376953,-11086.500244140625,-733.6000061035156,15.499999523162842,2393.9999389648438,-777.9000091552734,4890.10009765625,255.0,255.0,,1.310272779126483,2.0997326592665404,-2.792864624532093,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,-102.0199966430664,4233.72021484375,17.010000228881836,3309.89990234375,-6805.3997802734375,2.7000001072883606,0.29999999329447746,0.5000000074505806,0.0,255.0,128.0,0.009466981018868652,-1.118106633443061,2.7154032071363453e-05,True,4,False,4,116.0,False,,
1,172,0,False,False,1,5231.378695985263,9.329999923706055,-15.6899995803833,92.13999938964844,-1224.4000244140625,2132.7999877929688,720.2999877929688,-482.20001220703125,-9.700000286102295,5803.900146484375,1.0,-0.08258882836788037,-0.6123002762220529,-0.3095789691578748,76561198039309853,enpitsu,25.0,49.060001373291016,-125.83999633789062,114.23999786376953,11086.500244140625,733.6000061035156,15.499999523162842,-2393.9999389648438,777.9000091552734,4890.10009765625,255.0,255.0,,-1.310272779126483,-2.0997326592665404,-2.792864624532093,True,1,False,2,0.0,False,,bf81d8692db,games5425898691,24.0,102.0199966430664,-4233.72021484375,17.010000228881836,-3309.89990234375,6805.3997802734375,2.7000001072883606,-0.29999999329447746,-0.5000000074505806,0.0,255.0,128.0,,-0.009466981018868652,1.118106633443061,2.7154032071363453e-05,True,116.0,False,4,4,False,,Hary,76561198016523794,14.0,-27.260000228881836,150.32000732421875,132.05999755859375,-7617.8997802734375,-2401.300048828125,5488.4002685546875,1976.6000366210938,2867.60009765625,4256.600036621094,255.0,170.0,,-0.2478752195042392,-1.6593831622718385,-0.1983426881005706,True,0.0,False,4,False,3,,KabaQ,76561198064972495,11.0,3162.3701171875,4278.83984375,18.639999389648438,17147.60009765625,2231.3999938964844,-1995.2999877929688,-4398.299865722656,-323.1999969482422,-3286.400146484375,255.0,0.0,-0.05329432389543261,-2.7667536540367434,0.17299795235395954,True,4,False,4,255.0,False,,
2,238,2,True,False,1,4884.395991884478,-202.7899932861328,380.79998779296875,93.13999938964844,-811.6000366210938,1544.4000244140625,0.0,-1692.5,-889.4999694824219,5654.4000244140625,1.0,0.14738957386645918,-2.462139358970116,-0.30612360560632434,bf81d8692db,games5425898691,24.0,-203.08999633789062,180.17999267578125,19.479999542236328,2494.1000366210938,22657.5,2959.5001220703125,0.9000000357627869,6.200000047683716,-978.8999938964844,255.0,131.0,,-0.009610298852713596,1.7388161146282686,1.7628923680861088e-05,True,4,False,5,0.0,False,,76561198039309853,enpitsu,26.0,323.989990234375,33.27000045776367,17.030000686645508,-11748.900146484375,2037.7000427246094,5.5000001192092896,0.5000000074505806,-0.29999999329447746,0.0,255.0,0.0,,-0.016687556172306918,0.171744760840668,5.254124647464116e-05,True,0.0,False,2,2,False,,Hary,76561198016523794,14.0,-2291.429931640625,-92.58999633789062,17.020000457763672,-14672.5,287.09999084472656,1.1999999731779099,-0.5000000074505806,-0.19999999552965164,8.299999833106995,255.0,128.0,,-0.00957564567214778,0.018316174182092682,-6.0722297548023295e-05,True,0.0,False,4,False,4,,KabaQ,76561198064972495,11.0,1934.25,4669.2001953125,17.020000457763672,-9190.599975585938,7785.4998779296875,1.5999999642372131,-4.099999964237213,3.6000001430511475,1120.4000091552734,128.0,255.0,-0.00965562282989193,0.6947836602501696,-1.89321092474103e-06,True,4,False,4,255.0,False,,False
3,546,4,False,False,1,5231.063958794029,21.860000610351562,-17.510000228881836,96.5999984741211,5437.8997802734375,27487.2998046875,3328.2998657226562,1816.300048828125,300.0,-5710.4998779296875,1.0,0.013899762854602895,-0.00028027611594090785,-0.041098165122152176,76561198039309853,enpitsu,26.0,28.540000915527344,-260.4599914550781,109.16999816894531,4960.400085449219,22357.60009765625,2028.9999389648438,-3510.0,3976.199951171875,-1455.7000732421875,255.0,0.0,,-0.6544507853194125,1.5724636794227882,0.4257000347859216,True,1,False,2,31.0,False,,bf81d8692db,games5425898691,24.0,-0.0,-5513.919921875,23.170000076293945,-0.0,-8576.500244140625,368.69998931884766,26.099998950958252,-0.0,0.0,255.0,,,-0.050260347411863,1.5707410769683865,1.386983871885274e-06,True,116.0,False,False,False,False,,Hary,76561198016523794,14.0,-91.1500015258789,166.3699951171875,48.970001220703125,1152.2000122070312,-22710.0,3453.599853515625,132.5,5.299999713897705,1773.3000183105469,255.0,236.0,,-0.012894599516436478,-1.7390604378746226,0.0008960158674018523,True,0.0,False,4,False,False,,KabaQ,76561198064972495,11.0,-3374.110107421875,3907.0,16.989999771118164,-11265.799560546875,-11625.899658203125,14.600000381469727,6.499999761581421,6.499999761581421,2946.6000366210938,255.0,254.0,-0.009503583592870724,-1.0163384666973048,0.0005320752368264589,True,4,False,4,255.0,False,,False
4,547,4,False,False,0,5188.318960708118,-115.0,10.800000190734863,133.83999633789062,-27780.80078125,-904.4999694824219,10828.1005859375,3746.7001342773438,-579.5999908447266,4650.299987792969,0.0,-0.06502067892998624,0.22987841045046392,0.14426866135645172,76561198016523794,Hary,14.0,91.1500015258789,-166.3699951171875,48.970001220703125,-1152.2000122070312,22710.0,3453.599853515625,-132.5,-5.299999713897705,1773.3000183105469,255.0,236.0,,0.012894599516436478,1.7390604378746226,0.0008960158674018523,True,False,False,4,0.0,False,,76561198064972495,KabaQ,11.0,3459.909912109375,-3778.929931640625,17.030000686645508,6259.89990234375,13575.2001953125,1.0999999940395355,-0.9000000357627869,-2.0999999344348907,2755.4000854492188,255.0,254.0,False,0.009584238811075316,1.304701552012343,6.431855889347537e-05,True,255.0,False,4,4,False,,enpitsu,76561198039309853,26.0,-28.540000915527344,260.4599914550781,109.16999816894531,-4960.400085449219,-22357.60009765625,2028.9999389648438,3510.0,-3976.199951171875,-1455.7000732421875,255.0,0.0,,0.6544507853194125,-1.5724636794227882,0.4257000347859216,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,0.0,5571.93994140625,25.579999923706055,0.0,5641.300048828125,230.40000915527344,-6.800000071525574,0.0,0.0,255.0,,0.0490850588211804,-1.5707118670979068,2.073138390775654e-06,True,False,False,False,116.0,False,,
5,632,7,True,True,0,5176.892567144438,-1419.949951171875,-10.3100004196167,278.6300048828125,9038.200073242188,21429.3994140625,6532.7001953125,1485.2000427246094,4649.599914550781,-3489.2001342773438,0.0,-1.4983364462002655,-2.6624279285015002,-1.125794163030054,76561198064972495,KabaQ,11.0,-1365.6099853515625,-172.77999877929688,148.35000610351562,-18015.2001953125,14275.10009765625,819.5999908447266,-957.6000213623047,1073.8999938964844,-883.0000305175781,255.0,45.0,True,-0.008740290297462578,2.202581440149167,1.0205932133789182,True,6,False,8,194.87978505831896,True,,76561198016523794,Hary,14.0,1213.5899658203125,1757.0999755859375,106.5999984741211,15148.900146484375,-11658.399658203125,2372.4000549316406,3419.5001220703125,4307.699890136719,-4.1999998688697815,255.0,128.0,,0.9543814628387144,-0.6720786433354532,-0.0011665645716419362,False,0.0,False,5,6,False,,enpitsu,76561198039309853,26.0,-3228.530029296875,-131.89999389648438,17.040000915527344,-12754.7998046875,6014.000244140625,4.399999976158142,-0.29999999329447746,0.0,0.0,255.0,0.0,,0.016762994511055264,2.7010152556988545,-2.1904290625050334e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,-2459.340087890625,4020.860107421875,17.010000228881836,-13109.200439453125,1541.199951171875,2.8999999165534973,-1.0000000149011612,-0.09999999776482582,-1979.2999267578125,128.0,0.0,0.009625558441163064,2.9848233736005043,-0.00015537707323924046,True,False,False,False,146.0,False,,
6,956,10,False,False,0,5197.728312074172,-8.970000267028809,18.520000457763672,101.62000274658203,-14623.299560546875,22931.298828125,8874.000244140625,5289.5001220703125,2790.7998657226562,-481.1000061035156,0.0,0.027960420453999074,-0.004060840872699053,0.05272129173928163,76561198064972495,KabaQ,11.0,76.62999725341797,-103.5999984741211,15.529999732971191,-8880.599975585938,18211.300048828125,-907.2000122070312,3190.7998657226562,-1600.2000427246094,4184.200134277344,255.0,236.0,,-0.008480414320650373,2.049693687483406,-0.02693533094095766,True,4,False,4,0.0,False,,76561198016523794,Hary,14.0,0.0,-2814.72998046875,17.010000228881836,0.0,11981.800537109375,2.7000001072883606,0.19999999552965164,0.0,0.0,211.0,,,0.009590185467852546,1.5707887708715014,-3.637918141942189e-08,True,146.0,False,False,False,False,,enpitsu,76561198039309853,25.0,-7.309999942779541,2629.719970703125,17.010000228881836,-1421.1000061035156,-12581.500244140625,15.0,4.699999988079071,-1.4000000059604645,-1860.8000183105469,255.0,0.0,,0.016434576689850655,-1.6977301183237594,-0.0002723287503429669,True,146.0,False,2,False,2,,games5425898691,bf81d8692db,25.0,72.51000213623047,534.9299926757812,17.010000228881836,-1340.5000305175781,-19105.799560546875,2.800000011920929,0.0,-0.09999999776482582,-1997.8999328613281,255.0,0.0,0.009583191231924713,-1.7154529370946334,-2.1198224198444053e-05,True,False,False,False,20.0,False,,
7,1083,14,False,False,1,7901.841340668395,943.27001953125,-2761.699951171875,156.7899932861328,-15730.400390625,1280.2000427246094,9938.400268554688,5173.800048828125,-1820.3999328613281,2432.4000549316406,1.0,-0.09784313224102012,-1.5494915548720256,2.4475032288110774,76561198039309853,enpitsu,25.0,986.7899780273438,-2899.070068359375,110.80000305175781,4627.900085449219,16241.400146484375,-165.9000015258789,-4748.900146484375,-1494.7999572753906,2337.4000549316406,255.0,255.0,,-0.7418306514181029,1.904507729422336,-0.17224659289486294,True,3,False,4,205.0,False,,bf81d8692db,games5425898691,25.0,1870.9599609375,-2317.050048828125,17.0,-21897.5,-6882.5,3.700000047683716,1.4000000059604645,0.29999999329447746,405.60001373291016,255.0,128.0,,-0.009601261432081032,-0.3390767152921011,-0.00010242064487153041,True,153.0,False,4,4,False,23.0,Hary,76561198016523794,14.0,976.3400268554688,-2598.75,163.6300048828125,-5827.7001953125,-14944.89990234375,3237.9000854492188,-5475.3997802734375,-415.9000015258789,310.0,255.0,128.0,,-0.22318017897929823,-1.3668654427984614,0.02332815361878687,True,0.0,False,4,False,3,,KabaQ,76561198064972495,11.0,1816.800048828125,-1872.02001953125,85.05000305175781,-18796.400146484375,2370.5999755859375,-803.7000274658203,-1081.9000244140625,-3961.9000244140625,32.799999713897705,128.0,128.0,1.0385788695363563,0.3905598018036332,0.11098055244635376,True,6,False,6,,False,,
8,1154,17,False,False,1,10313.468408099206,-3283.090087890625,-4288.830078125,181.85000610351562,-22336.59912109375,10571.099853515625,6873.2000732421875,-4841.600036621094,3485.10009765625,-641.8000030517578,1.0,-0.26505445853022247,-2.2529372695203946,-1.5531448912630847,bf81d8692db,games5425898691,25.0,-3109.06005859375,-4324.35009765625,77.5999984741211,-19207.7001953125,8283.900146484375,3779.8001098632812,470.9000015258789,1089.3000030517578,262.60000228881836,255.0,128.0,,0.07696093150284154,0.39133268003158905,-0.0005291693571022713,True,4,False,6,143.0,False,,76561198039309853,enpitsu,26.0,-1418.4000244140625,-3139.929931640625,17.059999465942383,1925.7000732421875,-13938.499755859375,2.3999999463558197,-0.29999999329447746,0.7000000029802322,2114.499969482422,255.0,0.0,,-0.0167855309921025,-1.763395262587373,8.8395889811862e-05,True,196.0,False,4,4,False,,Hary,76561198016523794,14.0,-1089.469970703125,-2974.949951171875,94.44999694824219,-10108.499755859375,14259.7998046875,2361.0000610351562,-4701.099853515625,-2854.4000244140625,-33.19999933242798,255.0,128.0,,-0.7408768009112776,1.0306039677400614,-0.004576530401372322,False,31.0,False,6,False,5,,KabaQ,76561198064972495,12.0,-2952.97998046875,7.199999809265137,16.989999771118164,-19495.899658203125,-500.99998474121094,11.100000143051147,0.7999999821186066,0.9000000357627869,2217.7000427246094,128.0,255.0,-0.009638954477234922,-0.10038278643207646,0.0002735381515623778,True,8,False,8,,False,,True
9,1200,18,False,False,0,5732.861485133507,3764.85009765625,1802.010009765625,121.9000015258789,-11706.400146484375,16435.30029296875,7165.2001953125,2721.099853515625,1302.5,5186.300048828125,0.0,-0.6085811046136913,-1.8336008141201214,2.787340740449712,76561198064972495,KabaQ,12.0,3863.39990234375,1585.949951171875,20.40999984741211,-1968.0999755859375,11934.49951171875,-240.79999923706055,87.10000038146973,715.2999877929688,1206.2999725341797,255.0,128.0,False,0.038273176671449444,1.799930841414939,-0.12368936071789008,True,8,False,8,,False,,76561198016523794,Hary,14.0,3032.969970703125,583.760009765625,16.989999771118164,14979.599609375,-14423.00048828125,5.099999904632568,1.0000000149011612,-1.0999999940395355,-301.49999618530273,255.0,128.0,,0.009599885205351936,-0.79021118207836,4.719484325526766e-05,True,0.0,False,6,6,False,,enpitsu,76561198039309853,25.0,2867.56005859375,4242.2001953125,17.059999465942383,13391.300048828125,3912.5,2.7000001072883606,-0.7999999821186066,-0.29999999329447746,2409.7999572753906,255.0,255.0,False,0.016763220761225328,0.36282318092695387,0.0002611174683587916,True,227.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,4051.7099609375,2240.659912109375,143.52000427246094,-5044.599914550781,-18734.000244140625,-9905.999755859375,20.399999618530273,5197.5,207.70000457763672,255.0,120.0,0.49282591486408195,-1.8630697371424416,1.0308271708846943,True,4,False,6,36.522563480561786,True,,
