,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,171,0.0,False,False,1,5220.301149774891,-42.209999084472656,4.699999809265137,140.9600067138672,-8677.19970703125,-17415.400390625,19801.800537109375,-3950.0,-616.3999938964844,-4473.999938964844,1.0,0.08617372994457922,0.0796117978458338,0.16961232877610266,317795162492363301,MadaraSSN--,15.0,46.90999984741211,-86.75,13.220000267028809,-5871.9000244140625,6885.2001953125,-576.5000152587891,1439.7000122070312,-707.6000213623047,2568.800048828125,255.0,255.0,,0.1647322885587148,0.8994856319755198,-0.0953108104195094,True,0.0,False,False,False,False,,3364314495151625935,SkullZ_KiILLER,11.0,59.709999084472656,-2372.56005859375,17.010000228881836,-1268.499984741211,11065.699462890625,2.0999999344348907,0.09999999776482582,-0.7000000029802322,312.39999771118164,204.0,128.0,,-0.009577729234667575,1.4288522192523787,-0.0001298664287381585,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26.0,14.8100004196167,3607.0,17.049999237060547,72.69999980926514,-10198.499755859375,2.7000001072883606,0.09999999776482582,-0.3999999910593033,-156.40000343322754,255.0,128.0,False,-0.016685884433823878,-1.5669333028493557,5.926606087202541e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-72.93000030517578,292.7300109863281,65.72000122070312,1076.3999938964844,-22795.10009765625,2759.2001342773438,4683.500061035156,-109.79999542236328,-775.4000091552734,128.0,134.0,-0.1204237920815925,-1.4855897234046613,-0.004084042835813902,True,0.0,False,4,False,3,,
1,324,5.0,False,False,0,3616.1386670992374,2657.219970703125,4468.3701171875,436.1300048828125,-5805.30029296875,19896.700439453125,-5088.900146484375,-5804.2999267578125,-499.50000762939453,1435.2000427246094,0.0,-0.16037435410722994,-1.7814048118468269,2.5106696495872507,76561198039309853,enpitsu,26.0,2706.639892578125,4239.9501953125,391.4800109863281,-2753.900146484375,19981.099853515625,3396.400146484375,-1157.9000091552734,1476.0000610351562,-727.7999877929688,255.0,128.0,,-0.7916117399292912,1.0689139676044053,0.3727524692815839,True,174.0,False,2,False,False,,bf81d8692db,games5425898691,19.0,2893.14990234375,-2893.179931640625,113.2300033569336,4489.599914550781,-20664.599609375,-186.8000030517578,5259.4000244140625,1068.7000274658203,-113.00000190734863,255.0,,,-1.375794268844318,-1.2634549882136903,-0.10887098043279225,,31.0,False,8,False,8,,MadaraSSN--,317795162492363301,12.0,2148.1298828125,2487.739990234375,16.100000381469727,-10898.199462890625,12005.50048828125,119.79999542236328,45.79999923706055,47.30000019073486,1381.6999816894531,255.0,211.0,,0.014019234329168146,2.3180635674699372,5.622997184991008e-06,True,,False,8,False,8,,SkullZ_KiILLER,3364314495151625935,11.0,2527.080078125,4501.91015625,337.8299865722656,5491.9000244140625,-5990.9002685546875,2354.199981689453,2116.4999389648438,-162.80000686645508,5073.800048828125,128.0,128.0,0.17615292640673902,-1.20817946689915,1.2262620502955135,True,82.0,False,4,False,3,,
2,375,7.0,False,False,1,9121.759924677772,-1969.77001953125,-3519.89990234375,109.88999938964844,-8208.599853515625,16538.1005859375,2331.300048828125,-5165.999755859375,2427.7999877929688,-1692.5999450683594,1.0,-0.070431463236001,2.7768786674904304,1.3831613910277896,317795162492363301,MadaraSSN--,12.0,-1830.1199951171875,-3649.550048828125,75.36000061035156,-8879.099731445312,6726.099853515625,3291.199951171875,-2331.699981689453,-1264.1999816894531,-3717.39990234375,255.0,8.0,,-0.07750341958311154,0.5305502114615739,0.00537915424279822,True,,False,10,False,9,,3364314495151625935,SkullZ_KiILLER,10.0,-3492.570068359375,-3422.56005859375,29.18000030517578,-3997.0001220703125,4320.299987792969,-2247.2000122070312,-4379.89990234375,-3324.8001098632812,104.30000305175781,0.0,128.0,,0.3002204293851768,1.7212497067401091,0.11642574089583285,True,82.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-2974.110107421875,-4668.169921875,13.210000038146973,3707.60009765625,14500.6005859375,67.69999980926514,238.50000381469727,-1170.1000213623047,953.4999847412109,255.0,128.0,False,0.01754961915151343,1.8394608929492378,-0.008630164918626155,True,95.73846883158527,True,2,False,False,,games5425898691,bf81d8692db,19.0,-1623.8399658203125,4526.0400390625,17.010000228881836,6179.1998291015625,-12486.8994140625,2.3999999463558197,-0.0,-0.29999999329447746,-2187.7000427246094,255.0,0.0,-0.009583454463563217,-1.962931201971392,-4.115685190391031e-05,True,255.0,False,8,False,8,,
3,445,10.0,False,False,0,6917.209009498054,3689.179931640625,-39.18000030517578,102.68000030517578,22743.30078125,21102.80029296875,5971.5997314453125,3329.5001220703125,2754.2001342773438,-4162.699890136719,0.0,0.1715267755691994,2.591511193633606,-1.5145892189568029,bf81d8692db,games5425898691,19.0,3577.760009765625,-171.57000732421875,50.61000061035156,6561.400146484375,17736.700439453125,2974.89990234375,3971.400146484375,-295.5999946594238,-3750.7000732421875,255.0,0.0,,-0.08614574673133069,0.9999611259852766,0.043873830965519396,True,150.0,False,9,False,8,,76561198039309853,enpitsu,26.0,1893.4599609375,89.4000015258789,17.030000686645508,-13469.3994140625,-14356.700439453125,5.5000001192092896,0.0,0.0,-2064.2999267578125,255.0,0.0,False,0.016769966269264757,-2.4008554775864352,-1.0690728628555504e-05,True,176.0,False,2,False,False,,MadaraSSN--,317795162492363301,12.0,3917.72998046875,2987.31005859375,32.34000015258789,-693.7000274658203,11462.099609375,-255.20000457763672,-395.99998474121094,334.90001678466797,791.8000030517578,255.0,128.0,False,0.05548104212204649,1.6744407204553098,-0.3542526750620045,True,31.0,False,10,False,10,,SkullZ_KiILLER,3364314495151625935,10.0,3438.159912109375,2745.14990234375,17.010000228881836,-7714.89990234375,-4378.299865722656,2.5,0.19999999552965164,0.0,-2435.399932861328,203.0,0.0,0.009535028661937107,-2.6661710353080945,2.88347861401935e-05,True,82.0,False,4,False,4,,
4,535,13.0,False,False,1,10621.630898867443,-2444.510009765625,-4942.66015625,1442.4300537109375,793.7999725341797,10127.39990234375,3488.5000610351562,-3916.300048828125,-996.6000366210938,-4434.89990234375,1.0,0.4919055412974454,-1.6837428580311546,-1.3891483874158503,317795162492363301,MadaraSSN--,12.0,-2428.550048828125,-5070.169921875,1326.739990234375,-5015.4998779296875,3808.599853515625,9680.900268554688,-71.30000114440918,-2229.9000549316406,-57.89999961853027,255.0,0.0,False,0.9990428892612582,-0.012952516411010553,1.5587987618014627,True,0.0,False,12,False,10,,3364314495151625935,SkullZ_KiILLER,13.0,-289.4100036621094,-4718.97021484375,17.010000228881836,1031.2000274658203,-12383.00048828125,2.3999999463558197,-0.0,-0.29999999329447746,-2987.0001220703125,128.0,0.0,True,-0.009587323982603509,-1.4005171066146973,-8.315254765286095e-05,True,82.0,False,4,False,4,,enpitsu,76561198039309853,27.0,20.100000381469727,-1457.9100341796875,17.040000915527344,21.19999885559082,-52.30000019073486,3.8999998569488525,-4.600000083446503,-1.0999999940395355,11.699999570846558,255.0,0.0,False,-0.01684525944079343,-1.7802241601715292,1.3573872768930383e-05,True,237.0,False,2,False,False,,games5425898691,bf81d8692db,19.0,-2218.22998046875,-1186.81005859375,17.010000228881836,9962.80029296875,-8821.300048828125,2.3000000417232513,-2.3000000417232513,1.899999976158142,-1657.8999328613281,255.0,0.0,-0.009578982245339002,-2.394746704728548,-8.542584777699057e-05,True,150.0,False,10,False,8,,
5,595,15.0,False,False,0,3890.564473080896,2246.06005859375,2845.669921875,692.489990234375,-16161.700439453125,8350.999755859375,3218.3999633789062,5784.6002197265625,-624.5000076293945,-1465.3999328613281,0.0,-0.8876225735075075,1.2812368065286273,-1.2611795468217064,bf81d8692db,games5425898691,19.0,2373.030029296875,2714.409912109375,553.3099975585938,-348.6000061035156,10197.000122070312,3927.60009765625,-1031.1000061035156,-5402.1002197265625,57.89999961853027,255.0,255.0,,-0.6315027230420583,1.742256807256943,-0.13173560874340928,True,46.66545391082761,True,12,False,9,,76561198039309853,enpitsu,26.0,1105.2099609375,1738.3299560546875,17.040000915527344,6252.60009765625,5.899999737739563,3.799999952316284,-0.5000000074505806,0.3999999910593033,0.0,255.0,255.0,,0.01682654896825599,0.0009552981528474039,4.580229326288844e-05,True,217.0,False,2,False,False,,MadaraSSN--,317795162492363301,12.0,3641.760009765625,3236.02001953125,806.1300048828125,5831.5997314453125,-9021.400146484375,-9583.499755859375,-500.99998474121094,780.8000183105469,-463.6000061035156,255.0,172.0,,0.6411597537533619,-2.1954679973771025,0.5274903020702641,True,,False,12,False,12,,SkullZ_KiILLER,3364314495151625935,11.0,1301.6400146484375,4460.169921875,17.010000228881836,-1870.7000732421875,3945.7000732421875,2.0999999344348907,-1.0999999940395355,-0.29999999329447746,0.0,89.0,128.0,0.00975077686936232,-1.1280376676282855,4.912494812966434e-06,True,43.0,False,4,False,4,,
6,689,18.0,False,False,0,1556.777044681764,-2448.35009765625,5022.68017578125,274.1499938964844,-12603.399658203125,4133.2000732421875,13694.69970703125,5329.1998291015625,796.3999938964844,-2639.1000366210938,0.0,-0.26403575205119056,0.6779080422703666,2.7752576051314763,76561198039309853,enpitsu,26.0,-2393.5400390625,4904.31005859375,132.8699951171875,-15704.599609375,1090.199966430664,-596.6999816894531,4980.799865722656,-196.70000076293945,-2324.2999267578125,128.0,255.0,False,-0.7335098989012503,1.9826614938291738,-0.21135834445503252,True,93.0,False,4,False,1,,bf81d8692db,games5425898691,19.0,1766.3699951171875,4195.3798828125,17.010000228881836,-7485.4998779296875,-8427.7001953125,2.0999999344348907,0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,0.009528163932400099,-2.2970806549755087,5.2109093912356047e-05,True,68.0,False,12,False,10,,MadaraSSN--,317795162492363301,12.0,2969.760009765625,-101.36000061035156,17.0,-14583.00048828125,5636.500244140625,1.2999999523162842,0.0,0.0,-2063.800048828125,255.0,0.0,False,0.009590024207950847,2.704353600635897,8.080999180730432e-06,True,207.94268413256572,True,12,False,12,,SkullZ_KiILLER,3364314495151625935,11.0,-2127.929931640625,4866.56005859375,108.63999938964844,-14264.69970703125,4604.599914550781,2918.0999755859375,81.89999580383301,87.10000038146973,1580.0,128.0,0.0,-0.058676949972875515,-2.9274741007699023,-0.01457493886243374,True,21.5578064662154,True,8,False,6,,
7,790,22.0,False,False,0,3811.9399661686484,-3789.68994140625,2658.580078125,96.11000061035156,-4121.000061035156,-2132.5,4259.4000244140625,606.8999862670898,3609.2001342773438,-4754.4000244140625,0.0,0.565765407001982,-3.0960234326131033,1.4799956851228626,76561198039309853,enpitsu,26.0,-3667.6201171875,2641.030029296875,17.049999237060547,-3191.9000244140625,-7589.89990234375,3.400000035762787,1.0000000149011612,2.0000000298023224,2077.2999572753906,128.0,128.0,False,0.0166653619367451,-1.9857326453141115,0.0003514159161128263,True,123.0,False,4,False,2,,bf81d8692db,games5425898691,19.0,-3736.590087890625,-174.2100067138672,16.989999771118164,-12182.60009765625,-18858.599853515625,4.799999892711639,0.09999999776482582,0.29999999329447746,1931.6000366210938,255.0,255.0,,0.009581854016979259,-2.0721960365195025,5.0654969206257724e-05,True,255.0,False,14,False,12,,MadaraSSN--,317795162492363301,12.0,-646.0700073242188,4742.41015625,17.0,-10556.600341796875,2363.2000732421875,3.6000001430511475,1.5999999642372131,1.7000000178813934,2101.199951171875,217.0,197.0,False,0.00969700076712976,2.9645988793837468,8.740110187641288e-05,True,255.0,False,12,False,12,,SkullZ_KiILLER,3364314495151625935,11.0,-2826.949951171875,3544.47998046875,17.010000228881836,-788.4999847412109,-11194.3994140625,2.5,0.0,0.0,-2357.4000549316406,205.0,0.0,0.009563896707970415,-1.70114333582248,-1.2544044242788263e-05,True,255.0,False,8,False,8,,
8,824,23.0,False,False,1,8050.077731346615,3851.419921875,-2347.93994140625,115.2300033569336,8163.800048828125,15430.6005859375,4395.10009765625,1625.0999450683594,-4099.800109863281,46.599998474121094,1.0,0.0924405983099307,1.6871761059348218,2.8656409209764306,3364314495151625935,SkullZ_KiILLER,11.0,3724.219970703125,-2536.469970703125,17.010000228881836,7534.5001220703125,10255.999755859375,0.09999999776482582,-0.19999999552965164,-0.5000000074505806,521.3000106811523,255.0,128.0,,-0.009573003464396249,2.165030323792168,-0.0001623418873748012,True,235.56610753459313,True,8,False,8,,317795162492363301,MadaraSSN--,12.0,1779.969970703125,-4604.02001953125,17.0,8554.69970703125,4754.5001220703125,3.400000035762787,0.5000000074505806,0.09999999776482582,85.0,255.0,128.0,False,-0.0095393688172856,2.623939667769619,-9.16567136762576e-05,True,255.0,False,12,False,12,,enpitsu,76561198039309853,26.0,3855.719970703125,-1801.5400390625,50.369998931884766,-340.40000915527344,108.19999694824219,3457.2000122070312,-62.5,105.0,-417.2999954223633,128.0,128.0,False,0.11674469190086337,-3.0593479290021484,0.00387329922973181,True,104.13293769539045,True,6,False,2,,games5425898691,bf81d8692db,19.0,2783.5,1717.5699462890625,17.020000457763672,-13184.7998046875,-4726.400146484375,1.1999999731779099,-0.19999999552965164,0.19999999552965164,2147.4000549316406,255.0,255.0,-0.009604920759839248,-0.4093177571789129,-6.413950118209433e-06,True,255.0,False,14,False,12,,
9,833,24.0,False,False,0,4460.2002741861925,-3979.47998046875,1917.3399658203125,261.30999755859375,-4822.5,937.9000091552734,9335.599975585938,5757.2998046875,-803.1999969482422,-1486.0000610351562,0.0,-0.1221421202641111,-2.2858709391649112,2.138792487137448,76561198039309853,enpitsu,26.0,-3875.510009765625,1801.77001953125,159.1300048828125,-1143.3999633789062,59.20000076293945,3423.5000610351562,-0.5000000074505806,-42.69999980926514,-240.0,255.0,0.0,,-0.09866210269025491,2.972973289563439,-0.004420965520447865,True,94.58539348263895,True,6,2,2,,bf81d8692db,games5425898691,19.0,-2486.27001953125,-1491.0799560546875,17.020000457763672,7949.0997314453125,11046.199951171875,1.1999999731779099,-0.19999999552965164,0.0,2233.0999755859375,255.0,255.0,,0.009550248931449278,1.0151754180421233,2.1440307087425846e-05,True,255.0,False,14,False,12,,MadaraSSN--,317795162492363301,12.0,-2010.219970703125,4460.75,17.0,-9070.700073242188,-6418.599853515625,3.400000035762787,0.29999999329447746,0.0,519.3000030517578,255.0,145.0,,0.009529811468010864,-2.5124821815236413,-1.3978286126628129e-05,True,255.0,False,12,False,12,,SkullZ_KiILLER,3364314495151625935,11.0,-3955.590087890625,2138.8701171875,48.599998474121094,-5913.0999755859375,-13045.699462890625,3272.5,146.49999618530273,3190.7000732421875,138.80000114440918,202.0,,-0.24467342977183246,-2.0229523386913733,-0.4340252274028348,True,215.0,False,8,False,8,,
10,884,25.0,False,False,1,7541.496441026129,3488.7900390625,-1941.780029296875,441.80999755859375,-6331.6998291015625,22008.9990234375,7109.000244140625,-190.30000686645508,3818.2998657226562,2559.199981689453,1.0,1.53808644181665,0.9417168823426222,0.4389724919947637,317795162492363301,MadaraSSN--,12.0,3518.7099609375,-2133.72998046875,279.8699951171875,-367.2999954223633,18980.400390625,2992.6998901367188,-361.3999938964844,-4177.099914550781,-1383.2000732421875,255.0,255.0,,0.6913546870019733,1.230022845467858,-0.35503052599086166,True,183.64580646637947,True,14,False,13,,3364314495151625935,SkullZ_KiILLER,11.0,3370.97998046875,-678.3800048828125,16.989999771118164,-14509.599609375,-5848.0999755859375,4.399999976158142,1.5000000596046448,-3.4999999403953552,474.3000030517578,206.0,152.0,False,-0.009369732370955028,-0.3980840166165912,1.3310881505897187e-05,True,181.0,False,8,False,8,,enpitsu,76561198039309853,26.0,3919.31005859375,-1491.280029296875,34.06999969482422,-1810.2000427246094,3879.2999267578125,-325.60001373291016,900.6999969482422,659.4000244140625,-1507.4000549316406,255.0,128.0,,-0.12549168045327505,1.1300643817575242,-0.3453353244602237,True,84.64580646637948,True,6,2,2,,games5425898691,bf81d8692db,19.0,3226.820068359375,-1502.1300048828125,331.69000244140625,13410.999755859375,-18684.3994140625,-184.79999542236328,-838.0000305175781,4613.0999755859375,-2875.10009765625,255.0,255.0,-0.32621948781955784,-1.7723217784544902,-1.6013272019446223,True,145.31631831199894,True,16,False,13,,
11,1003,30.0,False,False,0,9535.149470238628,-1453.969970703125,-4378.81005859375,244.0,-22218.20068359375,-894.3000030517578,4019.1000366210938,315.79999923706055,-1011.9000244140625,-5905.5999755859375,0.0,-0.10652859209431567,-1.9138586896228835,-1.159186452579347,76561198039309853,enpitsu,26.0,-1260.5899658203125,-4351.3701171875,187.6999969482422,-5298.599853515625,-9735.399780273438,4810.199890136719,-2887.0999145507812,-2068.3999633789062,-3794.1000366210938,128.0,0.0,,0.01770914485623452,-2.588777390783337,0.10108421517687755,True,27.0,False,8,4,2,,bf81d8692db,games5425898691,19.0,-3169.929931640625,-3464.6298828125,16.989999771118164,6165.7000732421875,-22091.8994140625,4.600000083446503,0.0,-0.19999999552965164,3.6000001430511475,255.0,128.0,,0.009599514965828207,-1.2981380950777923,-3.0791765427092074e-05,True,46.0,False,18,False,16,,MadaraSSN--,317795162492363301,12.0,-2293.780029296875,-89.63999938964844,17.010000228881836,-11357.2998046875,2156.699981689453,2.5,-0.19999999552965164,0.0,2371.4999389648438,233.0,255.0,False,0.009559514232784637,3.017100759527062,-3.906660271763807e-05,True,164.0,False,14,False,14,,SkullZ_KiILLER,3364314495151625935,10.0,-1639.0,-3657.280029296875,146.91000366210938,4662.900085449219,-20654.09912109375,1796.300048828125,0.9000000357627869,-2.800000011920929,691.2999725341797,128.0,128.0,0.009539804353718895,-0.8980071760990126,0.0005474944134383945,True,107.0,False,10,False,8,,False
12,1063,32.0,True,True,1,3285.546208242118,3414.60009765625,3030.14990234375,184.36000061035156,-23305.30029296875,13256.700439453125,6661.400146484375,3713.599853515625,-145.50000190734863,4710.299987792969,1.0,1.1657327447373007,-2.6958336283547566,2.486348412998269,317795162492363301,MadaraSSN--,12.0,3538.989990234375,2913.739990234375,118.29000091552734,-2538.8999938964844,16049.49951171875,2176.1000061035156,3330.5999755859375,-230.79999923706055,3067.0999145507812,255.0,255.0,False,0.05008815482566823,1.3851244357417345,-0.027781882075263834,True,107.87255935002399,True,16,False,15,,3364314495151625935,SkullZ_KiILLER,10.0,929.989990234375,4320.08984375,29.65999984741211,-1024.000015258789,-12697.2998046875,3122.39990234375,1.899999976158142,6.899999976158142,-567.599983215332,128.0,67.0,False,-0.009663475044211025,-1.5027035523757684,-0.00025279664482720423,True,51.0,False,12,False,8,,enpitsu,76561198039309853,26.0,1752.3900146484375,5102.93994140625,238.72000122070312,-7245.30029296875,-3.100000023841858,300.40000915527344,-0.19999999552965164,47.89999961853027,0.0,128.0,128.0,,0.08813175832239964,0.016696803420409974,-1.5693543226814035,True,27.0,False,8,4,2,,games5425898691,bf81d8692db,19.0,129.5399932861328,3607.85009765625,16.989999771118164,-15424.599609375,-1046.9000244140625,4.799999892711639,-0.0,0.29999999329447746,-2016.199951171875,255.0,0.0,-0.009629754257580503,-0.0007929847441943703,-1.2366423863483918e-05,True,237.0,False,18,False,16,,
13,1108,34.0,False,False,0,10313.430469172352,220.94000244140625,-5112.77001953125,431.69000244140625,1877.4000549316406,-5976.199951171875,8681.099853515625,570.9999847412109,4258.699951171875,4187.60009765625,0.0,-0.7723412192738237,-2.716649781054995,-1.14371988706666,bf81d8692db,games5425898691,19.0,315.1499938964844,-5157.27978515625,274.1700134277344,2937.7999877929688,-10306.8994140625,1799.9000549316406,-2239.4000244140625,3927.9000854492188,-3131.4999389648438,255.0,128.0,,-1.2823927839745866,2.6893474392314745,0.9702079509420409,True,208.6257891988242,True,20,False,17,,76561198039309853,enpitsu,26.0,-114.05000305175781,-5142.169921875,43.290000915527344,10943.699951171875,-1720.2999877929688,-124.49999809265137,3795.0,-743.4999847412109,-61.79999828338623,,,,0.046856376457170945,-0.21318296102033518,-0.49173483500127213,True,,False,8,4,2,,MadaraSSN--,317795162492363301,12.0,-2522.3701171875,-5090.35009765625,106.77999877929688,12736.300048828125,2144.600067138672,-5251.400146484375,4682.200012207031,1319.4999694824219,1395.2999877929688,238.0,255.0,,0.4396778110216432,0.20469703607867618,-1.187857747205493,True,91.0,False,16,False,16,,SkullZ_KiILLER,3364314495151625935,10.0,32.52000045776367,-1842.219970703125,17.0,13555.50048828125,7547.2998046875,3.4999999403953552,-3.100000023841858,-1.7000000178813934,-2032.2000122070312,203.0,0.0,0.009604909072176177,0.4409766688705348,0.00019009624316102298,True,51.0,False,12,False,10,,
14,1367,34.0,False,False,0,5214.750339981256,63.220001220703125,14.229999542236328,110.91000366210938,27755.2001953125,7643.0999755859375,3486.6000366210938,2271.0000610351562,1581.4999389648438,-5323.599853515625,0.0,0.14061589712604763,-0.22493192255756733,0.1738102203203783,76561198039309853,enpitsu,26.0,-36.869998931884766,-92.55000305175781,106.33000183105469,-8922.19970703125,9920.0,37.99999952316284,-2109.1000366210938,-310.2000045776367,-5070.0,255.0,0.0,,1.504250918020267,2.643382737452221,1.0637051402868207,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,-3439.300048828125,-2302.39990234375,17.010000228881836,-3503.699951171875,-14683.800048828125,2.199999988079071,-1.0000000149011612,-4.600000083446503,1060.5999755859375,255.0,255.0,,0.00959748043737882,-1.7989074902348592,5.2480321959064205e-05,False,0.0,False,False,False,False,,MadaraSSN--,317795162492363301,11.0,-88.0199966430664,125.52999877929688,75.83000183105469,13531.800537109375,-6978.900146484375,4031.7001342773438,-4298.800048828125,-1432.7000427246094,3117.2000122070312,255.0,234.0,,-0.19784713285866748,-0.747961170199146,-0.06403835765425998,True,0.0,False,4,False,3,,SkullZ_KiILLER,3364314495151625935,10.0,1047.510009765625,2953.5400390625,17.010000228881836,-9449.500122070312,3540.7000732421875,2.0999999344348907,0.5999999865889549,-0.19999999552965164,1278.1999969482422,207.0,166.0,0.009557038429417821,2.8348299755412643,-0.000150963290293751,True,116.0,False,False,False,False,,
15,1530,40.0,False,False,1,9024.281637851658,-3132.919921875,-2934.989990234375,200.49000549316406,-13883.299560546875,26219.29931640625,-3299.5999145507812,-1259.000015258789,-2757.2000122070312,-5177.9998779296875,1.0,1.3975604086428748,-2.5452866540932746,-1.1462380939993708,3364314495151625935,SkullZ_KiILLER,10.0,-3009.989990234375,-3148.580078125,130.0800018310547,-13684.100341796875,12926.099853515625,2342.7999877929688,-1596.7999267578125,-1396.1000061035156,594.7000122070312,128.0,62.0,,0.18179721316845227,0.4134443339172567,-0.01782342977251525,True,112.0,False,4,False,3,,317795162492363301,MadaraSSN--,12.0,-280.8999938964844,-3523.409912109375,17.010000228881836,-7443.0999755859375,-15033.00048828125,2.199999988079071,-0.29999999329447746,-0.29999999329447746,-1818.3999633789062,255.0,46.0,,-0.00961381657442271,-1.0480077402108747,-2.0882388258579544e-05,True,255.0,False,6,False,6,,enpitsu,76561198039309853,26.0,1875.4100341796875,998.3900146484375,17.059999465942383,-12388.299560546875,6733.499755859375,1.1999999731779099,0.3999999910593033,-0.29999999329447746,-0.09999999776482582,255.0,128.0,False,-0.016762838669715948,0.49790116200465184,5.248974209372314e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-3921.570068359375,856.8099975585938,33.369998931884766,3721.9000244140625,-22460.70068359375,-1470.0,286.1000061035156,-1531.7999267578125,-186.90000534057617,255.0,128.0,-0.07791269848378794,-1.7339882249418217,-0.35596183246457314,True,207.0,False,False,False,False,,
