,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
0,170,0,False,False,0,5230.078522186906,22.40999984741211,-8.8100004196167,105.98999786376953,-519.900016784668,13378.299560546875,3885.4000854492188,4898.699951171875,3340.7998657226562,-916.6999816894531,0.0,0.19091526249920937,-0.12481286731130552,0.24194184577641928,76561198273223082,Futsy,7.0,58.33000183105469,-146.5399932861328,84.01000213623047,-7759.2999267578125,11567.80029296875,1148.3000183105469,-5063.699951171875,-830.8999633789062,-1979.4000244140625,0.0,49.0,,0.9086090757001606,2.4190804157778003,0.6739252359944391,0.0,False,4,3,False,True,,76561198085658851,Raddien,7.0,2739.639892578125,-4106.509765625,17.010000228881836,20935.10009765625,5097.9998779296875,2.3999999463558197,-0.3999999910593033,0.0,2261.4999389648438,255.0,255.0,True,0.009578645937731674,0.3219478926354575,0.00021633021483922615,True,False,False,False,2.0,False,,enpitsu,76561198039309853,25,-103.73999786376953,69.61000061035156,120.13999938964844,5088.0999755859375,-9039.7998046875,1857.4000549316406,272.60000228881836,523.6000061035156,5468.2000732421875,255.0,0.0,,0.8898527221367778,0.05274529600049972,0.8734736468658837,True,1,2,0.0,False,False,,games5425898691,bf81d8692db,20.0,-2215.780029296875,3790.719970703125,17.010000228881836,-18730.6005859375,9405.999755859375,1.899999976158142,0.5999999865889549,-0.29999999329447746,-2.8999999165534973,255.0,128.0,,0.009589503092387352,2.6757802622594387,5.950822531349395e-05,True,0.0,False,False,False,False,
1,298,4,False,False,0,4412.661864095215,3458.6201171875,4426.64990234375,550.97998046875,-19120.899658203125,5149.2999267578125,5193.699951171875,-2240.7000732421875,-273.799991607666,4545.400085449219,0.0,-0.27019761030952527,-1.9046438582213039,-1.0769240158284858,76561198085658851,Raddien,7.0,3676.47998046875,4363.85009765625,428.3699951171875,-8995.2001953125,8903.499755859375,8524.000244140625,-803.0000305175781,-720.6999969482422,-20.299999713897705,255.0,255.0,,-0.6111450965991833,2.348022745671217,-1.5676251953443923,246.0,False,4,4,False,True,,76561198273223082,Futsy,7.0,1242.1800537109375,2026.9300537109375,17.010000228881836,-5530.9002685546875,8030.8001708984375,2.0999999344348907,0.3999999910593033,0.0,0.0,255.0,128.0,,0.009563758106624754,2.1738890068859504,2.6340906689573612e-05,True,4,4,False,31.0,False,,enpitsu,76561198039309853,25,-43.29999923706055,2419.489990234375,90.23999786376953,-744.8999786376953,17032.19970703125,-153.99999618530273,-5499.2999267578125,-86.30000114440918,-6.3999998569488525,128.0,,,-1.5684578896188894,2.1045029407025573,-0.5179583475660438,True,4,4,31.0,False,False,,games5425898691,bf81d8692db,20.0,-800.6699829101562,4829.08984375,17.030000686645508,8547.7001953125,2236.999969482422,-0.3999999910593033,0.0,-1.0999999940395355,-0.29999999329447746,255.0,128.0,,0.009631008065043661,0.2559025586048947,1.523079336355693e-05,True,255.0,False,False,False,False,
2,343,6,False,False,1,10159.176033853972,-613.8699951171875,-4906.35009765625,563.489990234375,-19258.199462890625,-545.4000091552734,-202.70000457763672,561.1999893188477,-243.70000839233398,-3506.4999389648438,1.0,0.19331089610801205,-2.869661516922341,-0.8330246925886408,bf81d8692db,games5425898691,20.0,-463.0,-4869.43994140625,509.04998779296875,-6866.400146484375,4635.5999755859375,426.5999984741211,151.19999885559082,-4260.10009765625,3475.2999877929688,255.0,43.0,,0.3701710887012418,-0.1375113083697927,0.12145261365226995,176.77683467506085,True,4,3,False,True,,76561198039309853,enpitsu,25.0,5.949999809265137,-4708.85009765625,17.049999237060547,-1354.4999694824219,-7816.6998291015625,2.5,-0.3999999910593033,0.19999999552965164,0.0,128.0,128.0,,-0.016901863846465946,-1.3991759934026577,1.6349403332037398e-05,True,4,4,False,92.0,False,,Raddien,76561198085658851,7,-2933.929931640625,-3999.52001953125,17.010000228881836,-4094.5001220703125,12852.7001953125,2.0000000298023224,-0.19999999552965164,0.7000000029802322,25.399999618530273,255.0,128.0,False,-0.009573541340911677,1.2585058827447997,-7.61631304238401e-05,True,4,4,255.0,False,False,,Futsy,76561198273223082,7.0,-141.6999969482422,-3899.639892578125,211.8699951171875,8078.699951171875,-13955.30029296875,-768.4999847412109,5055.199890136719,-285.3000068664551,-2031.6000366210938,255.0,5.0,,0.08128606655319214,-1.5470522674875333,0.33977073957141707,True,0.0,False,False,4,6,
3,407,8,False,False,0,4818.686854351528,3808.550048828125,4097.43017578125,358.3599853515625,-10485.2001953125,10547.39990234375,9635.0,5091.700134277344,-3086.6000366210938,739.8000335693359,0.0,0.8016044557701169,-1.0648749206436172,-1.3192957469433784,76561198085658851,Raddien,7.0,3805.68994140625,3975.35009765625,225.85000610351562,3918.5000610351562,17600.400390625,2261.999969482422,3934.89990234375,3281.6000366210938,1999.1999816894531,128.0,0.0,False,-1.0503639780630423,2.0664746122413065,0.3838029021358204,198.5646793534679,True,6,5,False,True,,76561198273223082,Futsy,7.0,-603.0499877929688,4796.5,222.35000610351562,5606.099853515625,-7173.4002685546875,-151.70000076293945,415.0,5377.9998779296875,-1074.3000030517578,255.0,97.0,,-0.18028845479744124,-1.6118479090471045,1.1344240194408384,True,5,6,False,0.0,False,,enpitsu,76561198039309853,25,446.7699890136719,5498.5400390625,22.739999771118164,-1192.9000091552734,4860.10009765625,198.29999923706055,-12.000000476837158,-2.7000001072883606,0.19999999552965164,255.0,0.0,False,0.05569596656088831,-1.3305357487007197,0.009392498755363332,True,4,4,92.0,False,False,,games5425898691,bf81d8692db,20.0,1842.8599853515625,4133.8798828125,17.010000228881836,-5274.89990234375,-936.5000152587891,2.0999999344348907,0.29999999329447746,0.19999999552965164,0.0,0.0,128.0,,0.009692209583881096,0.17574833620017727,-3.969913446826552e-05,True,192.0,False,False,4,4,
4,479,11,False,False,1,10306.645333822717,-1004.010009765625,-4990.0,301.07000732421875,-19400.699462890625,2929.5999145507812,-6893.599853515625,-1531.7999267578125,-4630.400085449219,-1393.3000183105469,1.0,-0.19696762967114423,-0.22544703446668496,-2.712627786329667,76561198039309853,enpitsu,25.0,-790.1099853515625,-5007.0400390625,293.7699890136719,-10030.0,2388.0999755859375,1837.8999328613281,3746.300048828125,-3133.2000732421875,-2529.2999267578125,255.0,255.0,False,0.033910565798455056,0.07850668081370704,-0.7887902481209521,27.0,False,6,5,False,True,,bf81d8692db,games5425898691,20.0,-1222.1400146484375,-5093.419921875,270.760009765625,3476.300048828125,-7629.0997314453125,3165.2999877929688,-5475.10009765625,-385.40000915527344,-352.79998779296875,255.0,204.0,,0.9803900654977262,3.1403219178389676,-0.8646702086262775,True,4,6,False,135.6395956623939,True,,Raddien,76561198085658851,7,-2037.75,-3821.179931640625,17.010000228881836,8030.4998779296875,9894.600219726562,2.3999999463558197,-7.599999904632568,-10.099999904632568,430.09998321533203,255.0,0.0,False,-0.009575869884837064,2.1968208079197162,2.81864084840991e-05,True,6,6,196.0,False,False,,Futsy,76561198273223082,7.0,-909.7100219726562,-2728.610107421875,17.010000228881836,1816.1000061035156,12423.699951171875,2.3999999463558197,-0.5000000074505806,-2.7000001072883606,1942.4000549316406,255.0,255.0,,-0.009550265406774925,1.7016294222409978,0.0003606698132062955,True,31.0,False,False,6,6,
5,588,15,False,False,1,9100.757420002281,-3941.97998046875,-2568.2900390625,169.4199981689453,3317.0999145507812,15406.300048828125,1591.300048828125,-87.29999542236328,216.20000839233398,-2333.6000061035156,1.0,0.08089187227883643,2.703197634039872,-0.6382952333742204,76561198039309853,enpitsu,25.0,-4001.25,-2702.360107421875,82.52999877929688,-1112.9000091552734,12511.99951171875,844.5999908447266,-163.4000015258789,494.39998626708984,-233.4000015258789,255.0,0.0,,0.07720873083954034,1.4743837012055696,0.757894569105611,27.0,False,6,6,False,True,,bf81d8692db,games5425898691,20.0,-684.5499877929688,-3409.169921875,17.010000228881836,-10969.7998046875,8381.599731445312,2.0999999344348907,-1.5000000596046448,0.9000000357627869,230.59999465942383,255.0,170.0,,-0.009573996631405792,0.6506162656506068,-2.3824739441564265e-05,True,4,6,False,163.0,False,,Raddien,76561198085658851,7,-847.02001953125,900.7999877929688,17.010000228881836,1632.7999877929688,13937.2998046875,2.0999999344348907,0.7000000029802322,3.0000001192092896,-725.5999755859375,255.0,128.0,,-0.009599958835307216,1.7427389346195092,0.00014516969425807334,True,6,6,196.0,False,False,,Futsy,76561198273223082,7.0,-3468.409912109375,1262.6700439453125,17.010000228881836,-675.0,13950.6005859375,2.0999999344348907,0.29999999329447746,-4.000000059604645,1512.2999572753906,255.0,128.0,,-0.00958900410434129,1.4497852258805792,-6.879346480378313e-05,True,255.0,False,False,6,6,
6,647,17,False,False,1,6388.423995462957,-3278.449951171875,304.1000061035156,93.12000274658203,6212.1002197265625,13015.0,281.49999618530273,-4312.9998779296875,-432.09999084472656,-2812.39990234375,1.0,1.4371577373473694,-1.2723205239301767,-1.3262883605382745,76561198039309853,enpitsu,25.0,-3434.030029296875,235.13999938964844,17.020000457763672,4189.100036621094,13313.800048828125,1.1999999731779099,-34.000000953674316,53.09999942779541,3.100000023841858,255.0,0.0,,-0.015276083396083976,1.8752693350313112,-0.0018574057853934303,27.0,False,6,6,False,True,,bf81d8692db,games5425898691,20.0,-1292.27001953125,-1044.4599609375,17.010000228881836,9366.199951171875,10511.99951171875,2.0999999344348907,-1.5000000596046448,-1.4000000059604645,-612.2000122070312,255.0,64.0,,-0.00957572590934712,2.314022671429368,5.115794202542209e-05,True,4,6,False,224.0,False,,Raddien,76561198085658851,7,-1389.760009765625,3666.070068359375,17.010000228881836,-2558.8999938964844,12153.800048828125,2.5999999046325684,0.19999999552965164,-0.0,-3340.10009765625,255.0,0.0,False,-0.009559664825745188,2.1385580546502956,-3.134723390790838e-05,True,6,6,196.0,False,False,,Futsy,76561198273223082,7.0,-3108.199951171875,2056.159912109375,102.91000366210938,-608.1999969482422,-7659.89990234375,4125.7000732421875,1138.0000305175781,-70.59999942779541,1164.8999786376953,255.0,235.0,False,-0.06612959930610621,-1.5763864843846405,0.0024902519857160424,True,255.0,False,False,6,8,
7,656,17,False,False,1,5927.255569075294,-3073.3701171875,738.1300048828125,93.12999725341797,5750.0,12331.500244140625,0.0,-5376.5997314453125,619.3000030517578,-2589.89990234375,1.0,0.017250360256983246,2.033234033910404,0.9153594759315163,76561198039309853,enpitsu,25.0,-3267.1298828125,673.0700073242188,60.06999969482422,12590.799560546875,13556.099853515625,2764.8001098632812,-1005.2999877929688,2425.2999877929688,-2613.5000610351562,255.0,0.0,,-0.07399144183554413,2.2047508428175298,0.0071979543088953836,10.0,False,8,7,False,True,,bf81d8692db,games5425898691,20.0,-912.4000244140625,-714.8200073242188,17.010000228881836,11755.30029296875,7752.2998046875,2.0999999344348907,-0.9000000357627869,-0.5000000074505806,-431.8000030517578,255.0,81.0,,-0.009589521883326608,2.580054487329549,9.852639541492984e-05,True,4,6,False,224.0,False,,Raddien,76561198085658851,7,-1337.52001953125,3921.8798828125,17.010000228881836,4193.900146484375,1842.7999877929688,3.100000023841858,-0.19999999552965164,-0.0,-2616.0000610351562,255.0,0.0,False,-0.009511462578443429,-3.1282512063565258,2.8264859583863662e-05,True,6,6,196.0,False,False,,Futsy,76561198273223082,7.0,-3119.570068359375,1752.6800537109375,191.0,213.60000610351562,-9522.2998046875,188.89999389648438,1846.1000061035156,3957.39990234375,3343.699951171875,128.0,239.0,False,-1.1836660943512745,-2.1259006565035214,-0.492781908253163,True,227.2227527890154,True,False,6,8,
8,664,18,False,False,1,5367.353548228926,-2660.81005859375,1120.3499755859375,93.94999694824219,16082.60009765625,13940.400390625,280.49999237060547,-5220.10009765625,-2024.1999816894531,-290.79999923706055,1.0,-0.46565697566697567,2.694065751931739,-0.5507324007348825,76561198039309853,enpitsu,25.0,-2932.280029296875,1056.780029296875,96.12999725341797,12001.199951171875,13711.300048828125,1356.6000366210938,-472.20001220703125,5384.4000244140625,-1016.9999694824219,255.0,0.0,,-0.8294151465434743,1.1643307917280514,2.2268845779623208,10.0,False,8,7,False,True,,bf81d8692db,games5425898691,20.0,-497.54998779296875,-525.3599853515625,17.010000228881836,13270.400390625,4753.500061035156,2.0999999344348907,-0.7000000029802322,-0.0,-41.79999828338623,255.0,128.0,,-0.009579172407211206,2.803555016773338,8.585338375387665e-05,True,4,6,False,224.0,False,,Raddien,76561198085658851,7,-1208.47998046875,3880.110107421875,17.010000228881836,4817.200012207031,-3946.9000244140625,2.5,0.09999999776482582,-0.0,-2381.999969482422,255.0,0.0,False,-0.009486509728665101,-2.459795443468389,-2.8103042389073254e-05,True,6,6,196.0,False,False,,Futsy,76561198273223082,7.0,-3131.949951171875,1340.93994140625,139.0800018310547,-884.4000244140625,-14965.899658203125,-614.7999954223633,1174.800033569336,3435.7998657226562,4130.899963378906,128.0,180.0,False,-0.5714641153501587,-0.5872736759165115,2.4271167750222853,True,225.0,False,False,7,8,
9,692,19,False,False,0,7875.708574240054,1120.3499755859375,-2473.219970703125,97.5199966430664,150.10000228881836,26436.4990234375,7391.9000244140625,2033.3999633789062,-2223.8999938964844,5188.3001708984375,0.0,0.3827649075798208,2.80468973454944,-0.469712191416224,76561198085658851,Raddien,7.0,1080.5899658203125,-2630.3798828125,44.380001068115234,2973.699951171875,13080.400390625,2158.800048828125,4682.60009765625,-2752.9000854492188,862.5,255.0,128.0,False,-0.04799665591518129,1.3152967549017962,-0.0171864146911088,148.0,False,8,6,False,True,,76561198273223082,Futsy,7.0,3221.360107421875,113.86000061035156,82.55999755859375,895.0,14137.60009765625,-673.6000061035156,-2310.500030517578,3067.7999877929688,2224.9000549316406,255.0,255.0,False,0.6487915750568984,-2.142267674870369,0.6556350257842277,True,8,8,False,225.0,False,,enpitsu,76561198039309853,25,1711.22998046875,-2347.389892578125,17.010000228881836,-15559.000244140625,-4624.2999267578125,-212.99999237060547,-111.49999618530273,459.39998626708984,-2528.9999389648438,255.0,0.0,,0.02745171974585455,-2.9670231481742033,0.008419464876528447,True,8,8,40.0,False,False,,games5425898691,bf81d8692db,20.0,-909.8699951171875,95.3499984741211,17.010000228881836,-14080.50048828125,3842.60009765625,2.199999988079071,3.3000001311302185,-0.7000000029802322,-1510.5999755859375,255.0,0.0,,0.009599298220425418,2.8469219752478705,-3.3893582072588075e-05,True,210.0,False,False,4,6,17.0
