,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,178,0,False,True,1,5107.51571194311,9.3100004196167,110.04000091552734,102.0999984741211,2006.9999694824219,26995.30029296875,1956.300048828125,5856.199951171875,-624.3000030517578,-1146.3999938964844,1.0,-0.020896146790399805,0.05416412403807807,-0.26179882770901275,bf81d8692db,games5425898691,24.0,-2.0299999713897705,-111.83999633789062,94.2300033569336,1546.199951171875,20424.100341796875,-108.59999656677246,-5104.100036621094,370.0,2015.0,255.0,128.0,,-1.4018984209471776,1.7723729897400502,-0.0837814418268801,True,3,False,4,31.0,False,,76561198039309853,enpitsu,27.0,-3073.64990234375,-4002.64990234375,17.049999237060547,-10038.200073242188,5938.2000732421875,4.799999892711639,-0.09999999776482582,0.5000000074505806,-3414.5999145507812,255.0,0.0,False,-0.016750262460254267,0.8510916434400143,-3.992484020690004e-05,True,False,False,False,255.0,False,,Donovannn,2533274930457143,7,292.4100036621094,-20.950000762939453,126.51000213623047,6651.400146484375,-21932.19970703125,1900.2999877929688,5253.900146484375,-1354.1000366210938,-901.5000152587891,255.0,0.0,True,-0.3618986480992996,-2.7355288868327547,0.10429888311086843,False,5,0.0,False,6,False,,Gatology,2535434167230353,52.0,160.6199951171875,58.22999954223633,155.16000366210938,-1582.7999877929688,-22767.2998046875,-160.30000686645508,5267.7001953125,-1577.8999328613281,-103.4000015258789,254.0,95.0,,-1.3096839070583508,1.7913241306661771,-3.058553828478963,True,0.0,False,4,3,False,
1,488,2,False,False,0,5125.127296801689,-25.6200008392334,89.31999969482422,98.76000213623047,-7390.5999755859375,27905.6005859375,2142.7999877929688,4371.9000244140625,1667.7000427246094,-1184.4999694824219,0.0,0.05825289140338911,-0.03533964536141502,0.1447521195655796,2535434167230353,Gatology,55.0,4.349999904632568,-100.73999786376953,104.47000122070312,-8475.900268554688,18254.49951171875,2041.1000061035156,-5237.1002197265625,698.3000183105469,-1527.8999328613281,254.0,39.0,,0.7460330888577431,2.0015212746408877,0.34645763648927036,True,3,False,4,0.0,False,,2533274930457143,Donovannn,7.0,2557.260009765625,-3978.639892578125,17.059999465942383,18423.900146484375,-5396.400146484375,2.3999999463558197,-0.19999999552965164,0.0,1875.2000427246094,254.0,255.0,True,0.01680213508253168,-0.23954222711253031,0.0002329385073375679,True,False,False,False,0.0,False,,enpitsu,76561198039309853,27,23.1200008392334,3688.489990234375,17.049999237060547,-195.30000686645508,-9871.099853515625,3.8999998569488525,0.3999999910593033,2.199999988079071,-1485.2999877929688,255.0,128.0,False,0.016647408547497997,-1.5724683759047184,-0.0002962148885178998,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,24.0,-62.45000076293945,498.1700134277344,63.33000183105469,1158.7000274658203,-22800.2001953125,2773.2998657226562,4577.300109863281,-98.29999923706055,-469.0999984741211,255.0,128.0,,0.1098296802432291,-1.6019772779968793,-0.00021629631078588682,True,31.0,False,4,3,False,
2,489,2,False,False,1,5357.739566154944,48.779998779296875,-150.3300018310547,112.91999816894531,4153.599853515625,15858.599853515625,10037.39990234375,5596.099853515625,360.40000915527344,-2133.699951171875,1.0,-0.07009150616374613,0.15303862923280223,0.047952289402937456,bf81d8692db,games5425898691,24.0,52.099998474121094,-294.2200012207031,84.44000244140625,-805.5000305175781,17782.60009765625,1384.1000366210938,-5356.099853515625,-741.2000274658203,1006.1000061035156,255.0,128.0,,-0.8625466551654729,1.6205303063303291,-0.048763736968687674,True,3,False,4,31.0,False,,76561198039309853,enpitsu,27.0,-23.1200008392334,-3688.489990234375,17.049999237060547,195.30000686645508,9871.099853515625,3.8999998569488525,-0.3999999910593033,-2.199999988079071,-1485.2999877929688,255.0,128.0,False,-0.016647408547497997,1.5724683759047184,-0.0002962148885178998,True,False,False,False,116.0,False,,Donovannn,2533274930457143,7,-2696.570068359375,4010.81005859375,17.059999465942383,-18640.699462890625,3386.7999267578125,2.7000001072883606,0.19999999552965164,-0.0,2525.800018310547,255.0,255.0,True,-0.01677981374510121,0.07114641936209057,0.00020718410912695448,True,False,0.0,False,False,False,,Gatology,2535434167230353,55.0,-4.349999904632568,100.73999786376953,104.47000122070312,8475.900268554688,-18254.49951171875,2041.1000061035156,5237.1002197265625,-698.3000183105469,-1527.8999328613281,254.0,39.0,,-0.7460330888577431,-2.0015212746408877,0.34645763648927036,True,0.0,False,4,3,False,
3,493,2,False,False,0,5055.840011781978,-147.7899932861328,139.8300018310547,201.80999755859375,-12600.400390625,6144.7998046875,6458.499755859375,5495.4998779296875,2089.7999572753906,1196.500015258789,0.0,0.13947185565083506,-0.7230023672989491,0.10200151690444824,2535434167230353,Gatology,55.0,-128.50999450683594,11.539999961853027,122.06999969482422,-7886.099853515625,-246.00000381469727,222.70000457763672,-4690.199890136719,-2872.0001220703125,55.10000228881836,255.0,28.0,,1.2591256270925832,-2.091110757907613,2.268556557971379,True,3,False,4,0.0,False,,2533274930457143,Donovannn,7.0,2969.699951171875,-4015.280029296875,17.059999465942383,17277.19970703125,3042.5,3.100000023841858,-0.9000000357627869,-0.29999999329447746,3079.1000366210938,255.0,255.0,False,0.016780809232995384,0.3667167034347676,7.763536486493924e-05,True,False,False,False,255.0,False,50.0,enpitsu,76561198039309853,27,15.699999809265137,3507.110107421875,17.049999237060547,-705.5999755859375,-10781.400146484375,3.1999999284744263,0.09999999776482582,0.29999999329447746,-67.30000019073486,255.0,128.0,False,0.016691277592384268,-1.6436227989765952,5.615436771069044e-05,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,24.0,-50.68000030517578,234.47999572753906,89.13999938964844,-232.90000915527344,-1457.2000122070312,242.39999771118164,2944.5001220703125,-2797.0999145507812,-3708.800048828125,255.0,128.0,,1.2069707310613669,-1.7187267828983706,0.25609898393891917,True,31.0,False,4,3,False,
4,554,4,False,False,1,6829.341698649161,2848.580078125,-1404.260009765625,145.75999450683594,14343.199462890625,22683.60107421875,9112.2998046875,5458.3001708984375,1406.9000244140625,-2055.800018310547,1.0,0.3737690137811978,0.5778681095814219,0.3086135115067456,76561198039309853,enpitsu,27.0,2785.889892578125,-1589.5899658203125,72.47000122070312,11581.600341796875,19515.400390625,2899.2001342773438,-4455.799865722656,-533.1999969482422,3179.7000122070312,255.0,255.0,False,-0.13658590560217104,2.0438540448462805,-0.024665364758296615,True,1,False,2,56.0,False,,bf81d8692db,games5425898691,24.0,857.8900146484375,-860.77001953125,101.72000122070312,7825.7000732421875,-10645.400390625,101.70000076293945,4776.499938964844,2726.199951171875,45.39999961853027,255.0,128.0,,0.3103885516363919,1.0495008742144372,3.1328718238369384,True,5,False,6,31.0,False,,Donovannn,2533274930457143,7,-514.3599853515625,2380.639892578125,17.059999465942383,15548.399658203125,13823.00048828125,1.8000000715255737,-0.09999999776482582,-0.0,623.8999938964844,254.0,128.0,False,-0.01676837919300515,2.3614423670314006,-0.00025127538866047443,True,False,133.0,False,False,False,,Gatology,2535434167230353,55.0,2358.949951171875,153.99000549316406,17.040000915527344,13052.39990234375,5337.2998046875,4.399999976158142,0.5999999865889549,0.19999999552965164,2.5999999046325684,255.0,128.0,,-0.016775930326356187,2.753049280419738,-5.873920249256248e-05,True,0.0,False,4,4,False,
5,616,6,False,False,0,8088.66982411982,-2858.43994140625,-2707.0,453.6600036621094,-15865.899658203125,317.5,13967.19970703125,4514.200134277344,3927.9000854492188,-438.4000015258789,0.0,-0.23410881385394738,-2.32575612904919,1.3191418737923135,2533274930457143,Donovannn,7.0,-2771.22998046875,-2745.830078125,292.57000732421875,-15931.300048828125,2071.1000061035156,5924.000244140625,12.000000476837158,970.5000305175781,-180.49999237060547,254.0,128.0,,-0.9976506613885476,2.835875485127706,0.13667280999111092,True,False,3,4,110.54202172833105,True,,2535434167230353,Gatology,58.0,-2639.14990234375,574.3900146484375,17.040000915527344,8507.80029296875,-9005.499877929688,5.0,0.0,0.0,-2300.2000427246094,254.0,3.0,,0.016727936622547943,-0.8743722861153461,1.0791912734677549e-06,True,4,False,4,,False,,enpitsu,76561198039309853,27,-3126.81005859375,-2675.280029296875,144.5399932861328,11091.700439453125,-19934.3994140625,2930.8999633789062,7.599999904632568,-11.399999856948853,872.6999664306641,128.0,255.0,,0.017384974947457534,-0.9602934287155076,0.001134414333120843,True,3,184.66043011347452,True,4,False,,games5425898691,bf81d8692db,24.0,-2968.449951171875,3997.530029296875,17.010000228881836,-6657.39990234375,18842.099609375,2.800000011920929,-0.29999999329447746,0.7999999821186066,-1928.800048828125,255.0,0.0,,0.009577625655792314,1.8445376549394086,-9.022210343021053e-05,True,255.0,False,6,6,False,
6,759,12,False,False,0,7912.092709596001,-680.9600219726562,-2769.169921875,554.969970703125,236.90000534057617,16635.10009765625,11842.900390625,4952.60009765625,-600.6000137329102,3333.2000732421875,0.0,0.15422100783537693,-0.086133165909514,1.0476065794852583,2533274930457143,Donovannn,7.0,-618.1799926757812,-2806.639892578125,390.1700134277344,14358.00048828125,16308.599853515625,3057.39990234375,-4456.099853515625,-3196.400146484375,419.0999984741211,255.0,231.0,False,-0.648323817006912,1.06181744000013,0.596828793181219,True,3,4,6,179.81772040808076,True,,2535434167230353,Gatology,57.0,1207.97998046875,-4518.0,17.049999237060547,-64.49999809265137,-7160.5999755859375,5.099999904632568,-0.5000000074505806,0.0,-2372.5,255.0,4.0,False,0.016650187651839305,-2.6269726652544976,9.150863271539895e-05,True,4,False,4,61.0,False,,enpitsu,76561198039309853,27,-714.8400268554688,-1132.7900390625,17.059999465942383,12822.900390625,5811.500244140625,2.199999988079071,5.299999713897705,2.5,537.2000122070312,255.0,128.0,False,0.0167522775669567,0.4165825051524501,0.00012751750162113678,True,4,81.0,False,4,False,,games5425898691,bf81d8692db,24.0,738.280029296875,1004.1599731445312,16.989999771118164,-1467.2999572753906,-4263.599853515625,5.099999904632568,-0.5999999865889549,1.7000000178813934,274.7999954223633,255.0,128.0,,0.009552699320627602,-1.8965739308696803,-6.997445161528994e-05,True,255.0,False,6,6,False,
7,857,15,True,True,0,2271.6832553498552,-605.5599975585938,2886.9599609375,536.2899780273438,1537.2000122070312,23967.60009765625,2624.2999267578125,-213.1999969482422,5901.6998291015625,1060.0,0.0,-1.0944740036214529,0.6082241311836095,-3.1308615012692544,2533274930457143,Donovannn,7.0,-549.77001953125,2739.300048828125,368.489990234375,-16806.099853515625,15215.799560546875,1727.2999572753906,3223.800048828125,2867.39990234375,3410.8999633789062,255.0,23.0,False,-1.5546662919982097,1.4286993517316235,-2.237595910292386,True,5,4,8,49.499311813744164,True,,2535434167230353,Gatology,63.0,-418.2099914550781,-1269.8499755859375,17.049999237060547,-13823.900146484375,287.1999931335449,3.3000001311302185,0.5999999865889549,0.0,-965.5999755859375,255.0,18.0,False,0.016740235201512913,3.141098378695462,-0.0003979711754558893,True,4,False,4,56.0,False,,enpitsu,76561198039309853,27,-239.3300018310547,3910.2099609375,17.059999465942383,-1475.7000732421875,1559.1999816894531,1.899999976158142,1.8000000715255737,2.3999999463558197,8.799999952316284,128.0,128.0,False,0.017043703064644793,2.3319254014739363,-4.296165067479563e-05,True,4,0.0,False,5,False,,games5425898691,bf81d8692db,24.0,-221.77999877929688,3220.739990234375,16.989999771118164,-4456.099853515625,6706.7999267578125,5.5000001192092896,0.0,0.09999999776482582,-2098.000030517578,255.0,0.0,,0.009524927839584234,2.166298964787587,-0.00022139655403620193,True,255.0,False,6,6,False,
8,1138,16,False,False,1,5204.868245408629,61.040000915527344,2.5399999618530273,107.81999969482422,13468.800048828125,9962.39990234375,498.49998474121094,1955.3999328613281,737.7999877929688,-375.2000045776367,1.0,0.1611880414645315,0.4148156690258737,-0.18418028141784526,76561198039309853,enpitsu,27.0,37.13999938964844,-121.55000305175781,149.0,-2446.1000061035156,4381.099853515625,2193.000030517578,-5128.800048828125,-996.6000366210938,-1718.0000305175781,255.0,0.0,,-1.2108617886645276,-0.3045857233067953,1.9828547392927076,True,1,False,2,0.0,False,,bf81d8692db,games5425898691,24.0,2372.929931640625,-3960.889892578125,17.010000228881836,19296.600341796875,-8636.400146484375,2.5,-0.5000000074505806,0.19999999552965164,-0.5000000074505806,255.0,128.0,,-0.00959342885463501,-2.720675382035393,5.2434506302755776e-05,True,False,False,False,0.0,False,,Donovannn,2533274930457143,7,-58.88999938964844,123.47000122070312,72.33000183105469,9411.699829101562,872.6999664306641,2010.3999328613281,-4672.39990234375,1662.5999450683594,2377.7000427246094,254.0,235.0,True,0.297910430404142,-2.3365425450681916,-0.1224331797326507,False,5,9.070073189273955,True,6,False,,Gatology,2535434167230353,59.0,-2006.4300537109375,4251.7900390625,17.049999237060547,-17225.30029296875,-1011.6999816894531,3.0000001192092896,-0.5999999865889549,-0.0,1.1999999731779099,254.0,128.0,,-0.01678139035801045,-0.05885134964183318,-5.117176593602995e-05,False,82.0,False,False,False,False,
9,1216,19,False,False,1,5384.3453619922475,3856.0,642.27001953125,96.63999938964844,-9357.100219726562,3913.699951171875,2789.5999145507812,791.9999694824219,3520.1998901367188,4793.699951171875,1.0,-0.8434848321800957,-2.855679608962085,-2.566088056070411,bf81d8692db,games5425898691,24.0,4028.050048828125,579.5599975585938,110.94999694824219,-4292.39990234375,16153.399658203125,-5472.2998046875,-1273.3999633789062,3096.099853515625,721.6000366210938,0.0,255.0,,-0.380178852612487,1.2625036527124285,-0.8783500321890763,True,False,False,False,87.0,False,,76561198039309853,enpitsu,27.0,-1712.02001953125,-143.63999938964844,17.049999237060547,-14721.8994140625,-66.5999984741211,-1.2999999523162842,1.2999999523162842,-0.5000000074505806,-81.80000305175781,255.0,128.0,,-0.01674043571878252,0.004439529635967221,6.534422182289628e-05,False,2,False,2,0.0,False,,Donovannn,2533274930457143,7,3246.590087890625,-17.200000762939453,17.059999465942383,13993.1005859375,80.50000190734863,2.5999999046325684,-0.5000000074505806,-0.0,2232.5999450683594,255.0,255.0,True,-0.016739857537427336,3.0823283926810294,0.0002641082011885596,True,6,0.0,False,6,False,,Gatology,2535434167230353,53.0,-1344.050048828125,4400.25,17.049999237060547,14537.2998046875,2237.100067138672,3.4999999403953552,-0.29999999329447746,-0.0,-1818.800048828125,254.0,18.0,False,-0.016769863710808214,3.0437149416821168,2.7359395966626675e-05,True,203.0,False,False,False,False,
