,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,172,0.0,False,False,1,5204.836345966686,0.7200000286102295,12.739999771118164,93.55999755859375,6609.7998046875,26250.2001953125,2236.7999267578125,-2917.3001098632812,226.90000534057617,-1014.5999908447266,1.0,0.0017798548473802415,0.00847594572793093,0.024322885986476493,2535437847165072,Team Kaydop,5.0,-44.2599983215332,-112.43000030517578,67.69999694824219,8300.900268554688,19306.99951171875,2992.5,2425.399932861328,4381.9000244140625,-2272.899932861328,128.0,0.0,,0.08331524011448974,1.768486493608909,0.2249357177772746,True,3.7008859649781254,True,6,5,False,,434225678007603991,jetjetdu62mageul,6.0,-2534.56005859375,-3633.60009765625,17.010000228881836,-19150.2001953125,-8842.100219726562,2.0000000298023224,-1.8000000715255737,-0.5000000074505806,462.99999237060547,255.0,195.0,True,-0.009612273597209784,-0.436664588397774,3.831006683227355e-05,True,False,False,False,0.0,False,,enpitsu,76561198039309853,23,11.109999656677246,602.010009765625,71.18000030517578,-1283.9999389648438,-22816.0009765625,2589.7000122070312,4860.199890136719,-385.8000183105469,-130.20000457763672,255.0,128.0,,-0.15062241661457798,-1.4882139322061663,-3.198753122496179e-05,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,20.0,-0.0,5189.66015625,17.010000228881836,-0.0,1500.8999633789062,2.0999999344348907,-0.5999999865889549,-0.0,0.0,255.0,,,-0.009307895008490451,-1.5707874726900763,7.588230171302808e-06,True,116.0,False,False,False,False,
1,174,0.0,False,False,0,5421.389334513125,-55.5,-215.83999633789062,113.47000122070312,-11496.600341796875,4762.9998779296875,8630.800170898438,5464.7998046875,-765.4000091552734,2355.7000732421875,0.0,-0.026039866565222218,-0.007811253987305974,0.4330668589447249,76561198039309853,enpitsu,23.0,-0.4099999964237213,-411.6400146484375,90.19999694824219,1287.8999328613281,22865.400390625,2025.5000305175781,-5479.7998046875,470.49999237060547,-12.799999713897705,255.0,128.0,,0.7484276109032828,1.4829726347488321,-0.0017594470421211958,True,31.0,False,2,1,False,,bf81d8692db,games5425898691,20.0,0.0,-5190.7900390625,17.010000228881836,0.0,613.8000106811523,2.0999999344348907,-1.1999999731779099,0.0,0.0,255.0,,,0.009353671739450762,1.5707876864325163,7.5888813774753405e-06,True,False,False,False,116.0,False,,Team Kaydop,2535437847165072,5,44.2599983215332,112.43000030517578,67.69999694824219,-8300.900268554688,-19306.99951171875,2992.5,-2425.399932861328,-4381.9000244140625,-2272.899932861328,128.0,0.0,,-0.08331524011448974,-1.768486493608909,0.2249357177772746,True,0.0,True,6,False,5,,jetjetdu62mageul,434225678007603991,6.0,2691.31005859375,3712.169921875,17.010000228881836,18445.6005859375,10012.80029296875,2.3999999463558197,0.7000000029802322,0.09999999776482582,1903.699951171875,255.0,255.0,True,0.009597106056217358,0.545655930980861,0.00023723777648212649,True,0.0,False,False,False,False,
2,175,0.0,False,False,1,4982.518203632341,118.11000061035156,218.5800018310547,151.52999877929688,27630.0,15235.6005859375,9382.5,2194.600067138672,1002.6000213623047,-5493.4002685546875,1.0,0.18887368149241004,-0.2706477711107177,0.6620480646589656,2535437847165072,Team Kaydop,5.0,25.799999237060547,52.15999984741211,90.52999877929688,8472.100219726562,19992.5,2524.1000366210938,1473.2000732421875,5272.80029296875,525.9999847412109,128.0,0.0,,0.11114405838839483,1.8457638639309506,0.8652915355130828,True,0.0,False,6,5,False,,434225678007603991,jetjetdu62mageul,6.0,-2824.949951171875,-3793.320068359375,17.010000228881836,-17157.900390625,-11582.099609375,2.5999999046325684,0.5999999865889549,0.5000000074505806,2600.10009765625,255.0,255.0,False,-0.009596617995743502,-0.7200772311947924,0.00021737994027995057,True,False,False,False,0.0,False,,enpitsu,76561198039309853,23,0.4099999964237213,411.6400146484375,90.19999694824219,-1287.8999328613281,-22865.400390625,2025.5000305175781,5479.7998046875,-470.49999237060547,-12.799999713897705,255.0,128.0,,-0.7484276109032828,-1.4829726347488321,-0.0017594470421211958,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,20.0,-0.0,5190.7900390625,17.010000228881836,-0.0,-613.8000106811523,2.0999999344348907,1.1999999731779099,-0.0,0.0,255.0,,,-0.009353671739450762,-1.5707876864325163,7.5888813774753405e-06,True,116.0,False,False,False,False,
3,248,2.0,False,False,0,8987.951380621744,-2174.75,-3756.52001953125,360.2300109863281,-19783.399658203125,1496.0000610351562,291.5999984741211,-1065.1000213623047,-103.69999885559082,-5903.699951171875,0.0,-1.0097779990881,-3.137535402173629,0.6158729058610795,bf81d8692db,games5425898691,20.0,-1987.030029296875,-3799.3701171875,262.8999938964844,-13803.00048828125,4111.099853515625,4030.5999755859375,2858.5000610351562,-2169.9000549316406,-2326.699981689453,255.0,222.0,,-0.9264165909091435,-2.9714273531875097,-0.7027674501079735,True,81.54208154319434,True,4,3,False,,76561198039309853,enpitsu,24.0,-2052.7900390625,979.239990234375,17.059999465942383,-14330.2001953125,-4927.900085449219,1.1999999731779099,-0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,0.01678309491182605,-2.810365134968394,-4.450899313689914e-05,True,2,False,2,21.60325148285076,True,,Team Kaydop,2535437847165072,5,-2760.330078125,-596.1099853515625,17.010000228881836,-14277.5,9485.30029296875,1.899999976158142,-0.09999999776482582,0.0,112.89999961853027,254.0,128.0,,0.009585153144274187,2.5671736307185604,-5.798557905370585e-05,True,0.0,False,6,False,6,,jetjetdu62mageul,434225678007603991,6.0,-52.209999084472656,4123.9501953125,17.0,-10274.599609375,-4726.7999267578125,3.400000035762787,-2.0999999344348907,-0.3999999910593033,279.50000762939453,255.0,184.0,False,0.009593563023334088,-2.7125069694410033,-1.3252321336000809e-05,True,255.0,False,False,False,False,
4,410,8.0,False,False,0,8810.259048095402,-3347.8701171875,-3322.2099609375,227.4600067138672,-6112.9998779296875,19291.700439453125,-885.5000305175781,-4559.200134277344,1250.199966430664,46.30000114440918,0.0,-1.1343229827796573,-0.08278784487444635,0.09908184851241467,bf81d8692db,games5425898691,20.0,-3229.550048828125,-3555.300048828125,203.10000610351562,-2923.0999755859375,13252.2998046875,2086.0000610351562,-5302.1002197265625,946.3999938964844,1114.000015258789,255.0,27.0,,-0.00958820519763055,2.1142919297056517,0.3128275550615384,True,60.0,False,6,5,False,,76561198039309853,enpitsu,24.0,-1683.75,-4660.68994140625,17.049999237060547,-4833.999938964844,5464.4000244140625,3.100000023841858,-0.19999999552965164,0.0,-2421.7999267578125,255.0,128.0,False,0.016644075321118033,2.2906080603313637,-3.829086386984426e-05,True,2,False,2,255.0,False,,Team Kaydop,2535437847165072,5,-2772.02001953125,-384.6000061035156,17.0,-12.400000095367432,-51.19999885559082,3.3000001311302185,-2.5999999046325684,0.7999999821186066,22.300000190734863,111.0,128.0,False,0.009917503596752107,-1.8289621924549615,5.1581275326635615e-06,True,116.0,False,8,False,8,,jetjetdu62mageul,434225678007603991,4.0,-3667.169921875,2478.590087890625,17.0,1105.2999877929688,-3494.2999267578125,3.3000001311302185,0.29999999329447746,-1.4000000059604645,175.6999969482422,128.0,156.0,False,0.009653801290957758,-1.2764752997148667,-3.442672077261342e-05,True,255.0,False,False,False,False,
5,478,11.0,False,False,1,6352.1674835833555,3867.22998046875,-474.42999267578125,120.44999694824219,-14275.799560546875,15701.600341796875,8645.599975585938,4956.099853515625,-583.1000137329102,3331.099853515625,1.0,-0.6910785559570286,-1.8785197782096543,0.183818450922085,434225678007603991,jetjetdu62mageul,4.0,3947.6201171875,-687.8900146484375,44.5,782.9000091552734,14605.400390625,343.6000061035156,-838.3000183105469,-447.90000915527344,1904.6000671386719,255.0,255.0,False,-0.005196882362713054,1.5968434310098434,-0.4805893842124538,True,211.16593540355717,True,False,False,False,,2535437847165072,Team Kaydop,5.0,4000.909912109375,1361.06005859375,83.0,-4817.9998779296875,-2518.000030517578,-4526.600036621094,305.0,2696.9000244140625,121.40000343322754,255.0,128.0,False,-0.6664647679759839,-0.44171709338907544,0.29938227271452095,True,8,False,10,0.0,False,,enpitsu,76561198039309853,24,1548.6800537109375,4775.18017578125,17.049999237060547,3242.60009765625,-5146.9000244140625,-0.9000000357627869,-3.4999999403953552,6.800000071525574,-766.9000244140625,255.0,128.0,False,-0.01659677160082535,-2.1724247746007403,-0.000171405727934026,True,223.68470535483405,True,2,False,2,,games5425898691,bf81d8692db,20.0,3708.169921875,313.7699890136719,146.1699981689453,5346.400146484375,-19301.8994140625,3787.5,-632.5,-450.6999969482422,-885.1000213623047,255.0,12.0,,0.30331356983603547,-1.8257547769760052,0.013735085471433713,True,0.0,False,8,6,False,
6,541,13.0,False,False,0,8071.152437225411,-721.22998046875,-2929.260009765625,383.44000244140625,12933.699951171875,24008.30078125,3716.400146484375,3528.2998657226562,3632.39990234375,-3166.9000244140625,0.0,0.9790532181065158,-2.933429978092663,1.3182723513673846,76561198039309853,enpitsu,24.0,-750.6900024414062,-3098.929931640625,295.4200134277344,5445.30029296875,14759.100341796875,2982.6998901367188,-4096.499938964844,-2844.4000244140625,-972.6000213623047,255.0,128.0,False,-0.5398902418577601,1.552057059105531,-0.4471664593100685,True,162.0,False,4,3,False,,bf81d8692db,games5425898691,20.0,-3705.5,1169.5799560546875,17.0,-102.5,-10397.099609375,3.3000001311302185,0.09999999776482582,1.4000000059604645,-75.70000171661377,255.0,128.0,,0.00953855940037791,-1.5915100100004356,0.00012247328157449604,True,6,False,8,0.0,False,,Team Kaydop,2535437847165072,5,-3536.06005859375,1542.739990234375,84.48999786376953,810.9999847412109,18181.8994140625,1389.9000549316406,-5483.4002685546875,419.7999954223633,72.8000020980835,196.0,128.0,False,1.2121802418572054,-1.586963881232448,-3.083003974285133,False,0.0,False,14,False,11,,jetjetdu62mageul,434225678007603991,4.0,-929.0700073242188,-39.290000915527344,17.0,11268.800048828125,10097.100219726562,3.3000001311302185,0.19999999552965164,0.7000000029802322,0.09999999776482582,128.0,128.0,False,0.009616421551190968,0.730670120949774,-5.873938912596465e-05,True,177.0,False,False,False,False,
7,579,14.0,False,False,1,5710.682568879328,-1001.7899780273438,-246.1199951171875,295.5400085449219,-8178.900146484375,4724.100036621094,4746.400146484375,3697.7999877929688,-53.400001525878906,-4724.700012207031,1.0,0.28686858681593785,-1.8403845574973225,0.9368147906961956,434225678007603991,jetjetdu62mageul,4.0,-1042.8800048828125,-345.9599914550781,183.83999633789062,-15310.0,5531.9000244140625,1441.9000244140625,-3985.1998901367188,256.299991607666,3781.7001342773438,255.0,0.0,,0.5074491544712723,0.19956851083105848,0.6831185491562709,True,145.0,False,4,3,False,,2535437847165072,Team Kaydop,5.0,3050.2099609375,-4004.0400390625,17.0,-12805.2001953125,-16553.399658203125,3.3000001311302185,2.0000000298023224,2.800000011920929,-645.1999664306641,254.0,56.0,,-0.00960054624874639,-0.9033669792970958,-1.465646895970978e-06,True,12,False,14,255.0,False,,enpitsu,76561198039309853,24,-66.44000244140625,1518.760009765625,128.22000122070312,-6047.9998779296875,-11601.300048828125,-4765.0,620.0,-801.5000152587891,-1047.699966430664,255.0,0.0,,0.10398846411535889,-0.6494281063392727,0.4615856000389271,True,162.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,3530.760009765625,900.4000244140625,62.93000030517578,-1793.800048828125,16840.10009765625,-1886.9000244140625,-2248.300018310547,-569.1999816894531,202.39999771118164,255.0,128.0,,0.46051187821662665,1.4749541808984312,0.14666314846000744,True,255.0,False,10,8,False,
8,628,16.0,False,False,0,6595.722228931336,2453.4599609375,-541.9600219726562,113.66000366210938,19575.799560546875,20514.49951171875,6602.1002197265625,2881.9000244140625,-629.3999862670898,-5224.69970703125,0.0,-0.48691116623496705,-2.4162822951232155,-0.219729318634557,76561198039309853,enpitsu,24.0,2377.280029296875,-669.02001953125,18.329999923706055,11913.1005859375,14880.2001953125,1509.2999267578125,-2876.199951171875,-265.6999969482422,2222.5,255.0,128.0,False,0.05975515752562319,0.9944461244397444,-0.03658518934802425,True,92.0,False,6,4,False,,bf81d8692db,games5425898691,20.0,-2326.860107421875,-4112.2900390625,16.989999771118164,8609.199829101562,-16774.49951171875,4.799999892711639,-0.29999999329447746,0.7000000029802322,1896.3999938964844,128.0,255.0,,0.009636170311667277,-1.0319190130072544,7.286388279899876e-05,True,8,False,10,217.0,False,,Team Kaydop,2535437847165072,5,216.75,4042.169921875,17.0,19604.100341796875,-5426.300048828125,3.700000047683716,0.5999999865889549,-0.19999999552965164,-2681.4999389648438,254.0,11.0,True,0.00959900032339807,-0.4128898524265174,-0.00019690641067172802,True,237.0,False,14,False,12,,jetjetdu62mageul,434225678007603991,4.0,3519.280029296875,-100.06999969482422,17.010000228881836,9559.199829101562,8218.200073242188,2.3000000417232513,1.2999999523162842,1.4000000059604645,1539.4999694824219,255.0,255.0,,0.009549108769371461,0.7154905898411471,0.00020047146042656157,True,255.0,False,4,4,False,
9,681,18.0,False,False,1,8723.884496651568,-2739.800048828125,-2790.139892578125,102.5999984741211,13140.799560546875,13235.699462890625,-4766.9000244140625,-505.8000183105469,233.79999160766602,-5974.000244140625,1.0,1.0408865831263134,1.848148756908217,-0.23267941146334595,2535437847165072,Team Kaydop,5.0,-2754.31005859375,-2991.39990234375,89.62000274658203,-13813.399658203125,11628.800048828125,2873.900146484375,-4917.699890136719,2407.899932861328,-517.599983215332,128.0,0.0,False,-0.008488530698288638,0.7106804110321638,0.3102640366951181,True,206.47076142218805,True,16,13,False,,434225678007603991,jetjetdu62mageul,4.0,-3599.47998046875,-2826.469970703125,16.989999771118164,3760.5999755859375,-20123.399658203125,4.399999976158142,-0.0,0.5000000074505806,0.0,255.0,128.0,,-0.009596324647943634,-1.755522656642494,4.6047107802467875e-05,True,4,False,4,225.0,False,,enpitsu,76561198039309853,24,-1922.31005859375,-381.6199951171875,17.040000915527344,998.7999725341797,-11998.900146484375,4.799999892711639,-0.0,-0.5999999865889549,-2710.1998901367188,255.0,128.0,False,-0.01672551874717509,-1.5468688980781666,3.636321771594998e-05,True,11.0,False,6,False,4,,games5425898691,bf81d8692db,20.0,-743.530029296875,3552.989990234375,16.989999771118164,-15385.6005859375,-11955.400390625,4.600000083446503,-0.19999999552965164,-0.0,149.89999771118164,255.0,128.0,,-0.009607355365542922,-0.6763271404566341,-8.117171994649807e-05,True,170.0,False,10,8,False,
