,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
35,1642,53,False,False,0,10232.669448321429,3893.929931640625,-3902.35009765625,148.39999389648438,7864.0997314453125,11764.69970703125,2497.4000549316406,-3440.7998657226562,2603.2998657226562,-3171.099853515625,0.0,-0.007516773461145782,0.24055526414427006,-3.0671502241599145,b2d05d5f14b,Pouka.,5.0,3724.639892578125,-4113.9599609375,40.459999084472656,9897.19970703125,10380.999755859375,-26.600000858306885,526.5999984741211,-243.09999465942383,-474.1999816894531,255.0,0.0,0.021124000026623332,0.818380952421002,-0.4273449655265734,False,164.5931010682096,True,26,4,28,,bf6efbc0d1b,BlxxmOw,14.0,-738.77001953125,-4026.56005859375,17.0,-836.9999694824219,1810.5999755859375,3.799999952316284,-0.7000000029802322,0.5000000074505806,651.2999725341797,128.0,0.0,False,0.00946241558974464,1.0557057849154283,0.00019012712489483423,True,0.0,False,False,18,22,,enpitsu,76561198039309853,27.0,23.649999618530273,-632.3200073242188,17.059999465942383,11945.0,8676.599731445312,1.8000000715255737,1.1999999731779099,0.7000000029802322,-1793.6000061035156,255.0,128.0,False,0.016786261924119042,0.5982576510953507,-0.00022622439743920234,True,False,255.0,False,10,10,,games5425898691,bf81d8692db,18.0,3894.280029296875,-3509.199951171875,23.979999542236328,10364.3994140625,-20437.900390625,1966.9000244140625,925.4000091552734,-3537.6998901367188,-1649.2999267578125,255.0,0.0,,-0.09732105289012437,-1.1424600234433115,0.15694242139142267,True,24,False,28,32.36087739852165,True,,False
36,1644,53,False,False,1,5004.051824184093,-3936.610107421875,3841.3798828125,177.86000061035156,4199.89990234375,19633.599853515625,19000.50048828125,5438.4002685546875,-1600.5999755859375,-1964.7999572753906,1.0,-0.22021480862929027,0.05909697765050635,2.88738563458842,bf81d8692db,games5425898691,18.0,-3959.7099609375,3687.010009765625,52.33000183105469,-5730.999755859375,21882.5,4160.4998779296875,982.0999908447266,4597.799987792969,-2827.39990234375,255.0,0.0,0.1940995658176216,1.3693507416149544,0.5180731159648702,True,26.08018921011236,True,24,False,28,,76561198039309853,enpitsu,27.0,-126.87000274658203,566.4000244140625,17.059999465942383,-12670.699462890625,-7396.199951171875,1.1999999731779099,-3.799999952316284,-2.0000000298023224,-817.0999908447266,255.0,128.0,False,-0.016782127630701676,-0.47662228813269686,0.00014064195137017903,True,255.0,False,False,10,10,,BlxxmOw,bf6efbc0d1b,14.0,743.0900268554688,4015.360107421875,17.0,320.8000183105469,-1008.6000061035156,3.799999952316284,0.5999999865889549,0.5000000074505806,689.8999786376953,128.0,0.0,False,-0.009532364603193288,-1.114304282424549,0.00013545875822229582,True,False,0.0,False,18,22,,Pouka.,b2d05d5f14b,5.0,-3811.0,4026.75,44.119998931884766,-10693.00048828125,-10503.00048828125,1116.6999816894531,-1015.9999847412109,1830.2999877929688,-806.6000366210938,255.0,9.0,False,0.08314534988317912,-0.7410178182138065,-0.4408460717898522,False,26,4,28,158.3124128798003,True,,
37,1748,57,False,False,0,9588.727262545128,-448.7300109863281,-4438.2900390625,707.8200073242188,-17306.8994140625,11082.5,-1010.4000091552734,4926.700134277344,1960.5999755859375,2807.6998901367188,0.0,-0.2972396881849894,-2.5787971576881277,-2.6201030799049314,b2d05d5f14b,Pouka.,5.0,-353.6300048828125,-4525.7001953125,588.5399780273438,-15471.300048828125,12639.599609375,-3439.8001098632812,-4961.7999267578125,-1653.6000061035156,1701.4999389648438,128.0,10.0,0.17184757951210117,2.1379237353021994,0.1378114411677912,True,8.642649471118892,True,27,4,30,,bf6efbc0d1b,BlxxmOw,14.0,251.08999633789062,-5588.0400390625,26.260000228881836,-377.90000915527344,-4730.4998779296875,186.10000610351562,4.399999976158142,29.200000762939453,703.4999847412109,167.0,93.0,False,0.048838747248485866,1.636041519600579,0.002266073137457962,True,31.0,False,False,18,22,,enpitsu,76561198039309853,27.0,-627.25,-3989.5400390625,356.92999267578125,-5242.1002197265625,-20685.80078125,880.2999877929688,3536.0000610351562,4076.6000366210938,-1061.6000366210938,255.0,255.0,False,0.28456431456758163,-1.7146743848341555,-0.7486972557044604,True,False,181.0,False,11,12,,games5425898691,bf81d8692db,18.0,-304.0799865722656,-4158.18994140625,286.4200134277344,-19101.199951171875,489.7999954223633,2388.3999633789062,505.29998779296875,-1286.9000244140625,126.49999618530273,255.0,128.0,,-0.5932402232202472,-2.8291278122033092,-0.20039823736193593,True,24,False,30,0.0,False,,False
38,1759,57,False,False,0,9134.033158662492,-1152.1800537109375,-3990.43994140625,616.239990234375,-18863.299560546875,9301.500244140625,-651.9000244140625,3775.10009765625,-1397.4000549316406,2286.6000366210938,0.0,1.1192677385685295,-1.8641059403810627,1.9380164730529834,b2d05d5f14b,Pouka.,5.0,-1038.800048828125,-3948.449951171875,544.760009765625,-14844.69970703125,13928.499755859375,-1132.6000213623047,-4924.700012207031,-1425.2999877929688,-1991.199951171875,128.0,0.0,0.332810413241571,3.0239626444822965,-2.865175989346987,True,0.0,False,27,4,30,,bf6efbc0d1b,BlxxmOw,14.0,246.3699951171875,-5567.2001953125,25.43000030517578,-422.09999084472656,3633.0999755859375,-143.50000381469727,-0.09999999776482582,16.799999475479126,389.59999084472656,255.0,181.0,False,0.04878646208760398,1.655224171126718,0.0034054688356677408,True,31.0,False,False,18,22,,enpitsu,76561198039309853,27.0,-847.510009765625,-4852.490234375,354.7799987792969,-5511.500244140625,-21186.298828125,-148.4000015258789,3469.7000122070312,4129.89990234375,-1074.5999908447266,128.0,128.0,False,-0.5215030371516607,-2.97668545365179,2.7728553074007456,True,False,181.0,False,12,12,,games5425898691,bf81d8692db,18.0,-1121.300048828125,-4139.06005859375,329.67999267578125,-19357.39990234375,412.90000915527344,-347.59998321533203,405.9000015258789,-1463.5000610351562,-107.60000228881836,255.0,128.0,,0.3700544024167325,-2.898346118000634,-0.1990153901200548,True,24,False,30,0.0,False,,False
39,1860,61,False,False,0,7067.536456067597,-2535.77001953125,-1734.6800537109375,184.5399932861328,6493.599853515625,25555.80078125,1461.9999694824219,2990.4998779296875,2028.3999633789062,-4789.700012207031,0.0,-0.024977683196376603,1.8541531627277994,0.2594328968542927,bf6efbc0d1b,BlxxmOw,16.0,-2526.260009765625,-2006.510009765625,141.72999572753906,-6613.3001708984375,21892.099609375,2424.1000366210938,-4873.699951171875,-2409.199981689453,832.0999908447266,255.0,92.0,0.08704680559487274,2.2874857908782715,0.01371773801200599,False,0.0,False,19,False,24,,b2d05d5f14b,Pouka.,5.0,-1764.4100341796875,209.57000732421875,17.010000228881836,18872.19970703125,1450.8999633789062,2.0999999344348907,-2.0000000298023224,-0.09999999776482582,685.4000091552734,255.0,128.0,False,0.009600529950675358,0.12416691678925569,-0.00010047442576670817,True,214.0,False,4,28,30,,enpitsu,76561198039309853,27.0,-2449.659912109375,-1597.4300537109375,169.30999755859375,-13981.199951171875,5279.0997314453125,384.39998626708984,5103.299865722656,-2009.7999572753906,408.6000061035156,128.0,255.0,False,0.06262740922904989,2.8047332571245476,-1.271620285178607,True,False,67.0,False,13,14,,games5425898691,bf81d8692db,18.0,-3692.469970703125,1079.0799560546875,99.86000061035156,1624.4999694824219,22303.00048828125,70.10000228881836,-5497.0001220703125,179.0999984741211,16.90000057220459,255.0,128.0,,-0.07802755378184609,-1.603005622543148,3.1381536826215215,True,27,False,34,0.0,False,,False
40,1861,61,False,False,1,3815.8328663624957,2520.360107421875,1687.1700439453125,183.1300048828125,-3097.39990234375,352.90000915527344,-1320.0,-712.3999786376953,621.8999862670898,5924.89990234375,1.0,0.0935450792116097,-1.912858605439362,0.2618100717602282,76561198039309853,enpitsu,27.0,2566.159912109375,1553.4300537109375,168.8300018310547,13981.199951171875,-5279.0997314453125,-147.39999771118164,-5105.299987792969,2004.7999572753906,407.59998321533203,128.0,128.0,-0.08658103814489526,-2.8045031528159674,-1.8918810753266293,True,67.0,False,13,False,14,,bf81d8692db,games5425898691,18.0,3678.969970703125,-1264.68994140625,99.01000213623047,-1622.5,-22251.201171875,-143.1999969482422,5497.0001220703125,-178.70000839233398,18.600000143051147,255.0,128.0,,0.680928290044273,1.6005433974076846,3.137180264012743,True,0.0,False,False,27,34,,BlxxmOw,bf6efbc0d1b,16.0,2580.7099609375,1831.199951171875,159.60000610351562,6444.2999267578125,-20195.50048828125,1922.5999450683594,4693.800048828125,2859.5999145507812,199.59999084472656,255.0,71.0,False,-0.6599244332789923,-2.393095242734325,0.16573844018299785,False,False,0.0,False,19,24,,Pouka.,b2d05d5f14b,5.0,1607.8900146484375,-227.08999633789062,17.010000228881836,-18724.300537109375,-2508.9999389648438,2.0999999344348907,-0.5999999865889549,0.09999999776482582,178.79999160766602,255.0,128.0,False,-0.009613366003217156,-0.15326135575150585,-0.00012217743190760363,True,28,4,30,214.0,False,,False
41,1862,61,False,False,0,6967.954815866632,-2498.580078125,-1641.1600341796875,181.8800048828125,9709.199829101562,22005.50048828125,246.20000839233398,615.4000091552734,248.99999618530273,-5963.0999755859375,0.0,-0.12037701146114949,1.753284986814918,0.25708234069673175,bf6efbc0d1b,BlxxmOw,16.0,-2580.7099609375,-1831.199951171875,159.60000610351562,-6444.2999267578125,20195.50048828125,1922.5999450683594,-4693.800048828125,-2859.5999145507812,199.59999084472656,255.0,71.0,0.6599244332789923,2.393095242734325,0.16573844018299785,False,0.0,False,19,False,24,,b2d05d5f14b,Pouka.,5.0,-1607.8900146484375,227.08999633789062,17.010000228881836,18724.300537109375,2508.9999389648438,2.0999999344348907,0.5999999865889549,-0.09999999776482582,178.79999160766602,255.0,128.0,False,0.009613366003217156,0.15326135575150585,-0.00012217743190760363,True,214.0,False,4,28,30,,enpitsu,76561198039309853,27.0,-2566.159912109375,-1553.4300537109375,168.8300018310547,-13981.199951171875,5279.0997314453125,-147.39999771118164,5105.299987792969,-2004.7999572753906,407.59998321533203,128.0,128.0,False,0.08658103814489526,2.8045031528159674,-1.8918810753266293,True,False,67.0,False,13,14,,games5425898691,bf81d8692db,18.0,-3678.969970703125,1264.68994140625,99.01000213623047,1622.5,22251.201171875,-143.1999969482422,-5497.0001220703125,178.70000839233398,18.600000143051147,255.0,128.0,,-0.680928290044273,-1.6005433974076846,3.137180264012743,True,27,False,34,0.0,False,,False
42,1933,63,False,False,1,8332.650003274346,319.739990234375,-3172.699951171875,107.12999725341797,-32313.5009765625,5585.30029296875,10202.60009765625,5330.5999755859375,-138.99999618530273,2750.2999877929688,1.0,-0.4186053672670488,1.3084760210240496,-0.16142711360662504,bf81d8692db,games5425898691,18.0,496.7699890136719,-3261.5,17.010000228881836,-17729.599609375,14651.300048828125,0.0,0.09999999776482582,-0.0,1504.1999816894531,255.0,255.0,-0.009596680382627634,0.6595834103640273,0.0002333320985449254,True,223.96547094211786,True,28,False,34,,76561198039309853,enpitsu,27.0,3587.64990234375,-935.3800048828125,17.030000686645508,-1120.199966430664,-17939.3994140625,5.099999904632568,0.09999999776482582,-0.7000000029802322,11.699999570846558,255.0,,,-0.01676033909491678,-1.5098028507360006,-6.100645721816452e-05,True,,False,False,14,14,,BlxxmOw,bf6efbc0d1b,16.0,2411.360107421875,-1909.1199951171875,17.010000228881836,-14746.400146484375,4934.4000244140625,2.0999999344348907,0.29999999329447746,-0.0,-313.799991607666,255.0,128.0,,-0.00960525043425856,0.3544228875256107,0.0001706200638153162,True,False,,False,20,24,,Pouka.,b2d05d5f14b,5.0,195.6199951171875,-2653.5400390625,79.5999984741211,-3780.10009765625,-21771.0009765625,3066.4999389648438,-169.40000534057617,2.8999999165534973,-2115.0999450683594,128.0,0.0,,0.029074410510270945,-1.1709216823366182,0.0025055271847935576,,28,4,32,184.96547094211786,True,,
43,2008,66,False,False,1,7372.532614768496,-1549.969970703125,-1814.9599609375,407.760009765625,4355.0,10405.899658203125,8057.5,4640.199890136719,989.8999786376953,3672.60009765625,1.0,-0.4801255416581702,-1.6338873725604421,-2.147482934547925,bf81d8692db,games5425898691,18.0,-1532.3599853515625,-1908.4100341796875,232.22999572753906,3639.5999145507812,16427.19970703125,3110.8999633789062,-1402.5999450683594,3333.3999633789062,4143.699951171875,255.0,0.0,0.6231216090908338,1.8484434294183638,0.748873166129212,True,122.899156888326,True,29,False,36,,76561198039309853,enpitsu,27.0,665.9500122070312,-2165.22998046875,17.040000915527344,-13993.1005859375,2619.89990234375,4.300000071525574,1.5999999642372131,-0.0,-1337.2000122070312,255.0,128.0,False,-0.016773985077110237,0.18541918724718345,-0.0002971634042590326,True,31.0,False,False,14,14,,BlxxmOw,bf6efbc0d1b,29.0,-1675.8699951171875,637.47998046875,17.0,-14088.499755859375,14231.99951171875,3.3000001311302185,1.0000000149011612,-1.1999999731779099,-60.300002098083496,255.0,128.0,,-0.009588000120882026,0.7978156292814828,0.00012113054770679031,True,False,31.0,False,22,26,,Pouka.,b2d05d5f14b,5.0,-3181.6298828125,-3942.800048828125,17.0,-3660.8999633789062,20046.8994140625,1.0999999940395355,-0.0,0.3999999910593033,-1540.8000183105469,255.0,41.0,,-0.00961219836279913,1.4552397416731924,2.8685066428437682e-05,True,30,4,32,233.06547950672845,True,,
44,2130,71,False,False,1,3363.8740057435493,113.38999938964844,1868.4300537109375,193.08999633789062,2613.3999633789062,10057.000122070312,2460.399932861328,-5446.400146484375,1868.8999938964844,1686.199951171875,1.0,0.17597261361490948,0.8602846667098554,3.066903001468477,bf81d8692db,games5425898691,18.0,111.33000183105469,1810.300048828125,67.68000030517578,697.5,-5522.8997802734375,3035.1998901367188,-2979.2001342773438,-108.10000419616699,-227.00000762939453,255.0,128.0,0.07236289927004703,-1.6016862997930477,0.0002561347977294724,True,127.0,False,31,False,38,,76561198039309853,enpitsu,27.0,3569.909912109375,2077.6298828125,17.059999465942383,16136.199951171875,-11489.7998046875,2.0000000298023224,0.09999999776482582,-0.09999999776482582,-2069.7999572753906,255.0,0.0,False,-0.016782431215485255,-2.4455180467329902,-1.1222787500897295e-05,True,0.0,False,False,16,16,,BlxxmOw,bf6efbc0d1b,34.0,70.0999984741211,2247.760009765625,55.02000045776367,4732.900085449219,-19679.000244140625,3537.3001098632812,-0.5000000074505806,2.3999999463558197,-234.0999984741211,255.0,128.0,False,-0.009625000273224339,-1.7951127409729681,-0.0005205634823160983,False,False,0.0,True,22,28,,Pouka.,b2d05d5f14b,5.0,1467.6600341796875,1724.989990234375,17.010000228881836,-14739.89990234375,-1025.5000305175781,2.3000000417232513,-0.09999999776482582,-0.0,2069.2999267578125,148.0,255.0,False,-0.009599496846853295,-0.13662354139985186,-1.914821946666564e-05,True,34,4,36,163.0,False,,
45,2133,71,False,False,0,7128.343917212983,-147.24000549316406,-1948.9100341796875,238.47999572753906,-7210.999755859375,12291.199951171875,17646.300048828125,5970.999755859375,232.99999237060547,540.8000183105469,0.0,0.2251980229627611,-0.6819357429033006,-2.5695176354277502,bf6efbc0d1b,BlxxmOw,34.0,-105.91999816894531,-2098.780029296875,84.36000061035156,-4787.699890136719,19915.699462890625,5963.599853515625,0.5000000074505806,-1.5000000596046448,-202.19999313354492,255.0,128.0,0.009606420450634144,1.778911939732105,-0.0006843598730669266,False,0.0,False,22,3,28,,b2d05d5f14b,Pouka.,5.0,-1337.8199462890625,-1702.4100341796875,17.010000228881836,13574.49951171875,3608.800048828125,2.3000000417232513,0.0,0.29999999329447746,2086.300048828125,128.0,255.0,False,0.009618462304215682,0.3265825216818837,-6.335825259737762e-06,True,163.0,False,4,34,36,,enpitsu,76561198039309853,27.0,-3785.719970703125,-1859.4200439453125,17.059999465942383,-11191.99951171875,15562.80029296875,1.899999976158142,-0.09999999776482582,0.0,-2059.600067138672,255.0,0.0,False,0.01677956854273777,2.118603915027179,-8.826472546604912e-06,True,False,0.0,False,16,16,,games5425898691,bf81d8692db,18.0,-117.2699966430664,-1765.1099853515625,89.01000213623047,-723.8999938964844,5387.8997802734375,2247.100067138672,5498.699951171875,113.80000114440918,-29.90000009536743,255.0,119.0,,-0.6601343714160115,1.5907523213390662,-0.0007722360032627942,True,31,False,38,127.0,False,,False
46,2215,74,False,False,1,6459.825792468245,1888.1500244140625,-1243.1800537109375,257.3900146484375,2437.2000122070312,13682.80029296875,4982.9998779296875,1154.1000366210938,4044.1000366210938,-4279.2999267578125,1.0,0.6367486546608698,-0.045680637755074624,3.0305867727141194,76561198039309853,enpitsu,27.0,1878.02001953125,-1306.550048828125,136.1999969482422,-9648.499755859375,3100.4998779296875,-1526.4999389648438,2702.9000854492188,600.4999923706055,-47.69999980926514,128.0,0.0,-0.04961553586649101,0.21972082432781534,1.1173150117004353,True,225.0,False,17,False,18,,bf81d8692db,games5425898691,18.0,221.3699951171875,-2608.840087890625,100.8499984741211,7586.199951171875,-15688.1005859375,-141.19999885559082,2988.3999633789062,4597.099914550781,430.2000045776367,255.0,128.0,,1.1028599283651945,-0.6305218413211153,1.9592912433384249,True,127.0,False,False,34,40,,BlxxmOw,bf6efbc0d1b,32.0,1282.4200439453125,-1771.9000244140625,97.91999816894531,10856.400146484375,-12770.799560546875,456.5999984741211,4166.499938964844,3590.10009765625,-21.19999885559082,255.0,108.0,,-1.237385077088215,-2.2708062004778897,-0.005922205379771705,,4,,False,23,30,,Pouka.,b2d05d5f14b,5.0,2109.7900390625,-1088.4000244140625,177.38999938964844,-6962.1002197265625,-14393.399658203125,2241.300048828125,-1756.4999389648438,-3441.099853515625,3914.4000244140625,,0.0,,0.8582625358461132,-1.1599658752990911,0.23952746633262556,True,35,4,38,143.36730330990207,True,,
47,2216,74,False,False,0,4066.9078808455442,-1877.8800048828125,1193.4000244140625,280.9800109863281,17059.599609375,-8723.499755859375,6068.900146484375,839.8999786376953,-1752.8999328613281,-5676.400146484375,0.0,-0.7987239733605571,-0.297423799634119,3.052545879760683,b2d05d5f14b,Pouka.,5.0,-2046.1500244140625,1221.719970703125,198.4600067138672,6340.9002685546875,14064.000244140625,2283.6000061035156,4798.2000732421875,1886.6999816894531,1914.9000549316406,,0.0,-0.9239825745493166,1.0946756709171908,0.9194049242233987,True,140.25426262937566,True,35,4,38,,bf6efbc0d1b,BlxxmOw,32.0,-1282.4200439453125,1771.9000244140625,97.91999816894531,-10856.400146484375,12770.799560546875,456.5999984741211,-4166.499938964844,-3590.10009765625,-21.19999885559082,255.0,108.0,,1.237385077088215,2.2708062004778897,-0.005922205379771705,,,False,4,23,30,,enpitsu,76561198039309853,27.0,-1878.02001953125,1306.550048828125,136.1999969482422,9648.499755859375,-3100.4998779296875,-1526.4999389648438,-2702.9000854492188,-600.4999923706055,-47.69999980926514,128.0,0.0,,0.04961553586649101,-0.21972082432781534,1.1173150117004353,True,False,225.0,False,17,18,,games5425898691,bf81d8692db,18.0,-290.8299865722656,2752.75,98.08999633789062,-7575.7000732421875,15711.800537109375,-533.8999938964844,-2439.7000122070312,-3701.199951171875,529.0000152587891,255.0,128.0,,-1.0230996510813963,1.6343808514121858,0.8900249912936995,True,34,False,40,127.0,False,,
48,2432,82,False,False,1,5158.98299514525,-3780.949951171875,2962.56005859375,128.27000427246094,4453.299865722656,8973.099975585938,3670.7000732421875,3710.4000854492188,-781.6000366210938,1153.0000305175781,1.0,0.36226314208479893,1.7067321985259651,-2.3180207999546223,76561198039309853,enpitsu,27.0,-3875.0,2830.9599609375,22.5,2537.899932861328,9863.200073242188,-438.4000015258789,-162.99999237060547,-1055.8000183105469,116.80000305175781,255.0,128.0,-0.06477575262153033,1.828325687653608,0.15174944065263812,True,244.0,False,18,False,18,,bf81d8692db,games5425898691,18.0,-987.6900024414062,640.9400024414062,17.010000228881836,14501.099853515625,17070.999755859375,2.0999999344348907,0.9000000357627869,0.9000000357627869,-1090.5000305175781,255.0,88.0,,-0.009599362852096005,2.313587217910844,-5.421950922347417e-05,True,137.0,False,False,34,40,,BlxxmOw,bf6efbc0d1b,31.0,-1677.530029296875,3464.830078125,16.989999771118164,-18614.49951171875,6066.099853515625,4.4999998807907104,-0.09999999776482582,-0.19999999552965164,25.399999618530273,255.0,130.0,False,-0.009574450578869907,0.3145706406466798,-5.421637055873916e-06,False,4,171.0,False,28,32,,Pouka.,b2d05d5f14b,5.0,354.5400085449219,4969.8798828125,17.010000228881836,-11906.300048828125,1576.0000610351562,2.0999999344348907,0.19999999552965164,-0.29999999329447746,128.69999885559082,128.0,128.0,False,-0.009621622832956431,0.11968156113825364,-6.302746727766278e-05,True,38,4,40,255.0,False,,False
49,2454,82,False,False,0,9800.820173339658,3485.52001953125,-3626.889892578125,214.92999267578125,19304.7998046875,15408.900146484375,286.9000053405762,-3721.9000244140625,799.1999816894531,1140.5999755859375,0.0,0.4280669143701186,1.5475645194834282,1.4696963351242243,bf6efbc0d1b,BlxxmOw,30.0,3335.199951171875,-3784.889892578125,185.9199981689453,15673.599853515625,2039.7999572753906,2704.1000366210938,-3224.8001098632812,-2740.1998901367188,3512.9998779296875,255.0,255.0,-0.47569167532596535,0.42120321086759277,-1.1258404895768683,False,120.94393119248014,True,29,4,34,,b2d05d5f14b,Pouka.,5.0,257.739990234375,-4995.9599609375,17.010000228881836,8050.4998779296875,750.5000305175781,2.0999999344348907,0.5999999865889549,-0.5000000074505806,7.300000190734863,255.0,128.0,False,0.009578027432899391,0.0942777869732375,-5.044401200940885e-05,True,255.0,False,4,38,40,,enpitsu,76561198039309853,27.0,3532.25,-3737.81005859375,60.06999969482422,-13125.10009765625,-12041.99951171875,2758.3999633789062,471.6999816894531,-4205.0,-2877.9998779296875,255.0,0.0,False,0.0776611089680033,-2.303658115348977,0.03296227441033486,True,False,210.0,False,19,20,,games5425898691,bf81d8692db,18.0,26.020000457763672,-2002.7900390625,17.010000228881836,-1690.2000427246094,-20947.19970703125,2.3000000417232513,0.09999999776482582,0.0,2005.2999877929688,255.0,255.0,,0.009582575825503387,-1.5730608577228593,1.2038600496870274e-05,True,34,False,40,137.0,False,,True
50,2567,87,False,True,0,5078.790256297084,1113.1400146484375,475.510009765625,134.3699951171875,-5021.499938964844,19514.89990234375,2332.7999877929688,4304.800109863281,-2523.2000732421875,-1262.300033569336,0.0,0.6233199653742149,-1.8610263879940934,1.312684763609201,b2d05d5f14b,Pouka.,5.0,1126.9100341796875,295.6700134277344,17.010000228881836,-5288.599853515625,17422.2998046875,-0.19999999552965164,-0.7000000029802322,2.5,-474.59999084472656,255.0,128.0,0.009605858762359953,1.8470683199702522,-5.87873016080112e-05,False,61.64999571154193,True,38,4,40,,bf6efbc0d1b,BlxxmOw,29.0,2640.8701171875,-1108.6199951171875,17.0,-12750.899658203125,16123.1005859375,3.1999999284744263,-0.3999999910593033,0.3999999910593033,0.0,255.0,128.0,,0.009591758568641556,2.2399400468724546,-5.797740828256511e-05,False,82.0,False,4,30,34,,enpitsu,76561198039309853,27.0,68.5,-74.5199966430664,17.010000228881836,4121.600036621094,22627.5,5.699999928474426,-0.09999999776482582,-0.29999999329447746,-31.19999885559082,255.0,128.0,,0.016774692480693045,1.3873725577537952,3.554106840640134e-05,True,False,110.0,False,20,20,,games5425898691,bf81d8692db,18.0,2157.669921875,3425.949951171875,17.010000228881836,-7126.099853515625,9066.199951171875,2.199999988079071,-0.5999999865889549,0.29999999329447746,1243.1999969482422,0.0,225.0,,0.009926020803185148,2.2670391899522824,2.288469302470133e-05,True,36,False,42,138.0,False,,
51,2585,87,False,True,0,3748.830088877794,773.4000244140625,1783.3900146484375,150.0500030517578,-6714.5001220703125,21441.39892578125,1649.4000244140625,3885.4000854492188,-656.8000030517578,-1280.5999755859375,0.0,-0.636369864305582,0.319683611128774,-1.0639336114670686,b2d05d5f14b,Pouka.,5.0,819.489990234375,1646.06005859375,16.989999771118164,-5755.30029296875,22268.20068359375,2.199999988079071,-0.29999999329447746,1.5999999642372131,-207.09999084472656,255.0,128.0,0.009601294235286389,1.8124312854456865,-1.7877645079012707e-05,False,5.236120559835932,True,38,4,40,,bf6efbc0d1b,BlxxmOw,29.0,1801.219970703125,-46.790000915527344,17.0,-12686.800537109375,16171.600341796875,3.1999999284744263,0.19999999552965164,-0.3999999910593033,-201.70000076293945,255.0,99.0,,0.009591636125649445,2.2362820779311217,-7.552032394269469e-05,False,82.0,False,4,30,34,,enpitsu,76561198039309853,27.0,319.19000244140625,1265.0799560546875,17.030000686645508,4244.800109863281,22604.7998046875,1.0000000149011612,0.0,-0.09999999776482582,-0.09999999776482582,255.0,128.0,,0.016774721849911814,1.3851561245514021,1.6950342038140926e-05,True,False,69.31957838355856,True,20,20,,games5425898691,bf81d8692db,18.0,1710.6500244140625,3737.39990234375,17.010000228881836,-7955.999755859375,4670.4998779296875,2.0999999344348907,1.0999999940395355,-0.29999999329447746,-473.80001068115234,255.0,75.0,,0.00954987357728993,2.6190036845857363,-0.0001021757780444608,True,36,False,42,138.0,False,,
