,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_ball_cam,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,169,0,False,False,0,5199.732517906364,7.190000057220459,19.309999465942383,94.05000305175781,6177.2998046875,27583.00048828125,3643.9999389648438,606.6999816894531,-294.20000076293945,1009.8000335693359,0.0,-0.0024651438936213405,0.008415104690479154,0.005055395846578998,2535437467073359,WelshDragonM,7.0,-83.94000244140625,-260.1000061035156,65.44000244140625,13228.499755859375,18580.2001953125,2935.4998779296875,-3705.4998779296875,2671.6000366210938,1230.1000213623047,255.0,100.0,,0.10588765874048943,1.2055060855779902,0.01620258037360533,True,4,3,False,0.0,False,,b98f1a5448b,MaxbrawI,4.0,2844.760009765625,-4050.800048828125,17.010000228881836,18301.8994140625,-285.9000015258789,2.3999999463558197,0.3999999910593033,0.0,2171.999969482422,255.0,255.0,True,0.009589459046849092,0.06368674351323547,6.25745296303087e-05,255.0,False,False,False,True,False,,enpitsu,76561198039309853,26,68.5199966430664,2726.050048828125,17.059999465942383,4615.799865722656,-6956.5997314453125,2.0000000298023224,0.09999999776482582,-0.19999999552965164,-2473.699951171875,255.0,0.0,,0.016667352360000113,-1.0095018513421778,-3.1088908149387625e-05,True,116.0,False,2,False,False,,games5425898691,bf81d8692db,19.0,89.12000274658203,401.489990234375,82.77999877929688,400.99998474121094,-22588.60107421875,2358.9999389648438,4927.799987792969,2440.800018310547,-90.9000015258789,128.0,174.0,0.5997012465464712,-1.7724606184340455,-0.43302114398253394,True,3,False,4,31.0,False,,
1,171,0,False,False,1,5330.6942230593895,-25.510000228881836,-110.44000244140625,163.33999633789062,6382.8997802734375,17521.700439453125,13877.19970703125,5925.30029296875,-764.0000152587891,-553.4999847412109,1.0,-0.04475427140149212,-0.018542392368038205,-0.3344889443668084,bf81d8692db,games5425898691,19.0,-95.5,-230.36000061035156,91.9000015258789,-1077.5,18476.199951171875,-7.900000214576721,-5296.199951171875,-795.2999877929688,-1251.8000030517578,128.0,160.0,,-1.1076350252790015,2.476129052505544,-1.1114257569709596,True,4,3,False,31.0,False,,76561198039309853,enpitsu,26.0,-103.8499984741211,-2655.7099609375,17.059999465942383,-3156.400146484375,8222.39990234375,2.0000000298023224,-0.0,-0.0,-2474.7999572753906,255.0,128.0,,-0.016668173990427537,1.2364460889082085,-1.1376754568760495e-05,116.0,False,False,2,True,False,,MaxbrawI,b98f1a5448b,4,-3009.969970703125,4039.840087890625,17.010000228881836,-17710.999755859375,-2311.7999267578125,2.5,-0.09999999776482582,-0.0,2815.7000732421875,255.0,255.0,True,-0.009588158282826989,-0.29560915967974843,0.00011310247389998661,True,255.0,False,False,False,False,,WelshDragonM,2535437467073359,7.0,-32.900001525878906,101.5,88.48999786376953,-12276.300048828125,-16093.800048828125,2158.3999633789062,5003.900146484375,-1961.9999694824219,1166.6000366210938,254.0,16.0,-0.7061095255858227,-1.4314844669883564,0.13254862229956035,True,3,False,4,0.0,False,,
2,268,3,False,False,1,3593.7394218690515,3424.27001953125,2586.02001953125,222.42999267578125,6046.5997314453125,28070.400390625,8056.7999267578125,1232.3999786376953,-5626.500244140625,1680.2000427246094,1.0,0.3289739090936579,0.3831042701963477,-2.5691935768604,76561198039309853,enpitsu,26.0,3350.02001953125,2434.68994140625,184.2100067138672,3297.0001220703125,19899.7998046875,2226.9000244140625,3945.4000854492188,-2663.5000610351562,-2754.7000122070312,128.0,128.0,,0.031191466184577597,1.785163565498071,-0.01972106416200891,True,4,False,False,0.0,False,,bf81d8692db,games5425898691,19.0,2781.949951171875,358.5,17.020000457763672,13117.900390625,-5169.7998046875,0.7000000029802322,-0.3999999910593033,0.29999999329447746,0.0,255.0,128.0,,-0.009570685017679534,-2.766158048713327,5.454071700027072e-05,31.0,False,4,4,True,False,,MaxbrawI,b98f1a5448b,5,-351.4100036621094,4830.39013671875,17.010000228881836,2668.599853515625,-394.3000030517578,2.0999999344348907,-0.3999999910593033,0.5999999865889549,60.300002098083496,0.0,148.0,False,-0.009903292761796391,-2.980029232420032,4.80083520766279e-05,False,255.0,False,False,False,False,,WelshDragonM,2535437467073359,8.0,-3429.22998046875,1191.3800048828125,106.44000244140625,3667.3001098632812,19389.7998046875,-166.20000839233398,-5367.0001220703125,1201.9000244140625,-9.900000095367432,255.0,128.0,-0.6648803219334793,-1.3519301985505552,-3.1392490063624674,True,5,False,6,237.0,False,,False
3,326,5,False,False,0,9075.34583911269,-1132.260009765625,-3932.27001953125,100.12999725341797,1934.2999267578125,27718.798828125,6274.0997314453125,-2024.7999572753906,2597.60009765625,-5015.10009765625,0.0,-0.06884943268637775,0.7007127021247939,-0.37274591918495525,b98f1a5448b,MaxbrawI,4.0,-1076.02001953125,-4130.6201171875,52.06999969482422,-13039.49951171875,10909.3994140625,3592.6998901367188,115.50000190734863,107.5,-1677.1000671386719,207.0,0.0,,0.0034419952883678567,2.3382538351301156,-0.0006590324578017025,,3,False,False,205.0,False,,2535437467073359,WelshDragonM,8.0,1552.050048828125,-4166.06982421875,17.010000228881836,-13752.099609375,8347.39990234375,2.3999999463558197,-0.29999999329447746,0.0,-2028.800048828125,254.0,0.0,False,0.009572054976971042,2.525867531611429,-3.767040344735666e-05,255.0,False,6,6,True,False,,enpitsu,76561198039309853,26,-2906.85009765625,-4387.41015625,17.059999465942383,-1095.4000091552734,10500.899658203125,2.3999999463558197,-5.099999904632568,-3.100000023841858,2376.699981689453,255.0,128.0,False,0.016440036468760164,1.7235615838705967,0.00014861472926819679,True,,False,4,False,False,,games5425898691,bf81d8692db,19.0,-2782.39990234375,533.5800170898438,17.020000457763672,2498.9999389648438,-7503.2000732421875,0.7999999821186066,0.19999999552965164,-2.8999999165534973,-1361.3999938964844,255.0,105.0,0.009548187448759848,-1.2926439737324784,0.00014246477270165467,True,4,False,4,255.0,False,,
4,379,7,False,False,1,6397.469965780551,750.7100219726562,-1255.8199462890625,100.19999694824219,-16161.099853515625,-16663.299560546875,5462.60009765625,4264.4000244140625,-1675.5999755859375,-3873.800048828125,1.0,0.46569662050916355,-1.603923523538012,-0.6264752721725235,bf81d8692db,games5425898691,19.0,972.530029296875,-1161.800048828125,17.020000457763672,-12471.500244140625,-19210.799560546875,-1.899999976158142,0.7000000029802322,0.9000000357627869,-1399.9000549316406,255.0,0.0,,-0.00958368315947651,-0.9713487429769058,-0.0002546220417257356,True,4,4,False,123.42609028662409,True,,76561198039309853,enpitsu,26.0,3367.06005859375,1989.1199951171875,17.059999465942383,-6789.89990234375,-14914.000244140625,-4.000000059604645,0.29999999329447746,0.7999999821186066,-18.200000524520874,255.0,128.0,False,-0.016783975468153998,-1.1414123952840138,4.937294131362563e-05,223.20252900226143,True,False,4,True,False,,MaxbrawI,b98f1a5448b,4,2573.590087890625,2526.2900390625,17.010000228881836,-6107.0001220703125,-6307.0001220703125,2.3000000417232513,-0.9000000357627869,-0.7000000029802322,-2310.500030517578,255.0,31.0,,-0.009534081123486629,-0.7592486801395343,2.2646203619131064e-05,True,205.0,False,4,False,False,,WelshDragonM,2535437467073359,7.0,-1320.3800048828125,650.8900146484375,17.010000228881836,-9372.100219726562,-20070.999755859375,2.0000000298023224,0.29999999329447746,0.7000000029802322,-1.2999999523162842,254.0,128.0,-0.009595995805489265,-1.1337495142807386,6.51164190407364e-05,True,6,False,6,201.0,False,,False
5,426,9,False,False,1,9559.770745776608,-1909.1400146484375,-3998.949951171875,96.52999877929688,-13029.100341796875,-13821.199951171875,3199.1000366210938,4428.599853515625,-3644.5001220703125,-1761.9000244140625,1.0,0.1715398661898602,1.9836126483095429,-2.317754648656079,bf81d8692db,games5425898691,19.0,-1671.949951171875,-4030.7099609375,21.93000030517578,-19739.69970703125,-11421.600341796875,2981.4999389648438,0.7000000029802322,0.29999999329447746,-87.29999542236328,255.0,97.0,,-0.009577742354707517,-0.5249232114249888,9.119466578865503e-06,True,5,4,False,116.0,False,,76561198039309853,enpitsu,26.0,2025.050048828125,-1117.969970703125,91.12000274658203,-10227.2998046875,-20346.500244140625,-143.4000015258789,4677.900085449219,-2892.39990234375,-22.200000286102295,128.0,128.0,False,0.9700669877714875,2.130474618597355,-3.1344377875698393,236.0,False,2,6,True,False,,MaxbrawI,b98f1a5448b,4,829.1099853515625,1904.9300537109375,17.010000228881836,-12974.3994140625,-1153.3000183105469,2.199999988079071,-1.5999999642372131,-0.09999999776482582,-1998.5000610351562,255.0,55.0,,-0.009554649833712391,-0.02233002212026489,1.4964710723585505e-05,True,235.0,False,4,False,False,,WelshDragonM,2535437467073359,7.0,-3151.39990234375,-1867.0999755859375,17.010000228881836,-7894.0997314453125,-8266.599731445312,2.199999988079071,1.899999976158142,2.7000001072883606,-500.99998474121094,128.0,63.0,-0.009678150269735055,-0.8174463146325195,-7.059346458382822e-05,True,6,False,6,201.0,False,,False
6,501,12,False,True,0,4311.392477810108,2264.679931640625,2207.72998046875,210.3800048828125,-14560.999755859375,14717.900390625,5959.89990234375,4216.000061035156,2421.199951171875,-3516.0000610351562,0.0,-0.5592629823135502,2.143298839187275,2.8298048181862887,2535437467073359,WelshDragonM,8.0,2441.260009765625,2009.3299560546875,128.0399932861328,-20378.699951171875,10066.900024414062,3473.599853515625,-3521.7999267578125,-2405.5999755859375,-520.0,254.0,43.0,False,0.06228608845083737,2.9975851117958623,0.0386114359350339,True,8,7,False,87.73326474620451,True,,b98f1a5448b,MaxbrawI,4.0,1064.1099853515625,-1099.219970703125,17.010000228881836,1993.0000305175781,5958.800048828125,2.0000000298023224,-0.29999999329447746,0.5000000074505806,0.0,253.0,128.0,,0.009464880925563586,1.2480084121686017,-2.592181603871259e-05,235.0,False,False,4,False,False,,enpitsu,76561198039309853,26,299.1000061035156,5180.72021484375,17.049999237060547,345.49999237060547,830.8000183105469,2.3000000417232513,-2.8999999165534973,0.29999999329447746,-940.1999664306641,255.0,0.0,False,0.01662264293322045,-1.2555240218585078,6.201394850750422e-05,True,255.0,False,6,2,False,,games5425898691,bf81d8692db,19.0,2655.72998046875,3978.75,17.0,-15408.699951171875,4025.7000732421875,3.4999999403953552,0.0,0.0,-2029.7999572753906,255.0,0.0,0.009579531673558158,2.8168360924098335,-2.2240738319635065e-05,True,4,False,6,238.0,False,,
7,539,13,False,False,1,9290.441774379055,-339.29998779296875,-4067.949951171875,437.55999755859375,-1278.1999969482422,22071.59912109375,6054.1998291015625,1388.3999633789062,-598.6999893188477,-3807.9998779296875,1.0,0.9353855967310074,0.8988758613025406,-1.5095858271048825,76561198039309853,enpitsu,26.0,-275.45001220703125,-4297.18994140625,323.3999938964844,217.60000228881836,16630.2001953125,3156.300048828125,-2448.699951171875,3.0000001192092896,-12.100000381469727,255.0,128.0,False,0.7666022401562375,1.5672312875401462,-0.011860396054825527,True,8,3,False,183.0,False,,bf81d8692db,games5425898691,19.0,-303.1000061035156,-4419.31982421875,308.6700134277344,14532.5,3851.4999389648438,180.59999465942383,-1340.5000305175781,-3862.6998901367188,-3678.599853515625,255.0,255.0,,0.6639341127018789,1.9077100707684613,-2.2158689676577277,165.7855485305991,True,5,8,True,False,,MaxbrawI,b98f1a5448b,4,-410.510009765625,350.2799987792969,17.010000228881836,11850.2001953125,2198.800048828125,2.0999999344348907,0.5999999865889549,-0.0,37.10000038146973,237.0,128.0,,-0.009570491424033016,2.9524851123108222,-6.237309586958341e-05,True,235.0,False,4,False,False,,WelshDragonM,2535437467073359,8.0,624.8300170898438,-2944.3701171875,16.68000030517578,20791.4990234375,2611.7001342773438,75.79999923706055,-24.30000066757202,7.699999809265137,1702.5,255.0,128.0,-0.008823008642744384,2.878677404889209,0.0013026318671370517,True,8,False,8,129.0,False,,False
8,603,15,False,False,0,6104.810867078684,640.1900024414062,-768.3699951171875,121.5199966430664,3473.9999389648438,15758.800048828125,5104.4000244140625,4901.700134277344,-181.90000534057617,-3455.2999877929688,0.0,-1.2854104803109265,-0.3074719930493692,1.0167789306435386,b98f1a5448b,MaxbrawI,4.0,609.7100219726562,-1008.9099731445312,17.010000228881836,5254.000244140625,12406.800537109375,0.0,-0.3999999910593033,-0.7000000029802322,1979.4999694824219,255.0,255.0,,0.009569652629714357,1.201633303575469,0.00020792774016654782,True,4,False,False,201.16639128295324,True,,2535437467073359,WelshDragonM,8.0,-3426.919921875,-625.489990234375,17.010000228881836,1326.0000610351562,-22067.5,2.0999999344348907,0.09999999776482582,-4.4999998807907104,602.2999954223633,255.0,254.0,False,0.009601960132359406,-1.5099070568578739,9.999164516910681e-06,255.0,False,8,8,True,False,,enpitsu,76561198039309853,26,102.48999786376953,1122.4300537109375,17.049999237060547,7084.7998046875,-11116.8994140625,3.400000035762787,-0.29999999329447746,0.19999999552965164,2388.300018310547,255.0,255.0,False,0.01675105984124351,-0.9270358795260887,4.5847275553299765e-06,True,213.0,False,8,4,False,21.0,games5425898691,bf81d8692db,19.0,-1763.5999755859375,3613.830078125,17.010000228881836,6629.1998291015625,1917.7000427246094,2.0999999344348907,0.3999999910593033,0.0,131.70000076293945,255.0,128.0,0.009511546959087845,0.29411364072171303,-0.00011266905765186217,True,6,False,8,150.0,False,,
9,636,17,False,False,1,6487.385855747975,-1047.9300537109375,-1049.2900390625,281.989990234375,-6537.80029296875,-6031.6998291015625,14754.89990234375,5487.19970703125,1826.9999694824219,-1597.5,1.0,0.9369673849628343,1.514256409024877,1.8527297297645502,76561198039309853,enpitsu,26.0,-1006.5700073242188,-1051.9200439453125,125.80000305175781,-7423.2000732421875,1852.5999450683594,3786.199951171875,-3546.099853515625,-2378.2000732421875,-225.79999923706055,128.0,0.0,False,0.052888579468151925,-0.6391180621273829,0.05401327093779267,True,10,5,False,184.0,False,,bf81d8692db,games5425898691,19.0,845.6300048828125,-4379.7001953125,17.010000228881836,-3285.0,-12076.099853515625,2.0999999344348907,-0.09999999776482582,-0.9000000357627869,14.900000095367432,255.0,128.0,,-0.009562109106878445,-1.3075674390550676,-8.834438661929418e-05,150.0,False,6,8,True,False,,MaxbrawI,b98f1a5448b,5,-1209.8699951171875,-50.869998931884766,17.010000228881836,-12674.69970703125,-1958.800048828125,2.0000000298023224,1.899999976158142,-0.0,590.8000183105469,255.0,171.0,,-0.009554271772539412,-0.1492917601501486,0.00021139715930838172,True,225.0,False,4,False,False,,WelshDragonM,2535437467073359,8.0,1615.969970703125,1782.469970703125,17.010000228881836,-18733.800048828125,-1572.2999572753906,2.199999988079071,-1.899999976158142,-0.09999999776482582,1326.9999694824219,255.0,255.0,-0.009589063184924257,-0.09827574901532882,0.0001852963028488784,True,8,False,8,255.0,False,,False
