,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,178,0,False,True,1,5204.174591283128,-0.30000001192092896,13.59000015258789,98.16999816894531,-1821.7999267578125,25134.89990234375,8311.500244140625,5998.499755859375,133.99999618530273,0.0,1.0,0.0013963932019388074,-4.928927245756645e-05,-0.0628438404964522,76561198039309853,enpitsu,27.0,14.960000038146973,-166.88999938964844,17.059999465942383,-451.5999984741211,20205.699462890625,-2.5,-0.0,-0.0,0.0,255.0,128.0,,-0.01678577737686417,1.5484377368075852,1.2172322054607222e-05,True,False,False,22.0,False,False,,bf81d8692db,games5425898691,21.0,-3286.27001953125,-3932.090087890625,17.010000228881836,-14232.900390625,8859.099731445312,2.800000011920929,-0.29999999329447746,-0.0,-1993.6000061035156,255.0,0.0,,-0.009585012913831127,0.6264903165105082,-4.813402975322478e-05,True,False,False,False,255.0,False,,Slaig_YT,76561198985416482,5,-256.0,3840.0,17.010000228881836,-0.0,-0.0,2.5,0.5999999865889549,-0.0,0.0,,,,-0.00951389076875119,-1.5707884064815436,-3.7693731894913176e-08,True,False,85.0,False,False,False,,®ЯΔIΠ MΔΠ®,76561198139461377,18.0,3085.97998046875,4262.08984375,17.049999237060547,4016.0000610351562,14617.19970703125,4.000000059604645,-0.19999999552965164,-0.7999999821186066,2613.800048828125,255.0,255.0,False,-0.016767528979443946,1.7080534532763951,-5.130557161512308e-05,True,False,False,False,255.0,False,
1,497,2,False,False,1,5258.666597859966,11.8100004196167,-43.79999923706055,107.95999908447266,2482.100067138672,16607.099609375,8681.300048828125,5918.599853515625,242.60000228881836,-954.1000366210938,1.0,-0.020761748744380422,-0.02986695949707214,0.03527069498347938,76561198039309853,enpitsu,27.0,13.569999694824219,-181.75,94.70999908447266,1105.6999969482422,18586.99951171875,1440.0999450683594,-5447.5,-393.80001068115234,647.5,255.0,128.0,,-0.9775104623807027,1.6155448135691106,-0.029227251292582326,True,2,1,31.0,False,False,,bf81d8692db,games5425898691,21.0,2709.419921875,-3957.06005859375,17.010000228881836,19936.800537109375,-3787.9998779296875,2.800000011920929,-0.29999999329447746,0.19999999552965164,1943.5000610351562,255.0,255.0,,-0.009584987489796538,-3.022170975870618,4.8503152241859716e-05,True,False,False,False,0.0,False,,Slaig_YT,76561198985416482,5,-11.6899995803833,230.8699951171875,70.38999938964844,1710.8999633789062,-22810.2001953125,-2401.300048828125,4930.899963378906,2353.5000610351562,-629.3000030517578,249.0,230.0,True,-0.2926153037193232,-1.0513295243995604,-0.5488329214684116,True,3,9.0,False,4,False,,®ЯΔIΠ MΔΠ®,76561198139461377,18.0,-2806.300048828125,3991.699951171875,17.049999237060547,-16837.80029296875,11993.299560546875,3.799999952316284,-0.9000000357627869,0.7999999821186066,-2515.0999450683594,255.0,0.0,True,-0.01677886710876239,0.763488427491771,-0.00024217301883053423,True,False,False,False,255.0,False,
2,499,2,False,False,0,5173.405096030977,-62.0099983215332,34.2599983215332,149.77000427246094,-9912.60009765625,4508.599853515625,5138.0999755859375,3995.8999633789062,-3952.0001220703125,2100.800018310547,0.0,-0.1286600139543808,0.4578052297073274,-0.16258903485005197,76561198985416482,Slaig_YT,5.0,0.0,-72.08000183105469,61.2599983215332,-972.6999664306641,9164.199829101562,796.5000152587891,-2159.499969482422,-1617.4000549316406,-4792.699890136719,255.0,232.0,True,0.42174298551301326,0.5418410545054468,-0.909545657631014,True,4,3,9.0,False,False,,76561198139461377,®ЯΔIΠ MΔΠ®,18.0,2939.14990234375,-4097.3701171875,17.049999237060547,14929.69970703125,-13349.7998046875,4.300000071525574,0.19999999552965164,-0.29999999329447746,-3025.7000732421875,255.0,0.0,False,0.016774275815591943,-0.9963494899141108,-0.00017624825894792668,True,False,False,False,255.0,False,,enpitsu,76561198039309853,27,-13.569999694824219,181.75,94.70999908447266,-1105.6999969482422,-18586.99951171875,1440.0999450683594,5447.5,393.80001068115234,647.5,255.0,128.0,,0.9775104623807027,-1.6155448135691106,-0.029227251292582326,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,21.0,-2892.77001953125,3974.239990234375,17.010000228881836,-19961.300048828125,254.69999313354492,2.800000011920929,0.19999999552965164,-0.09999999776482582,1988.699951171875,255.0,255.0,,0.009579733615390783,-3.0802161620231563,1.881239144938069e-05,True,False,False,False,0.0,False,
3,500,2,False,False,1,5237.702135411544,92.98999786376953,-35.779998779296875,156.41000366210938,11319.3994140625,4528.0999755859375,887.9000091552734,2056.300048828125,1660.0999450683594,-3660.5999755859375,1.0,0.23071245251342326,-0.4489715008027963,-0.19366795400998435,76561198039309853,enpitsu,27.0,36.86000061035156,-156.5399932861328,113.2300033569336,3091.6000366210938,-287.5,500.29998779296875,-3699.89990234375,1354.1999816894531,-3837.5,255.0,128.0,,-1.4879941077389447,-1.528889150220318,-2.875825706522392,True,2,1,31.0,False,False,,bf81d8692db,games5425898691,21.0,2892.77001953125,-3974.239990234375,17.010000228881836,19961.300048828125,-254.69999313354492,2.800000011920929,-0.19999999552965164,0.09999999776482582,1988.699951171875,255.0,255.0,,-0.009579733615390783,3.0802161620231563,1.881239144938069e-05,True,False,False,False,255.0,False,,Slaig_YT,76561198985416482,5,13.199999809265137,63.709999084472656,66.0999984741211,2064.1000366210938,286.200008392334,816.3999938964844,5077.9998779296875,2100.800018310547,-222.80000686645508,255.0,235.0,True,-0.36676384914487786,-0.27215294396336037,-1.1855513990162474,True,3,9.0,False,4,False,,®ЯΔIΠ MΔΠ®,76561198139461377,18.0,-3037.860107421875,4203.60986328125,17.049999237060547,-11505.899658203125,14777.80029296875,4.699999988079071,-0.19999999552965164,0.3999999910593033,-3415.7000732421875,255.0,0.0,False,-0.016775990793839055,1.2404361165480158,-0.00013493810816158852,True,False,False,False,255.0,False,
4,568,4,False,True,1,4586.031900409747,2278.929931640625,767.4500122070312,99.7699966430664,-12167.099609375,26273.20068359375,9647.19970703125,1526.9999694824219,5583.3001708984375,-1579.2999267578125,1.0,0.6161654378363941,-0.8800069661122102,-2.5366583812921415,bf81d8692db,games5425898691,21.0,2384.330078125,612.3499755859375,16.989999771118164,-10835.400390625,20287.7001953125,2.8999999165534973,0.5999999865889549,-0.7999999821186066,1799.2999267578125,255.0,255.0,,-0.00961695564407372,1.023369868665553,0.00012461999210010296,True,False,False,107.67099374596796,True,False,,76561198039309853,enpitsu,27.0,1796.56005859375,-318.1400146484375,17.040000915527344,10901.500244140625,-7632.60009765625,4.699999988079071,3.4999999403953552,-2.3000000417232513,292.09999084472656,255.0,128.0,,-0.016732673089231202,-2.523033670540536,9.605587801191667e-05,True,2,False,2,31.0,False,,Slaig_YT,76561198985416482,5,-716.7100219726562,-622.530029296875,97.12999725341797,-15497.099609375,891.8000030517578,-65.0,-2660.5999755859375,-4810.0,186.20000839233398,255.0,117.0,False,-1.0604540964715983,-0.9510202490150476,1.457791982277226,False,5,0.0,False,6,False,,®ЯΔIΠ MΔΠ®,76561198139461377,18.0,-1012.9299926757812,4863.35009765625,17.059999465942383,10086.199951171875,61.30000114440918,1.8000000715255737,-0.5999999865889549,0.29999999329447746,-0.5000000074505806,255.0,128.0,False,-0.01665392236288682,3.1355983571343993,5.531058478523958e-05,True,False,False,False,255.0,False,
5,647,7,False,False,1,2435.258333336081,-704.02001953125,3304.1298828125,168.5,-2477.7000427246094,22543.00048828125,7656.6998291015625,441.19998931884766,3097.2000122070312,-5119.800109863281,1.0,-0.08331030424675537,-0.5239781327026486,-0.5977821367725114,bf81d8692db,games5425898691,21.0,-712.530029296875,3156.570068359375,81.86000061035156,-2363.8999938964844,14011.400146484375,1700.0,-392.40001678466797,-4651.9000244140625,2907.6998901367188,128.0,218.0,,0.025071067576109413,1.7337470775560966,0.05731109330958346,True,4,False,130.0,False,False,,76561198039309853,enpitsu,27.0,2192.760009765625,1476.0,17.040000915527344,-12770.999755859375,13149.7998046875,4.699999988079071,-4.099999964237213,4.399999976158142,-1493.5000610351562,255.0,128.0,False,-0.016776876278997502,0.8457058015134908,-0.00017242253674798916,True,2,False,2,193.0,False,,Slaig_YT,76561198985416482,5,-3239.090087890625,1588.4599609375,97.0,6666.199951171875,20236.099853515625,-162.99999237060547,-4587.699890136719,3033.5000610351562,-17.999999523162842,255.0,128.0,True,-0.3892288200953293,-0.9871980368244425,-3.138286517676619,True,7,222.0,False,8,False,,®ЯΔIΠ MΔΠ®,76561198139461377,18.0,762.6699829101562,4892.43994140625,572.77001953125,3224.1000366210938,-2347.100067138672,-2621.099853515625,3744.2001342773438,2657.60009765625,-1307.5999450683594,128.0,255.0,True,0.5242803927849696,-0.6629184153578773,1.2663808602361568,True,4,4,False,150.0,False,
6,697,9,True,True,1,1416.9562886206002,-32.11000061035156,4069.31005859375,175.5,-12778.900146484375,26829.09912109375,4025.10009765625,1646.9999694824219,3099.5001220703125,4866.199951171875,1.0,-0.5447451651383625,-0.9466502289909888,0.6131387467512146,76561198039309853,enpitsu,27.0,57.400001525878906,3888.449951171875,114.66999816894531,-9842.899780273438,20475.10009765625,3589.7000122070312,-2438.699951171875,56.10000133514404,-1046.500015258789,255.0,0.0,False,-0.05111217883347174,0.9399509046732052,0.011857392743654398,True,4,3,186.0,False,False,,bf81d8692db,games5425898691,21.0,-866.3300170898438,4088.949951171875,17.010000228881836,1390.8999633789062,-7708.2000732421875,2.7000001072883606,0.7999999821186066,0.09999999776482582,0.0,255.0,128.0,,-0.009437520457832436,-1.7493440181783182,-5.482905257734603e-06,True,False,False,4,130.0,False,,Slaig_YT,76561198985416482,6,-1285.8599853515625,4296.93994140625,17.010000228881836,15506.600341796875,14410.50048828125,0.0,0.7000000029802322,0.7000000029802322,82.20000267028809,255.0,128.0,False,-0.009563972632810211,2.3839937178971997,-8.945663205413984e-05,True,8,156.22989274865836,True,8,False,,®ЯΔIΠ MΔΠ®,76561198139461377,18.0,729.9000244140625,4410.27978515625,17.030000686645508,-9160.800170898438,-7431.500244140625,2.0999999344348907,3.700000047683716,3.0000001192092896,-948.0000305175781,255.0,0.0,False,-0.016702568542331105,-0.705204544361065,-0.00032088102975538215,True,4,4,False,93.51198307929506,True,
7,964,9,False,False,0,5178.145334554561,133.07000732421875,65.13999938964844,132.0800018310547,17039.3994140625,8746.099853515625,4789.700012207031,70.0,1820.0999450683594,872.7999877929688,0.0,0.3911789407149402,0.5260151741723604,-0.34955022568884736,76561198139461377,®ЯΔIΠ MΔΠ®,18.0,60.939998626708984,-92.9000015258789,100.51000213623047,14489.49951171875,3947.5,712.2000122070312,4556.400146484375,2865.10009765625,-1131.3999938964844,128.0,0.0,False,-0.20189253764858783,0.7288539320415861,1.5646093173213151,True,4,3,0.0,False,False,,76561198985416482,Slaig_YT,5.0,-2687.409912109375,-4168.68994140625,17.010000228881836,-18335.30029296875,5332.1002197265625,2.8999999165534973,-0.3999999910593033,0.0,-2823.5000610351562,255.0,0.0,True,0.009557612937276829,2.7099108515338632,-0.00011282272291605412,True,False,False,False,11.0,False,,enpitsu,76561198039309853,27,0.0,4177.18994140625,17.049999237060547,0.0,-8976.300048828125,3.1999999284744263,0.5999999865889549,0.0,0.0,255.0,255.0,,0.01660950047656108,-1.5708187333786128,-1.8693381852417972e-07,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,21.0,-11.899999618530273,175.75,80.76000213623047,-4427.900085449219,-16299.300537109375,1259.5999908447266,4649.599914550781,1490.5000305175781,2531.6000366210938,128.0,154.0,,0.8009666988256563,-1.8461885004955207,-0.3933604538611938,True,3,4,False,0.0,False,
8,1058,13,False,False,1,8905.701858570952,-3964.93994140625,-2322.090087890625,631.280029296875,13791.600341796875,23607.80029296875,1021.9999694824219,-1750.3999328613281,-3106.400146484375,-4825.4998779296875,1.0,-0.5099754878824156,2.997970452655883,1.477838925247988,76561198039309853,enpitsu,27.0,-4058.75,-2495.27001953125,664.4199829101562,2280.5999755859375,16619.100341796875,6904.89990234375,-4418.2000732421875,2886.099853515625,1410.7000732421875,255.0,0.0,,0.19022490390095145,1.538461563739422,1.6533028523001934,True,2,1,212.63738490689187,True,False,,bf81d8692db,games5425898691,21.0,3655.1201171875,156.97999572753906,16.110000610351562,743.0000305175781,-11164.599609375,161.39999389648438,20.0,59.49999809265137,-2478.800048828125,255.0,0.0,,-0.008363996410021952,-1.4377864442987338,0.002165034690127546,True,6,False,6,255.0,False,160.0,Slaig_YT,76561198985416482,5,-2135.610107421875,1239.1199951171875,16.989999771118164,-11322.39990234375,3927.0001220703125,5.299999713897705,-0.0,0.7000000029802322,-2294.199981689453,255.0,1.0,False,-0.009573098823493578,0.38824885551153443,-5.1210741776501164e-05,True,4,167.0,False,4,False,,®ЯΔIΠ MΔΠ®,76561198139461377,18.0,-3946.0400390625,990.3499755859375,44.77000045776367,-98.90000343322754,12946.8994140625,59.000000953674316,27.100000381469727,102.70000457763672,96.00000381469727,255.0,128.0,False,-0.004922532646346656,1.5352710041070747,0.44515432100627633,True,4,4,False,255.0,False,
9,1101,14,False,False,0,6894.193398704077,1874.1600341796875,-1173.1700439453125,154.5399932861328,-11802.5,19790.6005859375,7829.7998046875,4294.800109863281,-923.3999633789062,-4086.6000366210938,0.0,-1.1249963835466754,0.06251449333526787,2.7018918133799805,76561198139461377,®ЯΔIΠ MΔΠ®,18.0,1892.800048828125,-1353.300048828125,102.79000091552734,-17992.80029296875,9954.299926757812,2705.5999755859375,444.70001220703125,-2348.6000061035156,1462.1000671386719,255.0,0.0,,0.015769220263119825,2.569563002007027,-0.13374520362024395,True,6,5,158.8676128054178,True,False,,76561198985416482,Slaig_YT,5.0,2005.93994140625,-2018.72998046875,126.1500015258789,-7226.9000244140625,4510.7000732421875,2625.7000732421875,1294.7000122070312,1514.6000671386719,-1207.6000213623047,255.0,128.0,False,-0.439172364475174,2.143291527906346,0.06326231986868827,True,4,False,6,116.68049906146142,True,,enpitsu,76561198039309853,27,3112.8701171875,-716.9099731445312,595.6500244140625,-6365.2001953125,-21270.50048828125,-5119.89990234375,-2482.100067138672,-50.70000171661377,238.29999923706055,128.0,128.0,False,0.17766428657472522,-1.5053356499379038,0.20796150741267092,True,2,210.0,False,2,False,,games5425898691,bf81d8692db,21.0,-1511.6300048828125,1085.510009765625,17.020000457763672,22269.19921875,4973.2000732421875,1.1999999731779099,-0.19999999552965164,-0.19999999552965164,-11.799999475479126,255.0,128.0,,0.009608437311681086,0.21820789109796584,2.677876346502785e-05,True,6,6,False,186.0,False,
