,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
34,1654,54,False,False,1,2608.432191429024,2570.1201171875,3139.68994140625,149.5399932861328,4304.89990234375,12074.000244140625,348.3000183105469,-1837.4000549316406,-1433.0999755859375,-3916.099853515625,1.0,0.30407349745736545,-2.9022442704660842,-1.3777470287058724,bcab7761f6b,Azoor Ahai,9.0,2533.31005859375,3011.56005859375,17.0,5790.3997802734375,8944.099731445312,3.400000035762787,-1.899999976158142,-5.699999928474426,886.6000366210938,255.0,128.0,,-0.009635880695013635,2.1175410206125593,8.730378868094866e-05,True,226.0,False,24,6,18,,b0ec9132e2b,V4ste,9.0,1622.0799560546875,-2526.8701171875,17.0,-570.9999847412109,18853.399658203125,0.9000000357627869,-0.0,-0.7000000029802322,-5.899999737739563,255.0,,,-0.009590043576864318,1.5413256383731804,8.028139945442436e-05,True,22,14,6,239.3236643780944,True,,enpitsu,76561198039309853,26.0,478.1099853515625,5196.89990234375,17.049999237060547,-2456.6000366210938,1598.8999938964844,2.5999999046325684,-1.4000000059604645,-2.7000001072883606,0.0,,,,-0.016953697664763852,-2.564537421352493,-6.687863340866097e-06,True,255.0,False,10,False,8,,games5425898691,bf81d8692db,25.0,-367.69000244140625,390.30999755859375,90.01000213623047,-524.5999908447266,22881.0009765625,-162.90000915527344,-5310.4998779296875,-1424.1000366210938,140.50000190734863,255.0,128.0,,-0.3870411473471743,-1.9512974235175617,-3.1206110070244106,True,11,4,16,86.0,False,
35,1668,54,False,False,1,2354.458190465609,2778.93994140625,3726.489990234375,94.37000274658203,3504.2001342773438,10536.400146484375,1577.2999572753906,-4884.5001220703125,513.1999969482422,-3446.400146484375,1.0,1.150794873501088,-0.1358894979435648,-0.501375314886411,bcab7761f6b,Azoor Ahai,9.0,2837.8798828125,3504.909912109375,17.0,7728.599853515625,10960.999755859375,1.0000000149011612,-0.0,-0.09999999776482582,-59.80000019073486,255.0,128.0,,-0.009575774555315915,2.1920314820967266,5.111715074071288e-05,True,210.33686905009773,True,24,6,18,,b0ec9132e2b,V4ste,9.0,1598.0400390625,-1708.510009765625,17.0,-562.2999954223633,19266.400146484375,3.1999999284744263,-0.0,-0.7000000029802322,0.0,255.0,,,-0.00959005582383651,1.5416264168613554,7.883943489156663e-05,True,22,14,6,208.0,False,,enpitsu,76561198039309853,26.0,419.4100036621094,5235.06982421875,17.049999237060547,985.5000305175781,-641.5000152587891,2.5999999046325684,-0.3999999910593033,-0.09999999776482582,0.0,128.0,,,-0.01658051155244202,-2.5645385803004395,2.5300799965952874e-05,True,255.0,False,10,False,8,,games5425898691,bf81d8692db,24.0,-391.239990234375,1511.2099609375,68.51000213623047,-463.6000061035156,22830.400390625,-1424.7999572753906,-2822.5,-701.5000152587891,178.09999465942383,255.0,128.0,,0.6555060296983392,1.4733828029415772,0.13826713950122999,True,12,4,16,86.0,False,
36,1690,55,False,False,1,2228.1629557564092,3042.1298828125,4540.97021484375,95.33000183105469,-5013.999938964844,7905.2001953125,2868.800048828125,-3348.3999633789062,2035.5000305175781,2577.5,1.0,0.08751447765367108,-1.7018583070892013,-1.6154863968775561,bcab7761f6b,Azoor Ahai,9.0,3164.719970703125,4578.77001953125,20.90999984741211,-3164.5999145507812,13048.00048828125,905.5999755859375,1841.6000366210938,-1453.9999389648438,2323.2000732421875,255.0,255.0,,0.07318112203567105,1.2919844138695413,-0.08812495645012006,True,255.0,False,24,6,18,,b0ec9132e2b,V4ste,9.0,1543.72998046875,-55.04999923706055,17.0,-1898.9999389648438,19104.000244140625,3.4999999403953552,-0.0,-0.3999999910593033,1560.5999755859375,255.0,255.0,,-0.009579818064136226,1.4436373952538963,0.0002276598684528004,True,22,14,6,208.0,False,,enpitsu,76561198039309853,26.0,444.67999267578125,5218.52978515625,17.049999237060547,13.200000524520874,-8.299999833106995,2.5999999046325684,0.5999999865889549,0.29999999329447746,0.0,128.0,,,-0.016834907687381002,-2.5645375639262498,-2.7704601130584022e-05,True,255.0,False,10,False,8,,games5425898691,bf81d8692db,24.0,-928.3099975585938,3305.659912109375,17.010000228881836,-11667.60009765625,18545.6005859375,2.0999999344348907,1.1999999731779099,-1.5999999642372131,-1055.199966430664,255.0,0.0,,-0.009602255331646792,1.0193393951520306,-0.00016931259721305223,True,12,4,16,117.0,False,7.0
37,1703,55,False,False,1,1933.4100403474251,2814.409912109375,4899.6298828125,157.75,-5027.300109863281,3662.0999145507812,3659.7000122070312,-5418.699951171875,69.00000095367432,1420.2999877929688,1.0,0.10266045326031441,2.8060840728217276,2.9862902975912364,bcab7761f6b,Azoor Ahai,9.0,2811.929931640625,4949.60009765625,31.540000915527344,-4524.599914550781,1729.1999816894531,-215.79999923706055,-233.89999389648438,448.49998474121094,-238.60000610351562,0.0,0.0,,-0.09313137012250727,0.2850392552131203,-0.3725120326489091,True,255.0,False,24,6,18,,b0ec9132e2b,V4ste,9.0,1383.5999755859375,740.969970703125,17.0,-4213.0999755859375,18384.69970703125,3.3000001311302185,-0.5000000074505806,0.19999999552965164,2.0999999344348907,128.0,128.0,,-0.009609133690165049,1.345208071489491,-3.2546167081437806e-05,True,22,14,6,208.0,False,,enpitsu,76561198039309853,26.0,444.7699890136719,5218.47021484375,17.049999237060547,111.70000076293945,-72.69999980926514,2.5999999046325684,-0.5999999865889549,-1.5000000596046448,0.0,255.0,0.0,,-0.01681421968987471,-2.564537617123743,-2.1563623070450286e-05,True,255.0,False,10,False,8,,games5425898691,bf81d8692db,24.0,-1139.5400390625,4121.330078125,17.010000228881836,2565.2999877929688,17191.500244140625,2.3000000417232513,0.5000000074505806,-0.19999999552965164,-1918.3000183105469,128.0,0.0,,-0.009686558518228347,1.7892150248581054,4.757263612222554e-06,True,12,4,16,117.0,False,
38,1743,57,False,False,1,1351.5173374320946,2216.409912109375,4851.7001953125,99.18000030517578,-2694.7000122070312,-279.0999984741211,2827.5,306.1000061035156,-2954.7000122070312,-2856.6000366210938,1.0,0.23066488312299097,1.5316885861169707,1.7712729961084628,bcab7761f6b,Azoor Ahai,9.0,2078.18994140625,4934.89990234375,16.209999084472656,-4317.099914550781,-6517.9998779296875,-305.0,-757.2000122070312,-759.3000030517578,2546.9000244140625,255.0,255.0,False,-0.006355287898792799,-1.1325006715010497,-0.014492434578549113,True,255.0,False,24,6,18,,b0ec9132e2b,V4ste,9.0,977.6199951171875,2063.760009765625,17.0,797.9000091552734,-2457.100067138672,3.400000035762787,0.7000000029802322,0.09999999776482582,0.0,0.0,128.0,,-0.009801243446981679,1.2567051449832556,7.125461346593072e-06,True,22,14,6,208.0,False,,enpitsu,76561198039309853,26.0,1655.1300048828125,4891.77001953125,19.479999542236328,16980.2001953125,-1023.6000061035156,2958.599853515625,-0.5000000074505806,0.19999999552965164,136.40000343322754,255.0,128.0,,-0.016765481539987907,-3.0928974410734758,-5.751151351400359e-05,True,179.79863213467343,True,12,False,9,,games5425898691,bf81d8692db,24.0,86.68000030517578,5065.06005859375,17.010000228881836,8785.2001953125,-1726.1000061035156,2.0999999344348907,1.1999999731779099,-0.29999999329447746,-293.4000015258789,255.0,128.0,,-0.0095437947730701,-2.926576225150514,9.320491357809354e-05,True,12,4,16,117.0,False,
39,1747,57,False,False,0,10067.779305890812,-2189.110107421875,-4844.39013671875,137.88999938964844,-25514.7998046875,4492.900085449219,10554.000244140625,986.1000061035156,5801.300048828125,-1170.999984741211,0.0,-0.32795070762851325,-1.8108478404118602,1.234703269767112,76561198039309853,enpitsu,26.0,-1923.280029296875,-4872.52978515625,69.02999877929688,-22669.599609375,2111.4999389648438,3243.800048828125,-400.09998321533203,-2949.7000122070312,-1293.6000061035156,255.0,128.0,,0.09840425021973874,2.9632196680415297,-0.005601828847055275,True,177.0,False,12,False,9,,bf81d8692db,games5425898691,24.0,-238.8000030517578,-5023.47021484375,17.010000228881836,-9354.7998046875,3284.2001342773438,2.0999999344348907,-3.700000047683716,1.1999999731779099,-1065.5999755859375,255.0,127.0,,0.009537090382459468,2.779822123702913,-6.0505802118909e-05,True,16,12,4,117.0,False,,V4ste,b0ec9132e2b,9.0,-994.239990234375,-2012.530029296875,17.0,-1373.0999755859375,4227.300109863281,3.400000035762787,-0.7999999821186066,-0.09999999776482582,0.0,0.0,128.0,,0.009786171931057517,-1.2567050865166753,4.738559668761894e-06,True,208.0,False,22,6,14,,Azoor Ahai,bcab7761f6b,9.0,-2040.06005859375,-4822.580078125,15.6899995803833,813.7000274658203,8151.7999267578125,-548.6999893188477,701.9000244140625,-3436.7999267578125,2546.1000061035156,255.0,255.0,False,-0.009123228209398444,1.5259275039762799,-0.022926620535616535,True,18,6,24,255.0,False,
40,1810,59,False,False,1,4618.74208678813,3992.5,1712.97998046875,287.32000732421875,-6977.2998046875,-12679.000244140625,1981.1000061035156,-3851.099853515625,-3034.5001220703125,3458.3999633789062,1.0,0.5999878037395437,-3.1320841402851833,-1.0042928981752552,bcab7761f6b,Azoor Ahai,9.0,4047.1298828125,1749.6700439453125,139.16000366210938,1310.5000305175781,-18436.500244140625,2146.9000244140625,1463.9999389648438,-1042.2000122070312,-875.2999877929688,128.0,0.0,True,0.016934674955702726,-1.5977785652948846,1.0629635566922992,False,220.0,False,26,6,20,,b0ec9132e2b,V4ste,9.0,1487.1300048828125,-553.8400268554688,94.29000091552734,-1075.2999877929688,-17453.1005859375,-146.40000343322754,2028.0000305175781,-3610.10009765625,3619.89990234375,255.0,128.0,,0.5373896603901722,-2.0257994890172775,-1.8037845046452063,True,24,15,6,208.0,False,,enpitsu,76561198039309853,26.0,3923.110107421875,2914.5400390625,31.450000762939453,-8663.599853515625,-20137.099609375,-3349.2999267578125,730.8000183105469,4490.400085449219,533.4999847412109,255.0,128.0,,-0.15848960131158474,-1.1540017260671314,0.30769260992333275,True,84.0,False,12,False,10,,games5425898691,bf81d8692db,24.0,3338.5,2811.6201171875,17.010000228881836,9607.19970703125,-20297.60009765625,2.0999999344348907,1.2999999523162842,-3.0000001192092896,-727.6999664306641,255.0,128.0,,-0.009592609190686987,-1.9620490118797216,6.532297537202404e-05,True,12,4,16,60.0,False,
41,1837,60,False,False,1,5240.680812067589,3313.110107421875,490.0199890136719,169.27999877929688,-16952.099609375,-2040.0,1841.4999389648438,-1954.6000671386719,-2886.7001342773438,4883.2000732421875,1.0,0.3611626855731906,-2.809916592490903,-0.7555385469041522,bcab7761f6b,Azoor Ahai,9.0,3463.199951171875,432.1199951171875,69.3499984741211,-8066.400146484375,-3011.400146484375,2887.7999877929688,-4573.800048828125,1532.2000122070312,-2642.3001098632812,0.0,0.0,False,0.09487587994475276,-0.4970302263963423,0.04682174359213488,False,182.33621517048087,True,28,6,21,,b0ec9132e2b,V4ste,9.0,1394.1199951171875,-2183.780029296875,17.010000228881836,-1738.5000610351562,-17305.6005859375,2.0999999344348907,-1.5000000596046448,-0.5999999865889549,-3.799999952316284,255.0,128.0,,-0.00969974452098806,-1.4701284959869056,-3.79320892113646e-05,True,24,16,6,208.0,False,,enpitsu,76561198039309853,26.0,3385.72998046875,1242.800048828125,17.059999465942383,-5482.39990234375,-12507.099609375,1.7000000178813934,1.5000000596046448,5.5000001192092896,-963.3000183105469,255.0,0.0,,-0.016788898889563,-1.1672652061028728,-0.00019457173862001025,True,84.0,False,12,False,10,,games5425898691,bf81d8692db,24.0,3391.239990234375,620.4400024414062,17.010000228881836,-5030.199890136719,-21110.70068359375,2.3000000417232513,-0.0,-0.0,-1917.2999572753906,255.0,7.0,False,-0.009579591523282421,-1.2823105419687553,-0.00023503019167891764,True,12,4,16,60.0,False,
42,1891,62,False,False,0,5329.73398170627,-355.239990234375,-162.22999572753906,99.45999908447266,8404.000244140625,18600.899658203125,5977.80029296875,3629.4000244140625,4719.5001220703125,743.7999725341797,0.0,0.4034662353651647,2.2429317483174116,-0.30033082519355564,76561198039309853,enpitsu,26.0,-373.1400146484375,-369.70001220703125,17.059999465942383,9210.0,14640.799560546875,1.1999999731779099,-1.2999999523162842,-3.700000047683716,1040.8000183105469,255.0,0.0,,0.016823820170200784,1.078577371149674,-0.00019851919177933826,True,13.0,False,12,False,10,,bf81d8692db,games5425898691,24.0,-833.6400146484375,2021.8499755859375,32.599998474121094,13136.99951171875,8118.499755859375,-1936.0000610351562,-2986.6000366210938,319.59999084472656,-4607.300109863281,255.0,128.0,False,0.2836508656950573,-0.5412767415394255,0.20023853790618235,True,18,14,4,90.0,False,,V4ste,b0ec9132e2b,9.0,432.55999755859375,3574.639892578125,17.010000228881836,11820.2001953125,-1029.7000122070312,2.3999999463558197,-1.2999999523162842,0.0,2090.0,128.0,255.0,,0.009646595708117687,-0.04660986458395928,0.00014749069294692473,True,208.0,False,24,6,16,,Azoor Ahai,bcab7761f6b,9.0,,,,,,,,,,,,,,,,False,,,,,,
43,1972,65,False,False,1,10248.792966211859,-1967.6600341796875,-4700.58984375,93.51000213623047,-19148.800048828125,-2323.5000610351562,600.0,4425.10009765625,-2355.2999877929688,3297.0001220703125,1.0,-1.1058936577251302,0.9611708014303808,2.542939335758764,b0ec9132e2b,V4ste,9.0,-1802.800048828125,-4785.75,119.37000274658203,-10066.599731445312,-899.5999908447266,744.0000152587891,4066.7001342773438,-3057.7999877929688,2088.2000732421875,255.0,255.0,,-0.6482218049804939,0.4971091920318585,-0.997095413659048,True,208.0,False,26,6,17,,bcab7761f6b,Azoor Ahai,9.0,-3424.699951171875,-4134.8798828125,16.989999771118164,-10050.999755859375,-4657.699890136719,5.099999904632568,0.7999999821186066,0.29999999329447746,2902.7999877929688,255.0,255.0,False,-0.009549841376888323,-0.5766581162355152,3.575556890722941e-05,True,False,False,False,255.0,False,,enpitsu,76561198039309853,26.0,-2041.6300048828125,-4084.39990234375,171.8800048828125,-7371.7999267578125,-15722.60009765625,920.8000183105469,2563.5000610351562,-1201.500015258789,0.0,128.0,,,-0.4144832664755691,-1.1324141997593942,-5.971347536239915e-05,True,,False,14,False,11,,games5425898691,bf81d8692db,24.0,-1322.0799560546875,-1248.25,17.010000228881836,-12288.1005859375,-6813.499755859375,2.0999999344348907,-0.5000000074505806,-0.09999999776482582,35.09999990463257,255.0,128.0,,-0.009593476863183792,-0.5112602124186939,-7.446128974053516e-05,True,14,4,18,121.0,False,
44,2067,69,False,False,0,5126.526859955341,3911.429931640625,3359.580078125,116.63999938964844,-5506.099853515625,10737.7001953125,-379.00001525878906,-1371.4999389648438,-2841.9000244140625,5103.0999755859375,0.0,0.9355485875631424,-0.40952048906007704,2.2294373968556758,76561198039309853,enpitsu,26.0,3909.2099609375,3191.5400390625,69.2699966430664,10251.8994140625,3205.4998779296875,2862.3001098632812,-4212.9998779296875,13.899999856948853,3353.9999389648438,128.0,255.0,,0.01809061763497103,0.037104719391593405,-0.051368809398013415,True,,False,16,False,13,,bf81d8692db,games5425898691,24.0,3160.780029296875,-1658.6400146484375,17.010000228881836,-7140.5999755859375,454.7999954223633,2.3999999463558197,-0.19999999552965164,0.0,-2222.5999450683594,128.0,0.0,,0.009637757675138336,3.054021829020924,-2.8063825668111195e-05,True,18,14,4,255.0,False,,V4ste,b0ec9132e2b,9.0,3883.760009765625,4147.89990234375,263.8299865722656,3523.2000732421875,-4773.900146484375,-10672.39990234375,-927.6999664306641,1058.0000305175781,-1062.300033569336,255.0,128.0,,1.0525297286379653,-0.935258882825939,1.498405524287439,True,183.0,False,26,6,18,,Azoor Ahai,bcab7761f6b,9.0,4073.9599609375,3677.489990234375,1250.77001953125,31.19999885559082,-445.40000915527344,-1104.800033569336,-504.7999954223633,268.99999618530273,-3.8999998569488525,255.0,255.0,False,0.48775269113387687,1.6547066171603033,-1.5682665178042148,True,False,False,False,255.0,False,
45,2076,69,False,False,1,9965.035532447706,-3732.639892578125,-3684.830078125,106.66999816894531,13795.6005859375,10960.0,9213.900146484375,5514.4000244140625,2132.2000122070312,-1021.8000030517578,1.0,-0.3423590307873656,-0.7256838615611013,1.2966350280410712,b0ec9132e2b,V4ste,9.0,-3824.280029296875,-3845.0,18.950000762939453,5043.399963378906,10838.199462890625,-1262.0999908447266,921.2000274658203,-2637.2000122070312,-298.50000381469727,128.0,0.0,,-0.08811285912552953,2.0129468542747144,0.13036042875277515,True,183.0,False,26,6,18,,bcab7761f6b,Azoor Ahai,9.0,-4064.090087890625,-3751.4599609375,1138.510009765625,609.0999984741211,-3732.5,-5183.2000732421875,-476.3999938964844,-197.80000686645508,300.2000045776367,255.0,0.0,False,-0.9698112413170747,-1.7291146346351736,-1.574782945668234,True,False,False,False,255.0,False,,enpitsu,76561198039309853,26.0,-4041.719970703125,-3261.3701171875,135.72999572753906,-459.0999984741211,-1607.4000549316406,411.30001068115234,1380.3999328613281,-610.4000091552734,1269.3000030517578,128.0,255.0,,0.27555485357983267,-1.4438830692980054,-0.9809255962124239,True,,False,16,False,14,,games5425898691,bf81d8692db,24.0,-2922.010009765625,1535.6500244140625,17.010000228881836,6687.9998779296875,-6127.2998046875,2.0999999344348907,-0.09999999776482582,0.19999999552965164,-423.80001068115234,255.0,128.0,,-0.00951515912474013,-2.3596290788634358,0.000249967527596688,True,14,4,18,255.0,False,
46,2142,71,False,False,0,4186.044761556299,575.219970703125,1221.010009765625,428.44000244140625,3808.9999389648438,28979.69970703125,3914.5001220703125,-3819.2001342773438,-2473.0999755859375,-1593.0999755859375,0.0,0.07797088227849121,-0.20957316282574895,-0.46221015144140715,bf81d8692db,games5425898691,24.0,510.57000732421875,1004.1300048828125,351.1700134277344,-2809.2999267578125,22469.09912109375,4030.7000732421875,-3375.8999633789062,2224.9000549316406,3728.599853515625,255.0,77.0,,-0.29010667821285874,1.3023926472337808,0.7335335210927582,True,171.62503194039866,True,20,4,15,,76561198039309853,enpitsu,26.0,3547.06005859375,2259.330078125,17.059999465942383,2283.800048828125,-13949.89990234375,-3.8999998569488525,0.09999999776482582,-0.7000000029802322,0.0,255.0,128.0,False,0.016751551788457095,-1.408501395089668,-3.846859865551886e-05,True,16,14,False,5.944025598546514,True,,V4ste,b0ec9132e2b,10.0,552.030029296875,1339.8599853515625,212.25,-14838.00048828125,-17232.099609375,3447.6998901367188,-952.3000335693359,987.0999908447266,883.8999938964844,128.0,128.0,,-0.7661654926140093,-1.7045732004975886,-0.2545870055208279,True,41.81323010434387,True,28,6,18,,Azoor Ahai,bcab7761f6b,9.0,1108.8299560546875,4853.669921875,16.700000762939453,-17257.60009765625,-8507.000122070312,71.90000057220459,150.2999973297119,25.69999933242798,717.7999877929688,128.0,255.0,False,0.006564430949144304,-2.6610625999901982,0.009412189823941337,True,False,False,False,183.0,False,
47,2197,73,False,False,1,9341.979615262358,-1221.4300537109375,-3958.85009765625,107.29000091552734,-19859.200439453125,9960.399780273438,6104.6002197265625,-4710.4998779296875,245.10000228881836,-3708.2000732421875,1.0,0.8772917165937507,1.4285160493391567,2.865507199738888,bcab7761f6b,Azoor Ahai,9.0,-1027.22998046875,-3964.39990234375,48.95000076293945,-11705.999755859375,-875.4000091552734,3401.400146484375,10.199999809265137,2.0000000298023224,288.700008392334,255.0,0.0,False,-0.009516072811157277,-0.14318316561501138,-0.0012376510342349525,True,140.92514406481098,True,4,False,False,,b0ec9132e2b,V4ste,10.0,703.8499755859375,2307.72998046875,17.010000228881836,9200.0,12008.900146484375,3.400000035762787,2.0000000298023224,-0.0,-3269.7000122070312,255.0,0.0,False,-0.009687770231605112,2.481198692968491,-9.560125573688487e-05,False,28,20,6,27.0,False,,enpitsu,76561198039309853,26.0,-3702.860107421875,1054.6700439453125,17.059999465942383,-680.5999755859375,16599.300537109375,1.1999999731779099,-0.0,-0.5000000074505806,0.0,255.0,128.0,False,-0.016787437841942417,1.5298235346906768,4.635108269886441e-05,False,0.0,False,16,False,14,,games5425898691,bf81d8692db,24.0,440.2799987792969,-4762.27001953125,17.010000228881836,10695.6005859375,-10672.2998046875,2.5999999046325684,-1.1999999731779099,0.19999999552965164,1978.3000183105469,128.0,255.0,,-0.009682870512081927,-2.421205418799692,7.14633284514739e-05,True,16,4,20,162.0,False,
48,2278,76,False,False,1,7734.143473901589,-2582.56005859375,-1767.719970703125,110.30999755859375,7878.599853515625,15563.699951171875,1239.8999786376953,792.2000122070312,5829.6002197265625,-1177.699966430664,1.0,-1.0522428144725366,-1.910702843362057,-1.8898691854380307,bcab7761f6b,Azoor Ahai,9.0,-2596.0,-1895.1500244140625,16.25,2755.1998901367188,11274.89990234375,-103.4000015258789,-44.099998474121094,-6.1000001430511475,816.9000244140625,255.0,255.0,False,-0.008422460153628984,1.7867916004344768,0.00392924256388855,False,124.83073547578627,True,4,False,4,,b0ec9132e2b,V4ste,9.0,3504.93994140625,-595.9500122070312,17.010000228881836,-10413.800048828125,-1400.8999633789062,2.199999988079071,-5.600000023841858,-0.3999999910593033,-1493.6000061035156,255.0,128.0,False,-0.009545364789458976,-0.062046001037772094,8.572241216938665e-05,True,30,22,6,255.0,False,,enpitsu,76561198039309853,26.0,-1549.81005859375,4977.5400390625,21.540000915527344,15813.900146484375,-349.59999084472656,-51.30000114440918,-243.70000839233398,22.59999990463257,-148.50000381469727,0.0,0.0,False,-0.025707961145190385,-3.106804950430278,0.15499225487626123,True,255.0,False,16,False,14,,games5425898691,bf81d8692db,24.0,150.27999877929688,-1299.4599609375,17.010000228881836,-11956.500244140625,13929.89990234375,2.3999999463558197,0.7999999821186066,-0.09999999776482582,1874.1000366210938,255.0,252.0,,-0.009637929911948506,0.8027363426197287,7.646352665438292e-05,True,18,4,22,168.0,False,
49,2292,77,False,False,1,6816.4481136910545,-2166.580078125,-949.7100219726562,98.11000061035156,7588.0999755859375,14242.60009765625,865.2999877929688,-1903.2000732421875,5592.39990234375,-1049.5999908447266,1.0,1.3703363726500628,0.418512707515376,2.7009684027774012,bcab7761f6b,Azoor Ahai,9.0,-2240.969970703125,-1275.530029296875,16.989999771118164,12537.900390625,9856.199951171875,4.099999964237213,-0.0,-0.0,-429.90001678466797,255.0,128.0,False,-0.009597055423957742,2.5181403048581505,0.00020747536179846184,False,87.0,False,4,False,4,,b0ec9132e2b,V4ste,9.0,2896.429931640625,-588.5700073242188,17.010000228881836,-12333.199462890625,1703.2000732421875,2.199999988079071,-5.799999833106995,0.7000000029802322,-1378.800048828125,255.0,128.0,False,-0.009555186561514814,0.173951261892704,-0.00015626069545511906,True,30,22,6,255.0,False,,enpitsu,76561198039309853,26.0,-1006.0999755859375,4882.14013671875,17.049999237060547,2418.5000610351562,-1483.5000610351562,2.800000011920929,1.4000000059604645,-1.7000000178813934,-232.80000686645508,128.0,255.0,False,-0.017060093595081923,-2.5543773178300695,-1.0639900654865363e-06,True,255.0,False,16,False,14,,games5425898691,bf81d8692db,24.0,-775.1599731445312,-686.7999877929688,17.010000228881836,-18713.699951171875,11284.3994140625,-0.09999999776482582,-1.4000000059604645,0.7000000029802322,-185.49999237060547,255.0,128.0,,-0.009586771803582108,0.554141380039793,5.112415525786755e-06,True,18,4,22,163.5529978454754,True,
50,2306,77,False,False,0,5563.6759793297015,1806.4599609375,276.75,100.61000061035156,6407.9998779296875,7511.500244140625,7062.80029296875,928.3999633789062,-3979.2999267578125,4393.500061035156,0.0,1.13919547862292,2.8239836639523377,-2.1896634373550805,bf81d8692db,games5425898691,24.0,1763.8599853515625,162.7899932861328,16.100000381469727,20539.29931640625,-6865.9002685546875,-719.0000152587891,3727.0001220703125,-2100.800018310547,1440.2999877929688,255.0,255.0,,-0.000984020856729932,-0.18247598272104038,0.03513669915676535,True,135.0,False,22,4,18,,76561198039309853,enpitsu,26.0,946.1099853515625,-4851.39990234375,17.049999237060547,-1.1999999731779099,-0.09999999776482582,2.5999999046325684,-0.19999999552965164,0.5000000074505806,0.09999999776482582,128.0,128.0,False,0.016860396599266664,2.6905377446774437,-2.1445720815184778e-05,True,16,14,False,255.0,False,,V4ste,b0ec9132e2b,9.0,-2246.570068359375,438.6000061035156,17.010000228881836,13290.999755859375,-3300.4998779296875,2.0999999344348907,-0.5999999865889549,0.0,-0.09999999776482582,255.0,128.0,False,0.00958807673394946,-0.24345101062981092,4.997064508296424e-05,True,255.0,False,30,6,22,,Azoor Ahai,bcab7761f6b,9.0,1825.510009765625,739.469970703125,16.989999771118164,-4737.300109863281,-15666.099853515625,4.799999892711639,0.5999999865889549,0.09999999776482582,1977.5999450683594,128.0,255.0,False,0.009609114967610315,-1.7953083781488792,3.771686443102495e-05,False,4,False,4,104.0,False,
