,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,169,0.0,False,False,1,5164.3820054594935,24.75,49.63999938964844,97.87999725341797,11146.099853515625,23754.29931640625,2938.0999755859375,5101.700134277344,-3128.800048828125,-426.8000030517578,1.0,-0.08145233315977074,0.016779548138306254,-0.135205316386181,7666040294073637342,SepTriX19,8.0,-47.08000183105469,-151.52999877929688,88.5999984741211,11138.1005859375,17170.10009765625,2104.600067138672,-3961.300048828125,769.4000244140625,3737.0999145507812,128.0,144.0,False,-0.7839029434352507,1.908208578322609,0.1834550871767334,True,0.0,False,4,3,False,,4165140070931650861,Gabireel,12.0,-0.0,-2467.860107421875,16.670000076293945,0.7999999821186066,13691.800537109375,80.69999694824219,16.59999966621399,0.09999999776482582,0.0,255.0,,,-0.017654766704025,1.5708864329790782,-8.4255932396575e-06,True,146.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-0.0,2820.860107421875,17.049999237060547,-0.0,-8513.599853515625,2.5999999046325684,-0.19999999552965164,-0.0,0.0,255.0,,False,-0.016807813432039555,-1.570775372233716,-2.356888201565208e-07,True,146.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,115.29000091552734,521.6300048828125,55.470001220703125,-3284.7000122070312,-22578.00048828125,2851.6000366210938,2605.7000732421875,187.09999084472656,416.6999816894531,128.0,137.0,-0.05560148440193692,-1.474434868549125,-0.014869482856364446,True,4,3,False,0.0,False,,
1,170,0.0,False,False,0,5347.439741049237,-76.68000030517578,-144.3000030517578,121.30999755859375,-5728.599853515625,10629.69970703125,10542.7001953125,5509.89990234375,-1231.3999938964844,2030.5999755859375,0.0,0.1551511240673398,0.05555256188849511,-0.1311513234091298,bf81d8692db,games5425898691,17.0,-82.41000366210938,-295.8399963378906,80.47000122070312,3284.7000122070312,22578.00048828125,2201.199951171875,-5499.4000244140625,-24.700000286102295,-70.19999980926514,128.0,131.0,,0.7423231973424967,1.4507976511035554,-0.09754374804673195,True,0.0,False,4,3,False,,76561198039309853,enpitsu,27.0,0.0,-2820.860107421875,17.049999237060547,0.0,8513.599853515625,2.5999999046325684,0.19999999552965164,0.0,0.0,255.0,,False,0.016807813432039555,1.570775372233716,-2.356888201565208e-07,True,146.0,False,False,False,False,,SepTriX19,7666040294073637342,8.0,47.08000183105469,151.52999877929688,88.5999984741211,-11138.1005859375,-17170.10009765625,2104.600067138672,3961.300048828125,-769.4000244140625,3737.0999145507812,128.0,144.0,False,0.7839029434352507,-1.908208578322609,0.1834550871767334,True,0.0,False,4,False,3,,Gabireel,4165140070931650861,12.0,0.0,2376.110107421875,16.959999084472656,-0.9000000357627869,-13815.799560546875,24.600000381469727,-5.400000214576721,0.0,0.0,255.0,,0.017021503881815284,-1.5708918341591125,-8.12925264583653e-07,True,4,4,False,146.0,False,,
2,171,0.0,False,False,1,5085.724544028728,108.5999984741211,115.5999984741211,164.6699981689453,19485.899658203125,17884.100341796875,12849.000244140625,4593.0999755859375,-2266.6000366210938,-3124.89990234375,1.0,-0.13876942519471352,-0.0929415619672073,-0.02917622314683697,7666040294073637342,SepTriX19,8.0,45.720001220703125,-8.430000305175781,98.7699966430664,11138.1005859375,17170.10009765625,75.9000015258789,-4906.700134277344,2484.600067138672,9.100000262260437,128.0,69.0,False,-1.3261165978907379,1.3891372839563048,0.6196641988669668,True,0.0,False,4,3,False,,4165140070931650861,Gabireel,12.0,-0.0,-2376.110107421875,16.959999084472656,0.9000000357627869,13815.799560546875,24.600000381469727,5.400000214576721,-0.0,0.0,255.0,,,-0.017021503881815284,1.5708918341591125,-8.12925264583653e-07,True,146.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-0.0,2747.22998046875,17.049999237060547,-0.0,-9094.099731445312,2.5999999046325684,-0.5999999865889549,-0.0,0.0,255.0,,False,-0.0167315166346791,-1.570774732469808,-2.398246531218863e-07,True,146.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,82.41000366210938,295.8399963378906,80.47000122070312,-3284.7000122070312,-22578.00048828125,2201.199951171875,5499.4000244140625,24.700000286102295,-70.19999980926514,128.0,131.0,-0.7423231973424967,-1.4507976511035554,-0.09754374804673195,True,4,3,False,0.0,False,,
3,172,0.0,False,False,0,5309.5929701965315,-146.8000030517578,-116.47000122070312,194.91000366210938,-23536.201171875,4917.39990234375,12428.800048828125,2773.0999755859375,-941.9999694824219,5236.5997314453125,0.0,0.07698501695939602,0.24446816510203614,0.013155244498609626,bf81d8692db,games5425898691,17.0,-68.41999816894531,-172.52999877929688,85.2699966430664,-221.8000030517578,11860.0,512.400016784668,2134.199981689453,-2552.5,4379.4000244140625,128.0,131.0,,0.9876336169758169,1.4986135907528826,-0.5327816946822365,True,0.0,False,4,3,False,,76561198039309853,enpitsu,27.0,0.0,-2747.22998046875,17.049999237060547,0.0,9094.099731445312,2.5999999046325684,0.5999999865889549,0.0,0.0,255.0,,False,0.0167315166346791,1.570774732469808,-2.398246531218863e-07,True,146.0,False,False,False,False,,SepTriX19,7666040294073637342,8.0,-45.720001220703125,8.430000305175781,98.7699966430664,-11138.1005859375,-17170.10009765625,75.9000015258789,4906.700134277344,-2484.600067138672,9.100000262260437,128.0,69.0,False,1.3261165978907379,-1.3891372839563048,0.6196641988669668,True,0.0,False,4,False,3,,Gabireel,4165140070931650861,12.0,0.0,2271.93994140625,17.049999237060547,-0.9000000357627869,-13945.30029296875,5.299999713897705,-1.1999999731779099,0.0,0.0,255.0,,0.016807872707948066,-1.5708937363773487,-8.18306627379037e-07,True,4,4,False,146.0,False,,
4,264,3.0,False,False,1,6622.144359181072,1915.0899658203125,-1403.260009765625,651.7100219726562,10564.3994140625,8012.19970703125,2804.2999267578125,-1273.499984741211,-2397.2999572753906,4779.599914550781,1.0,0.3495586157112819,-1.2275223062144809,0.4578360641056852,4165140070931650861,Gabireel,11.0,1784.8699951171875,-1513.8800048828125,523.5700073242188,4592.099914550781,-1460.5999755859375,893.6000061035156,-410.29998779296875,303.6000061035156,4904.200134277344,255.0,127.0,,1.0472507786430887,2.6420017424922726,-0.4151544633343288,True,109.0,False,6,4,4,,7666040294073637342,SepTriX19,8.0,4051.510009765625,-643.469970703125,149.85000610351562,-947.2000122070312,-14850.30029296875,-2142.2000122070312,1406.9999694824219,806.2000274658203,-532.400016784668,255.0,72.0,False,-0.1862951694027375,-1.4976636916827488,1.1301592486200411,True,208.3750796189872,True,6,6,False,,enpitsu,76561198039309853,26.0,748.9199829101562,3988.719970703125,17.049999237060547,-808.7999725341797,-4764.2999267578125,2.5999999046325684,1.0999999940395355,2.0000000298023224,905.6999969482422,0.0,128.0,False,-0.016792392943506543,-1.459082696472989,-0.0003353430808257278,True,146.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,2422.800048828125,-677.97998046875,17.010000228881836,7259.4000244140625,11403.199462890625,2.3000000417232513,-0.19999999552965164,-0.0,2242.7999877929688,255.0,255.0,-0.00955018530005852,2.06967481625076,3.1417695579036414e-05,False,4,4,False,31.0,False,,
5,378,7.0,False,False,0,6528.989101082941,-3457.1298828125,-865.6900024414062,189.9199981689453,-724.5999908447266,21038.60107421875,10930.699462890625,5925.7000732421875,930.9999847412109,-137.89999961853027,0.0,0.24254366325391113,0.6446431596233382,2.182142157431005,76561198039309853,enpitsu,26.0,-3446.2900390625,-1020.3200073242188,113.70999908447266,-3755.4998779296875,22590.90087890625,2081.7999267578125,-5237.19970703125,-1668.699951171875,191.20000839233398,255.0,128.0,False,0.6405693323347208,1.9050074130056731,0.022251917564207892,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,18.0,-1931.9200439453125,-3398.43994140625,17.010000228881836,-634.7000122070312,16883.900146484375,-0.29999999329447746,0.0,0.7999999821186066,3.0000001192092896,255.0,128.0,,0.009592804290011095,1.6088509814549516,-4.637711591678109e-05,True,210.46682996134604,True,6,6,False,,SepTriX19,7666040294073637342,8.0,-2130.7099609375,2323.070068359375,17.010000228881836,-5984.89990234375,-15141.99951171875,2.0999999344348907,-1.0000000149011612,-2.8999999165534973,-999.0000152587891,230.0,128.0,,0.009578445654723464,-2.0155202722208485,0.00015744227702940326,True,217.0,False,6,False,6,,Gabireel,4165140070931650861,10.0,-2478.68994140625,5064.43994140625,66.97000122070312,13221.600341796875,-1779.7999572753906,-2008.0999755859375,-1075.4000091552734,1323.5000610351562,-1575.5999755859375,200.0,0.0,0.18318899171155154,-0.16456366453115617,0.8674919876501284,True,8,6,4,63.0,False,,
6,469,10.0,False,False,0,1898.8072061676944,-2635.570068359375,4378.83984375,202.86000061035156,17315.0,11522.80029296875,36.500000953674316,5376.9000244140625,737.0999908447266,2558.2000732421875,0.0,-0.957522386916095,-1.2460784377694385,-1.8753870331983273,76561198039309853,enpitsu,26.0,-2787.639892578125,4234.9501953125,97.23999786376953,14768.00048828125,8658.400268554688,2976.9000244140625,-1551.9999694824219,2664.4000244140625,-9.700000286102295,255.0,128.0,False,0.1103386380061318,0.5271780503712865,-2.6859369447264785e-05,True,0.0,False,4,3,False,,bf81d8692db,games5425898691,18.0,1466.800048828125,900.6099853515625,17.0,9867.39990234375,11659.000244140625,3.4999999403953552,0.0,-0.09999999776482582,1993.6000061035156,128.0,255.0,,0.009657805350558381,0.9359125120987084,1.507309640898441e-05,True,255.0,False,8,8,False,,SepTriX19,7666040294073637342,8.0,-240.85000610351562,5081.93994140625,17.010000228881836,-3274.89990234375,3275.4000854492188,2.0999999344348907,3.0000001192092896,0.3999999910593033,684.0000152587891,128.0,133.0,,0.009829376392640247,2.3897025290354956,-0.00015051788623852579,True,94.0,False,6,False,6,,Gabireel,4165140070931650861,10.0,-366.80999755859375,4362.7001953125,17.059999465942383,718.8999938964844,4468.2000732421875,1.8000000715255737,-0.29999999329447746,-0.3999999910593033,1891.9000244140625,160.0,255.0,0.016726787371494606,1.3553776225887884,4.8466987580618344e-05,True,8,6,4,93.0,False,,
7,537,13.0,False,True,0,1607.3234388681049,672.22998046875,4787.66015625,170.4499969482422,9319.000244140625,15794.300537109375,-13629.7998046875,-5163.499755859375,-3026.9000244140625,418.4000015258789,0.0,-0.4603528145600724,0.21652943053047394,0.0701154647965858,bf81d8692db,games5425898691,18.0,633.4000244140625,4692.7900390625,319.6000061035156,-2980.2999877929688,22782.80029296875,-71.99999809265137,-2514.199981689453,4131.499938964844,2618.800048828125,255.0,128.0,,-0.46838507273098634,-3.065185416558589,2.838728113172886,True,158.11372023756795,True,10,9,False,,76561198039309853,enpitsu,26.0,-92.81999969482422,4687.2001953125,17.049999237060547,7330.999755859375,-5440.3997802734375,2.5999999046325684,0.3999999910593033,-0.7000000029802322,-492.40001678466797,255.0,128.0,False,0.016696997532797714,-0.6745123075506723,0.000222238002959739,True,0.0,False,4,4,False,,SepTriX19,7666040294073637342,8.0,124.29000091552734,4799.740234375,17.010000228881836,-2121.999969482422,2744.4000244140625,2.0000000298023224,-0.19999999552965164,0.19999999552965164,-1806.6000366210938,255.0,0.0,,0.00949977242639168,2.339312631752895,-0.00010886860381000932,True,75.0,False,6,False,6,,Gabireel,4165140070931650861,11.0,-340.1099853515625,4399.669921875,17.059999465942383,-617.0000076293945,-7615.8001708984375,2.0999999344348907,0.29999999329447746,-0.3999999910593033,-2414.7000122070312,255.0,1.0,0.016639487890969567,-1.6615236712965666,-5.27140725886681e-05,True,8,6,4,93.0,False,,
8,602,15.0,False,False,1,9950.739091429448,954.0399780273438,-4810.56982421875,142.99000549316406,3694.8001098632812,5607.9998779296875,1131.8000030517578,-31.500000953674316,4503.2000732421875,-3910.1998901367188,1.0,-0.348386684898021,-0.19993675551391166,-1.1043875340655407,4165140070931650861,Gabireel,11.0,937.9600219726562,-4896.5400390625,16.690000534057617,-1110.8999633789062,-953.1999969482422,251.70000076293945,-522.2999954223633,409.70001220703125,-1566.3999938964844,128.0,69.0,,0.04140750560422025,-0.7065330635044762,0.04729297049635433,True,93.0,False,8,6,4,,7666040294073637342,SepTriX19,8.0,656.0,-5229.77978515625,65.4000015258789,13677.2998046875,16613.499755859375,2426.1000061035156,-4268.800048828125,3448.2998657226562,-369.00001525878906,255.0,128.0,False,-0.20359161915324545,2.287007082725587,-0.03032272814319513,True,0.0,True,8,7,False,,enpitsu,76561198039309853,26.0,-524.719970703125,-2902.5,17.049999237060547,7902.1002197265625,10737.7001953125,2.5999999046325684,0.5000000074505806,0.7000000029802322,75.9000015258789,255.0,0.0,False,-0.01674304930837434,2.1961673991367214,-9.669820912157367e-05,True,31.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-739.1699829101562,-5203.1201171875,16.65999984741211,4070.8999633789062,10228.400268554688,51.599998474121094,-18.200000524520874,35.59999942779541,-472.90000915527344,255.0,118.0,-0.007177285292417437,1.9858333369618688,-0.003015947571775421,True,10,10,False,154.0,False,,
9,620,16.0,False,False,1,9608.52842900248,1186.0400390625,-4464.14990234375,97.5999984741211,3757.2000122070312,3945.2999877929688,1487.2999572753906,-3614.1000366210938,3475.4998779296875,-3295.1998901367188,1.0,-0.2131036827630913,-3.047032714352266,0.46345610590005654,7666040294073637342,SepTriX19,8.0,1098.6400146484375,-4647.490234375,114.44000244140625,4989.100036621094,7025.9002685546875,102.70000457763672,-4095.4000854492188,3644.2001342773438,-443.3000183105469,255.0,170.0,False,1.374892695885821,2.017531298691669,-0.31104235547590275,True,0.0,False,8,8,False,,4165140070931650861,Gabireel,11.0,1025.8900146484375,-4803.64990234375,16.81999969482422,-1458.699951171875,-1275.8000183105469,55.300002098083496,105.50000190734863,26.19999885559082,-1119.7000122070312,255.0,1.0,,-0.012877073440138314,-0.8905163902581645,0.005170896743753759,True,93.0,False,8,6,4,,enpitsu,76561198039309853,26.0,41.18000030517578,-2379.050048828125,17.049999237060547,12322.60009765625,6604.0997314453125,3.100000023841858,1.1999999731779099,0.7000000029802322,-1967.2000122070312,255.0,0.0,False,-0.016735274305420426,2.6854903748412466,-0.00020870605469629718,True,8.760051527330953,True,4,False,4,,games5425898691,bf81d8692db,18.0,-199.22999572753906,-4491.72998046875,17.010000228881836,11978.499755859375,10877.900390625,0.0,2.800000011920929,2.5,-1574.4999694824219,255.0,76.0,-0.009593452460254732,2.450904820131632,-0.000131975325886705,True,10,10,False,119.19214619872388,True,,
